molecula|NaaNH|n9FaRing|SssssC|NaasN|nARing|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC1i|n6aHRing|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PNSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|Mor01p|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
47k_a18|0|0|0.0|0|1|1.25117623|0.0|-0.0067578909999999|-0.0605329409999999|0|0.033777778|-0.017736343|-0.5135996820000001|0.003047962|10.94702256|-0.008576013|0|-0.421027889|0|0.721697829|-0.014398731|0.753132457|0.737517943|0|-0.065324278|-0.088346874|-51.59195677|20.66242736|0.169064596|-0.030255779|-55.10689702|58.77865447|-2.208671853|-40.74641317|-23.89547793|63.50225571|0.467246896|3245.964586|-1744.369889|2009.418849|-18.87222501|0.284695579|18.35217454|0.877042091|7575.637462000001|224.8475227|-1377.672426|33.40602576|1167.054827|1.0|1.0|4.66|0.0|18.0|3.17|88.97|2.82|3.0|2.0|1.0|-5.84|4.0|-6.41|513.63|0.0|0.0|0.0|-5.33|1.44e-06|0.0023899999999999|4.26|1.0|3.6099999999999997e-09|3.0948|3.0948|-1664.756029|1492.36|400.63|0.69823|0.69823|-1664.2657390000002|0.5920000000000001|-0.1277599999999999|-0.17135|0.02802749|-1664.341238|5.2253|29.0|7.5376|7.5376
16c_a32|1|1|0.0|0|0|0.6094207629999999|0.0|-0.01639019|-0.087497559|0|0.03995614|-0.03152033|-0.770338913|-0.0064007569999999|10.31100271|-0.036931818|3|-0.229450999|0|0.8607827790000001|-0.061904762|0.915639476|0.764217655|1|-0.088841599|-0.119988297|-53.00702241|102.2022233|0.226956794|-0.038178095|-42.71426897|37.0285246|-1.679836163|-31.62645048|-22.77882371|68.39521789|0.463897164|2649.168528|-1002.268243|3143.196853|-13.59090376|0.3153632939999999|11.77670717|0.8653137670000001|5979.891916|188.1603823|-597.9997655000001|33.27140293|513.9156315|1.0|1.0|3.5|3.08|19.0|4.21|149.27|0.88|1.0|0.0|1.0|-6.04|5.0|-6.44|399.49|1.0|0.0|1.0|-4.41|9.17e-07|0.0155|3.23|0.0|1.0300000000000001e-07|3.6264|3.6264|-1916.6792|1069.28|341.89|0.70198|0.70198|-1916.478107|0.2955|-0.14997|-0.20047|0.02806787|-1916.536967|5.3459|5.0|8.3468|8.3468
12ay_a36|1|0|0.0|0|2|1.2970434|0.0|-0.006733838|-0.043778345|2|0.043383838|0.1012005419999999|-0.404030255|0.003676818|10.9463292|-0.06756661|1|-0.169994208|1|0.78699829|-0.111814717|0.833398429|0.857993338|0|-0.074251203|-0.098945129|-48.12939044|126.7858133|0.170593592|-0.035337546|-41.57269314|8.677627506|-1.978902589|-31.1973159|-22.90568368|59.80790901|0.4530143439999999|2766.899844|-1282.718286|3238.138932|-14.84739041|0.221835195|11.82248632|0.828201506|6204.216872999999|143.79285900000002|-831.4538627999999|29.43551742|729.1873176|0.0|0.0|4.96|0.0|17.0|2.5|69.2|2.45|1.0|0.0|0.0|-4.54|4.0|-6.38|409.49|0.0|1.0|1.0|-4.6|2.8600000000000004e-05|0.0102|3.41|0.0|4.55e-08|3.9348|3.6561|-1311.576473|1184.45|339.12|0.6727|0.6914|-1311.282556|0.1464|-0.15056|-0.2031599999999999|0.02880431|-1311.343228|9.1844|18.0|7.7447|7.7447
12e_a30|0|0|0.0|0|2|0.604984231|0.0|-0.0077937519999999|-0.029595542|2|0.041767677|-0.010682095|-0.444243861|0.0043261129999999|10.31162844|-0.055954785|1|-0.154412059|1|0.8246767140000001|-0.097868612|0.876441789|0.7933543279999999|0|-0.07914783|-0.098059338|-52.50202674|106.2790684|0.183296295|-0.035153347|-43.14823836|0.0|-1.863127413|-34.82676424|-23.31866823|68.59117243|0.46715936|2920.484542|-1235.889416|2392.685958|-15.46823639|0.292879147|15.14403079|0.8767337279999999|6421.289402|194.2788429|-819.8165288|32.97692061|704.0353382000001|1.0|1.0|4.72|0.0|17.0|2.63|90.88|2.51|2.0|0.0|0.0|-5.44|5.0|-6.19|428.51|0.0|0.0|0.0|-4.93|3.59e-06|0.0050799999999999|3.84|0.0|1.84e-07|5.0412|3.4747|-1690.3021629999998|1201.05|356.82|0.3304|0.68605|-1690.030824|151.0|-0.1476|-0.19804|0.03344515|-1690.092998|6.1598|11.0|7.9431|7.9431
12be_a36|1|0|0.0|0|2|1.297042758|0.0|-0.009368126|-0.0419484829999999|2|0.043854875|0.118420241|-0.580823835|0.000482522|10.95957887|0.00430921|1|-0.289604649|1|0.812921349|0.00734728|0.858971809|0.8350231859999999|0|-0.0780531429999999|-0.108962668|-54.15309606|63.31681179|0.201984123|-0.031937334|-52.44976141|0.0|-1.852365352|-37.57129686|-22.15805062|77.57811183|0.4564615729999999|3039.9167260000004|-1285.166936|2552.721046|-15.37320593|0.433925602|16.14074295|0.839796323|6592.168374|301.05661160000005|-891.645944|39.14335412|766.4854363|0.0|1.0|4.96|0.0|17.0|1.9|87.66|1.42|1.0|0.0|0.0|-4.11|6.0|-7.13|441.49|0.0|0.0|0.0|-4.15|7.75e-05|0.0315|2.62|0.0|1.6100000000000005e-07|5.2184|3.3487|-1462.0007349999998|1256.67|370.25|0.40844|0.70465|-1461.68274|0.0018|-0.13781|-0.18969|0.03245204|-1461.747501|10.3044|44.0|7.3565|7.3565
20b_a10|0|0|0.0|1|1|1.343837209|2.103422978|-0.007463406|-0.073703704|2|0.035818182|-0.030238422|-0.447804373|0.001965496|10.92966143|-0.013623188|1|0.031942481|2|0.761071345|-0.022843761|0.817426568|0.6980623109999999|1|-0.094975935|-0.088479815|-60.68950774|81.39248686|0.24740823|-0.033783202|-36.12803002|91.02309592|-1.85807612|-38.78052212|-21.58742537|69.02087825|0.454087415|3085.433676|-1187.308396|2257.777328|-13.79433873|0.238378673|13.838742600000002|0.8317951020000001|7173.225184999999|152.3236842|-758.6886304|28.34404003|769.1246171|1.0|1.0|3.54|3.15|27.0|5.0|95.92|2.41|2.0|0.0|0.0|-5.22|5.0|-6.53|447.49|0.0|0.0|1.0|-5.09|6.05e-06|0.00364|3.52|0.0|1.1699999999999999e-09|5.9354|3.9013|-1465.62724|1218.74|317.8|0.3246|669.0|-1465.333983|0.1382|-0.16388|-0.2217199999999999|0.03930765|-1465.395231|7.7954|1.1|5.9586|5.9586
19_a34|0|0|0.0|1|1|1.438829424|1.898101852|-0.013066507|-0.169170251|1|0.044107744|-0.189862762|-0.5357267960000001|-0.00802652|10.95957634|-0.014196676|1|-0.401414514|1|0.8022000659999999|-0.0235903339999999|0.8582665429999999|0.818710955|0|-0.112877411|-0.1255804019999999|-56.30608209|131.5318459|0.360097548|-0.039656969|-31.24772528|470.4453529|-1.506964829|-28.08688512|-19.78189027|76.05407906|0.467358389|2127.363207|-751.7118302|1537.244187|-9.86770272|0.3377105079999999|10.31797048|0.877434994|4496.516479|168.4584665|-374.9727034|29.86894781|337.9440349|0.0|1.0|3.07|2.77|17.0|2.31|69.4|1.08|0.0|0.0|0.0|-2.73|5.0|-7.01|309.32|0.0|1.0|1.0|-3.15|0.00186|218.0|1.66|0.0|9.42e-06|4.1721|4.1721|-1046.606458|882.87|297.18|0.6897300000000001|0.6897300000000001|-1046.458335|0.2189|-0.1735|-0.20251|0.03168624|-1046.509891|5.0441|0.99|6.0044|6.0044
21a_a23|0|1|0.0|2|0|1.197963603|3.43622302|-0.005708466|-0.038876045|2|0.042862319|0.071115216|-0.3082571839999999|0.01269616|10.31321782|-0.083864151|2|-0.136106024|2|0.7367638240000001|-0.137122549|0.79188323|0.6906097959999999|1|-0.051521215|-0.082341001|-34.01266735|39.56172507|0.073461531|-0.03458322|-35.88602363|82.08958626|-1.729161021|-22.45408125|-22.83074225|41.64701536|0.492301762|2880.257677|-1141.537112|2272.736256|-15.07212993|0.157878617|15.66066298|0.969673962|6464.524241|104.2264415|-753.6064963|27.11098744|666.0036144999999|1.0|1.0|3.53|3.48|26.0|4.33|105.02|3.24|2.0|1.0|0.0|-5.89|4.0|-6.07|425.51|0.0|0.0|0.0|-5.28|1.3e-06|0.00225|3.98|0.0|1.65e-08|3.6993|3.6993|-1669.250866|1189.63|335.16|0.60824|0.60824|-1668.989671|0.3692|-0.15024|-0.2226699999999999|0.0203361|-1669.0502720000002|7.9309|102.0|6.9914|6.9914
4f_a49|0|0|0.0|1|1|1.343848013|2.066693174|-0.008903208|-0.087045007|2|0.038839506|-0.087861524|-0.418450768|0.001532832|10.92775957|0.0705130559999999|1|-0.025995042|2|0.7927086309999999|0.114367229|0.8557769120000001|0.670594896|1|-0.102926696|-0.089955514|-55.88123394|193.615884|0.262938196|-0.033471819|-26.51573683|59.72286429999999|-1.439288231|-30.33918719|-18.1726086|64.88887164|0.437355335|2458.261097|-781.4221699|1629.651745|-9.866320682|0.2816937089999999|11.20071713|0.7773206840000001|5422.650822|152.9378926|-424.2517893|25.29924744|467.1194103|1.0|0.0|3.07|2.35|21.0|3.8|80.9|2.03|1.0|0.0|0.0|-3.99|5.0|-6.6|356.38|0.0|0.0|1.0|-4.09|0.000102|0.0289|2.64|0.0|2.92e-07|4.6249|3.7098|-1179.23587|982.46|334.21|0.39584|0.68474|-1179.029099|0.0579999999999999|-0.15517|-0.22471|0.03476467|-1179.080799|1.8254|0.04|7.3979|7.3979
8g_a12|1|1|0.0|0|1|1.28383574|0.0|-0.0084227909999999|-0.029907264|2|0.038347953|-0.038463841|-0.40429396|0.005898773|10.95472263|-0.040257632|1|0.122649613|1|0.7475224290000001|-0.070405398|0.80546986|0.7714487940000001|1|-0.076856227|-0.1045061519999999|-42.39297373|84.95000993|0.142374631|-0.042752517|-31.79592789|0.0|-1.881110729|-23.38345638|-23.58177591|47.30807670000001|0.463772637|2506.427441|-1037.59814|1356.883205|-13.00742505|0.09833304|12.83559677|0.864880588|5327.736626|54.23932676|-572.326702|26.15353224|480.0590283|1.0|1.0|4.07|2.51|21.0|2.07|78.85|2.89|1.0|0.0|0.0|-4.38|5.0|-6.28|353.38|0.0|0.0|0.0|-4.34|4.15e-05|0.0163|3.06|0.0|9.98e-09|4.2057|3731.0|-1154.321531|989.66|332.31|462.0|0.55027|-1154.121362|0.1601|-0.1520099999999999|-0.21633|0.03954539|-1154.173831|4.2131|3715.0|5.43|5.43
14y_a23|0|1|0.0|2|0|1.197960595|3.3149940630000003|-0.005875443|-0.022719307|2|0.046678487|0.041892637|-0.2996475999999999|0.009174505|10.31321795|-0.031435038|2|-0.125978901|2|0.802520527|-0.049318182|0.8668730109999999|0.64069202|1|-0.057809342|-0.080613242|-39.9727336|39.66769923|0.074747068|-0.034303507|-38.54233552|82.29531392|-1.612264842|-27.63946733|-23.71943531|52.97547894|0.486730407|3096.562257|-1114.8134599999998|2336.815247|-16.40099384|0.21677451|16.00209862|0.948293868|7320.809595999999|149.890474|-770.8467102999999|30.28429949|665.6233736|1.0|1.0|3.41|3.49|26.0|5.32|105.02|3.99|2.0|1.0|0.0|-6.77|4.0|-5.8|480.37|0.0|0.0|0.0|-6.13|1.7e-07|0.000354|4.83|0.0|2.6899999999999996e-09|3.6413|3.6413|-2549.104894|1217.48|340.49|0.61338|0.61338|-2548.8917260000003|444.0|-0.14942|-0.2331599999999999|0.01307741|-2548.953933|6.5205|4.0|8.4225|8.4225
19_a31|1|0|0.0|0|0|0.61013725|0.0|-0.01001901|-0.086654127|0|0.0427124179999999|-0.044625452|-0.46087445|-0.005956522|10.31169935|-0.081641954|2|-0.1751017789999999|0|0.8558149140000001|-0.138769819|0.902130276|0.6427749970000001|0|-0.0909201569999999|-0.113333675|-53.25742146|75.32978176|0.268735206|-0.036060715|-38.88650245|67.42915967|-1.586671445|-31.1960848|-21.12293613|61.85348014|0.446100738|2265.6917350000003|-929.4091898|1992.2502|-12.37297805|0.223788196|12.77501178|0.805382437|4917.329034|131.0862475|-544.4110343|27.21285095|460.3754405|1.0|1.0|3.44|2.62|16.0|4.33|98.91|1.68|1.0|0.0|0.0|-4.67|4.0|-6.41|358.43|0.0|0.0|1.0|-3.92|2.14e-05|0.0431|2.93|0.0|4.08e-08|5.0344|3.9477|-1489.532192|1028.58|314.06|0.5385300000000001|0.7005600000000001|-1489.323855|0.2271|-0.16367|-0.20675|0.03702801|-1489.382077|2.4209|1.8|5.7447|5.7447
1g_a5|1|0|0.0|0|0|1.4275159730000002|0.0|-0.003919036|-0.010620031|2|0.027447447|-0.011534568|-0.172437603|0.00683534|10.94875199|-0.0353243789999999|1|-0.0178558139999999|2|0.7778380309999999|-0.067172264|0.8393686990000001|0.717355058|0|-0.070108797|-0.074361785|-37.59983870000001|74.51397212|0.134079034|-0.027205531|-21.388323|0.589719781|-1.11542677|-20.16505667|-14.59051668|48.55052611|0.4713154089999999|2243.103668|-598.211184|832.7655896000001|-7.824996219|0.38606657|13.83149499|0.891486942|4639.260975|207.0502037|-320.82484500000004|23.76563316|422.96706330000006|1.0|1.0|2.79|2.12|23.0|4.21|63.69|1.57|0.0|0.0|0.0|-4.03|4.0|-6.15|328.37|0.0|1.0|1.0|-4.2|9.27e-05|0.0206|3.03|0.0|7.190000000000001e-09|4.7822|4.1733|-1065.846194|961.17|297.09|0.4386899999999999|0.66164|-1065.675316|0.0504|-0.17042|-0.20972|0.02730461|-1065.727193|5.2707|115.0|6.9393|6.9393
3_a20 (SB-525334)|1|0|-0.08980269|0|0|1.183765089|0.0|-0.005492814|-0.053897691|2|0.0526353279999999|0.001821898|-0.274640708|0.001924142|10.95053359|-0.119584218|1|-0.277724429|2|0.7186587|-0.17447922|0.76423988|0.7835436240000001|1|-0.061128029|-0.0917096759999999|-34.52869143|43.70154849|0.1243352319999999|-0.029269046|-29.26136697|0.0|-1.375645142|-19.50382741|-16.53287135|41.49386505|0.457398769|2243.481559|-777.0449536|1782.992456|-9.33873414|0.215089498|10.9543133|0.8429740729999999|4905.195832|121.495147|-438.9205046|21.06338405|520.6749407|1.0|1.0|3.37|2.82|21.0|4.69|67.35|1.69|1.0|0.0|0.0|-4.85|4.0|-5.74|343.42|0.0|1.0|1.0|-4.73|1.42e-05|0.00647|3.74|0.0|4.07e-09|4.9821|3.1728|-1086.585811|1030.31|390.77|0.49443|0.70168|-1086.329436|0.1171|-0.13417|-0.20131|0.02096048|-1086.383308|4.8164|162.0|6.7905|6.7905
14_a4|0|0|0.0|1|1|1.399909181|1.947126795|-0.001935612|-0.04986736|1|0.0409444439999999|-0.0135414919999999|-0.069682036|0.009588001|10.94612798|0.117232935|1|-0.039321879|1|0.77505994|0.204594017|0.843811017|0.500893739|0|-0.065776751|-0.071074269|-29.91067393|12.12963775|0.148961754|-0.03015272|-14.69670456|85.72299913|-0.995039765|-13.60128622|-13.71135194|35.84371234|0.40126838|1911.448021|-452.4746139|1378.961008|-6.23496557|0.231542789|8.859498364|0.6701974079999999|3944.638539|105.2894945|-205.7538638|17.84270058|280.2639278|0.0|0.0|3.14|2.39|17.0|4.09|30.71|2.82|0.0|0.0|0.0|-3.4|3.0|-5.8|277.3|0.0|1.0|1.0|-3.97|0.000396|0.0295|3.09|0.0|1.95e-06|4.5233|4.2312|-918.9507745|794.51|293.02|0.53298|0.55975|-918.851356|0.1067|-0.17381|-0.2102|0.020300099|-918.896242|3.3312|1.32|5.8794|5.8794
14q_a23|0|1|0.0|2|0|1.19796338|3.292130907|-0.0101981219999999|-0.130330047|2|0.044138322|0.064903564|-0.5608967029999999|0.002243702|10.31321757|-0.056324491|2|-0.033435987|2|0.808928963|-0.089657283|0.871119857|0.7333675390000001|1|-0.08960718|-0.096370719|-61.51997721|350.836102|0.226805402|-0.039682061|-45.42467289|97.13675614|-2.023785094|-42.23665548|-27.24379301|76.3369885|0.472004985|3097.399651|-1389.433443|2213.1193780000003|-18.70427707|0.222659101|16.53853737|0.893957277|6982.066379000001|152.86702240000002|-953.9181308|35.04742005|693.3423458|1.0|0.0|3.52|2.66|26.0|3.12|148.11|2.28|1.0|1.0|1.0|-5.21|5.0|-7.33|454.51|1.0|0.0|0.0|-4.39|6.11e-06|0.0183|2.46|0.0|1.11e-07|3.6431|3.6431|-1798.645459|1222.17|340.33|0.5949|0.5949|-1798.3704079999998|0.4943|-0.14854|-0.23013|0.03458552|-1798.433122|12.0503|16.0|7.8069|7.8069
12s_a36|1|0|0.0|0|2|1.297044029|0.0|-0.007059109|-0.045035034|2|0.042804233|0.037454164|-0.4023692|0.002951176|10.95352614|-0.050363149|1|-0.1763783589999999|1|0.8060798779999999|-0.086791463|0.856677627|0.856274847|0|-0.07216709|-0.1000534719999999|-46.58030248|110.6090028|0.169662191|-0.035868226|-41.6829437|10.23927133|-1.901015959|-30.06529118|-23.15117315|59.13914165|0.4604765839999999|2710.355028|-1227.012177|2294.468358|-14.94294208|0.245801617|13.98635088|0.853487672|5890.905249|158.6528381|-791.9759303|30.69639722|662.0530478999999|0.0|0.0|4.85|0.0|17.0|2.19|69.2|2.24|1.0|0.0|0.0|-4.16|4.0|-6.55|395.46|0.0|1.0|0.0|-4.3|6.929999999999999e-05|0.02|3.04|0.0|1.08e-07|3.8751|3.7604|-1272.270833|1150.67|329.71|0.6843600000000001|0.6928|-1272.00109|0.0002|-0.15559|-0.20467|0.03416928|-1272.061111|8.7738|9.0|8.0458|8.0458
1k_a5|1|0|0.0|0|0|1.427567903|0.0|-0.0030192829999999|-0.064652321|2|0.026339869|-0.095857885|-0.120771321|0.003886035|10.9489659|-0.011848312|1|0.045204303|2|0.7824502320000001|-0.022280685|0.851987765|0.558485747|0|-0.078995018|-0.074297856|-40.40908188|165.11680719999998|0.216307319|-0.0301207529999999|-19.44172742|0.498979532|-1.114467843|-20.67084672|-15.40795854|45.98095096|0.48165588|2171.394196|-570.0944662|824.0133397999999|-7.881781385|0.275045542|12.9461019|0.929220303|4479.484358|140.69669409999997|-291.6259112|21.25369168|357.34245360000006|0.0|1.0|2.71|2.02|23.0|4.76|54.46|2.29|0.0|0.0|0.0|-3.97|4.0|-5.99|316.33|0.0|1.0|1.0|-4.3|0.000106|0.0157|3.16|0.0|4.99e-09|4.7221|4.4063|-1050.548505|890.76|281.38|0.53086|0.5282|-1050.418953|0.1239|-0.1798799999999999|-0.22504|0.03133456|-1050.468159|2.3036|48.0|7.3188|7.3188
16_a47|1|1|0.0|0|0|1.417579067|0.0|-0.0056780519999999|-0.1246612469999999|2|0.042285714|-0.08282926|-0.23280014|-0.005688938|10.95023129|0.0506476009999999|1|-0.0574194159999999|2|0.812131575|0.081171071|0.87782381|0.57616624|1|-0.093207587|-0.092995116|-48.30620628|63.13219447|0.308139547|-0.034261359|-24.97833451|0.0|-1.301931629|-25.03540372|-17.75645434|57.9827944|0.473257697|2315.178558|-674.7452647999999|833.8646097|-9.202544293|0.302070079|13.01476838|0.898461533|4952.972679|156.55227280000005|-349.69668310000003|25.44160067|357.35851410000004|0.0|1.0|2.93|1.95|21.0|5.19|66.49|2.72|0.0|0.0|0.0|-4.34|5.0|-6.04|337.33|0.0|0.0|1.0|-4.42|4.56e-05|13.0|3.27|0.0|6.8099999999999994e-09|4.4393|4.0806|-1167.046301|894.43|303.84|0.59209|0.6743899999999999|-1166.901251|0.0909|-0.16851|-0.22568|0.03384512|-1166.951551|3.8601|1.0|9.0|9.0
2_a4|0|0|0.0|0|1|1.189716144|0.0|-0.00708265|-0.103346554|1|0.037777778|0.08246129|-0.269140683|-0.001386521|10.95268469|0.076479666|0|0.228655117|1|0.802438682|0.1355918559999999|0.847373823|0.912872667|0|-0.117395215|-0.105102755|-49.45826819|166.102249|0.257481153|-0.0379537729999999|-18.65482233|0.0|-1.366335816|-20.83662681|-15.98981578|52.12536246|0.3961813179999999|1623.668791|-575.6333682|910.3327882|-6.736463618999999|0.156892292|7.800989232999999|0.656126301|3396.86527|66.09827364|-242.5126903|18.96532986|284.26458360000004|0.0|0.0|3.33|0.0|12.0|0.83|45.15|1.63|0.0|0.0|0.0|-2.18|4.0|-6.69|253.3|0.0|1.0|0.0|-2.77|0.0066|434.0|1.62|0.0|1.4800000000000002e-05|5.8961|3.2230000000000003|-819.9326497000001|764.77|384.69|0.4682|0.6885600000000001|-819.771754|0.0008|-0.14614|-0.16226|0.033037353|-819.8174190000001|3.0946|31.0|7.5086|7.5086
1i_a5|1|0|-4.358943904|0|0|1.219028472|0.0|-0.006494891|-0.31059482|2|0.0253888889999999|0.018196138|-0.279280326|-0.0012491689999999|10.94550053|-0.003198529|1|0.004923698|2|0.780175595|-0.00496377|0.8436458929999999|0.513260607|0|-0.091178745|-0.084018635|-50.81756452|201.1526326|0.112394438|-0.03570792|-26.09853285|0.213644964|-1.428316788|-28.32266298|-19.90145306|55.43870932|0.4697279689999999|2482.831286|-796.0581225|942.1618767|-11.09187646|0.240540403|13.79450888|0.8858245220000001|5432.586961|134.0627959|-443.6750585|26.20475553|403.396385|0.0|1.0|2.83|2.04|23.0|6.37|54.46|2.73|2.0|0.0|0.0|-4.79|6.0|-5.73|366.34|1.0|0.0|1.0|-4.97|1.6100000000000002e-05|0.00396|3.95|0.0|1.3300000000000002e-09|4.7243|4.3799|-1288.356212|957.58|283.08|0.4571199999999999|0.50107|-1288.210207|0.0207|-0.17945|-0.23674|0.03383899|-1288.264271|2.8939|24.0|7.6198|7.6198
26_a20|0|0|0.0|1|0|1.4165417530000002|1.877209467|-0.00578453|-0.104520106|2|0.0396875|0.1516835819999999|-0.3297182369999999|0.003085806|10.93106273|-0.033102079|1|0.057022334|2|0.7541508029999999|-0.055150498|0.8096894440000001|0.690530489|1|-0.0862808009999999|-0.082729415|-58.21621279|299.8332395|0.20662747|-0.0327795789999999|-37.66339899|80.47551422|-1.737317706|-39.28020352|-22.11735334|66.82118688|0.472355054|2825.254798|-1172.219727|2534.075607|-14.92323356|0.215111274|14.40103379|0.8952138340000001|6221.067002000001|145.1419493|-790.9313788|28.17896678|712.1606951|1.0|1.0|3.42|3.07|27.0|4.62|86.69|2.47|2.0|0.0|0.0|-5.14|4.0|-6.28|419.48|0.0|0.0|1.0|-5.02|7.27e-06|0.00399|3.63|0.0|6.64e-10|4.8421|3.8894|-1352.315376|1211.34|318.77|0.50878|0.68167|-1352.036122|0.0814|-0.16129|-0.21226|0.03774288|-1352.098465|4.8742|131.0|6.8827|6.8827
16a_a23|0|1|0.0|2|1|1.197962324|3.411338761|-0.0054940769999999|-0.013055633|3|0.046283951|0.062601621|-0.302174246|0.012426121|10.31321796|-0.071458049|2|-0.335065967|2|0.8323974470000001|-0.116894582|0.890165467|0.7199622309999999|1|-0.041095401|-0.07288672|-26.53751114|9.922436905|0.0651629059999999|-0.025724725|-30.39361398|91.92609822|-1.311960953|-17.13669862|-16.6118386|40.34319246|0.49525751|2924.629647|-847.2037686000001|1801.957216|-10.72715788|0.414079278|15.89802615|0.981208279|6552.801739|267.3932664|-547.0850515999999|28.35168303|668.3493171|0.0|0.0|3.94|0.0|20.0|2.52|108.26|2.04|1.0|1.0|0.0|-4.58|4.0|-7.02|427.5|0.0|0.0|0.0|-4.31|2.6e-05|0.0208|2.66|0.0|5.38e-06|1.6239|1.6239|-1685.913359|1172.0|763.49|0.96307|0.96307|-1685.580443|0.2066|-0.07625|-0.12645|0.03391189|-1685.6419010000002|18.4446|39.0|7.4037|7.4037
12m_a36|1|0|0.0|0|2|1.297043522|0.0|-0.011502861|-0.133854569|2|0.03912037|0.14264424|-0.667165917|-0.006653538|10.95440733|-0.038386106|1|-0.090926893|1|0.825587924|-0.064035403|0.8792981679999999|0.849217847|0|-0.10031651|-0.121074678|-67.27772044|42.78660249|0.288038572|-0.04260035|-54.45666327|107.233999|-2.300418875|-45.120107|-28.57011677|82.51872026|0.465323422|2925.315028|-1542.786306|2637.948424|-19.16067782|0.252881876|13.67704354|0.8702895190000001|6434.374756|169.596372|-1034.676602|38.24042793|689.2886595|0.0|0.0|4.83|0.0|17.0|0.98|112.29|1.28|1.0|0.0|0.0|-4.1|5.0|-7.39|424.46|0.0|0.0|0.0|-3.8|7.96e-05|0.0676|2.11|0.0|7.19e-07|3.8658|3.8658|-1401.654499|1177.15|320.72|0.69382|0.69382|-1401.385923|0.4718|-0.15879|-0.20993|0.03861003|-1401.446557|9.1003|0.03|7.5229|7.5229
12y_a30|0|0|0.0|0|2|0.604984019|0.0|-0.005996863|-0.037335306|2|0.044197531|-0.089502772|-0.353814891|0.00604028|10.31162818|-0.058184644|1|-0.0922059569999999|1|0.768409873|-0.095969764|0.8146529229999999|0.803183654|0|-0.070903795|-0.091248521|-47.598277|85.17057711|0.151081489|-0.034840345|-41.1215369|0.0|-1.91621895|-31.95309886|-23.38859815|57.65603256|0.445723724|2847.362782|-1286.372898|2411.415644|-15.70095045|0.179891855|14.55517927|0.804154433|6301.067405|120.7628216|-863.552275|28.51891948|754.3941655|1.0|0.0|4.86|0.0|17.0|3.23|81.65|3.25|2.0|0.0|0.0|-6.04|4.0|-5.64|426.54|0.0|0.0|0.0|-5.46|9.14e-07|0.00148|4.6|0.0|4.12e-08|5.1973|3.4718|-1654.41361|1227.82|357.11|0.30617|0.6864399999999999|-1654.125015|0.1489|-0.1475|-0.19815|0.0311422|-1654.190369|5.1209|22.0|7.6576|7.6576
14a_a5|1|0|0.0|0|1|1.226142247|0.0|-0.0053665219999999|-0.005002101|3|0.027375887|-0.132625457|-0.316624785|0.002956745|10.9488747|0.024793388|1|-0.016337128|2|0.79661948|0.047169811|0.847379958|0.71006207|0|-0.080875277|-0.078681402|-54.69145586|134.62273080000003|0.209074444|-0.0271808479999999|-35.98151967|55.04914434|-1.494946644|-36.98479273|-18.38089729|66.43577392|0.470085022|2836.468636|-1010.949351|1315.573182|-12.42997952|0.370216665|15.89694877|0.88709518|6177.303329|250.3569601|-683.6488737000001|29.18606491|723.0631751|1.0|1.0|3.24|2.41|23.0|4.38|92.79|1.37|1.0|0.0|0.0|-4.15|5.0|-7.08|425.48|0.0|0.0|1.0|-4.22|7.15e-05|0.0256|2.55|0.0|1.45e-09|4.1501|4.1501|-1390.592722|1195.01|298.75|0.65789|0.65789|-1390.29207|0.5853|-0.1676|-0.2183699999999999|0.04629687|-1390.352729|2.8163|112.0|6.9508|6.9508
