molecula|SddssS|NaaNH|SRW09|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|BCUTi-1|n5aRing|AATSC1pe|AATSC1i|MATS1c|GATS1are|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|WNSA5|RPCS|DPSA5|PNSA2|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
6f_a40|0.0|0|8.421342866|1.750582483|0.134099184|-0.01691341|6.401917197|-0.156988665|0|0.038309179|-0.122783873|0.737582436|-0.8287570679999999|10.30179966|2|-0.008368734|0.092206207|-0.628934821|0.7710013309999999|0.896373207|0.742681934|1|0.655786513|-0.134203859|-0.130571562|-86.21963207|-83.88605319|207.7174501|0.344213487|221.1408856|-53.89282175|40.01876255|92.77827871|-1509.948957|-21.5571287|11.87042702|0.69723213|7328.308886|-970.0707913999998|38.88975659|0.013841059|-466.1748926|593.503189|8.892225517|1.0|0.0|1.0|1.0|2.0|4.05|2.53|0.21|14.0|-3.67|3.66|2.66|199.45|1.1|1.0|3.0|124.54|1.0|3.0|5.0|-6.95|-6.9|0.0|-4.64|2.3e-05|0.0105|1.0|0.0|-0.08982|3.5741|6.96|2.57|-2426.972609|668.95|1139.55|346.89|507.64|0.69911|0.0158|-0.1131799999999999|-203.0|0.04845403|-2426.787111|8.7269|42.0|7.3768|7.3768
14e_a25|0.0|0|6.842683282|1.5926486519999998|0.039261746|-0.008591251|4.727387819|-0.138693649|2|0.0389622639999999|0.0065927719999999|1.906869097|-0.524066339|10.93106299|1|-0.0005394919999999|0.025802692|-0.50909623|0.717460414|0.8322445820000001|0.6954126970000001|1|0.7240504329999999|-0.1011107469999999|-0.1004553119999999|-73.99302943|-73.51338088|372.1805977|0.275949567|201.94039730000003|-53.79722636|97.78313402|84.60373462|-1617.294379|-20.76384175|16.63781964|0.966676175|6952.485076999999|-1183.53898|35.18345194|0.015154859|-448.516796|811.3237836|11.09035375|1.0|1.0|1.0|1.0|2.0|3.62|2.72|0.07|27.0|-9.14|3.65|4.02|115.79|1.69|1.0|0.0|134.35|0.0|1.0|7.0|-5.14|-6.96|0.0|-4.73|1.86e-05|0.0085799999999999|0.0|0.0|-0.0538|5.8431|6.51|3.9613|-1521.012915|760.96|1300.08|212.19|596.96|0.69958|0.0007|-0.15787|-0.2116699999999999|0.04875868|-1520.767443|7.2625|75.0|7.1249|7.1249
22_a4|0.0|0|7.535296702|1.987636054|-0.043165663|-0.006436201|5.4161004020000005|-0.115883451|1|0.044357639|0.004808337|0.0|-0.257448045|10.94586213|1|0.004237768|0.034720243|-0.3877007|0.774689758|0.8404413829999999|0.755510052|0|0.8612031509999999|-0.09491995|-0.089955967|-45.61565825|-43.23011833|162.9809584|0.138796849|66.70156956|-20.77508795|0.0|48.65880447|-648.451775|-8.422332951|9.742413394|0.772804341|4074.564287|-311.62631919999995|20.75359108|0.011296354|-331.080892|338.71903330000004|5.428686137000001|1.0|1.0|0.0|0.0|1.0|3.3|2.2|0.11|17.0|-5.24|3.19|3.54|50.94|2.09|0.0|0.0|87.12|0.0|2.0|2.0|-3.77|-5.91|1.0|-3.98|0.000104|0.0301|0.0|0.0|-0.03046|4.468999999999999|3.38|4.0537|-934.2706743999998|519.39|860.77|277.43|400.29|0.65771|0.1293|-0.16754|-198.0|0.030263407|-934.171365|5.4110000000000005|47.0|7.3279|7.3279
13b_a5|0.0|1|7.153833802|0.0|-0.142746146|-0.004573365|5.209486153|0.011339656|2|0.02468599|-0.006314305|0.0|-0.251535058|10.94530329|1|0.0066003869999999|-0.091464693|-0.357011244|0.6700114770000001|0.8184221559999999|0.653356347|0|0.831557236|-0.0694958329999999|-0.074710354|-44.93506461|-48.3067033|14.41650822|0.168442764|108.9128108|-31.23446039|46.77748445|62.24204745|-869.5206594|-11.0239272|15.48959317|0.837970799|5678.380299|-562.2202871000001|26.06641209|0.021552174|-199.2474147|638.8437454|13.93534415|0.0|1.0|1.0|1.0|1.0|2.97|2.64|0.17|23.0|-8.36|4.64|4.06|74.77|1.96|1.0|0.0|119.8|0.0|1.0|5.0|-4.24|-6.58|1.0|-4.43|3.75e-05|0.0148|0.0|0.0|-0.05177|4.6733|4.66|4.1793|-1276.066049|672.43|1138.73|265.31|503.93|0.57482|0.3064|-0.17274|-0.22451|0.035153|-1275.865034|4.7964|0.11|6.9586|6.9586
6e_a40|0.0|0|8.421342866|1.75595616|0.128035402|-0.0148450439999999|6.401917197|-0.074872854|0|0.039160494|-0.15110197|0.744550501|-0.69771706|10.30179954|2|-0.002992481|-0.037027769|-0.6319354389999999|0.685858263|0.8988141140000001|0.648802794|1|0.74620476|-0.107312598|-0.1164147119999999|-70.52033811|-76.50178121|185.1473293|0.25379524|166.7812216|-50.27304895|35.33106374|84.95203628|-1377.032062|-21.04453212|12.49434084|0.791830204|7585.605268000001|-904.9148811|36.93694043|0.012858969|-482.3355765|587.7345677999999|8.450255075|1.0|0.0|1.0|1.0|1.0|3.98|3.16|0.21|14.0|-4.63|5.02|3.72|173.43|2.12|2.0|2.0|125.15|1.0|2.0|5.0|-7.76|-6.09|1.0|-5.58|2.6e-06|0.00124|1.0|0.0|-0.09682|2.9549|8.35|2.9549|-2831.191706|671.95|1149.77|419.59|537.07|0.67187|0.3625|-0.1195799999999999|-0.2164|0.03482243|-2831.048968|11.5248|18.0|7.7447|7.7447
9_a47|0.0|0|0.0|0.0|0.00410268|-0.008501246|0.0|-0.1789147139999999|2|0.037492877|-0.043270202|1.323246814|-0.382556052|10.93671087|0|-0.007880155|-0.045757939|-0.4477815529999999|0.7033922579999999|0.853035126|0.689770023|1|0.805149969|-0.084368438|-0.0969292319999999|-44.13640712|-50.70744657|107.3271659|0.194850031|101.9336202|-26.52703503|0.0|58.96976407|-811.319145|-10.10553715|10.93281031|0.93384951|5212.504394|-424.4325604|24.43189048|0.015793737|-304.1026787|442.7664664|8.262317504|1.0|1.0|0.0|1.0|2.0|2.87|2.78|0.05|22.0|-8.47|4.61|5.61|58.04|2.99|1.0|0.0|101.46|0.0|1.0|3.0|-5.37|-5.26|1.0|-5.2|6.3e-06|0.00218|0.0|0.0|-0.05037|5.7429|4.06|3.7183|-1149.090086|566.1|959.59|215.89|406.35|0.69084|0.2208|-0.1545099999999999|-0.20488|0.03463008|-1148.949486|3.4815|25.0|7.6|7.6
11f_a5|0.0|1|6.605297921|0.0|-0.251797205|-0.0037371509999999|4.59511985|0.022233547|3|0.021060606|-0.083432989|0.0|-0.227966183|10.94877949|1|0.008309782|-0.203228986|-0.230681941|0.785419245|0.800575032|0.750555185|0|0.847356138|-0.068361657|-0.074612137|-47.57801621|-51.92819555|70.39517801|0.152643862|106.23633909999998|-36.14073513|13.29510896|73.05195434|-882.7793242999999|-10.77881574|18.03905985|0.8628345190000001|5969.213977|-614.3924972|30.31104695|0.030351311|-15.23851001|753.9168511|21.12375879|0.0|1.0|1.0|1.0|1.0|3.35|2.87|0.24|23.0|-8.67|4.61|3.53|76.16|1.03|1.0|0.0|126.79|0.0|1.0|7.0|-3.95|-6.99|0.0|-4.26|5.479999999999999e-05|0.0234|0.0|0.0|-0.03862|4.4523|2.25|4.1356|-1391.7602960000002|729.96|1239.35|278.47|579.1|0.64937|0.1834|-0.1691|-0.20772|0.03804804|-1391.50739|2.9697|12.0|7.9208|7.9208
4r_a46|0.0|0|7.832410927000001|2.051582577|-0.173617329|-0.002826188|5.587248657999999|-0.074041799|2|0.044728682|-0.15196733|0.0|-0.141309389|10.96363493|1|0.0061041|-0.086905208|-0.246070691|0.7794598220000001|0.8549242340000001|0.76719475|0|0.8478197820000001|-0.079297367|-0.081339886|-42.06465252|-43.14814202|176.18445569999997|0.152180218|80.72661483|-22.88867429|0.0|51.22472631|-647.2221302999999|-7.304896049|10.69131411|0.839885604|4775.760774|-343.3301143|19.26963463|0.015225417|-227.7097083|496.0386301|8.076584289|0.0|1.0|0.0|1.0|1.0|3.82|2.89|0.35|17.0|-6.25|3.56|3.43|63.83|1.52|0.0|0.0|97.9|0.0|1.0|3.0|-3.09|-6.83|0.0|-3.55|0.000279|0.0933|0.0|0.0|-0.03073|4.5209|2.3|4.5209|-1069.447946|571.75|986.04|274.25|467.85|0.69085|0.1404|-0.18999|-0.2207199999999999|0.02826942|-1069.284137|3.5979|1413.0|5.8499|5.8499
47p_a18|0.0|0|7.03438793|0.0|-0.001819106|-0.005394244|4.844187086|-0.04760181|0|0.037575758|0.025217016|0.0|-0.3775970529999999|10.94701988|0|0.003537135|-0.261349889|-0.441700685|0.72025564|0.7611910209999999|0.710266593|0|0.832954548|-0.06909945|-0.082580968|-51.14496913|-61.12351185|10.25627035|0.1670454519999999|123.6411353|-45.24146169|48.48855261|69.19354871|-1528.087796|-16.88114242|19.41290064|0.956223901|6726.61969|-1131.036542|27.86610962|0.01090303|-471.4248324|1011.163774|8.070036862|1.0|1.0|0.0|1.0|2.0|4.29|0.0|0.28|18.0|-9.03|3.65|3.34|76.5|3.13|3.0|1.0|144.53|0.0|1.0|9.0|-5.67|-6.07|0.0|-5.27|5.34e-06|0.0025|0.0|0.0|-0.05628|3.2036|7.98|3.2036|-1493.759811|795.43|1391.71|387.01|732.84|0.6937800000000001|595.0|-0.13118|-0.18746|0.02843634|-1493.407248|4.6652|64.0|7.1938|7.1938
11_a3|0.0|0|6.823286122000001|0.0|0.119431379|-0.01008647|4.727387819|-0.127546771|3|0.042795699|-0.101436441|1.710245969|-0.363112913|10.31163053|1|-0.005959152|-0.0947326669999999|-0.577616902|0.8947911009999999|0.793311683|0.834020779|1|0.777803048|-0.0955396769999999|-0.099420732|-45.19136777|-47.02715152|253.1353625|0.222196952|105.101718|-22.2443844|80.34769756|57.08178682|-611.3529698|-8.76293931|10.29352296|0.8799677029999999|4487.967272999999|-289.1769972|24.61956593|0.021256639|-238.8563772|311.6695405|10.0546353|0.0|1.0|1.0|1.0|1.0|3.19|2.07|0.0|21.0|-6.51|3.79|3.41|105.82|0.8|0.0|0.0|88.28|0.0|1.0|2.0|-4.08|-6.59|1.0|-3.71|0.000197|0.0601|0.0|0.0|-69.0|3.2232|2.12|3.2232|-1288.195105|508.58|834.82|384.66|346.18|0.6966600000000001|0.4441|-0.13118|-0.20018|0.02994326|-1288.10577|4.4522|0.04|7.3979|7.3979
18c_a25|0.0|0|6.842683282|1.959418462|-0.087958541|-0.002704524|4.727387819|-0.008080236|2|0.043274232|0.007241543|2.069766482|-0.162271435|10.31285373|1|0.007488918|-0.064145547|-0.282103688|0.7644072209999999|0.8005589320000001|0.7357918440000001|1|0.94801724|-0.048636087|-0.0719340379999999|-31.96445203|-47.27625541|26.54367263|0.05198276|34.1639413|-31.07074762|0.0|56.83666555|-992.8013635|-11.65153036|14.65844196|0.940731034|6736.25597|-652.4856999|23.70385212|0.014546814|-325.8749539|831.3429628|9.560410146|1.0|1.0|1.0|1.0|1.0|3.58|3.89|0.11|27.0|-10.17|6.29|6.11|87.72|3.08|2.0|1.0|138.65|0.0|0.0|7.0|-6.05|-5.85|1.0|-5.6|2.51e-06|0.00113|0.0|0.0|-0.0622|5.4858|4.75|3.3396|-1714.597797|698.86|1243.76|226.01|547.87|0.70516|0.0041|-0.13312|-0.19532|0.02003004|-1714.342386|7.9283|88.0|7.0555|7.0555
12ay_a36|0.0|1|7.412764017000001|0.0|-0.05976542|-0.006733838|5.351858133|-0.043778345|2|0.043383838|0.1012005419999999|0.0|-0.404030255|10.9463292|1|0.0045625|-0.169994208|-0.438622276|0.902377067|0.833398429|0.857993338|0|0.829406408|-0.074251203|-0.098945129|-48.12939044|-64.13591431|126.7858133|0.170593592|110.578217|-41.57269314|8.677627506|74.29343346|-1282.718286|-14.84739041|11.82248632|0.828201506|6204.216872999999|-831.4538627999999|29.43551742|0.015670425|-360.6110621|729.1873176|10.15751916|1.0|0.0|0.0|0.0|2.0|4.96|0.0|0.21|17.0|-7.34|3.76|2.5|69.2|2.45|1.0|0.0|133.68|0.0|1.0|5.0|-4.54|-6.38|1.0|-4.6|2.5e-05|0.0102|0.0|0.0|-0.0526|3.9348|3.79|3.6561|-1311.576473|674.33|1184.45|315.09|532.22|0.6914|0.1464|-0.15056|-0.2031599999999999|0.02880431|-1311.343228|9.1844|18.0|7.7447|7.7447
35_a18|0.0|0|7.03438793|0.0|0.068150325|-0.00622005|4.844187086|-0.020425504|1|0.03531746|-0.069149293|0.0|-0.44784362|10.94702087|0|0.00113101|-0.117857059|-0.5009599889999999|0.737701788|0.774007861|0.7277482059999999|0|0.800765945|-0.081822342|-0.084219749|-60.302584200000005|-62.06945887|118.7214377|0.199234055|146.8343246|-45.74482543|74.92670772|67.9315105|-1675.875389|-18.16338657|17.18442554|0.87101708|6995.248058|-1235.110287|28.17969862|0.007954001|-552.1173777|1056.535856|5.862051629|1.0|1.0|0.0|1.0|3.0|4.3|0.0|0.3|18.0|-9.55|4.13|3.35|85.29|3.33|3.0|1.0|151.05|0.0|1.0|8.0|-6.06|-6.0|1.0|-5.53|2.96e-06|0.0014199999999999|0.0|0.0|-0.04879|3.2146|8.09|3.2146|-1533.002975|796.47|1400.62|385.69|657.07|0.69279|0.4981|-132.0|-0.18079|0.02600607|-1532.627182|2.7788|24.0|7.6198|7.6198
8j_a46|0.0|0|7.727094485|2.1279894180000003|-0.13040237|-0.0017688329999999|5.533389489|-0.008523199|2|0.043903904|-0.129276363|0.0|-0.081366324|10.96391738|1|0.0108603019999999|-0.133413527|-0.229679821|0.645146311|0.837678812|0.6109926379999999|0|0.934648421|-0.054707287|-0.068971544|-29.38737046|-37.04976799|7.723448142|0.065351579|35.10521457|-19.90219786|64.83187221|41.80044861|-592.7962878|-7.405468973|9.817783823|0.747636856|4759.107832|-318.43516580000005|16.76894569|0.008843828|-346.061389|453.1959065|4.750680627|1.0|0.0|1.0|1.0|0.0|3.23|3.25|0.32|17.0|-7.26|4.71|4.55|43.6|2.62|1.0|1.0|96.94|0.0|1.0|2.0|-4.59|-5.55|1.0|-4.83|1.47e-05|0.00497|0.0|0.0|-0.04068|4.9636|3.78|4.4107|-1414.53151|576.48|978.4|249.79|493.89|0.70121|0.1427|-0.18531|-0.22599|0.02408052|-1414.402087|6.4463|1228.0|5.9108|5.9108
12ax_a36|0.0|1|7.412764017000001|0.0|-0.0943348109999999|-0.007681676|5.351858133|-0.040458296|2|0.043383838|0.075802407|0.0|-0.414810497|10.958822|1|-0.00097037|-0.1716508239999999|-0.440372791|0.884841888|0.892249657|0.771220556|0|0.846837721|-0.073739612|-0.107815607|-49.32384393|-72.11700812|36.17982162|0.153162279|102.4490387|-48.23849712|1.236876307|84.58859134|-1298.106146|-17.36585896|14.78635841|0.955040697|6741.969187999999|-868.2929481000001|33.94393618|0.018645135|-354.3162187|661.6709012|12.47158322|1.0|0.0|1.0|0.0|2.0|4.74|0.0|0.14|17.0|-7.76|3.99|3.19|69.2|2.99|2.0|0.0|133.77|0.0|1.0|5.0|-5.08|-6.26|1.0|-5.18|6.55e-06|0.00295|0.0|0.0|-0.05596|5.2372|4.42|3.8889|-2152.130959|699.67|1182.31|236.74|552.0|0.69348|0.4167|-0.15728|-0.21324|0.03044421|-2151.971761|6.0402|12.0|7.9208|7.9208
4f_a49|0.0|0|7.535296702|2.066693174|0.010266272|-0.008903208|5.4161004020000005|-0.087045007|2|0.038839506|-0.087861524|1.5830545580000002|-0.418450768|10.92775957|1|0.001714014|-0.025995042|-0.46436755|0.69044503|0.8557769120000001|0.670594896|1|0.7370618040000001|-0.102926696|-0.089955514|-55.88123394|-48.83888562|193.615884|0.262938196|142.7551002|-26.51573683|59.72286429999999|60.18871783|-781.4221699|-9.866320682|11.20071713|0.7773206840000001|5422.650822|-424.2517893|25.29924744|0.020905063|-237.0468572|467.1194103|11.34983222|0.0|1.0|1.0|0.0|1.0|3.07|2.35|0.14|21.0|-6.54|3.42|3.8|80.9|2.03|1.0|0.0|102.08|0.0|1.0|3.0|-3.99|-6.6|1.0|-4.09|8.120000000000001e-05|0.0289|0.0|0.0|-0.06954|4.6249|4.07|3.7098|-1179.23587|575.01|982.46|268.08|411.94|0.68474|0.0579999999999999|-0.15517|-0.22471|0.03476467|-1179.080799|1.8254|0.04|7.3979|7.3979
33_a20|0.0|0|6.842683282|1.915285809|-0.188733405|-0.00145476|4.727387819|0.023539095|2|0.0388043479999999|0.148855442|2.0219022580000003|-0.078557022|10.93244905|1|0.008780074|-0.060582944|-0.1771816269999999|0.616352201|0.802353442|0.607038752|1|0.9493896|-0.058927252|-0.069838312|-38.58254635|-45.72654913|8.680600701|0.0506104|33.13709773|-29.9394021|64.93395624|54.60811436|-868.8044333999999|-11.3769728|15.094865900000002|0.8721516570000001|5916.443448|-568.84864|22.88265911|0.013564844|-339.6262863|664.4562602999999|8.881565237|1.0|0.0|1.0|1.0|0.0|3.39|3.59|0.08|27.0|-9.69|5.33|5.39|67.39|2.61|2.0|0.0|121.62|0.0|1.0|4.0|-5.6|-5.58|1.0|-5.53|2.98e-06|0.0012|0.0|0.0|-0.0582899999999999|5443.0|4.07|3.8867|-1275.852801|689.51|1174.95|227.79|563.98|0.6129|0.0463|-0.15959|-0.21788|0.02957286|-1275.662457|5.0369|34.0|7.4685|7.4685
47t_a18|0.0|0|7.03438793|0.0|0.1115820769999999|-0.0128248239999999|4.844187086|-0.161517185|0|0.03672956|0.018018036|0.0|-0.756664598|10.94702032|0|-0.004985656|-0.104274108|-0.600890268|0.704602886|0.796935152|0.688453085|0|0.67203319|-0.119202068|-0.103295568|-79.78154029|-69.13537385|280.622476|0.32796681|219.5070758|-46.27207168|78.43695402|80.00407742|-1520.978225|-18.17831387|17.48280476|0.991199259|6603.597038|-1017.985577|33.75918118|0.016238994|-407.6438346000001|747.6927426|10.86870356|0.0|0.0|0.0|0.0|3.0|3.86|0.0|0.15|18.0|-7.51|2.6|2.93|110.56|1.64|2.0|1.0|129.21|0.0|1.0|7.0|-5.58|-6.46|0.0|-4.77|1.7100000000000002e-05|0.0075299999999999|0.0|0.0|-0.06822|3.1164|9.4|3.1164|-1470.873743|703.76|1218.95|397.84|601.36|0.6895100000000001|0.5502|-0.12692|-0.19514|0.03767603|-1470.593659|9.6938|782.0|6.1068|6.1068
14aa_a23|0.0|0|7.423568444|3.4143268310000003|0.066582026|-0.005050361|5.351858133|-0.026892547|2|0.046678487|0.031136154|0.758549568|-0.287870566|10.313217300000002|2|0.012103325|-0.13397874|-0.4506138879999999|0.725358161|0.8072028240000001|0.693959193|1|0.924108042|-0.052155763|-0.076107469|-35.51947393|-51.83122853|40.49537336|0.075891958|51.68445972|-35.2984572|83.27171526|61.21989213|-1140.287028|-14.65218978|15.78173785|0.972590939|6651.23042|-776.5660584|27.00633206|0.013786041|-404.0660854|733.3886349999999|9.388663605|0.0|0.0|1.0|1.0|1.0|3.63|3.68|0.12|26.0|-8.16|4.4|4.63|105.02|3.45|2.0|1.0|130.22|0.0|1.0|5.0|-6.23|-5.92|0.0|-5.55|2.81e-06|0.00123|0.0|0.0|-0.0708299999999999|3.5934|4.1|3.5934|-1708.5626|715.57|1231.11|345.03|588.45|0.6805899999999999|0.4157|-0.1449|-0.21573|0.02033777|-1708.338059|8.3532|4.0|8451.0|8451.0
9g_a40|0.0|0|7.515889085|1.849105962|-0.058811055|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|0|0.043730159|0.07954859|0.895670535|-0.225327061|10.31197177|2|0.0115573539999999|-0.062672355|-0.383703998|0.694156166|0.821935848|0.665414608|1|0.90454157|-0.063539055|-0.079033043|-33.47455057|-41.63731423|65.74631496|0.09545843|50.29077056|-21.93596333|64.08637519|51.16627179|-624.5597134|-8.658932892000001|15.62271835|0.909806709|4435.743087|-329.0394499|22.20330888|0.018087202|-253.1335385|384.6422631|9.528957565|0.0|1.0|0.0|1.0|1.0|2.8|1.78|0.06|22.0|-6.43|2.91|2.93|72.28|0.64|0.0|0.0|87.53|0.0|1.0|3.0|-2.49|-7.17|0.0|-3.09|0.0008179999999999|247.0|0.0|0.0|-0.0624|3.0778|3.83|3.0778|-1332.487689|559.04|923.42|402.84|469.6|0.70233|0.3563|-0.12765|-0.19005|0.01134289|-1332.369643|5063.0|3548.0|5.45|5.45
12w_a30|0.0|0|7.412764017000001|0.0|0.063514061|-0.007019432|5.351858133|-0.0316452179999999|2|0.044197531|-0.0999572419999999|0.0|-0.372029919|10.31162873|1|0.001805829|-0.0857954809999999|-0.477636454|0.8149999040000001|0.889479916|0.711738503|0|0.8522163970000001|-0.076611264|-0.096032733|-52.53307388|-65.85056003|82.06520565|0.147783603|101.3366249|-45.15435649|0.0|75.77366969|-1251.160641|-17.50883211|14.70077638|0.8230829059999999|6888.291006999999|-857.9327732|31.60926388|0.014471302|-422.1196298|685.6665849999999|9.923109661|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|17.0|-7.8|5.11|3.92|81.65|3.79|2.0|0.0|137.3|0.0|1.0|5.0|-6.58|-5.52|1.0|-6.04|9.14e-07|0.0004269999999999|0.0|0.0|-0.05682|5.0632|5.08|3.5585|-2494.966575|716.83|1211.28|244.87|577.06|0.68423|0.1614|-0.15073|-0.20755|0.0345723|-2494.807027|3.0068|15.0|7821.0|7821.0
15c_a22|0.0|0|6.842683282|1.596256692|-0.134137693|-0.005236206|4.727387819|-0.018518519|2|0.038137255|-0.026986769|1.568396937|-0.298463715|10.9464374|1|0.004362505|-0.160566657|-0.364626967|0.667111824|0.8353837409999999|0.639264982|1|0.8665852140000001|-0.067475429|-0.080088202|-48.58045253|-57.66130245|36.22825261|0.133414786|96.05497587|-41.51455167|78.22334636|75.52188549|-1153.226049|-15.66586856|16.03890406|0.859281634|6882.442370999999|-830.2910335|32.87972244|0.0248073129999999|-232.9472639|731.8178649|17.86058304|0.0|1.0|1.0|1.0|1.0|3.49|2.85|0.08|27.0|-9.28|3.9|4.18|109.38|1.08|1.0|0.0|128.77|0.0|1.0|6.0|-4.86|-6.96|0.0|-4.62|2.4e-05|0.0107|0.0|0.0|-0.07399|5.7361|4.79|3674.0|-1460.602657|715.42|1241.07|216.15|575.8|0.69113|0.0694|-0.15408|-0.22807|0.03150096|-1460.387718|9.0393|737.0|6.1325|6.1325
3e_a32|0.0|1|7.773594467000001|0.0|0.015619823|-0.006553709|5.733341277|-0.058503168|0|0.044949495|-0.057366352|2.220794149|-0.275255791|10.31100276|3|0.002004382|-0.1395294259999999|-0.551661318|0.8315372|0.85921771|0.77923808|1|0.8681696109999999|-0.073411249|-0.100056595|-39.56206964|-53.92151824|47.09895162|0.131830389|71.04473954|-29.05885545|0.0|60.86894767|-647.0582188|-8.941186293|10.68709999|0.822602107|4827.877259000001|-348.70626539999995|21.40099522|0.012891628|-296.6758413|421.3548777|6.94742943|1.0|1.0|1.0|1.0|1.0|3.33|3.04|0.24|19.0|-6.92|6.8|5.24|110.94|1.94|1.0|0.0|97.86|0.0|1.0|3.0|-6.52|-5.2|1.0|-5.18|6.6e-06|0.00225|0.0|0.0|-0.0534399999999999|3.5589|3.52|3.5589|-1672.748189|578.77|956.67|348.38|456.76|0.7025399999999999|0.2914|-0.14754|-0.20098|0.02588637|-1672.62984|5.6928|8.0|8.0862|8.0862
47k_a18|0.0|0|7.03438793|0.0|0.029145635|-0.0067578909999999|4.844187086|-0.0605329409999999|0|0.033777778|-0.017736343|0.0|-0.5135996820000001|10.94702256|0|0.00493127|-0.421027889|-0.451417954|0.762665453|0.753132457|0.737517943|0|0.8309354040000001|-0.065324278|-0.088346874|-51.59195677|-69.77479556|20.66242736|0.169064596|133.5242222|-55.10689702|58.77865447|84.23875372|-1744.369889|-18.87222501|18.35217454|0.877042091|7575.637462000001|-1377.672426|33.40602576|0.018313855|-340.0872332|1167.054827|14.46395816|1.0|1.0|1.0|1.0|2.0|4.66|0.0|0.3|18.0|-8.44|2.39|3.17|88.97|2.82|3.0|2.0|154.86|1.0|1.0|11.0|-5.84|-6.41|0.0|-5.33|4.65e-06|0.0023899999999999|1.0|1.0|-0.04359|3.0948|8.45|3.0948|-1664.756029|842.29|1492.36|400.63|793.48|0.69823|0.5920000000000001|-0.1277599999999999|-0.17135|0.02802749|-1664.341238|5.2253|29.0|7.5376|7.5376
3b_a49|0.0|0|7.535296702|2.104186262|-0.003115526|-0.0057605869999999|5.4161004020000005|-0.055724324|2|0.034155556|-0.090939066|1.844602991|-0.322592863|10.92976559|1|0.001356445|0.000850823|-0.405529602|0.7745859279999999|0.845992028|0.749565191|1|0.749104358|-0.0883601469999999|-0.0846496|-54.04959517|-51.77986692|325.6896751|0.250895642|153.4719941|-31.67356498|81.60358988|64.91785551|-880.2577376|-10.35481932|13.85181805|0.914182753|5934.158315|-538.4506046|25.77091035|0.021477952|-191.9087104|641.1445234|13.13798859|1.0|1.0|1.0|1.0|2.0|3.37|2.43|0.22|21.0|-7.58|3.16|3.2|98.72|1.25|1.0|0.0|116.94|0.0|1.0|6.0|-3.53|-7.42|1.0|-3.59|0.000256|102.0|0.0|0.0|-0.06115|4.6669|3.4|3.8418|-1293.3286859999998|664.15|1132.92|265.67|480.08|0.6632|0.0759|-0.1587|-0.21985|0.0368692|-1293.106236|3.1637|25.0|7.6021|7.6021
12b_a36 (EW-7197)|0.0|1|7.412764017000001|0.0|-0.104514139|-0.008137593|5.351858133|-0.082283951|2|0.040899471|0.027495626|0.0|-0.439429998|10.96052467|1|-0.000673716|-0.217394466|-0.442656599|0.724208473|0.8741648479999999|0.698414933|0|0.7635183720000001|-0.081357853|-0.10866747|-50.90136206|-67.98756422|81.63796416|0.236481628|147.9542111|-42.53627024|5.958751634|80.95733534|-1223.776156|-15.31305729|12.52485821|0.851455231|6096.459089|-765.6528642999999|32.77617664|0.020730147|-308.7538779|595.8790650000001|12.96977113|||||||||||||||||||||||||||||-0.04975|3.8475|3.41|3.7725|-1332.180029|659.48|1104.61|322.25|486.64|0.69991|0.0197|-0.15571|-0.20546|0.03202977|-1332.005651|7.3101|7.0|8.1549|8.1549
