molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|nFaHRing|RASA|PBF|PNSA3|PPSA3|RPSA|WPSA3|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|CYP2C19 inhibitor|P-gp substrate|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
15_a15|0.0|0|0|0|0.0|0.0|0|0.0|1|1.435688991|0.0|-0.006378587|0.0|-0.031457366|3|0.029814815|0.0|-0.395472407|0.001806571|0.000676845|0.0020555079999999|0.003766915|-0.098862691|-0.173728081|-0.3597407929999999|2|0.843715005|0.724319314|0.003774415|0.7725348679999999|0|0.8972060479999999|0.7028760070000001|-41.11675625|13.71976186|0.102793952|9.115534766|-1.821509261|-20.86598874|54.83651811|0.435723718|596.1118717|2868.890383|-13.86355301|6.673906339|11.8273735|0.772181523|197.6323578|-804.0860746000001|0.0202953539999999|-269.1443943|1.0|0.0|4.34|0.07|-8.9|4.33|6.69|2.0|0.0|138.24|1.0|-6.32|4.0|-5.26|448.52|1.0|0.0|0.0|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|0.0|1.27e-09|-0.03786|3.6968|5.04|-1450.725355|700.82|1265.55|0.4459|335.38|573.46|0.70572|-1450.398033|-0.10964|1.6365|-0.1475|0.02849263|2.9566|6.9626|6.9626
12be_a36|0.0|1|0|0|3.466734143|0.0|0|7.412764017000001|2|1.297042758|0.0|-0.009368126|5.351858133|-0.0419484829999999|2|0.043854875|0.0|-0.580823835|0.000482522|-0.08981965|0.00430921|0.002872872|0.19405344|-0.176729938|-0.3825349939999999|1|0.884226781|0.812921349|0.00734728|0.858971809|0|0.798015877|0.330453338|-54.15309606|23.42501577|0.201984123|16.25222352|-1.852365352|-22.15805062|77.57811183|0.4564615729999999|553.6616295|2552.721046|-15.37320593|8.773114043|16.14074295|0.839796323|301.05661160000005|-891.645944|0.034632557|-91.68453892|1.0|1.0|0.0|0.21|-6.79|2.83|1.9|1.0|0.0|136.74|1.0|-4.11|6.0|-7.13|441.49|0.0|0.0|0.0|0.0342|7.13e-05|0.0315|2.62|1.0|0.0|1.6100000000000005e-07|-0.0518799999999999|5.2184|2.68|-1461.968283|739.48|1256.67|0.7034|237.59|594.44|0.70465|-1461.68274|-0.13781|7.7861|-0.18969|0.03245204|10.3044|7.3565|7.3565
19_a31|0.0|1|0|0|3.2411335510000003|0.0|0|7.401841579|0|0.61013725|0.0|-0.01001901|5.351858133|-0.086654127|0|0.0427124179999999|0.0|-0.46087445|-0.005956522|-0.040386271|-0.081641954|-0.0038998559999999|-0.095997335|-0.081398052|-0.615878515|0|0.656654981|0.8558149140000001|-0.138769819|0.902130276|0|0.7312647940000001|0.279690511|-53.25742146|8.596058678|0.268735206|5.035230173|-1.586671445|-21.12293613|61.85348014|0.446100738|428.3459076|1992.2502|-12.37297805|7.0760696020000005|12.77501178|0.805382437|131.0862475|-544.4110343|0.0152483439999999|-323.5878356|1.0|1.0|2.62|0.28|-7.39|5.8|4.33|1.0|0.0|97.25|1.0|-4.67|4.0|-6.41|358.43|0.0|0.0|1.0|0.0076799999999999|0.0001199999999999|0.0431|2.93|0.0|0.0|4.08e-08|-0.04308|5.0344|5.24|-1489.4951640000002|625.93|1028.58|0.3205|246.28|537.66|0.7005600000000001|-1489.323855|-0.16367|1.7076|-0.20675|0.03702801|2.4209|5.7447|5.7447
9d_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|0|0.604992329|1.839557351|-0.003961493|5.4161004020000005|-0.022152094|0|0.045555556|0.89023715|-0.146575228|0.011823978|0.15723868|-0.137738587|0.010101686|0.259969752|0.0116099239999999|-0.4887998529999999|0|0.601831605|0.7572844040000001|-0.223631751|0.8221990920000001|1|0.941627612|0.002088915|-31.08478865|5.539796446|0.058372388|2.854868966|-1.074852592|-16.29154841|36.6245851|0.467275972|485.2567189|336.6614768|-8.395657932|8.023385851|15.06105494|0.87714454|68.83858806|-285.4523697|0.0087217999999999|-377.6610668|1.0|0.0|3.63|0.06|-7.0|5.2|5.09|1.0|0.0|91.71|1.0|-6.13|2.0|-4.62|325.82|0.0|1.0|1.0|0.0002399999999999|2.23e-06|0.000727|5.16|0.0|0.0|1.01e-07|-0.06906|4.6073|4.7|-1677.540538|542.19|892.69|0.4888|269.1|446.84|0.69986|-1677.429981|-0.13875|6.2032|-0.20781|0.01113991|7.9502|6.9706|6.9706
16i_a32|0.0|1|1|1|3.352437091|0.0|0|7.765993078999999|0|0.6094207429999999|0.0|-0.0146198339999999|5.733341277|-0.075706124|0|0.0439583329999999|2.078707411|-0.7748511779999999|-0.003511776|-0.104899053|0.006037736|-0.001202032|-0.098841478|-0.120440534|-0.700853898|0|0.801401734|0.836966894|0.009897928|0.8829894|1|0.801494708|0.5368697929999999|-56.03343427|14.59730623|0.198505292|9.540239197|-1.836344582|-24.00328703|70.6307405|0.455596751|523.8261846|3450.514629|-15.6876273|6.848009314|12.57892808|0.836873682|183.6742715|-784.3813651|0.021112022|-286.2130831|1.0|1.0|3.16|0.3|-7.4|6.25|4.85|3.0|0.0|116.75|1.0|-7.03|5.0|-5.93|427.54|1.0|0.0|0.0|3.96e-05|8.18e-06|0.0035|4.19|0.0|0.0|4.01e-08|-0.05044|3.6176|4.99|-1995.279632|692.96|1175.51|0.2857|342.72|573.38|0.70222|-1995.055356|-0.14976|3353.0|-0.2002|0.02810109|4.0568|8.2596|8.2596
12x_a36|0.0|1|0|0|3.494913155|0.0|0|7.412764017000001|2|0.629399587|0.0|-0.007008724|5.351858133|-0.046532211|2|0.041767677|0.0|-0.40650598|0.00285431|-0.054184069|-0.023932402|0.003710345|0.038200407|-0.07550872|-0.4331246039999999|1|0.906423012|0.828393514|-0.041914045|0.8792981679999999|0|0.836402835|0.3403819629999999|-49.60929169|11.85578416|0.163597165|7.974776509|-1.982993755|-24.70107324|61.46507585|0.458792701|562.6051882|2391.802689|-16.61514211|8.770758009|16.20591229|0.847720832|150.09915149999998|-897.2176739|0.016274369|-372.4502879|1.0|1.0|0.0|0.17|-7.05|3.33|2.61|1.0|0.0|135.47|1.0|-4.85|4.0|-6.64|427.52|0.0|0.0|0.0|0.0061|3.09e-05|0.0132|3.19|0.0|0.0|8.95e-08|-0.05311|3.8776|3.37|-1670.419519|719.63|1209.23|0.3901|319.74|569.01|0.68112|-1670.182026|-0.1517099999999999|5.6653|-0.2048199999999999|0.03331471|7.2812|8.1549|8.1549
11b_a31|0.0|1|0|0|3.248213341|0.0|0|7.765993078999999|1|0.610137403|0.0|-0.01950528|5.733341277|-0.172248605|0|0.043380952|0.0|-0.838727032|-0.014385937|-0.1488994619999999|-0.046362952|-0.010716217|-0.129901143|-0.101934423|-0.564706551|0|0.833717183|0.834596039|-0.074254978|0.889561759|0|0.545458754|0.26165445|-80.0942166|21.02499452|0.454541246|11.70737909|-1.784511651|-24.84180719|101.1192111|0.473305522|303.7286124|1756.711832|-13.83270059|6.83089364|12.96936635|0.8986339170000001|183.9081702|-553.3080237|0.0314298879999999|-189.0151528|1.0|1.0|2.29|0.24|-5.45|4.67|3.25|1.0|0.0|92.51|2.0|-4.74|6.0|-6.73|357.38|0.0|0.0|1.0|0.00649|0.000178|0.0637|2.46|0.0|0.0|3.59e-06|-0.03574|3.8437|4.07|-1520.0430279999998|589.56|969.71|0.2634|322.57|479.66|0.70073|-1519.909742|-0.15936|3.2104|-0.1951|0.04215313|4.7518|6.2757|6.2757
4j_a46|0.0|0|0|0|0.0|0.19521727|1|7.825245291|1|1.134637093|2.194310043|-0.002284836|5.587248657999999|-0.012405467|1|0.048126615|0.0|-0.130235627|0.011968098|-0.1051618459999999|-0.176133068|0.011684396|-0.078783783|-0.0589746909999999|-0.226712003|1|0.72796254|0.7298040140000001|-0.258222236|0.763724435|0|0.949893337|0.295221643|-34.99059698|8.812983129|0.0501066629999999|5.205103062|-1.339514565|-14.65075732|43.80358011|0.402450715|561.0237355|2563.282153|-8.652995323999999|6.274010655|10.49957018|0.673502127|131.7477027|-467.2617475|0.0106831269999999|-327.122208|0.0|1.0|3.9|0.39|-7.69|5.18|5.33|2.0|0.0|110.24|1.0|-5.38|3.0|-5.09|361.48|0.0|1.0|1.0|0.0015|4.86e-06|0.00176|4.81|0.0|0.0|2.03e-08|-0.01684|5.3949|4.93|-1132.018764|646.67|1112.13|0.2783|229.82|572.31|0.69413|-1131.761156|-0.18387|2.9043|-0.20071|0.02491327|3.8105|6.0942|6.0942
20_a47|0.0|0|1|1|0.0|0.0|1|6.86171134|0|1.408721455|1.1934608|-0.011237762|4.727387819|-0.161476442|2|0.039520202|1.010373001|-0.505699304|-0.009220816|-0.052370531|0.071506228|-0.006342241|0.087325054|-0.108236785|-0.5332051720000001|2|0.61847122|0.7962508290000001|0.113432542|0.8575369009999999|1|0.6888286020000001|0.213977589|-45.68149289|12.85623208|0.311171398|7.00733184|-1.38008239|-17.90996366|58.53772498|0.4642647929999999|375.4483088|1219.306754|-9.761884958|7.022502229|13.10815891|0.86659377|220.6189341|-409.9991682|0.034758191|-103.815441|0.0|1.0|2.96|0.05|-7.31|2.56|4.54|1.0|0.0|99.68|1.0|-4.06|6.0|-6.75|380.35|0.0|0.0|1.0|0.0332|8.32e-05|0.0316|2.63|0.0|0.0|4.89e-08|-0.06357|3.9808|4.08|-1335.708279|557.84|964.94|0.2807|311.45|426.08|0.68219|-1335.566785|-0.16377|3.1747|-0.22734|0.03389691|4.3277|8.6|8.6
11b_a5|0.0|1|0|0|2.943854668|0.0|0|6.605297921|0|1.277648917|0.0|-0.003900104|4.59511985|0.008093965|2|0.023988604|0.0|-0.1833048739999999|0.006121601|-0.118167947|-0.0536971829999999|0.005685558|-0.108457009|-0.0109928619999999|-0.252164213|2|0.735954089|0.805760343|-0.106187688|0.8645824520000001|0|0.8737310509999999|0.378154801|-45.82509318|9.829471091|0.126268949|5.900883275|-1.290636432|-17.60913884|55.65456427|0.456131351|524.5231302|913.0178976|-10.5712171|8.936258446|16.43091298|0.83867925|199.1611925|-465.13355250000006|0.0228838029999999|-202.0032297|1.0|1.0|2.55|0.1|-9.15|5.38|4.82|2.0|1.0|106.58|1.0|-4.65|4.0|-6.03|376.84|0.0|1.0|1.0|0.00853|2.04e-05|0.00767|3.62|0.0|0.0|7.109999999999997e-10|-0.0418399999999999|4.4995|3.31|-1564.72614|635.55|1063.35|0.5806|275.55|511.28|0.6284|-1564.56504|-0.17107|1.9569|-0.21291|0.03575776|2.8531|7.7212|7.7212
8d_a32|0.0|1|1|1|3.474433107|0.0|0|7.765993078999999|0|0.609420756|0.0|-0.010604502|5.733341277|-0.089662873|0|0.0388738739999999|2.146260246|-0.519620595|-0.006974711|-0.044765977|-0.0682721729999999|-0.005162219|0.113030335|0.001558357|-0.629535754|0|0.825020753|0.825978584|-0.11492754|0.875986707|1|0.7107041559999999|0.261692269|-68.88621406|10.01177286|0.2892958439999999|6.291941176|-1.539556512|-21.03349629|78.89798692|0.47012654|446.6450457|2371.595484|-13.21859008|8.106843676|15.29958432|0.887243042|183.1522214|-608.0551435|0.019788058|-262.14980440000005|1.0|1.0|2.84|0.26|-7.26|6.42|4.32|1.0|0.0|110.38|1.0|-6.08|4.0|-6.47|397.52|1.0|0.0|1.0|0.000334|4.36e-05|0.0173|3.17|0.0|0.0|5.51e-08|-0.0535|3.5588|4.26|-1880.733071|671.71|111.16|0.3018|348.39|540.98|0.7026100000000001|-1880.540067|-0.14765|1.0269|-0.20115|0.04065536|1873.0|8.0809|8.0809
8g_a8|0.0|1|0|0|3.073183107|0.0|1|7.535296702|1|1.39137364|1.298078704|-0.014340328|5.4161004020000005|-0.222784884|0|0.0438779959999999|0.0|-0.731356723|-0.009140059|-0.025002199|-0.03728368|-0.007047583|0.001970629|0.0794962979999999|-0.508072694|0|0.6784762320000001|0.734188081|-0.0571942009999999|0.790058057|0|0.533935495|0.298992226|-83.78686741|19.06725815|0.466064505|11.68315869|-2.464220973|-32.12579035|102.8541256|0.479218966|327.1604688|2148.49832|-19.68456628|7.440878437999999|14.28792131|0.920192814|102.2893227|-925.1746152|0.017636126|-408.1554248|0.0|1.0|2.96|0.04|-7.4|4.11|3.89|2.0|0.0|111.38|1.0|-5.3|5.0|-6.34|417.39|0.0|0.0|0.0|0.00209|1.16e-05|0.00483|3.53|0.0|0.0|4.01e-08|-0.05849|3.7495|7.17|-1450.913472|635.27|1083.78|0.3904|330.67|489.97|0.69221|-1450.728709|-0.15542|6.0697|-0.21391|0.04147516|7.5762|5.3768|5.3768
15_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.399867493|1.956386054|-0.001986535|5.4161004020000005|-0.061469545|1|0.044357639|0.0|-0.077474847|0.009823083|-0.1979518539999999|0.022446689|0.00918585|0.097046535|-0.017259078|-0.226703465|1|0.5118792910000001|0.772721853|0.036363636|0.8347553529999999|0|0.867716376|0.2517542889999999|-29.80513879|5.223809291|0.132283624|2.505098786|-1.106078158|-14.73400655|35.02894809|0.437696617|416.1168833|1495.715718|-7.065752187|5.459799482|9.709704127|0.7783994009999999|74.8625551|-254.3670787|0.009743323|-329.8289177|1.0|1.0|3.01|0.11|-6.09|4.09|4.4|0.0|0.0|85.06|1.0|-3.82|3.0|-5.6|291.32|0.0|1.0|1.0|0.0443|5.19e-05|0.0151|3.49|0.0|0.0|8.070000000000001e-07|-0.03539|4.5048|3.8|-958.251931|512.65|848.47|0.1996|275.22|396.58|0.56413|-958.147682|-0.17373|2.1603|-0.2091199999999999|0.018092091|3.0091|6757.0|6757.0
16a_a32|0.0|1|1|1|3.357452523|0.0|0|7.765993078999999|0|0.6094207620000001|0.0|-0.014399612|5.733341277|-0.0848387459999999|0|0.03995614|2.095743605|-0.6911813920000001|-0.008098765|-0.062610718|-0.058518519|-0.005552127|-0.0999399409999999|-0.107321286|-0.707456102|0|0.859696525|0.8567078770000001|-0.098258706|0.909908319|1|0.756542831|0.283324612|-56.2527503|12.86051026|0.2434571689999999|8.003570876|-1.6726008419999998|-23.13158502|69.11326055|0.450892763|470.82456669999993|2992.60858|-14.39564033|7.183246604|13.08168264|0.8211379000000001|188.6800971|-647.803815|0.023475264|-244.9767673|1.0|1.0|2.66|0.22|-7.3|5.32|3.79|1.0|0.0|108.86|1.0|-5.49|4.0|-6.85|398.51|1.0|0.0|1.0|0.00128|9.14e-05|0.0364|2.65|0.0|0.0|5.04e-08|-0.0567299999999999|3.6314|3.9|-1896.770883|664.67|1096.48|0.2859|341.42|535.63|0.70245|-1896.589348|-0.15045|1.3736|-0.20718|0.04088655|1.8274|7.9586|7.9586
9_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.377786667|1.998759814|-0.004530817|5.4161004020000005|-0.032199235|2|0.03590535|1.754798254|-0.285441469|0.007316125|-0.1189611519999999|-0.1048161059999999|0.007847998|-0.079150788|-0.1475423119999999|-0.362724972|2|0.7141481129999999|0.791322552|-0.169389445|0.837889476|1|0.8694452140000001|0.6816795959999999|-40.90513782|9.815155744|0.130554786|6.959437141|-1.686968561|-20.27364785|50.72029356|0.45291714|616.4802143999999|2284.568215|-14.37503199|8.765421221|16.02210901|0.827876677|190.5275895|-848.1268877|0.015893979|-327.9949188|1.0|1.0|3.2|0.23|-7.93|3.69|3.68|1.0|0.0|130.71|1.0|-4.23|5.0|-6.87|438.52|0.0|1.0|0.0|0.0259|3.64e-05|16.0|2.97|0.0|0.0|1.17e-08|-0.06118|5.5668|4.51|-1410.005954|740.24|1278.57|0.4138|222.72|631.5|0.68962|-1409.69933|-0.15045|2.9927|-0.21163|0.03583924|4942.0|6.7144|6.7144
3_a20 (SB-525334)|0.0|1|0|0|3.502142227|-0.08980269|0|6.880384082000001|0|1.183765089|0.0|-0.005492814|4.727387819|-0.053897691|2|0.0526353279999999|1.728260385|-0.274640708|0.001924142|-0.175513234|-0.119584218|0.0033523629999999|0.002992397|-0.169090412|-0.500412918|2|0.818922083|0.7186587|-0.17447922|0.76423988|1|0.8756647679999999|0.246005838|-34.52869143|6.965173618|0.1243352319999999|3.934338039|-1.375645142|-16.53287135|41.49386505|0.457398769|494.6267525|1782.992456|-9.33873414|5.943823875|10.9543133|0.8429740729999999|121.495147|-438.9205046|0.0117802769999999|-321.8682802|1.0|1.0|2.82|0.24|-8.39|5.2|4.69|1.0|0.0|104.59|1.0|-4.85|4.0|-5.74|343.42|0.0|1.0|1.0|0.00489|1.88e-05|0.00647|3.74|0.0|0.0|4.07e-09|-0.0671399999999999|4.9821|3.9|-1086.56485|605.71|1030.31|367.0|248.86|498.74|0.70168|-1086.329436|-0.13417|3.7291|-0.20131|0.02096048|4.8164|6.7905|6.7905
18d_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.6049874|0.0|-0.0072724869999999|5.351858133|-0.064217094|2|0.040899471|0.0|-0.385441836|0.001139238|-0.053728319|-0.087019298|0.002064369|-0.159104532|-0.0541804029999999|-0.4624430539999999|1|0.669561738|0.815003426|-0.149451598|0.870930234|0|0.803280262|0.346980269|-49.44608411|11.29282624|0.196719738|7.147133584|-1.85744132|-23.99099587|60.73891035|0.443774287|508.389239|2894.162522|-15.18369704|7.063141946|12.69833771|0.797831306|137.15746130000002|-744.0011548|0.016577694|-358.5765637|1.0|1.0|0.0|0.14|-6.9|4.25|3.18|2.0|0.0|127.24|1.0|-5.39|5.0|-6.02|416.47|0.0|0.0|0.0|0.00171|9.71e-06|0.00405|3.97|0.0|0.0|1.26e-07|-0.05506|5.0125|4.07|-1674.987709|669.66|1129.46|0.3856|247.35|508.7|0.69017|-1674.785879|-0.14167|5.0115|-0.19673|0.03258724|6.2946|7.6737|7.6737
4g_a46|0.0|0|0|0|0.0|0.171759574|1|7.825245291|1|1.134637064|2.156712018|-0.001702489|5.587248657999999|-0.010706405|2|0.046415344|0.0|-0.088529411|0.011488768|-0.055084605|-0.138341481|0.010608122|-0.144064904|-0.078780402|-0.2455749539999999|2|0.662386484|0.74106323|-0.193115055|0.7796270059999999|0|0.946829733|0.318162858|-32.64186634|4.598866947|0.053170267|2.638545451|-1.192613373|-13.96424081|37.24073329|0.448462961|543.2323468999999|2285.43285|-8.0118178|5.8466355000000005|10.60062169|0.8131148579999999|99.33639766|-392.5790722|0.007803902|-375.0653627|1.0|1.0|3.61|0.38|-7.8|5.19|5.37|2.0|1.0|106.55|1.0|-5.38|3.0|-5.18|366.89|0.0|1.0|1.0|0.00155|4.16e-06|0.00153|4.73|0.0|0.0|1.57e-08|-0.03985|4.4163|4.65|-1493.132001|615.33|1064.92|0.1294|280.74|530.39|0.6983199999999999|-1492.923098|-0.18602|3.5526|-0.22587|0.02266493|3.7113|5.5615|5.5615
13l_a6|0.0|1|0|0|3.433158672|0.0|0|7.412764017000001|1|1.4242139390000002|0.0|-0.0143011819999999|5.351858133|-0.132667824|1|0.0408037829999999|0.0|-0.858070925|-0.009326562|-0.037558466|-0.086595185|-0.006280295|0.144180269|-0.045794891|-0.564860904|1|0.8694295409999999|0.7908110340000001|-0.1470289659999999|0.84018367|0|0.643098986|0.210844002|-82.24617981|20.90615311|0.3569010139999999|14.56282911|-2.53042863|-31.47586631|103.1523329|0.4257335779999999|447.9705372|3127.831037|-21.92549054|8.810095892|15.34147837|0.7413520309999999|143.7247666|-1227.82747|0.018273048|-409.1314702|1.0|1.0|2.22|0.16|-8.89|4.55|3.8|1.0|0.0|124.98|1.0|-5.49|5.0|-6.59|441.48|0.0|0.0|1.0|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|0.0|1.29e-09|-0.04885|3.6675|5.41|-1465.834958|735.52|1249.13|0.3115|338.07|578.91|0.70515|-1465.560303|-0.14562|7.2582|-0.19447|0.03092407|8.9893|6.4145|6.4145
19c_a38|0.0|1|0|0|3.332128134|0.0|0|7.412764017000001|2|1.297043851|0.0|-0.008177185|5.351858133|-0.04575843|2|0.04508642|0.0|-0.449745181|-0.004442319|-0.0725602509999999|-0.0431896509999999|-0.002443797|0.04814981|-0.09493054|-0.434836855|1|0.7163622890000001|0.846765471|-0.071918235|0.908721232|0|0.7591916240000001|0.396635872|-57.79749770000001|15.30924906|0.240808376|9.638658988|-1.949429829|-24.06579196|73.10674676|0.477803802|477.9848537|2660.812979|-15.15175311|6.97753104|13.36189552|0.914989047|177.10114030000005|-772.7394084|0.023120664|-275.39483110000003|1.0|1.0|3.0|0.13|-6.92|3.17|2.42|1.0|0.0|130.41|1.0|-4.35|5.0|-7.13|426.45|0.0|0.0|0.0|19.0|7.55e-05|0.0322|2.5|0.0|0.0|1.2099999999999998e-07|-0.05691|5.8832|3.23|-1424.3899310000002|652.09|1138.6|0.2961|210.74|517.28|0.6279899999999999|-1424.1880119999998|-0.15612|2495.0|-0.21303|0.03740877|3.2846|8.0348|8.0348
47k_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1.25117623|0.0|-0.0067578909999999|4.844187086|-0.0605329409999999|0|0.033777778|0.0|-0.5135996820000001|0.003047962|-0.02822032|-0.008576013|0.00493127|-0.026672956|-0.279965025|-0.451417954|0|0.762665453|0.721697829|-0.014398731|0.753132457|0|0.8309354040000001|0.3533268229999999|-51.59195677|11.91029894|0.169064596|9.406543039|-2.208671853|-23.89547793|63.50225571|0.467246896|656.2580564|2009.418849|-18.87222501|9.777177947|18.35217454|0.877042091|224.8475227|-1377.672426|0.018313855|-340.0872332|1.0|1.0|0.0|0.3|-8.44|2.39|3.17|3.0|2.0|154.86|1.0|-5.84|4.0|-6.41|513.63|0.0|0.0|0.0|0.000742|4.65e-06|0.0023899999999999|4.26|1.0|1.0|3.6099999999999997e-09|-0.04359|3.0948|8.45|-1664.728002|842.29|1492.36|0.5920000000000001|400.63|793.48|0.69823|-1664.2657390000002|-0.1277599999999999|4.1818|-0.17135|0.02802749|5.2253|7.5376|7.5376
18_a20|0.0|1|0|0|3.463603867|0.0|0|6.842683282|0|1.400923654|0.0|-0.008841844|4.727387819|-0.12050413|2|0.0396875|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|-0.054458882|-0.004071701|0.268927191|0.001996439|-0.597167441|2|0.809917509|0.7602869659999999|-0.090732503|0.8162774979999999|1|0.76136176|0.356461863|-61.73239771|7.195302872999999|0.23863824|4.787695004|-1.904546783|-23.91074854|68.92770059|0.483668611|506.6038164|1822.210286|-15.91001426|8.011174137000001|15.51556677|0.936740671|125.81822920000002|-843.230756|0.013457694|-413.7552685|1.0|1.0|2.76|0.08|-10.0|5.54|4.69|2.0|0.0|125.07|0.0|-5.59|4.0|-6.13|419.48|0.0|0.0|1.0|0.00107|6.91e-06|0.0029|3.85|0.0|0.0|9.93e-11|-0.05604|5.9778|5.35|-1352.32685|703.24|1204.88|0.2991|207.41|531.11|0.6953699999999999|-1352.073755|-0.14685|5.3978|-0.20289|0.03787435|8.0505|7.4685|7.4685
19_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|0|1.402889494|1.445775615|-0.00973456|4.727387819|-0.227538423|2|0.032764858|1.174354482|-0.4380552029999999|-0.013020816|-0.064557784|0.0604168609999999|-0.010153352|0.074201869|-0.046265509|-0.439165562|2|0.635684951|0.823945134|0.095841135|0.8873627890000001|1|0.639642891|0.270767873|-58.28861174|14.85167037|0.360357109|8.228498913|-1.566899206|-20.66983856|73.14028211|0.463378097|354.3911695|1238.799875|-11.45202794|7.06969105|13.17443625|0.8635094740000001|200.6571609|-480.9851737|0.03295186|-152.7310283|0.0|1.0|1.72|0.05|-6.92|2.49|3.84|1.0|0.0|99.2|1.0|-3.67|6.0|-7.22|380.35|0.0|0.0|1.0|0.0816|0.000217|0.0824|1.97|0.0|0.0|1.2099999999999998e-07|-0.05326|3.8423|3.51|-1335.725639|571.23|974.59|0.3243|322.68|412.31|0.68924|-1335.580357|-0.15845|5.1151|-0.2117099999999999|0.03178118|6.3247|7.3|7.3
9_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.300485838|2.130445484|-0.00136737|5.4161004020000005|0.016639331|2|0.040449735|2.137757657|-0.064266379|0.010709527|-0.091393763|-0.0454860859999999|0.009731833|-0.030976753|-0.0475186259999999|-0.172904817|2|0.625717993|0.801082857|-0.072130166|0.861113198|1|0.937102792|0.472497372|-28.63837014|4.918284148|0.062897208|2.676487872|-1.113067849|-14.08655666|33.55665428|0.43745176|509.9632679|2012.840082|-7.665782805|5.744374392999999|10.21134541|0.777625327|112.7072422|-329.6286606|0.010768243|-318.7769026|1.0|1.0|3.37|0.19|-8.16|5.14|5.07|2.0|0.0|105.09|1.0|-4.76|3.0|-5.56|360.84|0.0|1.0|1.0|0.0062299999999999|7.06e-06|0.00255|4.14|0.0|0.0|6.9e-09|-0.05256|4.7284|3.87|-1489.533032|586.24|999.93|0.1217|262.21|430.12|0.6464|-1489.36688|-0.16948|4.4343|-0.22204|0.02116575|5.4739|7.3188|7.3188
5a_a49|0.0|0|0|0|0.0|0.0|1|7.853604813|2|1.343848751|2.111324504|-0.009147269|5.777652323|0.007039248|2|0.034466231|1.878067786|-0.493952547|0.007647515|-0.046327135|0.076610236|0.008623164|-0.1205081119999999|-0.158356406|-0.51958118|2|0.66494289|0.7979412790000001|0.127914587|0.855876084|1|0.800090055|0.6254267029999999|-42.1802818|16.71687776|0.199909945|9.77851757|-1.338267206|-15.97587337|58.89715956|0.490453006|468.0117167|1887.422375|-9.345067946|6.0732145310000005|11.91885068|0.962527525|229.9265537|-457.9083293000001|0.0270848489999999|-125.09569170000002|0.0|1.0|2.93|0.22|-6.92|3.3|3.68|1.0|0.0|116.62|1.0|-3.84|5.0|-6.84|397.43|0.0|1.0|1.0|0.0578|5.09e-05|0.0202|2.65|0.0|0.0|1.1900000000000001e-07|-0.05062|5.2443|4.14|-1311.960542|625.06|1082.25|795.0|236.42|443.78|0.66225|-1311.743648|-0.16176|5.6104|-0.21238|0.03478454|7.0102|7.3665|7.3665
