molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1i|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|FNSA5|PBF|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
5_a4|0.0|0|0|0|0.0|0.0|1|1.343864516|2.166832955|5.4161004020000005|0.02257929|2|0.012532807|2.189593648|0.011630756|-0.050389825|10.92992834|1|-0.076189222|0.767615203|-0.165454845|-0.229773463|0.650346601|1|-0.0681917309999999|0.431132276|-27.26045038|-36.64215945|13.96974087|0.056851498|30.54859623|-0.025201292|-19.68930579|46.53110402|0.807351587|-1.159259431|-14.64813624|-13.54166762|0.413773331|2282.291204|506.7916175|0.192648413|5.758733969|9.823391314|0.7058248159999999|103.5177395|-334.71819839999995|5.125482045|1.0|1.0|1.0|0.0|3.27|3.08|21.0|4.67|43.6|1.0|0.0|104.89|0.0|1.0|3.0|-4.57|26.0|3.0|-5.57|340.42|1.0|3.89|2.72e-05|0.00925|1.4499999999999998e-05|3.95|0.0|0.0|1.09e-08|3.71e-06|-0.04892|4.8582|3.71|4.0239|-1069.27374|-1069.251223|595.55|0.1106|255.2|421.24|0.6019899999999999|67.0|2.7859|-1069.102899|3.1619|71.0|7.1487|7.1487
16g_a32|0.0|1|1|1|3.363965155|0.0|0|0.609420729|0.0|5.733341277|-0.0429252429999999|0|-0.049658216|2.084553994|-0.002456725|-0.029193403|10.31100263|3|-0.202656848|0.83902731|-0.026098259|0.008494733|0.762429418|1|-0.105500574|0.542303725|-57.77542509|-77.75914881|90.88837862|0.1793577589999999|132.1955522|-0.033839807|-57.31234426|43.37912747|0.6863323440000001|-1.79350976|-42.58335004|-24.94161377|0.3972359179999999|2833.521937|604.8539801|0.313667656|9.3963701|15.58880229|0.65902387|231.1885989|-974.3098525|16.78159325|1.0|1.0|1.0|2.0|3.87|3.42|19.0|5.38|149.27|3.0|0.0|121.56|1.0|1.0|10.0|-7.51|30.0|5.0|-5.69|441.57|1.0|4.37|3.08e-08|1.36e-05|4.83e-06|4.65|0.0|0.0|6.890000000000001e-09|3.04e-06|-0.05|3.6161|5.38|3.6161|-2034.621991|-2034.593036|752.29|0.2879|342.86|639.49|0.70222|0.2879|3.7346|-2034.408165|4.3204|11.0|7.9586|7.9586
6_a27|0.0|1|0|0|2.6137160880000003|0.0|0|1.404458667|1.7996617540000002|4.727387819|-0.072298665|2|-0.237047381|1.221528093|0.00526746|0.075248207|10.93737136|1|-0.179319226|0.787663648|-0.1322552659999999|0.1272522519999999|0.650575651|1|-0.090025109|0.344065059|-38.92545695|-44.56839492|125.8234721|0.214952384|106.4156743|-0.034625042|-22.06430895|61.10118428|0.774820398|-1.35037664|-19.27068071|-17.14169035|0.47262982|2196.1151210000003|388.6505938|0.2251796019999999|5.010042219|9.500048379|0.896201262|111.4788253|-330.96463430000006|8.095338503999999|0.0|0.0|0.0|1.0|3.0|2.49|21.0|2.79|76.46|0.0|0.0|92.65|0.0|1.0|2.0|-3.62|24.0|4.0|-6.55|317.34|1.0|2.71|0.000242|0.0768|0.000153|2.37|0.0|0.0|2.16e-07|6.86e-05|-0.04793|5.5447|4.27|4.1391|-1043.831559|-1043.806618|526.9|0.1915|223.61|401.49|0.61083|163.0|2.7521|-1043.728133|4.0597|1.0|9.0|9.0
17a_a10|0.0|0|0|0|0.0|0.0|2|1.3438501040000002|2.118111229|5.4161004020000005|0.021150127|3|-0.082914437|1.863045777|0.009206558|-0.093735748|10.92970797|1|-0.360142554|0.76281504|0.029106767|0.054069767|0.673253555|1|-0.082689376|0.463842217|-39.18491085|-58.46202420000001|51.96456548|0.146175016|103.34686|-0.023625536|-41.33310046|87.61514901|0.564726042|-1.488408763|-27.70403316|-16.70343549|0.4918223679999999|3154.628148|603.6608262999999|0.4352739579999999|8.621193279|16.96492079|0.967815851|307.7420338|-743.9958084|18.02431251|0.0|1.0|1.0|0.0|3.8|3.66|21.0|2.5|76.38|1.0|0.0|142.16|0.0|1.0|6.0|-3.68|35.0|6.0|-7.43|468.55|0.0|2.64|0.00021|0.0986|4.74e-05|2.43|0.0|0.0|4.74e-08|2.22e-05|-0.04641|5.5285|3.95|3.9887|-1524.557372|-1524.52012|767.6|0.2142|224.26|603.73|0.67671|0.0867|4.1012|-1524.252023|5.3803|49.0|7.3098|7.3098
4n_a46|0.0|0|0|0|0.0|0.126268818|1|1.13463699|2.093595994|5.587248657999999|-0.036492128|0|-0.2264394139999999|0.0|0.004988019|-0.144852516|10.94021058|1|0.109017734|0.722331115|-0.06655165|-0.088858764|0.7427183759999999|0|-0.085838139|0.371438024|-56.80797266|-47.16810275|172.8490949|0.096854593|53.22165035|-0.031047837|-25.91889741|0.0|0.863203663|-1.459248362|-31.21601103|-17.06080312|0.428896538|2195.786424|496.2788787|0.136796337|5.666371466|9.921794991|0.750996215|75.1696593|-440.621256|4.235817757|1.0|0.0|1.0|1.0|3.75|2.84|17.0|4.94|61.84|1.0|0.0|102.92|0.0|1.0|2.0|-5.43|26.0|3.0|-5.26|343.42|1.0|3.9|3.75e-06|0.00129|7.95e-06|4.41|0.0|0.0|2.14e-07|7.340000000000001e-05|-0.04044|5.7448|4.57|3953.0|-1090.343872|-1090.302556|578.83|253.0|215.82|502.02|0.7025|0.0711|6.2318|-1090.151267|8773.0|5194.0|5.2845|5.2845
17b_a25|0.0|0|0|0|0.0|0.0|0|1.3732004619999998|1.785120622|4.727387819|-0.002108117|2|-0.026412432|1.968416259|0.005120507|-0.100018134|10.93106294|1|-0.073994564|0.780221059|0.068812225|0.029728702|0.636746066|1|-0.079392561|0.410780725|-51.71860811|-60.19950116|99.61874923|0.1178296009999999|89.34443096|-0.029249891|-45.64634114|87.61586206|0.724866184|-1.6672437880000002|-39.21569422|-22.17876359|0.476276266|3100.8813760000003|668.9067217|0.275133816|9.700133933|18.52147096|0.909403632|208.6205329|-958.573164|13.32894629|1.0|1.0|1.0|1.0|3.56|3.25|27.0|5.18|96.49|2.0|0.0|135.78|0.0|0.0|7.0|-5.32|35.0|5.0|-6.53|458.51|1.0|3.78|4.75e-06|0.00218|8.59e-06|3.61|0.0|0.0|9.08e-11|4.16e-08|-0.05531|5.4236|5.89|3961.0|-1483.873254|-1483.830524|781.08|0.4635|228.6|654.18|0.6594800000000001|0.1741|3.5074|-1483.630939|5.2142|101.0|6.9957|6.9957
19a_a22|0.0|0|0|0|0.0|0.0|0|1.422917238|1.572240489|4.727387819|-0.144269652|2|-0.020553065|1.545757986|-0.002607064|-0.011513343|10.9464374|1|-0.0611158559999999|0.777600172|-0.155892259|0.0271939039999999|0.699744887|1|-0.09370213|0.51561501|-67.26339083|-69.91748544|373.8201781|0.255645265|190.7541925|-0.035138299|-52.17015658|106.645364|0.684706189|-1.967744721|-50.18975739|-26.21905704|0.4347718229999999|3167.140147|555.4133255|0.315293811|8.648671382|15.30120355|0.76919701|235.2620007|-1095.573288|19.31738094|1.0|1.0|1.0|2.0|3.61|2.27|27.0|3.41|128.68|1.0|0.0|132.15|0.0|1.0|7.0|-4.38|35.0|6.0|-7.67|463.49|0.0|2.36|4.16e-05|0.0193|7.69e-05|2.05|0.0|0.0|1.73e-09|8e-07|-0.06398|5.0397|5.69|3.5809|-1537.071348|-1537.0241640000002|740.07|0.2218|246.01|567.03|0.66605|0.0623|4.5288|-1536.823574|6.5658|48.0|7.3188|7.3188
22_a4|0.0|0|0|0|0.0|0.0|1|1.399866564|1.987636054|5.4161004020000005|-0.115883451|1|0.004808337|0.0|0.004765062|-0.2078428719999999|10.94586213|1|0.034720243|0.7797803109999999|0.086940934|-0.037423832|0.755510052|0|-0.089955967|0.242642229|-45.61565825|-43.23011833|162.9809584|0.138796849|66.70156956|-0.036468635|-20.77508795|0.0|0.8444670409999999|-1.349339509|-21.92150631|-17.52572365|0.4359219589999999|1950.173729|413.8681986|0.155532959|5.495481464|9.742413394|0.772804341|74.7444381|-311.62631919999995|5.428686137000001|1.0|1.0|0.0|1.0|3.3|2.2|17.0|3.54|50.94|0.0|0.0|87.12|0.0|2.0|2.0|-3.77|22.0|3.0|-5.91|289.33|1.0|2.81|0.000172|0.0497|0.000104|3.03|0.0|0.0|5.77e-06|0.0016699999999999|-0.03046|4.468999999999999|3.38|4.0537|-934.2706743999998|-934.240411|519.39|0.1675|277.43|400.29|0.65771|0.1293|3.5548|-934.171365|5.4110000000000005|47.0|7.3279|7.3279
12_a15|0.0|0|0|0|0.0|0.0|0|1.435689014|0.0|0.0|-0.0455566929999999|2|-0.035728911|0.0|0.001740635|-0.106061273|10.95973444|0|-0.184255041|0.723852961|0.049877871|-0.019064393|0.7933685340000001|0|-0.094209248|0.738437971|-39.00359933|-60.15445365|72.18361893|0.10362709|66.16793071|-0.031995594|-38.40979933|4.192089814|0.746489397|-1.695766456|-24.90456371|-20.42981445|0.476419838|2613.57759|572.3516967|0.253510603|5.448223888999999|10.40571107|0.909927213|161.8714956|-691.376388|10.50617745|1.0|1.0|1.0|1.0|3.56|3.73|24.0|6.3|56.27|2.0|0.0|119.95|0.0|1.0|6.0|-6.22|30.0|4.0|-4.97|397.47|1.0|4.7|5.99e-07|0.0002379999999999|1.47e-06|5.29|0.0|0.0|1.51e-10|5.99e-08|-0.03196|4.4819|5.16|3.8538|-1281.087109|-1281.060163|688.91|0.1374|276.63|585.26|0.70444|0.0093|4.3338|-1280.871722|6.0547|4.0|8.3979|8.3979
14b_a50|0.0|0|1|1|0.0|0.0|2|1.267593742|4.240438135|5.82008293|0.0228205129999999|2|-0.068176984|2.115127752|0.010215823|0.037777505|10.94501788|2|-0.280243276|0.7887047979999999|0.030057537|-0.076752616|0.71456262|1|-0.076674952|0.7031402240000001|-33.02344264|-50.27694576|25.31245624|0.095923652|62.89861413|-0.025558317|-32.9673668|192.8987555|0.637281054|-1.533499045|-21.65397937|-16.75898192|0.445384689|2967.872393|592.81677|0.362718946|6.3538844910000005|11.45638132|0.8030515570000001|237.8403928|-659.347336|14.30797341|1.0|1.0|1.0|0.0|4.64|3.64|20.0|4.81|66.99|2.0|0.0|128.39|0.0|1.0|7.0|-4.6|33.0|5.0|-6.5|441.52|0.0|3.6|2.51e-05|0.0111|1.6800000000000002e-05|3.51|0.0|0.0|1.3900000000000001e-07|6.12e-05|-0.02486|5.2834|3.05|4.0775|-1431.068494|-1431.037684|718.64|0.1637|234.67|533.25|0.64303|0.1373|5.3711|-1430.7933859999998|6.7927|6.58|5.1818|5.1818
14p_a23|0.0|0|1|1|0.0|0.0|0|1.197963748|3.3252287430000003|5.351858133|0.006191846|2|0.041987653|0.733042138|0.009895793|-0.060144819|10.31321773|2|-0.131709531|0.799506006|0.099883916|-0.090287278|0.669357479|1|-0.080784473|0.223758613|-42.52653933|-54.50240143|40.58186569|0.076544251|51.64167457|-0.033660197|-36.77082544|84.65359899|0.751638299|-1.615689464|-28.69113861|-22.70933393|0.464933687|3010.721939|623.0226425|0.248361701|9.014073839|16.84664803|0.868927227|167.5607773|-735.4165088|12.86362369|0.0|0.0|1.0|1.0|3.48|3.28|26.0|3.89|128.81|1.0|1.0|125.0|0.0|1.0|5.0|-5.68|32.0|5.0|-6.62|436.49|0.0|3.25|2.09e-06|0.0009109999999999|1.27e-05|3.3|0.0|0.0|3.39e-08|1.4800000000000002e-05|-0.09046|3.5752|3.29|3.5752|-1722.181612|-1722.152257|699.61|0.3802|346.79|573.24|0.6816|0.3802|7.4033|-1721.994023|9986.0|3.0|8.5302|8.5302
3f_a32|0.0|1|1|1|3.553167045|0.0|0|0.6094207770000001|0.0|5.733341277|-0.0434359079999999|0|-0.062954205|2.227330929|0.001276735|-0.113189563|10.31100273|3|-0.133675401|0.820782305|-0.110248899|-0.1743238839999999|0.786074011|1|-0.097374443|0.3217719189999999|-41.40131823|-54.8993954|47.97543149|0.125973316|71.02334697|-0.030139709|-30.95210106|0.0|0.78919828|-1.265867765|-23.34192893|-16.99267001|0.435176082|2273.466801|492.7734095|0.21080172|6.153728636|10.89495051|0.770463268|118.8493262|-402.3773138|6.573564628|1.0|1.0|1.0|1.0|3.9|3.31|19.0|5.63|110.94|2.0|0.0|102.66|0.0|1.0|4.0|-6.89|24.0|3.0|-5.03|354.49|1.0|4.63|1.28e-07|4.53e-05|3.96e-06|4.83|0.0|0.0|4.89e-08|1.73e-05|-0.05315|3.5569|3.92|3.5569|-1712.0610190000002|-1712.034952|604.9|293.0|348.58|488.74|0.70255|293.0|3.4678|-1711.9193289999998|5.7161|9.0|8.0458|8.0458
13d_a6|0.0|1|0|0|3.447870607|0.0|1|1.424214188|0.0|5.351858133|-0.0122495089999999|1|0.077158715|0.0|-0.003346018|-0.042531782|10.95129636|1|-0.174259072|0.786837131|-0.027209556|-0.187174391|0.7995080809999999|0|-0.110731261|0.19992155|-63.04181168|-75.40072983|156.67194009999997|0.21137879|143.9350986|-0.039696112|-51.34295409|564.780402|0.769432845|-2.103893962|-42.92734103|-27.03045032|0.4128711229999999|2882.382522|536.999346|0.230567155|9.086171078|15.47559904|0.703203572|157.0011174|-975.5161277|12.62632467|1.0|1.0|1.0|2.0|3.64|3.03|23.0|4.57|95.85|2.0|0.0|121.6|0.0|1.0|6.0|-5.95|32.0|5.0|-5.88|423.47|1.0|3.74|1.11e-06|0.000471|5.42e-06|4.23|0.0|0.0|3.96e-10|1.68e-07|-0.05252|4.85|4.5|3.6298|-1389.403308|-1389.374844|723.61|0.7905|255.64|598.06|0.7007399999999999|0.2513|11.0994|-1389.188211|14.0012|0.36|6.4437|6.4437
11g_a5|0.0|1|0|0|2.9590700880000003|0.0|0|1.388236041|1.984996534|5.209486153|0.009272269|2|-0.083337229|0.0|0.00599982|-0.137618073|10.94877951|2|-0.233590516|0.814159231|-0.075382189|-0.01453517|0.73551511|0|-0.076326887|0.396049407|-44.19305139|-50.16001519|68.77977167|0.1620562619999999|106.4990972|-0.025442296|-32.96383785|0.0|0.543581314|-1.297557078|-29.04250676|-16.72000506|0.485790997|2823.738452|550.6745046|0.456418686|9.342496899|18.16867625|0.944734523|299.94631180000005|-560.3852433999999|21.05845771|1.0|1.0|1.0|1.0|3.17|2.34|28.0|4.48|81.51|1.0|0.0|118.35|0.0|1.0|7.0|-4.12|31.0|5.0|-6.84|408.46|0.0|2.96|7.65e-05|0.0312|4.88e-05|2.75|0.0|0.0|9.229999999999999e-10|3.770000000000001e-07|-0.04322|4.5106|2.3|4.2083|-1330.189793|-1330.144218|693.48|0.4609|274.87|542.13|0.63081|0.2403|3.2282|-1329.988893|4314.0|0.03|7.5229|7.5229
14e_a23|0.0|0|1|1|0.0|-4.45581912|0|1.197957573|3.052208981|5.351858133|-0.272389934|2|0.023369734|0.650989437|0.001027627|0.021081733|10.3132176|2|-0.226146643|0.791790895|0.133270225|-0.014216155|0.5415996160000001|1|-0.089453046|0.267882223|-51.07141556|-62.2612068|48.244071000000005|0.074607942|51.92870134|-0.03935934|-43.33511299|0.5612316039999999|0.796525872|-1.96796702|-35.54678231|-27.39493099|0.49543439|3255.313968|644.0923882999999|0.203474128|8.020794334|15.89643482|0.981902808|141.6222839|-953.3724859|12.49658915|0.0|0.0|1.0|1.0|3.54|3.62|26.0|6.19|105.02|2.0|1.0|125.29|0.0|1.0|6.0|-6.38|34.0|7.0|-6.06|479.48|0.0|4.5|4.1200000000000004e-07|0.000198|1.61e-06|4.46|0.0|0.0|5.94e-09|2.85e-06|-0.08122|3.7033|4.2|3.7033|-1966.96594|-1966.943431|706.39|0.3178|334.8|571.39|0.63922|0.3178|3.7696|-1966.785007|5.5469|3.0|8.5214|8.5214
4_a18 (SD-208)|0.0|0|0|0|0.0|0.0|2|1.304335262|0.0|0.0|-0.113324634|3|-0.020226647|0.0|-0.018723101|-0.009648044|10.95382003|0|-0.3630339729999999|0.83508768|-0.058455902|-0.098971722|0.721664823|0|-0.099573708|0.115284206|-40.10670787|-51.27494074|103.6318511|0.22090326|113.7529353|-0.034985357|-26.40375252|0.0|0.602029021|-1.2944582059999998|-20.652731600000003|-18.01551972|0.454067432|2395.526727|401.1916387|0.397970979|6.239898178|11.42979655|0.831728055|204.9329964|-343.2487827|18.35993987|0.0|1.0|1.0|1.0|2.77|2.54|22.0|4.44|76.48|1.0|0.0|92.87|0.0|1.0|3.0|-4.29|25.0|6.0|-6.31|352.75|1.0|3.11|5.12e-05|18.0|4.14e-05|3.02|0.0|0.0|7.06e-09|2.49e-06|-0.09992|5.1755|2.58|3.2777|-1542.296276|-1542.276332|537.47|0.2761|239.56|396.17|0.69028|0.2316|3.4629|-1542.207472|5.2085|0.08|7.0969|7.0969
14ae_a23|0.0|0|1|1|0.0|0.0|0|1.1979624290000002|3.338149829|5.351858133|-0.029948314|2|0.026913008|0.7338690390000001|0.008996289|-0.0174992419999999|10.31321689|2|-0.253318853|0.7830067820000001|0.107765697|0.0469453379999999|0.7317531540000001|1|-0.087074783|0.202342743|-46.69131269|-62.38566188|111.4422142|0.127637949|91.4475768|-0.0269140239999999|-44.69687612|110.5716332|0.53040766|-1.480271319|-33.45249142|-19.28284095|0.479058976|3212.850883|625.0131414|0.46959234|8.123993885|15.59484379|0.919603093|336.444465|-759.846894|24.70935041|0.0|0.0|1.0|1.0|3.74|3.76|26.0|4.03|123.48|2.0|1.0|133.27|0.0|1.0|7.0|-5.8|34.0|6.0|-6.68|471.53|0.0|3.44|1.6e-06|0.000753|8.22e-06|3.52|0.0|0.0|2.49e-08|1.17e-05|-0.07122|3.6036|2.99|3.6036|-1858.967022|-1858.952529|751.57|0.3205|344.06|627.57|0.58144|0.3205|7.0211|-1858.7404850000005|9.5944|2.0|8.6038|8.6038
1_a15|0.0|0|0|0|0.0|0.0|0|1.419940974|0.0|0.0|-0.043374667|2|0.06459652|0.0|0.001244652|-0.068297833|10.95880609|0|-0.270248221|0.705825714|0.101406325|-0.001544849|0.795437721|0|-0.1117462069999999|0.7100707390000001|-44.01415991|-72.24770503|121.3844816|0.124276535|80.34898605|-0.031142386|-46.71058649|63.14412039|0.605927517|-1.899685524|-28.45664402|-20.13460632|0.437969049|3000.975833|566.1848585|0.394072483|6.580146251|11.7078005|0.77926144|254.7811976|-794.0799704|18.15414234|1.0|1.0|1.0|1.0|3.91|4.18|24.0|6.32|74.73|3.0|0.0|132.94|0.0|0.0|8.0|-6.55|34.0|6.0|-5.38|457.52|0.0|4.68|2.830000000000001e-07|0.00013|1.08e-06|5.23|0.0|0.0|9.53e-11|4.36e-08|-0.04142|4.3834|4.68|3.2188|-1510.136281|-1510.117336|697.35|0.2464|282.85|598.34|0.70553|0.0061|1.2218|-1509.851127|2.3261|44.0|7.3565|7.3565
9_a1|0.0|1|0|0|3.358585365|0.0|0|1.432397289|0.0|4.727387819|-0.1075163359999999|1|-0.110185988|0.0|-0.00314411|-0.079063236|10.94877277|1|-0.093062585|0.737794643|-0.053460262|0.02778394|0.572272366|0|-0.085722429|0.166794384|-46.63553015|-49.42275468|63.73880199|0.244723542|141.093898|-0.031896718|-28.49439431|0.0|0.7816897429999999|-1.371558857|-26.88743664|-18.38986221|0.452572261|2387.143654|435.4501351|0.2183102569999999|7.61577077|13.91191974|0.826725116|125.865476|-455.910309|8.17942725|1.0|1.0|1.0|1.0|2.78|2.66|23.0|5.57|58.64|2.0|0.0|102.84|0.0|1.0|4.0|-4.68|27.0|4.0|-5.81|357.38|1.0|4.12|2.07e-05|0.00739|1.62e-05|3.76|0.0|0.0|1.04e-09|3.7100000000000003e-07|-0.07602|3343.0|5.6|3343.0|-1187.226314|-1187.193365|600.6|0.5409|370.88|487.19|0.70296|0.5409|4.1623|-1187.065335|6.4447|6.0|5.2218|5.2218
12g_a30|0.0|0|0|0|0.0|0.0|2|0.6049842529999999|0.0|5.351858133|0.024086432|2|-0.037395048|0.0|0.001371944|0.007330206|10.31162838|1|-0.152855196|0.826316772|-0.0430471959999999|-0.0885760969999999|0.770326886|0|-0.10344931|0.487608738|-58.41940906|-70.11305057|133.2169768|0.216337219|146.623137|-0.040568357|-47.51931027|237.7754135|0.7743107290000001|-2.068986201|-39.593913|-27.49531395|0.459011202|3058.2873170000003|531.1295763|0.225689271|8.694447089|16.07139949|0.8484671109999999|152.961516|-950.3862054|13.18447384|1.0|0.0|0.0|1.0|4.67|0.0|17.0|2.48|114.67|2.0|1.0|133.52|0.0|1.0|6.0|-6.0|32.0|6.0|-6.22|439.49|0.0|2.36|1.01e-06|0.000444|9.71e-06|3.89|0.0|0.0|3.7600000000000003e-07|0.000165|-0.0576|5.0703|3.88|3.5592|-1743.214798|-1743.174676|717.55|0.2449|244.53|577.31|0.68366|0.1613|3875.0|-1743.029147|5.3027|9.0|8.0334|8.0334
7c_a8|0.0|1|0|0|3.17138259|0.0|0|1.400027586|1.4416758790000002|4.844187086|-0.025233184|1|0.0493777859999999|0.0|0.00325576|-0.0450662909999999|10.94670214|1|-0.077006275|0.740795639|0.0092411059999999|-0.196826366|0.6881348629999999|0|-0.089778346|0.292274414|-50.34151168|-56.2991566|49.43944876|0.151076042|94.73836511|-0.03366688|-35.30467154|75.43825735|0.626902145|-1.6160102369999998|-31.56868845|-21.11218373|0.492823119|2716.5013510000003|532.3522286|0.373097855|7.700542366|15.18314943|0.971698707|233.9661552|-635.4840877|20.10370648|0.0|1.0|1.0|1.0|3.44|3.1|23.0|3.78|92.93|1.0|0.0|112.76|0.0|1.0|5.0|-5.0|30.0|5.0|-6.34|398.41|0.0|3.26|1e-05|0.00399|2.14e-05|3.37|0.0|0.0|1.73e-08|6.91e-06|-0.07472|4.6061|5.01|3.1406|-1331.8206369999998|-1331.793312|662.05|275.0|269.17|579.97|0.70321|0.1779|12.0073|-1331.625743|15.7056|18.59|4.7307|4.7307
14e_a25|0.0|0|0|0|0.0|0.0|0|1.4200152069999998|1.5926486519999998|4.727387819|-0.138693649|2|0.0065927719999999|1.906869097|-0.00131452|0.002856489|10.93106299|1|0.025802692|0.776960216|-0.144369439|0.018432983|0.6954126970000001|1|-0.1004553119999999|0.448918026|-73.99302943|-73.51338088|372.1805977|0.275949567|201.94039730000003|-0.038772226|-53.79722636|97.78313402|0.806446896|-2.2100168680000003|-54.14823405|-28.3735856|0.491527882|3126.080106|529.8614286999999|0.1935531039999999|8.459867391|16.63781964|0.966676175|141.642515|-1183.53898|11.09035375|1.0|1.0|1.0|2.0|3.62|2.72|27.0|4.02|115.79|1.0|0.0|134.35|0.0|1.0|7.0|-5.14|35.0|5.0|-6.96|462.5|0.0|3.02|7.29e-06|0.00337|1.86e-05|3.04|0.0|0.0|7.31e-10|3.38e-07|-0.0538|5.8431|6.51|3.9613|-1521.012915|-1520.964156|760.96|0.2409|212.19|596.96|0.69958|0.0007|5.3651|-1520.767443|7.2625|75.0|7.1249|7.1249
12e_a40|0.0|0|0|0|0.0|0.0|0|0.604990524|1.6315143930000002|5.4161004020000005|-0.262526337|0|0.174870826|0.665270062|-0.013162335|0.130516751|10.31197242|2|0.172778196|0.788800541|0.047011204|-0.279310345|0.8096582170000001|1|-0.122830115|0.284429447|-71.78145688|-66.68049019|206.0119599|0.220121216|119.4966772|-0.048387621|-36.19867792|0.0|0.790818822|-1.596791495|-38.96782748|-26.26807189|0.491465612|2391.0322170000004|423.3709264|0.209181178|8.014314957|15.75963228|0.966435355|113.5576846|-470.5828129|11.46456937|1.0|0.0|0.0|2.0|3.27|3.05|20.0|4.84|98.89|2.0|0.0|95.8|0.0|1.0|2.0|-6.53|24.0|4.0|-5.26|378.23|1.0|3.98|2.98e-07|0.000113|2.27e-06|4.72|0.0|0.0|9.14e-07|0.000346|-0.07296|4.3236|4.66|3.0253|-2248.276958|-2248.244231|552.91|0.4494|286.76|445.12|0.70157|284.0|2.5946|-2248.206714|3.7268|1.17|5.9318|5.9318
12ax_a36|0.0|1|0|0|3.429529478|0.0|2|1.280791885|0.0|5.351858133|-0.040458296|2|0.075802407|0.0|-0.001012333|-0.057017299|10.958822|1|-0.1716508239999999|0.836170906|-0.0394369539999999|-0.056676035|0.771220556|0|-0.107815607|0.375647684|-49.32384393|-72.11700812|36.17982162|0.153162279|102.4490387|-0.038813619|-48.23849712|1.236876307|0.7648530440000001|-1.940680931|-32.99232962|-25.96212292|0.488501696|2926.929456|566.4430628|0.235146956|7.563197245|14.78635841|0.955040697|157.28794140000002|-868.2929481000001|12.47158322|1.0|0.0|0.0|2.0|4.74|0.0|17.0|3.19|69.2|2.0|0.0|133.77|0.0|1.0|5.0|-5.08|31.0|4.0|-6.26|450.32|1.0|2.82|8.27e-06|0.00372|6.55e-06|3.93|0.0|0.0|1.74e-08|7.83e-06|-0.05596|5.2372|4.42|3.8889|-2152.130959|-2152.100515|699.67|0.5236|236.74|552.0|0.69348|0.4167|4.5001|-2151.971761|6.0402|12.0|7.9208|7.9208
3m_a32|0.0|1|1|1|3.575728458|0.0|0|0.609420748|0.0|5.733341277|-0.017268778|0|-0.0370712179999999|2.175099216|-0.000514191|-0.084132138|10.31100268|3|-0.086806406|0.817967125|-0.0067207069999999|-0.126422018|0.6672533589999999|1|-0.09390309|0.317009723|-50.60363458|-56.15082133|92.61088121|0.201976727|120.7751424|-0.027127559|-33.57626169|0.0|0.674468222|-1.220740175|-30.25923462|-16.22134838|0.4687361229999999|2588.590536|477.1904954|0.325531778|7.0752395770000005|13.31775015|0.882303773|194.65681730000003|-436.4914018999999|11.00984957|1.0|0.0|1.0|1.0|3.51|2.93|19.0|5.35|128.01|2.0|0.0|110.36|0.0|1.0|3.0|-5.94|27.0|4.0|-6.17|394.51|1.0|4.12|1.14e-06|0.000449|1.39e-05|3.57|0.0|0.0|4.190000000000001e-08|1.65e-05|-0.05731|3.5749|5.1|3.5749|-1863.502681|-1863.46877|641.52|0.2952|346.82|484.34|0.7026600000000001|0.2952|5082.0|-1863.337677|8.0755|23.0|7.6383|7.6383
