molecula|SddssS|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|FNSA1|WNSA3|DPSA5|PNSA4|GRAVp|TASA|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
10_a1|0.0|0|0|0.0|6.86171134|0|0|1.435871163|0.0883621719999999|-0.014135827|4.727387819|1|0.0|-0.621976404|-0.012672753|-0.020225596|10.94957578|0.010430299|1|-0.019835038|-0.042643966|-0.623957903|1|0.674381582|0.7227844929999999|0.783467165|0.658433571|0|-0.116648443|-0.10949971|0.126889306|-65.97424138|-61.93104798|8.34295348|0.330036242|-35.02707638|4.718623023|0.8340962559999999|-37.31383317|70.6564636|-25.67872721|2432.447088|378.9193385|-14.52342192|0.165903744|13.65143394|0.850732895|-595.4602985|30.78628757|0.015427326|433.2550452|8.725415617000001|1.0|1.0|1.0|0.0|2.0|3.0|0.0|4.86|5.06|2.78|0.0|0.0|1.0|4.0|27.0|359.35|0.0|1.0|-4.73|0.00372|1.87e-05|0.00673|3.64|0.0|9.53e-09|3.42e-06|-0.06802|5.81|-1223.159954|-1223.125689|979.35|363.94|-1222.969096|5.3861|0.03426532|1.5|5.8239|5.8239
9_a47|0.0|0|0|0.0|0.0|0|0|1.3818994059999998|0.00410268|-0.008501246|0.0|2|1.323246814|-0.382556052|-0.009607222|0.022031244|10.93671087|0.045804989|0|-0.021556658|-0.045757939|-0.4477815529999999|2|0.7033922579999999|0.792070785|0.853035126|0.689770023|1|-0.084368438|-0.0969292319999999|0.492394184|-44.13640712|-50.70744657|4.991260197|0.194850031|-26.52703503|2.611122094|0.790651977|-23.08946904|58.96976407|-19.3171225|2292.652212|421.2052248|-10.10553715|0.209348023|10.93281031|0.93384951|-424.4325604|24.43189048|0.015793737|442.7664664|8.262317504|1.0|1.0|1.0|1.0|2.0|2.87|0.05|4.61|5.61|2.99|0.0|0.0|1.0|3.0|26.0|345.37|0.0|1.0|-5.2|0.00148|6.3e-06|0.00218|4.43|0.0|3.4000000000000003e-09|1.17e-06|-0.05037|4.06|-1149.090086|-1149.055456|959.59|333.44|-1148.896866|2.2966|0.03463008|25.0|7.6|7.6
14_a15|0.0|0|0|0.0|0.0|0|0|1.43568901|-0.058775738|-0.006678826|0.0|2|0.0|-0.374014235|0.001740635|-0.053931584|10.9597359|-0.015736888|0|-0.120626133|-0.184255041|-0.3848940629999999|2|0.8310685940000001|0.719993769|0.7651878809999999|0.7933685340000001|0|-0.063809873|-0.0917424269999999|0.7461324029999999|-40.89540491|-58.79722871|9.403293601|0.112910954|-37.68282812|6.026520371|0.770309725|-26.20964538|68.59458198|-21.0782518|2612.691478|568.5306056|-13.50893838|0.229690275|10.18067005|0.685538423|-715.9737342999999|27.36334635|0.015286995|673.7288405|9.797353271|1.0|1.0|1.0|1.0|1.0|3.56|0.12|5.32|6.3|2.87|0.0|0.0|1.0|6.0|30.0|397.47|1.0|1.0|-5.83|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|1.51e-10|5.99e-08|-0.0338199999999999|5.16|-1281.105795|-1281.0669369999998|1177.14|342.41|-1280.809256|3.3596|0.03885834|0.03|7.5229|7.5229
12j_a30|0.0|0|0|0.0|7.412764017000001|2|2|0.604984421|0.04148877|-0.006336585|5.351858133|2|0.0|-0.354848778|0.005613018|0.0074730759999999|10.31162861|-0.075816941|1|-0.053644471|-0.09353607|-0.456342646|1|0.8414737059999999|0.795446883|0.846470093|0.7991060659999999|0|-0.073909106|-0.094132698|0.328405591|-47.76354083|-60.832977500000005|10.09017681|0.157800959|-39.31313154|6.520746879|0.8134611009999999|-30.8670468|69.55167701|-23.39729904|2784.7999170000003|544.2686362000001|-15.12043521|0.1865388989999999|15.41574553|0.91079856|-786.2626307999999|28.76265258|0.01349128|686.039456|8.71869951|1.0|0.0|1.0|0.0|1.0|4.76|0.17|4.35|2.93|3.04|0.0|0.0|1.0|5.0|30.0|412.51|0.0|1.0|-5.15|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|9.75e-08|4.02e-05|-0.05106|4.14|-1615.096172|-1615.064152|1175.75|356.4|-1614.831741|4.6727|0.03201935|9.0|8058.0|8058.0
19k_a38|0.0|0|0|0.0|7.412764017000001|2|2|1.297042875|0.0100827|-0.011877064|5.351858133|2|0.0|-0.6888696990000001|-0.011156837|0.016990252|10.95446448|-0.0184136539999999|1|-0.060668296|-0.128079012|-0.51857087|1|0.7581164340000001|0.853092207|0.908591797|0.730686013|0|-0.112748779|-0.126936513|0.389096157|-71.54314527|-80.54577161|14.76615358|0.341299943|-51.10918191|9.369654226|0.75964689|-45.3966925|94.38036132|-28.3401789|3055.355167|417.968819|-17.9828603|0.24035311|12.89431427|0.911726848|-971.0744563|37.3070426|0.021802691|686.8472757999999|13.8345897|0.0|0.0|1.0|0.0|4.0|4.89|0.13|2.34|1.65|1.65|0.0|0.0|1.0|6.0|33.0|444.46|0.0|0.0|-3.62|0.0594|0.0002399999999999|107.0|1.65|0.0|3.94e-07|0.000175|-0.05534|4.13|-1500.8984380000002|-1500.852284|1172.22|350.45|-1500.618667|9.1508|0.04615409|11.0|7.9666|7.9666
11b_a50|0.0|1|1|0.0|7.927685046000001|1|1|1.3979498330000002|-0.154649459|-0.002908227|5.82008293|1|2.114272566|-0.13377846|0.011959339|-0.218953127|10.94500697|-0.133073229|2|-0.162848233|-0.277408878|-0.266743077|1|0.701976536|0.800774662|0.862408925|0.667956827|1|-0.0445367309999999|-0.069841183|0.229754094|-23.23499995|-36.43643854|10.1501574|0.068683675|-19.0090431|5.295379767|0.642051995|-12.12179711|47.72173991|-13.01301376|2286.724895|485.8716402|-6.788943965|0.357948005|9.979494111|0.751545111|-285.1356465|20.26785036|0.021631609|439.9973344|11.28530137|0.0|0.0|1.0|1.0|0.0|3.44|0.15|3.09|3.73|2.25|0.0|0.0|2.0|2.0|25.0|327.38|0.0|1.0|-4.16|0.0862|6.97e-05|0.0228|2.9|0.0|1.35e-06|0.000441|-0.02817|3.05|-1045.98235|-1045.961211|955.4|311.03|-1045.798634|2.7805|0.02113855|1.7|5.7696|5.7696
12i _a30|0.0|0|0|0.0|7.412764017000001|2|2|0.604984133|0.04580336|-0.00691453|5.351858133|2|0.0|-0.366470081|0.00372838|0.0109710489999999|10.31162888|-0.072247675|1|-0.051371057|-0.090173435|-0.469854551|1|0.8264832879999999|0.831176513|0.888213143|0.7463962120000001|0|-0.076575246|-0.096489393|0.356921662|-50.00086637|-63.00408424|10.32233418|0.156570866|-41.13938837|6.740110893|0.806299097|-32.64875738|72.59006433|-24.43015511|2860.704198|550.7287204|-15.95200773|0.193700903|15.56818082|0.92270764|-781.648379|30.29912252|0.014680721|652.8825454|9.585980094|1.0|0.0|1.0|0.0|1.0|4.62|0.14|4.47|3.27|3.31|0.0|0.0|1.0|5.0|30.0|432.93|0.0|1.0|-5.44|0.0005139999999999|3.61e-06|0.00156|4.49|0.0|6.03e-08|2.61e-05|-0.05465|4.45|-2035.373964|-2035.339603|1167.27|351.81|-2035.141693|2.5397|0.03436093|16.0|7.8013|7.8013
EW7203_a60|0.0|0|0|0.0|7.412764017000001|2|2|0.604984431|0.025672274|-0.00698487|5.351858133|2|0.0|-0.377182982|0.003099827|0.03824498|10.31162855|-0.051413084|1|-0.049287858|-0.090115975|-0.458129101|1|0.80330079|0.822401103|0.8839272779999999|0.760234689|0|-0.076068195|-0.096226348|0.345488097|-49.19385637|-62.23028092|13.03554647|0.113924842|-40.24477665|8.430183|0.766837077|-31.81402579|73.82739839|-23.64750675|2913.880231|573.0312689|-15.29301513|0.233162923|16.53092404|0.989250745|-764.6507562999999|30.83771958|0.01793256|666.0036144999999|11.59711747|1.0|0.0|1.0|1.0|2.0|4.75|0.13|3.87|2.6|2.17|0.0|0.0|1.0|5.0|31.0|425.51|0.0|0.0|-4.82|0.000768|1.53e-05|0.0065|3.59|0.0|2e-07|8.51e-05|-0.06188|3.64|-1668.025575|-1667.993536|1166.44|352.3|-1667.78681|1.7676|0.03203878|9.0|8.0334|8.0334
8_a20 (IN-1130)|0.0|0|0|0.0|6.842683282|0|0|1.400923668|0.063195236|-0.009430196|4.727387819|2|1.622562232|-0.528090969|-0.006620594|-0.019554464|10.94899447|-0.0574882679999999|1|-0.049177437|-0.083481481|-0.573278819|2|0.811128636|0.760688473|0.817914963|0.7741509329999999|1|-0.09623672|-0.097790028|0.354945501|-63.72828772|-64.75689362|10.46873389|0.272572869|-42.88223811|6.93243166|0.7481063720000001|-42.20109173|77.31081766|-23.66117267|2849.395895|481.70475260000006|-15.66851008|0.251893628|15.46983888|0.932362084|-814.7625241000001|31.628086|0.018957805|684.5377542|12.55392404|1.0|1.0|1.0|1.0|2.0|3.49|0.08|4.97|4.08|1.33|0.0|0.0|1.0|5.0|32.0|420.47|0.0|1.0|-4.55|0.00596|2.82e-05|0.0119|2.87|0.0|2.34e-10|9.86e-08|-0.07014|4.53|-1368.412748|-1368.372708|1192.01|383.5|-1368.118751|3803.0|0.04004011|36.0|7.4437|7.4437
19l_a38|0.0|0|0|0.0|7.412764017000001|2|2|1.297043246|-0.086107169|-0.007360265|5.351858133|2|0.0|-0.426895387|-0.001197042|-0.02967593|10.94917392|-0.032264281|1|-0.091460175|-0.191751024|-0.4224000739999999|1|0.723755855|0.839953955|0.89459881|0.700181525|0|-0.079681862|-0.100870929|0.51306986|-51.6277901|-65.35669452|14.19254029|0.200388811|-42.34617024|9.195687319|0.7374102309999999|-33.45088372|79.04689476|-24.20618316|2921.048554|518.0872716|-15.68376675|0.262589769|11.52660233|0.754730276|-846.9234048000001|32.82593886|0.021129331|696.3887025|13.69020024|1.0|0.0|1.0|1.0|3.0|4.94|0.12|4.03|3.09|2.75|0.0|0.0|1.0|6.0|32.0|427.48|0.0|1.0|-4.72|0.0049|1.89e-05|0.00807|3.55|0.0|5.27e-08|2.25e-05|-0.0603299999999999|4.08|-1409.5865199999998|-1409.557954|1164.34|369.66|-1409.309206|6.5627|0.02856649|14.0|7.8633|7.8633
LY580276_a4|0.0|0|0|0.0|7.535296702|1|1|1.344599701|-0.156842923|-0.001543874|5.4161004020000005|1|0.0|-0.063298854|0.010217376|-0.172607392|10.94681614|0.011772853|1|-0.019747846|-0.042912895|-0.191806286|1|0.5162208110000001|0.7921620090000001|0.847526918|0.518109998|0|-0.057317455|-0.071023484|0.243350596|-27.6229776|-34.22831819|4.207217677|0.131473004|-16.49563923|2.027582675|0.8478469959999999|-13.31233017|38.23432817|-13.51117823|1948.220005|418.5688558|-6.511436537000001|0.152153004|9.693623538|0.7764939829999999|-247.4345884|15.93586849|0.008312438|345.4102548|4.0060099860000005|1.0|1.0|1.0|1.0|0.0|3.01|0.22|4.49|4.43|3.13|0.0|0.0|1.0|2.0|22.0|293.34|0.0|1.0|-4.21|0.0624|6.18e-05|0.0181|3.35|0.0|2.75e-07|8.08e-05|-0.0225|3.64|-959.4958788|-959.4723321|865.23|276.03|-959.356125|2.5355|0.023546627|175.0|6757.0|6757.0
8f_a8|0.0|0|0|0.0|7.05012252|0|0|1.394802091|0.024051247|-0.01032134|4.844187086|0|0.0|-0.485102985|-0.007796225|-0.08540947|10.94343488|0.007079485|1|0.09830823|0.254819201|-0.5373378529999999|0|0.578166105|0.6971223040000001|0.751162751|0.56916135|0|-0.122135295|-0.1064257719999999|0.308621017|-71.22071405|-62.06002501|7.91086576|0.403186031|-36.18904175|4.613060521|0.90577048|-41.53091131|67.4402386|-28.20910228|2622.044457|348.0199311|-16.44956443|0.09422952|13.81994609|0.8416059290000001|-723.7808349999999|31.14376424|0.009226445|485.8626377000001|5.380213594|0.0|0.0|0.0|0.0|2.0|3.14|0.0|4.69|4.72|4.11|0.0|0.0|1.0|4.0|29.0|391.37|0.0|0.0|-5.0|0.0023899999999999|1.01e-05|0.00395|3.82|0.0|1.13e-08|4.43e-06|-0.0675299999999999|7.71|-1361.658484|-1361.626748|1022.89|355.5|-1361.455053|5.8283|0.03173623|22.76|4.6428|4.6428
4f_a49|0.0|0|0|0.0|7.535296702|1|1|1.343848013|0.010266272|-0.008903208|5.4161004020000005|2|1.5830545580000002|-0.418450768|0.001532832|-0.064058097|10.92775957|0.0705130559999999|1|-0.015845165|-0.025995042|-0.46436755|2|0.69044503|0.7927086309999999|0.8557769120000001|0.670594896|1|-0.102926696|-0.089955514|0.480786546|-55.88123394|-48.83888562|9.007637695|0.262938196|-26.51573683|4.89045046|0.718306291|-30.33918719|60.18871783|-18.1726086|2458.261097|400.1675422|-9.866320682|0.2816937089999999|11.20071713|0.7773206840000001|-424.2517893|25.29924744|0.020905063|467.1194103|11.34983222|0.0|1.0|1.0|0.0|1.0|3.07|0.14|3.42|3.8|2.03|0.0|0.0|1.0|3.0|27.0|356.38|0.0|1.0|-4.09|0.0365|8.120000000000001e-05|0.0289|2.64|0.0|2.92e-07|0.000104|-0.06954|4.07|-1179.23587|-1179.201105|982.46|334.21|-1179.029099|1.7833|0.03476467|0.04|7.3979|7.3979
3e_a32|0.0|1|1|0.0|7.773594467000001|0|0|0.609420788|0.015619823|-0.006553709|5.733341277|0|2.220794149|-0.275255791|0.000655875|-0.114649277|10.31100276|-0.080731823|3|-0.076494363|-0.1395294259999999|-0.551661318|0|0.8315372|0.8046468659999999|0.85921771|0.77923808|1|-0.073411249|-0.100056595|0.290874543|-39.56206964|-53.92151824|6.69516884|0.131830389|-29.05885545|3.608094688|0.7752553659999999|-21.32040233|60.86894767|-16.59123638|2212.661182|467.865447|-8.941186293|0.224744634|10.68709999|0.822602107|-348.70626539999995|21.40099522|0.012891628|421.3548777|6.94742943|1.0|1.0|1.0|1.0|1.0|3.33|0.24|6.8|5.24|1.94|0.0|0.0|1.0|3.0|23.0|340.47|0.0|1.0|-5.18|0.000103|6.6e-06|0.00225|4.47|0.0|1.2099999999999998e-07|4.13e-05|-0.0534399999999999|3.52|-1672.748189|-1672.722302|956.67|348.38|-1672.576776|3.4537|0.02588637|8.0|8.0862|8.0862
14b_a25|0.0|0|0|0.0|6.842683282|0|0|1.420015222|-0.091382738|-0.004720915|4.727387819|2|1.929508048|-0.273813082|0.004725325|-0.012989126|10.93106299|0.0009956189999999|1|-0.043923908|-0.074541111|-0.3691494039999999|2|0.6524261960000001|0.7723870909999999|0.8333962429999999|0.632638761|1|-0.076156512|-0.084160084|0.329662946|-52.75064158|-58.29440389|11.08504021|0.140371985|-40.37825712|7.678174472999999|0.772789587|-36.53830946|69.2012501|-22.67004596|3038.600508|595.4307570000001|-15.70265555|0.227210413|17.06102567|0.963240883|-847.9433995999999|29.33534086|0.015746299|760.3735147000001|10.90684621|1.0|1.0|1.0|1.0|1.0|3.51|0.07|4.48|4.79|1.8|0.0|0.0|1.0|6.0|34.0|444.49|0.0|1.0|-5.23|0.0011099999999999|5.86e-06|0.00261|3.88|0.0|2.23e-10|9.93e-08|-0.0584|5.61|-1444.544749|-1444.505985|1257.11|304.7|-1444.266358|2.7037|0.03876374|22.0|7.6576|7.6576
8_a4|0.0|0|0|0.0|7.535296702|1|1|1.304250488|-0.208165266|-0.001277205|5.4161004020000005|2|1.987684188|-0.056197036|0.010647563|-0.011835327|10.9295757|0.05775266|1|-0.048133994|-0.078942941|-0.150276481|2|0.619844116|0.813333185|0.879500982|0.576540652|1|-0.05397993|-0.065595042|0.546157592|-27.90231822|-33.90618946|5.362918401|0.074867554|-17.52616744|2.772101712|0.7261541020000001|-14.42275611|41.57817329|-12.71482105|2297.5526170000003|478.2025467|-6.572312789|0.273845898|9.972991122|0.750959081|-262.8925116|17.50981094|0.0148422489999999|434.9654405|7.671983829|1.0|1.0|1.0|1.0|0.0|2.99|0.15|4.63|4.76|2.93|0.0|0.0|1.0|2.0|25.0|346.81|0.0|1.0|-4.84|0.0156|1.46e-05|0.00506|3.74|0.0|1.65e-08|5.72e-06|-0.05864|3.29|-1450.239105|-1450.21384|949.09|311.03|-1450.071352|4.5781|0.0252645|54.0|7.2676|7.2676
8_a27|0.0|0|0|0.0|6.605297921|0|0|1.406757715|0.188762686|-0.008444078|4.59511985|2|1.21499748|-0.329319041|0.0040883959999999|0.093450172|10.93783465|0.067074515|1|-0.106814855|-0.187486926|-0.535352745|2|0.6812785379999999|0.8000360390000001|0.8688656459999999|0.64927069|1|-0.078709803|-0.092265073|0.3608031339999999|-37.50265703|-43.96130162|10.41179748|0.223615972|-20.94612822|4.960882344|0.751701834|-17.86879446|53.20197882|-17.09606174|2132.9321670000004|369.9216992|-8.145716531|0.248298166|9.642697094|0.92208134|-293.2457951|22.74314225|0.019394143|326.3351007|9.240677197|0.0|0.0|0.0|0.0|1.0|2.79|0.06|2.98|2.48|2.19|0.0|0.0|1.0|2.0|23.0|303.32|0.0|1.0|-3.52|178.0|0.000299|0.0907|2.0|0.0|5.2e-07|0.000158|-0.05015|3.96|-1004.515654|-1004.489001|848.58|300.38|-1004.385302|3.0415|0.02665292|6.0|8.2218|8.2218
9a_a36|0.0|0|0|0.0|7.412764017000001|2|2|1.297044807|-0.109305298|-0.007853595|5.351858133|2|0.0|-0.41624054|0.0034852859999999|-0.078488872|10.96066876|-0.06502499|1|-0.12019672|-0.202876718|-0.398235589|1|0.839235677|0.7885597609999999|0.842671963|0.79302567|0|-0.073689118|-0.10869601|0.204819754|-45.04449811|-66.44342306|14.47407729|0.1734403769999999|-40.61536816|8.847677483|0.7638345870000001|-27.53468726|78.37175688|-24.40778806|2682.572663|505.25728260000005|-14.91993116|0.236165413|13.79893984|0.828482664|-731.0766269999999|31.95428497|0.019513779|578.2841135|11.92833382|1.0|0.0|1.0|0.0|1.0|4.69|0.14|3.04|2.04|2.02|0.0|0.0|1.0|5.0|29.0|382.42|0.0|0.0|-3.99|0.0753|0.000102|0.0391|2.66|0.0|5.26e-07|0.0002009999999999|-0.05044|3.38|-1252.802159|-1252.77514|1092.66|320.56|-1252.578886|5.7274|0.02701893|13.0|7.8861|7.8861
11_a4|0.0|0|0|0.0|7.535296702|1|1|0.626711769|-0.20567828|-0.001098364|5.4161004020000005|2|2.216390726|-0.056016567|0.011277653|-0.073554945|10.33765061|-0.0043410079999999|1|-0.0278843589999999|-0.046906237|-0.145254541|2|0.6575743310000001|0.820318166|0.875868891|0.647727179|1|-0.054262142|-0.06530408|0.4523305489999999|-31.35942689|-37.74083422|5.395547437|0.069886591|-21.81135655|3.118219598|0.7560913159999999|-18.12338426|44.63993001|-13.65094004|2452.527871|537.5354202000001|-7.889214068999999|0.243908684|13.18281017|0.924411925|-370.7930613|18.0546182|0.011937709|575.2252237|6.89909579|1.0|1.0|1.0|1.0|0.0|3.31|0.23|4.97|5.22|3.15|0.0|0.0|1.0|4.0|27.0|372.49|0.0|1.0|-4.97|0.00271|1.06e-05|0.00395|3.99|0.0|8.89e-09|3.31e-06|-0.05582|3.2|-1467.463842|-1467.440475|1071.03|328.0|-1467.20045|4187.0|0.02336674|0.11|6.9586|6.9586
15c_a10|0.0|0|0|0.0|7.535296702|2|2|1.343850105|-0.236118846|-0.002218445|5.4161004020000005|3|2.063253638|-0.153072705|0.01143745|-0.1036030219999999|10.92970798|0.0123939039999999|1|-0.226679901|-0.35845963|-0.1742732839999999|2|0.7655272009999999|0.7351096359999999|0.772328328|0.733973277|1|-0.046967376|-0.072537853|0.418835517|-32.5870313|-50.32840842|10.2013281|0.095541483|-34.91899195|7.077912953999999|0.528228415|-22.60962187|66.5866765|-13.36848349|3012.018586|627.5338454|-9.275357237|0.471771585|15.6886947|0.8158976029999999|-593.6228632|25.30814911|0.023432886|924.9341455|16.25826809|0.0|1.0|1.0|1.0|0.0|3.85|0.37|3.77|2.97|1.74|0.0|0.0|1.0|6.0|34.0|454.57|0.0|0.0|-4.57|0.0646|2.68e-05|0.0122|2.94|0.0|1.6100000000000002e-08|7.3e-06|-0.04724|2.2|-1450.241475|-1450.500669|1318.35|337.75|-1450.139335|2.4256|-0.25919486|0.1|7.0|7.0
19_a34|0.0|0|0|0.0|7.412764017000001|1|1|1.438829424|-0.068004837|-0.013066507|5.351858133|1|0.0|-0.5357267960000001|-0.00802652|-0.143343425|10.95957634|-0.014196676|1|-0.255220734|-0.401414514|-0.469568766|1|0.866604574|0.8022000659999999|0.8582665429999999|0.818710955|0|-0.112877411|-0.1255804019999999|0.308793959|-56.30608209|-62.64265252|19.74799697|0.360097548|-31.24772528|9.850795895|0.662289492|-28.08688512|77.38527508|-19.78189027|2127.363207|319.1993829|-9.86770272|0.3377105079999999|10.31797048|0.877434994|-374.9727034|29.86894781|0.029554695|337.9440349|14.74262256|0.0|1.0|1.0|1.0|1.0|3.07|0.18|2.69|2.31|1.08|0.0|0.0|2.0|3.0|23.0|309.32|0.0|1.0|-3.15|574.0|0.000704|218.0|1.66|0.0|9.42e-06|0.00291|-0.02901|2.7|-1046.606458|-1046.5747720000002|882.87|297.18|-1046.458335|3.4272|0.03168624|0.99|6.0044|6.0044
47p_a18|0.0|0|0|0.0|7.03438793|1|1|1.25117677|-0.001819106|-0.005394244|4.844187086|0|0.0|-0.3775970529999999|0.00235332|-0.015960677|10.94701988|-0.049428094|0|-0.1736074389999999|-0.261349889|-0.441700685|0|0.72025564|0.726294118|0.7611910209999999|0.710266593|0|-0.06909945|-0.082580968|0.278332428|-51.14496913|-61.12351185|5.913843751|0.1670454519999999|-45.24146169|4.377217987|0.818459442|-37.85569728|69.19354871|-22.80728054|2933.069245|616.5234972999999|-16.88114242|0.181540558|19.41290064|0.956223901|-1131.036542|27.86610962|0.01090303|1011.163774|8.070036862|1.0|1.0|1.0|1.0|2.0|4.29|0.28|3.65|3.34|3.13|1.0|0.0|1.0|9.0|35.0|468.59|0.0|0.0|-5.27|0.000998|5.34e-06|0.0025|4.35|0.0|9.35e-10|4.38e-07|-0.05628|7.98|-1493.759811|-1493.731375|1391.71|387.01|-1493.338659|3.6452|0.02843634|64.0|7.1938|7.1938
6c_a31|0.0|0|0|0.0|7.78113851|1|1|0.6101347220000001|0.047405064|-0.015192833|5.733341277|0|0.0|-0.790027307|-0.009477764|-0.00219333|10.31169965|-0.107687565|2|-0.0055763209999999|-0.009333123|-0.582545668|0|0.831901219|0.790900932|0.846458013|0.7905201209999999|0|-0.120905075|-0.126324613|0.138124296|-76.54198229|-79.97295595|20.09112958|0.358802727|-50.62888027|12.71919216|0.7653239190000001|-48.45681657|93.4208388|-28.32375523|2837.949799|405.9259734|-17.93106176|0.234676081|14.63492011|0.8061548709999999|-860.6909647|37.00884624|0.0212421629999999|597.3075924999999|13.44788285|1.0|1.0|1.0|1.0|2.0|3.67|0.14|5.58|4.26|1.58|0.0|0.0|1.0|5.0|30.0|418.47|0.0|1.0|-4.94|0.000343|1.15e-05|0.0048|3.64|0.0|1.89e-08|7.9e-06|-0.0581799999999999|5.08|-1691.984862|-1691.948653|1125.85|376.01|-1691.734564|5.9253|0.03620884|0.34|6.4685|6.4685
9h_a40|0.0|0|0|0.0|7.515889085|0|0|0.604992856|0.014753178|-0.009041931|5.4161004020000005|0|0.814591837|-0.343593366|0.003782277|0.133376308|10.31197223|-185.0|2|0.048470175|0.08305063|-0.503000695|0|0.778613709|0.740778143|0.8022014000000001|0.7528137909999999|1|-0.09201708|-0.095803029|0.219852623|-46.04148264|-47.93581245|6.199629554|0.135689851|-23.98506758|3.102034287|0.863884935|-23.03722449|53.60044379|-20.54391962|2073.354193|432.46450360000006|-10.27931468|0.136115065|13.366649|0.930966649|-359.7760137|23.78085181|0.011321157|336.23227030000004|5.664631335|1.0|1.0|0.0|1.0|0.0|3.3|0.11|4.59|4.44|3.22|0.0|0.0|1.0|3.0|23.0|321.4|0.0|1.0|-5.12|0.000716|7.6e-06|0.00244|4.51|0.0|3.09e-07|9.93e-05|-0.05991|3.9|-1293.174246|-1293.151333|868.84|368.18|-1293.033723|2.1413|0.02291279|3.98|5.4001|5.4001
16b_a23|0.0|1|1|0.0|7.423568444|1|1|1.197960988|0.031073244|-0.005139233|5.351858133|3|0.754232958|-0.3237716519999999|0.0116350769999999|-0.068280331|10.31321583|-0.05237763|2|-0.123524943|-0.224300431|-0.401493392|2|0.75524548|0.7740962779999999|0.830577373|0.711576167|1|-0.050637391|-0.07920267|0.2256448969999999|-37.52431601|-58.69232154|13.79443768|0.071420236|-43.49333918|10.22222569|0.738977|-27.80700713|72.31582904|-23.2745413|3370.826124|688.1144512|-17.24735864|0.261023|18.46592377|0.949345397|-1000.346801|31.49562341|0.018384316|896.9989312000001|13.6235075|1.0|0.0|1.0|0.0|1.0|4.19|0.07|3.02|4.1|3.14|1.0|0.0|1.0|6.0|36.0|489.57|0.0|0.0|-5.67|0.000314|2.16e-06|0.00106|4.21|0.0|4.6200000000000003e-08|2.26e-05|-0.07352|4.24|-1877.655481|-1877.615701|1340.35|772.92|-1877.270284|9.2317|0.03978022|96.0|7.0191|7.0191
12c_a30|0.0|0|0|0.0|7.412764017000001|2|2|0.604984133|0.045997203|-0.006900253|5.351858133|2|0.0|-0.3657134279999999|0.00372838|0.019094532|10.31162888|-0.072247675|1|-0.051371057|-0.090173435|-0.468696709|1|0.8264832879999999|0.824373792|0.880943609|0.7463962120000001|0|-0.076777688|-0.096482247|0.39541773|-50.12643041|-62.99109515|10.36785909|0.156067288|-41.12547305|6.768942632999999|0.8061287690000001|-32.72642202|72.5855533|-24.42511853|2860.640481|550.9847369|-15.946612|0.193871231|13.9883503|0.828040991|-781.3839879|30.29927658|0.014695647|652.8825454|9.594458155|1.0|0.0|1.0|0.0|1.0|4.62|0.14|4.47|3.27|3.31|0.0|0.0|1.0|5.0|30.0|432.93|0.0|1.0|-5.44|0.0005139999999999|3.61e-06|0.00156|4.49|0.0|6.03e-08|2.61e-05|-0.0542299999999999|4.45|-2035.373591|-2035.339256|1168.62|351.37|-2035.141497|3.7377|0.03433522|0.01|7.9914|7.9914
