molecula|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|JGI4|MATS7i|SaaaC|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|RASA|FNSA3|FNSA5|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|DPSA5|DPSA3|TASA|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
25d_a34|0|0|0.0|1|7.412764017000001|1|1|1.433689841|1.940324546|0.128783829|-0.089654563|0.041037037|-0.163072107|0.0|1|-0.001685762|-0.263924686|-0.211368416|-0.605891389|0.8265507809999999|0.7498681140000001|0.14554928|0.011919831|0.674282353|-0.100582621|-0.124111479|-66.52770588|19.36462983|174.9700398|0.325717647|-0.044492794|-54.29641443|69.64131956|-2.358118108|-44.00298587|95.24066462|85.89233572|445.9861716|6.933980884|13.29135354|0.916843118|6513.063805|147.36277019999997|37.86469665|0.019881997|2006.828923|673.8038326000001|13.15041965|1.0|1.0|1.0|3.58|3.76|0.12|23.0|-8.08|90.3|0.0|0.0|1.0|7.0|32.0|-6.74|427.46|1.0|3.21|-4.48|2.44e-05|0.0141|0.0|8.26e-09|3.53e-06|-0.03521|4.2732|6.05|4.2732|-1426.496796|-1426.468726|706.21|1198.19|290.15|0.2106|554.05|0.6764600000000001|0.6764600000000001|-0.1771299999999999|6.1995|-0.21234|0.02807001|0.95|6.0223|6.0223
18a_a22|0|0|0.0|1|6.842683282|0|0|1.194229718|1.854982521|-0.197348157|-0.018344659|0.038167849|0.033735832|1.6891461019999998|1|0.007079018|0.059645624|-0.0835538409999999|-0.296897301|0.760537197|0.7329701259999999|-0.042139855|-0.027029438|0.926535704|-0.050645213|-0.076119803|-34.36220678|11.62443251|29.59800426|0.073464296|-0.029276847|-35.04152115|18.5219848|-1.5223960559999998|-23.31437056|64.80092090000001|45.98663929|628.6440468999999|7.037677899|13.72951861|0.950859191|6630.646100999999|196.4447473|27.95908297|0.0193879289999999|1453.872315|730.9420477000001|13.15449139|1.0|1.0|1.0|3.49|3.17|0.08|27.0|-9.4|100.61|1.0|0.0|1.0|6.0|32.0|-6.28|436.53|1.0|3.9|-5.16|2.59e-06|0.00305|0.0|3.95e-10|1.73e-07|-0.0706799999999999|5.0214|3.69|3.4832|-1691.3151059999998|-1691.2957760000002|695.35|1211.84|355.95|0.3174|531.16|0.35107|0.68577|-0.1408|3851.0|-0.21148|0.01932946|13.0|7.8861|7.8861
18c_a25|0|0|0.0|1|6.842683282|0|0|1.193723817|1.959418462|-0.087958541|-0.008080236|0.043274232|0.007241543|2.069766482|1|0.007488918|0.01222181|-0.038006869|-0.282103688|0.7644072209999999|0.748718056|0.084188427|0.0114970419999999|0.94801724|-0.048636087|-0.0719340379999999|-31.96445203|6.300016824|26.54367263|0.05198276|-0.026975264|-31.07074762|0.0|-1.510614788|-21.00757374|56.83666555|38.26446885|623.0528232|7.553051762000001|14.65844196|0.940731034|6736.25597|165.67090530000002|23.70385212|0.014546814|1327.415719|831.3429628|9.560410146|1.0|1.0|1.0|3.58|3.89|0.11|27.0|-10.17|87.72|1.0|0.0|0.0|7.0|33.0|-5.85|449.57|1.0|4.77|-5.6|8.86e-07|0.00113|0.0|6.79e-11|3.0499999999999995e-08|-0.0622|5.4858|4.75|3.3396|-1714.597797|-1714.5777670000002|698.86|1243.76|371.26|0.3558|547.87|0.31993|0.70516|-0.13312|6.1775|-0.19532|0.02003004|88.0|7.0555|7.0555
12b_a50|1|1|0.0|2|7.927685046000001|1|1|1.397986833|4.058595679|-0.19841119|-0.0016330379999999|0.034845679|-0.08032584|2.112397566|2|0.011790103|-0.139522815|-0.168032508|-0.246831987|0.699597776|0.804535572|0.009081884|-0.189976035|0.925916085|-0.045602469|-0.066155918|-22.92589265|10.80329197|8.07905572|0.074083915|-0.0237482779999999|-16.72031641|86.49656508|-0.926182858|-11.52561607|47.12729492|33.72918462|465.4891075000001|5.7232816060000005|10.05480253|0.756824707|4672.843578|214.5713436|20.82911679|0.027586169|812.3355548|388.171611|13.86849326|1.0|1.0|1.0|3.31|2.45|0.11|20.0|-5.49|48.53|0.0|0.0|2.0|2.0|24.0|-6.44|313.36|1.0|2.59|-3.84|0.000685|45.0|0.0|3.22e-06|0.00101|-0.02974|4.7089|2.47|3.9305|-1006.664619|-1006.641541|539.15|909.8|315.44|0.2425|401.64|0.6016199999999999|0.6581|-0.16451|4.0567|-0.19425|0.02307802|4.74|5.3242|5.3242
11_a47|0|0|0.0|0|0.0|0|0|1.381898438|0.0|0.035230036|-0.156077888|0.033931624|-0.0586047379999999|1.311097861|0|-0.00580273|-0.120383371|-0.038723054|-0.451384505|0.702719047|0.715054643|-0.058523885|0.07716247|0.796863393|-0.08164597|-0.096486559|-50.01659041|5.184267117|119.4035378|0.203136607|-0.035945973|-36.20974614|1.882633323|-1.833244617|-30.64032829|66.9895812|55.20085753|488.1611434|5.966142027|11.22841564|0.8820228529999999|6736.717611|112.34605729999998|26.96593732|0.0128657439999999|1375.2628029999998|670.2339441|7.881596968999999|1.0|1.0|1.0|3.28|3.15|0.04|28.0|-10.55|70.93|0.0|0.0|0.0|4.0|32.0|-5.28|422.45|1.0|4.69|-6.03|5.110000000000001e-07|0.000394|0.0|2.81e-11|1.19e-08|-0.05094|3.7253|4.84|3.7253|-1396.184699|-1396.145101|654.49|1146.42|332.82|0.2321|549.52|0.6915399999999999|0.6915399999999999|-0.1546|2.9142|-0.20554|0.03959805|0.04|7.4|7.4
28_a47|1|1|0.0|1|6.842683282|0|0|1.4201653580000002|1.408016295|-0.053792245|-0.23494583|0.038387534|0.023813594|1.121067445|1|-0.010153352|0.06536499|-0.046265509|-0.435485503|0.635684951|0.832144916|-0.175007067|0.074217097|0.605349345|-0.1132830309999999|-0.106779291|-67.33744077|15.50250691|365.2310214|0.394650655|-0.038135461|-37.72858603|83.61576722|-1.601689367|-40.02656804|82.27079846|82.83994768|359.8303775|7.864990866|14.91533234|0.8964208090000001|5633.990508|206.7032519|34.75365534|0.031626405|1459.653524|428.5826478|18.79929562|1.0|1.0|1.0|3.08|2.03|0.05|21.0|-6.92|98.72|0.0|0.0|1.0|5.0|28.0|-7.22|380.35|1.0|2.4|-3.66|0.000214|0.0824|0.0|1.2099999999999998e-07|4.59e-05|-0.05471|3675.0|3.51|3675.0|-1335.759232|-1335.722248|599.88|995.5|337.37|0.2996|461.73|0.69002|0.69002|-0.15049|6.0847|-0.2052|0.03698465|25.0|7.6|7.6
14p_a23|1|1|0.0|2|7.423568444|0|0|1.197963748|3.3252287430000003|0.044380583|0.006191846|0.045165485|0.041987653|0.733042138|2|0.009266617|0.080581604|-0.0686282459999999|-0.4510651779999999|0.708395022|0.799506006|0.099883916|-0.090287278|0.923455749|-0.063033628|-0.080784473|-42.52653933|14.91710363|40.58186569|0.076544251|-0.033660197|-36.77082544|84.65359899|-1.615689464|-28.69113861|67.36602512|57.44364296|623.0226425|9.014073839|16.84664803|0.868927227|6696.264498|167.5607773|30.21311441|0.0190667019999999|1450.229492|646.2584547|12.86362369|0.0|1.0|1.0|3.48|3.28|0.04|26.0|-7.47|128.81|1.0|0.0|1.0|5.0|32.0|-6.62|436.49|0.0|3.25|-4.9|2.09e-06|0.00554|0.0|3.39e-08|1.4800000000000002e-05|-0.09046|3.5752|3.29|3.5752|-1722.181612|-1722.152257|699.61|1191.08|346.79|0.3802|573.24|0.6816|0.6816|-0.14774|7.4033|-0.2382|0.02935511|3.0|8.5302|8.5302
1o_a5|0|0|2.923171926|0|6.605297921|0|0|1.427566509|0.0|-0.266637757|0.033105871|0.025987654|-0.033273504|0.0|1|0.0051989459999999|-0.05876042|0.038275248|-0.231165601|0.670787375|0.78144982|-0.003561205|-0.016408975|0.88430372|-0.079346457|-0.072886362|-42.63505279|7.122612351|167.3051756|0.11569628|-0.028770932|-21.04383087|1.01402588|-1.093295425|-22.90899675|50.11479279|49.75766514|475.1609233|7.522366517000001|14.20898333|0.8888980340000001|4572.818263|161.2447749|22.08761368|0.020380352|839.3293197999999|393.5487205|10.95092849|1.0|1.0|1.0|2.81|2.2|0.0|23.0|-8.11|78.25|0.0|0.0|1.0|3.0|25.0|-6.3|323.35|1.0|2.95|-4.08|8.329999999999999e-05|27.0|0.0|7.85e-09|2.54e-06|-0.07037|4.5011|2.66|4.1692|-1043.577386|-1043.536121|561.04|938.37|297.38|0.3966|443.88|0.4988899999999999|0.5492100000000001|-0.1693599999999999|4.7435|-0.23973|0.04126499|35.0|7.4559|7.4559
13b_a50|1|1|0.0|2|7.934155233999999|2|2|1.267593379|4.253030728|-0.067327798|0.010464577|0.032833333|-0.0204949039999999|2.117002752|2|0.011379776|-0.03182432|-0.173463805|-0.319215353|0.749187803|0.788327682|-0.041506802|-0.097736369|0.906164013|-0.051509874|-0.080785633|-36.81915624|14.22401427|104.0753113|0.093835987|-0.026928544|-41.27630533|150.45293569999998|-1.696498291|-26.31826007|70.09526468|51.04317051|647.7242444|9.514897025|16.75483549|0.7609056040000001|6639.077063000001|214.1461224|27.48170624|0.017277404|1731.347493|900.2031356000001|12.34985404|1.0|1.0|1.0|4.78|4.17|0.37|20.0|-7.23|66.99|0.0|0.0|1.0|7.0|34.0|-6.3|455.55|0.0|3.99|-5.1|9.65e-06|0.00361|0.0|5.87e-08|2.68e-05|-0.02606|4.2315|3.63|4.1161|-1470.401544|-1470.3699789999998|780.4|1339.39|301.22|0.1589|617.26|0.65332|0.63872|-0.1701599999999999|5.5271|-0.19622|0.03156473|1.83|5.7375|5.7375
13_a4|0|0|0.0|1|7.535296702|1|1|1.399843898|2.050136054|-0.210975191|-0.019846488|0.044357639|-0.059300584|0.0|1|0.012019888|-0.094404255|-0.0161529719999999|-0.143303992|0.645708528|0.744134785|-0.215746851|-0.157188841|0.970027005|-0.050017793|-0.068249548|-24.48959182|4.282589756|11.85953992|0.029972995|-0.0279998139999999|-16.36114989|54.71349575|-1.091992764|-11.99053523|37.12083496|28.77218157|474.9422962|5.663493161|9.917593683|0.751144285|3983.972795|67.30306705|15.89399858|0.007566425|619.8659446|373.9073307|3.704655033|0.0|1.0|0.0|3.39|2.87|0.16|17.0|-6.2|30.71|0.0|0.0|1.0|2.0|22.0|-5.39|287.36|1.0|3.57|-4.42|8.18e-05|0.0108|0.0|6.28e-07|0.00018|-0.03168|4.4811|3.87|4.1733|-898.3562912999998|-898.3381672|536.09|893.0|297.09|0.2133|429.36|0.53815|0.59537|-0.17204|2471.0|-0.20372|0.018124154|4.0|5.3979|5.3979
4l_a46|0|0|0.0|1|7.825245291|1|1|1.134637095|2.155247543|-0.058870177|-0.075241716|0.049498645|-0.067419714|0.0|1|0.006162668|-0.1012114369999999|0.0071939419999999|-0.3888343979999999|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.892158627|-0.09094885|-0.085194597|-51.45056667|3.721888783|177.7681018|0.107841373|-0.030068681|-27.26452605|0.0|-1.533502748|-29.10603933|51.66342604|55.17245545|504.7020036|5.80829255|9.833034117|0.692930243|4865.794981|65.93290984|19.25417715|0.006130523|981.9630347|579.2365607|3.468091068|1.0|1.0|1.0|3.92|3.19|0.36|17.0|-7.0|50.94|0.0|0.0|1.0|3.0|26.0|-5.23|347.45|1.0|4.08|-5.11|5.25e-06|0.0027|0.0|9.980000000000001e-08|3.47e-05|-0.01784|5.4011|4.99|4.4542|-1092.745692|-1092.71063|612.39|1057.06|278.36|0.2504|526.77|0.3756|0.68584|-0.18567|2.6588|-0.20351|0.03506136|98.0|7.0088|7.0088
4i_a46|0|0|0.0|1|7.825245291|1|1|1.1346370959999998|2.184105962|-0.167244168|-0.018872727|0.049498645|-0.088884176|0.0|1|0.011931187|-0.133434195|-0.060809732|-0.22302552|0.7204791309999999|0.749522825|-0.0656636|-0.17856753|0.940780437|-0.058565229|-0.075208437|-33.08099617|8.847405392999999|67.51603424|0.0592195629999999|-0.025069479|-23.99628633|70.55661087|-1.278543436|-18.68604171|49.04951810000001|41.92840157|531.4066842|6.218233741000001|10.47951666|0.685288314|4893.587424|133.40134070000002|18.53900079|0.011626803|945.4890404|579.2365607|6.567484272000001|0.0|1.0|1.0|3.88|3.5|0.36|17.0|-7.3|39.94|0.0|0.0|1.0|3.0|26.0|-5.31|347.45|1.0|4.16|-5.04|1.16e-05|0.00317|0.0|5.04e-08|1.75e-05|-0.01646|5.3987|4.46|4.4232|-1092.730494|-1092.70435|611.74|1058.5|280.31|0.2805|546.24|0.41877|0.69035|-0.18438|2.8538|-0.20084|0.02614355|612.0|6.2132|6.2132
4R4l_a46|0|0|0.0|1|7.825245291|1|1|1.134637095|2.155247543|-0.058870177|-0.075241716|0.049498645|-0.067419714|0.0|1|0.006162668|-0.1012114369999999|0.0071939419999999|-0.3888343979999999|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.896653672|-0.090505744|-0.084697739|-49.12015477|3.844966512|177.33836430000002|0.103346328|-0.02989332|-24.94818681|0.0|-1.524559305|-26.65896664|49.44228224|52.96512128|486.6405745|5.669819400000001|10.43942503|0.8412270820000001|4923.057044|66.05102684|18.4720714|0.006401537|942.0756413|579.2365607|3.474304058|1.0|1.0|1.0|3.92|3.24|0.36|17.0|-7.0|50.94|0.0|0.0|1.0|3.0|26.0|-5.23|347.45|1.0|4.09|-5.11|5.25e-06|0.0027|0.0|9.980000000000001e-08|3.47e-05|-0.0212699999999999|4.6497|4.99|4.1152|-1092.75416|-1092.728268|584.44|1038.78|301.29|0.1678|498.78|0.40548|0.67823|-0.17475|2.1973|-0.19602|0.02589231|137.0|6.8633|6.8633
13f_a6|0|0|3.440154557|0|6.842683282|0|0|1.429020649|0.0|-0.088329567|-0.008507023|45.0|0.04505613|1.651047524|1|-0.001446486|0.079490516|-0.126749697|-0.466314952|0.841211811|0.77199166|-0.028317736|-0.088948538|0.863222493|-0.073352505|-0.092939631|-49.2635105|12.46087045|62.42897239999999|0.136777507|-0.032802223|-41.92004677|0.0|-1.672913351|-33.08535238|75.61173794|61.72438096|579.7398537|9.050440345|15.13042752|0.6717890999999999|6128.208571|187.5697972|30.56694343|0.0196449239999999|1558.914115|676.2770877|13.19352214|1.0|1.0|1.0|3.56|2.21|0.08|27.0|-10.18|103.17|0.0|0.0|0.0|5.0|32.0|-6.52|417.47|1.0|3.19|-4.78|7.74e-06|0.00688|0.0|6.59e-11|2.75e-08|-0.07786|4.8413|3.36|3139.0|-1347.301285|-1347.266914|711.29|1202.78|394.98|901.0|568.41|0.49643|0.70541|-0.12805|10.8469|-0.2059099999999999|0.03437105|42.0|7.3768|7.3768
47f_a18|0|0|0.0|0|7.03438793|1|1|1.251175676|0.0|-0.005500039|-0.034211867|0.031179487|-0.048472184|0.0|0|0.00531392|-0.071877686|-0.264839041|-0.4138670829999999|0.765824398|0.750610215|-0.009917608|-0.014370598|0.838156881|-0.063824969|-0.084851044|-54.18475173|11.75478965|111.1889928|0.161843119|-0.0289997239999999|-61.15474298|58.84834254|-2.290978185|-46.00060733|86.11217859|65.93954138|711.5604361000001|10.55465562|20.44855806|0.937396993|7870.103594|232.14715330000004|33.88554232|0.016581683|2676.957843|1347.416568|14.07716085|1.0|1.0|1.0|4.87|0.0|0.34|18.0|-9.22|88.97|2.0|1.0|1.0|13.0|40.0|-6.4|541.68|0.0|2.83|-5.52|7.76e-07|0.00163|1.0|6.04e-10|3.27e-07|-0.04439|3.0964|8.13|3.0964|-1743.375413|-1743.346389|908.66|1602.99|400.42|0.5741|874.24|0.6984600000000001|0.6984600000000001|-0.12802|3.8532|-0.1724099999999999|0.02902413|9.0|8.0458|8.0458
12al_a36|0|0|3.469383582|0|7.412764017000001|2|2|1.297043737|0.0|-0.06777947|-0.04314418|0.042739018|0.1030147719999999|0.0|1|0.003077071|0.172830414|-0.1430106119999999|-0.404703593|0.8913597320000001|0.8344566859999999|0.125005134|-0.055405405|0.801179217|-0.077842923|-0.105915949|-51.22331485|17.71943397|114.2305891|0.198820783|-0.035305316|-45.86257662|0.0|-1.906487074|-33.70669917|86.77628559|68.94274882|527.2034213000001|8.774664332|16.15533063|0.841133748|6049.668466|216.4375922|34.61874732|0.025956027|1869.412355|679.7230552999999|17.07995636|0.0|1.0|0.0|4.81|0.0|0.17|17.0|-6.69|78.43|0.0|0.0|1.0|6.0|31.0|-6.93|411.46|0.0|1.81|-4.07|0.000113|35.0|1.0|2.03e-07|8.340000000000001e-05|-0.04998|3878.0|2.92|3.5511|-1347.479819|-1347.445127|702.95|1181.84|349.14|0.4466|554.23|0.6945399999999999|0.70417|-0.14558|6.4473|-0.1955599999999999|0.03469224|48.0|7.3188|7.3188
1_a1 (SKF-104365)|0|0|0.0|1|7.535296702|1|1|0.626769342|2.196347317|0.011230812|-0.01959813|0.0409444439999999|-0.091086986|0.0|1|0.002250781|-0.221214316|-0.123703409|-0.505981356|0.57031697|0.7926983559999999|-0.015406451|0.194988905|0.8131557509999999|-0.067997692|-0.081192283|-31.45099608|6.18316314|6.658828587|0.186844249|-0.029524467|-17.369816|63.42504103|-0.9743074|-14.547040099999998|46.32985169|37.63415922|376.1092109|5.2735884010000005|9.042613965|0.71469847|4225.4765640000005|134.2517831|19.24066156|0.018973797|634.9418316000001|297.2783688|8.775956802|1.0|1.0|1.0|2.97|2.68|0.12|17.0|-6.0|56.01|0.0|0.0|1.0|2.0|21.0|-6.01|297.35|1.0|3.27|-4.02|0.000159|0.0287|0.0|9.93e-07|0.000295|-0.03482|3.8901|3.45|3.8901|-1279.084677|-1279.060907|491.18|809.96|318.72|0.2178|358.09|0.70081|0.70081|-0.16142|4.5773|-0.19624|0.02377006|1.6|5.7959|5.7959
9_a4|0|0|0.0|1|7.535296702|1|1|1.300485838|2.130445484|-0.211556011|0.016639331|0.040449735|-0.019160308|2.137757657|1|0.009731833|-0.030976753|-0.0475186259999999|-0.172904817|0.625717993|0.801082857|-0.151437311|-0.072130166|0.937102792|-0.052625548|-0.069566741|-28.63837014|4.918284148|13.6577411|0.062897208|-0.025885299|-20.60179129|45.21212204|-1.113067849|-15.58475436|43.71760622|33.55665428|509.9632679|5.744374392999999|10.21134541|0.777625327|5387.230364999999|112.7072422|17.76608225|0.010768243|763.9415367|489.7528555|5.859985199|0.0|1.0|1.0|3.18|3.37|0.19|21.0|-8.16|43.6|0.0|0.0|1.0|2.0|26.0|-5.56|360.84|1.0|4.17|-5.15|1.73e-05|0.00255|0.0|6.9e-09|2.49e-06|-0.05256|4.7284|3.87|4.0137|-1489.554198|-1489.533032|586.24|999.93|308.91|0.1217|430.12|0.5182100000000001|0.6464|-0.16948|4.4343|-0.22204|0.02116575|48.0|7.3188|7.3188
17a_a10|0|0|0.0|1|7.535296702|2|2|1.3438501040000002|2.118111229|-0.218519541|0.021150127|0.036545455|-0.082914437|1.863045777|1|0.01029375|-0.132166258|-0.225935253|-0.275154041|0.7019075779999999|0.76281504|0.029106767|0.054069767|0.8538249840000001|-0.055423599|-0.082689376|-39.18491085|14.20303963|51.96456548|0.146175016|-0.023625536|-41.33310046|87.61514901|-1.488408763|-27.70403316|76.48633670000001|53.38795048|603.6608262999999|8.621193279|16.96492079|0.967815851|7078.918870999999|307.7420338|29.57794442|0.0254938|1863.410498|911.2106544|18.02431251|1.0|1.0|1.0|3.8|3.66|0.33|21.0|-7.32|76.38|0.0|0.0|1.0|6.0|35.0|-7.43|468.55|0.0|2.64|-4.32|0.00021|0.0222|0.0|4.74e-08|2.22e-05|-0.04641|5.5285|3.95|3.9887|-1524.557372|-1524.52012|767.6|1326.24|310.84|0.2142|603.73|0.32889|0.67671|-0.16562|4.1012|-0.21203|0.03725238|49.0|7.3098|7.3098
19l_a38|0|0|3.280796643|0|7.412764017000001|2|2|1.297043246|0.0|-0.086107169|-0.10490608|0.04391253|0.103904811|0.0|1|0.000347207|0.217841852|-0.091460175|-0.4224000739999999|0.723755855|0.839953955|-0.032569307|-0.053823023|0.799611189|-0.079681862|-0.100870929|-51.6277901|14.19254029|133.9992534|0.200388811|-0.037359603|-42.34617024|19.55998015|-2.017418574|-33.45088372|79.04689476|65.82033039|518.0872716|6.568874137999999|11.52660233|0.754730276|6705.993411|170.13821069999997|32.82593886|0.021129331|1772.6006989999998|696.3887025|13.69020024|0.0|1.0|1.0|4.94|2.7|0.12|17.0|-7.28|81.23|0.0|0.0|1.0|6.0|32.0|-6.39|427.48|1.0|3.22|-4.72|1.15e-05|0.00807|0.0|5.27e-08|2.25e-05|-0.0603299999999999|3.6709|4.08|3354.0|-1409.5865199999998|-1409.557954|660.04|1164.34|369.66|0.2883|502.31|0.69413|0.7044|-0.13977|6.5627|-0.2001|0.02856649|14.0|7.8633|7.8633
4r_a46|0|0|0.0|1|7.832410927000001|1|1|1.13129629|2.051582577|-0.173617329|-0.074041799|0.044728682|-0.15196733|0.0|1|0.0061041|-0.237647432|-0.055572881|-0.246070691|0.7794598220000001|0.810646641|-0.077483502|-0.070397185|0.8478197820000001|-0.079297367|-0.081339886|-42.06465252|6.071841742999999|176.18445569999997|0.152180218|-0.0259595379999999|-22.88867429|0.0|-1.220098292|-22.31391864|51.22472631|48.13649426|449.7405899|5.81085807|10.69131411|0.839885604|4775.760774|151.3787482|19.26963463|0.015225417|905.6728276|496.0386301|8.076584289|1.0|1.0|1.0|3.82|2.89|0.35|17.0|-6.25|63.83|0.0|0.0|1.0|3.0|25.0|-6.83|334.41|0.0|2.7|-3.55|0.00081|0.0933|0.0|5.64e-07|0.000188|-0.03073|4.5209|2.3|4.5209|-1069.447946|-1069.419677|571.75|986.04|274.25|0.1404|467.85|0.69085|0.69085|-0.18999|2.6630000000000003|-0.2207199999999999|0.02826942|1413.0|5.8499|5.8499
14c_a23|1|1|0.0|2|7.423568444|0|0|1.197962449|3.349976042|0.06596946|-0.024758731|0.043538647|0.04174584|0.743546646|2|0.009263715|0.077009731|-0.071484865|-0.4589840189999999|0.722187957|0.793551289|0.1114214519999999|-0.077808321|0.922935039|-0.0567889659999999|-0.0800086929999999|-37.73933093|12.52192141|38.43627129|0.077064961|-0.034046252|-35.33439343|81.41541733|-1.600173862|-25.07982076|64.05912299|50.26125234|613.3401089|7.832948614|14.49533577|0.8505592829999999|6755.962581999999|143.9373772|28.88097191|0.016385474|1357.40568|633.3278634|10.88903141|0.0|0.0|1.0|3.4|3.6|0.05|26.0|-7.99|105.02|1.0|0.0|1.0|5.0|31.0|-6.03|445.93|0.0|4.0|-5.55|7.49e-07|0.00126|0.0|1.02e-08|4.55e-06|-0.0795299999999999|3.7031|4.1|3.7031|-2089.523959|-2089.501598|693.64|1177.63|334.81|356.0|549.86|0.56781|0.56781|-0.15143|7.2704|-0.23096|0.02236136|2.0|8.6253|8.6253
14a_a10|0|0|0.0|1|7.535296702|2|2|1.3438495730000002|2.156210368|-0.2090476269999999|0.0437538159999999|0.035660377|0.027446544|2.070512208|1|0.012272222|0.042968756|-0.220250238|-0.168193178|0.76857495|0.7348225290000001|-0.011977878|-0.007680215|0.911549451|-0.044416218|-0.070610745|-32.23041637|9.840503082|67.52851799|0.088450549|-0.018970051|-37.18086445|134.15514270000003|-1.270993412|-23.38784787|67.14248252|42.07091945|661.4615097|10.0292632|18.88856367|0.8833450959999999|6754.660977|332.3339934|25.39690722|0.0219172279999999|1701.592784|1003.968547|15.9041322|1.0|1.0|1.0|3.98|4.4|0.39|21.0|-8.18|59.31|0.0|0.0|1.0|7.0|35.0|-6.82|468.59|0.0|3.43|-4.8|6.159999999999999e-05|0.00743|0.0|6.55e-09|3.07e-06|-46.0|5.5808|2.25|3802.0|-1489.655581|-1489.803158|800.01|1380.89|326.1|0.2835|645.26|0.34245|0.7047100000000001|0.2422099999999999|3.1205|0.19621|-0.14757681|74.0|7.1308|7.1308
14_a4|0|0|0.0|1|7.535296702|1|1|1.399909181|1.947126795|-0.2248919089999999|-0.04986736|0.0409444439999999|-0.0135414919999999|0.0|1|0.008943549|-0.031578333|-0.016862096|-0.199315317|0.507307223|0.77505994|0.158051825|0.204594017|0.8510382459999999|-0.065776751|-0.071074269|-29.91067393|5.933038407000001|12.12963775|0.148961754|-0.03015272|-14.69670456|85.72299913|-0.995039765|-13.60128622|39.49511556|35.84371234|386.9927769|5.304461808|8.859498364|0.6701974079999999|3944.638539|105.2894945|17.84270058|0.015779688|588.8091192|280.2639278|7.175500282000001|0.0|1.0|0.0|3.14|2.39|0.06|17.0|-5.71|30.71|0.0|0.0|2.0|2.0|21.0|-5.8|277.3|1.0|3.2|-3.97|0.000396|0.0295|0.0|1.95e-06|0.000539|-0.03639|4.5233|3.22|4.2312|-918.9507745|-918.9304744|475.32|794.51|293.02|0.1864|353.16|0.53298|0.55975|-0.17381|2.3797|-0.2102|0.020300099|1.32|5.8794|5.8794
8j_a46|0|0|0.0|1|7.727094485|1|1|1.160371125|2.1279894180000003|-0.13040237|-0.008523199|0.043903904|-0.129276363|0.0|1|0.0108603019999999|-0.204674804|-0.084266433|-0.229679821|0.645146311|0.789844634|-0.223292257|-0.074207717|0.934648421|-0.054707287|-0.068971544|-29.38737046|4.658562801|7.723448142|0.065351579|-0.02566383|-19.90219786|64.83187221|-1.103544698|-15.7861518|41.80044861|34.04593326|502.0694817|5.617748211|9.817783823|0.747636856|4759.107832|95.55665364|16.76894569|0.008843828|721.0646647000001|453.1959065|4.750680627|0.0|1.0|1.0|3.23|3.25|0.32|17.0|-7.26|43.6|1.0|0.0|1.0|2.0|24.0|-5.55|338.83|1.0|3.82|-4.83|2.59e-05|0.00497|0.0|5.46e-08|1.85e-05|-0.04068|4.9636|3.78|4.4107|-1414.53151|-1414.50743|576.48|978.4|281.1|0.1728|493.89|0.50703|0.70121|-0.18531|5.2361|-0.22599|0.02408052|1228.0|5.9108|5.9108
