molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
11c_a5|1|0|2.930680267|0.0|0|0|0|1.427567332|-0.004590583|-0.050049777|2|0.027388889|-0.0859098|-0.224938556|0.005090155|10.94877953|1|0.005383056|-0.011677718|-0.018887528|-0.269653478|2|0.8020105409999999|0.030085871|0.658307423|0.80472351|-0.078909483|-0.0873419269999999|0.389427402|-47.99592739|10.85837291|31.61751609|0.19527649|118.7750305|4.089828494|-29.19305715|66.02857181|-19.63310772|58.854300300000006|0.448016491|2497.685314|489.4652669|-11.94164728|0.292960365|8.88462927|16.09582374|0.811648325|5202.741647999999|-549.3157749|523.8031619|12.90369209|1.0|1.0|1.0|1.0|2.96|2.14|0.09|-8.47|4.79|80.76|1.0|0.0|1.0|-4.13|28.0|5.0|-6.59|370.4|0.0|0.0|1.0|3.0|0.0294|2.78|0.0|3.4000000000000003e-09|1.26e-06|4.53|4.2087|-1218.492067|636.14|1071.71|294.59|0.5327|275.3|512.32|0.6267699999999999|0.2186|-0.1713299999999999|2.5278|0.03798847|25.0|7.6021|7.6021
14a_a10|0|0|0.0|0.0|1|2|2|1.3438495730000002|-0.002047597|0.0437538159999999|3|0.035660377|0.027446544|-0.147427016|0.011509975|10.92970798|1|0.012272222|-0.220250238|-0.344811314|-0.168193178|2|0.7348225290000001|-0.011977878|0.740051323|0.911549451|-0.044416218|-0.070610745|0.43555903|-32.23041637|9.840503082|67.52851799|0.088450549|64.18371923|134.15514270000003|-23.38784787|67.14248252|-13.76552695|42.07091945|0.469029865|3075.550631|661.4615097|-9.988888957|0.457984122|10.0292632|18.88856367|0.8833450959999999|6754.660977|-669.2555601|1003.968547|15.9041322|0.0|1.0|1.0|0.0|3.98|4.4|0.39|-8.18|4.16|59.31|1.0|0.0|1.0|-4.21|35.0|6.0|-6.82|468.59|0.0|1.0|0.0|3.43|0.00743|3.29|0.0|6.55e-09|3.07e-06|2.25|3802.0|-1489.655581|800.01|1380.89|326.1|0.2835|222.16|645.26|0.7047100000000001|0.0005|0.2422099999999999|3.1205|-0.14757681|74.0|7.1308|7.1308
1n_a5|1|0|2.91912867|0.0|0|0|0|1.427557749|-0.007315978|-0.0533837329999999|2|0.024388889|0.002508727|-0.3365350029999999|0.004367323|10.94528897|1|0.004754079|-0.00966135|-0.015850084|-0.393928416|2|0.77828693|-0.013686011|0.656280207|0.785210014|-0.082180848|-0.081950989|0.428980979|-47.1725036|13.27640087|63.58796786|0.214789986|123.2912732|55.29041202|-27.07741706|63.57058627|-17.50346525|60.44890447|0.483868192|2437.279452|450.71720610000006|-10.04713747|0.372248254|7.881746117|15.27080096|0.937489579|5101.31614|-432.02691110000006|467.1194103|16.53002342|1.0|1.0|1.0|1.0|2.88|2.67|0.05|-8.07|4.41|80.76|1.0|0.0|1.0|-4.27|27.0|5.0|-6.41|356.38|0.0|0.0|1.0|3.14|0.0234|2.91|0.0|8.43e-09|3.01e-06|4.19|4.3838|-1179.209088|607.15|1017.23|282.82|0.3789|282.82|481.06|0.44786|0.3789|-0.17092|0.6234|0.03956123|27.0|7.5686|7.5686
4S4k_a46|0|0|0.0|0.173180233|1|1|1|1.134637098|-0.0049602|-0.088084767|1|0.0510113959999999|-0.104665424|-0.252970193|0.006550513|10.94631314|1|0.006050983|0.008544799|0.012963356|-0.3860697829999999|1|0.7477594870000001|-0.003017362|0.784722915|0.891734458|-0.089589915|-0.0860536609999999|0.199356973|-47.49082053|4.1078333030000005|172.7607401|0.1082655419999999|57.39060501|0.0|-25.17446332|49.42345536|-16.15576699|51.59865384|0.461984953|2105.538282|472.7005375|-8.564028983|0.132090036|5.523352655|10.26616763|0.858684076|4719.2906570000005|-411.0733912|519.5743695|3.807172093|1.0|1.0|1.0|1.0|3.8|3.03|0.33|-6.61|4.26|50.94|1.0|0.0|1.0|-4.82|25.0|3.0|-5.46|333.43|0.0|1.0|1.0|3.79|0.0049299999999999|4.05|0.0|2.48e-07|8.28e-05|4.52|4.0774|-1053.441953|566.82|997.07|304.07|0.2623|234.58|487.43|0.67893|0.0654|-0.17396|2.2655|0.02628818|197.0|6.7055|6.7055
11d_a31|1|0|3.39688681|0.0|0|1|1|0.610136352|-0.017317263|-0.116385886|0|0.0388738739999999|0.016799834|-0.848545873|-0.009496378|10.31169874|2|-0.006496772|-0.096447723|-0.153894316|-0.574318121|0|0.822077662|-0.057505249|0.78396996|0.585212816|-0.134031221|-0.134048091|0.197166451|-82.05480081|21.07078977|296.2476128|0.414787184|253.9354598|91.25756269|-50.23449218|98.8237718|-24.97634343|103.1255906|0.4816588089999999|2532.447962|358.2711594|-15.29068277|0.318229459|7.885647873|15.21323794|0.929231204|5420.356537|-703.3714074|505.4234462|16.75864338|1.0|1.0|1.0|2.0|3.6|2.83|0.32|-6.23|5.43|125.57|1.0|0.0|1.0|-5.48|27.0|6.0|-6.4|385.44|0.0|0.0|1.0|3.34|0.0241|3.17|0.0|5.83e-07|0.000225|4.87|3.8009|-1598.7152199999998|650.64|1077.69|326.2|0.2642|326.2|551.86|703.0|0.2642|-0.15822|3.1919|0.04390452|0.03|7.5229|7.5229
16_a3|0|0|0.0|0.0|0|0|0|0.605020428|-0.010031024|-0.186717242|2|0.045993266|0.027762972|-0.371147877|-0.010377537|10.31163046|1|-0.008409607|0.0032314229999999|0.008045619|-0.614173961|2|0.767641592|-0.142670655|0.640070307|0.6974791290000001|-0.108919585|-0.100138414|0.252612735|-53.7971544|6.027544549|248.6415425|0.302520871|149.4199775|82.16042286|-26.57128935|56.56724056|-20.36587865|59.82469895|0.484889078|2184.788331|344.4962834|-10.05903863|0.1703181989999999|5.780331402000001|11.22152755|0.941329444|4733.033232|-342.00731349999995|328.71459869999995|7.107249553|1.0|1.0|1.0|1.0|3.13|2.59|0.0|-7.16|4.74|92.93|0.0|0.0|1.0|-4.98|23.0|4.0|-5.89|322.36|0.0|0.0|1.0|3.5|0.0104|3.35|0.0|6.97e-08|2.25e-05|3.19|3.2208|-1371.388717|520.28|856.09|384.94|0.3866|384.94|368.22|0.6944100000000001|0.3866|-0.13195|2.8688|0.02847445|42.0|7.3768|7.3768
17a_a25|0|0|0.0|0.0|1|0|0|1.373200859|-0.004137083|-0.036457743|2|0.043274232|-0.017081614|-0.248224991|0.0063846319999999|10.93106298|1|0.006423059|-0.047099434|-0.07654898|-0.362222339|2|0.748718056|0.168247187|0.659740852|0.874586929|-0.06234901|-0.079378741|0.348821736|-44.46905084|9.033070252|93.75234138|0.125413071|89.44809639|80.30332825|-31.71656603|67.57985355|-21.2306737|53.50212109|0.468791604|2907.309477|623.7797651000001|-15.142307999999998|0.244019498|8.996672966|16.93624014|0.882500365|6250.571217000001|-847.969248|781.7487682|10.96472369|1.0|1.0|1.0|1.0|3.48|3.47|0.11|-9.98|4.83|72.7|2.0|0.0|1.0|-5.12|33.0|4.0|-6.18|433.5|0.0|0.0|1.0|4.04|0.00323|3.9|0.0|1.05e-10|4.54e-08|6.04|3.9347|-1391.625102|747.06|1271.9|315.11|0.4076|235.34|598.67|0.6722|0.1735|-0.16304|3.4677|0.0362293|25.0|7.6021|7.6021
4_a18 (SD-208)|0|0|0.0|0.0|0|2|2|1.304335262|-0.012457606|-0.113324634|3|0.040864198|-0.020226647|-0.498304229|-0.018723101|10.95382003|0|-0.015153358|-0.15379315|-0.3630339729999999|-0.564165402|1|0.83508768|-0.058455902|0.721664823|0.77909674|-0.077885485|-0.099573708|0.115284206|-40.10670787|10.90456851|103.6318511|0.22090326|113.7529353|0.0|-20.652731600000003|69.63488061|-18.01551972|51.01127638|0.454067432|2395.526727|401.1916387|-9.276994128|0.397970979|6.239898178|11.42979655|0.831728055|5348.394288|-343.2487827|363.2306414|18.35993987|0.0|1.0|1.0|1.0|2.77|2.54|0.0|-8.15|3.54|76.48|1.0|0.0|1.0|-4.29|25.0|6.0|-6.31|352.75|0.0|0.0|1.0|3.11|0.0146|3.02|0.0|7.06e-09|2.49e-06|2.58|3.2777|-1542.296276|537.47|895.83|378.26|0.2761|239.56|396.17|0.69028|0.2316|-0.13588|3.4629|0.0199445|0.08|7.0969|7.0969
12as_a36|1|0|3.447017327|0.0|0|2|2|1.297043209|-0.007672841|-0.073735973|2|0.041728395|0.096454203|-0.452697599|0.000584134|10.95347588|1|0.0018565629999999|-0.098698552|-0.166354116|-0.4358775279999999|1|0.817372883|-0.0389138329999999|0.770400825|0.77043791|-0.082748367|-0.109492809|0.291030086|-55.75872553|12.95780416|88.17694537|0.22956209|154.6869148|0.0|-37.57216725|85.53474971|-25.48765709|68.71652969|0.454761514|2904.092809|519.1478419|-17.17446921|0.231874606|8.768282531|16.08155469|0.834059821|6224.698969|-944.5958066|716.9974499|11.75468972|1.0|0.0|0.0|2.0|4.86|0.0|0.17|-6.89|3.16|86.27|1.0|0.0|1.0|-3.81|32.0|5.0|-7.21|423.47|0.0|0.0|0.0|1.84|0.0476|2.36|0.0|1.29e-07|5.4600000000000006e-05|4.84|3851.0|-1385.601917|712.04|1207.35|321.96|0.5902|274.29|568.52|0.68211|0.2402|-0.1563|4.8580000000000005|0.03674596|59.0|7.2291|7.2291
13b_a50|0|1|0.0|0.0|2|2|2|1.267593379|-0.003876697|0.010464577|2|0.032833333|-0.0204949039999999|-0.263615417|0.010435712|10.94500743|2|0.011379776|-0.173463805|-0.269353185|-0.319215353|1|0.788327682|-0.041506802|0.71935296|0.906164013|-0.051509874|-0.080785633|0.435064196|-36.81915624|14.22401427|104.0753113|0.093835987|67.07377798|150.45293569999998|-26.31826007|70.09526468|-19.24847021|51.04317051|0.4321103879999999|3036.874979|647.7242444|-13.75876844|0.299589696|9.514897025|16.75483549|0.7609056040000001|6639.077063000001|-866.8024118999999|900.2031356000001|12.34985404|1.0|1.0|1.0|0.0|4.78|4.17|0.37|-7.23|4.24|66.99|2.0|0.0|1.0|-5.02|34.0|5.0|-6.3|455.55|0.0|0.0|0.0|3.99|0.00361|3.91|0.0|5.87e-08|2.68e-05|3.63|4.1161|-1470.401544|780.4|1339.39|301.22|0.1589|293.0|617.26|0.63872|0.1553|-0.1701599999999999|5.5271|0.03156473|1.83|5.7375|5.7375
14f_a23|0|1|0.0|0.0|2|0|0|1.197963246|-0.006791105|-0.027380305|2|0.04255787|0.056215377|-0.373510774|0.010561248|10.3132176|2|0.010508236|-0.110069159|-0.199540201|-0.399688849|2|0.796412133|0.070514687|0.71381683|0.894162392|-0.059927056|-0.084419703|0.2096108239999999|-40.51498423|18.34483401|96.47955427|0.105837608|71.55380685|96.60179161|-27.39103254|74.08536976|-21.26277654|58.85981824|0.478733036|3014.916135|604.5178506|-14.37516058|0.334221706|8.124287407|15.58565565|0.918402793|6768.918745|-733.1331894|683.7405759|17.01160115|0.0|0.0|1.0|1.0|3.57|3.61|0.09|-7.51|3.42|114.25|2.0|1.0|1.0|-5.63|32.0|5.0|-6.47|441.51|0.0|0.0|0.0|3.46|0.0042299999999999|3.55|0.0|3.11e-08|1.3699999999999998e-05|3.23|3.5753|-1744.452086|711.98|1210.19|346.78|0.2462|213.09|572.35|0.6733399999999999|0.1699|-0.1458|6.3534|0.02255331|2.0|8.6459|8.6459
12ap_a36|1|0|3.4417292610000003|0.0|0|2|2|1.2970441659999998|-0.007719624|-0.010732275|2|0.042739018|0.066185994|-0.424579308|-0.000143196|10.95430638|1|0.001194592|-0.098598933|-0.175397741|-0.436880644|1|0.832758813|-0.025198947|0.8212311840000001|0.830587483|-0.082622504|-0.106173763|0.27547717|-54.21070432|14.26936622|82.56761031|0.1694125169999999|111.1558165|0.0|-35.56900768|83.16347311|-24.58703954|68.48007054|0.464588|2843.18721|544.9693552|-16.13217554|0.262148114|8.766216204|16.37284224|0.86772056|6003.481614|-822.7409526|642.3830552000001|13.50019441|1.0|0.0|0.0|2.0|4.78|0.0|0.13|-6.66|2.75|92.99|1.0|0.0|1.0|-3.99|31.0|5.0|-7.08|406.44|0.0|0.0|0.0|1.66|0.0458|2.4|0.0|2.21e-07|8.97e-05|2.98|3.8801|-1325.199863|691.41|1160.79|319.54|0.8819|252.39|553.28|0.6929|0.3982|-0.15704|7.0249|0.04039655|32.0|7.4949|7.4949
15c_a10|0|0|0.0|0.0|1|2|2|1.343850105|-0.002218445|0.040869377|3|0.034807692|-0.06400528|-0.153072705|0.01143745|10.92970798|1|0.012271987|-0.226679901|-0.35845963|-0.1742732839999999|2|0.7351096359999999|-0.03167553|0.733973277|0.904458517|-0.046967376|-0.072537853|0.418835517|-32.5870313|10.2013281|65.41494073|0.095541483|66.28884934|136.2098503|-22.60962187|66.5866765|-13.36848349|42.7883594|0.449308156|3012.018586|627.5338454|-9.275357237|0.471771585|8.639636218|15.6886947|0.8158976029999999|6673.826433|-593.6228632|924.9341455|16.25826809|0.0|1.0|1.0|0.0|3.85|4.09|0.37|-7.79|3.77|59.31|1.0|0.0|1.0|-3.85|34.0|6.0|-6.99|454.57|0.0|1.0|0.0|3.1|0.0122|2.94|0.0|1.6100000000000002e-08|7.3e-06|2.2|3.6709|-1450.241475|762.21|1318.35|337.75|0.3939999999999999|221.75|595.63|0.70511|0.0|-0.14739|2.4256|-0.25919486|0.1|7.0|7.0
17a_a22|0|0|0.0|0.0|1|0|0|1.2689202|-0.005149751|-0.092107225|2|0.043274232|-0.054347074|-0.314134834|0.00220634|10.94643739|1|0.0027615779999999|-0.076790454|-0.126659773|-0.3626566539999999|2|0.7562495659999999|0.155547571|0.7994946709999999|0.8594770140000001|-0.072161482|-0.08790445|0.345497724|-49.30541729|9.597299109|286.3611391|0.140522986|96.01444244|0.0|-33.68866751|73.26110471|-21.07439877|58.9027164|0.485943988|2910.035347|587.2505892999999|-14.39939974|0.289041025|8.549622191000001|16.63169381|0.945313306|6343.687177000001|-820.7657853999999|784.2697099|13.19906822|1.0|1.0|1.0|1.0|4.02|-3.24|0.15|-9.13|3.93|68.52|2.0|1.0|1.0|-4.75|33.0|5.0|-6.39|435.5|0.0|1.0|0.0|2.25|0.00473|3.62|0.0|7.41e-10|3.23e-07|5.13|1.3971|-1408.300966|731.19|1253.39|887.46|185.0|255.63|577.52|0.71303|0.0085|-0.06214|3.0156|0.02170866|82.0|7.0862|7.0862
13m_a6|1|0|3.415695704|0.0|0|0|0|1.429020166|-0.010840005|-0.135152403|2|0.0446875|0.021526267|-0.628720289|-0.0093684169999999|10.9505335|1|-0.00687003|-0.068956229|-0.118693789|-0.568024162|2|0.7767360059999999|0.156982046|0.82642394|0.715612461|-0.0989137669999999|-0.107644789|0.429009107|-68.97140339|12.95736535|91.22689385|0.2843875389999999|198.3000783|95.67846949|-48.09294654|89.65257305|-26.40980394|81.92876874|0.48094941|2951.567781|498.9881336|-18.41524497|0.263701|8.435961541000001|16.2526769|0.926594475|6412.592679|-994.4232282|724.3873672999999|14.59313027|1.0|1.0|1.0|3.0|3.59|2.18|0.08|-9.67|4.19|122.47|1.0|0.0|1.0|-4.64|33.0|5.0|-7.23|435.48|0.0|0.0|1.0|2.67|0.0228|2.43|0.0|2.1499999999999998e-10|9.35e-08|4.27|3.3359|-1423.762467|726.28|1231.54|371.67|275.0|316.88|546.69|0.64753|0.1924|-0.13817|4.2913|0.04955777|0.01|8.0|8.0
20a_a10|0|0|0.0|0.0|1|1|1|1.343837243|-0.0034618129999999|0.049376168|2|0.036415094|-0.035536682|-0.197323337|0.008214031|10.9296614|1|0.008297595|-0.049146504|-0.081587712|-0.281099208|2|0.755429696|0.036092601|0.63495222|0.913681336|-0.066386563|-0.072821454|0.591835899|-43.19189039|8.860330345|66.52185003|0.086318664|56.1599532|47.01787447|-28.10115947|58.1398225|-18.22250274|52.05222074|0.452402751|2998.608651|594.4519837|-11.8557778|0.266548108|8.419180593|15.37476788|0.826159649|6729.996773999999|-616.5004457|719.5272609|10.76131538|1.0|0.0|1.0|0.0|3.48|3.63|0.11|-9.44|5.06|76.62|2.0|0.0|1.0|-5.68|33.0|5.0|-5.82|429.47|0.0|0.0|1.0|4.27|0.0011|4.36|0.0|3.61e-10|1.55e-07|3.98|3.8312|-1389.164302|696.63|1200.92|323.62|0.2738|259.16|524.02|0.6864600000000001|107.0|-0.1613099999999999|2.9429|0.03217287|1.2|5.9208|5.9208
12e_a40|0|0|0.0|0.0|1|0|0|0.604990524|-0.015461694|-0.262526337|0|0.04020202|0.174870826|-0.556620974|-0.013162335|10.31197242|2|-0.014780739|0.103406816|0.172778196|-0.520457262|0|0.788800541|0.047011204|0.8096582170000001|0.7798787840000001|-0.132226452|-0.122830115|0.284429447|-71.78145688|8.195398107|206.0119599|0.220121216|119.4966772|0.0|-38.96782748|78.14505956|-26.26807189|79.97685498|0.491465612|2391.0322170000004|423.3709264|-14.26008524|0.209181178|8.014314957|15.75963228|0.966435355|5478.52313|-470.5828129|348.3847394|11.46456937|1.0|0.0|0.0|2.0|3.27|3.05|0.0|-6.04|4.34|98.89|2.0|0.0|1.0|-6.53|24.0|4.0|-5.26|378.23|0.0|0.0|1.0|3.98|0.00086|4.72|0.0|9.14e-07|0.000346|4.66|3.0253|-2248.276958|552.91|918.38|409.82|0.4494|286.76|445.12|0.70157|284.0|-0.12616|2.5946|0.03272669|1.17|5.9318|5.9318
12_a47|1|1|2.903215905|0.0|0|0|0|1.304330736|-0.005522244|-0.078935336|2|0.036632997|0.001435849|-0.209845277|-0.0047488359999999|10.95005729|1|-0.004332024|-0.006318684|-0.015039637|-0.326846977|2|0.8288334490000001|0.055943216|0.618808977|0.7840710409999999|-0.084846808|-0.091853238|0.266995634|-44.18983348|9.382250925|63.89392714|0.2159289589999999|112.4599133|0.0|-23.01490672|61.09751253|-17.76874008|53.5720844|0.4792593739999999|2266.78114|408.3591283|-9.25429818|0.319276179|7.042279354|13.52358352|0.920341815|4816.005822|-323.9004363|335.1175012|13.25859692|1.0|1.0|1.0|2.0|2.73|1.67|0.0|-8.11|4.19|66.49|0.0|0.0|1.0|-4.51|24.0|4.0|-5.94|339.75|0.0|1.0|1.0|3.37|0.00943|3.43|0.0|7.69e-09|2.61e-06|3.01|3.9538|-1488.101254|537.79|886.46|313.58|0.2306|288.96|400.09|0.68557|0.2241|-0.1633|2.1019|0.03721125|6.0|8.2|8.2
47i_a18|0|0|0.0|0.0|0|1|1|1.251177255|-0.006882626|-0.066917145|0|0.037484277|-0.037689885|-0.440488042|-0.000919158|10.94702091|0|0.000427479|-0.106018078|-0.162274487|-0.499939719|0|0.744472118|-0.064085904|0.727767462|0.8030751740000001|-0.0780255879999999|-0.089609068|0.279553995|-54.34379065|6.787641686000001|72.81110823|0.196924826|137.1555392|82.81385171|-37.84973202|68.954317|-24.55535669|61.13143233|0.487446923|2795.907966|559.3312455|-17.10248143|0.139131409|9.573882864|18.67881257|0.951017454|6353.6617320000005|-1043.251367|855.7438937000001|6.542785417999999|1.0|1.0|1.0|3.0|4.05|0.0|0.22|-8.98|3.28|85.29|3.0|1.0|1.0|-5.18|33.0|3.0|-6.36|440.54|0.0|0.0|1.0|2.5|0.00735|3.7|0.0|1.04e-09|4.6e-07|7.37|3.2321|-1416.260696|744.95|1297.7|383.61|0.5085|383.61|664.78|0.69175|0.5085|-0.13237|2.7749|0.02671774|19.0|7.7212|7.7212
3d_a49|0|0|0.0|0.0|1|1|1|0.406515615|-0.003398408|-0.3456333889999999|2|0.036335697|-0.087308534|-0.173318804|-0.00918253|10.35020259|1|-0.004253844|-0.075636705|-0.129666234|-0.202380888|2|0.808676284|0.01450704|0.846953747|0.733071652|-0.099295364|-0.094384452|0.464410121|-57.52001036|5.561916586000001|137.78978830000003|0.266928348|154.6267696|0.0|-33.32030276|65.59130031|-20.93944137|63.08192694|0.486368221|2809.9605100000003|424.6551631|-12.12984007|0.243377955|6.612715522999999|12.87442833|0.946920034|6018.145364|-570.1024832|549.3593871|10.91609228|1.0|0.0|1.0|3.0|3.29|0.0|0.15|-6.15|0.72|121.39|1.0|0.0|1.0|-5.19|28.0|5.0|-6.58|392.45|0.0|0.0|1.0|1.85|0.0142|2.98|0.0|7.1e-07|0.000278|4.02|3.8907|-1594.595995|615.3|1044.19|318.67|0.2899|239.15|455.47|0.67215|0.0931|-0.16147|2184.0|0.04373784|2.34|5.6308|5.6308
7_a27|0|0|0.0|0.0|2|0|0|1.40247849|-0.00601016|-0.050197188|2|0.049625|-0.133453335|-0.288487667|0.010291744|10.93773474|1|0.010596392|-0.19575909|-0.323631281|-0.500327496|2|0.801251575|0.147753647|0.62067794|0.85111414|-0.060745542|-0.084531496|0.358145768|-34.09779211|8.475438874|10.66993367|0.14888586|83.57286704|60.73467304|-19.13983132|55.55559276|-16.87088515|42.57323098|0.466714317|2334.058688|477.7488532|-9.469994277|0.236435287|6.446345598|12.087978|0.875167537|5082.120742|-426.1497425|479.0078184|8.106228264|1.0|0.0|1.0|0.0|3.24|3.41|0.2|-6.61|3.32|65.6|0.0|0.0|1.0|-4.06|26.0|4.0|-6.26|345.4|0.0|1.0|1.0|3.14|18.0|3.02|0.0|2.43e-07|8.4e-05|5.37|4.1205|-1122.455548|606.74|1016.96|300.9|0.4179|300.9|505.5|0.61278|0.4179|-0.16734|4.2487|0.02179141|1.0|9.0|9.0
4f_a46|0|0|0.0|0.2096617139999999|1|1|1|1.134637108|-0.001035775|-0.001868546|2|0.045958333|-0.099507167|-0.053860324|0.012332859|10.96352592|1|0.011806162|-0.079238184|-0.123416853|-0.150189733|2|0.74106323|-0.2076648489999999|0.69830739|0.934973206|-0.055836642|-0.0674830959999999|0.296072934|-30.29079362|4.738551282|7.730129301|0.065026794|35.27635517|56.50645576|-16.43243843|42.21890747|-11.95391778|35.0293449|0.424708366|2103.214727|507.213176|-6.484875252999999|0.240157725|5.654067072999999|9.828175385|0.7382488140000001|4661.569032|-317.7588874|538.4165208|5.6100342670000005|1.0|1.0|1.0|0.0|3.88|3.16|0.38|-7.21|4.56|43.6|1.0|0.0|1.0|-4.38|25.0|3.0|-5.65|332.44|0.0|1.0|1.0|3.76|0.00872|3.77|0.0|6.12e-08|2.04e-05|3.87|4548.0|-1033.550809|591.51|1020.33|272.61|0.1719|272.61|493.53|0.69208|0.1719|-0.19079|3.2783|0.02238723|183.0|6.7375|6.7375
5_a27|0|0|0.0|0.0|2|0|0|1.4026035369999998|-0.0063562359999999|-0.068518519|2|0.048947368|-0.149034787|-0.286030638|0.00991794|10.93772408|1|0.010329671|-0.2030237389999999|-0.341622797|-0.4982037479999999|2|0.760083119|0.180356685|0.614205449|0.8531787759999999|-0.055979434|-0.085078576|0.333977277|-29.50048722|8.936508815|10.48961936|0.146821224|77.37301579999999|56.35994804|-15.54640123|53.51978325|-16.01263727|38.43699603|0.439066197|2273.906133|449.6149323|-8.438466859|0.258518528|6.160679036|10.98289851|0.7827415529999999|4943.51602|-354.41560810000004|424.8821143|8.684398894|0.0|0.0|1.0|0.0|3.07|3.11|0.16|-6.22|2.94|65.6|0.0|0.0|1.0|-3.61|25.0|4.0|-6.49|331.37|0.0|1.0|1.0|2.82|0.0324|2.58|0.0|6.04e-07|0.0002|4.9|4.0989|-1083.143246|566.68|955.22|302.48|0.2448|302.48|463.87|0.64548|0.2448|-0.16952|2.3781|0.01903872|3.0|8.5229|8.5229
9_a3|0|0|0.0|0.0|0|0|0|0.605017128|-0.007847313|-0.100592457|1|0.034166667|-0.126542538|-0.298197887|-0.004918099|10.31162238|1|-0.003863265|0.083014843|0.141996379|-0.614170287|1|0.6729843740000001|-0.260349706|0.865283439|0.84649775|-0.095161413|-0.083555008|0.506753484|-44.74600478|3.469130065|223.4501605|0.15350225|72.17854599|72.50764604|-21.04009269|43.50933802|-17.96047462|48.21513485|0.413418346|2017.0704920000005|398.0331029|-8.445224386|0.1131403219999999|5.004834198999999|8.532203772|0.704792493|4430.929894|-295.5828535|349.6957191|4.220799781|1.0|1.0|1.0|1.0|3.1|2.44|0.0|-7.26|4.9|80.04|1.0|0.0|1.0|-5.53|22.0|2.0|-5.21|303.38|0.0|0.0|1.0|3.7|0.00379|4.14|0.0|5.5e-08|1.67e-05|3.28|3.7356|-1256.087705|512.44|857.36|331.9|0.2069|213.09|350.27|0.6724600000000001|0.1127|-0.15834|2.0863|0.0242342|10965.0|4.96|4.96
12a_a30|0|0|0.0|0.0|0|2|2|0.604984824|-0.006711725|-0.02919335|2|0.040166667|-0.096804291|-0.3557214489999999|0.005050384|10.31162903|1|0.005458948|-0.053309522|-0.094526372|-0.454270252|1|0.7885597609999999|-0.031179517|0.7961424690000001|0.836214716|-0.07699057|-0.097138462|0.337975309|-47.73588073|10.10177981|85.47365107|0.163785284|101.5505506|0.0|-29.59731695|69.45678454|-23.35372432|57.83766054|0.469799116|2722.217443|518.4718832|-14.47983299|0.194809798|7.362386058999999|13.88603128|0.88607758|5936.682602000001|-709.5118166|620.9195447000001|9.228758655|1.0|0.0|0.0|1.0|4.65|0.0|0.14|-6.64|3.84|81.65|2.0|0.0|1.0|-5.28|29.0|4.0|-5.98|398.48|0.0|0.0|0.0|2.63|0.0056|3.87|0.0|2.3100000000000002e-07|9.21e-05|3.82|3.4885|-1575.7783980000002|668.81|1122.01|355.41|0.1866|245.76|507.17|0.68599|0.1511|-0.1481|4.1875|0.03289568|11.0|7.9469|7.9469
