molecula|PNSA2|Wavelength (HOMO-LUMO transition) (nm)|Veber filter|Class [Log S (SILICOS-IT)]|Contribuition (max. transition)|Log S (Ali)|heavy_atom_count|GeomRadius|WNSA2|FNSA5|Gibbs Free Energy|AATSC1c|CYP2D6 inhibitor|MATS7i|P-gp substrate|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest_Unoccupied_Molecular_Orbital_Energy|AATSC1pe|pIC50
2_a1|-422.0435297|303.31|0.0|1.0|0.7007899999999999|-3.06|21.0|5.2823820260000005|-192.096651|-0.077270452|-920.123726|-0.004621682|1.0|-0.1056298369999999|1.0|0.000185|-0.02966|0.003205156|5.2366
21_a12|-705.2078018999999|310.18|0.0|1.0|0.59386|-3.82|23.0|5.891343219|-354.8766794|-0.100098765|-1327.397348|-0.008833375|1.0|-0.213225401|0.0|5.3200000000000006e-05|-0.0546899999999999|-0.001825446|7.6576
3g_a32|-708.2039051|349.68|0.0|1.0|0.70275|-7.09|24.0|5.917878616|-392.4367329|-0.098311343|-1711.919273|-0.006258272|0.0|-0.058985916|1.0|1.8e-05|-0.0535|0.002565215|7.8539
3b_a12|-691.6596323|328.51|0.0|1.0|0.53738|-4.26|24.0|6.6333156660000006|-360.6028438|-0.088443201|-1410.8759220000002|-0.007916598|1.0|-0.1215705419999999|0.0|2.63e-06|-0.07091|-0.003019113|7.3098
18a_a25|-1088.538099|390.98|0.0|1.0|0.2834|-6.33|32.0|7.39539242|-721.7084848|-0.078181889|-1675.04368|-0.0029953159999999|1.0|0.062229409|1.0|7.28e-08|-0.05591|0.007325341|7.0269
1g_a5|-598.211184|297.09|0.0|1.0|0.4386899999999999|-4.03|25.0|7.312498266|-320.82484500000004|-0.074361785|-1065.727193|-0.003919036|1.0|-0.011534568|1.0|2.36e-06|-0.0393|0.006957291|6.9393
17b_a6|-1361.36499|413.78|0.0|1.0|0.69615|-5.81|31.0|8.974770742|-893.2853154999999|-0.109195656|-1349.892156|-0.01272079|1.0|0.139594234|1.0|4e-07|-0.05736|-0.00194781|6.8153
14q_a23|-1389.433443|340.33|1.0|1.0|0.5949|-5.21|33.0|8.732265278|-953.9181308|-0.096370719|-1798.433122|-0.0101981219999999|0.0|0.064903564|1.0|5.03e-05|-0.08159|0.002496501|7.8069
12h_a40|-676.8587047999999|469.0|0.0|1.0|0.6503899999999999|-6.25|23.0|7.989299324|-357.8405665|-0.091448888|-2153.123274|-0.008044548|0.0|0.208938531|1.0|5.2e-05|-0.07512|-0.002126898|6.0846
21b_a23|-1223.442332|342.15|0.0|1.0|0.57848|-6.1|33.0|8.773746105|-857.6679716|-0.083105261|-1761.294175|-0.005936474|0.0|0.057405955|1.0|6.45e-06|-0.08401|0.009872313|7.0691
13d_a6|-1432.613867|341.57|0.0|1.0|0.58381|-5.95|32.0|9.086171078|-975.5161277|-0.110731261|-1389.188211|-0.010665225|1.0|0.077158715|1.0|1.68e-07|-0.05252|-0.000899678|6.4437
35_a18|-1675.875389|385.69|0.0|1.0|0.69279|-6.06|36.0|9.184536969|-1235.110287|-0.084219749|-1532.627182|-0.00622005|1.0|-0.069149293|1.0|1.35e-07|-0.04879|0.00113101|7.6198
12bd_a36|-1313.035977|349.84|0.0|1.0|0.69411|-4.54|31.0|8.050812711|-866.7115819|-0.099460046|-1311.352257|-0.006695407|0.0|0.025649557|1.0|1.86e-05|-0.05236|0.0045625|7.7696
3_a3|-495.58367360000005|370.38|0.0|1.0|0.29441|-5.48|21.0|5.025797436|-225.9941764|-0.098797066|-1592.839065|-0.010040064|1.0|-0.015653979|1.0|0.000218|-0.0637|-0.006362643|5.93
18_a4|-635.0681172000001|294.88|0.0|2.0|0.52475|-2.95|23.0|6.133421395|-313.3082699|-0.085817825|-1033.398285|-0.004533883|1.0|0.049240675|1.0|0.0009109999999999|-0.03538|0.00042|5.5817
8_a15|-828.9085544|331.28|0.0|1.0|0.5128|-5.25|27.0|6.093505548|-484.0283816000001|-0.118293578|-1223.523393|-0.009853404|1.0|0.155304204|0.0|9.86e-06|-0.02723|0.003160815|6.9666
5f_a40|-608.163404|405.03|0.0|3.0|0.56507|-3.97|20.0|5.780627322000001|-280.9807494|-0.10969397|-1232.898044|-0.008387329|0.0|-0.085493191|1.0|0.0587|-0.06227|0.000706205|6.9508
13d_a5 (GW788388)|-1061.602956|297.28|0.0|1.0|0.42515|-4.35|32.0|8.077599766|-702.1345259999999|-0.0844793|-1390.355751|-0.005668173|1.0|-0.092509033|1.0|6.16e-07|-0.05542|0.003668464|7.7447
6_a3|-640.0421597|365.05|0.0|1.0|0.3369|-5.44|23.0|5.498222293|-319.3685142|-0.098669224|-1731.6508010000002|-0.008934536|1.0|-0.025021661|1.0|1.11e-05|-0.06529|-0.006696449|5.7501
16b_a23|-1349.923395|772.92|0.0|1.0|0.95419|-6.19|36.0|9.472884487|-1000.346801|-0.07920267|-1877.335869|-0.005139233|0.0|0.054655144|1.0|2.26e-05|-0.07352|0.011266252|7.0191
7l_a46|-424.8156159|272.71|0.0|1.0|0.68834|-3.18|22.0|5.273701985|-204.9507309|-0.06289606|-915.493986|-0.00090473|1.0|-0.203375108|1.0|0.000151|-0.03324|0.0125870169999999|5.7122
14y_a23|-1114.8134599999998|340.49|0.0|1.0|0.61338|-6.77|32.0|8.213390641|-770.8467102999999|-0.080613242|-2548.953933|-0.005875443|0.0|0.041892637|0.0|1.29e-06|-0.08374|0.007229683|8.4225
12au_a36|-1587.1201529999998|334.15|0.0|1.0|0.58518|-3.85|34.0|8.963940512999999|-1141.803508|-0.110305773|-1875.960827|-0.009897048|0.0|0.075815782|1.0|6.45e-05|-0.0570899999999999|-0.001160331|7.3279
12l_a36|-1263.1838810000002|321.05|0.0|1.0|0.6925|-4.57|31.0|7.471134223|-822.2019402000001|-0.107815735|-1325.0137550000002|-0.0076430169999999|0.0|0.128666217|1.0|8.97e-05|-0.0510399999999999|0.001194592|7.699
13_a12|-634.6992622|315.25|0.0|1.0|0.6622399999999999|-4.26|21.0|6.06407675|-311.13163480000003|-0.092483398|-876.258343|-0.0069874069999999|1.0|-0.21832579|0.0|2.01e-05|-0.04445|0.002279068|7.0315
7_a15|-676.5837204|330.67|0.0|1.0|0.64652|-4.83|26.0|6.01738192|-375.5215702|-0.110819329|-1184.224637|-0.010310394|1.0|0.145944639|0.0|2.26e-05|-0.0284899999999999|0.002150323|6.644
12k_a36|-1342.974009|338.46|0.0|1.0|0.5249199999999999|-4.58|31.0|7.241602627000001|-884.5687799000001|-0.101946803|-1310.134752|-0.0071232019999999|0.0|0.096315593|1.0|3.94e-05|-0.0497|0.003724542|7.8539
34_a47|-698.8490993|318.79|0.0|1.0|0.6602399999999999|-3.57|26.0|7.066583143|-387.0041342|-0.090141168|-1162.33788|-0.004157676|1.0|-0.094313757|1.0|1.17e-05|-0.0545|0.0047106|8.7
4a_a49|-916.0977468|327.34|0.0|1.0|0.35731|-3.28|30.0|7.934892916|-561.8605190000001|-0.087863033|-1312.98289|-0.006602016|1.0|-0.080255074|1.0|1.74e-05|-0.06461|0.000660956|7.4949
2_a20 (SB-505124)|-968.3950117|340.58|0.0|1.0|0.69947|-5.24|25.0|5.952040367|-532.854802|-0.117328885|-1089.201587|-0.010175551|1.0|0.013612077|1.0|2.03e-05|-0.03717|0.003789399|6.7721
3i_a32|-776.4518766|340.43|0.0|1.0|0.70322|-6.27|24.0|5.826629089|-409.3669403|-0.1132851459999999|-1891.790935|-0.012358668|0.0|-0.21362765|1.0|4.01e-05|-0.06518|-0.0106761939999999|8.2366
7_a3|-620.4671695000001|360.06|0.0|1.0|0.3456|-5.44|23.0|5.198046584|-307.0424158|-0.096448591|-1731.651178|-0.008855374|1.0|-0.047419994|1.0|1.11e-05|-0.0640299999999999|-0.006696449|5.9901
13_a15|-1237.326456|482.03|0.0|1.0|0.63827|-6.32|34.0|5.21465994|-780.6841766|-0.098053528|-1450.462642|-0.006348913|1.0|-0.006938727|0.0|5.7e-07|-0.03946|0.003766915|8.2218
12ae_a36|-1574.220407|320.67|0.0|1.0|0.40141|-3.85|34.0|8.676756505|-1172.836017|-0.105648609|-1875.963244|-0.009867085|0.0|0.087069205|1.0|6.45e-05|-0.0548899999999999|-0.001160331|7.8239
9d_a31|-1222.994263|322.22|0.0|1.0|0.7006899999999999|-5.61|29.0|9.436176796|-833.8375571|-0.11958484|-1657.245966|-0.012442213|1.0|-0.057650507|1.0|9.69e-06|-0.03457|0.000127275|6.2218
10_a4|-781.5450965|340.01|0.0|1.0|0.4662|-4.66|28.0|5.759414166|-452.3357957|-0.079432495|-1183.602045|-0.002959121|1.0|0.00941601|1.0|3.15e-06|-0.04689|0.011142889|7.0555
31_a47|-1049.01504|340.91|0.0|1.0|0.68276|-4.59|29.0|8.214180216|-650.7084581|-0.1056956209999999|-1735.284957|-0.00869363|1.0|-0.086842911|1.0|9.95e-06|-0.0532|-0.006265667|7.8
14f_a23|-1084.401604|346.78|0.0|1.0|0.60917|-5.63|32.0|8.124287407|-733.1331894|-0.084419703|-1744.2443850000002|-0.006791105|0.0|0.056215377|1.0|1.3699999999999998e-05|-0.07163|0.010508236|8.6459
23_a10|-1179.402562|325.98|0.0|1.0|0.67647|-5.38|35.0|8.755988318|-835.377049|-0.072395864|-1469.902562|-0.00264793|1.0|-0.031558374|1.0|6.66e-08|-53.0|0.010662507|6.1249
6_a4|-671.9833521|307.24|0.0|1.0|0.60542|-4.91|27.0|5.758624844|-374.340411|-0.0670158929999999|-1108.392115|-0.001221193|1.0|0.042096749|1.0|3.67e-06|-0.04867|0.01098094|5.8861
4_a3|-656.8810472|356.58|0.0|1.0|0.3809|-5.69|23.0|5.05182773|-312.2830359|-0.098695428|-1355.239905|-0.008561428|1.0|-0.08769805|1.0|9.48e-06|-0.0584299999999999|-0.007022144|5.9
14_a4|-452.4746139|293.02|0.0|2.0|0.53298|-3.4|21.0|5.304461808|-205.7538638|-0.071074269|-918.896242|-0.001935612|0.0|-0.0135414919999999|1.0|0.000539|-0.03639|0.008943549|5.8794
4o_a46|-576.535307|286.64|0.0|1.0|0.6843|-4.91|26.0|5.527567399|-316.1788552|-0.06570509|-1070.276387|-0.000627744|0.0|-0.2363624889999999|1.0|1.88e-05|-0.04627|0.010144781|6.7905
47u_a18|-1415.216039|397.57|0.0|1.0|0.69143|-5.69|34.0|9.18142206|-986.6355633|-0.092271172|-1509.839543|-0.010219187|0.0|0.008108241|1.0|2.89e-06|-0.06392|0.00082284|5.7055
5b_a50|-435.0258302|308.25|0.0|2.0|0.4270899999999999|-3.48|24.0|5.543302677000001|-221.0035589|-0.061164973|-990.487545|-0.00141071|1.0|-0.052494624|1.0|0.0004269999999999|-0.0256899999999999|0.012290091|4.9126
19l_a38|-1307.13389|369.66|0.0|1.0|0.69413|-4.94|32.0|6.568874137999999|-846.9234048000001|-0.100870929|-1409.37001|-0.007360265|0.0|0.103904811|1.0|2.25e-05|-0.0603299999999999|0.000347207|7.8633
5a_a40|-483.24038600000006|326.96|0.0|2.0|0.69499|-4.13|19.0|5.507689573|-213.8673835|-0.090991462|-1177.555706|-0.004609716|0.0|-0.108428634|0.0|0.0241|-0.0657799999999999|0.010425818|7.0915
12f_a30|-1690.743686|351.25|0.0|1.0|0.32483|-6.7|34.0|8.366190175|-1192.793275|-0.108935062|-1987.848015|-0.015345198|0.0|0.1468972409999999|1.0|3.19e-05|-0.05464|-0.004395528|7.7144
27_a47|-966.6860481|325.21|0.0|1.0|0.40976|-4.81|31.0|7.083168776|-618.7741154|-0.079484997|-1777.891054|-0.003631596|1.0|-0.067535989|1.0|6.55e-07|-0.05814|0.002350172|5.6
3a_a12|-666.453375|332.36|0.0|1.0|-0.34688|-3.6|23.0|5.924949067000001|-326.0954285|-0.090803706|-951.264072|-0.007671441|1.0|-0.1231529169999999|0.0|9.33e-06|-0.06829|-0.001011111|6.7122
17a_a10|-1052.3164359999998|310.84|0.0|1.0|0.32889|-3.68|35.0|8.621193279|-743.9958084|-0.082689376|-1524.252023|-0.004333189|1.0|-0.082914437|1.0|2.22e-05|-0.04641|0.01029375|7.3098
3j_a32|-605.5327007000001|354.42|0.0|1.0|0.7028|-5.92|23.0|5.900829539|-321.5956102|-0.095013178|-1671.402462|-0.006580847|1.0|-0.029763115|1.0|6.86e-05|-0.05361|0.001173363|8.0969
17_a3|-684.3617224|386.22|0.0|1.0|0.69481|-5.53|23.0|6.2477303310000005|-348.2299886|-0.096067661|-1731.663157|-0.009450704|1.0|-0.015463451|1.0|1.11e-05|-0.0720399999999999|-0.006696449|7.6383
5a_a50|-521.9610361|308.73|0.0|1.0|0.39948|-3.89|25.0|5.892775027000001|-278.5298849|-0.065209836|-1029.786489|-0.00148647|0.0|0.017227585|1.0|0.000186|-0.02487|0.01228899|5.3872
12e_a31|-1519.288866|322.95|0.0|1.0|0.55114|-6.66|33.0|10.24381236|-1104.858464|-0.1099563869999999|-1809.650069|-0.011519192|1.0|0.0113193469999999|1.0|2.27e-07|-0.03445|-0.000231353|6.7696
47a_a18|-2198.494121|388.09|1.0|1.0|0.69508|-6.74|39.0|10.20255289|-1802.576619|-0.099310031|-2098.359766|-0.006027559|1.0|0.043161338|1.0|2.95e-06|-0.05191|-0.000633273|9.0
13c_a5|-858.5021696|294.18|0.0|1.0|0.41594|-3.55|31.0|8.492261628|-566.0506435|-0.076591149|-1351.067237|-0.005082338|1.0|-0.010689086|1.0|3.36e-06|-0.05615|0.006110714|6.9101
12f_a31|-1319.832035|323.68|0.0|1.0|0.7006600000000001|-5.98|30.0|9.859605078|-920.7786053|-0.118239376|-1696.53373|-0.011835152|1.0|0.043286807|1.0|4.06e-06|-0.03317|0.000889251|6.8861
14p_a23|-1090.0480289999998|346.79|0.0|1.0|0.6816|-5.68|32.0|9.014073839|-735.4165088|-0.080784473|-1721.994023|-0.005975594|0.0|0.041987653|1.0|1.4800000000000002e-05|-0.09046|0.009266617|8.5302
21_a34|-1422.701428|401.11|0.0|1.0|0.6893199999999999|-4.5|33.0|7.253455092999999|-954.6558014|-0.117789944|-1483.12009|-0.012535886|0.0|-0.125881566|1.0|9.06e-06|-0.07534|0.00130996|5.4737
12ba_a36|-1314.6236720000002|411.71|0.0|1.0|0.3989999999999999|-4.77|33.0|7.409667253999999|-885.6465508|-0.108410153|-1417.249741|-0.0075620109999999|0.0|0.087201747|1.0|8.240000000000001e-05|-0.08446|-0.000621302|7.6778
4i_a46|-722.1945751000001|280.31|0.0|1.0|0.41877|-4.94|26.0|6.218233741000001|-407.9368676|-0.075208437|-1092.528145|-0.002360192|0.0|-0.088884176|1.0|1.75e-05|-0.01646|0.011931187|6.2132
14s_a23|-1032.832468|336.66|0.0|1.0|0.60323|-6.13|31.0|7.548546899|-662.5696522999999|-0.080500435|-2089.352478|-0.005854379|0.0|0.049317519|0.0|4.55e-06|-0.07783|0.009263715|8.5482
6b_a31|-1254.023695|376.29|0.0|1.0|0.7013199999999999|-5.63|29.0|7.513612533|-765.0936586|-0.1284626569999999|-1652.505041|-0.016070861|1.0|0.11647286|1.0|1.89e-05|-0.05835|-0.008439437|7.2676
8e_a12|-854.6507103|375.21|0.0|1.0|0.38889|-4.37|28.0|6.446557205|-489.392042|-0.087795345|-1177.436953|-0.006350143|1.0|0.0661362779999999|1.0|4.34e-06|-0.05739|0.005744805|6.2306
18b_a30|-1198.493811|351.66|0.0|1.0|0.67715|-5.49|31.0|7.513189589|-792.7545943|-0.09536285|-1667.849173|-0.006947027|0.0|-0.039831247|1.0|8.47e-05|-0.06142|0.0036417359999999|7.6003
1a_a18 (SB-431542)|-1235.8353619999998|376.27|0.0|1.0|0.55409|-4.52|29.0|7.52384981|-733.0587287000001|-0.122555709|-1292.414518|-0.015636898|1.0|0.1008839219999999|1.0|7.81e-06|-0.05971|-0.008385698|6.9031
8g_a8|-1509.912147|330.67|0.0|1.0|0.69221|-5.3|31.0|7.440878437999999|-925.1746152|-0.129695841|-1450.787398|-0.014340328|0.0|0.000966222|1.0|1.67e-05|-0.05849|-0.007047583|5.3768
12u_a30|-1245.478147|354.21|0.0|1.0|0.6847|-6.58|31.0|7.804487592999999|-834.2224549|-0.097867106|-2494.7995530000003|-0.006935447|0.0|-0.091507428|1.0|7.39e-06|-0.0528299999999999|0.001805829|7.4647
4m_a46|-531.5800101|285.18|0.0|1.0|0.38389|-4.52|25.0|5.329061873000001|-280.1395315|-0.0672468|-1030.980844|-0.000686578|0.0|-0.302054595|1.0|4.31e-05|-0.04808|0.010359417|5.8901
12j_a36|-1323.6049039999998|327.94|0.0|1.0|0.37116|-4.85|31.0|7.483427579|-874.1588982999999|-0.105480639|-1670.245584|-0.007086381|0.0|0.091496219|1.0|3.83e-05|-0.05098|0.003710345|8.0
16a_a10|-1119.0515779999998|320.22|0.0|1.0|332.0|-5.22|33.0|8.531706024|-774.9407716|-0.076950669|-1394.861824|-0.00230615|1.0|-0.085711535|1.0|1.4e-06|-0.04647|0.011558506|7.3279
27a_a34|-1640.9634529999998|300.73|0.0|1.0|0.40378|-4.96|33.0|8.960143164|-1150.434312|-0.123191967|-1861.534743|-0.012620846|1.0|-0.082271189|1.0|1.13e-05|-0.03924|-0.005234221|6.6198
A8301_a51|-1064.200534||0.0|1.0||-6.6|31.0|6.890532887999999|-691.0718926|-0.0780376929999999||-0.00449765|1.0|0.078523314|1.0|1.74e-07||0.007083041|7.9208
13b_a5|-869.5206594|296.66|0.0|1.0|0.32779|-4.24|30.0|8.427551282000001|-562.2202871000001|-0.074710354|-1275.865034|-0.004573365|1.0|-0.006314305|1.0|1.72e-06|-0.05177|0.0066003869999999|6.9586
47f_a18|-1944.945479|400.42|1.0|1.0|0.6984600000000001|-6.11|40.0|10.55465562|-1651.17806|-0.084851044|-1741.802171|-0.005817448|1.0|-0.048472184|1.0|3.27e-07|-0.04439|0.00531392|8.0458
16_a20|-972.4623811|347.26|0.0|0.0|0.32553|-6.06|31.0|8.166385503999999|-639.8099471|-0.077793092|-1275.6960869999998|-0.004705049|1.0|0.126359252|1.0|1.22e-08|-0.05909|0.001157852|7.585
41_a47|-711.4235867000001|333.8|0.0|1.0|0.6779|-3.57|26.0|7.168742909|-401.77742|-0.0899793719999999|-1162.342476|-0.004083905|1.0|-0.080388467|1.0|1.17e-05|-0.05053|0.0047106|8.0
47t_a18|-1520.978225|397.84|0.0|1.0|0.6895100000000001|-5.58|33.0|8.780037801|-1017.985577|-0.103295568|-1470.593659|-0.0128248239999999|0.0|0.018018036|1.0|1.36e-05|-0.06822|-0.004985656|6.1068
6g_a40|-1727.0578510000005|440.68|1.0|3.0|0.58454|-7.22|31.0|6.95079805|-1122.578856|-0.156296046|-2521.87499|-0.022381557|0.0|-0.120745388|0.0|0.6459999999999999|-0.08622|-0.018182514|7.3279
4k_a46|-794.928775|278.71|0.0|1.0|0.39943|-4.82|25.0|5.726809252000001|-429.3190666|-0.086581945|-1053.249847|-0.0049602|1.0|-0.104665424|1.0|8.28e-05|-0.01712|0.006050983|7.0969
11b_a31|-993.6722875|322.57|0.0|2.0|0.70073|-4.74|25.0|6.83089364|-553.3080237|-0.148709304|-1519.967224|-0.01950528|0.0|-0.078907688|1.0|0.00128|-0.03574|-0.010716217|6.2757
3c_a12|-653.3253118|345.72|0.0|1.0|0.43415|-4.22|23.0|6.231995392999999|-330.5560685|-0.099327724|-1327.4004710000002|-0.009252756|1.0|-0.14679559|0.0|5.3200000000000006e-05|-0.07463|-0.001825446|7.699
12as_a36|-1401.82114|321.96|0.0|1.0|0.53815|-3.81|32.0|8.768282531|-944.5958066|-0.109492809|-1385.384524|-0.007672841|0.0|0.096454203|1.0|5.4600000000000006e-05|-0.05789|0.0018565629999999|7.2291
18b_a25|-1158.910619|336.67|0.0|1.0|0.36733|-6.54|34.0|8.654596906|-813.229933|-0.078644297|-1767.286778|-0.003259453|1.0|-0.018632104|1.0|6.690000000000001e-08|-0.07066|0.00598031|7.2924
15_a3|-771.2023653|334.44|0.0|2.0|0.2843199999999999|-2.77|23.0|5.371119692000001|-394.7441342|-0.107619999|-1328.581677|-0.006742751|1.0|-0.182934001|1.0|0.000535|-0.06319|-0.004459728|7.6021
14j_a23|-1066.827834|338.1|0.0|1.0|0.65128|-5.58|31.0|7.83426417|-692.0651337|-0.082226482|-1728.988797|-0.006327927|0.0|0.037350515|1.0|9.18e-06|-0.07581|0.0075222369999999|8.3883
15_a4|-530.4242358|294.16|0.0|1.0|0.4778699999999999|-3.82|22.0|5.459799482|-254.3670787|-0.073738544|-958.195344|-0.001986535|0.0|0.0432718859999999|1.0|0.000235|-0.03539|0.00918585|6.757
13f_a6|-1123.527884|394.98|0.0|0.0|0.49643|-5.11|32.0|9.050440345|-754.5608419|-0.092939631|-1347.0794119999998|-0.006930367|1.0|0.04505613|1.0|2.75e-08|-0.07786|-0.001446486|7.3768
12o_a36|-1453.826968|320.16|0.0|1.0|0.36719|-3.54|33.0|7.322888607|-1047.013252|-0.10624773|-1440.734965|-0.0100574069999999|0.0|0.03842353|1.0|5.18e-05|-0.05456|-0.000472698|7.3979
12ab_a30|-1278.064418|355.06|0.0|1.0|0.46561|-5.61|33.0|8.44310703|-899.4843201|-0.1008879709999999|-1804.589076|-0.008528077|0.0|0.018023992|1.0|6.720000000000001e-05|-49.0|0.005111479|7.7825
6a_a40|-1320.063801|415.55|1.0|2.0|0.6782699999999999|-7.11|29.0|6.945713476|-824.5159087000001|-0.117413572|-2371.443161|-0.014623575|0.0|-0.146542353|0.0|0.0396|-0.0926|-0.001171195|7.3979
16c_a32|-1002.268243|341.89|1.0|1.0|0.70198|-6.04|27.0|6.313526111|-597.9997655000001|-0.119988297|-1916.536967|-0.01639019|0.0|-0.03152033|1.0|4.13e-05|-0.0505|-0.00369116|8.3468
12q_a30|-1654.134991|355.93|0.0|1.0|0.34138|-6.7|34.0|7.346842839|-1127.2072970000002|-0.115589613|-1987.847256|-0.015322396|0.0|-0.016509571|1.0|3.19e-05|-0.05105|-0.004395528|7.4449
5b_a40|-549.4364437|311.84|0.0|2.0|0.59928|-5.43|21.0|6.521443259|-275.6361647|-0.091267779|-2096.757832|-0.0049439079999999|0.0|-0.096549823|0.0|0.00191|-0.07069|0.006372485|7.1938
14a_a23|-1015.935121|334.02|0.0|1.0|0.6289100000000001|-5.47|30.0|7.668841725|-642.4662212000001|-0.08032517|-1629.748476|-0.0056795759999999|0.0|0.0446402609999999|1.0|1.6100000000000002e-05|-0.07379|0.011363191|8.5498
12v_a36|-1176.51481|334.77|0.0|1.0|0.69298|-3.95|31.0|8.456596706000001|-773.9771341000001|-0.105200486|-1347.260743|-0.008411281|0.0|0.073329354|1.0|8.340000000000001e-05|-0.05219|0.003077071|7.8539
16a_a32|-1040.921326|341.42|1.0|1.0|0.70245|-5.49|27.0|7.183246604|-647.803815|-0.119471489|-1896.649286|-0.014399612|0.0|-0.053745649|1.0|2.01e-05|-0.0567299999999999|-0.005552127|7.9586
8_a47|-956.0080185|337.87|0.0|1.0|0.6877800000000001|-6.59|29.0|6.492934319|-555.0279614|-0.091482011|-1685.908004|-0.007835945|1.0|-0.087101663|1.0|2.28e-07|-0.05495|-0.007648516|7.3
17g_a50|-1037.842058|306.45|0.0|1.0|0.6623600000000001|-4.46|32.0|8.130878433|-692.6194843|-0.0706879109999999|-1335.693266|-0.002050512|1.0|-0.05611228|1.0|4.6500000000000005e-05|-0.0323|0.01245647|6.6091
13a_a6|-1335.353173|339.59|0.0|1.0|0.4816|-5.51|31.0|8.038453162|-873.2309916000002|-0.113446379|-1349.895534|-0.01115741|1.0|0.031837397|1.0|4e-07|-0.05018|-0.00194781|7.3372
3p_a32|-755.7268222|340.28|0.0|1.0|0.7017100000000001|-5.11|27.0|6.243062200000001|-444.779939|-0.098773656|-1879.406962|-0.008735261|0.0|-0.050639647|1.0|6.4e-05|-0.04963|0.000920756|7.585
6c_a31|-1359.540251|376.01|0.0|1.0|0.7014699999999999|-6.09|30.0|8.102804662|-860.6909647|-0.126324613|-1691.794585|-0.015192833|1.0|0.137523742|1.0|7.9e-06|-0.0581799999999999|-0.00668344|6.4685
3c_a49|-678.3346816000001|322.71|0.0|1.0|0.32539|-3.45|28.0|6.567311051|-387.9176903|-0.074135885|-1198.484646|-0.004876919|1.0|-0.04696024|1.0|1.07e-05|-0.0606|0.006470561|7.0605
4e_a49|-916.2062675|327.34|0.0|1.0|0.4078199999999999|-3.28|30.0|7.934910277|-561.9703647000001|-0.087866673|-1312.98289|-0.006602016|1.0|-0.080255074|1.0|1.74e-05|-0.06461|0.000660956|7.4685
11_a1|-1264.075578|388.38|0.0|1.0|0.68162|-5.07|29.0|7.43666407|-745.3349875|-0.126108875|-1312.2963630000002|-0.018080197|1.0|0.08043435|1.0|1.29e-05|-0.06546|-0.009578125|6.7696
16_a47|-674.7452647999999|303.84|0.0|1.0|0.59209|-4.34|25.0|6.855429069|-349.69668310000003|-0.092995116|-1166.951551|-0.0056780519999999|1.0|-0.08282926|1.0|2.3e-06|-0.05717|-0.004153659|9.0
3d_a32|-605.4522892000001|353.18|0.0|1.0|0.7035100000000001|-6.55|23.0|6.15119195|-327.8100438|-0.093187219|-1672.638515|-0.006420365|1.0|-0.0620110029999999|1.0|1.75e-05|-0.05482|0.002004382|8.0915
9g_a40|-624.5597134|402.84|0.0|1.0|0.70233|-2.49|23.0|8.180261533|-329.0394499|-0.079033043|-1332.369643|-0.0054957819999999|1.0|0.07954859|1.0|0.000113|-0.0624|0.0115573539999999|5.45
15b_a50|-738.1827030000001|305.67|0.0|2.0|0.65917|-3.18|27.0|6.89125222|-422.0195386|-0.080700307|-1160.330621|-0.0045393|1.0|-0.103807905|1.0|0.000687|-0.0333399999999999|0.005203263|7.1024
16j_a32|-1299.659886|341.65|1.0|1.0|0.70207|-7.45|30.0|7.357962381|-929.4888072999998|-0.106897203|-2034.408854|-0.0139074189999999|0.0|-0.0667943999999999|1.0|7.5e-06|-0.05016|-0.00030659|8.0315
12z_a30|-1349.321859|360.02|0.0|1.0|0.5513100000000001|-5.61|33.0|8.071510779|-938.4966892|-0.107776943|-1804.581882|-0.008819424|0.0|0.034848862|1.0|6.720000000000001e-05|-0.04679|0.005111479|7.3615
10_a3|-549.7776912|362.35|0.0|1.0|0.41894|-4.3|22.0|5.031169383|-254.5987025|-0.0989320009999999|-1288.097561|-0.010609861|1.0|0.017396832|1.0|9.35e-05|-0.06238|-0.005959152|5.1
12al_a36|-1254.533926|349.14|0.0|1.0|0.6945399999999999|-3.95|31.0|8.774664332|-825.5263792000001|-0.105915949|-1347.257936|-0.008463062|0.0|0.1030147719999999|1.0|8.340000000000001e-05|-0.04998|0.003077071|7.3188
1i_a5|-796.0581225|283.08|0.0|1.0|0.4571199999999999|-4.79|27.0|7.314842247|-443.6750585|-0.084018635|-1288.264271|-0.006494891|1.0|0.018196138|1.0|4.86e-07|-0.05729|-0.000700145|7.6198
19d_a38|-1525.275418|338.89|0.0|1.0|0.3356699999999999|-3.87|33.0|7.056031803|-980.493036|-0.1248815919999999|-1500.683599|-0.0120676969999999|0.0|0.019858574|1.0|0.000175|-0.05091|-0.00835812|7.9586
12b_a32|-792.1327267000001|347.27|1.0|1.0|0.70258|-5.9|27.0|7.076348793999999|-494.9199607|-0.097525366|-1880.599158|-0.009432679|1.0|-0.044307211|1.0|8.86e-06|-0.05173|-0.001662219|7.585
24_a47|-768.1729327|312.5|0.0|1.0|0.6835|-4.61|28.0|7.024694045|-432.3234052|-0.090995097|-1695.98597|-0.010774404|1.0|0.0251322929999999|0.0|9.22e-06|-0.06517|-0.004514441|8.5
