molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|BCUTs-1|SaasN|AATSC1c|AATSC1s|JGI4|MATS7i|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|MATS8s|MATS8d|GATS1pe|RASA|PBF|FPSA3|PNSA3|PPSA3|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12ar_a36|1|0|0|3.46014932|0.0|0|7.412764017000001|1.297042582|0.0|-0.007046017|0.000258844|0.040839506|0.083451772|-0.1073795209999999|-0.036002609|1|0.002112069|-0.169341326|-0.4194638229999999|1|-0.017348015|-0.064014394|0.8196353679999999|0.8365428659999999|0.317338373|0.022389124|-54.80317647|15.19305207|0.163457134|110.9204982|-0.0347392029999999|-45.46486105|10.30986449|0.705591187|-1.875916952|-23.57370143|69.99622854|0.4743067589999999|567.6702443|-1272.979877|-15.99689556|0.294408813|8.770514183|0.902250063|6155.432771|199.7830951|0.0223636779999999|-279.0245523|1804.132337|15.17578458|1.0|0.0|0.0|2.0|4.86|0.17|3.14|1.95|92.99|0.0|133.27|0.0|6.0|-7.21|420.47|0.0|0.0|0.0001199999999999|0.000122|0.0515|2.33|0.0|0.0|8.95e-08|3.76e-05|-0.0566|3.23|3.8489|-1364.511244|-1364.467971|717.19|1211.1|0.5586|0.41433|0.67174|-1364.235126|0.2372|-0.21291|0.04327285|-1364.2977050000002|8.7322|25.0|7.6021|7.6021
12m_a36|1|0|0|3.40403699|0.0|0|7.412764017000001|1.297043522|0.0|-0.011502861|-0.133854569|0.03912037|0.14264424|-0.025127218|-0.038386106|1|-0.004569485|-0.090926893|-0.52644768|1|-0.075712087|-0.064035403|0.849217847|0.711961428|0.4493096629999999|0.022725561|-67.27772044|15.24099981|0.288038572|193.174369|-0.04260035|-54.45666327|10.22144534|0.7471181240000001|-2.300418875|-28.57011677|82.51872026|0.465323422|477.48014630000006|-1542.786306|-19.16067782|0.252881876|7.312794835|0.8702895190000001|6434.374756|169.596372|0.0222467879999999|-331.4617713|2064.983108|14.91990864|0.0|0.0|0.0|3.0|4.83|0.13|1.92|0.98|112.29|0.0|131.85|0.0|6.0|-7.39|424.46|0.0|0.0|7.96e-05|0.000159|0.0676|2.11|0.0|0.0|7.19e-07|0.000305|-0.05114|3.88|3.8658|-1401.654499|-1401.6158890000002|692.4|1177.15|0.4718|0.69382|0.69382|-1401.385923|0.4718|-0.20993|0.03861003|-1401.446557|9.1003|0.03|7.5229|7.5229
1d_a5|1|0|0|2.79978458|-4.455320158|0|6.605297921|1.217311475|0.0|-0.006252818|-0.308010841|0.030074074|-0.118028278|-0.2261588939999999|-0.010183824|1|-0.000700145|0.004923698|-0.38633065|2|-0.058872605|-0.015804188|0.513260607|0.8965037640000001|0.6271150670000001|0.007937625|-47.76176205|4.288788702|0.1034962359999999|55.92018945|-0.036640804|-25.16889922|2.317281143|0.770504115|-1.465632167|-19.79744178|52.05055075|0.471074204|484.3911442|-791.897671|-10.69678217|0.229495885|6.116537519|0.89062437|5717.438103|123.9992274|0.018980039|-292.3128788|1027.76566|10.25512997|1.0|0.0|1.0|1.0|2.92|0.05|5.48|6.37|54.46|0.0|95.49|0.0|4.0|-5.73|366.34|1.0|0.0|1.6100000000000002e-05|1.0800000000000002e-05|0.00396|3.95|0.0|0.0|1.3300000000000002e-09|4.86e-07|-0.04528|3.58|4.6112|-1288.340378|-1288.306458|567.04|951.63|0.2805|0.41781|0.5764600000000001|-1288.201219|0.0982|-0.23519|0.03392008|-1288.253849|5.3765|9333.0|5.03|5.03
26_a47|0|1|1|0.0|0.0|1|6.86171134|1.304328272|1.06819297|-0.012090143|-0.200192886|0.045681818|-0.110530752|-0.046771537|0.0081426509999999|1|-0.008325552|-0.079370393|-0.5899218279999999|2|-0.11288313|0.0120097289999999|0.651797437|0.7104381999999999|0.549740398|0.020884606|-57.01987795|12.13564316|0.2895618|168.2587945|-0.038735145|-34.3326642|7.0517889060000005|0.717639177|-1.626876095|-22.50824805|69.15552111|0.474969855|412.8219782|-945.3464183|-13.07911017|0.282360823|6.945070057000001|0.90465254|5994.406615|164.0744453|0.024619511|-252.9318822|1317.300461|14.3059247|0.0|1.0|1.0|2.0|3.13|0.05|2.84|4.68|98.72|0.0|104.8|0.0|4.0|-6.51|396.81|0.0|0.0|1.3699999999999998e-05|2.77e-05|11.0|3.12|0.0|0.0|5.97e-08|2.37e-05|-0.06279|4.37|3992.0|-1696.096597|-1696.075481|592.84|1006.59|0.3197|0.50921|0.68707|-1695.9387359999998|77.0|-0.22921|0.02111593|-1695.993821|4.8242|13.0|7.9|7.9
3b_a32|1|1|1|3.3653429710000005|0.0|0|7.758333467000001|0.609420808|0.0|-0.007388108|-0.064476472|0.042528736|-0.0411430079999999|-0.1113575119999999|0.10614163|3|0.00020567|-0.151445075|-0.536470812|0|0.094335058|0.167519182|0.7725667079999999|0.8407393809999999|0.2719741|0.014636992|-35.8437493|7.180211702|0.159260619|78.12568166|-0.033451833|-24.14971513|3.522270202|0.764128338|-1.103910485|-16.40987746|43.023961|0.460751087|412.4267349|-541.5259561|-8.049905042|0.2358716619999999|5.765940603|0.854431185|4448.251276|115.707414|0.0154889019999999|-259.1375886|708.6845618|7.59811844|1.0|1.0|1.0|1.0|3.11|0.13|6.25|4.43|110.94|0.0|88.24|0.0|2.0|-5.57|312.41|0.0|0.0|1.86e-06|2.23e-05|0.00697|3.71|0.0|0.0|3.19e-07|9.97e-05|-0.05396|2.45|3.5545|-1594.121087|-1594.095192|524.46|857.0|0.2905|0.70257|0.70257|-1594.0008779999998|0.2905|-0.20137|0.02589511|-1594.049677|5.7777|6.0|8.2366|8.2366
5_a15|0|0|0|0.0|0.0|0|0.0|1.419941043|0.0|-0.008878343|-0.044921287|0.035982906|0.0729170329999999|-0.0156037999999999|0.0118220069999999|0|0.003194793|-0.28098676|-0.340979744|2|0.092692253|0.020920163|0.7950674740000001|0.8740541479999999|0.743577162|0.032616864|-45.57134103|24.25353664|0.125945852|93.65193084|-0.0273088679999999|-54.73655332|18.03465935|0.5089899720000001|-1.583914356|-20.30656983|69.82487767|0.486150431|649.9369163|-1177.78105|-15.09973885|0.491010028|7.795174584|0.946094849|6656.720346|365.1095806|0.036380071|-13.36968593|2313.9572780000003|27.05181494|1.0|1.0|1.0|1.0|3.79|0.15|4.92|6.01|74.73|0.0|127.97|0.0|8.0|-5.55|443.49|1.0|0.0|6.86e-07|2.18e-06|0.000967|4.86|0.0|0.0|2.25e-10|9.970000000000001e-08|-0.03714|4.36|3.6257|-1470.816175|-1470.779775|737.16|1272.84|291.0|0.62664|0.70244|-1470.487858|0.0199|-0.18553|0.03640044|-1470.55517|6.35|13.0|7.8861|7.8861
9s_a24|1|0|0|2.9568988810000003|0.0|0|6.605297921|1.4275963180000002|0.0|-0.003599664|-0.00570386|0.023585859|-0.050919714|-0.060407836|0.013901071|1|0.007695726|-0.359715589|-0.248704391|3|0.030228027|0.0256742079999999|0.748077475|0.8833498320000001|0.483170382|0.016792118|-30.93968263|10.42725806|0.116650168|72.43525688|-0.019465646|-24.51900941|6.474925237000001|0.445160769|-0.953816666|-12.08741583|41.36694069|0.47085169|548.5261887|-592.2833757999999|-7.505819207999999|0.554839231|9.124394347|0.889829339|5767.9102490000005|344.5337711|0.03496522|68.10609672|1330.4932|21.71205366|0.0|1.0|1.0|1.0|3.43|0.04|3.15|4.29|77.21|0.0|115.67|0.0|4.0|-7.2|393.44|0.0|0.0|0.000434|8.71e-05|0.0343|2.11|0.0|0.0|7.73e-09|3.04e-06|-0.03597|1.82|2.6707|-1271.031372|-1270.994965|654.28|1121.42|0.5112|0.69475|0.6907300000000001|-1270.738032|0.0839|-0.14462|0.03640642|-1270.796154|7.0312|32.0|7.4949|7.4949
28_a34|0|0|0|0.0|0.0|1|7.423568444|1.454781307|1.767685185|-0.016942875|-0.206909349|0.04515873|-0.201047053|-0.15803127|-0.0500053959999999|1|-0.007544188|-0.311884247|-0.5437894289999999|1|0.092890802|-0.078146961|0.7829667309999999|0.545935562|0.316156689|0.03768308|-66.89539627|19.29162755|0.4540644379999999|232.4555747|-0.048190604|-36.91879876|9.876233397|0.7298701059999999|-1.831242935|-24.6708914|86.18702382|0.454339954|279.4884473|-937.4938731|-12.63011537|0.270129894|5.613534285|0.832642882|4803.256974|138.2913845|0.0271102189999999|-235.3612529|1284.466737|13.87891455|0.0|1.0|1.0|1.0|3.02|0.12|1.99|2.07|92.26|0.0|85.92|0.0|3.0|-7.04|322.32|0.0|0.0|0.000533|0.000565|182.0|1.72|0.0|0.0|1.66e-05|0.00535|-0.03896|4.11|4.2857|-1100.797628|-1100.760824|544.24|896.02|0.2043|0.69263|0.69263|-1100.6525880000002|0.2043|-0.21698|0.03680411|-1100.704833|8.5886|3.82|5.4179|5.4179
1g_a5|1|0|0|2.942391606|0.0|0|6.605297921|1.4275159730000002|0.0|-0.003919036|-0.010620031|0.027447447|-0.011534568|-0.132678208|-0.0353243789999999|1|0.006957291|-0.0178558139999999|-0.242737126|2|0.030722968|-0.067172264|0.717355058|0.8659209659999999|0.39389953|0.020418692|-37.59983870000001|10.9506874|0.134079034|71.90752413|-0.027205531|-21.388323|5.8729303|0.61393343|-1.11542677|-14.59051668|48.55052611|0.4713154089999999|464.3994751|-598.211184|-7.824996219|0.38606657|7.312498266|0.891486942|4639.260975|207.0502037|0.02697793|-122.2065919|974.3909596|14.46845291|1.0|1.0|1.0|1.0|2.79|0.05|4.5|4.21|63.69|0.0|96.98|0.0|4.0|-6.15|328.37|0.0|1.0|9.27e-05|6.29e-05|0.0206|3.03|0.0|0.0|7.190000000000001e-09|2.36e-06|-0.0393|2.61|4.1733|-1065.846194|-1065.818889|572.15|961.17|0.1769|0.4386899999999999|0.66164|-1065.675316|0.0504|-0.20972|0.02730461|-1065.727193|5.2707|115.0|6.9393|6.9393
18_a20|1|0|0|3.463603867|0.0|0|6.842683282|1.400923654|0.0|-0.008841844|-0.12050413|0.0396875|0.163548857|-0.011236836|-0.054458882|1|-0.004071701|0.003282792|-0.597167441|2|-0.107446431|-0.090732503|0.778639593|0.76136176|0.356461863|0.0108136339999999|-61.73239771|7.195302872999999|0.23863824|158.7879106|-0.035934845|-42.1615378|4.787695004|0.8109110409999999|-1.904546783|-23.91074854|68.92770059|0.483668611|506.6038164|-1267.269673|-15.91001426|0.1890889589999999|8.011174137000001|0.936740671|6206.896662|125.81822920000002|0.013457694|-413.7552685|1562.772745|8.954638548|1.0|1.0|1.0|2.0|3.48|0.08|5.54|4.69|97.55|0.0|125.07|0.0|5.0|-6.13|419.48|0.0|0.0|2.54e-06|6.91e-06|0.0029|3.85|0.0|0.0|9.93e-11|4.17e-08|-0.05604|5.35|3.5355|-1352.364724|-1352.32685|703.24|1204.88|0.2991|0.31154|0.6953699999999999|-1352.073755|0.2011|-0.20289|0.03787435|-1352.135304|8.0505|34.0|7.4685|7.4685
8a_a32|1|1|1|3.217128449|0.0|0|7.773594467000001|0.609420757|0.0|-0.010151321|-0.056633919|0.04008547|-0.0281981579999999|-0.020716518|-0.128684642|3|-0.001662219|-0.1534110109999999|-0.591393096|0|-0.184419911|-0.2166242669999999|0.7507116140000001|0.814553726|0.221908108|0.018321589|-52.34893512|11.48993376|0.185446274|116.298071|-0.035678106|-43.03057598|7.205629442999999|0.7490845290000001|-1.641192863|-22.37464674|63.83886888|0.480024324|510.8273411|-1029.23375|-14.03170956|0.250915471|7.420041446|0.923166883|5659.295213|157.3554684|0.017733503|-312.4144752|1373.988797|11.12113054|1.0|1.0|1.0|2.0|3.48|0.26|6.49|4.65|140.04|0.0|110.69|1.0|7.0|-5.76|397.52|1.0|0.0|1.5199999999999998e-07|1.02e-05|0.00406|4.17|0.0|0.0|2.23e-08|8.86e-06|-0.06166|4.98|3562.0|-1880.767206|-1880.732222|667.29|1110.23|0.4315|0.70316|0.70316|-1880.536478|0.4315|-0.2061599999999999|0.03498398|-1880.595748|7.6703|45.0|7.3468|7.3468
47s_a18|0|0|0|0.0|0.0|0|7.03438793|1.251176205|0.0|-0.0054038509999999|-0.045792331|0.035632184|-0.026883417|0.0134295589999999|-0.031515152|0|0.003686393|-0.252119673|-0.46304239|0|0.0109557919999999|-0.0540701129999999|0.716761234|0.84543779|0.306379663|0.008446541|-53.18668656|6.394119331000001|0.15456221|117.0051929|-0.030108416|-46.45326408|4.840414512|0.820470855|-2.107589125|-22.79238258|59.58080589|0.4740142|640.0051571|-1595.466781|-17.25406952|0.179529145|9.811856136|0.901192009|6968.705069|135.90542109999998|0.010481057|-485.1995077|1944.574596|7.934268528|1.0|0.0|1.0|2.0|4.41|0.3|4.06|3.93|76.5|1.0|149.34|0.0|10.0|-5.96|482.62|0.0|1.0|1.12e-06|3.53e-06|0.0017|4.62|0.0|0.0|3.8199999999999997e-10|1.84e-07|-0.0491399999999999|8.41|3218.0|-1534.196027|-1534.174077|809.4|1435.42|0.5203|0.6926800000000001|0.6926800000000001|-1533.737579|0.5203|-0.18109|0.02195039|-1533.809351|2.9991|616.0|6.2104|6.2104
19k_a38|1|0|0|3.218103741|0.0|0|7.412764017000001|1.297042875|0.0|-0.011877064|-0.17467835|0.0445691609999999|0.098947776|0.016990252|-0.0184136539999999|1|-0.00835812|-0.128079012|-0.51857087|1|0.04833864|-0.029357143|0.730686013|0.658700057|0.389096157|0.0232707939999999|-71.54314527|14.76615358|0.341299943|216.567059|-0.044662847|-51.10918191|9.369654226|0.75964689|-2.411793744|-28.3401789|86.30929885|0.4769127179999999|417.968819|-1530.369661|-17.9828603|0.24035311|6.744851799999999|0.911726848|7091.215492|152.51267140000002|0.021802691|-329.5105352|2014.5803|13.8345897|0.0|0.0|0.0|4.0|4.89|0.13|2.34|1.65|124.32|0.0|133.79|0.0|6.0|-7.84|444.46|0.0|0.0|0.000134|0.0002399999999999|107.0|1.65|0.0|0.0|3.94e-07|0.000175|-0.05534|4.13|3.5378|-1500.8984380000002|-1500.852284|677.64|1172.22|0.2038|0.38269|0.70327|-1500.618667|0.1156|-0.20102|0.04615409|-1500.680373|12.5022|11.0|7.9666|7.9666
12y_a36|1|0|0|3.479963309|0.0|0|7.412764017000001|1.29704385|0.0|-0.00707164|-0.065314765|0.041767677|0.036174187|-0.049845887|-0.028440975|1|0.003724542|-0.1619981409999999|-0.434990282|1|0.046673879|-0.0498101409999999|0.856135378|0.83704133|0.424572485|0.019404665|-51.48548385|13.04507243|0.16295867|109.55137340000002|-0.036493654|-44.53093547|8.769742642|0.755735734|-1.970657299|-24.53339777|64.53055627|0.487285656|562.7133986|-1324.80348|-16.49293906|0.244264266|7.589386902|0.950403792|6082.16777|164.2102614|0.01873364|-343.8442493|1752.9983309999998|12.59396622|1.0|0.0|0.0|2.0|4.88|0.12|3.62|2.42|69.2|0.0|133.84|0.0|6.0|-6.34|407.47|0.0|1.0|2.6e-05|2.82e-05|0.0115|3.45|0.0|0.0|9.66e-08|3.94e-05|-0.05002|3.83|3.8794|-1310.350902|-1310.315063|702.38|1183.75|0.4358|0.66796|0.66796|-1310.077567|0.4358|-0.20673|0.03583863|-1310.137888|8249.0|12.0|7.9208|7.9208
6_a1|0|0|0|0.0|0.0|1|7.535296702|1.3488280769999998|2.325221088|-0.005477033|0.021203156|0.039635417|-0.114683042|-0.00983397|-0.0538497079999999|1|0.006851583|-0.3632559589999999|-0.353456514|1|0.13761072|-0.095907969|0.741035199|0.8782596159999999|0.212044989|0.021009352|-27.63847818|10.15161645|0.121740384|58.82435931|-0.0238222729999999|-18.076387|4.905211525|0.576759436|-0.929068634|-11.51080589|37.79009463|0.4218263379999999|424.3707604|-448.9214297|-5.56196523|0.423240564|5.555887839|0.7295841470000001|4061.042516|204.5077752|0.025250885|-74.17956941|778.3512535|12.20110458|1.0|0.0|1.0|0.0|2.94|0.22|3.61|3.57|39.94|0.0|86.31|0.0|3.0|-6.21|291.35|0.0|1.0|0.0007599999999999|0.00021|0.0613|2.63|0.0|0.0|9.51e-07|0.000277|-0.02214|2.81|4.0635|-935.5024827|-935.4750982|527.41|875.29|0.3399|0.69818|0.69818|-935.330989|0.3399|-0.1899799999999999|0.027384499|-935.378591|8.0033|5.1|5.2924|5.2924
5a_a40|0|0|0|0.0|0.0|1|8.149890544|0.604913477|1.688148148|-0.004609716|0.059258947|0.0388888889999999|-0.108428634|0.180125135|-0.02394636|2|0.010425818|0.007301856|-0.363338726|0|-0.442215721|-0.0395444479999999|0.5263598389999999|0.8531783270000001|0.04987082|0.020641204|-34.5789643|9.135164355|0.146821673|64.97877226|-0.036396585|-17.82228195|4.042943749|0.8224652720000001|-1.091897544|-16.10801287|43.71412865|0.4889874279999999|377.5905776|-483.24038600000006|-7.128912782|0.177534728|5.507689573|0.956899016|3736.248815|78.57142892|0.0130940839999999|-285.426492|587.5511127|5.795040371|1.0|1.0|1.0|0.0|3.04|0.21|3.68|3.08|75.5|1.0|74.15|0.0|3.0|-5.9|269.32|0.0|1.0|7.49e-05|0.000213|0.0574|2.88|0.0|0.0|8.950000000000001e-05|0.0241|-0.0657799999999999|4.36|3.7921|-1177.598691|-1177.5835470000002|466.79|757.45|0.4461|0.69499|0.69499|-1177.51016|0.4461|-0.21644|0.01514427|-1177.555706|7.6003|81.0|7.0915|7.0915
6e_a31|1|0|0|3.402951625|0.0|0|7.773594467000001|0.61015618|0.0|-0.016012184|-0.178758575|0.037803618|0.132664341|-0.008757878|-0.0462850729999999|2|-0.008439437|-0.004825446|-0.579941248|0|-0.071378445|-0.072882794|0.795570315|0.623340994|0.177030306|0.032627586|-74.99224589|19.89514173|0.376659006|229.6732654|-0.046541668|-48.66969791|12.13134981|0.7604979040000001|-2.0943750530000003|-28.37945369|94.88738762|0.4782688439999999|380.0911673|-1277.075416|-17.30478148|0.239502096|7.513687859|0.916695963|6053.812282|146.03985980000002|0.022744048|-317.6847132|1679.262243|13.86851128|1.0|1.0|1.0|2.0|3.55|0.1|5.19|4.0|131.36|0.0|109.69|0.0|4.0|-6.5|404.44|0.0|0.0|2.34e-06|2.18e-05|0.00883|3.2|0.0|0.0|4.67e-08|1.89e-05|-0.05426|4.31|3.3083|-1652.669408|-1652.63264|634.34|1077.48|0.5103|0.70391|0.70391|-1652.445002|0.5103|-0.18844|0.03676794|-1652.503557|8.3583|0.37|6.4318|6.4318
14u_a23|0|1|1|0.0|0.0|2|7.423568444|1.197962732|3.357982471|-0.007017844|-0.025360103|0.043321995|0.050530143|-0.026062012|-0.0569153009999999|2|0.010508236|-0.199540201|-0.4086345999999999|2|-0.001778422|-0.094773814|0.71381683|0.909754912|0.445665682|0.0254134689999999|-36.90928915|16.97420126|0.090245088|60.27663131|-0.033908155|-38.57404134|11.3374334|0.702868983|-1.729315897|-22.64798452|53.88349042|0.47648509|607.6448353|-1155.04721|-15.12707504|0.297131017|7.392527755|0.910165272|6913.009783|198.4601847|0.023582305|-271.0010972|1643.332169|15.75112771|0.0|1.0|1.0|1.0|3.59|0.09|3.42|4.03|114.25|1.0|126.78|0.0|6.0|-6.47|441.51|0.0|0.0|2.32e-06|9.57e-06|0.0042299999999999|3.55|0.0|0.0|3.11e-08|1.3699999999999998e-05|-0.0618299999999999|3.23|3.1819|-1744.446261|-1744.422541|712.54|1214.4|0.2253|0.4523|0.6703100000000001|-1744.1781010000002|0.0008|-0.21613|0.0237199999999999|-1744.2405670000005|8.1549|6.0|8.2449|8.2449
12aj_a36|1|0|0|3.482902101|0.0|0|7.412764017000001|1.29704406|0.0|-0.00706023|-0.045035034|0.043848238|0.064171987|-0.103202936|-0.042227364|1|0.003962098|-0.1763783589999999|-0.43462267|1|0.091113865|-0.072770961|0.856274847|0.8269863129999999|0.251263868|0.018305468|-46.79363201|11.73352271|0.173013687|110.89910559999998|-0.0368515929999999|-42.23511741|7.521007149|0.77492734|-1.953134451|-23.62130319|58.52715472|0.47532973|530.0854761|-1251.929069|-15.14089115|0.22507266|8.056502837|0.905958957|5763.333098|144.26810480000003|0.016684569|-352.4483722|1615.543812|10.69455126|1.0|0.0|0.0|2.0|4.84|0.17|3.24|2.19|69.2|0.0|128.72|0.0|5.0|-6.55|395.46|0.0|1.0|6.929999999999999e-05|5.05e-05|0.02|3.04|0.0|0.0|1.08e-07|4.270000000000001e-05|-0.05275|3.48|3.6017|-1272.27339|-1272.241135|682.84|1157.64|0.5616|0.4112|0.70423|-1271.9998859999998|0.0082|-0.20093|0.03225532|-1272.060325|7.8393|17.0|7.7696|7.7696
14c_a22|0|0|0|0.0|0.0|1|6.842683282|1.42291727|1.596256692|-0.005236206|-0.018518519|0.038137255|-0.026986769|-0.023927419|0.006275578|1|0.004362505|-0.160566657|-0.364626967|2|-0.096749121|0.010828071|0.639264982|0.866576459|0.6160012029999999|0.024569649|-48.57709197|17.68831053|0.133423541|96.05497587|-0.030217952|-41.50359456|12.73426132|0.66168729|-1.60155147|-21.75466672|66.26540251|0.462147828|623.8702703|-1152.997336|-15.66173379|0.33831271|8.626337592|0.8592469290000001|6882.45|243.5598613|0.024813755|-232.8055235|1742.5109329999998|17.86404838|0.0|1.0|1.0|1.0|3.49|0.08|3.9|4.18|109.38|0.0|128.77|0.0|6.0|-6.96|445.48|0.0|0.0|1.39e-05|2.4e-05|0.0107|2.9|0.0|0.0|5.269999999999997e-10|2.35e-07|-0.07399|4.79|3.6741|-1460.602657|-1460.571156|715.52|1241.55|0.5079|0.3078|0.69113|-1460.324494|0.0694|-0.22807|0.03150011|-1460.38772|9.04|153.0|6.8153|6.8153
30_a47|0|1|1|0.0|0.0|1|6.842683282|1.304327883|1.435022468|-0.0092264759999999|-0.184735553|0.038387534|0.013114301|-0.008774855|0.0467853809999999|1|-0.008325552|-0.079370393|-0.4370608039999999|2|-0.1340278869999999|0.074217097|0.651797437|0.67896733|0.384732322|0.022747897|-64.94243028|13.64937081|0.32103267|192.6285289|-0.0383202979999999|-38.63044093|8.190002019|0.679447569|-1.609452527|-22.9932445|78.59180109|0.4680850139999999|407.3992771|-965.7162688|-13.79658605|0.320552431|6.886726437999999|0.879999675|5852.817155|192.3403721|0.028122734|-215.3470619|1421.325667|16.87442216|1.0|1.0|1.0|2.0|3.03|0.05|2.71|3.93|98.72|0.0|104.25|0.0|5.0|-6.95|396.81|0.0|0.0|6.05e-05|7.94e-05|0.0315|2.5|0.0|0.0|5.74e-08|2.28e-05|-0.0564299999999999|3.89|3.7159|-1696.12008|-1696.078047|615.85|1032.35|0.3566|0.6944899999999999|0.6944899999999999|-1695.931037|0.3566|-0.20813|0.0420327|-1695.9887|3.6487|13.0|7.9|7.9
8_a27|1|0|0|2.599100867|0.0|1|6.605297921|1.406757715|1.7626247169999998|-0.008444078|-0.077396262|0.039673203|-0.14212377|0.093450172|0.067074515|1|0.004801929|-0.187486926|-0.535352745|2|0.141900468|0.11158995|0.64927069|0.776384028|0.3608031339999999|0.021852066|-37.50265703|10.41179748|0.223615972|106.5457267|-0.035880862|-20.94612822|4.960882344|0.751701834|-1.291711016|-17.09606174|47.91445451|0.479730655|369.9216992|-615.4582227000001|-8.145716531|0.248298166|5.016799703|0.92208134|4522.989286999999|118.305988|0.019394143|-239.8554499|818.753121|9.240677197|0.0|0.0|0.0|1.0|2.79|0.06|2.98|2.48|76.46|0.0|87.68|0.0|2.0|-6.73|303.32|0.0|1.0|0.000586|0.000299|0.0907|2.0|0.0|0.0|5.2e-07|0.000158|-0.05015|3.96|4.1276|-1004.515654|-1004.489001|507.76|848.58|0.2336|0.64893|0.64893|-1004.385302|0.2336|-0.21973|0.02665292|-1004.432889|4.2899|6.0|8.2218|8.2218
6d_a40|0|0|0|0.0|0.0|1|8.421342866|0.604893491|1.695192271|-0.015362927|-0.091548968|0.039160494|-0.104206961|0.086704068|-0.205140551|2|-0.00448098|-0.0603134|-0.624951805|0|-0.039077432|-0.289988439|0.604211552|0.663670372|0.372705643|0.017359149|-73.59650182|11.10859664|0.336329628|215.22657540000003|-0.050049893|-48.96216855|7.108696385|0.86005241|-2.15214542|-32.02830281|84.70509846|0.428134701|424.7009165|-1377.2170210000002|-20.49579149|0.13994759|6.908972922999999|0.7486635420000001|7436.576348|89.55631|0.01400787|-460.8148719|1601.317552|8.964021265|1.0|1.0|1.0|1.0|3.98|0.21|4.8|3.63|173.43|2.0|120.09|1.0|5.0|-6.36|460.52|1.0|0.0|6.18e-08|7.1e-06|0.00327|3.87|1.0|0.0|4.9e-05|0.0226|-0.09462|7.98|2.9559|-2470.82949|-2470.793925|656.5|1111.69|0.3518|0.6624800000000001|0.6624800000000001|-2470.62267|0.3518|-214.0|0.03556489|-2470.684323|10.9021|1.0|8.9208|8.9208
14y_a23|0|1|1|0.0|0.0|2|7.423568444|1.197960595|3.3149940630000003|-0.005875443|-0.022719307|0.046678487|0.041892637|-0.051539811|-0.031435038|2|0.007229683|-0.125978901|-0.4598871539999999|2|0.137426346|-0.049318182|0.64069202|0.925252932|0.2271539169999999|0.018804822|-39.9727336|13.00274534|0.074747068|51.68445972|-0.034303507|-38.54233552|8.990852582999999|0.78322549|-1.612264842|-23.71943531|52.97547894|0.486730407|639.7735629|-1114.8134599999998|-16.40099384|0.21677451|8.213390641|0.948293868|7320.809595999999|149.890474|0.016527|-391.6770747|1423.362076|11.42772654|0.0|1.0|1.0|1.0|3.41|0.05|4.64|5.32|105.02|1.0|130.3|0.0|5.0|-5.8|480.37|0.0|0.0|1.7e-07|7.37e-07|0.000354|4.83|0.0|0.0|2.6899999999999996e-09|1.29e-06|-0.08374|4.73|3.6413|-2549.104894|-2549.091817|713.1|1217.48|444.0|0.61338|0.61338|-2548.8917260000003|444.0|-0.2331599999999999|0.01307741|-2548.953933|6.5205|4.0|8.4225|8.4225
