molecula|n9FaHRing|n9FaRing|SaaNH|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|AATSC1i|n6aHRing|GATS1are|BIC2|SIC2|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
9h_a40|0|0|0.0|1|0|0|0.604992856|0.014753178|5.4161004020000005|-0.126968715|0|0.157606277|-0.343593366|0.133376308|10.31197223|-185.0|0.08305063|0|0.778613709|0.740778143|0.8022014000000001|1|-0.09201708|-0.095803029|0.219852623|0.012390387|-46.04148264|-47.93581245|6.199629554|132.6583116|67.89350333|-0.041058441|-23.98506758|0.863884935|-1.437045429|53.60044379|0.482124665|2073.354193|-719.0371868|418.2915223|-10.27931468|0.136115065|6.922257828999999|0.930966649|4322.734135|68.10626265|-359.7760137|23.78085181|-364.1454816|336.23227030000004|5.664631335|1.0|0.0|1.0|3.3|20.0|-6.51|4.44|67.66|1.0|93.19|0.0|1.0|3.0|-5.65|23.0|3.0|-5.06|0.0|1.0|1.0|2.23e-06|0.000716|7.6e-06|0.00244|0.0|0.0|9.93e-05|4.2372|3.3675|-1293.151333|868.84|292.61|410.18|-1293.033723|0.2721|-0.14047|2.1413|-0.20038|3.98|5.4001|5.4001
47f_a18|0|0|0.0|0|1|1|1.251175676|-0.005500039|4.844187086|-0.034211867|0|-0.048472184|-0.477030713|0.033759227|10.94702253|-0.008224928|-0.3927204379999999|0|0.765824398|0.750610215|0.780474694|0|-0.063824969|-0.084851044|0.375218907|0.0138461289999999|-54.18475173|-72.03501774|11.75478965|111.1889928|137.3980967|-0.0289997239999999|-61.15474298|0.726550657|-2.290978185|86.11217859|0.483843526|3367.7324700000004|-1944.945479|2343.062749|-20.90098811|0.273449343|10.55465562|0.937396993|7870.103594|232.14715330000004|-1651.17806|33.88554232|-384.6642262|1347.416568|14.07716085|1.0|1.0|1.0|4.87|18.0|-9.22|3.6|88.97|3.0|164.47|1.0|1.0|13.0|-6.11|40.0|4.0|-6.4|0.0|0.0|0.0|7.76e-07|0.000421|3.01e-06|0.00163|1.0|1.0|3.27e-07|3.0964|3.0964|-1743.346389|1602.99|400.42|874.24|-1741.724929|0.5741|-0.12802|3.8532|-0.1724099999999999|9.0|8.0458|8.0458
14a_a3|0|0|0.0|0|0|0|0.6050202020000001|0.111575338|4.727387819|-0.1160619169999999|3|-0.143740653|-0.363198151|-0.039177314|10.3116301|-0.172643335|-0.094863591|3|0.882394075|0.7574238740000001|0.822587422|1|-0.091731577|-0.094609848|0.21389849|0.0140376889999999|-45.12132248|-46.53709886|6.904918591|256.5548327|102.8554977|-0.036792719|-22.89086827|0.7608768779999999|-1.324537874|55.84414456|0.481997259|2160.698862|-651.519384|1186.412113|-8.902004327|0.239123122|5.308770254|0.930491715|4716.423352000001|117.6209094|-320.4721558|23.78539971|-256.6424807|358.3503513|9.307045698|1.0|1.0|1.0|3.27|21.0|-6.89|3.71|105.82|0.0|93.25|0.0|1.0|2.0|-4.45|23.0|4.0|-6.42|0.0|0.0|1.0|3.54e-05|0.0113|0.000103|0.0327|0.0|0.0|4.08e-05|3.2363|3.2363|-1327.485188|822.33|383.1|373.85|-1327.354384|0.4524|-0.1321|3.5358|-0.19946|0.03|7.5229|7.5229
16a_a10|0|0|0.0|1|1|1|1.325756911|-0.187414728|5.4161004020000005|0.023926176|2|-0.085711535|-0.152205915|0.014886502|10.92947902|-0.0048530629999999|-0.254024476|2|0.748039584|0.772481675|0.813036304|1|-0.052574986|-0.076950669|0.3637074329999999|0.013872737|-36.408063|-53.28817038|9.606840334|77.68598956|58.06685151|-0.026063936|-36.90194151|0.7270593190000001|-1.615964058|63.53441386|0.4629532229999999|2862.681038|-1119.0515779999998|1823.310808|-12.4990447|0.272940681|8.531706024|0.862035195|6366.0631060000005|189.0108247|-774.9407716|24.82496066|-314.4761648|879.8636987|10.24624348|1.0|1.0|1.0|4.11|21.0|-8.5|5.19|56.07|3.0|133.66|0.0|1.0|9.0|-5.22|33.0|5.0|-5.91|0.0|1.0|1.0|6e-06|0.00264|6.76e-06|0.00297|0.0|0.0|1.4e-06|5.6019|3.8718|-1395.13019|1310.44|221.33|629.65|-1394.797092|0.0841|-0.1605|3.8323|-0.20697|47.0|7.3279|7.3279
12c_a5|0|0|2.977832018|0|1|1|1.236775191|-0.212798523|4.59511985|0.020594766|3|-0.086795626|-0.16115723|-0.096073591|10.9455378|0.0072946769999999|-0.020144382|2|0.808899433|0.797601178|0.8446264459999999|0|-0.070873852|-0.066083881|0.450827114|0.016374249|-46.62294305|-43.47195613|10.77147171|143.44655559999998|104.5338363|-0.022421317|-28.59715492|0.583585895|-1.25559373|59.40070647|0.4609383929999999|2697.345008|-825.9671665|2045.184304|-9.702606135|0.416414105|7.293547043999999|0.855075538|5877.765289|273.9296719|-543.3459436|25.27376659|-109.9706106|735.3048881|15.92875034|1.0|1.0|1.0|3.27|23.0|-9.31|4.32|75.72|1.0|121.26|0.0|1.0|6.0|-4.09|31.0|5.0|-6.79|0.0|0.0|0.0|8.159999999999999e-05|0.0336|4.64e-05|0.0191|0.0|0.0|2.03e-07|4.6671|4.0116|-1316.5202869999998|1200.02|265.66|519.21|-1316.244961|105.0|-0.16563|3.0135|-0.21128|47.0|7.3279|7.3279
8e_a46|0|0|0.0|1|1|1|1.160371308|-0.205882192|5.533389489|0.000950213|2|-0.126773923|-0.046696417|-0.184317354|10.96411233|-0.016857659|-0.135984209|2|0.669602597|0.789844634|0.837678812|0|-0.053352779|-0.065982313|0.281227001|0.009576086|-27.16690715|-33.59778824|4.876083942|7.389496216|40.04689925|-0.023017086|-17.10778729|0.7492419109999999|-0.989734694|39.62167507|0.444693313|1982.950764|-503.9668235|1415.320228|-5.967832774|0.2507580889999999|5.504080656|0.8008066970000001|4239.252176|127.6844779|-256.61680930000006|15.64268965|-253.8248986|426.71841|6.023886838999999|1.0|1.0|1.0|3.21|17.0|-6.67|3.9|43.6|0.0|91.93|0.0|1.0|2.0|-3.59|23.0|3.0|-6.02|0.0|1.0|1.0|0.0002569999999999|0.0782|9.15e-05|0.0279|0.0|0.0|6.57e-05|4.5092|4.5092|-954.9056294|933.3|274.96|457.96|-954.743261|0.2162|-0.18835|3.2194|-0.2201|406.0|6.3915|6.3915
14s_a23|1|1|0.0|2|0|0|1.197958333|0.020458621|5.351858133|-0.022580082|2|0.049317519|-0.298573309|-0.044305947|10.31321812|-0.064006338|-0.13187015|2|0.722187957|0.7837821840000001|0.846632079|1|-0.055037441|-0.080500435|0.2387634619999999|0.019970955|-35.30692476|-51.64162341|12.81151517|30.34480575|46.42188642|-0.034255504|-33.12848261|0.7748161659999999|-1.610008704|62.75905983|0.470919749|2954.0751370000003|-1032.832468|2316.634024|-14.09722664|0.2251838339999999|7.548546899|0.890072438|6938.271179|144.457092|-662.5696522999999|28.36177131|-352.5931977|633.3278634|11.11743642|0.0|0.0|1.0|3.45|26.0|-7.99|4.67|105.02|2.0|125.29|0.0|1.0|5.0|-6.13|31.0|4.0|-6.03|0.0|0.0|0.0|7.49e-07|0.000334|2.83e-06|0.00126|0.0|0.0|4.55e-06|3.6828|3.6828|-2089.500101|1164.32|336.66|528.82|-2089.2914530000003|0.3669|-0.1515|4.7032|-0.22933|3.0|8.5482|8.5482
12e_a30|0|0|0.0|0|2|2|0.604984231|-0.0026669809999999|5.351858133|-0.029595542|2|-0.010682095|-0.444243861|0.005418617|10.31162844|-0.055954785|-0.154412059|1|0.838579475|0.8246767140000001|0.876441789|0|-0.07914783|-0.098059338|0.407218612|0.024254701|-52.50202674|-65.04681137|16.08914569|106.2790684|121.5880081|-0.035153347|-43.14823836|0.7071208529999999|-1.863127413|80.10232244|0.46715936|2920.484542|-1235.889416|2392.685958|-15.46823639|0.292879147|8.069355055|0.8767337279999999|6421.289402|194.2788429|-819.8165288|32.97692061|-274.7836441|704.0353382000001|15.05551106|0.0|1.0|1.0|4.72|17.0|-6.74|2.63|90.88|2.0|133.77|0.0|1.0|6.0|-5.44|31.0|5.0|-6.19|0.0|0.0|0.0|3.59e-06|0.00154|1.19e-05|0.0050799999999999|0.0|0.0|7.87e-05|5.0412|3.4747|-1690.2687170000002|1201.05|245.94|562.76|-1690.030824|151.0|-0.1476|5551.0|-0.19804|11.0|7.9431|7.9431
12at_a36|0|0|3.4361495580000003|0|2|2|1.297042863|-0.04229234|5.351858133|-0.073048351|2|0.054794728|-0.653190113|-0.076129505|10.95446888|-0.037590959|-0.227404687|1|0.817851296|0.8384626709999999|0.890810337|0|-0.084721769|-0.110637955|0.301423347|0.029516069|-58.66704838|-76.61315774|20.43891035|95.16663336|171.8311073|-0.037537878|-53.05210062|0.6744421970000001|-2.102121151|95.60375457|0.49342323|3041.832389|-1455.649997|2388.600265|-17.99981985|0.325557803|8.837213274|0.974034457|6537.399158|225.4381077|-1007.989912|38.54110857|-241.591008|735.3783268|18.99059683|0.0|1.0|0.0|4.9|17.0|-6.62|1.67|95.5|1.0|135.03|0.0|1.0|7.0|-4.18|33.0|6.0|-7.18|0.0|0.0|0.0|6.579999999999999e-05|0.0289|8.36e-05|0.0367|0.0|0.0|0.000106|4.7133|3.8408|-1460.797444|1238.61|263.05|589.75|-1460.549244|0.2076|-0.15607|6.4676|-0.2131|78.0|7.1079|7.1079
10_a47|0|0|0.0|0|0|0|1.381868067|-0.003570214|0.0|-0.166367455|2|-0.169242585|-0.384667159|0.0814897|10.93671036|0.007193585|-0.045289209|2|0.7027461220000001|0.754096463|0.8077565520000001|1|-0.076311525|-0.0936757959999999|0.417511484|0.00951788|-40.80144983|-50.08559665|5.088920549|103.41137940000002|84.97451737|-0.035388634|-26.77924406|0.801882632|-1.592488524|57.59863288|0.411647394|2355.515804|-851.455143|1567.859561|-10.11660331|0.198117368|6.277122171|0.699661037|5482.319019|105.9273263|-455.247149|23.5960035|-322.8149102|498.0016816|7.51303623|1.0|1.0|1.0|3.02|22.0|-8.85|5.92|58.04|2.0|106.43|0.0|1.0|3.0|-5.75|27.0|4.0|-5.08|1.0|0.0|1.0|1.77e-06|0.000638|3.18e-06|0.00114|0.0|0.0|5.110000000000001e-07|5.7693|3.7236|-1188.3744|997.16|214.9|426.55|-1188.1907199999998|0.2175|-0.15445|1.9281|-0.20309|13.0|7.9|7.9
27a_a34|0|0|0.0|1|1|1|0.300206665|0.0257175079999999|5.351858133|-0.456594848|1|-0.082271189|-0.7320090459999999|-0.026428049|10.319282|-0.008138446|-0.264978526|1|0.8186389829999999|0.779284547|0.832753533|0|-0.106669294|-0.123191967|0.4305370679999999|0.026573385|-74.78290605|-86.36649751|18.62986903|176.4623026|279.75296960000003|-0.043345322|-60.54917431|0.764921711|-2.340647376|100.7752505|0.436895447|3394.470264|-1640.9634529999998|2252.433058|-21.30433911|0.235078289|8.960143164|0.7758691440000001|7104.26596|164.80691819999998|-1150.434312|39.72721867|-371.4586403|718.5861133999999|14.40875302|1.0|1.0|1.0|3.66|23.0|-7.61|3.97|129.74|1.0|122.61|0.0|1.0|6.0|-4.96|33.0|7.0|-7.29|0.0|0.0|0.0|1.09e-05|0.00504|3.43e-05|0.0159|0.0|0.0|1.13e-05|5.0012|4.1228|-1861.695683|1247.85|247.91|598.18|-1861.468024|0.0203|-0.16691|10.8591|-0.20615|0.24|6.6198|6.6198
13g_a6|0|0|3.457632039|0|0|0|1.424099171|-0.0961994219999999|4.727387819|0.004767264|2|0.03536788|-0.381325604|0.073394284|10.95053423|-0.080022038|-0.215607882|2|0.836982172|0.774238891|0.832753533|1|-0.074216821|-0.091949419|0.2141642839999999|0.017637229|-51.67543048|-64.02222283|12.28038897|68.57626488|89.14285747|-0.0323525729999999|-44.57717132|0.7357333540000001|-1.747038966|76.50577593|0.444443571|2929.039254|-1216.422234|3916.754765|-15.68456028|0.264266646|7.968172425|0.7999971709999999|6332.20768|184.0026638|-846.9662551000001|30.61752948|-328.2712049|744.1359788|12.48355309|1.0|1.0|1.0|3.61|27.0|-10.57|4.79|103.17|2.0|128.63|0.0|0.0|6.0|-5.56|33.0|5.0|-6.31|0.0|0.0|1.0|2.77e-06|0.0012|8.8e-06|0.0038|0.0|0.0|1.15e-08|5.9869|3.2472|-1386.573241|1253.71|207.09|592.49|-1386.3020800000002|0.0105|-0.1327|10.1708|-0.20806|119.0|6.9245|6.9245
3_a4|0|0|0.0|1|1|1|1.343866299|-0.241609351|5.4161004020000005|0.03287721|2|-0.07806942|-0.0502208409999999|-0.010537082|10.92992985|0.050638298|-0.08121207|2|0.637819558|0.773786787|0.8367373309999999|1|-0.052578183|-0.06572153|0.462670692|0.010568144|-25.5405205|-31.92506825|5.133610255|12.23442244|38.95587796|-0.024645574|-15.5080075|0.7196876640000001|-0.985822953|39.38579676|0.430553837|2159.04913|-478.8760237|1602.411021|-5.815502811|0.280312336|4.832514477|0.7560922609999999|4677.30755|136.1652785|-232.6201124|16.63485592|-213.4321476|409.0289917|7.460728516|1.0|1.0|1.0|2.99|21.0|-7.19|4.11|43.6|0.0|95.12|0.0|1.0|2.0|-3.7|24.0|3.0|-5.99|0.0|1.0|1.0|0.000198|0.0617|5.520000000000001e-05|0.0173|0.0|0.0|2.03e-05|4.9088|4.0639|-990.6149055|905.23|252.57|350.36|-990.467184|0.0871|-0.17005|2681.0|-0.21969|104.0|6983.0|6983.0
EW7203_a60|0|0|0.0|0|2|2|0.604984431|0.025672274|5.351858133|0.0075638519999999|2|-0.092774356|-0.377182982|0.03824498|10.31162855|-0.051413084|-0.090115975|1|0.80330079|0.822401103|0.8839272779999999|0|-0.076068195|-0.096226348|0.345488097|0.020156795|-49.19385637|-62.23028092|13.03554647|80.48638339|73.67602619|-0.036566012|-40.24477665|0.766837077|-1.828300603|73.82739839|0.497298165|2913.880231|-1182.375337|1660.077477|-15.29301513|0.233162923|8.310125852|0.989250745|6403.777228|150.7881632|-764.6507562999999|30.83771958|-345.1309687|666.0036144999999|11.59711747|0.0|1.0|1.0|4.75|17.0|-6.7|2.6|117.47|2.0|133.97|0.0|1.0|5.0|-5.74|31.0|4.0|-6.35|0.0|0.0|0.0|1.81e-06|0.000768|1.53e-05|0.0065|0.0|0.0|8.51e-05|5.0166|3.5192|-1667.993536|1166.44|247.15|546.85|-1667.78681|0.0448|-0.1446599999999999|1.7676|-0.20654|9.0|8.0334|8.0334
17a_a22|0|0|0.0|1|0|0|1.2689202|-0.0422459529999999|4.727387819|-0.092107225|2|-0.054347074|-0.314134834|-0.094996254|10.94643739|-0.005724389|-0.126659773|2|0.830653242|0.7562495659999999|0.805071997|1|-0.072161482|-0.08790445|0.345497724|0.0140462319999999|-49.30541729|-60.0620365|9.597299109|286.3611391|96.01444244|-0.030843667|-41.03828927|0.710958975|-1.758088991|73.26110471|0.485943988|2910.035347|-1201.24073|1934.881271|-14.39939974|0.289041025|8.549622191000001|0.945313306|6343.687177000001|197.4916253|-820.7657853999999|29.64221498|-288.28178110000005|784.2697099|13.19906822|1.0|1.0|1.0|4.02|27.0|-9.13|4.93|68.52|2.0|128.29|0.0|1.0|7.0|-4.75|33.0|5.0|-6.39|0.0|1.0|0.0|1.7899999999999998e-05|0.0078099999999999|1.09e-05|0.00473|0.0|0.0|3.23e-07|4.8502|1.3971|-1408.279257|1253.39|255.63|577.52|-1407.8711|0.0085|-0.06214|3.0156|-0.21338|82.0|7.0862|7.0862
25_a47|1|1|0.0|1|0|0|1.30432753|0.037667531|4.727387819|-0.1084905069999999|2|-0.055724653|-0.486951604|-0.035030495|10.94972207|0.002716049|-0.235822787|2|0.6553889970000001|0.8462332770000001|0.906449648|1|-0.073339312|-0.08797211|0.574771479|0.020224271|-44.52300552|-53.40631957|12.27779881|11.20142696|129.3338553|-0.031278972|-32.42203672|0.6238742279999999|-1.407553754|71.17072517|0.4760601829999999|2704.5905190000003|-854.5011131000001|1514.111398|-11.52783528|0.376125772|6.951055196|0.908616158|6236.813862|228.3393366|-518.7525876|30.43708613|-150.4037281|513.2159236|17.76440561|1.0|0.0|1.0|3.26|21.0|-8.01|4.95|84.73|2.0|109.7|0.0|1.0|5.0|-4.99|29.0|5.0|-6.3|0.0|0.0|1.0|1.01e-05|0.00417|1.52e-05|0.00626|0.0|0.0|4.02e-06|4.8002|3.9878|-1735.385814|1062.81|258.29|491.7|-1735.2218059999998|0.0702|-0.16588|3.8832|-0.22919|16.0|7.8|7.8
18_a10|0|0|0.0|1|2|2|1.243178376|-0.182332901|5.733341277|0.0307177839999999|2|-0.092424959|-0.1859075939999999|-0.052165302|10.92966688|-0.0280813039999999|-0.143149563|2|0.7155022459999999|0.785539083|0.832812971|1|-0.0575419659999999|-0.076052353|0.656664457|0.019095409|-36.52271591|-48.27152552|12.12013168|40.99617452|72.64119073|-0.024889861|-30.63863373|0.641615544|-1.368942347|61.38857307|0.4670293179999999|2788.499133|-868.8874593|2137.914113|-10.02718922|0.358384456|7.204851347999999|0.876275815|6213.631543|227.471785|-551.4954071000001|24.62214943|-179.7708584|713.2632062000001|13.11704755|1.0|1.0|1.0|4.07|21.0|-7.88|4.66|62.06|1.0|119.81|0.0|1.0|5.0|-4.48|31.0|5.0|-6.34|0.0|1.0|1.0|3.34e-05|0.0138|1.7100000000000002e-05|0.00705|0.0|0.0|5.44e-06|5.7687|3.7977|-1336.404041|1181.5|214.93|504.61|-1336.126835|0.1637|-0.15735|4.7596|-0.20692|0.13|6.8861|6.8861
4q_a46|0|0|0.0|1|1|1|1.131262631|-0.2520920439999999|5.587248657999999|0.004704245|2|-0.012611536|-0.066250447|-0.155661124|10.96363644|-0.081623022|-0.187559576|2|0.716317772|0.807871283|0.848935944|0|-0.052170875|-0.070035423|0.258420996|0.014510206|-29.12008262|-39.09149156|8.099124333999999|38.31894407|48.25357162|-0.021010627|-21.81959712|0.61955726|-1.050531344|49.37907349|0.487775649|2234.596293|-586.3723734|1491.412605|-6.545879136|0.38044274|6.038093227999999|0.952269544|4992.497361|212.350744|-327.2939568|18.92875482|-133.46593529999998|554.3688216|10.28758193|1.0|1.0|1.0|3.95|17.0|-6.94|4.09|52.83|0.0|102.63|0.0|1.0|4.0|-3.41|26.0|4.0|-6.54|0.0|1.0|0.0|0.000389|135.0|0.000129|0.0449|0.0|0.0|3.97e-05|4.5296|4.5296|-1108.729426|1043.05|273.72|510.13|-1108.511662|0.1432|-0.1903|2.7026|-0.2207199999999999|743.0|6129.0|6129.0
47r_a18|0|0|0.0|0|1|1|0.403924645|0.029358241|4.844187086|-0.216996268|0|0.041686585|-0.40455848|-0.02952923|10.35082951|-0.030106257|-0.362261236|0|0.806477847|0.7698681909999999|0.8075001|0|-0.083915825|-0.087091542|0.26560995|0.0155038689999999|-62.75220741|-65.12700692|11.59378448|13.30156885|172.30927739999998|-0.031669652|-48.70193962|0.688074851|-2.090197013|81.99788849|0.49394971|3389.050097|-1563.048166|1504.28892|-17.70979622|0.311925149|9.819988422|0.976088187|7727.455993|233.2574532|-1168.846551|34.41856352|-281.2845386|1005.982493|16.87088158|1.0|1.0|1.0|4.55|18.0|-7.46|3.76|111.03|3.0|145.82|0.0|1.0|9.0|-6.65|36.0|4.0|-6.12|0.0|0.0|0.0|2.26e-07|0.0001139999999999|2.31e-06|0.00117|0.0|1.0|1.76e-05|3.1705|3.1705|-1964.813473|1387.23|391.06|729.75|-1964.443758|0.6007|-0.13021|2.3873|-0.18249|231.0|6.6364|6.6364
14_a1|0|0|3.3674017380000003|0|1|1|1.430935835|0.043282217|5.351858133|-0.175408303|1|0.1008839219999999|-0.766207981|-0.029658865|10.94959842|-0.0492229479999999|-0.033765606|1|0.838928085|0.7462411859999999|0.805877431|0|-0.12658238|-0.122581374|0.206941175|0.033047776|-74.96297518|-72.59355177|19.5711254|161.1772893|240.9270705|-0.046308519|-42.99041175|0.753357398|-2.083883365|87.02320758|0.47517581|2678.985809|-1234.09038|1876.042189|-16.24082222|0.246642602|7.46120838|0.905399978|5748.712211|146.0634832|-730.8369997000001|36.40268318|-300.0800645|513.4628663999999|14.42965582|1.0|1.0|1.0|3.25|23.0|-7.69|3.63|103.12|1.0|106.85|0.0|1.0|4.0|-4.52|29.0|5.0|-6.73|0.0|0.0|1.0|3.03e-05|0.0116|5.660000000000001e-05|0.0218|0.0|0.0|7.81e-06|3.8344|3.3061|-1292.55322|1049.56|323.35|464.08|-1292.359534|0.3497|-0.1336|4.1207|-0.19322|94.0|7.0269|7.0269
11a_a50|1|1|0.0|2|1|1|1.397733996|-0.156121881|5.82008293|-0.014702942|1|-0.04339705|-0.134056065|-0.108592708|10.94500606|-0.129547471|-0.277408878|1|0.701976536|0.792574879|0.8535780190000001|1|-0.048213112|-0.071180382|0.2931724189999999|0.01848869|-25.48858279|-37.63057389|9.774322692|7.53108119|43.81199235|-0.025421565|-19.89396594|0.6543614329999999|-1.067705728|48.67321197|0.463749257|2286.226222|-564.4586084|1550.320581|-7.104987834|0.345638567|5.965221997|0.864799282|4858.670497|182.7270002|-298.409489|20.53832944|-163.21096210000002|439.9973344|11.04263807|0.0|1.0|1.0|3.44|20.0|-5.87|3.73|48.53|0.0|99.65|0.0|2.0|2.0|-3.58|25.0|3.0|-6.24|0.0|1.0|1.0|0.000263|0.0862|6.97e-05|0.0228|0.0|0.0|0.000441|4.0636|4.0636|-1045.954278|963.2|305.11|437.9|-1045.794689|0.1761|-0.16769|5.4342|-0.2005299999999999|59.0|7.2291|7.2291
7f_a8|0|0|2.961566988|1|0|0|1.394802504|-0.139912829|4.844187086|-0.073219554|0|0.034392285|-0.234880498|-0.087673259|10.94343485|0.0260356679999999|0.141285105|0|0.515235986|0.7051689170000001|0.7677336090000001|0|-0.091890536|-0.08790841|0.3155671539999999|0.0138113419999999|-52.28313554|-50.01741803|7.858266077000001|53.09327646|130.7330978|-0.040738044|-28.45850692|0.880922225|-1.670259798|55.85651025|0.4513917389999999|2534.956113|-950.3309426|1854.738581|-13.18808857|0.119077775|7.704280774|0.822794279|5662.145174|67.75191165|-540.7116315000001|26.31197491|-433.4681077|446.5544107|5.839092213|0.0|0.0|0.0|3.14|23.0|-8.46|5.49|61.58|2.0|101.89|0.0|1.0|3.0|-5.68|28.0|4.0|-5.27|0.0|0.0|1.0|2.09e-06|0.00078|3.16e-06|0.00118|0.0|1.0|1.31e-06|3.8187|3.4810000000000003|-1285.168078|991.61|324.68|495.55|-1285.017838|0.1502|-0.14506|8.7098|-0.21998|35.65|4.4479|4.4479
4f_a49|0|0|0.0|1|1|1|1.343848013|0.010266272|5.4161004020000005|-0.087045007|2|-0.087861524|-0.418450768|-0.064058097|10.92775957|0.0705130559999999|-0.025995042|2|0.69044503|0.7927086309999999|0.8557769120000001|1|-0.102926696|-0.089955514|0.480786546|0.016591015|-55.88123394|-48.83888562|9.007637695|193.615884|142.7551002|-0.033471819|-26.51573683|0.718306291|-1.439288231|60.18871783|0.437355335|2458.261097|-781.4221699|1629.651745|-9.866320682|0.2816937089999999|6.302023735|0.7773206840000001|5422.650822|152.9378926|-424.2517893|25.29924744|-237.0468572|467.1194103|11.34983222|1.0|1.0|0.0|3.07|21.0|-6.54|3.8|80.9|1.0|102.08|0.0|1.0|3.0|-3.99|27.0|5.0|-6.6|0.0|0.0|1.0|0.000102|0.0365|8.120000000000001e-05|0.0289|0.0|0.0|0.000104|4.6249|3.7098|-1179.201105|982.46|268.08|411.94|-1179.029099|0.0579999999999999|-0.15517|1.7833|-0.22471|0.04|7.3979|7.3979
21_a10|0|0|0.0|1|1|1|1.343837211|0.036507898|5.4161004020000005|-0.085463279|2|-0.032405474|-0.549176498|-0.023060773|10.92966143|-0.003554514|-0.03765494|2|0.7135035209999999|0.7620337359999999|0.81962595|1|-0.091053776|-0.084654798|0.8663152820000001|0.018892889|-64.32920271|-59.80834512|13.34776629|240.7558768|159.11338909999998|-0.03292131|-42.25440548|0.704106635|-1.777750751|75.80259699|0.391384102|3104.255496|-1255.975247|2701.142106|-16.4322688|0.295893365|8.388036625|0.643072426|7048.414464|209.0477207|-887.342515|33.03306591|-288.401376|746.5727327999999|15.99425187|1.0|1.0|0.0|3.5|27.0|-8.71|5.6|90.13|2.0|128.59|0.0|1.0|5.0|-5.77|34.0|6.0|-6.07|0.0|0.0|0.0|1.69e-06|0.0007599999999999|3.12e-06|0.0014|0.0|0.0|8.68e-07|5.9596|3.8599|-1485.461532|1225.01|208.04|517.44|-1485.216871|0.1489|-0.16178|1.5138|-0.2226|4.8|5.3188|5.3188
1k_a5|0|0|2.9020229360000003|0|0|0|1.427567903|-0.216088148|4.59511985|-0.064652321|2|-0.095857885|-0.120771321|-0.145151027|10.9489659|-0.011848312|0.045204303|2|0.567806811|0.7824502320000001|0.851987765|0|-0.078995018|-0.074297856|0.425724957|0.010892351|-40.40908188|-38.00629774|5.571869083999999|165.11680719999998|110.6497654|-0.0301207529999999|-19.44172742|0.724954458|-1.114467843|47.83775802|0.48165588|2171.394196|-570.0944662|824.0133397999999|-7.881781385|0.275045542|6.710535795|0.929220303|4479.484358|140.69669409999997|-291.6259112|21.25369168|-230.14624|357.34245360000006|9.83146028|1.0|1.0|1.0|2.71|23.0|-8.3|4.76|54.46|0.0|90.44|0.0|1.0|3.0|-3.97|24.0|4.0|-5.99|0.0|1.0|1.0|0.000106|0.0336|4.970000000000001e-05|0.0157|0.0|0.0|1.58e-06|4.7221|4.4063|-1050.51717|890.76|262.56|398.63|-1050.418953|0.1239|-0.1798799999999999|1.5911|-0.22504|48.0|7.3188|7.3188
