molecula|SddssS|NaaNH|n9FaRing|SaaNH|NaasN|SRW09|BCUTs-1|SaasN|MATS2c|AATSC1c|MATS7i|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA5|RNCS|RPSA|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|pIC50
9d_a31|0.0|1|0|3.456767212|0|7.765993078999999|0.61013528|0.0|0.036844743|-0.012442213|-0.057650507|-0.0938310919999999|-0.021171445|2|0.000127275|-0.091744753|-0.550392027|0|0.8066174070000001|0.8343242820000001|-0.0375445629999999|0.873955169|0.771222772|0|0.6943358040000001|-0.098210975|-0.11958484|0.3655337879999999|-81.53295088|154.8767865|0.305664196|-45.65350116|-23.07536346|86.75457645|0.457506946|2654.377004|473.3981899|-1222.994263|1932.363213|-15.732784099999998|0.336380477|9.436176796|17.39409698|5748.743284|229.34422830000003|0.023927395|1842.914835|647.1500428999999|1.0|1.0|1.0|1.0|2.0|3.35|0.38|-7.63|6.04|4.09|1.31|2.0|0.0|112.97|0.0|1.0|9.0|-5.61|29.0|5.0|412.51|0.0|0.0|1.0|3.65|-4.39|0.0010199999999999|4.06e-05|3.46|0.0|2.3500000000000002e-08|9.69e-06|-0.03457|3.8478|5.0|3.8478|322.22|0.2611|322.22|630.49|0.7006899999999999|0.7006899999999999|-1657.1791449999998|-0.15969|2.6311|-0.19426|-1657.245966|6.2218
5_a4|0.0|0|0|0.0|1|7.535296702|1.343864516|2.166832955|-0.196773454|-0.001215982|0.012532807|-0.050389825|-0.134215501|1|0.0111310589999999|0.0202481919999999|-0.164263889|2|0.655087104|0.767615203|-0.229773463|0.820886786|0.650346601|1|0.943148502|-0.050732198|-0.0681917309999999|0.431132276|-36.64215945|13.96974087|0.056851498|-14.64813624|-13.54166762|31.58455727|0.413773331|2282.291204|506.7916175|-622.9167106000001|1896.178084|-7.276482574|0.192648413|5.758733969|9.823391314|5059.243919|103.5177395|0.009538616|771.5556899000001|518.5792364|1.0|1.0|1.0|1.0|0.0|3.08|0.23|-7.96|4.89|4.67|2.88|1.0|0.0|104.89|0.0|1.0|3.0|-4.57|26.0|3.0|340.42|0.0|1.0|1.0|3.89|-4.84|0.00925|1.4499999999999998e-05|3.95|0.0|1.09e-08|3.71e-06|-0.04892|4.8582|3.71|4.0239|308.12|0.1106|255.2|421.24|0.60407|0.6019899999999999|-1069.051141|-0.16965|2.7859|-0.21857|-1069.102899|7.1487
3_a20 (SB-525334)|0.0|1|0|3.502142227|0|6.880384082000001|1.183765089|0.0|-0.048050965|-0.005492814|0.001821898|-0.175513234|-0.119584218|1|0.0033523629999999|0.002992397|-0.500412918|2|0.818922083|0.7186587|-0.17447922|0.76423988|0.7835436240000001|1|0.8756647679999999|-0.061128029|-0.0917096759999999|0.246005838|-51.80299691|43.70154849|0.1243352319999999|-19.50382741|-16.53287135|41.49386505|0.457398769|2243.481559|494.6267525|-777.0449536|1782.992456|-9.33873414|0.215089498|5.943823875|10.9543133|4905.195832|121.495147|0.0117802769999999|989.9790502999998|520.6749407|1.0|1.0|1.0|1.0|1.0|2.82|0.24|-8.39|5.2|4.69|1.69|1.0|0.0|104.59|0.0|1.0|3.0|-4.85|26.0|4.0|343.42|0.0|1.0|1.0|3.63|-4.73|0.00489|1.88e-05|3.74|0.0|4.07e-09|1.4e-06|-0.0671399999999999|4.9821|3.9|3.1728|390.77|367.0|248.86|498.74|0.49443|0.70168|-1086.329436|-0.13417|3.7291|-0.20131|-1086.383308|6.7905
14o_a23|0.0|0|1|0.0|2|7.423568444|1.197958066|3.133942289|0.18835477|-0.014680137|0.135737344|-0.029012777|-0.049105045|2|-0.0004039459999999|0.416392114|-0.653629157|2|0.598213287|0.802854174|-0.072078004|0.861597051|0.575188253|1|0.904077943|-0.072435569|-0.094138958|0.328340215|-66.92857564|110.3941788|0.0959220569999999|-36.61307972|-30.18347529|64.33441296|0.48945652|3399.6213840000005|642.7588542000001|-1539.35724|2297.392496|-21.45909668|0.199698446|9.016411722|17.66041891|7967.617129|141.97663490000002|0.019295686|1923.471511|676.4530574|0.0|1.0|0.0|1.0|1.0|3.62|0.09|-7.95|3.97|6.18|3.04|2.0|1.0|126.97|0.0|1.0|7.0|-6.89|35.0|8.0|495.48|1.0|0.0|0.0|4.31|-6.0|6.38e-05|1e-06|4.76|0.0|1.12e-08|5.57e-06|-0.08059|3.6989|5.17|3.6989|335.19|385.0|335.19|582.89|0.58581|0.58581|-2041.934645|-0.1517|5.9294|-0.23229|-2042.000938|8.4815
12x_a36|0.0|1|0|3.494913155|0|7.412764017000001|0.629399587|0.0|-0.058295476|-0.007008724|0.021670322|-0.054184069|-0.023932402|1|0.003710345|0.038200407|-0.4331246039999999|1|0.906423012|0.828393514|-0.041914045|0.8792981679999999|0.855081905|0|0.836402835|-0.0737521679999999|-0.104368092|0.3403819629999999|-70.20305027|81.81168174|0.163597165|-33.36962015|-24.70107324|61.46507585|0.458792701|2884.428214|562.6051882|-1333.8579550000002|2391.802689|-16.61514211|0.223146459|8.770758009|16.20591229|6193.10485|150.09915149999998|0.016274369|1717.000548|725.9470896|0.0|1.0|1.0|1.0|2.0|0.0|0.17|-7.05|3.33|2.61|2.51|1.0|0.0|135.47|0.0|1.0|6.0|-4.85|31.0|4.0|427.52|0.0|0.0|0.0|2.33|-4.51|0.0061|3.09e-05|3.19|0.0|8.95e-08|3.83e-05|-0.05311|3.8776|3.37|3.7364|331.83|0.3901|319.74|569.01|0.6853600000000001|0.68112|-1670.182026|-0.1517099999999999|5.6653|-0.2048199999999999|-1670.244307|8.1549
8a_a12|0.0|0|0|0.0|0|0.0|1.283813597|0.0|0.082323047|-0.00771093|-0.205012437|-0.050603335|-0.084035283|0|0.000249868|-0.3422915179999999|-0.5385001079999999|2|0.913877696|0.763500863|-0.146966854|0.8157289759999999|0.862306783|0|0.892656426|-0.05926895|-0.093050281|0.221703535|-48.195997|46.32568673|0.107343574|-15.90061008|-17.52581709|36.0527909|0.46777503|2212.38965|462.3571879|-771.1359521|2093.2274030000003|-9.077610683|0.208569274|5.113243051|9.607296424|4806.044707999999|108.02980890000002|0.014012546|974.3568539|464.1781753|1.0|1.0|0.0|1.0|1.0|3.06|0.15|-7.89|3.87|2.5|2.89|0.0|0.0|105.24|0.0|1.0|3.0|-3.9|25.0|4.0|327.38|0.0|1.0|1.0|3.1|-4.21|0.0408|6.19e-05|3.18|0.0|1.28e-08|4.2e-06|-0.06246|3.9091|3.41|3.9091|317.17|0.2486|317.17|424.14|0.6309100000000001|0.6309100000000001|-1045.851982|-0.15696|3.6588|-0.2194199999999999|-1045.902509|6.7011
47t_a18|0.0|0|0|0.0|0|7.03438793|1.25117758|0.0|0.1115820769999999|-0.0128248239999999|0.018018036|-0.011641394|-0.04785474|0|-0.004985656|0.027313444|-0.600890268|0|0.704602886|0.750103977|-0.074774521|0.796935152|0.688453085|0|0.67203319|-0.119202068|-0.103295568|0.240001773|-69.13537385|280.622476|0.32796681|-53.39751484|-27.16032544|89.19655162|0.49779009|2872.533415|449.789539|-1520.978225|1326.524873|-18.17831387|0.195468477|8.780037801|17.48280476|6603.597038|130.8263901|0.016238994|1890.514146|747.6927426|0.0|0.0|1.0|0.0|3.0|0.0|0.15|-7.51|2.6|2.93|1.64|2.0|1.0|129.21|0.0|1.0|7.0|-5.58|33.0|4.0|441.48|0.0|0.0|0.0|2.15|-4.77|0.00117|1.7100000000000002e-05|3.57|0.0|3.09e-08|1.36e-05|-0.06822|3.1164|9.4|3.1164|397.84|0.5502|397.84|601.36|0.6895100000000001|0.6895100000000001|-1470.528808|-0.12692|7.7656|-0.19514|-1470.593659|6.1068
14e_a23|0.0|0|1|0.0|2|7.423568444|1.197957573|3.052208981|0.059967018|-0.008865361|0.023369734|0.021081733|-0.009871698|2|0.001951778|0.072830644|-0.5232404310000001|2|0.560094237|0.791790895|-0.014216155|0.8510270329999999|0.5415996160000001|1|0.925392058|-0.073376247|-0.089453046|0.267882223|-62.2612068|48.244071000000005|0.074607942|-35.54678231|-27.39493099|63.61519626|0.49543439|3255.313968|644.0923882999999|-1369.74655|2428.874279|-19.06744972|0.203474128|8.020794334|15.89643482|7663.17288|141.6222839|0.017954325|1719.6510460000002|658.8108151|0.0|1.0|1.0|1.0|1.0|3.62|0.09|-8.23|4.42|6.19|3.82|2.0|1.0|125.29|0.0|1.0|6.0|-6.38|34.0|7.0|479.48|1.0|0.0|0.0|4.5|-5.79|0.000198|1.61e-06|4.46|0.0|5.94e-09|2.85e-06|-0.08122|3.7033|4.2|3.7033|334.8|0.3178|334.8|571.39|0.63922|0.63922|-1966.720803|-153.0|3.7696|-0.2342199999999999|-1966.785007|8.5214
12aa_a36|0.0|1|0|3.4172704080000003|0|7.412764017000001|1.297043479|0.0|0.033952382|-0.011588438|0.03597264|0.010538281|-0.013898809|1|-0.004569485|0.0620143779999999|-0.53315493|1|0.892815402|0.833911317|-0.023185884|0.888163057|0.849217847|0|0.688945241|-0.1066659309999999|-0.117270578|0.4679233379999999|-80.19356964|132.3194611|0.3110547589999999|-49.88002793|-28.21625599|89.09222754|0.44829258|2928.7759760000004|471.12395210000005|-1523.677823|2418.848273|-19.29522587|0.2686642589999999|8.05947774|14.60824604|6438.603019|183.7216658|0.023386634|2083.417693|689.2886595|0.0|0.0|1.0|0.0|3.0|0.0|0.13|-6.14|1.92|0.98|1.28|1.0|0.0|131.85|0.0|1.0|6.0|-3.52|32.0|5.0|424.46|0.0|0.0|0.0|1.15|-3.45|129.0|0.000359|1.55|0.0|7.19e-07|0.000305|-0.05111|3.8899|3.88|3.8899|318.73|0.4446|318.73|520.19|0.6931|0.6931|-1401.389257|-0.15718|3.5904|-0.20829|-1401.45065|8.0458
13_a10|0.0|0|0|0.0|1|7.535296702|1.343837907|2.091672336|-0.059862024|-0.0057715859999999|-0.093280469|-0.002128014|-0.001592366|1|0.003791547|-0.154121136|-0.345108701|2|0.761923976|0.78472614|-0.002671425|0.84680169|0.736686715|1|0.818027691|-0.094726989|-0.082327045|0.4676169839999999|-41.62089688|174.7319717|0.181972309|-24.21093442|-15.22715739|54.05778885|0.449563457|2261.82488|413.5584641|-624.3134531000001|1630.880014|-7.698174391|0.285505651|5.069505473|9.209972585|4941.066161|144.338975|0.018979132|873.7836118999999|422.96706330000006|1.0|0.0|1.0|1.0|1.0|2.58|0.15|-6.6|3.52|3.81|1.88|0.0|0.0|97.14|0.0|1.0|2.0|-3.76|25.0|4.0|328.37|0.0|1.0|1.0|2.91|-4.1|0.0576|7.87e-05|2.76|0.0|2.49e-07|8.170000000000001e-05|-0.05022|5.8308|2.48|3.8419|322.72|0.3905|212.63|376.77|0.34881|0.68386|-1065.68351|-0.15937|3.6904|-0.20959|-1065.732389|6.7959
3m_a32|0.0|1|1|3.575728458|0|7.773594467000001|0.609420748|0.0|0.013867955|-0.006290106|-0.0370712179999999|-0.084132138|-0.078038283|3|0.000822186|-0.065422345|-0.49476131|0|0.6943636479999999|0.817967125|-0.126422018|0.872498916|0.6672533589999999|1|0.798023273|-0.084626325|-0.09390309|0.317009723|-56.15082133|92.61088121|0.201976727|-30.25923462|-16.22134838|58.63348955|0.4687361229999999|2588.590536|477.1904954|-729.9606772999999|2363.601309|-9.699808932|0.325531778|7.0752395770000005|13.31775015|5724.714257|194.65681730000003|0.018412178|1082.275864|554.9424306|0.0|1.0|1.0|1.0|1.0|2.93|0.3|-7.38|7.02|5.35|1.74|2.0|0.0|110.36|0.0|1.0|3.0|-5.94|27.0|4.0|394.51|0.0|0.0|1.0|4.12|-4.86|0.000449|1.39e-05|3.57|0.0|4.190000000000001e-08|1.65e-05|-0.05731|3.5749|5.1|3.5749|346.82|0.2952|346.82|484.34|0.7026600000000001|0.7026600000000001|-1863.279862|-0.14835|5082.0|-0.2056599999999999|-1863.337677|7.6383
15_a3|0.0|0|0|0.0|0|6.823286122000001|0.619596467|0.0|0.079167398|-0.006742751|-0.182934001|0.126641951|0.021805556|0|-0.004459728|-0.325227172|-0.505519936|3|0.968837995|0.813015336|0.036380489|0.866559772|0.911346861|1|0.7789088340000001|-0.092342351|-0.107619999|0.451058529|-55.08588323|315.5421792|0.221091166|-24.19332693|-19.28005913|51.31038923|0.461565365|2116.88728|398.6887321|-771.2023653|1433.713715|-9.868603355|0.149672503|5.371119692000001|9.975434973|4617.470007|76.61068671|0.010200078|906.9474625|402.781061|1.0|0.0|1.0|1.0|1.0|0.0|0.24|-5.78|2.21|1.56|0.96|0.0|0.0|94.29|0.0|2.0|2.0|-2.77|23.0|5.0|321.4|0.0|0.0|0.0|1.2|-3.02|547.0|0.000951|1.28|0.0|1.66e-06|0.000535|-0.06319|6.0077|2.33|3.7072|334.44|0.4107|206.37|398.12|0.2843199999999999|0.67902|-1328.531138|-0.1576|1.9539|-0.22079|-1328.581677|7.6021
8b_a31|0.0|1|0|3.37710223|0|7.765993078999999|0.610137861|0.0|-0.01883655|-0.013629145|-0.130371116|-0.211457443|-0.069423138|2|-0.006785954|-0.222667869|-0.510259793|0|0.928940547|0.843119174|-0.1155280009999999|0.8956498159999999|0.8761979520000001|0|0.6076192260000001|-0.120703408|-0.132574249|0.281200674|-69.24221375|129.8921115|0.392380774|-32.92631065|-21.30529654|79.93633765|0.479278|2189.617009|317.3534883|-830.906565|1587.743824|-11.12754483|0.296530645|6.142377144|11.79588561|4696.728592|154.8750114|0.02483711|1181.155311|372.3224834|1.0|1.0|1.0|1.0|2.0|2.71|0.25|-5.73|4.52|2.74|0.61|0.0|0.0|88.64|0.0|2.0|4.0|-4.05|23.0|5.0|328.39|0.0|0.0|1.0|2.52|-3.4|0.0294|0.000399|2.02|0.0|1.86e-06|0.00061|-0.0325|3.8582|1.77|3.8582|321.36|0.2643|321.36|439.96|0.70036|0.70036|-1386.681003|-0.16015|3.6945|-0.19265|-1386.734257|5.6576
14i_a23|0.0|0|1|0.0|2|7.423568444|1.197963212|3.2692375460000003|0.142566578|-0.010148243|0.040408197|-0.018541856|-0.026731172|2|0.002496501|0.075401108|-0.569707595|2|0.77007911|0.8025091329999999|-0.04255066|0.864206467|0.7333675390000001|1|0.777952733|-0.0889593869999999|-0.096562208|0.266320368|-66.02703063|324.811841|0.222047267|-41.59306642|-27.18760085|75.47917433|0.478050606|3097.406945|531.9462982|-1386.567643|2447.1741030000003|-18.59026006|0.221904316|8.107659819|15.53342127|7030.347905|151.7330992|0.019276934|1782.001457|693.3423458|0.0|1.0|1.0|0.0|2.0|2.64|0.04|-6.96|2.57|3.12|2.28|1.0|1.0|128.38|1.0|1.0|6.0|-5.21|33.0|5.0|454.51|1.0|0.0|0.0|2.61|-4.39|0.00278|4.03e-05|2.46|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|4.64|3.6931|335.72|0.3639|335.72|580.74|0.55606|0.55606|-1798.371346|-0.1509599999999999|5.9563|-0.23121|-1798.434186|8.4622
12e_a40|0.0|0|0|0.0|1|7.515889085|0.604990524|1.6315143930000002|0.061944605|-0.015461694|0.174870826|0.130516751|-0.192362496|2|-0.014780739|0.292184471|-0.520457262|0|0.889386453|0.788800541|-0.279310345|0.858770467|0.8096582170000001|1|0.7798787840000001|-0.132226452|-0.122830115|0.284429447|-66.68049019|206.0119599|0.220121216|-38.96782748|-26.26807189|79.97685498|0.491465612|2391.0322170000004|423.3709264|-866.8463724999999|694.2415706|-14.26008524|0.209181178|8.014314957|15.75963228|5478.52313|113.5576846|0.021118537|1096.13776|348.3847394|0.0|1.0|0.0|0.0|2.0|3.05|0.0|-6.04|4.34|4.84|2.93|2.0|0.0|95.8|0.0|1.0|2.0|-6.53|24.0|4.0|378.23|0.0|0.0|1.0|3.98|-5.64|0.000113|2.27e-06|4.72|0.0|9.14e-07|0.000346|-0.07296|4.3236|4.66|3.0253|409.82|0.4494|286.76|445.12|0.6826|0.70157|-2248.154966|-0.12616|2.5946|-0.19912|-2248.206714|5.9318
22_a4|0.0|0|0|0.0|1|7.535296702|1.399866564|1.987636054|-0.043165663|-0.006436201|0.004808337|-0.2078428719999999|-0.023072107|1|0.004237768|0.00771584|-0.3877007|1|0.774689758|0.7797803109999999|-0.037423832|0.8404413829999999|0.755510052|0|0.8612031509999999|-0.09491995|-0.089955967|0.242642229|-43.23011833|162.9809584|0.138796849|-21.92150631|-17.52572365|50.75888571|0.4359219589999999|1950.173729|413.8681986|-648.451775|1477.437886|-8.422332951|0.155532959|5.495481464|9.742413394|4074.564287|74.7444381|0.011296354|767.88287|338.71903330000004|1.0|0.0|1.0|0.0|1.0|2.2|0.11|-5.24|3.19|3.54|2.09|0.0|0.0|87.12|0.0|2.0|2.0|-3.77|22.0|3.0|289.33|0.0|1.0|1.0|2.81|-3.98|0.0497|0.000104|3.03|0.0|5.77e-06|0.0016699999999999|-0.03046|4.468999999999999|3.38|4.0537|305.85|0.1675|277.43|400.29|628.0|0.65771|-934.12356|-0.16754|3.5548|-198.0|-934.171365|7.3279
4c_a46|0.0|0|0|0.0|1|7.825245291|1.134637091|2.137504882|-0.068543882|-0.005085922|-0.111750026|-0.051150771|-0.068256579|1|0.010040825|-0.165951544|-0.421467037|1|0.649753668|0.726862617|-0.0976963169999999|0.761921603|0.65145414|0|0.890777395|-0.063644365|-0.087503927|0.305199509|-55.2981278|35.22734468|0.109222605|-25.41708422|-18.76186479|49.01980408|0.450883931|2455.604167|562.9269925|-1050.664428|2487.942529|-11.85656505|0.159246215|7.172412106|13.06174141|5571.088357|100.6356847|0.008510983|1249.669579|696.2528933|0.0|1.0|1.0|1.0|0.0|3.8|0.38|-7.62|5.11|5.24|3.4|2.0|0.0|115.03|0.0|1.0|5.0|-5.55|29.0|4.0|389.49|0.0|1.0|0.0|4.44|-5.28|0.00109|5.3e-06|4.63|0.0|2.39e-08|9.32e-06|-0.04381|5.4579|6.38|4.1026|302.21|0.2296|227.16|617.56|0.42391|0.6986600000000001|-1245.114575|-0.17085|4.1039|-0.21466|-1245.176359|5.6972
11b_a31|0.0|1|0|3.248213341|0|7.765993078999999|0.610137403|0.0|0.078614731|-0.01950528|-0.078907688|-0.1488994619999999|-0.046362952|2|-0.010716217|-0.129901143|-0.564706551|0|0.833717183|0.834596039|-0.074254978|0.889561759|0.7943850720000001|0|0.545458754|-0.143839236|-0.148709304|0.26165445|-82.80602396|286.7721447|0.454541246|-44.59898223|-24.84180719|101.1192111|0.473305522|2410.572158|303.7286124|-993.6722875|1756.711832|-13.83270059|0.330276165|6.83089364|12.96936635|5202.545866|183.9081702|0.0314298879999999|1483.70453|397.3137532|0.0|1.0|1.0|1.0|2.0|2.29|0.24|-5.45|4.67|3.25|0.79|1.0|0.0|92.51|0.0|2.0|5.0|-4.74|25.0|6.0|357.38|0.0|0.0|1.0|2.69|-3.75|0.00649|0.000178|2.46|0.0|3.59e-06|0.00128|-0.03574|3.8437|4.07|3.8437|322.57|0.2634|322.57|479.66|0.70073|0.70073|-1519.909742|-0.15936|3.2104|-0.1951|-1519.967224|6.2757
8m_a46|0.0|0|0|0.0|1|7.727094485|1.160371261|2.126524943|-0.044830187|-0.00517896|-0.134230003|-0.120972269|-0.064176245|1|0.005865049|-0.206020062|-0.380393836|1|0.783187801|0.7699708959999999|-0.090247845|0.8142050040000001|0.77612204|0|0.876210355|-0.0911455|-0.085204935|0.280198209|-45.17474201|166.8508795|0.123789645|-25.62105988|-17.06601365|52.0671834|0.425802465|2045.330306|464.5573228999999|-767.9706141|1913.813025|-9.04821721|0.114510313|5.684332261000001|9.899611044|4439.758321|60.71213839999999|0.006689855|867.2835213999999|463.1469765|1.0|0.0|1.0|1.0|1.0|2.92|0.3|-6.46|4.16|4.21|2.62|1.0|0.0|96.16|0.0|1.0|2.0|-4.48|24.0|3.0|319.4|0.0|1.0|1.0|3.53|-4.56|0.0105|2.78e-05|3.72|0.0|3.5e-07|0.000112|-0.01818|5.3062|4.12|4.2881|289.14|0.3905|233.66|489.57|0.43001|0.6997800000000001|-1013.91158|-0.17897|2.0174|-0.19715|-1013.962913|6.6402
12_a3|0.0|0|0|0.0|0|6.823286122000001|0.605020506|0.0|0.167987916|-0.009093383|-0.120694579|-0.045382017|-0.069857022|1|-0.0045709459999999|-0.218774634|-0.604704476|2|0.899733837|0.718481325|-0.125395523|0.784451598|0.841871246|1|0.829399708|-0.092838926|-0.096133903|0.101891875|-45.63945658|239.2266101|0.170600292|-20.92463497|-18.79271742|49.333524|0.463780604|2056.502939|393.75653|-638.9523922000001|1064.221958|-8.921820355|0.169581355|5.6343192|10.50748861|4400.493202000001|80.50854774|0.01374218|769.4340634|330.4083896|1.0|1.0|1.0|1.0|1.0|2.17|0.0|-6.89|4.34|4.01|1.6|1.0|0.0|90.49|0.0|1.0|2.0|-5.68|22.0|3.0|304.37|0.0|0.0|1.0|3.23|-4.84|0.000629|1.44e-05|4.03|0.0|1.3e-07|3.9500000000000005e-05|-0.06361|3263.0|2.94|3263.0|379.97|0.5056|379.97|361.95|0.69784|0.69784|-1272.010995|-0.13153|2.3762|-0.19514|-1272.058487|5.45
3o_a32|0.0|1|1|3.644417045|0|7.773594467000001|0.609420753|0.0|-0.022603806|-0.006253394|-0.064818511|-0.117781901|-0.090297882|3|0.000243592|-0.117744493|-0.483580522|0|0.90022001|0.8214857240000001|-0.154436834|0.872498916|0.840991936|1|0.8377808240000001|-0.073742105|-0.095457829|0.252703854|-55.03672286|62.67187821|0.162219176|-24.51306152|-18.34557429|49.73468603|0.455089918|2488.133192|483.0270239|-825.5508427999999|2469.87467|-10.57723917|0.214905181|6.392329273|11.73098001|5488.777096|123.9047338|0.0130649069999999|1051.530112|541.0877621000001|1.0|1.0|1.0|1.0|2.0|3.06|0.32|-7.27|6.39|4.2|1.58|1.0|0.0|112.07|0.0|1.0|3.0|-5.72|26.0|4.0|381.52|0.0|0.0|1.0|3.74|-4.73|0.00072|1.87e-05|3.46|0.0|5.35e-08|2.04e-05|-0.05413|3.5333|2.35|3.5333|350.9|0.2851|350.9|464.85|0.70216|0.70216|-1805.277864|-0.14652|3.2729|-0.20065|-1805.333039|6.6198
4e_a46|-3.742323661|0|0|0.0|1|7.825245291|0.300205548|2.12386814|0.1369980459999999|-0.005995748|-0.08224348|-0.058626723|-0.05803828|1|0.002688298|-0.135489528|-0.514537262|2|0.738134189|0.77019676|-0.076733489|0.8146060740000001|0.69063113|0|0.753715041|-0.0835371459999999|-0.084780904|0.68427144|-64.33855433|105.0139519|0.246284959|-48.10898007|-23.48867857|71.49283399|0.4753010039999999|3411.457836|571.9794684|-1479.78675|3129.575458|-17.82509456|0.204892146|7.906917146|15.06943449|7615.063066|155.48860530000002|0.0125621839999999|1861.114491|942.2127953|0.0|0.0|1.0|1.0|2.0|2.68|0.27|-8.81|3.05|5.93|2.06|2.0|0.0|137.28|0.0|1.0|5.0|-6.08|35.0|6.0|488.6|1.0|0.0|0.0|3.5|-5.41|0.000405|3.92e-06|3.78|0.0|1.56e-09|7.64e-07|-0.03893|4.2446|8.03|4.1773|296.81|0.4814|292.1|655.69|0.5745600000000001|0.56481|-1884.255802|-0.17112|1.9941|-0.21005|-1884.324182|6.8125
15b_a50|0.0|0|1|0.0|2|7.934155233999999|1.353059441|4.112770601|-0.144363623|-0.0045393|-0.103807905|-0.06083723|-0.124047802|2|0.005203263|-0.17223348|-0.310946931|1|0.79846758|0.8259784720000001|-0.216393362|0.8833003970000001|0.764606364|1|0.8209134840000001|-0.082576068|-0.080700307|0.447220762|-46.13641893|274.85729960000003|0.179086516|-26.98929785|-16.04745006|58.69070955|0.478989976|2441.264256|469.3167805|-738.1827030000001|1692.3273379999998|-9.174337796|0.3609826579999999|6.89125222|13.22671714|5205.2135960000005|206.3740238|0.024313507|1155.184146|510.3677388|1.0|1.0|1.0|1.0|1.0|2.11|0.19|-5.72|2.71|3.26|1.66|1.0|0.0|105.46|0.0|2.0|5.0|-3.18|27.0|4.0|357.41|0.0|1.0|1.0|2.37|-3.6|0.2339999999999999|0.000249|2.11|0.0|1.92e-06|0.000687|-0.0333399999999999|4.0561|2.08|4.0561|305.67|0.1796|305.67|475.99|0.65917|0.65917|-1160.275856|-0.16737|6.9054|-0.20071|-1160.330621|7.1024
12y_a30|0.0|0|0|0.0|0|7.412764017000001|0.604984019|0.0|0.048343649|-0.005996863|-0.089502772|0.061944378|-0.058184644|1|0.006346396|-0.153680104|-0.4579359229999999|1|0.842068099|0.768409873|-0.095969764|0.8146529229999999|0.803183654|0|0.8489185109999999|-0.070903795|-0.091248521|0.374181804|-61.25585229|85.17057711|0.151081489|-31.95309886|-23.38859815|57.65603256|0.445723724|2847.362782|569.8856940000001|-1286.372898|2411.415644|-15.70095045|0.179891855|8.067590558|14.55517927|6301.067405|120.7628216|0.012362508|1568.540572|754.3941655|0.0|1.0|1.0|0.0|1.0|0.0|0.21|-7.38|4.87|3.23|3.25|2.0|0.0|137.21|0.0|1.0|5.0|-6.04|31.0|4.0|426.54|0.0|0.0|0.0|3.19|-5.46|0.00039|3.48e-06|4.6|0.0|4.12e-08|1.76e-05|-0.05065|5.1973|4.45|3.4718|357.11|0.2173|238.56|585.59|0.30617|0.6864399999999999|-1654.125015|-0.1475|4.7043|-0.19815|-1654.190369|7.6576
