molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|DPSA5|DPSA3|TASA|PNSA2|MOMI-Z|PPSA1|DPSA4|DPSA1|Mor01p|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12_a1|0.0|1|0|0|3.3894574360000003|0.0|0|1|1|1.430936075|0.0|-0.0455890429999999|-0.011221829|5.351858133|-0.02164054|-0.516204114|-0.0038943009999999|-0.0811332759999999|-0.051772288|1|1|-0.001416381|-0.173618873|1|0.8016064479999999|0.749817035|-0.045776997|0.817998205|0.7534284040000001|0|0.765121385|-0.0964711209999999|-0.104724018|0.210514881|-55.99493147|-60.78517756|19.60151089|133.6600817|0.234878615|136.3310784|-0.039894864|11.37734536|477.1158679|74.99749378|75.59644237|444.1009824|-972.562841|1825.150911|159.81230209999998|31.95435864|-260.8074567|473.040639|1.0|1.0|1.0|3.29|2.72|0.05|-8.2|4.87|4.41|83.82|1.67|0.0|103.47|1.0|-4.98|28.0|-6.02|0.0|0.0|1.0|0.00379|0.00649|3.54|0.0|6.28e-09|2.3e-06|-0.07042|3.67|3.1744|-1216.12881|-1216.099134|390.57|0.5867|332.04|0.69114|0.69763|-1215.922313|0.2821|-0.12874|0.0296752|-1215.975876|10.1801|5.5302|5.5302
A7701_a51|0.0|1|0|0|2.9690728930000003|0.0|0|0|0|1.390164251|0.0|-0.221071791|-0.002377784|4.59511985|-0.0162614089999999|-0.0927335619999999|0.008062393|0.058290286|-0.0299823629999999|1|1|0.00740235|0.061434294|2|0.7078647990000001|0.7451039290000001|0.00552665|0.8092075540000001|0.688876851|1|0.865114773|-0.071384149|-0.078131694|0.514530959|-32.97926236|-36.09660744|3.420720075|146.2104641|0.134885227|62.31656919|-0.030384547|1.580362387|0.0|41.87351682|36.39998243|399.6804233|-505.3525041|1108.114062|92.83996262|17.56790307|-276.3170672|332.8814548|1.0|1.0|1.0|2.66|2.05|0.06|-7.58|4.46|4.0|54.46|1.98|0.0|87.52|1.0|-3.95|22.0|-5.82|0.0|1.0|1.0|0.0319|0.0195|3.14|0.0|2.62e-08|7.5e-06|||||||||||||||||7.6021|7.6021
7g_a8|0.0|1|0|0|3.095238804|0.0|1|1|1|1.39137419|1.336155045|-0.092384028|-0.01002363|5.4161004020000005|-0.067360394|-0.481134236|-0.00087806|-0.027838247|-0.027717137|1|1|0.0002620309999999|0.046246982|0|0.627990269|0.7363841520000001|0.098510683|0.79995525|0.606087461|0|0.699376143|-0.107714754|-0.1122315669999999|0.306360885|-64.55562181|-67.26263865|19.08352484|144.290464|0.300623857|180.1699331|-0.045912914|11.43714084|56.75323443|78.41805331|83.63914665|419.1502102|-1210.7274960000002|2079.55195|115.825531|34.10836993|-367.6690814|509.2753308|0.0|0.0|1.0|3.29|3.32|0.04|-7.91|4.94|4.66|80.04|3.4|0.0|108.0|1.0|-5.78|30.0|-5.63|0.0|0.0|1.0|0.000667|0.00143|4.38|0.0|1.23e-08|4.92e-06|-0.06621|6.26|3.7874|-1374.493069|-1374.4533210000002|327.36|0.5165|327.36|0.62073|0.62073|-1374.291597|0.5165|-0.15508|0.03974865|-1374.3479960000002|12.9547|4.6772|4.6772
11_a27|0.0|1|0|0|2.680511093|0.0|0|1|2|1.1606177359999998|0.0|0.100091619|-0.0067474069999999|5.4161004020000005|-0.003527607|-0.344117757|0.004538653|-0.0864111069999999|-0.027287578|0|0|0.005111147|-0.067428705|2|0.734834532|0.814843016|-0.0357410779999999|0.8629676709999999|0.7146215429999999|1|0.7645505|-0.079921166|-0.094820973|0.349764196|-42.27430065|-50.15555389|8.553922917000001|143.3238715|0.2354494999999999|124.5410133|-0.034296948|4.524597532|72.60399149|56.8702158|50.82822357|404.4089873|-852.6444161000001|1646.903525|101.0845293|22.42732497|-326.780942|504.209846|0.0|0.0|1.0|3.95|0.0|0.35|-6.09|2.72|1.67|61.88|3.06|0.0|106.33|1.0|-3.68|26.0|-6.47|0.0|1.0|0.0|0.0716|0.0326|2.73|0.0|8.2e-07|0.000283|-0.05985|4.54|2.4836|-1122.456105|-1122.433411|499.21|0.3492|370.92|0.6125|0.59222|-1122.190727|0.0793|-0.1022|0.0226944|-1122.242519|4.2894|8301.0|8301.0
3_a47|0.0|0|0|0|0.0|0.0|0|0|0|1.304465159|0.0|0.013076203|-0.008740449|0.0|-0.130414103|-0.367098851|-0.008828261|0.103847816|0.013073797|0|0|-0.007967014|-0.024240921|2|0.900251233|0.720319618|0.104873188|0.780628097|0.815682427|1|0.854727481|-0.083129079|-0.0948001|0.4661246329999999|-43.59237092|-49.71258151|4.514659074|98.29790989|0.145272519|76.18000386|-0.036461577|2.367459086|1.139378223|58.22383723|48.10703|448.2137648|-745.6887227000001|1280.146703|112.7606591|24.35791949|-298.8724505|418.022895|1.0|1.0|2.0|2.59|2.89|0.0|-8.42|4.32|5.4|58.04|2.88|0.0|101.55|1.0|-5.54|25.0|-5.16|0.0|1.0|1.0|0.000995|0.00156|4.6|0.0|3.829999999999999e-09|1.33e-06|-0.05717|4.12|3.7284|-1470.137664|-1470.101469|332.54|0.2342|217.52|0.52977|0.69138|-1469.969304|0.2182|-0.15473|0.03619487|-1470.0192869999998|5.3274|6.5|6.5
13a_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.604984129|0.0|0.113424769|-0.011002918|5.351858133|-0.118776867|-0.627166322|-0.003436924|0.0317047379999999|-0.0351777|1|1|-0.002215642|0.006103754|1|0.841060094|0.8303425640000001|0.019603815|0.885516463|0.802578397|0|0.6963945559999999|-0.109682335|-0.113507021|0.478381813|-74.02777574|-76.60916637|12.53013554|381.9643801|0.303605444|204.9120824|-0.042832838|8.456950359|102.6479456|88.22659517|86.55791128|470.0167988|-1532.183327|2520.165025|135.07860209999998|36.14261279|-404.771677|713.7769663|0.0|0.0|2.0|4.76|0.0|0.13|-6.19|3.04|1.72|124.74|2.06|0.0|135.37|1.0|-5.01|32.0|-7.05|0.0|0.0|0.0|0.00427|0.0221|2.74|0.0|6.520000000000001e-07|0.000288|-0.0555|4.54|3.5288|-1744.491614|-1744.4457100000002|351.35|0.1788|245.34|0.26119|0.6845600000000001|-1744.217986|0.1603|-0.14953|0.04590378|-1744.281248|1.4855|7.8665|7.8665
11_a4|0.0|0|0|0|0.0|0.0|1|1|1|0.626711769|2.159635561|-0.20567828|-0.001098364|5.4161004020000005|0.032861655|-0.056016567|0.011277653|-0.073554945|-0.0043410079999999|1|1|0.010782511|-0.046906237|2|0.6575743310000001|0.820318166|-0.163623353|0.875868891|0.647727179|1|0.930113409|-0.054262142|-0.06530408|0.4523305489999999|-31.35942689|-37.74083422|5.395547437|12.88007087|0.069886591|40.38918044|-0.023620625|3.118219598|59.55648883|44.63993001|36.75497433|537.5354202000001|-641.5941818|1640.559148|140.96082869999998|18.0546182|-296.0029432|575.2252237|1.0|1.0|0.0|3.31|3.49|0.23|-8.05|4.97|5.22|68.9|3.15|0.0|111.64|1.0|-5.14|27.0|-5.74|0.0|0.0|1.0|0.00271|0.00395|3.99|0.0|8.89e-09|3.31e-06|-0.05582|3.2|3.78|-1467.463842|-1467.440475|328.0|151.0|252.67|0.4444|0.65942|-1467.20045|0.0403|-0.15885|0.02336674|-1467.255521|5.3012|6.9586|6.9586
6_a1|0.0|0|0|0|0.0|0.0|1|1|1|1.3488280769999998|2.325221088|-0.092471477|-0.005477033|5.4161004020000005|0.021203156|-0.230035376|0.005054086|-0.00983397|-0.0538497079999999|1|1|0.006851583|-0.3632559589999999|1|0.781885145|0.798346291|0.13761072|0.8524898329999999|0.741035199|0|0.8782596159999999|-0.057199415|-0.077422386|0.212044989|-27.63847818|-37.41011914|10.15161645|64.63457366|0.121740384|58.82435931|-0.0238222729999999|4.905211525|95.13138767|49.61122373|37.79009463|424.3707604|-448.9214297|1383.161829|204.5077752|19.95772445|-74.17956941|359.9965854|1.0|1.0|0.0|2.94|2.54|0.22|-6.02|3.61|3.57|39.94|1.75|0.0|86.31|1.0|-3.12|22.0|-6.21|0.0|1.0|1.0|221.0|0.0613|2.63|0.0|9.51e-07|0.000277|-0.02214|2.81|4.0635|-935.5024827|-935.4750982|305.12|0.3399|305.12|0.69818|0.69818|-935.330989|0.3399|-0.16784|0.027384499|-935.378591|8.0033|5.2924|5.2924
16g_a32|0.0|1|1|1|3.363965155|0.0|0|0|0|0.609420729|0.0|0.1739995319999999|-0.013775701|5.733341277|-0.0429252429999999|-0.771439265|-0.002456725|-0.029193403|0.004735761|3|3|-0.00030659|-0.202656848|0|0.79965447|0.83902731|-0.026098259|0.8821580379999999|0.762429418|1|0.8206422409999999|-0.078387439|-0.105500574|0.542303725|-57.77542509|-77.75914881|17.659402|90.88837862|0.1793577589999999|132.1955522|-0.033839807|13.01585399|43.37912747|94.54074206|75.43482709|604.8539801|-1321.90553|3497.469035|231.1885989|36.34043182|-274.67233460000006|701.9321161|1.0|1.0|2.0|3.87|3.42|0.33|-8.16|6.81|5.38|149.27|1.57|0.0|121.56|1.0|-7.51|30.0|-5.69|1.0|0.0|1.0|1.36e-05|0.00213|4.65|0.0|6.890000000000001e-09|3.04e-06|-0.05|5.38|3.6161|-2034.621991|-2034.593036|342.86|0.2879|342.86|0.70222|0.70222|-2034.342619|0.2879|-0.14968|0.02895494|-2034.408165|4.3204|7.9586|7.9586
14ae_a23|0.0|0|1|1|0.0|0.0|2|0|0|1.1979624290000002|3.338149829|-0.033049777|-0.007539122|5.351858133|-0.029948314|-0.4448081789999999|0.008996289|-0.0174992419999999|0.0289586779999999|2|2|0.009675528|-0.253318853|2|0.7763406840000001|0.7830067820000001|0.107765697|0.8356326820000001|0.7317531540000001|1|0.872362051|-0.065169397|-0.087074783|0.202342743|-46.69131269|-62.38566188|24.84237243|111.4422142|0.127637949|91.4475768|-0.0269140239999999|17.79858399|110.5716332|87.09501229|71.53368511|625.0131414|-1060.556252|2575.36078|336.444465|36.35475577|-43.57178809|770.8206617000001|0.0|1.0|1.0|3.74|3.76|0.12|-7.6|3.48|4.03|123.48|2.42|1.0|133.27|1.0|-5.8|34.0|-6.68|0.0|0.0|0.0|0.000753|0.0038799999999999|3.52|0.0|2.49e-08|1.17e-05|-0.07122|2.99|3.6036|-1858.967022|-1858.952529|344.06|0.3205|344.06|0.58144|0.58144|-1858.675325|0.3205|-0.14537|0.01449323|-1858.7404850000005|9.5944|8.6038|8.6038
11_a15|0.0|0|0|0|0.0|0.0|0|1|1|1.435688956|0.0|-0.1758968389999999|-0.0064953419999999|0.0|-0.029665252|-0.402711212|0.001806571|-0.0856783419999999|0.023543401|0|0|0.003766915|-0.272482143|2|0.843715005|0.718800243|0.0234789439999999|0.76664841|0.796300317|0|0.8945381259999999|-0.064429158|-0.0974577669999999|0.632319408|-44.15161868|-66.78526188|12.69062406|143.8088883|0.105461874|72.27026771|-0.033606127|8.696553172|0.0|79.1792768|56.84224275|613.0036107000001|-1335.705238|2565.707165|178.640152|31.14961732|-327.9935744|830.7967967000001|1.0|0.0|1.0|4.1|4.25|0.07|-8.9|4.33|6.69|59.51|2.52|0.0|138.24|1.0|-6.32|34.0|-5.26|1.0|0.0|0.0|0.000214|0.000357|5.32|0.0|1.27e-09|5.7e-07|-0.03877|5.04|2.9595|-1450.740771|-1450.705737|418.94|0.2657|263.2|0.58935|0.70577|-1450.39211|0.0011|-0.12134|0.03503399|-1450.457814|1.3581|6.1314|6.1314
12o_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.604984133|0.0|0.036331447|-0.0068750669999999|5.351858133|-0.028326022|-0.364378536|0.00372838|0.019094532|-0.087019298|1|1|0.003603419|-0.090173435|1|0.8264832879999999|0.815003426|-0.054392357|0.870930234|0.7463962120000001|0|0.844344883|-0.076908942|-0.0975052409999999|0.402022325|-49.48891079|-62.74209511|9.948252054|75.15128057|0.1556551169999999|100.1600333|-0.037808155|6.401442327000001|0.0|71.87393121|59.43716284|543.3140456|-1192.099807|2476.50603|120.2431068|29.91948755|-402.9878652|652.8825454|0.0|0.0|1.0|4.63|0.0|0.14|-7.22|4.47|3.27|81.65|3.31|0.0|132.29|1.0|-5.93|30.0|-5.75|0.0|0.0|1.0|0.0005139999999999|0.00156|4.49|0.0|6.03e-08|2.61e-05|-0.05085|4.45|3.4817|-2035.37262|-2035.338699|356.1|0.1967|238.73|0.3493699999999999|0.6854399999999999|-2035.139147|149.0|-0.1478799999999999|0.03392126|-2035.199757|6.8632|7.8097|7.8097
12x_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.604984021|0.0|0.044575215|-0.006008579|5.351858133|-0.0335688279999999|-0.3545061539999999|0.00604028|0.027312213|-0.1066694919999999|1|1|0.006346396|-0.0922059569999999|1|0.842068099|0.782514704|-0.062251445|0.829606585|0.803183654|0|0.848844277|-0.071909912|-0.091725339|0.398925866|-47.48669555|-60.57208434|9.745611551|74.51844582|0.151155723|99.81775209|-0.035022402|6.435648079|0.0|68.52587215|57.2323071|560.5459455|-1272.013771|2374.777496|115.7782842|28.04441012|-428.8071293|754.3941655|0.0|0.0|1.0|4.86|0.0|0.21|-7.38|4.87|3.23|81.65|3.25|0.0|137.21|1.0|-6.04|31.0|-5.64|0.0|0.0|0.0|0.00039|0.00148|4.6|0.0|4.12e-08|1.76e-05|-0.05093|4.45|3.4831|-1654.40976|-1654.3784|355.95|0.1517|355.95|0.68589|0.68589|-1654.1207|0.1517|-0.14783|0.03136007|-1654.183467|4.8197|7.6556|7.6556
15_a10|0.0|0|0|0|0.0|0.0|1|1|1|1.277647202|2.124460476|-0.166303336|-0.0027892409999999|5.4161004020000005|0.035396617|-0.142251304|0.009882584|-0.055918786|-0.05940848|1|1|0.009514122|-0.136323668|2|0.682616223|0.808676284|-0.079744227|0.863438637|0.635064845|1|0.915526801|-0.059234364|-0.074144604|0.710970489|-35.30133759|-44.18725043|11.09373722|33.67392858|0.084473199|50.34268476|-0.025240716|6.61142847|108.7226878|56.66229609|46.39507481|545.6177511|-706.9960069|2288.954984|210.7240726|23.27068984|-174.5122907|563.875765|1.0|1.0|0.0|3.29|3.31|0.23|-8.3|4.91|4.72|52.83|2.53|1.0|111.21|1.0|-4.48|28.0|-6.07|0.0|1.0|1.0|13.0|0.0061|3.68|0.0|5.01e-09|1.96e-06|-0.05243|3.12|3.7997|-1604.08794|-1604.057542|326.3|0.4553|214.05|0.41458|0.68543|-1603.851644|0.1647|-0.1574|0.03039798|-1603.907391|6.1563|7.4815|7.4815
12c_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.604984133|0.0|0.045997203|-0.006900253|5.351858133|-0.030422458|-0.3657134279999999|0.00372838|0.019094532|-0.072247675|1|1|0.003603419|-0.090173435|1|0.8264832879999999|0.824373792|-0.031986012|0.880943609|0.7463962120000001|0|0.8439327120000001|-0.076777688|-0.096482247|0.39541773|-50.12643041|-62.99109515|10.36785909|82.07537640000001|0.156067288|101.8928318|-0.037411484|6.768942632999999|0.0|72.5855533|60.4942895|550.9847369|-1196.830808|2456.062146|126.574178|30.29927658|-399.7292126|652.8825454|0.0|0.0|1.0|4.62|0.0|0.14|-7.22|4.47|3.27|81.65|3.31|0.0|132.29|1.0|-5.93|30.0|-5.75|0.0|0.0|1.0|0.0005139999999999|0.00156|4.49|0.0|6.03e-08|2.61e-05|-0.0542299999999999|4.45|3.5286|-2035.373591|-2035.339256|351.37|0.2155|245.12|0.32037|0.68457|-2035.141497|0.1568|-0.1496299999999999|0.03433522|-2035.202565|4.7893|7.9914|7.9914
A8301_a51|0.0|0|0|0|0.0|0.0|1|0|0|1.197963627|1.700610355|0.0245770529999999|-0.00449765|4.727387819|-0.028789626|-0.242873103|0.00740124|-0.012770742|-0.1227504419999999|1|1|0.007083041|-0.0618359079999999|2|0.7595189840000001|0.6959300979999999|-0.013846396|0.750630149|0.7234449559999999|1|0.934739895|-0.055295165|-0.0780376929999999|0.339244706|-35.90764428|-50.67621589|5.293803823|36.55933899|0.065260105|42.37868986|-0.032775831|3.437697042|78.46116212|56.90163721|41.20144811|607.0025787000001|-1064.200534|2461.663545|94.18649643|24.89475504|-461.0082758|690.8826121000001|1.0|1.0|1.0|3.49|3.5|0.04|-9.38|5.5|5.52|87.72|3.35|1.0|129.04|1.0|-6.6|31.0|-5.31|0.0|0.0|1.0|0.000105|0.000495|5.02|0.0|4.12e-10|1.74e-07|||||||||||||||||7.9208|7.9208
12f_a36|0.0|1|0|0|3.50900085|0.0|0|2|2|1.297042537|0.0|-0.066269699|-0.006773586|5.351858133|-0.032343041|-0.40641518|0.003676818|0.012286423|-0.06756661|1|1|0.0045625|-0.169994208|1|0.902377067|0.821599443|-0.109793154|0.8700396090000001|0.857993338|0|0.8435569079999999|-0.071035495|-0.100276611|0.3416917479999999|-46.86832019|-66.16123807|11.77610852|43.53853176|0.156443092|103.2191714|-0.035813075|7.769727312|0.835268043|76.51015325|58.64442871|556.5681681|-1323.224761|2380.393255|144.9540437|30.28188764|-369.879252|729.1873176|0.0|0.0|2.0|4.94|0.0|0.21|-7.36|3.62|2.45|69.2|2.45|0.0|133.52|1.0|-4.61|31.0|-6.33|0.0|1.0|0.0|0.0102|0.0109|3.47|0.0|4.38e-08|1.7899999999999998e-05|-0.05035|3.87|3.6545|-1311.57896|-1311.550167|339.27|0.4374|237.95|0.37095|0.70126|-1311.285102|0.0231|-0.15011|0.02879265|-1311.345557|7.8454|7.9586|7.9586
8k_a46|-3.737070812|0|0|0|0.0|0.1337610719999999|1|1|1|0.300205953|2.105349622|0.1436554669999999|-0.006208399|5.533389489|-0.380857136|-0.397337564|-0.002099764|-0.114070359|-0.038125|1|1|0.002202734|-0.050069565|2|0.73768327|0.786206898|0.095179795|0.8341090329999999|0.687020939|0|0.7381768390000001|-0.08638304|-0.0863473759999999|0.400181795|-61.98124174|-61.95565276|6.774333772|104.0919365|0.261823161|187.86239430000003|-0.033099828|4.860695117|19.34993627|70.036452|68.75557551|529.6539372999999|-1424.980013|2328.360804|124.4394929|28.73282642|-468.6373459|865.6610153999999|0.0|1.0|2.0|3.94|2.82|0.24|-8.66|2.94|5.37|124.17|1.86|0.0|132.47|1.0|-5.74|34.0|-6.75|0.0|0.0|0.0|0.000866|0.00355|3.45|0.0|2.17e-09|1.03e-06|-0.0398699999999999|7.63|4.1034|-1845.304274|-1845.257085|302.15|0.1354|246.1|0.41618|0.5577300000000001|-1844.970617|0.1166|-0.16967|0.04718819|-1845.037411|3.8107|6.8327|6.8327
21a_a23|0.0|0|1|1|0.0|0.0|2|0|0|1.197963603|3.43622302|0.1049806919999999|-0.005708466|5.4161004020000005|-0.038876045|-0.3082571839999999|0.01269616|-0.133417036|-0.083864151|2|2|0.01180744|-0.136106024|2|0.725800261|0.7367638240000001|0.1022509819999999|0.79188323|0.6906097959999999|1|0.926538469|-0.051521215|-0.082341001|0.224766417|-34.01266735|-54.35891011|7.634348008|39.56172507|0.073461531|48.49696614|-0.03458322|5.039953753|82.08958626|61.73864319|41.64701536|611.67123|-1141.537112|2272.736256|104.2264415|27.11098744|-451.7153132|666.0036144999999|0.0|1.0|1.0|3.53|3.48|0.09|-7.78|3.88|4.33|105.02|3.24|1.0|125.25|1.0|-5.89|31.0|-6.07|0.0|0.0|0.0|0.000552|0.00225|3.98|0.0|1.65e-08|7.03e-06|-0.07243|3.75|3.6993|-1669.250866|-1669.23053|335.16|0.3692|335.16|0.60824|0.60824|-1668.989671|0.3692|-0.15024|0.0203361|-1669.0502720000002|7.9309|6.9914|6.9914
16b_a23|0.0|0|1|1|0.0|0.0|2|1|1|1.197960988|3.418247774|0.031073244|-0.005139233|5.351858133|-0.013240238|-0.3237716519999999|0.0116350769999999|-0.068280331|-0.05237763|2|2|0.011266252|-0.224300431|2|0.75524548|0.7740962779999999|0.14319927|0.830577373|0.711576167|1|0.928579764|-0.050637391|-0.07920267|0.2256448969999999|-37.52431601|-58.69232154|13.79443768|7.971529518|0.071420236|52.92522904|-0.031407956|10.22222569|100.0262487|72.31582904|51.31875369|688.1144512|-1349.923395|2256.698672|193.4284005|31.49562341|-354.1828792|896.9989312000001|0.0|0.0|1.0|4.19|0.0|0.07|-7.33|3.02|4.1|108.26|3.14|1.0|146.03|1.0|-6.19|36.0|-6.3|0.0|0.0|0.0|0.000314|0.00106|4.21|0.0|4.6200000000000003e-08|2.26e-05|-0.07352|4.24|1.6041|-1877.655481|-1877.615701|772.92|0.3456|772.92|0.95419|0.95419|-1877.270284|0.3456|-0.13741|0.03978022|-1877.335869|14.8849|7.0191|7.0191
9d_a31|0.0|1|0|0|3.456767212|0.0|0|1|1|0.61013528|0.0|0.036844743|-0.012442213|5.733341277|-0.043220149|-0.696763933|-0.002456634|-0.0938310919999999|-0.021171445|2|2|0.000127275|-0.214049412|0|0.8066174070000001|0.8343242820000001|-0.030275712|0.873955169|0.771222772|0|0.6943358040000001|-0.098210975|-0.11958484|0.3655337879999999|-66.96024848|-81.53295088|19.79432796|154.8767865|0.305664196|208.401866|-0.033844766|13.49577391|560.5224416|97.84665015|86.75457645|473.3981899|-1222.994263|1932.363213|229.34422830000003|34.77197803|-223.1115993|647.1500428999999|1.0|1.0|2.0|3.8|3.35|0.38|-7.63|6.04|4.09|117.37|1.31|0.0|112.97|1.0|-5.61|29.0|-6.36|0.0|0.0|1.0|0.0010199999999999|0.0167|3.46|0.0|2.3500000000000002e-08|9.69e-06|-0.03457|5.0|3.8478|-1657.471475|-1657.428165|322.22|0.2611|322.22|0.7006899999999999|0.7006899999999999|-1657.1791449999998|0.2611|-0.15969|0.04331056|-1657.245966|3.5077|6.2218|6.2218
12a_a50|0.0|0|1|1|0.0|0.0|2|1|1|1.397770359|4.075037557|-0.199881787|-0.002936355|5.82008293|-0.0016330379999999|-0.126263256|0.01164808|0.014596049|-0.122912558|2|2|0.011790103|-0.291865836|1|0.699597776|0.795582575|-0.030758487|0.862192416|0.660148928|1|0.904119689|-0.05075501|-0.0663902|0.29507467|-25.57033815|-33.44733598|10.58650394|7.457998037999999|0.095880311|48.30443297|-0.02383238|5.333473207|69.83817338|47.2792242|36.15684209|455.4948605000001|-468.2627037|1462.827156|214.004382|20.873331|-75.79052945|388.171611|1.0|1.0|0.0|3.3|2.21|0.11|-5.49|2.59|3.42|48.53|2.02|0.0|94.69|2.0|-3.16|24.0|-6.44|0.0|1.0|1.0|215.0|45.0|2.5|0.0|3.22e-06|0.00101|-0.03366|2.47|4.0783|-1006.659456|-1006.632973|304.01|0.1807|304.01|0.65267|0.65267|-1006.498352|0.1807|-0.16806|0.02648238|-1006.546706|7.9123|7.1249|7.1249
SB431542_a8|0.0|1|0|0|3.172627551|0.0|1|1|1|1.401734117|1.4114120369999998|-0.007805495|-0.014434378|5.4161004020000005|-0.1950388569999999|-0.721718925|-0.0075336219999999|-0.029382296|-0.0453332859999999|1|1|-0.005306541|0.089375589|1|0.76592324|0.762577159|0.229470029|0.8220300859999999|0.7318727540000001|0|0.5653298489999999|-0.128342313|-0.124595991|0.274152231|-76.82006387|-74.57768059|20.78806656|170.1252996|0.434670151|260.1744351|-0.048754953|12.44282236|89.26670319|89.64885355|97.60813043|338.38158389999995|-1342.398251|1947.072021|143.157805|38.35632812|-312.2404091|529.053307|0.0|0.0|2.0|3.35|2.75|0.05|-6.76|3.13|2.72|112.23|1.9|0.0|109.21|1.0|-4.4|30.0|-7.04|0.0|0.0|0.0|16.0|0.0292|2.4|0.0|1.74e-07|6.96e-05|||||||||||||||||4.1019|4.1019
6_a3|0.0|0|0|0|0.0|0.0|0|0|0|0.605016564|0.0|0.155665791|-0.008934536|4.727387819|-0.106234254|-0.330577816|-0.007540435|0.05584062|0.032782484|1|1|-0.006696449|0.036673175|2|0.881253042|0.790667152|-0.155862559|0.8632654590000001|0.773152968|1|0.783322023|-0.1042506469999999|-0.098669224|0.556539611|-52.01903278|-49.23401228|5.449560482000001|236.2008316|0.216677977|108.118071|-0.037726468|2.7192240510000003|77.06094911|56.71997588|57.46859326|390.8623623|-640.0421597|1899.385061|98.39146166|23.4484528|-302.19751|353.7528308|1.0|1.0|1.0|3.05|2.65|0.0|-7.48|4.96|4.66|92.93|2.11|0.0|95.5|1.0|-5.44|23.0|-5.68|0.0|0.0|1.0|0.00124|0.00455|3.79|0.0|3.28e-08|1.11e-05|-0.06529|3.09|3.3963|-1731.735113|-1731.7043199999998|365.05|0.1997|212.74|0.3369|0.69323|-1731.602363|129.0|-0.1465|0.03079258|-1731.6508010000002|3.7185|5.7501|5.7501
1a_a18 (SB-431542)|0.0|1|0|0|3.3674017380000003|0.0|0|1|1|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|-0.766207981|-0.011639964|-0.029658865|-0.0492229479999999|1|1|-0.008385698|-0.033765606|1|0.838928085|0.7462411859999999|-0.08530265|0.805877431|0.795744863|0|0.5940412860000001|-0.126408788|-0.122555709|0.210046675|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|240.8019609|-0.0462988229999999|11.61820782|105.3125675|87.15852628|94.56841061|352.3666367|-1235.8353619999998|1890.195809|146.3942108|36.46179023|-300.3801761|513.4628663999999|1.0|1.0|2.0|3.25|2.35|0.05|-7.69|4.04|3.63|103.12|1.54|0.0|106.85|1.0|-4.52|29.0|-6.73|0.0|0.0|1.0|0.0116|0.0218|2.7|0.0|2.03e-08|7.81e-06|-0.05971|4.57|3295.0|-1292.588031|-1292.553086|376.27|0.5767|324.5|0.55409|0.69868|-1292.358966|0.3347|-0.13329|0.03494548|-1292.414518|8.8609|6.9031|6.9031
