molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|PPSA3|RPSA|FNSA4|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
3t_a32|0.0|1|1|3.4477303|0.0|0|0|0|0.609420752|0.028840888|5.733341277|-0.0338714389999999|0|0.03995614|0.028527045|9.83e-05|0.012069208|10.31100267|-0.086478322|3|0.00139283|-0.122301673|-0.496165036|0|0.710773544|0.822076702|-0.146047869|0.870628579|1|0.828676243|-0.080203824|-0.0974995|0.217914628|8.995863948|0.171323757|-0.026967947|5.681818647999999|0.0|0.684474482|72.43498782|-17.03304802|59.65287508|0.481726305|2530.60497|523.3947687|2241.507646|0.315525518|8.107111779|0.929482453|5525.861115|0.017184783|-233.0294362|582.0730423|1.0|1.0|1.0|1.0|1.0|3.41|19.0|-8.01|7.65|5.42|128.01|1.74|2.0|112.48|0.0|1.0|7.0|27.0|4.0|-5.81|0.0|4.46|3.28e-07|0.00013|1.16e-05|0.00462|4.09|9.86e-09|-0.05507|3.5487|5.5|-1864.708995|-1864.678788|677.16|349.38|0.70286|0.70286|-1864.472646|0.2906|-0.14739|-1864.534478|2.7003|9.0|8.0458|8.0458
6_a3|0.0|0|0|0.0|0.0|0|0|0|0.605016564|0.155665791|4.727387819|-0.106234254|2|0.038650794|-0.025021661|-0.007540435|0.05584062|10.3116226|0.032782484|1|-0.006696449|0.036673175|-0.594308852|2|0.881253042|0.790667152|0.055002252|0.8632654590000001|1|0.783322023|-0.1042506469999999|-0.098669224|0.556539611|5.449560482000001|0.216677977|-0.037726468|2.7192240510000003|77.06094911|0.80281499|56.71997588|-18.8247694|57.46859326|0.387883362|2196.107822|390.8623623|1899.385061|0.19718501|5.498222293|0.633675574|4992.54948|0.0150025189999999|-302.19751|353.7528308|1.0|1.0|1.0|1.0|1.0|2.65|21.0|-7.48|4.96|4.66|92.93|2.11|1.0|95.5|0.0|1.0|2.0|23.0|3.0|-5.68|0.0|3.63|3.67e-06|0.00124|1.34e-05|0.00455|3.79|3.28e-08|-0.06529|5.8279|3.09|-1731.735113|-1731.7043199999998|524.88|212.74|0.3369|0.69323|-1731.602363|129.0|-0.1465|-1731.6508010000002|3.7185|1778.0|5.7501|5.7501
21_a34|0.0|0|0|0.0|0.0|1|2|2|1.425532331|0.026135784|5.860786223|-0.091664226|1|0.036880342|-0.125881566|-0.001643445|-0.004734657|10.94874873|-0.009996155|1|0.00130996|-0.407759867|-0.514364527|1|0.702772307|0.740092842|-0.015568862|0.796991578|0|0.676390843|-0.09533089|-0.117789944|0.527371706|22.9240533|0.323609157|-0.041572921|15.38241267|77.34839362|0.728260094|95.12565978|-27.89610644|86.89263143|0.4688149339999999|3115.110331|453.8692584|2429.6035|0.271739906|7.253455092999999|0.882583047|7048.305909000001|0.023973624|-306.332473|659.7484451|0.0|0.0|1.0|1.0|0.0|3.52|23.0|-7.68|3.64|3.23|86.55|1.72|1.0|122.59|0.0|1.0|4.0|33.0|6.0|-6.83|0.0|3.03|3.14e-05|0.0138|1.94e-05|0.0085|3.02|2.07e-08|-0.07534|4.3011|7.78|-1483.3359380000002|-1483.305698|698.17|288.26|0.6893199999999999|0.69292|-1483.057743|0.0002|-0.13338|-1483.12009|7.9399|3.36|5.4737|5.4737
18_a15|0.0|0|0|0.0|0.0|0|0|0|1.435689019|-0.020185809|0.0|-0.090130715|2|0.037948718|-0.094812415|-0.001044324|-0.066226471|10.95986315|0.002685285|0|0.000539978|-0.145790726|-0.431836192|2|0.660075777|0.7162974740000001|0.004699248|0.765450925|0|0.8362289070000001|-0.067562078|-0.090730185|0.819442071|4.370403779|0.163771093|-0.035181092|2.672871589|1.833724661|0.867430881|60.86009645|-21.51621375|45.69032922|0.415796832|2541.440611|511.4247108|2510.854462|0.132569119|5.990767063|0.711733271|5705.360332|0.008781964|-449.4301265|590.2470602999999|1.0|1.0|0.0|1.0|1.0|3.75|24.0|-9.98|5.68|6.86|47.04|3.6|2.0|113.42|0.0|1.0|5.0|29.0|4.0|-4.8|1.0|5.06|6.86e-07|0.000265|1.18e-06|0.0004559999999999|5.42|1.0399999999999999e-10|-0.03581|4543.0|5.65|-1265.810138|-1265.770242|650.53|272.91|0.6074|0.70427|-1265.556558|0.0066|-0.1579|-1265.614679|6.5864|129.0|6.8894|6.8894
13c_a5|0.0|0|0|2.944180713|0.0|0|1|1|1.377702625|-0.2071929139999999|4.59511985|-0.0090268969999999|3|0.024822695|-0.010689086|0.005288472|-0.098760742|10.94530327|-0.018055556|1|0.006110714|-0.150963534|-0.324868153|2|0.705487111|0.770478689|-0.033833834|0.822789227|0|0.80019672|-0.077308234|-0.076591149|0.4148662979999999|15.25960958|0.19980328|-0.025039414|10.06137448|51.93687546|0.551328235|70.46156718|-16.50965711|66.23254483|0.46617977|2793.480751|527.6071331999999|1235.709541|0.448671765|8.492261628|0.873289814|5989.714507|0.0302745689999999|-67.68621352|656.208474|0.0|1.0|1.0|1.0|1.0|2.58|23.0|-8.09|4.23|3.29|84.0|1.16|1.0|120.88|0.0|1.0|5.0|31.0|5.0|-7.28|0.0|2.68|0.0002839999999999|0.1169999999999999|0.000109|0.0446|2.15|8.170000000000001e-09|-0.05615|4706.0|3.99|-1351.274441|-1351.2369640000002|676.53|263.46|0.41594|0.51479|-1351.008469|0.1666|-0.17324|-1351.067237|2.9732|123.0|6.9101|6.9101
6a_a31|0.0|0|0|3.3855253210000003|0.0|0|1|1|0.610184884|0.038376178|5.6869753560000005|-0.181987023|0|0.0357275129999999|0.08881108|-0.013930701|-0.0225412779999999|10.31170939|-0.026103465|2|-0.010591881|0.001117583|-0.568500407|0|0.848282918|0.784022685|-0.0436046509999999|0.848080284|0|0.57216168|-0.132158278|-0.126430958|0.259133072|20.08876284|0.42783832|-0.045153913|11.79563339|98.49408082|0.6927462990000001|92.52963742|-26.51328079|97.68889243|0.478330896|2713.694431|335.9594356|1671.917893|0.307253701|7.516549303|0.916923952|5908.282843|0.031153284|-226.3518866|479.200937|1.0|1.0|1.0|1.0|2.0|2.51|22.0|-6.96|4.68|3.69|131.36|1.13|1.0|104.73|0.0|1.0|4.0|28.0|5.0|-6.69|0.0|2.96|6.09e-06|0.00238|4.55e-05|0.0178|2.8|1.11e-07|-0.05563|3.5428|4.03|-1613.34153|-1613.295461|607.79|349.96|0.70416|0.70416|-1613.1416|0.6404|-0.1428|-1613.198178|11.2387|1.1|5.9586|5.9586
19_a4|-3.21497177|0|0|0.0|0.0|1|1|1|0.29641517|-0.121320311|5.4161004020000005|-0.3929802189999999|1|0.040511696|-0.052325802|0.006243904|-0.211341677|10.30966825|-0.136621315|1|0.009687676|-0.042058265|-0.245630631|1|0.55269662|0.774746438|-0.190513834|0.834377354|0|0.820765063|-0.070677568|-0.0759826109999999|0.285282038|7.168604362000001|0.1792349369999999|-0.028945757|3.946149569|13.25878373|0.764880253|49.73882261|-15.93396412|46.07495776|0.460486754|2558.336814|451.8120313999999|1697.595595|0.235119747|5.9448291|0.85352261|5232.561157|0.0143733|-291.6208078|450.6848883|1.0|0.0|1.0|0.0|0.0|2.52|17.0|-6.09|2.97|4.32|73.23|2.16|1.0|98.19|0.0|1.0|3.0|25.0|4.0|-6.58|0.0|2.92|0.000156|0.0547|0.000106|0.0373|2.62|8.070000000000001e-07|-0.05294|4.1858|6.67|-1446.939719|-1446.909868|583.39|296.2|0.67535|0.67535|-1446.760398|0.3806|-0.17004|-1446.813896|7.1079|19.5|4.71|4.71
14s_a23|0.0|1|1|0.0|0.0|2|0|0|1.197958333|0.020458621|5.351858133|-0.022580082|2|0.045277778|0.049317519|0.010682694|-0.044305947|10.31321812|-0.064006338|2|0.009263715|-0.13187015|-0.457212212|2|0.722187957|0.7837821840000001|-0.1050445769999999|0.846632079|1|0.92763624|-0.055037441|-0.080500435|0.2387634619999999|12.81151517|0.07236376|-0.034255504|8.218681552|82.55990607|0.7748161659999999|62.75905983|-21.9751589|48.11843993|0.470919749|2954.0751370000003|595.0854952000001|2316.634024|0.2251838339999999|7.548546899|0.890072438|6938.271179|0.017330177|-352.5931977|633.3278634|0.0|0.0|1.0|0.0|1.0|3.66|26.0|-7.99|4.0|4.67|105.02|3.51|2.0|125.29|0.0|1.0|5.0|31.0|4.0|-6.03|0.0|4.01|7.49e-07|0.000334|2.83e-06|0.00126|4.21|1.02e-08|-0.07783|3.6828|4.1|-2089.521231|-2089.500101|668.66|336.66|0.60323|0.60323|-2089.2914530000003|0.3669|-0.1515|-2089.352478|6.4428|3.0|8.5482|8.5482
8a_a8|0.0|0|0|3.150966553|0.0|1|1|1|1.400027874|-0.021925912|5.4161004020000005|-0.1950388569999999|1|0.040243056|0.027531877|-0.0075336219999999|0.010118884|10.94671414|-0.0298924089999999|1|-0.005306541|0.089375589|-0.5028388229999999|1|0.76592324|0.762577159|-0.048064085|0.8220300859999999|0|0.550829475|-0.131795179|-0.118763303|0.22299265|20.58762475|0.449170525|-0.049054408|12.33026525|84.91322996|0.76420633|86.57328508|-29.37948733|99.52191337|0.481294455|2802.374154|329.9007832|1746.6927010000002|0.23579367|7.533378788999999|0.927876056|6193.891189|0.025786572|-316.4749864|529.053307|0.0|0.0|1.0|1.0|2.0|2.64|23.0|-6.76|3.13|2.72|112.23|1.9|1.0|109.21|0.0|1.0|4.0|30.0|5.0|-7.04|0.0|2.56|3.99e-05|16.0|7.28e-05|0.0292|2.4|1.74e-07|-0.06922|4.6017|6.1|-1367.776863|-1367.744724|620.68|269.43|0.4927399999999999|0.7036899999999999|-1367.539526|0.1729|-0.13015|-1367.595683|6.8427|11.34|4.9454|4.9454
12x_a30|0.0|0|0|0.0|0.0|0|2|2|0.604984021|0.044575215|5.351858133|-0.0335688279999999|2|0.043383838|-0.0606216429999999|0.00604028|0.027312213|10.31162819|-0.1066694919999999|1|0.006346396|-0.0922059569999999|-0.458718546|1|0.842068099|0.782514704|-0.1759406839999999|0.829606585|0|0.848844277|-0.071909912|-0.091725339|0.398925866|9.745611551|0.151155723|-0.035022402|6.435648079|0.0|0.824674971|68.52587215|-23.12752311|57.2323071|0.4490846539999999|2845.417984|560.5459455|2374.777496|0.175325029|7.794822643|0.815160907|6359.545311|0.012044556|-428.8071293|754.3941655|1.0|0.0|1.0|1.0|1.0|0.0|17.0|-7.38|4.87|3.23|81.65|3.25|2.0|137.21|0.0|1.0|5.0|31.0|4.0|-5.64|0.0|3.19|9.14e-07|0.00039|3.48e-06|0.00148|4.6|4.12e-08|-0.05093|3.4831|4.45|-1654.40976|-1654.3784|703.75|355.95|0.68589|0.68589|-1654.1207|0.1517|-0.14783|-1654.183467|4.8197|22.0|7.6556|7.6556
13l_a6|0.0|0|0|3.433158672|0.0|0|1|1|1.4242139390000002|0.03093879|5.351858133|-0.132667824|1|0.0408037829999999|0.090187973|-0.009326562|-0.037558466|10.95129637|-0.086595185|1|-0.006280295|-0.073210645|-0.564860904|1|0.8694295409999999|0.7908110340000001|-0.1470289659999999|0.84018367|0|0.643098986|-0.118071236|-0.126521431|0.210844002|20.90615311|0.3569010139999999|-0.0451862259999999|14.56282911|118.3485042|0.793671137|100.8610837|-31.47586631|103.1523329|0.4257335779999999|2967.923804|447.9705372|3127.831037|0.206328863|8.810095892|0.7413520309999999|6462.086665999999|0.018273048|-409.1314702|741.5222707|1.0|1.0|1.0|1.0|3.0|2.22|23.0|-8.89|4.55|3.8|115.15|1.39|1.0|124.98|0.0|1.0|7.0|33.0|5.0|-6.59|0.0|3.07|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|1.29e-09|-0.04885|3.6675|5.41|-1465.865882|-1465.834958|735.52|338.07|0.7002|0.70515|-1465.560303|0.0165|-0.14562|-1465.624566|8.9893|385.0|6.4145|6.4145
12j_a30|0.0|0|0|0.0|0.0|0|2|2|0.604984421|0.04148877|5.351858133|-0.033312179|2|0.043848238|-0.02473642|0.005613018|0.0074730759999999|10.31162861|-0.075816941|1|0.005965451|-0.09353607|-0.456342646|1|0.8414737059999999|0.795446883|-0.130412856|0.846470093|0|0.842199041|-0.073909106|-0.094132698|0.328405591|10.09017681|0.157800959|-0.036204884|6.520746879|0.0|0.8134611009999999|69.55167701|-23.39729904|57.85371764|0.476658597|2784.7999170000003|544.2686362000001|2258.891981|0.1865388989999999|8.067697897|0.91079856|6105.3402670000005|0.01349128|-405.1466163|686.039456|1.0|0.0|1.0|1.0|1.0|0.0|17.0|-7.01|4.35|2.93|81.65|3.04|2.0|132.24|0.0|1.0|5.0|30.0|4.0|-5.81|0.0|2.91|2.21e-06|0.0009119999999999|7.05e-06|0.00291|4.23|9.75e-08|-0.05106|5.1971|4.14|-1615.096172|-1615.064152|695.8|238.56|0.3087|0.68625|-1614.831741|0.1516|-0.14772|-1614.894278|5.1081|9.0|8058.0|8058.0
6_a1|0.0|0|0|0.0|0.0|1|1|1|1.3488280769999998|-0.092471477|5.4161004020000005|0.021203156|1|0.039635417|-0.114683042|0.005054086|-0.00983397|10.95180041|-0.0538497079999999|1|0.006851583|-0.3632559589999999|-0.353456514|1|0.781885145|0.798346291|-0.095907969|0.8524898329999999|0|0.8782596159999999|-0.057199415|-0.077422386|0.212044989|10.15161645|0.121740384|-0.0238222729999999|4.905211525|95.13138767|0.576759436|49.61122373|-11.51080589|37.79009463|0.4218263379999999|1956.144556|424.3707604|1383.161829|0.423240564|5.555887839|0.7295841470000001|4061.042516|0.025250885|-74.17956941|359.9965854|1.0|1.0|0.0|1.0|0.0|2.54|17.0|-6.02|3.61|3.57|39.94|1.75|0.0|86.31|0.0|1.0|3.0|22.0|3.0|-6.21|0.0|2.82|0.0007599999999999|221.0|0.00021|0.0613|2.63|9.51e-07|-0.02214|4.0635|2.81|-935.5024827|-935.4750982|527.41|305.12|0.69818|0.69818|-935.330989|0.3399|-0.16784|-935.378591|8.0033|5.1|5.2924|5.2924
17a_a25|0.0|0|0|0.0|0.0|1|0|0|1.373200859|0.0055894319999999|4.727387819|-0.036457743|2|0.043274232|-0.017081614|0.0063846319999999|-0.0688716509999999|10.93106298|0.006360768|1|0.006423059|-0.07654898|-0.362222339|2|0.6741827509999999|0.748718056|0.0114970419999999|0.8005589320000001|1|0.874586929|-0.06234901|-0.079378741|0.348821736|9.033070252|0.125413071|-0.0297670279999999|6.442637379|80.30332825|0.755980502|67.57985355|-21.2306737|53.50212109|0.468791604|2907.309477|623.7797651000001|2432.071525|0.244019498|8.996672966|0.882500365|6250.571217000001|0.015373381|-365.1448527|781.7487682|1.0|1.0|1.0|1.0|1.0|3.47|27.0|-9.98|4.83|5.31|72.7|2.67|2.0|131.06|0.0|1.0|7.0|33.0|4.0|-6.18|0.0|4.04|7.5e-06|0.00325|7.44e-06|0.00323|3.9|1.05e-10|-0.05255|5.2683|6.04|-1391.625102|-1391.588873|747.06|235.34|0.35172|0.6722|-1391.321455|0.1735|-0.16304|-1391.385492|5.1401|25.0|7.6021|7.6021
A8301_a51|0.0|0|0|0.0|0.0|1|0|0|1.197963627|0.0245770529999999|4.727387819|-0.028789626|2|0.039058957|0.078523314|0.00740124|-0.012770742|10.31321735|-0.1227504419999999|1|0.007083041|-0.0618359079999999|-0.4354420879999999|2|0.7595189840000001|0.6959300979999999|-0.21474885|0.750630149|1|0.934739895|-0.055295165|-0.0780376929999999|0.339244706|5.293803823|0.065260105|-0.032775831|3.437697042|78.46116212|0.854959635|56.90163721|-21.28401067|41.20144811|0.4799553379999999|2799.106729|607.0025787000001|2461.663545|0.145040365|6.890532887999999|0.922911768|6401.6494600000005|0.009586697|-461.0082758|690.8826121000001|1.0|1.0|1.0|1.0|1.0|3.5|27.0|-9.38|5.5|5.52|87.72|3.35|2.0|129.04|0.0|1.0|5.0|31.0|3.0|-5.31|0.0|4.58|2.5e-07|0.000105|1.17e-06|0.000495|5.02|4.12e-10|||||||||||||||12.0|7.9208|7.9208
12p_a30|0.0|0|0|0.0|0.0|0|2|2|0.604984421|0.038440292|5.351858133|-0.031328052|2|0.040899471|-0.062956958|0.005613018|0.000321545|10.31162861|-0.128484994|1|0.005965451|-0.09353607|-0.456474815|1|0.8414737059999999|0.7867133140000001|-0.2210072669999999|0.8371763179999999|0|0.843381594|-0.074356395|-0.094870978|0.371591982|9.659715461|0.156618406|-0.0364888379999999|6.176226649|0.0|0.8199554720000001|68.98315679|-23.33022469|57.20168999|0.469983155|2783.628159|539.2411292|2326.5244390000003|0.180044528|7.392482526|0.886732486|6166.812731|0.0130197619999999|-409.146112|686.039456|1.0|0.0|1.0|1.0|1.0|0.0|17.0|-7.01|4.35|2.93|81.65|3.04|2.0|132.24|0.0|1.0|5.0|30.0|4.0|-5.81|0.0|2.91|2.21e-06|0.0009119999999999|7.05e-06|0.00291|4.23|9.75e-08|-0.05169|5.1922|4.14|-1615.094336|-1615.0623480000002|685.08|238.79|0.33929|0.68561|-1614.830085|0.1527|-0.14823|-1614.890598|4.6103|17.0|7.7721|7.7721
16_a15|-3.726252327|0|0|0.0|0.0|0|0|0|0.300207157|0.072882981|0.0|-0.463771194|2|0.035555556|-0.003882928|-0.009769916|-0.109386268|10.31928197|-0.011969556|0|-0.00379317|-0.0764246109999999|-0.528097878|2|0.787100127|0.729432583|-0.018331526|0.77948108|0|0.723597405|-0.08870471|-0.101500719|0.7427725270000001|4.848103252|0.276402595|-0.039472502|3.31414791|17.68542055|0.868460507|76.07332645|-26.98327637|65.48636021|0.419910645|3173.773379|494.6488764|3014.308422|0.131539493|6.798937229|0.7238723509999999|6931.531554000001|0.009783192|-503.7568532|728.353441|1.0|1.0|1.0|0.0|2.0|2.93|24.0|-9.21|3.37|6.02|115.58|1.72|2.0|124.45|0.0|1.0|6.0|32.0|6.0|-6.27|1.0|3.59|9.89e-07|0.000442|6.14e-06|0.00274|3.88|6.1e-10|-0.04082|4.1731|8.26|-1770.509465|-1770.448668|716.79|297.1|0.6541100000000001|0.66615|-1770.217907|0.1409|-0.16871|-1770.281427|11.7447|21.0|7.6778|7.6778
19_a31|0.0|0|0|3.2411335510000003|0.0|0|0|0|0.61013725|0.062492295|5.351858133|-0.086654127|0|0.0427124179999999|-0.044625452|-0.005956522|-0.040386271|10.31169935|-0.081641954|2|-0.0038998559999999|-0.1751017789999999|-0.615878515|0|0.656654981|0.8558149140000001|-0.138769819|0.902130276|0|0.7312647940000001|-0.0909201569999999|-0.113333675|0.279690511|8.596058678|0.268735206|-0.036060715|5.035230173|67.42915967|0.776211804|75.31824576|-21.12293613|61.85348014|0.446100738|2265.6917350000003|428.3459076|1992.2502|0.223788196|7.0760696020000005|0.805382437|4917.329034|0.0152483439999999|-323.5878356|460.3754405|1.0|1.0|1.0|1.0|2.0|2.62|16.0|-7.39|5.8|4.33|98.91|1.68|1.0|97.25|0.0|1.0|7.0|25.0|4.0|-6.41|0.0|3.47|2.14e-05|0.0076799999999999|0.0001199999999999|0.0431|2.93|4.08e-08|-0.04308|5.0344|5.24|-1489.532192|-1489.4951640000002|625.93|246.28|0.5385300000000001|0.7005600000000001|-1489.323855|0.2271|-0.16367|-1489.382077|2.4209|1.8|5.7447|5.7447
12s_a30|0.0|0|0|0.0|0.0|0|2|2|0.604984545|-0.00019297|5.351858133|-0.095120438|2|0.04625323|-0.0601024909999999|-0.002544958|-0.035768573|10.31162892|-0.04950715|1|-0.001131023|-0.145315868|-0.446807335|1|0.609043558|0.83236194|-0.080971844|0.889479916|0|0.706713791|-0.090733404|-0.103647048|0.404041243|12.51292194|0.2932862089999999|-0.040189672|8.102485674|0.0|0.790481833|78.38074776|-26.02399668|71.26547471|0.467381416|2977.11642|457.6180044|2368.4646620000003|0.209518167|8.066744794|0.877516163|6639.7334200000005|0.017398791|-376.1910929|616.2856203|1.0|0.0|1.0|1.0|1.0|0.0|17.0|-7.16|4.67|3.74|81.65|3.58|2.0|127.19|0.0|1.0|5.0|31.0|6.0|-6.06|0.0|3.21|3.24e-06|0.00141|6.71e-06|0.00291|4.07|6.900000000000002e-08|-0.0551|5.0438|4.32|-1774.236634|-1774.202623|677.35|245.81|0.43338|0.68458|-1774.01033|0.1576|-0.14985|-1774.072418|3.9579|7.0|8129.0|8129.0
19a_a22|0.0|0|0|0.0|0.0|1|0|0|1.422917238|-0.000989685|4.727387819|-0.144269652|2|0.0389622639999999|-0.020553065|-0.002607064|-0.011513343|10.9464374|0.016501913|1|-0.001355145|-0.0611158559999999|-0.496053375|2|0.72808001|0.777600172|0.0271939039999999|0.834033833|1|0.744354735|-0.090145161|-0.09370213|0.51561501|18.53458775|0.255645265|-0.035138299|13.82990734|106.645364|0.684706189|89.23486638|-26.21905704|85.79797858|0.4347718229999999|3167.140147|555.4133255|2607.322873|0.315293811|8.648671382|0.76919701|7095.27723|0.025888799|-275.6435167|781.8210659|1.0|1.0|1.0|1.0|2.0|2.27|27.0|-8.76|3.08|3.41|128.68|0.98|1.0|132.15|0.0|1.0|7.0|35.0|6.0|-7.67|0.0|2.36|4.16e-05|0.0193|7.69e-05|0.0356|2.05|1.73e-09|-0.06398|5.0397|5.69|-1537.071348|-1537.0241640000002|740.07|246.01|0.34556|0.66605|-1536.756515|0.0623|-0.1508|-1536.823574|6.5658|48.0|7.3188|7.3188
15a_a10|0.0|0|0|0.0|0.0|1|1|1|1.34383719|-0.214195114|5.4161004020000005|0.022297552|2|0.033912037|-0.125297206|0.011418154|-0.060539141|10.92966696|-0.062038567|1|0.01192767|-0.285973309|-0.188634555|2|0.7408341359999999|0.77630271|-0.1074837719999999|0.820233357|1|0.915137224|-0.0458501609999999|-0.076864276|0.754451037|10.10411407|0.084862776|-0.025155581|6.503087289|122.7715002|0.676473201|60.98047923|-16.19032994|39.61363829|0.407638879|2656.305166|588.9895149|2413.560937|0.323526799|6.71451044|0.68815941|5929.563906|0.017883602|-227.1590805|697.5493042|0.0|1.0|1.0|1.0|0.0|3.58|21.0|-7.79|3.95|4.05|56.07|1.93|1.0|118.92|0.0|1.0|6.0|30.0|5.0|-6.52|0.0|3.33|0.000108|0.0432|3.94e-05|0.0157|3.12|1.63e-08|-0.04742|5.7646|2.4|-1278.452284|-1278.4225210000002|687.57|215.08|0.47484|0.68863|-1278.141052|0.1583|-0.1559299999999999|-1278.200428|6.1108|24.0|7.6198|7.6198
3q_a32|0.0|1|1|3.4364803|0.0|0|0|0|0.609420748|-0.017280695|5.733341277|-0.04718311|0|0.03898374|0.02785755|0.000773658|-0.022925245|10.31100266|-0.098400506|3|0.002487149|-0.295228244|-0.5448044360000001|0|0.751733573|0.853737093|-0.1585635|0.901790225|1|0.84993799|-0.067604132|-0.097961799|0.34156046|11.43581616|0.15006201|-0.027989085|7.058489861|53.27315741|0.6349739010000001|74.3682963|-17.27560785|53.16288420000001|0.46136998|2649.276311|524.6043311000001|3335.898591|0.365026099|6.428518903|0.856561949|6079.482066|0.022526037|-166.61896299999998|618.9134881|1.0|0.0|1.0|1.0|1.0|3.34|19.0|-7.31|6.43|4.72|131.25|1.33|1.0|115.37|0.0|1.0|7.0|28.0|4.0|-6.35|0.0|3.86|1.24e-06|0.000508|2.4100000000000003e-05|0.00992|3.47|4.88e-08|-0.04968|3.6236|5.15|-1920.066488|-1920.042674|666.16|342.16|0.70216|0.70216|-1919.821707|0.2897|-0.15001|-1919.883144|5.2657|28.0|7.5528|7.5528
15d_a10|0.0|0|0|0.0|0.0|1|2|2|1.343850133|-0.233802395|5.4161004020000005|0.0370874879999999|3|0.031742919|-0.059217023|0.010215823|-0.140487312|10.92970801|0.007032164|1|0.011249462|-0.280243276|-0.1945202089999999|2|0.74726683|0.745184875|0.0131101969999999|0.7857977740000001|1|0.87609771|-0.057588609|-0.070612242|0.565801561|15.37766538|0.12390229|-0.018829931|10.36301002|141.0919598|0.471900166|66.95020436|-12.68949225|54.18663419|0.473858537|2967.522813|590.402322|2036.192049|0.5280998339999999|8.429169102000001|0.900629528|6511.656447|0.028735133|37.87296065|825.4425942|0.0|1.0|1.0|1.0|0.0|4.01|21.0|-7.82|4.14|3.44|65.3|1.54|1.0|131.43|0.0|1.0|6.0|33.0|6.0|-7.04|0.0|3.18|0.000167|0.0739|4.1200000000000005e-05|0.0182|2.75|1.5e-08|-0.05002|5.6004|2.05|-1430.8144619999998|-1431.051425|737.09|221.39|0.3685|0.6814100000000001|-1430.733658|0.0856|-0.15916|-1430.795367|3.8163|69.0|7.1612|7.1612
47n_a18|0.0|0|0|0.0|0.0|0|1|1|1.251175627|0.0487694459999999|4.844187086|-0.057061805|0|0.032169312|0.017491759|0.000271488|-0.003276575|10.94702025|-0.048404296|0|0.001705837|-0.258092915|-0.529441732|0|0.722991132|0.696612213|-0.083719099|0.726888951|0|0.792429396|-0.079299822|-0.091185806|0.288989992|8.759783644|0.207570604|-0.031974244|7.228646444|47.476904100000006|0.783921929|86.44740177|-26.38541222|74.19865731|0.482565384|3349.802294|653.9193397999999|2052.393389|0.216078071|10.43689152|0.932611327|7909.580851999999|0.01357247|-468.58948260000005|1306.125688|1.0|1.0|0.0|1.0|3.0|0.0|18.0|-9.76|3.67|3.31|105.6|2.72|3.0|162.18|1.0|1.0|13.0|40.0|4.0|-6.68|0.0|2.76|9.48e-07|0.000511|5.7e-06|0.00308|4.1|1.7500000000000002e-10|-0.0525299999999999|3.2028|9.78|-1743.3283440000002|-1743.299948|879.92|387.11|0.6914600000000001|0.6914600000000001|-1740.5852670000002|0.5056|-0.13138|-1740.663577|3.3568|64.0|7.1938|7.1938
