molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|AATSC1c|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|RASA|FNSA3|FNSA5|PBF|PNSA5|RNCS|FNSA4|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50
19_a4|-3.21497177|0|0|0.0|0.0|1|1|1|-0.0023503029999999|-0.052325802|0.0|0.006243904|-0.211341677|10.30966825|1|1|-0.086166959|-0.042058265|-0.245630631|1|0.55269662|-0.190513834|0.820765063|-0.070677568|-0.0759826109999999|0.285282038|-41.82665583|15.411502800000004|-0.028945757|13.25878373|0.764880253|-1.215721775|-21.41704046|-15.93396412|2558.336814|451.8120313999999|-669.2264932|1697.595595|-8.771275759|5.9448291|-368.3935819|20.83197214|0.0143733|874.9428297000001|450.6848883|7.912166787999999|1.0|1.0|0.0|1.0|0.0|3.46|0.16|4.32|73.23|1.0|98.19|0.0|1.0|3.0|-3.81|4.0|-6.58|0.0373|0.0|0.0|8.070000000000001e-07|0.0002839999999999|4.1858|6.67|583.39|983.4|296.2|0.3806|296.2|500.34|0.67535|0.67535|-1446.760398|5.8295|-0.22298|-1446.813896|19.5|4.71
12y_a36|0.0|1|0|3.479963309|0.0|0|2|2|-0.00707164|0.036174187|0.0|0.002782748|-0.049845887|10.94917392|1|1|0.06152178|-0.1619981409999999|-0.434990282|1|0.90500247|-0.0498101409999999|0.83704133|-0.076585128|-0.098532865|0.424572485|-66.24017399|114.430624|-0.036493654|14.40618351|0.755735734|-1.970657299|-34.61187706|-24.53339777|2793.629988|562.7133986|-1324.80348|2304.463084|-16.49293906|7.589386902|-890.6187094000001|32.46293206|0.01873364|1752.9983309999998|698.847203|12.59396622|1.0|0.0|1.0|0.0|2.0|4.88|0.12|2.42|69.2|1.0|133.84|0.0|1.0|6.0|-4.58|4.0|-6.34|0.0115|0.0|0.0|9.66e-08|3.94e-05|3.8794|3.83|702.38|1183.75|319.6|0.4358|319.6|532.91|0.66796|0.66796|-1310.077567|6.1376|-0.20673|-1310.137888|12.0|7.9208
20_a47|0.0|0|1|0.0|0.0|1|0|0|-0.011237762|0.031814023|1.010373001|-0.009220816|-0.052370531|10.95058273|1|1|0.087325054|-0.297094867|-0.5332051720000001|2|0.61847122|0.113432542|0.6888286020000001|-0.083811055|-0.092005493|0.213977589|-50.14789824|43.63174229999999|-0.032859105|49.00609086|0.595234209|-1.38008239|-24.89884887|-17.90996366|2630.63609|375.4483088|-752.2184736|1219.306754|-9.761884958|7.022502229|-409.9991682|30.08893541|0.034758191|1263.735287|428.5826478|18.94506718|0.0|1.0|1.0|1.0|2.0|3.19|0.05|4.54|84.73|1.0|99.68|0.0|1.0|5.0|-4.06|6.0|-6.75|0.0316|0.0|0.0|4.89e-08|1.86e-05|3.9808|4.08|557.84|964.94|311.45|0.2807|311.45|426.08|0.68219|0.68219|-1335.566785|3.1747|-0.22734|-1335.620783|3.0|8.6
8e_a46|0.0|0|0|0.0|0.252655541|1|1|1|-0.001015139|-0.126773923|0.0|0.012911107|-0.184317354|10.96411233|1|1|-0.203086023|-0.135984209|-0.132524216|2|0.669602597|-0.024620704|0.921352352|-0.053352779|-0.065982313|0.281227001|-33.59778824|7.389496216|-0.023017086|53.05984592|0.7492419109999999|-0.989734694|-13.83322216|-11.72015869|1982.950764|469.146955|-503.9668235|1415.320228|-5.967832774|5.504080656|-256.61680930000006|15.64268965|0.011830243|672.6356549999999|426.71841|6.023886838999999|0.0|0.0|1.0|1.0|0.0|3.21|0.32|3.9|43.6|0.0|91.93|0.0|1.0|2.0|-3.59|3.0|-6.02|0.0279|0.0|0.0|2.16e-07|6.57e-05|4.5092|3.0|552.99|933.3|274.96|0.2162|274.96|457.96|0.6967|0.6967|-954.743261|3.2194|-0.2201|-954.793305|406.0|6.3915
12d_a30|0.0|0|0|0.0|0.0|0|2|2|-0.006335328|-0.092984185|0.0|0.005613018|0.036688757|10.31162861|1|1|-0.162129948|-0.09353607|-0.4562256979999999|1|0.8414737059999999|-0.130412856|0.843009925|-0.073829724|-0.094239701|0.366319099|-60.88281322|85.1932288|-0.036246039|0.0|0.8143892140000001|-1.884794029|-30.81433963|-23.41646662|2784.836855|544.6198897999999|-1217.656264|2323.480646|-15.12802292|7.557073995|-786.6571918999999|28.75340957|0.013424098|1495.177298|686.039456|8.672532296|1.0|1.0|1.0|0.0|1.0|4.75|0.17|2.93|81.65|2.0|132.24|0.0|1.0|5.0|-5.66|4.0|-5.81|0.00291|0.0|0.0|9.75e-08|4.02e-05|3.4821|4.14|695.57|1176.22|356.06|149.0|356.06|545.94|0.68608|0.68608|-1614.831682|4434.0|-0.1991|-1614.894406|11.0|7.9508
2_a49|0.0|0|0|0.0|0.0|1|1|1|-0.004112807|-0.100166139|1.999073077|0.004524556|-0.041202373|10.92973199|1|1|-0.170631119|0.055400364|-0.320124905|2|0.802447754|0.00991453|0.81348014|-0.08647612|-0.079176085|0.41397907|-40.34672657|226.4450566|-0.028277173|0.0|0.7154059890000001|-1.187641272|-22.45560511|-14.409545199999998|2244.518609|414.5350312|-605.2008985|1550.010086|-7.34284831|5.667936413|-308.399629|20.14177325|0.017498253|845.9544764000001|439.9973344|8.91679918|0.0|0.0|1.0|1.0|1.0|3.09|0.15|3.7|69.62|0.0|99.52|0.0|1.0|2.0|-3.53|3.0|-6.57|0.0421|0.0|0.0|1.51e-07|4.94e-05|5.4614|1.79|553.52|941.6|331.24|0.2988|227.02|371.96|0.34449|0.68172|-1045.810794|4.8986|-0.19923|-1045.8595810000002|59.0|7.2291
3f_a32|0.0|1|1|3.553167045|0.0|0|0|0|-0.00611496|-0.062954205|2.227330929|0.001276735|-0.113189563|10.31100273|3|3|-0.112493266|-0.133675401|-0.5487283829999999|0|0.833981748|-0.1743238839999999|0.874026684|-0.073433055|-0.097374443|0.3217719189999999|-54.8993954|47.97543149|-0.030139709|0.0|0.78919828|-1.265867765|-23.34192893|-16.99267001|2273.466801|492.7734095|-713.6921402|2130.756016|-9.580412233|6.153728636|-402.3773138|21.53155987|0.011659458|904.3255145|475.3634141|6.573564628|1.0|1.0|1.0|1.0|1.0|3.9|0.28|5.63|110.94|2.0|102.66|0.0|1.0|4.0|-6.89|3.0|-5.03|0.0014|0.0|0.0|4.89e-08|1.73e-05|3.5569|3.92|604.9|1006.92|348.58|293.0|348.58|488.74|0.70255|0.70255|-1711.863611|3.4678|-0.2006099999999999|-1711.9193289999998|9.0|8.0458
13k_a6|0.0|1|0|3.423411754|0.0|0|1|1|-0.014257799|0.051404465|0.0|-0.009326562|0.0809333929999999|10.95129637|1|1|0.08217847|-0.073210645|-0.5627624379999999|1|0.8694295409999999|-0.123105035|0.641032542|-0.11937574|-0.127178105|0.212093198|-88.29427104|183.1261118|-0.045420752|113.5526088|0.7971316940000001|-2.543562101|-57.53822059|-31.53366823|2966.890288|445.0412356000001|-1765.8854210000002|3332.974951|-21.89246528|8.370126134|-1225.9780560000002|39.55891914|0.017981419|2215.299472|741.5222707|12.48372364|1.0|1.0|1.0|1.0|3.0|3.68|0.16|3.8|115.15|1.0|124.98|0.0|1.0|7.0|-5.49|5.0|-6.59|0.0075599999999999|0.0|0.0|1.29e-09|5.7e-07|5112.0|5.41|731.25|1246.69|349.49|0.3971|242.53|577.68|0.4547|0.70536|-1465.557346|8.1639|-0.1944|-1465.621288|46.0|7.3372
14b_a50|0.0|0|1|0.0|0.0|2|2|2|-0.003935732|-0.068176984|2.115127752|0.010215823|0.037777505|10.94501788|2|2|-0.106938404|-0.280243276|-0.306633966|1|0.74726683|-0.076752616|0.904076348|-0.050362464|-0.076674952|0.7031402240000001|-50.27694576|25.31245624|-0.025558317|192.8987555|0.637281054|-1.533499045|-21.65397937|-16.75898192|2967.872393|592.81677|-1005.538915|2984.248708|-10.98912227|6.3538844910000005|-659.347336|26.29763086|0.021820402|1577.857852|825.4425942|14.30797341|1.0|1.0|1.0|1.0|0.0|4.64|0.35|4.81|66.99|2.0|128.39|0.0|1.0|7.0|-4.6|5.0|-6.5|0.0074099999999999|0.0|0.0|1.3900000000000001e-07|6.12e-05|5.2834|3.05|718.64|1253.87|304.07|0.1637|234.67|533.25|0.55594|0.64303|-1430.72987|5.3711|-0.1936|-1430.7933859999998|6.58|5.1818
galu_a46|0.0|0|0|0.0|0.0|1|1|1|-0.00642454|-0.090581301|1.721297609|0.002865697|-0.094815394|10.92740177|1|1|-0.150645957|0.0481706809999999|-0.4671565689999999|2|0.702976795|-0.173285585|0.7637964079999999|-0.0910072869999999|-0.089050651|0.5235416979999999|-49.84028137|261.2602893|-0.03220981|68.43088526|0.7832175929999999|-1.513861067|-28.50774993|-18.02733582|2501.785113|427.4851161|-847.2847833999999|1755.2047|-10.08962292|6.445819025|-474.2122773|23.01702105|0.013967104|1081.799989|542.7276591|7.817173532999999|0.0|1.0|1.0|1.0|1.0|3.27|0.18|3.51|86.69|1.0|108.18|0.0|1.0|3.0|-3.85|4.0|-6.86|0.0375|0.0|0.0|7.45e-08|2.75e-05|||||||||||||||51.0|7.2924
12ab_a36|0.0|1|0|3.458948649|0.0|0|2|2|-0.007034881|0.035377607|0.0|0.000939229|-0.032623802|10.9540584|1|1|0.0618552579999999|-0.169341326|-0.4186639029999999|1|0.86559137|-0.051707317|0.8410557559999999|-0.079202413|-0.095025338|0.452078227|-65.54680623|116.6804416|-0.033434841|15.55386871|0.679025324|-1.805481415|-37.68448987|-23.06276515|2902.39241|580.1454645|-1245.389318|2390.849902|-15.90828969|7.821826146|-859.0476432|33.96451406|0.024384271|1834.083759|708.5476357999999|16.81984117|1.0|0.0|1.0|0.0|2.0|4.86|0.17|1.95|92.99|1.0|133.27|0.0|1.0|6.0|-3.92|5.0|-7.21|0.0515|0.0|0.0|8.95e-08|3.76e-05|3.8845|3.23|712.73|1201.64|319.17|0.4451|319.17|564.58|0.69294|0.69294|-1364.236757|3.6976|-0.2093699999999999|-1364.300531|11.0|7.9586
7c_a10|0.0|0|0|0.0|0.0|1|1|1|-0.00375251|-0.1122332619999999|1.798334646|0.01006918|-0.033792245|10.92926158|1|1|-0.176560297|-0.191576261|-0.215874011|2|0.725146704|-0.105104647|0.906276489|-0.05074318|-0.0876410609999999|0.487148112|-51.2378943|87.99694927|-0.0223398779999999|58.07647902|0.52630639|-1.139333798|-17.34382833|-13.06063972|2616.8970870000003|529.8395322|-666.0926258|1881.379304|-7.635686595|6.703148323|-389.4200163|24.81565867|0.0269852389999999|1265.598592|611.4957509|15.7764728|1.0|1.0|1.0|1.0|0.0|3.48|0.26|4.43|62.06|1.0|113.07|0.0|1.0|4.0|-4.44|5.0|-6.2|0.00793|0.0|0.0|1.66e-08|6.4e-06|5.4267|2.76|635.47|1102.43|323.24|0.4049|228.47|488.89|0.41348|0.68708|-1258.744382|3.9465|-0.20059|-1258.801509|3.81|5.4191
12ao_a36|0.0|1|0|3.477902101|0.0|0|2|2|-0.007081548|0.0895536619999999|0.0|0.002782748|-0.113963585|10.94919858|1|1|0.1523047569999999|-0.1619981409999999|-0.435820128|1|0.90500247|-0.05785124|0.832582759|-0.077866573|-0.1019516769999999|0.264688501|-67.45579866|85.17634667|-0.03775988|0.0|0.7820981779999999|-2.039033535|-34.08795068|-24.98362913|2794.663089|550.8740683|-1349.115973|2298.760179|-16.53028876|8.769931502999999|-892.6355932|31.9443643|0.016708791|1724.9956719999998|698.847203|11.05528527|1.0|0.0|1.0|0.0|2.0|4.87|0.12|2.42|69.2|1.0|133.84|0.0|1.0|6.0|-4.58|4.0|-6.34|0.0115|0.0|0.0|9.66e-08|3.94e-05|4.6597|3.83|701.9|1190.17|356.86|0.6249|266.08|548.59|0.4962|0.7045|-1310.077853|5.4691|-0.19662|-1310.138396|0.03|7.5229
12x_a36|0.0|1|0|3.494913155|0.0|0|2|2|-0.007008724|0.021670322|0.0|0.00285431|-0.054184069|10.33556641|1|1|0.038200407|-0.133106642|-0.4331246039999999|1|0.906423012|-0.041914045|0.836402835|-0.0737521679999999|-0.104368092|0.3403819629999999|-70.20305027|81.81168174|-0.036722107|0.8295471390000001|0.7768535409999999|-1.982993755|-33.36962015|-24.70107324|2884.428214|562.6051882|-1333.8579550000002|2391.802689|-16.61514211|8.770758009|-897.2176739|31.79630645|0.016274369|1717.000548|725.9470896|10.94693123|1.0|1.0|1.0|1.0|2.0|4.87|0.17|2.61|94.5|1.0|135.47|0.0|1.0|6.0|-4.85|4.0|-6.64|0.0132|0.0|0.0|8.95e-08|3.83e-05|3.8776|3.37|719.63|1209.23|331.83|0.3901|319.74|569.01|0.6853600000000001|0.68112|-1670.182026|5.6653|-0.2048199999999999|-1670.244307|7.0|8.1549
5_a47|0.0|0|0|0.0|0.0|0|0|0|-0.009295857|0.003858593|1.284688504|-0.012670377|-0.002627182|10.9367109|0|0|0.0083528919999999|-0.0428873159999999|-0.454659897|2|0.7063295709999999|0.0743193|0.807957755|-0.087763105|-0.1001981959999999|0.526509524|-52.90420509|104.9032216|-0.038537768|0.0|0.781571204|-1.502972943|-24.46654029|-20.34777119|2368.870941|426.5981263000001|-793.5630764|1349.003107|-10.74353333|5.861037845|-418.9977997|26.03444329|0.017501741|1015.343288|416.1194472|9.240842159|1.0|0.0|1.0|1.0|2.0|2.67|0.0|5.96|58.04|2.0|101.51|0.0|1.0|3.0|-5.65|4.0|-5.19|0.00116|0.0|0.0|2.07e-09|7.590000000000001e-07|3.7083|4.37|561.61|951.68|334.35|0.2108|334.35|401.16|0.69291|0.69291|-1569.20723|2.9121|-0.20954|-1569.258939|0.02|7.7
6_a27|0.0|1|0|2.6137160880000003|0.0|1|0|0|-0.007874167|-0.237047381|1.221528093|0.00526746|0.075248207|10.93737136|1|1|-0.406859288|-0.179319226|-0.541168953|2|0.678057835|0.1272522519999999|0.785047616|-0.0786267609999999|-0.090025109|0.344065059|-44.56839492|125.8234721|-0.034625042|61.10118428|0.774820398|-1.35037664|-19.27068071|-17.14169035|2196.1151210000003|388.6505938|-668.5259238|1193.992326|-8.486272674|5.010042219|-330.96463430000006|22.12343713|0.01635203|862.8140479|373.9912084|8.095338503999999|0.0|0.0|0.0|0.0|1.0|3.0|0.11|2.79|76.46|0.0|92.65|0.0|1.0|2.0|-3.62|4.0|-6.55|0.0485|0.0|0.0|2.16e-07|6.86e-05|5.5447|4.27|526.9|896.68|299.55|0.1915|223.61|401.49|0.3366099999999999|0.61083|-1043.678244|2.7521|-218.0|-1043.728133|1.0|9.0
17c_a50|0.0|0|1|0.0|0.0|2|2|2|-0.002676029|0.021572081|2.193763306|0.01130519|-0.144763835|10.94500663|2|2|0.034485992|-0.373205592|-0.2256811219999999|1|0.762883243|-0.212611846|0.89719894|-0.051905615|-0.073693343|0.446454378|-50.69922125|133.46240020000002|-0.021745577|94.15397246|0.569750429|-1.32648017|-24.567468100000003|-14.96042594|2951.495914|617.2509739|-912.5859825|2014.72331|-10.29240792|8.310163601000001|-627.8368834|26.25785813|0.0232952879999999|1601.729346|849.1345426000001|16.02658985|0.0|1.0|1.0|1.0|0.0|4.12|0.35|3.53|61.0|1.0|134.28|0.0|1.0|6.0|-3.8|5.0|-6.96|0.0165|0.0|0.0|1.6100000000000005e-07|7.08e-05|4.2397|2.74|746.5|1289.05|306.65|0.1814|292.44|596.23|0.63122|0.66213|-1410.838844|6.3989|-0.19818|-1410.902767|69.0|7.1612
12g_a36|0.0|1|0|3.5202147110000004|0.0|0|2|2|-0.006495469|0.078990142|0.0|0.0042553209999999|0.078155467|10.95259306|1|1|0.130052038|-0.163978382|-0.44093902|1|0.901715152|-0.088251318|0.854238488|-0.069292341|-0.097067302|0.374686587|-66.72829531|24.29006276|-0.034549379|5.097410387|0.779745318|-2.038413337|-32.74608471|-23.75074918|2829.45056|587.240781|-1401.294202|2476.712654|-16.3273005|7.285010602000001|-963.3107298|30.45962398|0.015152386|1797.1178149999998|799.5563855|10.41641087|1.0|1.0|1.0|1.0|2.0|5.06|0.24|3.01|69.2|2.0|138.33|0.0|1.0|6.0|-4.95|4.0|-6.19|0.00589|0.0|0.0|4.2e-08|1.7800000000000002e-05|5.2092|4.21|724.32|1241.66|333.83|0.4393|238.01|657.02|0.38165|0.70097|-1350.571683|5.912000000000001|-0.20288|-1350.633209|14.0|7.8539
7g_a8|0.0|1|0|3.095238804|0.0|1|1|1|-0.01002363|-0.030968098|0.0|-0.00087806|-0.027838247|10.9431888|1|1|-0.065174707|0.046246982|-0.418049442|0|0.627990269|-0.044866536|0.699376143|-0.107714754|-0.1122315669999999|0.306360885|-67.26263865|144.290464|-0.045912914|56.75323443|0.806738465|-2.020168201|-38.68948451|-27.51653399|2802.2242920000003|419.1502102|-1210.7274960000002|2079.55195|-16.4912131|7.588498875|-725.6133762000001|34.10836993|0.018613449|1500.768277|509.2753308|11.15541466|1.0|1.0|1.0|0.0|1.0|3.29|0.04|4.66|80.04|2.0|108.0|0.0|1.0|3.0|-5.78|5.0|-5.63|0.00143|0.0|0.0|1.23e-08|4.92e-06|3.7874|6.26|620.67|1053.9|327.36|0.5165|327.36|507.78|0.62073|0.62073|-1374.291597|10.1546|-0.22129|-1374.3479960000002|21.03|4.6772
7s_a46|0.0|0|0|0.0|0.218897825|1|1|1|-0.005351046|-0.210750635|0.0|0.0060802|-0.005405515|10.94651358|1|1|-0.327656845|0.018964141|-0.3638523629999999|1|0.778692012|-0.030371026|0.858788462|-0.096723151|-0.083011849|0.249893305|-41.72189594|166.3052939|-0.031623562|0.0|0.8198874559999999|-1.3281895890000002|-24.43308641|-15.894055599999998|1982.695462|431.6285339|-667.5503351|1619.4591|-7.988379237|5.565371272|-335.5119279|19.38565529|0.01122216|814.1975221|409.9543818|5.640276426000001|0.0|0.0|1.0|1.0|1.0|3.08|0.26|3.9|50.94|0.0|91.19|0.0|1.0|2.0|-4.07|3.0|-5.81|0.0176|0.0|0.0|8.39e-07|0.000256|5.2972|3.54|539.99|916.7|288.81|0.4164|234.06|446.63|0.44692|0.69976|-974.615216|2.4286|-0.19947|-974.664103|1985.0|5.7022
22_a20|0.0|0|0|0.0|0.0|1|0|0|-0.00147607|0.09301076|2.041494094|0.009265667|-0.066832578|10.93106272|1|1|0.155407313|-0.060582944|-0.177976478|2|0.616352201|-0.067650395|0.946515026|-0.059893667|-0.067797027|0.425968568|-44.14650378|9.022387025|-0.027118811|54.71081293|0.77063827|-1.3559405430000002|-25.39523478|-17.65860151|2738.108259|616.3298149|-882.9300756000001|2396.806062|-11.49852068|7.408914181|-574.9260339|22.91425458|0.01345209|1145.712729|664.4562602999999|8.759421782|1.0|1.0|1.0|1.0|0.0|3.36|0.08|5.39|67.39|2.0|121.62|0.0|1.0|4.0|-5.6|4.0|-5.58|0.0012|0.0|0.0|2.04e-10|8.199999999999999e-08|5.5591|4.07|694.15|1181.95|312.05|0.2636|223.03|563.43|0.38233|0.66063|-1275.598059|4.8308|-0.21856|-1275.657902|231.0|6.6364
LY364947_a10|0.0|1|0|2.949609552|0.0|0|0|0|-0.00235945|0.0938628109999999|2.084955541|0.007575|0.010202602|10.9303125|1|1|0.1625645369999999|0.072909639|-0.204644982|2|0.706034038|-0.012096774|0.8431045490000001|-0.076999385|-0.075303751|0.449473391|-33.26705198|144.7228349|-0.029665114|0.0|0.7234846559999999|-0.978948758|-15.02735938|-13.10520229|1896.845282|372.4595738|-432.4716757000001|839.5356408|-5.78950507|4.702575386|-191.05366730000003|18.1140017|0.018707677|597.7620559999999|287.99188260000005|8.264519015|1.0|0.0|1.0|1.0|1.0|2.46|0.0|3.69|54.46|0.0|82.56|0.0|1.0|2.0|-3.54|3.0|-6.02|0.0374|0.0|0.0|6.31e-08|1.7199999999999998e-05|||||||||||||||59.0|7.2291
5f_a40|0.0|0|0|0.0|0.0|1|0|1|-0.008387329|-0.085493191|0.769837491|0.000663516|0.166865076|10.31198329|2|2|-0.155235986|0.18254908|-0.4644854879999999|0|0.7039183109999999|0.095322868|0.7414714309999999|-0.113521559|-0.10969397|0.0528268609999999|-50.68028366|222.1847349|-0.041135239|63.48466425|0.814393685|-1.316327637|-24.23209217|-19.00510637|1932.388838|342.5710869|-608.163404|599.1117195|-8.780648419|5.780627322000001|-280.9807494|23.33651|0.015000038|746.7683199|269.0442248|6.930245797|1.0|0.0|1.0|1.0|1.0|3.08|0.21|2.68|101.52|0.0|78.56|0.0|3.0|3.0|-3.97|3.0|-6.47|0.14|0.0|0.0|0.000207|0.0587|3.8036|3.5|487.57|793.54|405.03|0.2747|325.97|361.03|0.56507|0.69727|-1232.851443|5.5961|-0.19284|-1232.898044|112.0|6.9508
18a_a22|0.0|0|0|0.0|0.0|1|0|0|-0.003488994|0.033735832|1.6891461019999998|0.007066388|-0.021976395|10.31286146|1|1|0.059645624|-0.147724859|-0.296897301|2|0.760537197|-0.027029438|0.926535704|-0.050645213|-0.076119803|0.573315195|-51.6464295|29.59800426|-0.029276847|18.5219848|0.710467198|-1.5223960559999998|-23.31437056|-19.86401135|2898.068989|628.6440468999999|-1032.92859|2213.859172|-13.47750813|7.037677899|-700.830423|27.95908297|0.0193879289999999|1453.872315|730.9420477000001|13.15449139|1.0|1.0|1.0|1.0|1.0|3.49|0.08|5.11|100.61|2.0|131.64|0.0|1.0|6.0|-5.59|4.0|-6.28|0.00305|0.0|0.0|3.95e-10|1.73e-07|5.0214|3.69|695.35|1211.84|355.95|0.3174|246.91|531.16|0.35107|0.68577|-1691.036502|3851.0|-0.21148|-1691.097989|13.0|7.8861
5b_a50|0.0|0|1|0.0|0.0|2|1|1|-0.00141071|-0.052494624|2.473508677|0.012641727|-0.137595558|10.9325725|2|2|-0.0873662269999999|-0.175158017|-0.140506919|1|0.693611382|-0.1866330389999999|0.958606481|-0.041157676|-0.061164973|0.271653991|-31.07327358|6.656963127999999|-0.02140774|60.5565203|0.5887490470000001|-0.8563096170000001|-10.62231784|-10.87564575|2183.545404|486.9950914|-435.0258302|1452.442728|-5.525088972000001|5.543302677000001|-221.0035589|18.47246431|0.023005632|738.8985723999999|409.0289917|11.68741316|1.0|0.0|1.0|1.0|0.0|3.37|0.1|4.02|35.64|0.0|96.89|0.0|2.0|2.0|-3.48|2.0|-6.03|0.0202|0.0|0.0|1.37e-06|0.0004269999999999|5.6332|2.81|547.35|922.49|308.25|0.2749|220.09|411.9|0.4270899999999999|0.66968|-990.43875|4.4181|-0.19252|-990.487545|12.23|4.9126
13h_a6|0.0|1|0|3.464247528|0.0|0|0|0|-0.006619944|0.060987639|1.656132209|-0.002407131|-0.01698365|10.95053423|1|1|0.105918119|-0.215607882|-0.468842137|2|0.836982172|-0.164411111|0.867910741|-0.074151997|-0.091977068|0.300800177|-64.32173453|77.20799814|-0.032362302|0.0|0.736918588|-1.747564296|-36.26429338|-22.63172141|2926.745635|606.9504647000001|-1222.112956|2829.19698|-15.82689691|9.11292243|-854.6524332|30.71129129|0.017825256|1658.40973|744.1359788|12.4656221|1.0|1.0|1.0|1.0|2.0|3.64|0.12|4.79|103.17|2.0|128.63|0.0|0.0|6.0|-5.56|5.0|-6.31|0.0038|0.0|0.0|2.67e-11|1.15e-08|4.8701|3.83|738.61|1253.92|365.52|1.0978|254.58|591.53|0.50716|0.69001|-1386.302668|7.2872|-0.2153199999999999|-1386.3651|47.0|7.3279
19i_a38|0.0|1|0|3.169368622|0.0|0|2|2|-0.008447598|0.08414367|0.0|-0.006877664|-0.074033381|10.96052467|1|1|0.215263198|-0.250781298|-0.430016467|1|0.653741315|-0.087904124|0.747158407|-0.08347616|-0.113250303|0.4748744179999999|-69.40536597|137.7658863|-0.040770109|10.71501217|0.7419238420000001|-2.038505453|-31.35232957|-24.98593175|2896.470706|457.89548719999993|-1249.2965869999998|2335.0953870000003|-15.31261014|6.690507557999999|-765.6305068|33.67721904|0.022159015|1683.860952|593.6088758|13.5801364|1.0|1.0|1.0|1.0|3.0|4.8|0.14|3.11|81.23|1.0|125.65|0.0|1.0|5.0|-4.25|5.0|-6.81|0.0196|0.0|0.0|7.599999999999999e-08|3.19e-05|5.7041|3.66|641.31|1101.03|343.17|0.2156|217.36|457.26|0.4342|0.69267|-1431.181148|6.6636|-0.2052|-1431.239177|13.0|7.9031
12s_a36|0.0|1|0|3.486136149|0.0|0|2|2|-0.007059109|0.037454164|0.0|0.002951176|0.0056370119999999|10.95352614|1|1|0.063448144|-0.1763783589999999|-0.434472457|1|0.90414347|-0.086791463|0.8303378090000001|-0.07216709|-0.1000534719999999|0.4314309979999999|-64.57958827|110.6090028|-0.035868226|10.23927133|0.754198383|-1.901015959|-30.06529118|-23.15117315|2710.355028|535.942162|-1227.012177|2294.468358|-14.94294208|7.545963801|-791.9759303|30.69639722|0.018222417|1626.909053|662.0530478999999|11.76167282|1.0|0.0|1.0|0.0|2.0|4.85|0.17|2.19|69.2|1.0|128.72|0.0|1.0|5.0|-4.16|4.0|-6.55|0.02|0.0|0.0|1.08e-07|4.270000000000001e-05|3.8751|3.48|683.24|1150.67|329.71|0.4501|319.95|523.72|0.6843600000000001|0.6928|-1272.00109|6.6068|-0.20467|-1272.061111|9.0|8.0458
12af_a36|0.0|1|0|3.448611715|0.0|0|2|2|-0.00989889|0.091263447|0.0|-0.00233752|-0.074383486|10.96037047|1|1|0.154914099|-0.213993335|-0.505160213|1|0.859938421|0.002492952|0.755275519|-0.082549457|-0.1054605669999999|0.154396546|-73.23838519|89.56100543|-0.035153522|127.6527374|0.6702409189999999|-2.003750775|-39.81177462|-24.41279506|3013.98446|524.5103537|-1391.529319|3082.869129|-16.95376516|8.59579222|-966.3646141|36.42391023|0.0259433429999999|2076.162883|757.7532208|18.01667275|0.0|0.0|1.0|0.0|3.0|4.98|0.17|1.65|98.3|1.0|138.06|0.0|1.0|7.0|-3.54|5.0|-7.66|0.0997|0.0|0.0|1.1800000000000001e-07|5.18e-05|5.2352|4.5|737.4|1246.55|383.86|427.0|236.83|589.48|0.50179|0.70508|-1440.675702|6.9003|-0.19246|-1440.740243|15.0|7.8239
