molecula|Fraction Csp3|MATS8s|GeomRadius|SssssC|SRW09|nFaHRing|FNSA3|PBF|Dipole (water)|AATSC1c|CYP2D6 inhibitor|CYP3A4 inhibitor|Lipinski|Synthetic Accessibility|WNSA5|AATSC8d|Absorption Energy (HOMO-LUMO transition) (eV)|DPSA3|pIC50
17_a12|0.17|-0.043392747|5.669161963|0.0|6.823286122000001|0|-0.069570363|0.318309599|2.9806|-0.00864055|1.0|1.0|0.0|4.13|-26.12444199|-0.070249784|3.7723|42.10235809|7.7959
18_a4|0.11|0.102914528|6.133421395|0.0|7.535296702|0|-0.094231531|0.269470313|3498.0|-0.004533883|1.0|0.0|0.0|3.32|-20.88721799|-0.063708832|4.2045|55.21809494|5.5817
6_a27|0.11|-0.1322552659999999|5.010042219|0.0|6.823286122000001|1|-0.0786267609999999|0.344065059|4.0597|-0.007874167|0.0|0.0|0.0|3.0|-22.06430895|0.081320966|4.1391|49.10012093|9.0
33_a47|0.11|0.065468525|6.979305126|0.0|6.823286122000001|1|-0.060080724|0.404334141|6.2284|-0.004263267|1.0|1.0|0.0|3.08|-23.98884914|0.0741098479999999|4.1869|44.11759955|8.4
17a_a50|0.29|-0.204032723|8.087984548|0.0|7.934155233999999|1|-0.045404408|0.4062532579999999|8.2991|-0.002225436|1.0|1.0|0.0|3.95|-33.3079288|-0.131632653|4.0477|38.54872522|7.0706
5_a27|0.16|0.180356685|6.160679036|0.0|6.823286122000001|1|-0.055979434|0.333977277|3.5632|-0.0063562359999999|0.0|1.0|0.0|3.07|-23.6277072|-0.013448351|4.0989|38.43699603|8.5229
4m_a46|0.29|-0.099662698|5.329061873000001|0.16407746|7.825245291|0|-0.067320375|0.373463876|5.2326|-0.000686578|0.0|1.0|0.0|3.59|-18.67596877|0.007901235|4.3476|41.22460182|5.8901
17b_a25|0.11|0.068812225|9.700133933|0.0|6.842683282|1|-0.068207754|0.410780725|5.2142|-0.004368141|1.0|1.0|0.0|3.56|-45.64634114|0.016982601|3.961|63.75929319|6.9957
10_a1|0.0|-0.0369911079999999|7.376231317999999|0.0|6.86171134|0|-0.116648443|0.126889306|7807.0|-0.014135827|1.0|0.0|0.0|3.0|-35.02707638|0.010430299|3.4067|74.31719486|5.8239
17a_a25|0.11|0.168247187|8.996672966|0.0|6.842683282|1|-0.06234901|0.348821736|5.1401|-0.004137083|1.0|1.0|0.0|3.48|-40.379488|0.006360768|3.9347|53.50212109|7.6021
12l_a36|0.13|-0.041707369|7.471134223|0.0|7.412764017000001|0|-0.079972189|0.3827446779999999|7.2021|-0.0076430169999999|0.0|0.0|0.0|4.78|-45.67788557|-0.0452558729999999|3.8619|66.38812034|7.699
16g_a32|0.33|-0.026098259|9.3963701|0.0|7.765993078999999|1|-0.078387439|0.542303725|4.3204|-0.013775701|1.0|1.0|0.0|3.87|-57.31234426|0.004735761|3.6161|75.43482709|7.9586
14l_a23|0.09|0.156652778|8.006380163|0.0|7.423568444|1|-0.053549434|0.215920645|8.2422|-0.005344736|0.0|1.0|0.0|3.51|-34.03690099|-0.061788679|3.6274|47.64388017|8.1798
16f_a32|0.3|0.085125293|8.79158776|0.0|7.765993078999999|1|-0.08168632|0.522247991|4.2764|-0.014558301|1.0|1.0|0.0|3.76|-53.23443736|-0.000291262|3.6272|73.4405859|8.041
4b_a46|0.38|-0.263387881|5.76401157|0.206072846|7.825245291|0|-0.0524080009999999|0.27128814|3.7571|-0.00113356|0.0|1.0|0.0|3.9|-20.89467173|-0.111103941|4.5515|32.7126858|6.2612
19l_a38|0.12|-0.032569307|6.568874137999999|0.0|7.412764017000001|0|-0.079681862|0.51306986|9026.0|-0.007360265|0.0|1.0|0.0|4.94|-42.34617024|-0.032264281|3.354|65.82033039|7.8633
12bd_a36|0.21|-0.011529973|8.050812711|0.0|7.412764017000001|0|-0.071083327|0.279020022|7.6908|-0.006695407|0.0|0.0|0.0|4.95|-43.33557909|-0.0288761339999999|3.544|58.63647911|7.7696
17a_a10|0.33|0.029106767|8.621193279|0.0|7.535296702|1|-0.055423599|0.463842217|5.3803|-0.004333189|1.0|1.0|0.0|3.8|-41.33310046|0.031632653|3.9887|53.38795048|7.3098
3_a47|0.0|0.104873188|6.46319354|0.0|0.0|1|-0.083129079|0.4661246329999999|5.3274|-0.008740449|1.0|1.0|0.0|2.59|-26.06896797|0.013073797|3.7284|48.10703|6.5
13m_a6|0.08|0.156982046|8.435961541000001|0.0|6.842683282|1|-0.0989137669999999|0.429009107|6.5243|-0.010840005|1.0|1.0|0.0|3.59|-52.33806464|-0.018628955|3.3359|81.92876874|8.0
14d_a23|0.09|0.006563565|7.832720777|0.0|7.423568444|1|-0.053736319|0.213597535|8.1555|-0.005343003|0.0|1.0|0.0|3.52|-33.99063559|-0.054430189|8.1555|47.66288948|8.4001
13j_a6|0.12|-0.063948098|8.741405506|0.0|7.412764017000001|0|-0.120219472|0.205764388|10.9731|-0.015004989|1.0|1.0|0.0|3.56|-57.82670518|-0.047513534|3.5599|101.1210779|6.5817
12af_a36|0.17|-0.062279009|8.59579222|0.0|7.412764017000001|0|-0.082549457|0.154396546|9.4631|-0.00989889|0.0|0.0|0.0|4.98|-50.86129548|0.00146554|3.2299|72.55107063|7.8239
9b_a36|0.14|-0.034830997|7.549264797|0.0|7.412764017000001|0|-0.074181597|0.2602997|8.4288|-0.0058276019999999|0.0|0.0|0.0|4.73|-38.76797062|-0.06502499|3.8535|57.26650122|7.6778
21_a47|0.1|-0.080213904|7.071346534|0.0|6.86171134|1|-0.082614966|0.3188717339999999|4.9172|-0.010650348|1.0|1.0|0.0|3.29|-30.34731959|0.057225853|3917.0|59.46768095|8.3
12i _a30|0.14|-0.029080032|8.097008872|0.0|7.412764017000001|0|-0.076575246|0.356921662|3.0033|-0.00691453|0.0|0.0|0.0|4.62|-41.13938837|-0.072247675|3.5242|60.32320054|7.8013
25_a47|0.1|-0.077710529|6.951055196|0.0|6.86171134|1|-0.073339312|0.574771479|5.1625|-0.010144825|1.0|1.0|0.0|3.26|-32.42203672|0.002716049|3.9878|56.80080434|7.8
1_a15|0.19|0.101406325|6.580146251|0.0|0.0|0|-0.068077117|0.7100707390000001|2.3261|-0.0084598019999999|1.0|1.0|0.0|3.91|-46.71058649|-0.000905902|3.2188|60.96303497|7.3565
13d_a6|0.16|-0.027209556|9.086171078|0.0|7.412764017000001|0|-0.092581323|0.19992155|14.0012|-0.010665225|1.0|1.0|0.0|3.64|-51.34295409|-0.10528143|3.6298|84.01035117|6.4437
12aq_a36|0.13|-0.0606936879999999|8.596645087999999|0.0|7.412764017000001|0|-0.1093001919999999|0.162384515|8671.0|-0.0116333169999999|0.0|0.0|0.0|4.83|-54.49698711|-0.028591187|3.3759|87.31909781|7.2596
14a_a10|0.39|-0.011977878|10.0292632|0.0|7.535296702|1|-0.044416218|0.43555903|4.8004|-0.002047597|1.0|1.0|0.0|3.98|-37.18086445|-0.00421565|3802.0|42.07091945|7.1308
3c_a12|0.12|-0.0461654159999999|6.231995392999999|0.0|6.555356892000001|0|-0.071719601|0.242114395|2.3061|-0.009252756|1.0|1.0|0.0|3.94|-25.42738988|-0.056537396|3.5862|42.97583906|7.699
10_a27|0.16|0.129719095|6.761146212000001|0.0|6.605297921|1|-0.061299064|0.346344305|6.9456|-0.006285923|0.0|1.0|0.0|3.01|-24.60801194|-0.000903965|4.1495|41.99674607|7.1612
14aa_a23|0.12|0.055269665|8.000512184|0.0|7.423568444|1|-0.052155763|0.204831806|8.3532|-0.005050361|0.0|1.0|0.0|3.63|-35.2984572|-0.044957534|3.5934|47.78906871|8.451
12z_a36|0.13|0.103551178|8.016303367999999|0.0|7.412764017000001|0|-0.081592361|0.492335362|6.5892|-0.007671785|0.0|0.0|0.0|4.76|-45.16471514|-0.030529442|3.8969|69.61568586|8.301
12ab_a36|0.17|-0.0852411419999999|7.821826146|0.0|7.412764017000001|0|-0.079202413|0.452078227|5.3228|-0.007034881|0.0|0.0|0.0|4.86|-45.21303385|-0.029080933|3.8845|71.2577056|7.9586
8a_a12|0.15|-0.1261547959999999|5.113243051|0.0|0.0|0|-0.05926895|0.221703535|5.4032|-0.00771093|1.0|1.0|0.0|4.06|-24.96342938|-0.084035283|3.9091|36.0527909|6.7011
10_a15|0.12|0.0107135269999999|5.555044294|0.0|0.0|0|-0.052826735|0.640780603|3.1460000000000004|-0.006872984|1.0|1.0|0.0|3.58|-34.36276159|0.010152859|3.6448|36.83936823|8.1549
5_a18 (BIBF0775)|0.32|-0.001626287|9.798677372|0.0|7.03438793|0|-0.068989967|0.420002762|2.8009|-0.005220163|1.0|1.0|0.0|4.42|-44.61038661|-0.022817602|3.2027|58.5107823|7.4685
7_a15|0.15|0.154068618|6.01738192|0.0|0.0|0|-0.074406877|0.403524276|1631.0|-0.010310394|1.0|1.0|0.0|3.16|-34.13832456|0.0019353679999999|3.7495|61.6121151|6.644
4e_a46|0.27|0.075271624|7.906917146|0.092094405|7.825245291|0|-0.0835371459999999|0.68427144|3.2466|-0.005995748|0.0|1.0|0.0|4.5|-48.825259|-0.05803828|4.1773|71.49283399|6.8125
27c_a34|0.12|-0.0360159139999999|8.808655321|0.0|7.412764017000001|0|-0.114233896|0.32643486|9.6148|-0.014036512|1.0|1.0|0.0|3.55|-57.00328784|-0.014364543|3.9186|97.35782216|6.0969
12ao_a36|0.12|0.040831815|8.769931502999999|0.0|7.412764017000001|0|-0.077866573|0.264688501|7.447999999999999|-0.007081548|0.0|0.0|0.0|4.87|-44.63177966|-0.033032344|3.4743|63.28698809|7.5229
8c_a12|0.11|-0.10899871|5.670223821|0.0|0.0|0|-0.067004282|0.239216075|2.4806|-0.0104125509999999|1.0|1.0|0.0|3.91|-26.55601426|-0.07003012|3.8341|44.19432689|7.3979
3h_a32|0.35|-0.169197453|8.107034244|0.0|7.765993078999999|1|-0.07183387|0.30907784|5.8749|-0.005281944|1.0|1.0|0.0|3.65|-34.60714056|-0.111111111|3.5552|51.95714963|8.1549
11b_a5|0.1|-0.0497097529999999|8.936258446|0.0|6.605297921|0|-0.07633373|0.378154801|2.8531|-0.003900104|1.0|1.0|0.0|2.99|-29.07084703|-0.0536971829999999|4.1982|55.65456427|7.7212
8b_a50|0.06|-0.027207307|5.292277178|0.0|7.860570786|1|-0.072629787|0.267094693|5.8205|-0.0045301379999999|1.0|1.0|0.0|3.21|-17.91443197|-0.0180233089999999|4.1804|45.09730487|7.1675
IN1166_a11|0.08|0.102257199|6.777827685|0.0|6.842683282|1|-0.073965061|0.551933595|4.3481|-0.006882528|1.0|1.0|0.0|3.51|-42.74230509|-0.037793156|3.2827|64.89703387|7.9318
27b_a34|0.12|0.00102838|9.124440695|0.0|7.412764017000001|0|-0.08757938|0.3307451819999999|15.2147|-0.010183855|1.0|1.0|0.0|3.54|-47.54648562|-0.027175221|4.0935|78.08618045|6.1871
1_a1 (SKF-104365)|0.12|-0.015406451|5.2735884010000005|0.0|7.535296702|0|-0.067997692|0.2405471019999999|6.9338|-0.006055958|1.0|1.0|0.0|2.97|-17.369816|0.11172918|3.8901|37.63415922|5.7959
36_a18|0.28|-0.010091893|9.560644525|0.0|7.03438793|0|-0.07777765|0.3847791889999999|2.7547|-0.006407141|1.0|1.0|0.0|4.19|-40.46339026|0.003321395|3.1908|62.10402945|7.4949
21_a12|0.12|-0.061915124|5.891343219|0.0|6.605297921|0|-0.068775342|0.192026642|3.2551|-0.008833375|1.0|1.0|0.0|4.05|-25.34833425|-0.0546514309999999|3.9971|40.76379649|7.6576
8c_a31|0.29|0.006000201|6.820988495|0.0|7.765993078999999|0|-0.1170607269999999|0.280934088|5.1815|-0.01275867|1.0|1.0|0.0|3.51|-38.96685783|-0.1029580369999999|3.8492|80.93682766|6.0915
12a_a30|0.14|-0.031179517|7.362386058999999|0.0|7.412764017000001|0|-0.07699057|0.337975309|4.7368|-0.006711725|0.0|0.0|0.0|4.65|-37.34272719|-0.094932667|3.4885|57.83766054|7.9469
12d_a40|0.0|-0.0065648919999999|7.877041626|0.0|7.515889085|1|-0.095675903|0.0913543|1.9961|-0.008004393|0.0|1.0|0.0|3.23|-25.71599691|-0.166080871|2.7962|56.88984065|7.7212
13f_a6|0.08|-0.028317736|9.050440345|0.0|6.842683282|1|-0.073352505|0.176745407|13.9612|-0.006930367|1.0|1.0|0.0|3.56|-41.92004677|-0.049928822|3139.0|61.72438096|7.3768
35_a18|0.3|-0.032017257|9.184536969|0.0|7.03438793|0|-0.081822342|0.3888901179999999|2.7788|-0.00622005|1.0|1.0|0.0|4.3|-45.74482543|-0.0098863069999999|3.2146|66.82777970000001|7.6198
1e_a5|0.05|0.045376705|6.41473183|0.0|6.605297921|0|-0.06795194|0.373935381|3.0386|-0.001975193|1.0|1.0|0.0|2.83|-18.81719677|-0.040441176|4.4292|39.76196174|6.719
7a_a8|0.05|0.033708575|7.699041907000001|0.0|7.535296702|0|-0.102174163|0.238462711|12.8748|-0.010269971|0.0|1.0|0.0|3.34|-35.14198015|-0.019054799|3.0704|80.80201312|4.6068
8_a10|0.22|-0.015871527|6.112185271|0.0|7.535296702|1|-0.059655303|0.597912185|1.5482|-0.00560152|0.0|1.0|0.0|3.42|-25.80127401|-0.106100115|3.684|41.25082928|6.279
5f_a40|0.21|-0.465573352|5.780627322000001|0.0|8.149890544|1|-0.113521559|0.0528268609999999|7.6183|-0.008387329|0.0|1.0|0.0|3.08|-23.41506245|0.062183277|3.0611|61.79838068|6.9508
12a_a50|0.11|-0.030758487|5.116970861|0.0|7.927685046000001|1|-0.05075501|0.29507467|7.9123|-0.002936355|1.0|1.0|0.0|3.3|-16.85074424|-0.122912558|4.0783|36.15684209|7.1249
13l_a6|0.16|-0.058931734|8.810095892|0.0|7.412764017000001|0|-0.118071236|0.210844002|8.9893|-0.0143011819999999|1.0|1.0|0.0|3.64|-61.3913735|-0.086595185|3.5499|103.1523329|6.4145
9d_a40|0.06|-0.3969541689999999|8.023385851|0.0|7.515889085|1|-0.060319196|0.002088915|7.9502|-0.003961493|0.0|0.0|0.0|3.25|-19.03015798|-0.137738587|3.3464|36.6245851|6.9706
11b_a50|0.15|-0.146696566|5.697537591000001|0.0|7.927685046000001|1|-0.0445367309999999|0.229754094|3.7922|-0.002908227|0.0|1.0|0.0|3.44|-19.0090431|-0.133073229|3.9863|33.38515735|5.7696
19d_a38|0.13|0.111104525|7.056031803|0.0|7.412764017000001|0|-0.116424545|0.3509455999999999|10.6621|-0.0120676969999999|0.0|0.0|0.0|4.91|-51.60489663|-0.024688524|3.6586|90.37127996|7.9586
18a_a22|0.08|-0.042139855|7.037677899|0.0|6.842683282|1|-0.050645213|0.573315195|5.3946|-0.003488994|1.0|1.0|0.0|3.49|-35.04152115|-0.015194063|3.4832|45.98663929|7.8861
6b_a31|0.1|-0.068433069|7.513612533|0.0|7.773594467000001|0|-0.12081047|0.146652651|8.8379|-0.016070861|1.0|1.0|0.0|3.55|-47.81835367|-0.053655833|3.2949|93.83704414|7.2676
18_a15|0.08|-0.0374132629999999|5.990767063|0.0|0.0|0|-0.067562078|0.819442071|6.5864|-0.006149666|1.0|1.0|0.0|3.37|-33.93632895|0.002685285|3.8232|45.69032922|6.8894
13h_a6|0.12|-0.0256002129999999|9.11292243|0.0|6.842683282|1|-0.074151997|0.300800177|10.0322|-0.006619944|1.0|1.0|0.0|3.64|-44.98170701|-0.090944829|3392.0|64.05338768|7.3279
12j_a36|0.17|-0.1241793309999999|7.483427579|0.0|7.412764017000001|0|-0.069970795|0.362692602|8.5953|-0.007086381|0.0|1.0|0.0|4.86|-46.00836307|-0.051080247|3.7807|58.20533756|8.0
12at_a36|0.17|-0.08859337|8.837213274|0.0|7.412764017000001|0|-0.084721769|0.301423347|8.9532|-0.010886502|0.0|0.0|0.0|4.9|-53.05210062|-0.037590959|3.8408|79.10595873|7.1079
16_a47|0.06|-0.113476605|6.855429069|0.0|6.605297921|1|-0.093207587|0.421094692|3.8601|-0.0056780519999999|1.0|1.0|0.0|2.93|-24.97833451|0.0506476009999999|4.0806|57.9827944|9.0
14m_a23|0.09|0.0266555739999999|8.595073462|-4.405643132|7.423568444|1|-0.072795329|0.268552591|8.5477|-0.008929306|0.0|1.0|0.0|3.51|-43.19105542|-0.050626415|3.6774|63.1440955|8.5171
13c_a6|0.16|0.085414885|8.038175951|0.0|7.412764017000001|0|-0.093635525|0.22875443|9.2467|-0.010619065|1.0|1.0|0.0|3.61|-51.54254258|-0.0942387559999999|3.6519|84.53371376|7.1367
18b_a25|0.07|-0.026045966|8.654596906|0.0|6.842683282|1|-0.063132226|0.348987182|2752.0|-0.003259453|1.0|1.0|0.0|3.58|-38.7252349|0.0009956189999999|3.6826|53.27347337|7.2924
33_a20|0.08|-0.0854333469999999|8.062843544|0.0|6.842683282|1|-0.058927252|0.399354817|5.0369|-0.00145476|0.0|1.0|0.0|3.39|-29.9394021|-0.062750442|3.8867|46.92331405|7.4685
47o_a18|0.25|0.001673737|9.808930716|0.0|7.03438793|0|-0.077288013|0.261785105|2.8284|-0.006476544|1.0|1.0|0.0|4.17|-46.6464782|-0.038296569|3.22|62.44459815|7.3279
7_a1|0.22|-0.048198584|5.07667644|0.0|7.860570786|0|-0.083362936|0.289201649|6.5936|-0.010040172|1.0|1.0|0.0|3.09|-22.81733634|-0.024096172|4.0504|57.47898976|6.3372
12p_a30|0.17|-0.051402518|7.392482526|0.0|7.412764017000001|0|-0.074356395|0.371591982|4.6103|-0.0063403159999999|0.0|0.0|0.0|4.76|-38.78387161|-0.128484994|3.4955|57.20168999|7.7721
12e_a30|0.17|0.002248768|8.069355055|0.0|7.412764017000001|0|-0.07914783|0.407218612|6.1598|-0.0077937519999999|0.0|1.0|0.0|4.72|-43.14823836|-0.055954785|3.4747|68.59117243|7.9431
8h_a8|0.0|0.111824921|7.453557203|0.0|7.05012252|0|-0.122706004|0.273425421|4.4356|-0.010324979|0.0|0.0|0.0|3.11|-39.07081527|0.007079485|3.7327|78.73029948|4.9359
8d_a32|0.26|-0.054095278|8.106843676|0.0|7.765993078999999|1|-0.109612139|0.261692269|1.873|-0.010604502|0.0|1.0|0.0|3.5|-43.43251025|-0.0682721729999999|3.5588|78.89798692|8.0809
16i_a32|0.3|0.134577711|6.848009314|0.0|7.765993078999999|1|-0.0857355019999999|0.5368697929999999|4.0568|-0.0146198339999999|0.0|1.0|0.0|3.75|-49.02383532|0.006037736|3.6176|70.6307405|8.2596
12_a3|0.0|-0.039834906|5.6343192|0.0|6.823286122000001|1|-0.092838926|0.101891875|3.1979|-0.009093383|1.0|1.0|0.0|3.2|-21.667278|-0.069857022|3263.0|49.333524|5.45
22_a47|0.1|-0.077787113|6.9553262170000005|0.0|6.86171134|1|-0.080744803|0.573087958|5.7009|-0.010579222|1.0|1.0|0.0|3.31|-31.08378631|0.002716049|4.017|60.71546178|9.0
7b_a10|0.25|-0.108464916|4.854451707|0.0|7.535296702|1|-0.0590666679999999|0.5113525529999999|5.6147|-0.001621737|0.0|0.0|0.0|3.9|-19.47494818|0.039221939|3.6426|35.77183831|4.7033
15_a3|0.24|-0.103599654|5.371119692000001|0.0|6.823286122000001|1|-0.092342351|0.451058529|2.3271|-0.006742751|1.0|1.0|0.0|4.12|-28.19600959|0.021805556|3.7072|51.31038923|7.6021
12a_a32|0.26|-0.018578911|7.083688576|0.0|7.765993078999999|1|-0.085324121|0.288267255|4.2371|-0.009460484|1.0|1.0|0.0|3.45|-42.44899997|-0.074344282|3576.0|63.52154605|7.6021
18_a31|0.28|0.022160691|7.076684189|0.0|7.401841579|0|-0.11789212|0.258135789|4.6746|-0.013634202|1.0|1.0|0.0|3.41|-44.60622732|-0.096301845|3.9105|77.69074057|6.8861
9o_a24|0.04|-0.0062180169999999|6.080741586|0.0|6.605297921|0|-0.088586421|0.6253256110000001|5.9089|-0.007052095|0.0|1.0|0.0|3.96|-29.61546471|-0.000236595|4.2643|61.99847688|6.3507
8a_a8|0.05|0.089031731|7.533378788999999|0.0|7.535296702|0|-0.131795179|0.22299265|6.8427|-0.014658222|0.0|0.0|0.0|3.37|-42.60049244|-0.0298924089999999|3.1039|99.52191337|4.9454
5b_a49|0.22|-0.006962617|6.270195553|0.0|7.853604813|1|-0.0698098759999999|0.615864196|6.1996|-0.007610481|1.0|1.0|0.0|3.34|-26.42668087|0.059834711|3.9209|52.97561349|7.5528
10_a47|0.09|-0.138304661|6.277122171|0.0|0.0|1|-0.076311525|0.417511484|2.8795|-0.008013899|1.0|1.0|0.0|3.02|-26.77924406|0.007193585|3.7236|45.89037038|7.9
12av_a36|0.17|-0.018133027|8.975655204|0.0|7.412764017000001|0|-0.082283524|0.277834652|6.1075|-0.009925128|0.0|0.0|0.0|4.96|-51.2347934|-0.039627578|3.4402|72.40871507|7.4089
20a_a10|0.11|0.036092601|8.419180593|0.0|7.535296702|1|-0.066386563|0.591835899|3.2116|-0.0034618129999999|0.0|1.0|0.0|3.48|-30.82502228|0.011011878|3.8312|52.05222074|5.9208
17b_a6|0.12|0.002947625|8.974770742|0.0|7.412764017000001|0|-0.095450984|0.318652397|7.3188|-0.01272079|1.0|1.0|0.0|3.53|-47.0150166|-0.0791229359999999|2.9964|83.12058064|6.8153
galu_a46|0.18|0.044184467|6.445819025|0.0|7.535296702|1|-0.0910072869999999|0.5235416979999999||-0.00642454|1.0|1.0|0.0|3.27|-27.89483984|-0.1121767259999999||57.85086047|7.2924
14t_a23|0.09|0.113493155|7.55064865|0.0|7.423568444|1|-0.0553915009999999|0.361071229|8.3062|-0.005383494|0.0|1.0|0.0|3.52|-33.66111722|-0.093434862|3.2060000000000004|47.46057034|8.3979
14b_a25|0.07|-0.085205646|8.690235527|0.0|6.842683282|1|-0.076156512|0.329662946|3.2784|-0.004720915|1.0|1.0|0.0|3.51|-40.37825712|0.0009956189999999|4069.0|63.83568179|7.6576
6a_a40|0.21|-0.012261923|6.945713476|0.0|8.421342866|1|-0.109047987|0.360858579|9.3893|-0.014623575|0.0|1.0|0.0|3.99|-45.80643937|-0.230955427|2.9836|78.35465194|7.3979
12ag_a36|0.14|0.124298337|7.849377942|0.0|7.412764017000001|0|-0.082492792|0.26896187|7.5405|-0.008085448|0.0|0.0|0.0|4.72|-43.02381535|-0.050147748|3.7117|64.72839664|7.7696
19_a20|0.08|-0.143992458|7.950138729|0.0|6.842683282|1|-0.091725453|0.25624423|6.3327|-0.0096278259999999|1.0|1.0|0.0|3.49|-43.03556944|-0.063133522|3.3616|69.23289949|5.585
3a_a49|0.18|0.012813604|6.566343333|0.0|7.535296702|1|-0.094437035|0.526915193|4.2593|-0.006374689|1.0|1.0|0.0|3.25|-30.35026007|0.00497674|3.874|64.79936082|7.1938
8_a4|0.15|-0.07377839|5.695730546|0.0|7.535296702|1|-0.05397993|0.546157592|5.7488|-0.001277205|1.0|1.0|0.0|2.99|-17.52616744|0.05775266|3.9863|33.26523662|7.2676
21c _a23|0.08|0.149511954|8.945789862|0.0|7.525639975|1|-0.08365474|0.2571258939999999|8.3979|-0.009944003|0.0|1.0|0.0|3.68|-49.86692499|-0.039311241|3.6649|69.43902929|7.1752
16d_a32|0.18|0.107238939|6.221435089|0.0|7.765993078999999|1|-0.091212351|0.41654798|3.8853|-0.017249763|0.0|1.0|0.0|3.35|-39.15098916|-0.0517549079999999|3.6271|71.91900971|8.1135
19_a4|0.16|0.152550043|5.9448291|0.0|7.535296702|0|-0.070677568|0.285282038|7.1079|-0.0023503029999999|0.0|1.0|0.0|3.46|-23.02459887|-0.136621315|4.1858|46.07495776|4.71
4d_a46|0.35|-0.213089038|5.757075209|0.173086735|7.825245291|0|-0.056384895|0.290035518|3.7104|-0.001749881|0.0|1.0|0.0|3.78|-21.33218735|-0.076521434|4.4265|35.70643728|6.2865
16_a3|0.0|-0.142670655|5.780331402000001|0.0|6.823286122000001|1|-0.108919585|0.252612735|3613.0|-0.010031024|1.0|1.0|0.0|3.13|-24.42909382|-0.018884246|3.2208|59.82469895|7.3768
9b_a31|0.32|0.01752821|8.097516252|0.0|7.765993078999999|0|-0.103937658|0.241728566|6.8028|-0.0141390689999999|1.0|1.0|0.0|3.58|-49.30281875|-0.091236608|3.8435|84.94685678|7.2007
9i_a40|0.06|-0.154977678|7.700852478|0.0|7.515889085|1|-0.092881258|0.006324687|2.7887|-0.0071562119999999|1.0|1.0|0.0|3.25|-22.46593254|-0.1788455119999999|2.8936|52.34891159|5.9031
12h_a30|0.14|0.008644634|8.066818026|0.0|7.412764017000001|0|-0.083127678|0.353607682|3.4138|-0.00737961|0.0|0.0|0.0|4.63|-40.10503079|-0.072247675|3.5101|63.95204629|8.065
1_a6 (SB-431542)|0.05|-0.08530265|7.523839331|0.0|7.423568444|0|-0.126408788|0.210050443|8.8611|-0.015636898|1.0|1.0|0.0|3.25|-43.12110169|-0.0492229479999999|3295.0|94.56841061|5.8119
17_a15|0.15|0.001376853|7.967418828|0.0|0.0|0|-0.052869016|0.605886597|7.1743|-0.0071363569999999|1.0|1.0|0.0|3.63|-46.86345493|-0.0141953639999999|3.8006|50.37922222|7.9208
8b_a12|0.1|-0.010950243|6.373278096|0.0|0.0|0|-0.1053827859999999|0.4384536329999999|6.1286|-0.012630509|1.0|1.0|0.0|4.11|-39.02494133|-0.1090955359999999|3.7446|67.49212879999999|6.58
20_a47|0.05|-0.069674604|7.022502229|0.0|6.86171134|1|-0.083811055|0.213977589|4.3277|-0.011237762|1.0|1.0|0.0|3.19|-27.33327788|0.071506228|3.9808|58.53772498|8.6
4g_a46|0.38|-0.200628401|5.8466355000000005|0.171759574|7.825245291|0|-0.056893316|0.318162858|3.7113|-0.001702489|0.0|1.0|0.0|3.9|-23.0928866|-0.138341481|4.4163|37.24073329|5.5615
3o_a32|0.32|-0.074509084|6.392329273|0.0|7.773594467000001|1|-0.073742105|0.252703854|5.8476|-0.006253394|1.0|1.0|0.0|3.47|-31.73171751|-0.090297882|3.5333|49.73468603|6.6198
12g_a36|0.24|-0.19532883|7.285010602000001|0.0|7.412764017000001|0|-0.069292341|0.374686587|7.8537|-0.006495469|0.0|1.0|0.0|5.06|-45.87193951|-0.0521750109999999|3714.0|59.82898654|7.8539
12b_a36 (EW-7197)||-0.001567914|6.764872303|0.0|7.412764017000001|0|-0.081357853|0.458627252|7.3101|-0.008137593|||||-42.53627024|-0.056994595|3.7725|64.31504105|8.1549
19c_a38|0.13|0.073931688|6.97753104|0.0|7.412764017000001|0|-0.0918007669999999|0.396635872|3.2846|-0.008177185|0.0|1.0|0.0|4.84|-42.92996714|-0.0431896509999999|3.8322|73.10674676|8.0348
25c_a34|0.32|0.118901861|7.484891117|0.0|7.412764017000001|0|-0.088513496|0.478421157|9.8087|-0.014384932|1.0|1.0|0.0|3.64|-50.44285726|-0.041629027|4.2095|88.25954175|5.7496
6f_a40|0.21|-0.032826285|6.993991456|0.0|8.421342866|1|-0.134203859|0.363785804|8.7269|-0.01691341|0.0|1.0|0.0|4.05|-53.89282175|-0.190617284|2.57|96.49789556|7.3768
17e_a50|0.37|-0.1710526319999999|8.52101688|0.0|7.934155233999999|1|-0.046347299|0.4239465089999999|8.8326|-0.0020746479999999|1.0|1.0|0.0|4.18|-35.33972521|-0.114420412|4.0298|41.19554236|6.8097
8_a27|0.06|0.141900468|5.016799703|0.0|6.605297921|1|-0.078709803|0.3608031339999999|4.2899|-0.008444078|0.0|0.0|0.0|2.79|-20.94612822|0.067074515|4.1276|47.91445451|8.2218
19_a31|0.28|0.019858798|7.0760696020000005|0.0|7.401841579|0|-0.0909201569999999|0.279690511|2.4209|-0.01001901|1.0|1.0|0.0|3.44|-38.88650245|-0.081641954|3.9477|61.85348014|5.7447
