molecula|SddssS|n9FaHRing|NaasN|nARing|SaasN|MATS2c|SRW07|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|n6aHRing|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|WNSA3|PNSA4|DPSA3|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
4S4k_a46|0.0|0|1|1|2.145043462|-0.050636784|5.587248657999999|0.0510113959999999|-0.104665424|0.0|-0.252970193|0.006550513|-0.1149361969999999|-0.1032662209999999|1|1|-0.158788415|0.008544799|1|0.78837943|0.7477594870000001|-0.003017362|0.784722915|0|0.891734458|-0.089589915|-0.0860536609999999|0.199356973|0.007749296|4.1078333030000005|172.7607401|57.39060501|-0.030477338|2.177526049|-25.17446332|-16.15576699|51.59865384|2105.538282|472.7005375|1729.18312|-8.564028983|0.132090036|5.523352655|10.26616763|4719.2906570000005|70.01975807|18.61456563|0.007182108|893.4991504000001|1.0|1.0|0.0|1.0|1.0|3.03|0.33|-6.61|4.77|50.94|2.84|0.0|100.96|0.0|1.0|2.0|25.0|3.0|333.43|1.0|1.5e-05|0.0049299999999999|4.05|0.0|2.48e-07|8.28e-05|5.2854|4.52|-1053.441953|304.07|0.2623|234.58|487.43|0.5716|-1053.202208|0.0654|-0.1947|-1053.255345|2.5693|197.0|6.7055|6.7055
16c_a32|0.0|1|0|0|0.0|0.191088217|5.733341277|0.03995614|-0.03152033|2.077479142|-0.770338913|-0.0064007569999999|-0.031087095|-0.036931818|3|3|-0.057356214|-0.1260956869999999|0|0.809370315|0.8607827790000001|0.0482801729999999|0.764217655|1|0.773043206|-0.088841599|-0.119988297|0.367322508|0.025791147|15.38819548|102.2022233|135.41296|-0.038178095|9.181311842|-31.62645048|-22.77882371|68.39521789|2649.168528|461.2334662|3143.196853|-13.59090376|0.3153632939999999|6.313526111|11.77670717|5979.891916|188.1603823|33.27140293|0.02579269|1463.941729|1.0|0.0|1.0|1.0|2.0|3.08|0.22|-6.99|4.21|149.27|0.88|0.0|107.14|1.0|1.0|7.0|27.0|5.0|399.49|1.0|9.17e-07|0.0155|3.23|0.0|1.0300000000000001e-07|4.13e-05|3.6264|4.12|-1916.6792|341.89|0.2955|341.89|508.43|0.70198|-1916.478107|0.2955|-0.20047|-1916.536967|5.3459|5.0|8.3468|8.3468
12b_a5|0.0|0|0|2|0.0|-0.297319874|4.59511985|0.0252713179999999|-0.021265946|0.0|-0.1214831359999999|0.0068803119999999|-0.119503073|-0.016614746|0|0|-0.033279992|-0.070406884|2|0.8417504029999999|0.779793078|0.066588785|0.8121510009999999|0|0.827613693|-0.066227158|-0.068586754|0.350286421|0.016556707|10.44150403|138.67264319999998|108.7155967|-0.020455699|6.584944956|-26.33991037|-12.90040679|52.20772716|2602.046823|521.9354031|1071.500538|-8.135654442|0.4696203889999999|8.398709622|16.16438947|5501.255679|296.16656780000005|24.32296891|0.025810077|1386.409228|0.0|1.0|0.0|1.0|1.0|0.0|0.33|-7.67|0.72|50.28|1.54|0.0|123.46|0.0|1.0|5.0|30.0|6.0|397.47|0.0|0.00503|143.0|1.63|0.0|2.14e-08|8.5e-06|4.6156|2.24|-1276.928859|857.76|0.2345|268.62|505.16|0.42949|-1276.940335|0.0001|-0.16607|-1276.9984029999998|8.2868|42.0|7.3768|7.3768
18d_a30|0.0|0|0|2|0.0|0.041146136|5.351858133|0.040899471|-0.071608958|0.0|-0.385441836|0.001139238|-0.053728319|-0.087019298|1|1|-0.159104532|-0.0541804029999999|1|0.669561738|0.815003426|-0.001699165|0.64876559|0|0.803280262|-0.07812727|-0.103191184|0.346980269|0.017843227|11.29282624|78.23108693|124.5022473|-0.037906966|7.147133584|-31.29400567|-23.99099587|60.73891035|2848.574353|508.389239|2894.162522|-15.18369704|0.216715605|7.063141946|12.69833771|6367.958933|137.15746130000002|30.62871675|0.016577694|1500.807121|1.0|0.0|1.0|1.0|1.0|0.0|0.14|-6.9|3.18|81.65|3.2|0.0|127.24|0.0|1.0|5.0|30.0|5.0|416.47|0.0|4.12e-06|0.00405|3.97|0.0|1.26e-07|5.260000000000001e-05|5.0125|4.07|-1675.020297|357.49|0.3856|247.35|508.7|0.4325|-1674.785879|0.3788|-0.19673|-1674.8453470000002|6.2946|21.0|7.6737|7.6737
19g_a38|0.0|0|0|2|0.0|-0.077355838|5.351858133|0.042419753|-0.037579797|0.0|-0.458841138|-0.006877664|-0.009881824|-0.046735135|1|1|-0.096139701|-0.098027247|1|0.653741315|0.836170906|-0.063110203|0.632625562|0|0.7200062690000001|-0.086314802|-0.114243258|0.5322242429999999|0.022953686|14.52522351|137.56612280000002|177.181631|-0.038842708|9.191644336|-34.56416368|-24.57988703|69.14572278|2897.384301|455.6240763999999|2506.378649|-15.5542928|0.280058007|6.327835378|11.62016299|6631.17356|177.2223055|34.14148263|0.0228937029999999|1707.074131|1.0|1.0|1.0|1.0|3.0|2.52|0.14|-7.12|3.11|81.23|2.78|0.0|125.65|0.0|1.0|5.0|31.0|5.0|419.43|1.0|5.68e-05|0.0196|2.88|0.0|7.599999999999999e-08|3.19e-05|5.2766|3.66|-1431.419426|336.12|0.2285|234.97|475.84|0.3937|-1431.186566|0.0962|-0.20748|-1431.244906|6.1765|42.0|7.3778|7.3778
13b_a50|0.0|1|2|2|4.253030728|-0.067327798|5.82008293|0.032833333|-0.0204949039999999|2.117002752|-0.263615417|0.010435712|-0.042022102|-0.054716607|2|2|-0.03182432|-0.173463805|1|0.749187803|0.788327682|-0.041506802|0.71935296|1|0.906164013|-0.051509874|-0.080785633|0.435064196|0.019899348|14.22401427|104.0753113|67.07377798|-0.026928544|10.16729727|-26.31826007|-19.24847021|51.04317051|3036.874979|647.7242444|2147.355856|-13.75876844|0.299589696|9.514897025|16.75483549|6639.077063000001|214.1461224|27.48170624|0.017277404|1731.347493|1.0|1.0|1.0|1.0|0.0|4.17|0.37|-7.23|5.12|66.99|2.52|0.0|133.36|0.0|1.0|7.0|34.0|5.0|455.55|0.0|9.65e-06|0.00361|3.91|0.0|5.87e-08|2.68e-05|4.2315|3.63|-1470.401544|301.22|0.1589|293.0|617.26|0.65332|-1470.039226|0.1553|-0.19622|1470.104535|7.1645|1.83|5.7375|5.7375
12n_a36|-3.404662145|0|0|2|0.0|0.039596635|5.351858133|0.0438779959999999|0.027627601|0.0|-0.619926573|-0.006862238|-0.035989956|-0.000273044|1|1|0.048110172|-0.15024383|1|0.8183043390000001|0.81793955|0.162338703|0.750657639|0|0.720111143|-0.089275906|-0.115872034|0.239018516|0.0211044289999999|14.28426215|67.52548352|189.4391835|-0.039955874|9.668119648|-40.89805687|-27.04362074|74.70951411|3482.18259|487.397992|3465.537153|-18.30412788|0.258248547|6.863551112000001|12.58209967|7657.057548000001|174.79221719999998|36.45914091|0.021232665|2114.630173|0.0|0.0|0.0|1.0|3.0|0.0|0.17|-6.87|2.15|123.75|0.84|0.0|142.02|0.0|1.0|7.0|34.0|6.0|474.54|0.0|0.0001409999999999|0.0897|1.64|0.0|1.36e-07|6.45e-05|5.3573|6.24|-1876.201464|340.78|0.3921|231.43|566.87|0.32172|-1875.89723|0.0155|-0.19984|-1875.961945|14.3562|15.0|7.8239|7.8239
24_a47|0.0|1|1|0|1.225600378|0.0453435129999999|4.727387819|0.039520202|0.0251322929999999|1.081401467|-0.484848181|-0.0060410169999999|-0.063708635|0.071506228|1|1|0.056234624|-0.111494046|2|0.662080166|0.812650394|-0.005097239|0.627160379|1|0.7839491009999999|-0.075894947|-0.090995097|0.214985826|0.021522987|12.11301576|41.72753688|121.5922303|-0.032498249|6.81713713|-24.03877652|-18.28983173|54.82626523|2642.775318|441.2021442|1239.381181|-10.29341441|0.388396422|7.024694045|13.48797266|6022.202634|218.5873217|29.90471672|0.032103375|1255.998102|0.0|1.0|1.0|0.0|2.0|3.12|0.05|-7.63|4.64|84.73|2.86|0.0|104.73|0.0|1.0|5.0|28.0|5.0|396.81|1.0|2.46e-05|0.0121|3.16|0.0|2.32e-08|9.22e-06|3.9675|4.46|-1696.105723|312.5|0.2618|312.5|450.98|0.6835|-1695.93106|0.2618|-0.2285|-1695.98597|3.6008|3.0|8.5|8.5
12_a4|-3.2834578760000004|0|1|1|2.070952433|-0.1494133309999999|5.4161004020000005|0.0381179139999999|-0.0334644329999999|1.587386096|-0.113938738|0.005795666|-0.093414896|0.028152112|1|1|-0.055590089|-0.051501982|2|0.5687812560000001|0.8157155359999999|-0.036425699|0.531333552|1|0.805238097|-0.070256284|-0.074699711|0.636722126|0.01168879|6.936764267999999|15.80191019|115.5823166|-0.025916226|4.116653575|-24.74343259|-15.38009964|48.6306683|2927.48584|477.8721263000001|1962.933988|-9.127388465|0.282227427|6.223583758999999|11.7599245|6390.233612|167.4891205|21.42753878|0.015603795|1049.9494|1.0|0.0|1.0|1.0|0.0|2.94|0.23|-7.84|4.98|86.12|2.17|0.0|113.02|0.0|1.0|4.0|29.0|5.0|404.48|1.0|6.57e-05|0.0188|2.72|0.0|1.45e-08|5.85e-06|4.8592|6.12|-1617.861623|325.57|0.1194|255.16|503.28|0.63967|-1617.57796|0.0464|-0.2312199999999999|-1617.634733|10.1971|9.29|5032.0|5032.0
12aj_a36|0.0|0|0|2|0.0|-0.056210607|5.351858133|0.043848238|0.064171987|0.0|-0.402433117|0.002951176|-0.103202936|-0.042227364|1|1|0.1087087|-0.104118159|1|0.90414347|0.812278823|0.091113865|0.856274847|0|0.8269863129999999|-0.073002742|-0.10279655|0.251263868|0.018305468|11.73352271|82.34300699|110.89910559999998|-0.0368515929999999|7.521007149|-29.99399664|-23.62130319|58.52715472|2710.647462|530.0854761|2275.825451|-15.14089115|0.22507266|8.056502837|15.35536375|5763.333098|144.26810480000003|30.48195872|0.016684569|1615.543812|1.0|0.0|0.0|1.0|2.0|0.0|0.17|-6.97|2.19|69.2|2.24|0.0|128.72|0.0|1.0|5.0|30.0|4.0|395.46|0.0|6.929999999999999e-05|0.02|3.04|0.0|1.08e-07|4.270000000000001e-05|5.2301|3.48|-1272.27339|344.24|0.5616|237.06|539.55|0.4112|-1271.9998859999998|0.0082|-0.20093|-1272.060325|7.8393|17.0|7.7696|7.7696
12al_a36|0.0|0|0|2|0.0|-0.06777947|5.351858133|0.042739018|0.1030147719999999|0.0|-0.4908576189999999|0.00127667|-0.074215038|-0.031635802|1|1|0.172830414|-0.1430106119999999|1|0.8913597320000001|0.8344566859999999|0.125005134|0.84179881|0|0.801179217|-0.077842923|-0.105915949|0.2689491989999999|0.026927826|17.71943397|114.2305891|130.8308989|-0.035305316|11.65999569|-33.70669917|-23.23210974|68.94274882|2843.740855|527.2034213000001|2244.88081|-15.28752554|0.328915355|8.774664332|16.15533063|6049.668466|216.4375922|34.61874732|0.025956027|1869.412355|1.0|0.0|0.0|1.0|2.0|0.0|0.17|-6.69|1.89|78.43|1.72|0.0|130.24|0.0|1.0|6.0|31.0|5.0|411.46|0.0|0.000113|35.0|2.65|1.0|2.03e-07|8.340000000000001e-05|3878.0|2.92|-1347.479819|349.14|0.4466|319.71|554.23|0.6945399999999999|-1347.196501|0.0095|-0.1955599999999999|-1347.257936|8.1781|48.0|7.3188|7.3188
13l_a6|0.0|0|0|1|0.0|0.03093879|5.351858133|0.0408037829999999|0.090187973|0.0|-0.858070925|-0.009326562|-0.037558466|-0.086595185|1|1|0.144180269|-0.045794891|1|0.8694295409999999|0.7908110340000001|-0.058931734|0.827754203|0|0.643098986|-0.118071236|-0.126521431|0.210844002|0.030012523|20.90615311|182.8275745|248.6104661|-0.0451862259999999|14.56282911|-57.29112645|-31.47586631|103.1523329|2967.923804|447.9705372|3127.831037|-21.92549054|0.206328863|8.810095892|15.34147837|6462.086665999999|143.7247666|39.65857501|0.018273048|2220.880201|1.0|1.0|1.0|1.0|3.0|2.22|0.16|-8.89|3.8|115.15|1.39|0.0|124.98|0.0|1.0|7.0|33.0|5.0|441.48|1.0|3.26e-06|0.0075599999999999|3.39|0.0|1.29e-09|5.7e-07|3.6675|5.41|-1465.865882|349.26|0.3115|338.07|578.91|0.7002|-1465.560303|0.0165|-0.19447|-1465.624566|8.9893|385.0|6.4145|6.4145
18a_a25|0.0|0|1|0|1.875390684|-0.151473962|4.727387819|0.038167849|0.062229409|2.050257213|-0.170732995|0.007643634|-0.018419483|-0.019985937|1|1|0.106305991|-0.037072518|2|0.761417363|0.7385460309999999|-0.039007784|0.7291583840000001|1|0.931628386|-0.055926422|-0.078181889|0.341320954|0.0095281269999999|6.317215793|75.74077952|45.33086513|-0.03097773|4.188358905|-24.58404782|-20.53845469|43.39683067|2857.88027|617.676232|2331.966135|-13.61714122|0.182927961|7.39539242|14.59524518|6523.923911999999|121.2825364|25.136651|0.011486699|1332.242503|1.0|1.0|1.0|1.0|1.0|3.43|0.08|-9.78|5.72|87.72|2.88|1.0|133.85|0.0|1.0|6.0|32.0|3.0|435.54|1.0|4.65e-07|0.000744|4.76|0.0|1.67e-10|7.28e-08|5.4965|4.51|-1675.274716|390.98|0.3234|225.57|556.26|0.2834|-1674.982248|0.0027|-0.21323|-1675.04368|4.3839|94.0|7.0269|7.0269
19_a4|-3.21497177|0|1|1|1.943606348|-0.121320311|5.4161004020000005|0.040511696|-0.052325802|0.0|-0.105763614|0.006243904|-0.211341677|-0.136621315|1|1|-0.086166959|-0.0255403279999999|1|0.55269662|0.774746438|0.152550043|0.514505012|0|0.820765063|-0.070677568|-0.0759826109999999|0.285282038|0.013022539|7.168604362000001|15.411502800000004|98.66465411|-0.028945757|3.946149569|-21.41704046|-15.93396412|46.07495776|2558.336814|451.8120313999999|1697.595595|-8.771275759|0.235119747|5.9448291|11.01887515|5232.561157|129.4279389|20.83197214|0.0143733|874.9428297000001|1.0|0.0|1.0|0.0|0.0|2.52|0.16|-6.09|4.32|73.23|2.16|0.0|98.19|0.0|1.0|3.0|25.0|4.0|351.42|1.0|0.000156|0.0373|2.62|0.0|8.070000000000001e-07|0.0002839999999999|4.1858|6.67|-1446.939719|296.2|0.3806|296.2|500.34|0.67535|-1446.760398|0.3806|-0.22298|-1446.813896|7.1079|19.5|4.71|4.71
11a_a31|0.0|0|0|1|0.0|-0.045290366|5.733341277|0.044949495|-0.087576474|0.0|-0.8792402579999999|-0.022093578|-0.1217573119999999|-0.019865299|2|2|-0.149933348|-0.1068420919999999|0|0.861302755|0.8433024170000001|0.022073976|0.819138461|0|0.486754956|-0.151872243|-0.161027639|0.271818874|0.041435152|20.91187076|258.8577775|259.0291941|-0.056833284|10.55399384|-38.68354874|-28.68314085|97.560141|2288.9694010000003|245.6599349|1769.346573|-14.47606937|0.264745055|5.791411901|10.5643234|4940.657452|133.6139513|39.01114987|0.031626337|1326.379096|0.0|0.0|1.0|0.0|2.0|2.16|0.13|-4.65|2.94|125.57|0.57|0.0|83.12|0.0|2.0|3.0|23.0|6.0|329.33|1.0|1.5399999999999998e-05|0.0531|2.53|0.0|2.22e-05|0.00731|3.8042|3.97|-1441.452616|325.92|0.2797|325.92|407.76|0.69222|-1441.327731|0.2797|-0.20589|-1441.37897|8.9667|0.19|6.7212|6.7212
7_a4|0.0|0|1|1|2.060422336|-0.237954652|5.4161004020000005|0.037694444|-0.07290303|2.048170299|-0.076100699|0.008409909|-0.125778587|0.04206117|1|1|-0.162314698|-0.042220092|2|0.527072036|0.8046449179999999|0.022270259|0.518356619|1|0.825830607|-0.0650223009999999|-0.071288428|0.470973822|0.01470626|7.402610584|14.01468959|87.67070691|-0.026733161|3.726212114|-16.47508541|-13.45652664|40.13253521|2286.169166|415.6938929|1915.566579|-6.773539148999999|0.282008333|5.512905888|9.797542165|5022.496714|141.9530115|18.74189807|0.016800137|749.6759227000001|1.0|1.0|0.0|1.0|0.0|2.7|0.15|-7.46|4.67|43.6|2.82|0.0|95.07|0.0|1.0|2.0|25.0|4.0|330.36|1.0|0.000156|13.0|3.22|0.0|3.49e-08|1.15e-05|4.0379|2.91|-1089.870249|307.05|0.0697|307.05|365.73|0.59702|-1089705.0|0.0697|-0.2219199999999999|-1089.753885|4926.0|151.0|6821.0|6821.0
1j_a5|0.0|0|0|0|0.0|-0.2031633169999999|4.59511985|0.025987654|-0.115553003|0.0|-0.175183967|0.00683534|-0.07622096|-0.032333695|1|1|-0.190920568|-0.010807075|2|0.74740095|0.7862755770000001|-0.084090414|0.717355058|0|0.847163872|-0.073803258|-0.074505844|0.35883584|0.019690225|10.57633738|73.73338699|82.09385267|-0.027258236|5.680936139|-21.29338752|-14.64139152|50.21875634|2242.805131|455.0425806|847.5275797|-7.86442482|0.383510433|7.328149934|13.80288876|4618.562904|205.997426|23.74961767|0.026739895|973.7343247|1.0|1.0|1.0|1.0|1.0|2.66|0.05|-8.14|4.21|63.69|1.57|0.0|96.98|0.0|1.0|4.0|25.0|4.0|328.37|1.0|9.27e-05|0.0206|3.03|0.0|7.190000000000001e-09|2.36e-06|4.4331|2.61|-1065.849941|300.89|0.5115|279.68|445.81|0.66182|-1065.671975|0.1644|-0.20645|-1065.723417|3.0364|24.0|7.6198|7.6198
26_a47|0.0|1|1|0|1.06819297|0.11828578|4.727387819|0.045681818|-0.110530752|0.956774672|-0.544056455|-0.0098410169999999|-0.046771537|0.0081426509999999|1|1|-0.24731748|-0.035472095|2|0.6850994429999999|0.845040087|-0.11288313|0.651797437|1|0.7104381999999999|-0.098127284|-0.101679756|0.549740398|0.020884606|12.13564316|9.608109253|168.2587945|-0.038735145|7.0517889060000005|-33.13315474|-22.50824805|69.15552111|2625.572598|412.8219782|1341.904566|-13.07911017|0.282360823|6.945070057000001|13.22794532|5994.406615|164.0744453|31.36429668|0.024619511|1317.300461|0.0|1.0|1.0|0.0|2.0|2.66|0.05|-7.22|4.68|98.72|2.59|0.0|104.8|0.0|1.0|4.0|28.0|5.0|396.81|1.0|1.3699999999999998e-05|11.0|3.12|0.0|5.97e-08|2.37e-05|4.7963|4.37|-1696.096597|310.58|0.3197|258.5|443.78|0.50921|-1695.9387359999998|77.0|-0.22921|-1695.993821|4.8242|13.0|7.9|7.9
8d_a12|0.0|1|0|1|0.0|0.057525383|4.59511985|0.038347953|0.0276482139999999|2.075171777|-0.376778003|0.000925796|-0.065870394|-0.046326855|1|1|0.0479437859999999|0.00930483|1|0.8857286320000001|0.751098108|-0.091036025|0.8405406040000001|1|0.858710112|-0.077834742|-0.103548595|0.266886187|0.011348654|6.309558958999999|90.34024296|78.55353315|-0.039118358|3.507952014|-24.05928792|-21.74879802|49.58366734|2466.513191|477.4206699|1288.818257|-12.09177064|0.166136296|6.93584319|12.96695233|5255.11762|92.36749461|26.08195789|0.012525773|1173.6881050000002|1.0|1.0|1.0|1.0|2.0|2.23|0.1|-8.37|2.67|65.96|2.83|0.0|112.14|0.0|1.0|3.0|27.0|4.0|352.39|1.0|2.64e-05|0.0085799999999999|3.51|0.0|4.23e-09|1.49e-06|4.2383|3.53|-1138.296407|331.53|0.2871|292.53|433.32|0.6661|-1138.086709|0.0853|-0.20794|-1138.139635|3.0277|25.0|7.6021|7.6021
3_a3|0.0|0|0|0|0.0|0.159413311|5.283203728999999|0.034259259|-0.015653979|2.063441043|-0.3413621639999999|-0.007818326|0.0483259979999999|0.069435247|2|2|-0.030486489|0.041786524|1|0.913546349|0.8083172479999999|-0.082619043|0.8495058259999999|1|0.7538064790000001|-0.107269779|-0.098797066|0.583866845|0.012617742|5.753894372|228.5396864|112.2682304|-0.035057023|2.623868963|-22.30683222|-15.98657012|54.67064981|2092.406045|343.74795510000007|1349.6286710000002|-7.290134722999999|0.299996173|5.025797436|8.592908408|4677.617255|136.8031103|22.83783244|0.023287455|707.9728057|1.0|1.0|1.0|1.0|1.0|2.39|0.0|-6.15|4.07|121.17|1.41|0.0|88.36|0.0|1.0|2.0|21.0|3.0|310.4|1.0|3.32e-06|0.0126|3.26|0.0|7.009999999999999e-07|0.000218|5.8458|1.92|-1592.904586|370.38|0.2383|212.09|316.65|0.29441|-1592.792349|0.0851|-0.20969|-1592.839065|2.8045|1175.0|5.93|5.93
12g_a31|0.0|0|0|1|0.0|0.0716209459999999|5.733341277|0.0388738739999999|0.045747231|0.0|-0.7501734859999999|-0.008464411|-0.0733026079999999|-0.082116813|2|2|0.074878295|-0.0497478109999999|0|0.837044054|0.819234772|-0.076150332|0.7983388929999999|0|0.58271093|-0.1284353869999999|-0.131126805|0.325789284|0.030961426|19.01411466|152.7424573|256.26669530000004|-0.039059048|11.67699967|-48.43898314|-23.98704875|97.88920296|2514.363249|357.8560168|1859.940155|-14.73099143|0.311351131|8.098256552|15.28679013|5398.678971|191.2078009|34.8320455|0.02515117|1637.106139|1.0|1.0|1.0|1.0|2.0|2.51|0.32|-6.45|3.44|131.36|0.86|0.0|103.26|0.0|1.0|7.0|27.0|5.0|384.45|1.0|1.19e-05|0.0627|2.52|0.0|3.55e-07|0.000136|3.8349|4.17|-1578.846191|323.3|265.0|323.3|542.78|0.70068|-1578.605452|265.0|-0.19241|-1578.66792|2.4038|0.11|6.9586|6.9586
11f_a5|0.0|0|0|1|0.0|-0.251797205|4.59511985|0.021060606|-0.083432989|0.0|-0.227966183|0.00722997|-0.178881726|-0.0080939669999999|1|1|-0.1323098|-0.128153787|2|0.785419245|0.756843253|-0.008110526|0.750555185|0|0.847356138|-0.068361657|-0.074612137|0.368815548|0.0221464629999999|15.41338844|70.39517801|106.23633909999998|-0.022252743|10.72733576|-33.11311829|-15.48735657|62.99140465|2853.401015|589.7388387999999|1125.122028|-10.77881574|0.489052404|9.683662007|18.03905985|5969.213977|340.3683339|30.31104695|0.030351311|1727.7296760000002|0.0|1.0|1.0|1.0|1.0|2.87|0.24|-8.67|3.53|76.16|1.03|0.0|126.79|0.0|1.0|7.0|32.0|6.0|427.5|0.0|0.000112|0.0234|2.7|0.0|2.12e-09|9.06e-07|4.4523|2.25|-1391.7602960000002|299.8|0.5834|278.47|579.1|0.6593600000000001|-1391.444853|0.1834|-0.20772|-1391.50739|2.9697|12.0|7.9208|7.9208
12t_a30|0.0|0|0|2|0.0|0.073057637|5.351858133|0.044197531|-0.0596036729999999|0.0|-0.411045472|-0.002544958|-0.0682882559999999|-0.04950715|1|1|-0.158448053|-0.0546637159999999|1|0.609043558|0.83236194|-0.003937967|0.591758164|0|0.696413582|-0.090535776|-0.1011561919999999|0.408290036|0.018862708|12.26965165|88.42093081|197.4742794|-0.037159417|7.981057356|-38.30686627|-24.17113783|71.1605835|2976.648597|452.99711|2479.787504|-15.72263361|0.254294117|7.957774504|14.358001500000002|6617.834146|165.4110479|32.41376848|0.020029588|1588.274656|1.0|0.0|1.0|1.0|1.0|0.0|0.14|-7.16|3.74|81.65|3.58|0.0|127.19|0.0|1.0|5.0|31.0|6.0|434.46|0.0|3.24e-06|0.00291|4.07|0.0|6.900000000000002e-08|3e-05|5.0693|4.32|-1774.2421780000002|349.67|0.2094|244.58|527.87|0.33647|-1774.0165149999998|0.1561|-0.20571|-1774.077985|3.2145|9.0|8.0496|8.0496
7_a15|0.0|0|0|0|0.0|-0.2269896539999999|0.0|0.035075075|0.145944639|0.0|-0.494898891|-0.0013239329999999|0.038636783|0.0019353679999999|0|0|0.213947987|-0.211522056|1|0.857287135|0.70084115|0.154068618|0.8115121240000001|0|0.841400327|-0.074406877|-0.110819329|0.403524276|0.036600739|20.31436245|103.8062879|88.02694557|-0.026500274|11.27499976|-22.92132733|-14.70834175|61.6121151|2330.667514|466.9990754|1624.468817|-8.163512395|0.551335598|6.01738192|9.971755103|5097.868552|306.0056033|32.78250222|0.042799094|1507.995102|1.0|1.0|1.0|0.0|1.0|3.14|0.15|-7.19|4.64|61.84|1.74|0.0|99.77|0.0|1.0|7.0|26.0|5.0|352.38|1.0|1.46e-05|0.0113|3.84|0.0|6.41e-08|2.26e-05|4.4386|2.78|-1184.385377|330.67|0.3463|279.33|499.86|0.64652|-1184.168094|0.0169|-0.18454|-1184.224637|1631.0|227.0|6644.0|6644.0
17_a12|0.0|0|0|1|0.0|0.132275232|4.727387819|0.035816993|-0.210594127|0.0|-0.38018419|-0.002523977|-0.072956553|-0.070249784|1|1|-0.3748198379999999|-0.113649923|2|0.918713011|0.8198617429999999|-0.043392747|0.859088647|0|0.858119365|-0.069570363|-0.096209886|0.318309599|0.011226177|5.849860887999999|69.36398419|73.93273708|-0.035198739|3.048310481|-18.89085387|-18.34174978|42.10235809|2246.161353|447.1583691000001|1470.257187|-9.557722681|0.213298781|5.669161963|10.61752641|4866.339908|111.1480977|23.31475957|0.015049295|955.9051425|1.0|1.0|1.0|0.0|1.0|2.97|0.17|-7.16|2.56|78.41|2.47|0.0|103.12|0.0|1.0|3.0|24.0|4.0|333.41|1.0|3.1e-05|0.0191|3.19|0.0|6.97e-08|2.32e-05|4.4014|2.87|-1366.804178|328.67|0.2213|281.69|419.49|0.39539|-1366.638303|148.0|-0.21781|-1366.689546|2.9806|16.0|7.7959|7.7959
14b_a23|0.0|1|2|0|3.2475997860000003|0.065240838|5.351858133|0.043538647|0.0519489729999999|0.716540473|-0.318684138|0.007671236|-0.0644978|-0.047410593|2|2|0.121308009|-0.073945564|2|0.616699629|0.793551289|-0.00399443|0.5935522360000001|1|0.8462596590000001|-0.063267638|-0.082441268|0.228282196|0.020454632|13.26014776|40.76245006|99.66542762|-0.03508139|8.596171261|-26.58857202|-22.74225338|54.274732400000005|2943.803333|548.6057241000001|2280.830615|-14.74314679|0.225640295|7.833620016|14.26820636|6622.129837|146.2760938|29.36910744|0.01779446|1380.34805|0.0|0.0|1.0|1.0|1.0|3.44|0.05|-7.67|4.58|105.02|3.4|1.0|120.24|0.0|1.0|5.0|31.0|5.0|429.47|0.0|2.66e-06|0.00332|3.68|0.0|2.14e-08|9.18e-06|3706.0|3.72|-1729.161608|334.55|0.3603|334.55|525.66|0.58097|-1728.9300010000002|0.3603|-0.2286699999999999|-1728.9893510000002|9.7544|4.0|8.3536|8.3536
