molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|BCUTs-1|SRW07|AATSC1s|n6HRing|JGI4|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PPSA3|TPSA_x|WPSA3|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|pIC50
12r_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|0.604984545|5.351858133|-0.093024002|2|0.043383838|-0.002544958|10.31162892|-0.0646674999999999|1|-0.247439715|-0.0546637159999999|-0.145315868|0.609043558|0.83236194|-0.007140234|0.889479916|0|0.72072745|-0.090229387|0.451652492|0.019137908|12.36992712|180.5098625|7.995393191000001|-1.979828309|-37.69583567|82.06195604|70.6903535|0.464481911|465.8474777|-1279.67656|-16.88017015|7.467190577999999|13.94386247|0.867350555|6735.090739|-827.1283373|33.05530181|-374.9717191|1619.709789|616.2856203|0.0|1.0|1.0|0.0|1.0|0.0|17.0|4.67|3.74|81.65|127.19|0.0|5.0|-5.49|31.0|6.0|434.46|0.0|3.21|3.24e-06|0.00141|0.00291|4.07|0.0|0.0|6.900000000000002e-08|3e-05|4.32|-1774.236548|679.64|1141.54|353.12|0.1908|244.69|0.32409|0.68476|-1774.009422|0.1522|-0.14894|5.2021|-1774.070699|6.5511|7.5317
12aa_a36|0.0|1|0|3.4172704080000003|0.0|0|7.412764017000001|1.297043479|5.351858133|-0.135770278|2|0.042560386|-0.006653538|10.95446449|-0.013898809|1|0.0620143779999999|-0.052743904|-0.090926893|0.892815402|0.833911317|0.156337925|0.888163057|0|0.688945241|-0.1066659309999999|0.4679233379999999|0.023617545|16.1504726|212.7097172|11.04423694|-2.228140982|-49.88002793|96.18613736|89.09222754|0.44829258|471.12395210000005|-1523.677823|-19.29522587|8.05947774|14.60824604|0.812554922|6438.603019|-1041.942197|38.58180913|-316.3903377|2083.417693|689.2886595|0.0|0.0|1.0|0.0|3.0|0.0|17.0|1.92|0.98|112.29|131.85|0.0|6.0|-3.52|32.0|5.0|424.46|0.0|1.15|0.000304|129.0|152.0|1.55|0.0|0.0|7.19e-07|0.000305|3.88|-1401.662677|701.99|1183.76|318.73|0.4446|318.73|0.6931|0.6931|-1401.389257|0.4446|-0.15718|3.5904|-1401.45065|4.7433|8.0458
37_a18|0.0|0|0|0.0|0.0|0|7.03438793|1.251176176|4.844187086|-0.018808538|1|0.036746032|0.002300582|10.94702064|-0.011713125|0|-0.0276034839999999|-0.1483628609999999|-0.224171123|0.7100921609999999|0.725028151|0.020848396|0.761336899|0|0.831783747|-0.068500679|0.385121249|0.009098426|6.653112344|123.0060763|4.865006968|-1.946306811|-36.62790634|65.15554136|56.74339533|0.488368082|608.2316837999999|-1423.213033|-15.30451633|9.460456975|18.49074823|0.954530133|7035.839448000001|-1040.70711|27.36337253|-387.3755475|1860.709332|1056.535856|1.0|0.0|1.0|1.0|2.0|0.0|18.0|3.68|3.3|76.5|151.14|0.0|7.0|-5.68|36.0|3.0|480.6|1.0|2.93|2.08e-06|0.000999|0.00161|4.36|0.0|0.0|1.51e-09|7.27e-07|8.11|-1532.997117|794.5|1395.35|385.91|499.0|385.91|0.69305|0.69305|-1532.553949|499.0|-0.13194|2.2872|-1532.622404|3.0375|7.4559
18d_a25|0.0|0|0|0.0|0.0|1|6.842683282|1.193723212|4.727387819|0.024310576|2|0.042843137|0.006452854|10.31285314|0.016982601|1|-0.055336237|-0.035684977|-0.061965108|0.722349659|0.780221059|-0.03671629|0.838260077|1|0.937813705|-0.061527513|0.278576218|0.011158458|8.39885106|46.80695276|6.3217245360000005|-1.602893201|-34.85786147|68.15463481|54.70994625|0.476833495|705.8822532|-1206.480411|-15.93166285|9.479218984|18.11893325|0.911437354|6876.316137000001|-908.1047824|27.92623037|-388.2927768|1591.795131|883.4030667999999|1.0|1.0|1.0|1.0|1.0|3.57|27.0|6.33|5.98|111.51|143.37|0.0|7.0|-6.26|35.0|4.0|474.58|0.0|4.5|5.47e-07|0.00026|0.0013599999999999|4.21|0.0|0.0|5.92e-11|2.81e-08|4.56|-1806.848384|792.79|1358.25|340.69|0.3986|219.39|0.41694|0.6823899999999999|-1806.514606|0.0389|-0.14723|3.2353|-1806.582751|4.3658|6.6345
3b_a32|0.0|1|1|3.3653429710000005|0.0|0|7.758333467000001|0.609420808|5.733341277|-0.064476472|0|0.042528736|-0.001282231|10.31100281|0.10614163|3|-0.078754696|-0.0791178979999999|-0.151445075|0.833920105|0.800396027|0.094335058|0.866250192|1|0.8407393809999999|-0.073068133|0.2719741|0.014636992|7.180211702|78.12568166|3.522270202|-1.103910485|-17.58323784|56.82775081|43.023961|0.460751087|412.4267349|-541.5259561|-8.049905042|5.765940603|10.69254007|0.854431185|4448.251276|-265.6468664|21.47528975|-259.1375886|708.6845618|323.0421997|1.0|1.0|1.0|1.0|1.0|2.57|19.0|6.25|4.43|110.94|88.24|0.0|2.0|-5.73|21.0|3.0|312.41|0.0|3.68|1.86e-06|0.0005809999999999|0.00697|3.71|0.0|0.0|3.19e-07|9.97e-05|2.45|-1594.121087|524.46|857.0|348.81|0.2905|348.81|0.70257|0.70257|-1594.0008779999998|0.2905|-0.1474099999999999|3.5719|-1594.049677|5.7777|8.2366
16_a47|0.0|1|1|2.890539668|0.0|0|6.605297921|1.417579067|4.59511985|-0.1246612469999999|2|0.042285714|-0.005688938|10.95023129|0.0506476009999999|1|-0.236994128|-0.02006804|-0.0574194159999999|0.591929006|0.812131575|-0.113476605|0.87782381|1|0.691860453|-0.093207587|0.421094692|0.0186711289999999|9.676588112|159.6978638|5.0150344780000005|-1.301931629|-25.03540372|60.36423869|57.9827944|0.473257697|358.566882|-674.7452647999999|-9.202544293|6.855429069|13.01476838|0.898461533|4952.972679|-349.69668310000003|25.44160067|-205.1602001|966.7808252999998|357.35851410000004|1.0|0.0|1.0|1.0|2.0|1.95|21.0|4.47|5.19|66.49|91.55|0.0|3.0|-4.34|25.0|5.0|337.33|0.0|3.52|4.56e-05|0.0154|13.0|3.27|0.0|0.0|6.8099999999999994e-09|2.3e-06|2.95|-1167.046301|534.69|894.43|303.84|0.3182|279.29|0.59209|0.6743899999999999|-1166.901251|0.0909|-0.16851|2.3795|-1166.951551|3.8601|9.0
28_a34|0.0|0|0|0.0|0.0|1|7.423568444|1.454781307|5.351858133|-0.206909349|1|0.04515873|-0.012039484|10.9595763|-0.0500053959999999|1|-0.33032879|-0.189821204|-0.311884247|0.8318609690000001|0.798057295|0.092890802|0.8582665429999999|0|0.545935562|-0.1306693569999999|0.316156689|0.03768308|19.29162755|232.4555747|9.876233397|-1.831242935|-34.24669822|85.99382787|86.18702382|0.454339954|279.4884473|-937.4938731|-12.63011537|5.613534285|10.28760365|0.832642882|4803.256974|-479.9443839|33.80175623|-235.3612529|1284.466737|344.69029950000004|1.0|1.0|1.0|1.0|1.0|2.55|17.0|1.99|2.07|92.26|85.92|0.0|3.0|-3.27|24.0|5.0|322.32|0.0|1.84|0.000533|172.0|182.0|1.72|0.0|0.0|1.66e-05|0.00535|4.11|-1100.797628|544.24|896.02|289.3|0.2043|289.3|0.69263|0.69263|-1100.6525880000002|0.2043|-0.17802|6.4596|-1100.704833|8.5886|5.4179
A8301_a51|0.0|0|0|0.0|0.0|1|6.86171134|1.197963627|4.727387819|-0.028789626|2|0.039058957|0.00740124|10.31321735|-0.1227504419999999|1|0.135886548|-0.0357324579999999|-0.0618359079999999|0.7595189840000001|0.6959300979999999|-0.013846396|0.750630149|1|0.934739895|-0.055295165|0.339244706|0.008152073|5.293803823|42.37868986|3.437697042|-1.6387915469999998|-23.3177516|56.90163721|41.20144811|0.4799553379999999|607.0025787000001|-1064.200534|-13.82143785|6.890532887999999|13.24988678|0.922911768|6401.6494600000005|-691.0718926|24.89475504|-461.0082758|1244.737752|690.8826121000001|1.0|1.0|1.0|1.0|1.0|3.5|27.0|5.5|5.52|87.72|129.04|0.0|5.0|-6.6|31.0|3.0|421.52|0.0|4.58|2.5e-07|0.000105|0.000495|5.02|0.0|0.0|4.12e-10|1.74e-07||||||||||||||||7.9208
1_a6 (SB-431542)|0.0|1|0|3.3674017380000003|0.0|0|7.423568444|1.430935835|5.351858133|-0.175408303|1|0.035620155|-0.011639964|10.94959842|-0.0492229479999999|1|0.164429684|-0.020716495|-0.033765606|0.838928085|0.7462411859999999|-0.08530265|0.805877431|0|0.5940412860000001|-0.126408788|0.210050443|0.033020439|19.58668728|240.8019609|11.61820782|-2.083447046|-44.47680367|87.15852628|94.56841061|0.472445176|352.3666367|-1235.8353619999998|-16.29019397|7.523839331|14.26172029|0.895537592|5748.417262|-733.0587287000001|36.46179023|-300.3801761|1640.78056|513.4628663999999|1.0|1.0|1.0|1.0|2.0|2.35|23.0|4.04|3.63|103.12|106.85|0.0|4.0|-4.52|29.0|5.0|384.39|0.0|2.85|3.03e-05|0.0116|0.0218|2.7|0.0|0.0|2.03e-08|7.81e-06|4.57|-1292.588032|619.92|1049.69|376.28|0.5765|324.5|0.55256|0.69868|-1292.358966|0.3346|-0.13329|6.0113|-1292.41452|8.8611|5.8119
12i _a30|0.0|0|0|0.0|0.0|0|7.412764017000001|0.604984133|5.351858133|-0.030422458|2|0.043848238|0.00372838|10.31162888|-0.072247675|1|-0.172434349|-0.051371057|-0.090173435|0.8264832879999999|0.831176513|-0.029080032|0.888213143|0|0.8434291340000001|-0.076575246|0.356921662|0.015808432|10.32233418|102.235113|6.740110893|-1.833298476|-32.64875738|72.59006433|60.32320054|0.479900127|550.7287204|-1197.077601|-15.95200773|8.097008872|15.56818082|0.92270764|6362.153853|-781.648379|30.29912252|-400.0044646|1484.657003|652.8825454|0.0|1.0|1.0|0.0|1.0|0.0|17.0|4.47|3.27|81.65|132.29|0.0|5.0|-5.93|30.0|4.0|432.93|0.0|3.11|1.19e-06|0.0005139999999999|0.00156|4.49|0.0|0.0|6.03e-08|2.61e-05|4.45|-2035.373964|691.59|1167.27|351.81|0.2384|246.2|0.43157|0.68497|-2035.141693|0.1577|-0.14945|2.5397|-2035.203042|3.0033|7.8013
8d_a8|0.0|1|0|3.190160226|0.0|1|7.05012252|1.395657339|4.844187086|-0.155313194|1|0.042323232|-0.00267541|10.94649761|-0.117111249|1|0.111668404|0.016471091|0.025642021|0.76211539|0.757805416|0.0780635059999999|0.804372443|0|0.6932924890000001|-0.1072746469999999|0.377028311|0.028038295|18.28507531|200.0182229|11.92454747|-2.063018716|-45.62337399|86.29065071|88.24385833|0.483207744|452.1282556|-1345.390391|-16.2479927|7.507839835|14.52777156|0.935013517|6596.888351|-877.3916055999999|36.89090464|-228.7206541|1992.108851|682.0472537|0.0|1.0|1.0|1.0|2.0|2.92|23.0|3.93|3.32|112.23|121.1|0.0|6.0|-4.91|32.0|5.0|430.46|0.0|3.0|1.24e-05|0.00533|0.0147|2.89|0.0|0.0|2.38e-08|1.03e-05|6.22|-1447.595474|690.78|1185.65|376.13|0.3|265.12|0.62361|0.70165|-1447.2928029999998|0.1879|-0.13754|6.0111|-1447.354662|7.5674|4.7303
IN1166_a11|0.0|1|0|3.433539068|0.0|0|6.842683282|1.429020445|4.727387819|-0.008507023|2|0.044021739|-0.003356527|10.95053349|-0.037793156|1|0.032420935|-0.126749697|-0.223618825|0.841211811|0.765593573|0.102257199|0.827254552|1|0.863273559|-0.073965061|0.551933595|0.0200246639999999|13.82641888|94.40543077|9.546719887|-1.6137695069999998|-35.26269962|76.76995134|64.89703387|0.463497159|596.0640225999999|-1114.258549|-15.08551944|6.777827685|12.63334911|0.8639230290000001|6310.825439|-769.3614916|31.46783535|-268.3203251|1604.859603|676.2770877|1.0|1.0|1.0|1.0|2.0|2.79|27.0|5.01|4.53|103.17|123.82|0.0|5.0|-5.11|32.0|5.0|417.47|0.0|3.31|7.74e-06|0.00323|0.00688|3.27|0.0|0.0|6.59e-11|2.75e-08|3.36|-1347.298558|704.48|1198.36|377.7|0.3425|248.68|0.4358399999999999|0.6998300000000001|-1347.012407|0.1239|-0.13823|3365.0|-1347.073528|4.3481|7.9318
4f_a49|0.0|0|0|0.0|0.0|1|7.535296702|1.343848013|5.4161004020000005|-0.087045007|2|0.038839506|0.001532832|10.92775957|0.0705130559999999|1|-0.14414265|-0.015845165|-0.025995042|0.69044503|0.7927086309999999|-0.00953448|0.8557769120000001|1|0.7370618040000001|-0.102926696|0.480786546|0.016591015|9.007637695|142.7551002|4.89045046|-1.439288231|-30.33918719|60.18871783|64.88887164|0.437355335|400.1675422|-781.4221699|-9.866320682|6.302023735|11.20071713|0.7773206840000001|5422.650822|-424.2517893|25.29924744|-237.0468572|1087.86764|467.1194103|1.0|1.0|1.0|0.0|1.0|2.35|21.0|3.42|3.8|80.9|102.08|0.0|3.0|-3.99|27.0|5.0|356.38|0.0|2.85|0.000102|0.0365|0.0289|2.64|0.0|0.0|2.92e-07|0.000104|4.07|-1179.23587|575.01|982.46|334.21|0.2368|268.08|0.39584|0.68474|-1179.029099|0.0579999999999999|-0.15517|1.7833|-1179.080799|1.8254|7.3979
3f_a32|0.0|1|1|3.553167045|0.0|0|7.773594467000001|0.6094207770000001|5.733341277|-0.0434359079999999|0|0.042380952|0.001276735|10.31100273|-0.110286539|3|-0.112493266|-0.074808287|-0.133675401|0.833981748|0.820782305|-0.110248899|0.871865543|1|0.874026684|-0.073433055|0.3217719189999999|0.011897886|6.707989266|71.02334697|3.78194259|-1.265867765|-23.34192893|61.47296003|48.1093075|0.435176082|492.7734095|-713.6921402|-9.580412233|6.153728636|10.89495051|0.770463268|4993.667711|-402.3773138|21.53155987|-326.0981041|904.3255145|475.3634141|1.0|1.0|1.0|1.0|1.0|3.31|19.0|7.18|5.63|110.94|102.66|0.0|4.0|-6.89|24.0|3.0|354.49|0.0|4.63|1.28e-07|4.53e-05|0.0014|4.83|0.0|0.0|4.89e-08|1.73e-05|3.92|-1712.0610190000002|604.9|1006.92|348.58|293.0|348.58|0.70255|0.70255|-1711.863611|293.0|-0.1474599999999999|3.4678|-1711.9193289999998|5.7161|8.0458
43_a18|0.0|0|0|0.0|0.0|0|7.03438793|1.251175234|4.844187086|-0.01369899|1|0.033734062|0.002712865|10.94702053|-0.032429984|0|-0.079184068|-0.140532044|-0.2093696189999999|0.718255592|0.713379703|-0.023109314|0.7458234990000001|0|0.852344887|-0.070166168|0.3439906129999999|0.006890688|5.35147222|114.6724699|4.156080507|-2.302970476|-42.32033664|69.46280937|59.84418608|0.481954273|661.9512957999999|-1788.541603|-18.77059344|10.01438533|19.33108376|0.930331529|7428.282915000001|-1389.023915|27.64206062|-581.4944803999999|2045.512486|1228.492038|1.0|0.0|1.0|1.0|2.0|0.0|18.0|4.5|4.08|76.5|160.76|0.0|9.0|-6.45|38.0|3.0|508.65|0.0|3.48|3.55e-07|0.00018|0.000554|5.1|0.0|1.0|2.52e-10|1.28e-07|8.79|-1611.621186|843.1|1493.25|384.65|0.5429|384.65|0.6926800000000001|0.6926800000000001|-1611.126246|0.5429|-0.13196|3.0482|-1611.198355|3.6943|6.2041
9d_a40|0.0|0|0|0.0|0.0|1|7.515889085|0.604992329|5.4161004020000005|-0.022152094|0|0.045555556|0.011823978|10.3119722|-0.137738587|2|0.259969752|0.0116099239999999|0.019621984|0.601831605|0.7572844040000001|-0.3969541689999999|0.8221990920000001|1|0.941627612|-0.060319196|0.002088915|0.010749826|5.539796446|30.08152399|2.854868966|-1.074852592|-16.01918037|41.42218692|36.6245851|0.467275972|485.2567189|-553.912646|-8.395657932|8.023385851|15.06105494|0.87714454|4401.742338|-285.4523697|18.80327978|-377.6610668|639.3115126|346.9019309|0.0|1.0|0.0|0.0|0.0|3.63|20.0|5.2|5.09|58.43|91.71|0.0|2.0|-6.13|22.0|2.0|325.82|1.0|4.63|7.37e-07|0.0002399999999999|0.000727|5.16|0.0|0.0|1.01e-07|3.3e-05|4.7|-1677.551678|542.19|892.69|370.51|0.4888|269.1|0.4557199999999999|0.69986|-1677.429981|0.4025|-0.13875|6.2032|-1677.48058|7.9502|6.9706
13a_a5|0.0|1|0|2.931642415|0.0|0|6.605297921|1.393002748|4.59511985|-0.033436214|2|0.023989899|0.002355511|10.94530369|-0.025324157|1|-0.012798693|-0.035005746|-0.0569177229999999|0.746303189|0.8045357209999999|-0.048584084|0.857293078|0|0.7667501609999999|-0.08903048|0.470564031|0.016739606|10.77696869|150.1663914|6.938219155|-1.426736914|-36.90128585|72.13276165|68.09484712|0.460877309|493.6342317|-918.5341141|-11.59515363|8.571729592999999|15.89940424|0.854865353|5628.9694|-591.3528349999999|30.07803494|-127.2041084|1533.979782|620.5697596|1.0|1.0|1.0|1.0|2.0|2.46|23.0|4.39|3.58|92.79|114.18|0.0|8.0|-3.77|30.0|5.0|399.45|0.0|2.71|0.000169|0.0675|0.0734|2.19|0.0|0.0|1.26e-09|5.02e-07|3.81|-1313.167422|688.18|1160.81|294.45|0.5953|267.87|0.41806|0.50037|-1312.907813|0.1992|-0.17364|3.3414|-1312.968936|4.1671|7041.0
11_a47|0.0|0|0|0.0|0.0|0|0.0|1.381898438|0.0|-0.156077888|3|0.033931624|-0.007419345|10.93671007|0.046339015|0|-0.120383371|-0.038723054|-0.079543257|0.702719047|0.715054643|-0.058523885|0.770028429|1|0.796863393|-0.08164597|0.572646116|0.008462682|5.184267117|124.4421556|3.175899139|-1.833244617|-30.64032829|66.9895812|55.20085753|0.4686568239999999|488.1611434|-1123.0517|-13.48990542|5.966142027|11.22841564|0.8820228529999999|6736.717611|-687.9851765999999|26.96593732|-387.9111844|1375.2628029999998|670.2339441|1.0|0.0|1.0|1.0|2.0|3.15|28.0|5.58|6.68|70.93|124.7|0.0|4.0|-6.29|32.0|5.0|422.45|0.0|4.69|5.110000000000001e-07|0.000216|0.000394|5.06|0.0|0.0|2.81e-11|1.19e-08|4.84|-1396.184699|654.49|1146.42|332.82|0.2321|332.82|0.6915399999999999|0.6915399999999999|-1395.922861|0.2321|-0.1546|2.9142|-1395.980918|4.6111|7.4
8b_a31|0.0|1|0|3.37710223|0.0|0|7.765993078999999|0.610137861|5.733341277|-0.12841288|0|0.041161616|-0.010300564|10.31170011|-0.069423138|2|-0.222667869|-0.05421947|-0.092604362|0.928940547|0.843119174|-0.058494079|0.8956498159999999|0|0.6076192260000001|-0.120703408|0.281200674|0.03234629|16.89414614|204.9365822|8.823644775|-1.590890986|-32.92631065|82.21438954|79.93633765|0.479278|317.3534883|-830.906565|-11.12754483|6.142377144|11.79588561|0.920410507|4696.728592|-433.9742484|30.28603362|-212.5400476|1181.155311|372.3224834|1.0|1.0|1.0|1.0|2.0|2.71|16.0|4.52|2.74|114.29|88.64|0.0|4.0|-4.05|23.0|5.0|328.39|0.0|2.52|8.97e-05|0.0294|131.0|2.02|0.0|0.0|1.86e-06|0.00061|1.77|-1386.852117|566.18|927.61|321.36|0.2643|321.36|0.70036|0.70036|-1386.681003|0.2643|-0.16015|3.6945|-1386.734257|5.6001|5.6576
14d_a23|0.0|0|1|0.0|0.0|2|7.423568444|1.197963465|5.351858133|-0.026530366|2|0.043538647|0.01269616|10.313217800000002|-0.054430189|2|0.059486662|-0.074441567|-0.136106024|0.725800261|0.772008792|0.006563565|0.829764975|1|0.921694462|-0.053736319|0.213597535|0.018596017|12.25371621|51.59888942|8.074501042|-1.6439281280000002|-23.33262837|61.49227899|47.66288948|0.454495683|607.3441532|-1083.255003|-14.27606695|7.832720777|14.358677900000002|0.833166062|6459.554383|-713.8033475|27.41215037|-382.6437544|1370.607518|666.0036144999999|0.0|1.0|1.0|1.0|1.0|3.62|26.0|3.88|4.33|105.02|125.25|0.0|5.0|-5.85|31.0|4.0|425.51|0.0|3.8|1.43e-06|0.000608|0.0023899999999999|3.94|0.0|0.0|1.65e-08|7.03e-06|3.79|-1669.24571|696.21|1186.17|3688.0|0.3807|336.18|8.1555|8.1555|-1668.983743|336.18|-0.14894|5.6156|-1669.045136|8.1555|8.4001
21_a34|0.0|0|0|0.0|0.0|1|8.002694162000001|1.425532331|5.860786223|-0.091664226|1|0.036880342|-0.001643445|10.94874873|-0.009996155|1|-0.201539853|-0.254686357|-0.407759867|0.702772307|0.740092842|0.116926272|0.796991578|0|0.676390843|-0.09533089|0.527371706|0.034163186|22.9240533|217.1470086|15.38241267|-2.120218984|-42.9239565|95.12565978|86.89263143|0.4688149339999999|453.8692584|-1422.701428|-18.7187412|7.253455092999999|13.65523159|0.882583047|7048.305909000001|-954.6558014|38.30514214|-306.332473|1953.562249|659.7484451|0.0|1.0|1.0|1.0|0.0|3.52|23.0|3.64|3.23|86.55|122.59|0.0|4.0|-4.5|33.0|6.0|438.43|0.0|3.03|3.14e-05|0.0138|0.0085|3.02|0.0|0.0|2.07e-08|9.06e-06|7.78|-1483.3359380000002|698.17|1182.6|401.11|0.2174|288.26|0.6893199999999999|0.69292|-1483.057743|0.0002|-0.13338|5.3432|-1483.12009|7.9399|5.4737
6_a47|0.0|0|0|0.0|0.0|0|0.0|1.304328257|0.0|-0.1738997619999999|2|0.042276423|-0.010708889|10.93671042|0.0402365489999999|0|-0.302730533|-0.020576777|-0.04324355|0.701994505|0.786041178|-0.149904224|0.84654143|1|0.8419184120000001|-0.080118846|0.446564415|0.009820713|5.323543706000001|85.6917678|2.885749555|-1.547034008|-23.54237714|60.76103606|48.75381069|0.4059072379999999|456.3812788|-838.6054381|-10.82346202|6.480620646|10.90843226|0.6832388209999999|5766.962611999999|-454.5854048000001|25.13472712|-319.1626428|1055.658539|469.7495559|1.0|0.0|1.0|1.0|2.0|2.91|22.0|5.24|6.27|58.04|106.47|0.0|3.0|-6.02|27.0|4.0|379.81|0.0|4.59|9.53e-07|0.000362|0.000619|5.06|0.0|0.0|8.71e-10|3.310000000000001e-07|4.69|-1608.684886|576.56|990.85|333.32|0.2536|224.66|0.30468|0.69305|-1608.50108|0.2119|-0.1544|3.2606|-1608.554019|4.2153|7.9
2_a20 (SB-505124)|0.0|1|0|3.485765306|-0.09011519|0|7.434257382|1.183764955|5.351858133|-0.076310057|1|0.05042042|0.001622309|10.95129567|-0.137383329|1|0.02072518|-0.150708132|-0.229461916|0.827730504|0.725030162|0.082053195|0.765632979|0|0.7694360659999999|-0.083565835|0.214264156|0.02856542|15.71798823|126.8667205|8.648749117000001|-1.759933279|-25.30121848|70.87109323|61.69969596|0.475937029|423.3785776|-968.3950117|-11.58380004|5.952040367|11.3574908|0.908167636|4762.83693|-532.854802|25.30541763|-365.2740749|1164.049211|477.95809620000006|1.0|1.0|1.0|1.0|1.0|3.1|17.0|5.16|4.47|60.03|97.55|0.0|3.0|-5.24|25.0|4.0|335.4|1.0|3.81|5.72e-06|0.0019199999999999|0.0040799999999999|4.27|0.0|0.0|6.070000000000002e-08|2.03e-05|4.57|-1089.371784|593.8|995.68|340.58|0.3267|340.58|0.69947|0.69947|-1089.147716|0.3267|-0.14928|2.5584|-1089.201587|3.9392|6.7721
13l_a6|0.0|1|0|3.433158672|0.0|0|7.412764017000001|1.4242139390000002|5.351858133|-0.132667824|1|0.0408037829999999|-0.009326562|10.95129637|-0.086595185|1|0.144180269|-0.045794891|-0.073210645|0.8694295409999999|0.7908110340000001|-0.058931734|0.84018367|0|0.643098986|-0.118071236|0.210844002|0.030012523|20.90615311|248.6104661|14.56282911|-2.53042863|-57.29112645|100.8610837|103.1523329|0.4257335779999999|447.9705372|-1762.648513|-21.92549054|8.810095892|15.34147837|0.7413520309999999|6462.086665999999|-1227.82747|39.65857501|-409.1314702|2220.880201|741.5222707|1.0|1.0|1.0|1.0|3.0|2.22|23.0|4.55|3.8|115.15|124.98|0.0|7.0|-5.49|33.0|5.0|441.48|0.0|3.07|3.26e-06|0.00144|0.0075599999999999|3.39|0.0|0.0|1.29e-09|5.7e-07|5.41|-1465.865882|735.52|1249.13|349.26|0.3115|338.07|0.7002|0.70515|-1465.560303|0.0165|-0.14562|7.2582|-1465.624566|8.9893|6.4145
13b_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|0.604984129|5.351858133|-0.118776867|2|0.041728395|-0.003436924|10.31162842|-0.0463169629999999|1|-0.062905093|0.003429114|0.006103754|0.841060094|0.836520136|-0.045844862|0.892104517|0|0.694101802|-0.109962789|0.3529073379999999|0.018555474|12.52854078|206.54056530000005|8.459192992|-2.271099499|-50.13056864|88.26741491|86.77473353|0.454574838|468.6532296|-1533.432289|-19.53516918|8.804739699999999|16.1428924|0.8334321|6627.406474|-1035.363967|36.15271139|-405.5090587|1916.093704|713.7769663|0.0|0.0|1.0|0.0|2.0|0.0|17.0|3.04|1.72|124.74|135.37|0.0|6.0|-5.01|32.0|5.0|441.51|0.0|1.91|9.68e-06|0.00427|0.0221|2.74|0.0|0.0|6.520000000000001e-07|0.000288|4.54|-1744.492044|721.48|1210.94|353.68|0.2783|245.51|0.32563|0.6862699999999999|-1744.2179010000002|0.1415|-0.14879|3.8495|-1744.281763|5.3762|7.5901
47c_a18|0.0|0|0|0.0|0.0|0|7.03438793|1.251176227|4.844187086|-0.048726885|0|0.032688172|0.0007979619999999|10.94702285|0.028947131|0|0.071793992|-0.212991596|-0.320309303|0.784328127|0.758269842|-0.027873485|0.7912974190000001|0|0.8128616409999999|-0.0715759629999999|0.246894346|0.015864085|12.75381432|150.4485025|10.25333491|-2.350000928|-46.26124419|88.76073429|70.29678191|0.489290189|653.4941186000001|-1889.265906|-20.80632033|9.566965871|18.73268473|0.958059115|7527.530240999999|-1518.861384|34.55329606|-400.3604527|2522.390613|1167.054827|1.0|0.0|1.0|1.0|3.0|0.0|18.0|2.84|2.87|97.76|154.77|1.0|12.0|-5.73|38.0|4.0|513.63|0.0|2.42|1.84e-06|0.000947|0.00417|3.98|1.0|1.0|6.67e-10|3.42e-07|7.72|-1664.753129|850.89|1505.09|398.71|0.5869|398.71|0.6983199999999999|0.6983199999999999|-1664.201034|0.5869|-0.12841|3.3075|-1664.277127|3.8573|8.5229
