molecula|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|FNSA4|RPCS|WNSA3|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
12q_a30|0|0|-4.76444841|0|7.412764017000001|2|0.60498366|0.0|0.144208934|-0.015322396|-0.27228842|0.0438779959999999|0.004165554|10.31162828|1|1|-0.004395528|-0.0483777279999999|-0.077457998|-0.636798458|1|0.816138015|0.01661722|-0.032887649|0.593245722|0|0.845745827|-0.087348134|0.596557166|0.014790072|-59.52322773|-78.7683329|10.07866809|-0.045799658|0.732186841|-40.56199584|90.06607753|0.473741611|576.3319634|2844.418547|-21.2680622|0.179359278|7.346842839|13.96052394|7990.060758|122.2240555|38.03137394|2015.662819|0.0|1.0|1.0|0.0|4.73|0.0|0.17|-7.18|4.78|90.88|0.0|0.0|1.0|7.0|-6.7|34.0|8.0|-5.66|482.48|0.0|0.0|1.99e-07|1.2e-06|0.000579|5.05|0.0|6.61e-08|3.19e-05|-0.05105|5.0573|3.4834|-1988.033527|713.16|1214.92|0.1817|245.16|537.96|0.68516|-1987.781386|-0.19897|6.821000000000001|36.0|7.4449|7.4449
15_a15|0|0|0.0|0|0.0|1|1.435688991|0.0|-0.132759299|-0.006378587|-0.031457366|0.029814815|0.000676845|10.95980315|0|0|0.003766915|-0.098862691|-0.173728081|-0.3597407929999999|2|0.724319314|0.007958332|0.003774415|0.796300317|0|0.8972060479999999|-0.061884697|0.7028760070000001|0.020649569|-41.11675625|-60.51136736|13.71976186|-0.031405332|4.306196778|-27.31834743|73.99578515|0.435723718|596.1118717|2868.890383|-13.86355301|0.297455822|6.673906339|11.8273735|7039.747576999999|197.6323578|29.700607300000005|1722.635223|1.0|1.0|0.0|0.0|4.04|4.34|0.07|-8.9|6.69|59.51|0.0|0.0|1.0|6.0|-6.32|34.0|4.0|-5.26|448.52|0.0|0.0|4.77e-07|7.970000000000001e-07|0.000357|5.32|0.0|1.27e-09|5.7e-07|-0.03786|3.6968|2582.0|-1450.7538470000002|700.82|1265.55|0.4459|335.38|573.46|0.70572|-1450.398033|-0.1475|2.9566|109.0|6.9626|6.9626
9h_a24|1|0|0.0|1|7.153833802|0|1.428198245|1.726213624|-0.203768024|-0.002864393|2.01e-05|0.023854167|-0.209618231|10.96661419|2|2|0.012380829|0.144624936|-0.02551563|-0.207206943|2|0.78742035|0.183289617|-0.004960317|0.656172477|0|0.883775278|-0.060337884|0.4016070679999999|0.018457687|-28.52000725|-32.48899638|8.724425117000001|-0.026280957|1.773520599|-13.48059881|47.51520531|0.477589721|417.7355164|768.1954692|-5.871651668999999|0.427628742|5.805547147|11.11300329|4170.098082|202.1279819|21.70315707|737.9073405|0.0|0.0|1.0|1.0|2.84|1.96|0.0|-6.05|2.72|72.28|0.0|0.0|1.0|3.0|-2.83|22.0|4.0|-6.85|288.31|1.0|1.0|0.00147|0.000575|166.0|1.7|0.0|8.95e-07|0.000258|-0.0435399999999999|5.1739|4.3437|-945.2642633|506.68|831.92|0.3844|239.63|363.48|0.61928|-945.153352|-0.22593|7.7741|77.0|7.1135|7.1135
17a_a6|1|0|0.0|0|7.412764017000001|1|1.424257628|0.0|0.101940358|-0.012704951|-0.0265090529999999|0.041767677|0.078798543|10.94948984|1|1|-0.00194781|0.068338372|-0.10896749|-0.5624663560000001|1|0.7722228729999999|0.08716369|-0.106323149|0.8013954109999999|0|0.753082653|-0.096082495|0.350977745|0.031147305|-63.02857512|-71.75703418|20.43213226|-0.041567592|554.1936506|-41.34573382|84.75077935|0.483320982|494.010135|2217.333474|-17.887155899999996|0.22806502|8.337470517|16.13665395|5996.580489|149.60699319999998|35.323795000000004|1766.18975|1.0|1.0|1.0|1.0|3.52|2.88|0.12|-9.01|4.32|95.85|0.0|0.0|1.0|5.0|-5.81|31.0|5.0|-5.89|409.44|0.0|1.0|1.56e-06|6.69e-06|0.00274|4.09|0.0|9.77e-10|4e-07|-0.05753|3.5421|2.9753|-1350.102634|696.96|1167.16|0.3933|350.03|574.02|0.7024|-1349.830672|-0.18178|5604.0|24.0|7.6198|7.6198
37_a18|0|0|0.0|0|7.03438793|2|1.251176176|0.0|-0.0013530679999999|-0.005351023|-0.018808538|0.036746032|-0.034593342|10.94702064|0|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.44541772|0|0.725028151|0.020848396|-0.020149364|0.699483099|0|0.831783747|-0.068500679|0.385121249|0.009098426|-50.09028298|-54.7389628|6.653112344|-0.0286221589999999|60.1335413|-36.62790634|65.15554136|0.488368082|608.2316837999999|1571.7484060000002|-15.30451633|0.2351233969999999|9.460456975|18.49074823|7035.839448000001|171.9311063|27.36337253|1860.709332|1.0|0.0|1.0|1.0|4.31|0.0|0.3|-8.82|3.3|76.5|1.0|0.0|1.0|7.0|-5.68|36.0|3.0|-6.14|480.6|1.0|0.0|2.08e-06|3.35e-06|0.00161|4.36|0.0|1.51e-09|7.27e-07|-0.04925|3.2127|3.2127|-1532.997117|794.5|1395.35|499.0|385.91|673.45|0.69305|-1532.553949|-0.18119|3.0375|35.0|7.4559|7.4559
1c_a5|1|0|0.0|0|6.605297921|0|1.424607938|0.0|-0.268536978|-0.001983746|-0.006491037|0.0248765429999999|-0.228971551|10.9433337|1|1|0.007357977|-0.133677441|0.034752304|-0.20172074|2|0.7595197290000001|0.128385959|-0.109439124|0.6977404359999999|0|0.88631419|-0.068062282|0.436308619|0.008349498|-34.82350689|-35.99212225|4.27195187|-0.0281385329999999|0.0|-17.81716094|43.86175561|0.476413155|453.4753671|873.709445|-7.366029352999999|0.246972732|6.063350238|11.580409800000002|4387.398857|126.3615674|19.11862892|764.7451566000001|1.0|0.0|1.0|1.0|2.78|2.09|0.05|-8.41|4.51|54.46|0.0|0.0|1.0|3.0|-4.25|24.0|3.0|-5.77|312.37|1.0|1.0|5.5700000000000005e-05|3.5600000000000005e-05|0.0111|3.43|0.0|3.87e-09|1.21e-06|-0.03965|4.8783|4.5088|-990.6223073|556.84|929.31|271.0|254.15|410.52|0.53838|-990.467026|-0.22684|2.6801|3981.0|5.4|5.4
11a_a5|1|0|0.0|0|6.605297921|1|1.212363224|0.0|-0.165418719|-0.002894726|0.052217882|0.021060606|-0.1301505359999999|10.94877942|1|1|0.007955512|-0.081506|0.003975818|-0.254944026|2|0.73344478|-0.037220974|-0.0489811909999999|0.7410766209999999|0|0.89343434|-0.064565402|0.369563711|0.011860803|-46.13206353|-51.09940261|8.474559367000001|-0.026223112|14.47576249|-32.96141947|61.4470419|0.466436596|638.3599998999999|1170.247903|-13.38721623|0.259134725|9.740948724|18.25640338|5756.783268|185.1520983|25.28995251|1517.39715|1.0|0.0|1.0|1.0|3.53|3.68|0.3|-9.93|6.55|63.69|0.0|0.0|1.0|7.0|-7.25|32.0|4.0|-4.54|424.54|0.0|1.0|5.63e-08|3.95e-07|0.000167|6.13|0.0|1.18e-10|5.019999999999999e-08|-0.03694|4.4033|4.0938|-1339.8362619999998|739.79|1272.7|0.5473|281.57|578.8|0.65363|-1339.493223|-0.20429|3.6525|81.0|7.0915|7.0915
14l_a23|0|1|0.0|2|7.423568444|0|1.1979636809999998|3.402752757|0.060717916|-0.005344736|-0.026530366|0.046283951|-0.060692376|10.313217800000002|2|2|0.01180744|0.07815878|-0.074441567|-0.448622017|2|0.778602826|0.156652778|-0.1010279259999999|0.6906097959999999|1|0.921267667|-0.053549434|0.215920645|0.018669073|-35.3275485|-51.59307331|12.31633167|-0.0328459689999999|81.90812552|-23.306234600000003|61.54673359|0.492922575|607.777253|2176.038061|-14.29549842|0.210373806|8.006380163|15.78926563|6444.7098240000005|138.7874759|27.44221375|1372.110688|0.0|1.0|1.0|1.0|3.51|3.52|0.09|-7.78|4.33|105.02|1.0|0.0|1.0|5.0|-5.85|31.0|4.0|-6.1|425.51|0.0|0.0|1.43e-06|5.61e-06|0.0023899999999999|3.94|0.0|1.65e-08|7.03e-06|-0.07191|3.6274|3.6274|-1669.2363289999998|694.65|1185.79|0.4239|341.8|560.51|0.67242|-1668.983787|-0.2183|8.2422|7.0|8.1798|8.1798
12c_a31|1|0|0.0|0|7.765993078999999|1|0.6101358029999999|0.0|0.046986783|-0.013026643|-0.055520387|0.040982906|-0.094991098|10.311698300000002|2|2|-0.000813398|-0.048694677|-0.138799714|-0.54466023|0|0.842823186|0.066071056|-0.098452311|0.770283733|0|0.665463503|-0.104643824|0.343619017|0.030543026|-66.41224264|-82.33748068|19.38414321|-0.036326291|553.8695417|-42.14855504|97.28775086|0.448512808|422.3366652|1894.297124|-14.63154376|0.3182913|8.091269314|14.67172662|5676.394271|202.0036947|33.81868912|1690.934456|1.0|1.0|1.0|1.0|3.69|3.1|0.35|-7.24|3.7|117.37|0.0|0.0|1.0|8.0|-5.23|28.0|5.0|-6.53|398.48|0.0|1.0|5.85e-06|6.94e-05|0.0277|3.1|0.0|5.79e-08|2.31e-05|-0.0338399999999999|3.8328|3.8328|-1618.1530810000002|679.71|1138.89|0.2625|323.48|578.69|0.7007399999999999|-1617.888981|-0.19288|2.2908|0.38|6.4202|6.4202
5e_a40|0|0|0.0|1|8.149890544|1|0.604912776|1.661964758|-0.091305805|-0.004925115|0.0601021459999999|0.044526749|0.158430496|10.31198323|2|2|0.008306061|-0.184667138|0.005996234|-0.391074665|0|0.8092726020000001|-0.402340487|0.0451110059999999|0.5087199929999999|1|0.864422751|-0.076883794|0.0499188609999999|0.019851304|-36.56222854|-42.66853738|9.440323938|-0.035889706|51.7148695|-17.38723451|48.81318333|0.47779156|411.0778166|512.5703164|-8.116440327000001|0.177640532|6.533857846|12.51197289|4158.984115|84.47727896|20.75420252|622.6260756|0.0|1.0|0.0|0.0|3.03|2.73|0.21|-4.65|3.74|75.5|1.0|0.0|2.0|3.0|-4.78|20.0|3.0|-5.66|303.77|1.0|1.0|1.66e-05|5.56e-05|0.0169|3.51|0.0|2.23e-05|0.00678|-0.07231|3.7138|3.7138|-1637.197299|493.19|802.38|0.5262|333.85|390.33|0.69675|-1637.115238|-0.2201699999999999|10282.0|25.0|7.6021|7.6021
10_a15|0|0|0.0|0|0.0|0|1.4356889780000002|0.0|-0.137104477|-0.006872984|-0.0435725659999999|0.037209302|-0.077096984|10.95972828|0|0|0.0034254209999999|-0.132759909|-0.120626133|-0.391156537|2|0.713794823|0.0107135269999999|0.018211609|0.7933685340000001|0|0.933136945|-0.052826735|0.640780603|0.010485777|-30.73805622|-59.05618983|6.101312009|-0.036384844|0.0|-17.88541558|65.80736417|0.449323734|542.9602292000001|2305.991259|-12.31872585|0.169827351|5.555044294|10.08767698|6204.37804|98.81668286|25.50202895|1351.607534|1.0|1.0|1.0|1.0|3.58|3.64|0.12|-9.82|6.3|56.27|0.0|0.0|1.0|6.0|-6.22|30.0|4.0|-4.97|397.47|0.0|1.0|5.99e-07|1.47e-06|0.000584|5.29|0.0|1.51e-10|5.99e-08|-0.03581|4.4682|3.6448|-1281.088565|631.2|1136.48|0.1412|277.48|487.16|0.70313|-1280.804272|-0.18958|3.1460000000000004|7.0|8.1549|8.1549
7h_a8|1|0|0.0|1|7.05012252|0|1.391840221|1.2793830309999998|-0.118981425|-0.00534208|-0.073219554|0.04737037|-0.0873792009999999|10.94341365|1|1|0.00084936|-0.043606497|0.052081992|-0.382578949|0|0.7051689170000001|0.095758228|0.041366689|0.507325475|0|0.771011027|-0.093181899|0.314190914|0.011647275|-53.71230941|-53.88211443|6.71377223|-0.041038456|47.81104825|-30.96107949|58.94376531|0.4346108389999999|444.4294792|1919.19991|-13.63564064|0.107169655|7.589672923999999|13.42380338|5657.402114|61.77519141|26.49502512|1086.29603|0.0|1.0|0.0|0.0|3.12|3.2|0.0|-8.46|5.49|61.58|0.0|0.0|1.0|3.0|-5.68|28.0|4.0|-5.27|373.35|0.0|1.0|2.09e-06|3.16e-06|0.00118|4.66|1.0|3.5e-09|1.31e-06|-0.06799|3.9282|3.9282|-1285.182226|593.53|999.62|0.3885|315.62|500.94|0.6963199999999999|-1285.017252|-0.22875|9.1188|10.5|4.9788|4.9788
12h_a36|1|0|0.0|0|7.412764017000001|2|1.297043828|0.0|-0.128701804|-0.0086750619999999|-0.041228471|0.039061728|-0.003014954|10.96020037|1|1|0.003077071|0.100530266|-0.1430106119999999|-0.410826531|1|0.820041835|-0.10861416|-0.089459459|0.84179881|0|0.819614525|-0.073572836|0.3726296|0.027905055|-48.17643878|-70.19826261|18.27258858|-0.035734517|1.413982241|-31.5465515|87.85958486|0.464544951|536.6941285|2391.856014|-15.32224162|0.3347454589999999|7.428908584|13.87400978|6159.17335|219.1956304|35.1736357|1899.376328|0.0|0.0|1.0|0.0|4.8|0.0|0.17|-6.69|1.89|78.43|0.0|0.0|1.0|6.0|-3.95|31.0|5.0|-6.93|411.46|0.0|0.0|0.000113|8.499999999999999e-05|35.0|2.65|0.0|2.03e-07|8.340000000000001e-05|-0.05013|5.1998|3.4554|-1347.481013|697.29|1177.89|0.5756|238.44|535.67|0.7014600000000001|-1347.199963|-0.1926|8.7377|14.0|7.8539|7.8539
7b_a8|1|0|0.0|1|7.535296702|1|1.395658671|1.4628217119999998|-0.119760914|-0.009659873|-0.038810124|0.040873016|-0.052309137|10.9465091|1|1|0.003191529|-0.039357491|-0.021509048|-0.415894017|1|0.7812177770000001|0.048462902|-0.040994467|0.677544268|0|0.7223476129999999|-0.101439013|0.282366236|0.033167971|-60.75943432|-59.93853201|19.86678613|-0.041332642|75.93423425|-36.39338307|73.70461365|0.4787988|432.6681725|1780.952171|-14.82895606|0.246064343|7.698000901|14.76972982|6185.0105140000005|147.3863936|32.83731114|1510.516312|0.0|1.0|1.0|1.0|3.49|3.37|0.09|-7.65|3.8|92.93|0.0|0.0|1.0|3.0|-5.25|30.0|5.0|-6.15|396.4|0.0|1.0|5.64e-06|1.14e-05|0.00454|3.61|0.0|2.25e-08|8.94e-06|-0.06833|4.5945|3.26|-1330.622441|621.4|1067.73|0.2517|269.85|506.21|0.7025100000000001|-1330.392289|-0.20472|12.7344|13.53|4.8687|4.8687
13_a10|0|0|0.0|1|7.535296702|1|1.343837907|2.091672336|-0.059862024|-0.0057715859999999|-0.055497169|0.038726287|-0.002128014|10.9296146|1|1|0.003791547|-0.154121136|-0.017015286|-0.345108701|2|0.78472614|0.00746881|-0.002671425|0.736686715|1|0.818027691|-0.094726989|0.4676169839999999|0.0122005|-47.88975806|-41.62089688|6.168030793|-0.030119651|0.0|-24.21093442|51.21590298|0.449563457|413.5584641|1630.880014|-7.698174391|0.285505651|5.069505473|9.209972585|4941.066161|144.338975|21.31179541|873.7836118999999|1.0|0.0|1.0|1.0|3.02|2.58|0.15|-6.6|3.81|63.83|0.0|0.0|1.0|2.0|-3.76|25.0|4.0|-6.34|328.37|1.0|1.0|0.000176|7.87e-05|0.0258|2.76|0.0|2.49e-07|8.170000000000001e-05|-0.05022|5.8308|3.8419|-1065.874094|550.83|926.41|0.3905|212.63|376.77|0.68386|-1065.68351|-0.20959|5.3726|0.16|6.7959|6.7959
14f_a23|0|1|0.0|2|7.423568444|0|1.197963246|3.366063739|-0.002304087|-0.006791105|-0.027380305|0.04255787|-0.0555907109999999|10.3132176|2|2|0.010508236|0.101910723|-0.110069159|-0.399688849|2|0.796412133|0.070514687|-0.06885759|0.71381683|1|0.894162392|-0.059927056|0.2096108239999999|0.027134452|-40.51498423|-57.07376861|18.34483401|-0.031450478|96.60179161|-27.39103254|74.08536976|0.478733036|604.5178506|2322.5224120000003|-14.37516058|0.334221706|8.124287407|15.58565565|6768.918745|225.9578225|31.93672236|1628.77284|0.0|1.0|1.0|1.0|3.57|3.61|0.09|-7.51|4.03|114.25|1.0|0.0|1.0|6.0|-5.63|32.0|5.0|-6.47|441.51|0.0|0.0|2.32e-06|9.57e-06|0.0042299999999999|3.55|0.0|3.11e-08|1.3699999999999998e-05|-0.07163|5.8184|3.5753|-1744.452086|711.98|1210.19|0.2462|213.09|572.35|0.6733399999999999|-1744.182678|-0.21743|9.1089|2.0|8.6459|8.6459
40_a47|0|1|0.0|1|6.823286122000001|0|1.420389717|1.715145925|-0.246203395|-0.004181351|-0.0934645509999999|0.041396825|-0.038143308|10.98214138|1|1|0.003634698|-0.130213023|-0.147591116|-0.2636225|3|0.836942961|0.018609507|0.090270598|0.607650682|1|0.812233678|-0.060416547|0.237173658|0.02047837|-32.5926343|-44.90375373|11.04737121|-0.027052191|0.0|-17.58259718|60.97203959|0.4574577489999999|438.171933|868.5333132000001|-7.872806386000001|0.426343267|7.042383142|12.98034048|4862.524893|229.9974239|25.43981292|1017.592517|1.0|1.0|1.0|1.0|3.07|2.91|0.11|-7.08|4.04|68.52|0.0|0.0|1.0|3.0|-3.26|25.0|5.0|-6.78|334.35|1.0|1.0|0.000546|0.000192|0.0643|2.19|0.0|8.339999999999999e-08|2.79e-05|-0.05086|4.0176|3.7236|-1123.174467|571.5|947.27|271.0|308.6|444.47|0.68492|-1122.9968210000002|-0.20317|6.5995|4.0|8.4|8.4
11b_a50|0|1|0.0|2|7.927685046000001|1|1.3979498330000002|4.071188272|-0.154649459|-0.002908227|-0.014702942|0.038040936|-0.218953127|10.94500697|2|2|0.012037198|-0.013155246|-0.162848233|-0.266743077|1|0.800774662|-0.146696566|-0.20645662|0.667956827|1|0.931316325|-0.0445367309999999|0.229754094|0.019455771|-23.23499995|-36.43643854|10.1501574|-0.02494328|86.04123302|-12.12179711|47.72173991|0.42907551|485.8716402|1650.235214|-6.788943965|0.357948005|5.697537591000001|9.979494111|4884.730303|186.7429782|20.26785036|851.2497152000001|0.0|1.0|1.0|1.0|3.44|2.84|0.15|-5.87|3.73|48.53|0.0|0.0|2.0|2.0|-3.58|25.0|3.0|-6.24|327.38|1.0|1.0|0.000263|6.97e-05|0.0228|2.9|0.0|1.35e-06|0.000441|-0.02817|4.6471|3.9863|-1045.98235|560.06|955.4|195.0|266.8|431.63|0.64477|-1045.798634|-0.19501|3.7922|1.7|5.7696|5.7696
12bh_a36|1|0|0.0|0|7.412764017000001|2|1.297043258|0.0|-0.052761366|-0.006687484|-0.047482048|0.044197531|0.075747971|10.94728093|1|1|0.0045625|0.0016901289999999|-0.101854847|-0.43574839|1|0.78699829|-0.211972014|-0.0591586759999999|0.857993338|0|0.833491953|-0.070687668|0.317612728|0.017627098|-47.04367494|-66.28126709|11.73109101|-0.035569289|0.0|-31.30825225|76.46867897|0.482052584|554.7010591|2437.805332|-15.75398235|0.216705778|7.545637217999999|14.56834609|5957.443236|144.22085800000002|30.2209316|1692.3721690000002|0.0|0.0|1.0|0.0|4.95|0.0|0.21|-7.34|2.5|69.2|0.0|0.0|1.0|5.0|-4.54|31.0|4.0|-6.38|409.49|1.0|1.0|2.8600000000000004e-05|2.5e-05|0.0102|3.41|0.0|4.55e-08|1.86e-05|-0.0525299999999999|3.8811|3.6255|-1311.589612|715.94|1208.61|0.4386|319.46|575.23|0.7039|-1311.293683|-0.20168|7.7975|14.0|7.8539|7.8539
17_a20|1|0|0.0|0|6.842683282|0|1.4012598180000002|0.0|-0.064380628|-0.005457467|0.00038506|0.0388043479999999|0.038629586|10.94884838|1|1|0.000922796|0.1134578219999999|-0.116922879|-0.456415963|3|0.7494736590000001|-0.131511077|-0.127696675|0.71987165|1|0.912053544|-0.063665681|0.3874475579999999|0.015032258|-41.75129828|-53.38406095|9.857999796|-0.0315649079999999|10.50834496|-27.38007162|64.39681425|0.455285305|598.1153253|2210.790304|-13.57480888|0.24569612|8.198616089|15.05121151|6012.640572|161.12498630000002|27.44244402|1344.679757|1.0|1.0|1.0|1.0|3.5|2.83|0.08|-10.14|4.85|91.14|0.0|0.0|0.0|4.0|-5.36|31.0|5.0|-6.09|402.45|0.0|1.0|4.4e-06|8.35e-06|0.00336|3.75|0.0|7.19e-11|2.9e-08|-0.0706799999999999|3.3926|3.3926|-1291.949041|673.68|1157.26|0.2977|365.45|543.09|0.69839|-1291.692325|-0.21089|5.3075|2.25|5.6478|5.6478
3b_a32|1|1|0.0|0|7.758333467000001|0|0.609420808|0.0|0.046791596|-0.007388108|-0.064476472|0.042528736|-0.1113575119999999|10.31100281|3|3|0.00020567|-0.078754696|-0.0791178979999999|-0.536470812|0|0.800396027|0.094335058|0.167519182|0.7725667079999999|1|0.8407393809999999|-0.073068133|0.2719741|0.014636992|-35.8437493|-49.22963237|7.180211702|-0.033451833|0.0|-17.58323784|56.82775081|0.460751087|412.4267349|1084.520517|-8.049905042|0.2358716619999999|5.765940603|10.69254007|4448.251276|115.707414|21.47528975|708.6845618|1.0|1.0|1.0|1.0|3.11|2.57|0.13|-6.5|4.43|110.94|0.0|0.0|1.0|2.0|-5.73|21.0|3.0|-5.57|312.41|0.0|1.0|1.86e-06|2.23e-05|0.00697|3.71|0.0|3.19e-07|9.97e-05|-0.05396|3.5545|3.5545|-1594.121087|524.46|857.0|0.2905|348.81|396.83|0.70257|-1594.0008779999998|-0.20137|5.7777|6.0|8.2366|8.2366
8_a47|0|0|0.0|0|7.252053952000001|1|1.24688044|0.0|0.003732288|-0.007835945|-0.099564745|0.0363475179999999|-0.153669322|10.93671024|0|0|-0.007648516|-0.177626636|-0.00158075|-0.4497577479999999|2|0.7847248109999999|-0.035681436|-0.223459904|0.659210804|1|0.8497568740000001|-0.075955381|0.517797505|0.008687692|-44.09728708|-53.11155658|5.043798869|-0.035797309|0.0|-25.60148752|60.62152862|0.414302597|493.3419136|2217.264922|-12.06582525|0.180297967|6.492934319|11.08581716|6219.278078|104.6752861|25.35407034|1166.287236|1.0|0.0|1.0|1.0|3.02|3.21|0.13|-9.25|6.77|58.04|0.0|0.0|1.0|4.0|-6.59|29.0|4.0|-4.79|405.85|0.0|1.0|2.56e-07|6.490000000000001e-07|0.000263|5.61|0.0|5.62e-10|2.28e-07|-0.05495|3.6696|3.6696|-1686.068471|621.06|1071.62|0.2249|337.87|433.38|0.6877800000000001|-1685.8518170000002|-0.2085199999999999|4.6281|0.05|7.3|7.3
9a_a31|1|0|0.0|0|7.765993078999999|1|0.6101356720000001|0.0|-0.009086485|-0.01391798|-0.093457477|0.036891534|0.03406986|10.31169772|2|2|-0.0033853629999999|-0.084652799|-0.093527289|-0.542342338|0|0.782715368|0.045292529|-0.001313433|0.76226755|0|0.691768132|-0.100906991|0.235442032|0.033245595|-64.75697831|-78.6954713|21.33533299|-0.043430228|95.14995868|-41.55773748|94.03540892|0.484502446|443.941629|1955.13855|-17.886392|0.262241245|7.812278516|15.15483138|6273.506211999999|168.29310269999996|37.77835579999999|1813.361078|1.0|1.0|1.0|1.0|3.6|2.78|0.14|-8.13|4.02|117.37|0.0|0.0|1.0|6.0|-5.62|30.0|5.0|-6.39|418.47|0.0|1.0|2.42e-06|1.7100000000000002e-05|0.00715|3.47|0.0|7.35e-09|3.07e-06|-0.04275|3.7892|3.7892|-1691.9526239999998|680.72|1145.99|0.7028|327.21|540.01|0.7028|-1691.716118|-0.20032|6.2203|0.15|6.8239|6.8239
19h_a38|1|0|0.0|0|7.412764017000001|2|1.297044177|0.0|-0.088176988|-0.007781653|-0.082283951|0.042622739|-0.043452674|10.96083376|1|1|-0.000673716|0.303981987|-0.101303149|-0.420225236|1|0.819222745|-0.054149342|-0.121374121|0.698414933|0|0.7746288020000001|-0.082211319|0.3263113569999999|0.021234963|-48.43313101|-64.79649453|12.51014765|-0.03959525|0.0|-28.533396600000003|76.70128100000001|0.47459722|456.3568442|1839.424968|-13.74247449|0.24620669|6.820483788|12.98143834|6253.901215|145.047677|30.94580137|1547.290068|1.0|1.0|1.0|1.0|4.8|2.43|0.14|-6.86|2.55|81.23|0.0|0.0|1.0|5.0|-4.14|30.0|4.0|-6.77|401.44|0.0|1.0|7.209999999999999e-05|6.77e-05|0.0272|2.78|0.0|1.4e-07|5.610000000000001e-05|-0.05708|3.7384|3.5358|-1332.187847|626.65|1092.17|0.2355|331.65|452.01|0.69012|-1331.941646|-0.20379|9.0777|9.0|8.0348|8.0348
18_a3|1|0|0.0|0|6.605297921|0|1.43179288|0.0|-0.256375952|-0.003487792|-0.021283637|0.034712644|0.042606196|10.96965878|1|1|0.005799063|0.150826737|-0.035611069|-0.2495754869999999|3|0.714658751|0.0355413979999999|-0.051083228|0.6858831809999999|1|0.8419576209999999|-0.069839069|0.217881538|0.013796397|-31.07331853|-37.67445366|6.1383958|-0.031753312|0.0|-13.82537222|48.19055867|0.483376636|374.610053|703.8534116000001|-6.285899403999999|0.317507797|5.293627315|10.24658906|3928.183499|141.2679329|20.70048575|662.4155441|1.0|0.0|1.0|1.0|2.62|1.81|0.0|-6.83|3.08|67.35|0.0|0.0|1.0|2.0|-2.82|21.0|4.0|-6.7|273.29|1.0|1.0|0.0015|0.000537|147.0|1.79|0.0|1.49e-07|4.07e-05|-0.05769|3.9765|3.9765|-889.9619321|482.41|784.04|0.3326|311.79|330.54|0.6671699999999999|-889.850598|-0.2218|3.3664|0.03|7.5229|7.5229
3d_a49|0|0|0.0|1|7.535296702|1|0.406515615|2.089548665|-0.0960135969999999|-0.003398408|-0.3456333889999999|0.036335697|-0.068390038|10.35020259|1|1|-0.004253844|-0.149675594|-0.075636705|-0.202380888|2|0.808676284|0.01450704|0.029549308|0.846953747|1|0.733071652|-0.099295364|0.464410121|0.009601398|-57.52001036|-54.67520803|5.561916586000001|-0.036147237|0.0|-33.32030276|65.59130031|0.486368221|424.6551631|1660.7054380000002|-12.12984007|0.243377955|6.612715522999999|12.87442833|6018.145364|140.9844521|27.67490257|1300.720421|0.0|0.0|1.0|1.0|3.29|0.0|0.15|-6.15|4.46|121.39|0.0|0.0|1.0|4.0|-5.19|28.0|5.0|-6.58|392.45|0.0|1.0|6.42e-06|3.6200000000000006e-05|0.0142|2.98|0.0|7.1e-07|0.000278|-0.05766|5.1844|3.8907|-1594.595995|615.3|1044.19|0.2899|239.15|455.47|0.67215|-1594.380348|-0.21913|2.3278|2.34|5.6308|5.6308
