molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|nARing|MATS2c|AATSC1c|AATSC1s|JGI4|SaaaC|MATS8i|BCUTi-1|n5aHRing|AATSC7i|MATS1i|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|PBF|FPSA3|PNSA3|PNSA5|PPSA3|FNSA4|WNSA5|RPCS|FNSA2|PNSA4|DPSA3|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
10_a27|0.0|0|0|0.0|0.0|0|0.122016352|-0.006285923|-0.044164147|0.040512821|1.296293777|0.034318674|10.93783185|1|-0.309727442|-0.2030237389999999|0.639413469|0.804375252|-0.001453596|0.862408925|0.614205449|0.346344305|0.017676458|-32.5969511|-46.27574168|9.399794974|-0.031079371|-24.60801194|49.19800605|-1.305333567|-16.5270506|41.99674607|-694.1361252|0.254639309|6.761146212000001|12.9316403|0.912640238|4894.8090170000005|-369.1201792|22.1732254|-260.9504933|931.2754667000002|424.8821143|8.782938574|0.0|1.0|0.0|1.0|3.01|0.16|-6.24|2.81|0.0|0.0|1.0|4.0|-6.51|331.37|0.0|1.0|2.74|0.0882|2.55|0.0|5.81e-07|0.000192|4.1495|573.31|958.95|298.79|0.4452|298.79|450.26|0.63894|0.63894|-1082.956472|0.4452|-0.16805|4.6684|-0.21785|0.0227416|7.1612|7.1612
13g_a6|0.0|1|0|3.457632039|0.0|0|-0.0961994219999999|-0.006574579|0.004767264|0.043020833|1.648997541|0.073394284|10.95053423|1|0.061423911|-0.12414699|0.836982172|0.774238891|-0.144664763|0.832753533|0.789769968|0.2141642839999999|0.017637229|-51.67543048|-64.02222283|12.28038897|-0.0323525729999999|-44.57717132|0.0|-1.747038966|-22.52633766|63.95581946|-1216.422234|0.264266646|7.968172425|14.34268783|0.7999971709999999|6332.20768|-846.9662551000001|30.61752948|-328.2712049|1653.346592|744.1359788|12.48355309|1.0|1.0|1.0|1.0|3.61|0.12|-10.57|5.41|2.0|0.0|0.0|5.0|-6.31|431.49|0.0|0.0|3.47|0.0012|3.7|0.0|2.67e-11|1.15e-08|3.2472|739.55|1253.71|381.82|0.8442|207.09|592.49|0.38325|0.7034100000000001|-1386.3020800000002|0.0105|-0.1327|10.1708|-0.20806|0.03802398|6.9245|6.9245
3b_a12|0.0|0|0|0.0|0.0|1|0.156777705|-0.007916598|-0.043495794|0.0375|0.0|-0.065558712|10.9540388|0|-0.19952566|-0.071149325|0.914614654|0.768772928|-0.007397776|0.82914101|0.802482465|0.073824142|0.0103611969999999|-33.57216667|-46.11064215|5.401901357000001|-0.034016616|-24.04018959|0.0|-1.326648015|-17.73486237|38.97406803|-691.6596323|0.2311778089999999|6.6333156660000006|10.88757628|0.64134753|4665.346939|-360.6028438|23.06757345|-280.3056362|899.6353646|406.0361621|8.665655511|1.0|1.0|0.0|1.0|3.82|0.05|-8.1|4.05|1.0|0.0|1.0|3.0|-5.65|332.79|0.0|1.0|3.59|0.0184|3.78|0.0|7.91e-09|2.63e-06|3.7741|548.05|915.37|328.51|0.5013|294.55|426.66|0.53738|0.6654800000000001|-1410.826913|0.2418|-0.15229|5.9551|-0.2232|0.02444371|7.3098|7.3098
47c_a18|0.0|0|0|0.0|0.0|1|0.02368001|-0.007068829|-0.048726885|0.032688172|0.0|-0.058748345|10.94702285|0|0.071793992|-0.212991596|0.784328127|0.758269842|0.050944273|0.7912974190000001|0.7601847759999999|0.246894346|0.015864085|-57.54296759|-75.57063623|12.75381432|-0.0321917939999999|-60.75445536|103.416376|-2.350000928|-25.88035487|70.29678191|-1889.265906|0.251001849|9.566965871|18.73268473|0.958059115|7527.530240999999|-1518.861384|34.55329606|-400.3604527|2522.390613|1167.054827|13.19009806|1.0|0.0|1.0|1.0|4.61|0.3|-9.18|2.84|3.0|2.0|1.0|4.0|-6.61|513.63|0.0|0.0|2.42|0.000947|3.98|1.0|6.67e-10|3.42e-07|3.1096|850.89|1505.09|398.71|0.5869|398.71|790.07|0.6983199999999999|0.6983199999999999|-1664.201034|0.5869|-0.12841|3.3075|-0.17331|0.03115159|8.5229|8.5229
19a_a38|0.0|1|0|3.3685352889999995|0.0|2|-0.084389038|-0.007986407|-0.082283951|0.043848238|0.0|-0.122385526|10.96083376|1|0.116434494|-0.101303149|0.724208473|0.819222745|-0.133130383|0.8741648479999999|0.698414933|0.298938581|0.022142322|-51.36166266|-64.73159672|13.23456869|-0.038988111|-38.69037594|0.0|-1.949405536|-23.30337482|64.59623135|-1165.168741|0.255203463|6.923156054|12.96056449|0.872060139|6115.030149|-696.4267669|31.28824271|-292.6320538|1564.412135|595.8790650000001|12.47635608|1.0|1.0|1.0|1.0|4.83|0.14|-6.86|3.13|1.0|0.0|1.0|4.0|-6.77|401.44|0.0|0.0|2.68|29.0|2.78|0.0|1.4e-07|5.610000000000001e-05|3.6504|628.65|1092.25|339.65|0.2668|316.19|466.55|0.6329100000000001|0.68835|-1331.94466|0.0721|-0.15108|4.7986|-0.20379|0.03338983|8.0106|8.0106
19e_a38|0.0|1|0|3.376977671|0.0|2|-0.082311936|-0.007550899|-0.10490608|0.04508642|0.0|-0.104569193|10.94917392|1|0.045449529|-0.091460175|0.723755855|0.839953955|-0.064035403|0.89459881|0.700181525|0.552393659|0.02118651|-56.34606212|-68.82539051|14.27562164|-0.03783113|-46.37503972|16.39385667|-2.042881001|-25.49088538|70.62168376|-1376.50781|0.250809026|6.596408983|12.34352977|0.871249918|6531.762734|-927.5007945|34.02454948|-335.8133169|1837.325672|696.3887025|13.55346651|0.0|1.0|1.0|1.0|4.96|0.12|-7.28|4.03|2.0|0.0|1.0|4.0|-6.39|427.48|0.0|0.0|3.3|0.0049|3.55|0.0|5.27e-08|2.25e-05|3.8587|685.34|1183.12|321.31|0.3948|236.96|532.67|0.41961|0.58509|-1409.315831|0.3738|-0.15584|5.8426|-0.20723|0.03483011|8.0083|8.0083
10_a4|0.0|0|0|0.0|0.0|1|-0.180140166|-0.002959121|0.005483539|0.038699764|2.149387791|-0.122141977|10.92992762|1|0.014917047|-0.083887216|0.6990620390000001|0.810105167|-0.150288496|0.861225169|0.6799081490000001|0.43000216|0.014582852|-29.52653193|-45.97324097|8.440134933|-0.027007048|-26.60798798|64.26218096|-1.350352423|-15.63090193|37.96666686|-781.5450965|0.255470315|5.759414166|11.20225306|0.945033425|5598.949417|-452.3357957|20.99433004|-283.0534799|1049.716502|594.7358385|8.126406226|1.0|1.0|1.0|1.0|3.46|0.26|-8.07|4.93|2.0|0.0|1.0|4.0|-5.83|370.45|0.0|1.0|3.9|0.00818|3.85|0.0|8.51e-09|3.15e-06|3.6465|619.99|1083.65|340.01|0.1792|249.6|470.02|0.4662|0.7038399999999999|-1183.54701|0.0176|-0.15561|1.4517|-0.2025|0.02232068|7.0555|7.0555
47k_a18|0.0|0|0|0.0|0.0|1|0.029145635|-0.0067578909999999|-0.0605329409999999|0.033777778|0.0|-0.02822032|10.94702256|0|-0.026672956|-0.279965025|0.762665453|0.721697829|-0.014398731|0.753132457|0.737517943|0.3533268229999999|0.015080484|-51.59195677|-69.77479556|11.91029894|-0.030255779|-55.10689702|58.77865447|-2.208671853|-23.89547793|63.50225571|-1744.369889|0.284695579|9.777177947|18.35217454|0.877042091|7575.637462000001|-1377.672426|33.40602576|-340.0872332|2438.639881|1167.054827|14.46395816|1.0|1.0|1.0|1.0|4.66|0.3|-8.44|2.39|3.0|2.0|1.0|4.0|-6.41|513.63|0.0|0.0|2.53|0.000742|4.26|1.0|3.6099999999999997e-09|1.85e-06|3.0948|842.29|1492.36|400.63|0.5920000000000001|400.63|793.48|0.69823|0.69823|-1664.2657390000002|0.5920000000000001|-0.1277599999999999|4.1818|-0.17135|0.02802749|7.5376|7.5376
14a_a10|0.0|0|0|0.0|0.0|2|-0.2090476269999999|-0.002047597|0.0437538159999999|0.035660377|2.070512208|-0.045759336|10.92970798|1|0.042968756|-0.220250238|0.76857495|0.7348225290000001|-0.007680215|0.770129205|0.740051323|0.43555903|0.0135610389999999|-32.23041637|-51.23835032|9.840503082|-0.018970051|-37.18086445|134.15514270000003|-1.270993412|-13.76552695|42.07091945|-922.2903058|0.457984122|10.0292632|18.88856367|0.8833450959999999|6754.660977|-669.2555601|25.39690722|-60.97724212|1701.592784|1003.968547|15.9041322|1.0|1.0|1.0|1.0|3.98|0.39|-8.18|4.16|1.0|0.0|1.0|6.0|-6.82|468.59|0.0|1.0|3.43|0.0288|3.29|0.0|6.55e-09|3.07e-06|3802.0|800.01|1380.89|326.1|0.2835|222.16|645.26|0.34245|0.7047100000000001|-1489.42155|0.0005|0.2422099999999999|3.1205|0.19621|-0.14757681|7.1308|7.1308
3k_a32|0.0|1|1|3.644417045|0.0|1|-0.001009768|-0.005745086|-0.001250803|0.0381981979999999|2.256213388|-0.0902541999999999|10.31100271|3|-0.084055305|-0.050938823|0.816196288|0.779649252|-0.129124455|0.8306695270000001|0.7681279190000001|0.31016741|0.0123637989999999|-40.10830541|-51.21653025|6.970844822|-0.029575784|-28.87643819|0.0|-1.271758703|-16.67514938|47.07915023|-717.0314235000001|0.21942773|6.153598893|11.6688363|0.89626209|5259.698672|-404.2701347|21.36272325|-316.3794102|918.5970998|506.658189|6.9505405620000005|1.0|1.0|1.0|1.0|3.47|0.32|-7.23|7.12|2.0|0.0|1.0|3.0|-5.01|366.5|0.0|0.0|4.75|3.3600000000000004e-05|4.97|0.0|5.86e-08|2.15e-05|3.5363|611.65|1022.89|350.6|0.3082|350.6|452.36|0.70268|0.70268|-1749.957584|0.3082|-0.14667|3.2233|-0.19988|0.02654958|8.0605|8.0605
3p_a32|0.0|1|1|3.456037415|0.0|1|0.007752757|-0.008735261|-0.028895521|0.036666667|2.1365141480000003|-0.111150118|10.31100269|3|-0.092884784|-0.146606489|0.737842269|0.8599558070000001|-0.120768771|0.918782026|0.6956696440000001|0.366898545|0.021264377|-41.73212799|-58.13283248|12.5150622|-0.029183126|-34.21384146|57.82331968|-1.28405753|-17.1756096|54.24719019|-755.7268222|0.380032117|6.243062200000001|10.69458635|0.713035367|5960.446219|-444.779939|27.70403125|-141.21321609999998|1218.977375|530.5658569|14.94356622|0.0|1.0|1.0|1.0|3.38|0.26|-6.79|6.06|1.0|0.0|1.0|4.0|-6.8|395.5|0.0|0.0|3.23|0.00308|2.7|0.0|1.62e-07|6.4e-05|3.6436|626.32|1057.58|340.28|0.3083|340.28|471.04|0.7017100000000001|0.7017100000000001|-1879.350471|0.3083|-0.15055|4.3094|-0.20018|0.02642856|7585.0|7585.0
galu_a46|0.0|0|0|0.0|0.0|1|0.048375705|-0.00642454|-0.080432741|0.039550827|1.721297609|-0.094815394|10.92740177|1|-0.150645957|0.028964355|0.702976795|0.81708619|-0.173285585|0.875868891|0.6848692759999999|0.5235416979999999|0.01235603|-50.93538037|-49.84028137|6.915480101|-0.03220981|-27.89483984|68.43088526|-1.513861067|-18.02733582|57.85086047|-847.2847833999999|0.2167824069999999|6.445819025|12.12170938|0.880553787|5641.451892|-474.2122773|23.01702105|-317.0250717|1081.799989|542.7276591|7.817173532999999|1.0|1.0|1.0|1.0|3.27|0.18|-7.13|3.69|1.0|0.0|1.0|4.0|-6.86|369.42|0.0|0.0|2.84|52.0|2.39|0.0|7.45e-08|2.75e-05||||||||||||||||7.2924|7.2924
30_a47|0.0|0|1|0.0|0.0|0|-0.069449687|-0.0092264759999999|-0.184735553|0.038387534|1.192095911|-0.008774855|10.95005723|1|0.029343834|-0.035472095|0.6850994429999999|0.8485444809999999|0.074217097|0.913855507|0.651797437|0.384732322|0.022747897|-64.94243028|-64.38108459|13.64937081|-0.0383202979999999|-38.63044093|76.90733636|-1.609452527|-22.9932445|78.59180109|-965.7162688|0.320552431|6.886726437999999|12.94704346|0.879999675|5852.817155|-579.456614|33.84108731|-215.3470619|1421.325667|457.1122177|16.87442216|1.0|1.0|1.0|1.0|3.03|0.05|-7.24|2.71|1.0|0.0|1.0|5.0|-6.95|396.81|0.0|0.0|2.61|24.0|2.5|0.0|5.74e-08|2.28e-05|3.7159|615.85|1032.35|333.66|0.3566|333.66|478.04|0.6944899999999999|0.6944899999999999|-1695.931037|0.3566|-0.1517|2.7493|-0.20813|0.0420327|7.9|7.9
5d_a40|0.0|0|0|0.0|0.0|1|-0.071479892|-0.005662681|0.0418378229999999|0.044526749|0.716041667|0.2078052269999999|10.31198333|2|-0.259985037|-0.0038660009999999|0.496945486|0.8092726020000001|0.0451110059999999|0.877722972|0.483934049|0.049855551|0.022027556|-39.55506228|-43.26473143|10.10860823|-0.0377110779999999|-19.85450535|53.85026982|-1.131332331|-17.30589257|49.66367051|-519.1767771000001|0.188819426|6.288958592999999|12.09256826|0.922825231|4051.712713|-238.2540642|21.3342049|-285.606135|640.0261471|243.4287716|6.713853887999999|0.0|1.0|0.0|0.0|3.02|0.21|-4.32|4.08|0.0|1.0|2.0|4.0|-5.94|287.31|0.0|1.0|3.1|17.0|2.98|0.0|4.7600000000000005e-05|0.0137|3.7374|473.48|765.69|331.74|0.4493|331.74|365.74|0.69613|0.69613|-1276.751174|0.4493|-0.14851|7.0422|-0.2164699999999999|0.01667985|7.7212|7.7212
27c_a34|0.0|0|0|0.0|0.0|1|0.02583752|-0.014036512|-0.1450543259999999|0.041728395|0.0|-0.028344637|10.95447877|1|-0.132026575|-0.128393271|0.850511415|0.783333463|-0.0239323839999999|0.8353837409999999|0.804740647|0.32643486|0.0304948179999999|-76.84420762|-84.73908278|20.51361454|-0.042782312|-57.00328784|119.8660257|-2.26746252|-28.77931113|97.35782216|-1525.30349|0.261802571|8.808655321|15.31184469|0.738272657|6308.331369|-1026.059181|38.98592708|-320.4669239|2066.254135|673.8038326000001|15.45573273|1.0|1.0|1.0|1.0|3.55|0.12|-7.67|3.11|1.0|0.0|1.0|5.0|-6.85|427.46|0.0|0.0|2.83|0.00759|2.9|0.0|2.13e-08|9.1e-06|3.9186|709.72|1203.69|316.4|0.2385|289.89|558.04|0.68683|0.70336|-1426.246896|0.0093|-0.1589|7.6204|-0.19682|0.03913684|6.0969|6.0969
12i_a36|0.0|1|0|3.27619957|-4.787087299|2|0.043792895|-0.016027043|-0.29543904|0.0438779959999999|0.0|0.128325344|10.96020192|1|0.135587069|-0.1187503719999999|0.647732719|0.820041835|-0.01509434|0.87043328|0.624142499|0.332782117|0.01973953|-54.81607619|-75.66036485|12.71877085|-0.045665229|-48.75024044|0.52902639|-2.46592234|-29.42347522|67.53484704|-1588.867662|0.230870141|7.549683919|13.98728916|0.8526986440000001|7707.634338|-1023.755049|38.2555363|-346.8168661|2065.79896|672.4630346|14.45246358|0.0|1.0|1.0|0.0|4.8|0.17|-7.14|3.31|2.0|0.0|1.0|8.0|-6.4|465.43|0.0|0.0|2.65|0.00291|3.86|0.0|7.24e-08|3.37e-05|3.7496|666.79|1172.5|330.66|0.5402|237.08|504.47|0.34255|0.70134|-1644.954647|0.1516|-0.1541|5.1836|-0.20475|0.03165678|7.9208|7.9208
40_a47|0.0|0|1|0.0|0.0|0|-0.246203395|-0.004181351|-0.0934645509999999|0.041396825|1.566109469|-0.038143308|10.98214138|1|-0.130213023|-0.147591116|0.63155995|0.836942961|0.090270598|0.900790582|0.607650682|0.237173658|0.02047837|-32.5926343|-44.90375373|11.04737121|-0.027052191|-24.22401965|0.0|-1.082087641|-14.59371996|43.64000551|-583.7487984|0.426343267|7.042383142|12.98034048|0.843174422|4862.524893|-314.91225539999994|25.43981292|-79.47051169|1017.592517|388.178924|16.06828586|1.0|1.0|1.0|1.0|3.07|0.11|-7.08|2.96|0.0|0.0|1.0|5.0|-6.78|334.35|0.0|1.0|2.72|183.0|2.19|0.0|8.339999999999999e-08|2.79e-05|3.7236|571.5|947.27|332.97|271.0|308.6|444.47|0.67615|0.68492|-1122.9968210000002|0.2612|-0.15231|4.7542|-0.20317|0.02983032|8.4|8.4
6b_a31|0.0|1|0|3.404988662|0.0|1|0.052690797|-0.016070861|-0.178758575|0.037803618|0.0|-0.032090772|10.31169819|2|0.1978523089999999|-0.002840672|0.838789705|0.78240875|-0.084489161|0.841537966|0.795570315|0.146652651|0.032992761|-73.70779766|-78.37648097|20.12924648|-0.045675611|-47.81835367|101.4993391|-2.055402513|-27.86719323|93.83704414|-1254.023695|0.254079586|7.513612533|14.46878435|0.925676135|6099.567787|-765.0936586|37.35947255|-300.0775025|1681.1762649999998|536.6368656000001|14.72939894|1.0|1.0|1.0|1.0|3.55|0.1|-7.33|5.19|1.0|0.0|1.0|5.0|-6.5|404.44|0.0|0.0|3.3|0.000947|3.2|0.0|4.67e-08|1.89e-05|3.2949|637.06|1077.19|376.29|0.4967|376.29|492.36|0.7013199999999999|0.7013199999999999|-1652.44739|0.4967|-0.13345|5.9085|-0.1918|0.03623358|7.2676|7.2676
4_a27|0.0|0|0|0.0|0.0|0|0.082486268|-0.006181204|-0.058641975|0.0456410259999999|1.274166982|0.13397347|10.93736915|1|-0.459570857|-0.2030237389999999|0.639413469|0.7853766809999999|-0.024800302|0.842039655|0.614205449|0.3485918529999999|0.0201467639999999|-29.89961815|-40.79296366|10.43112657|-0.0281385239999999|-21.12083948|58.27512057|-1.181818|-14.56891559|40.33074472|-611.8944548999999|0.317514326|6.01592535|10.82331334|0.799110312|4988.6278600000005|-316.8125922|21.34684457|-188.9664429|896.5674718|424.8821143|10.54344507|0.0|1.0|0.0|1.0|3.11|0.16|-6.22|2.94|0.0|0.0|1.0|4.0|-6.51|331.37|0.0|1.0|2.8|0.0882|2.55|0.0|6.04e-07|0.0002|4.1288|555.75|946.77|300.29|0.2002|223.46|445.65|0.36899|0.6089899999999999|-1082.963712|0.1741|-0.17034|2.7371|-0.21533|0.01877181|8.3979|8.3979
1l_a5|0.0|1|0|2.964063799|0.0|0|-0.244609612|-0.00183668|-0.0052651969999999|0.025672515|0.0|-0.019865028|10.94421389|1|-0.179824092|0.0271820189999999|0.7245669790000001|0.7656671279999999|-0.091849662|0.818803517|0.71872376|0.357062421|0.0078543119999999|-38.79937717|-38.27406105|4.43679678|-0.026512937|-21.62050954|0.0|-1.219595099|-14.9768065|43.23617395|-688.9330988|0.230593886|7.401206343999999|14.03493287|0.896303416|4665.793689|-389.1691717|19.46541135|-304.3678822|895.4089219|518.5792364|7.374136537999999|1.0|0.0|1.0|1.0|2.98|0.14|-8.83|5.56|1.0|0.0|1.0|3.0|-5.4|340.42|0.0|1.0|4.06|0.00308|4.19|0.0|1.4800000000000003e-09|5.02e-07|4.3664|609.85|1033.47|283.95|0.4921|267.19|486.81|0.45892|0.57392|-1069.047151|187.0|-0.1779|2.1987|-0.21939|0.03182983|7.4949|7.4949
17a_a10|0.0|0|0|0.0|0.0|2|-0.218519541|-0.004333189|0.021150127|0.036545455|1.863045777|-0.093735748|10.92970797|1|-0.132166258|-0.225935253|0.7019075779999999|0.76281504|0.054069767|0.8044827790000001|0.673253555|0.463842217|0.020088947|-39.18491085|-58.46202420000001|14.20303963|-0.023625536|-41.33310046|87.61514901|-1.488408763|-16.70343549|53.38795048|-1052.3164359999998|0.4352739579999999|8.621193279|16.96492079|0.967815851|7078.918870999999|-743.9958084|29.57794442|-91.52361858|1863.410498|911.2106544|18.02431251|1.0|1.0|1.0|1.0|3.8|0.33|-7.32|3.31|1.0|0.0|1.0|6.0|-7.43|468.55|0.0|1.0|2.64|0.0986|2.43|0.0|4.74e-08|2.22e-05|3.9887|767.6|1326.24|310.84|0.2142|224.26|603.73|0.32889|0.67671|-1524.187115|0.0867|-0.16562|4.1012|-0.21203|0.03725238|7.3098|7.3098
12bh_a36|0.0|1|0|3.50075137|0.0|2|-0.052761366|-0.006687484|-0.047482048|0.044197531|0.0|0.075747971|10.94728093|1|0.0016901289999999|-0.101854847|0.902377067|0.78699829|-0.0591586759999999|0.833398429|0.857993338|0.317612728|0.017627098|-47.04367494|-66.28126709|11.73109101|-0.035569289|-44.11115058|0.0|-1.991880197|-23.6718811|58.77476595|-1325.625342|0.216705778|7.545637217999999|14.56834609|0.930697921|5957.443236|-882.2230117|30.2209316|-377.0728785|1692.3721690000002|729.1873176|10.18741188|0.0|0.0|1.0|0.0|4.95|0.21|-7.34|3.76|1.0|0.0|1.0|4.0|-6.38|409.49|0.0|1.0|2.42|0.0117|3.41|0.0|4.55e-08|1.86e-05|3.6255|715.94|1208.61|341.97|0.4386|319.46|575.23|0.69377|0.7039|-1311.293683|11.0|-0.14915|5.8338|-0.20168|0.03071385|7.8539|7.8539
12bg_a36|0.0|1|0|3.434779148|0.0|2|-0.040957653|-0.0076819|-0.044573523|0.044197531|0.0|-0.060117593|10.95885259|1|0.097928606|-0.101451485|0.884841888|0.836170906|-0.033696875|0.892249657|0.771220556|0.543472602|0.019606406|-51.74990566|-70.42534258|13.44952052|-0.036959207|-48.31008346|14.85588272|-1.847960372|-25.35312333|65.19942617|-1267.656166|0.252132272|7.549463377|14.04434294|0.860310096|6753.439903|-869.5815023|33.900544700000005|-340.0625449|1695.0272350000002|661.6709012|13.35534589|0.0|1.0|1.0|0.0|4.75|0.14|-7.76|3.99|2.0|0.0|1.0|4.0|-6.26|450.32|0.0|1.0|2.82|0.00372|3.93|0.0|1.74e-08|7.83e-06|3.8944|703.94|1186.75|318.36|0.4409|318.36|554.7|0.69395|0.69395|-2151.914954|0.4409|-0.15743|6.6844|-0.21166|0.03334656|7.8239|7.8239
18d_a25|0.0|0|0|0.0|0.0|0|-0.0881447869999999|-0.0029605|0.024310576|0.042843137|2.029297802|-0.070413428|10.31285314|1|-0.055336237|-0.035684977|0.722349659|0.780221059|0.029728702|0.838260077|0.696372329|0.278576218|0.011158458|-46.31109519|-57.45144813|8.39885106|-0.0281209329999999|-43.24308488|0.389087507|-1.602893201|-21.166323|54.70994625|-1206.480411|0.24206301|9.479218984|18.11893325|0.911437354|6876.316137000001|-908.1047824|27.92623037|-388.2927768|1591.795131|883.4030667999999|10.70318668|1.0|1.0|1.0|1.0|3.66|0.11|-10.23|6.33|2.0|1.0|0.0|4.0|-6.21|474.58|1.0|0.0|4.5|0.00026|4.21|0.0|5.92e-11|2.81e-08|3.6392|792.79|1358.25|340.69|0.3986|219.39|664.72|0.41694|0.6823899999999999|-1806.514606|0.0389|-0.14723|3.2353|-0.2201|0.03560672|6.6345|6.6345
12ab_a36|0.0|1|0|3.458948649|0.0|2|-0.064515677|-0.007034881|0.000258844|0.039951691|0.0|-0.032623802|10.9540584|1|0.0618552579999999|-0.096853381|0.86559137|0.831136366|-0.051707317|0.888163057|0.8196353679999999|0.452078227|0.024102201|-54.63243106|-65.54680623|16.62527454|-0.033434841|-45.21303385|15.55386871|-1.805481415|-23.06276515|71.2577056|-1245.389318|0.320974676|7.821826146|15.18764075|0.941700118|6314.697413|-859.0476432|33.96451406|-246.9770378|1834.083759|708.5476357999999|16.81984117|0.0|0.0|1.0|0.0|4.86|0.17|-7.05|3.14|1.0|0.0|1.0|5.0|-7.21|420.47|0.0|0.0|1.8|0.0503|2.33|0.0|8.95e-08|3.76e-05|3.8845|712.73|1201.64|319.17|0.4451|319.17|564.58|0.69294|0.69294|-1364.236757|0.4451|-0.15699|3.6976|-0.2093699999999999|0.04167456|7.9586|7.9586
24_a20|0.0|0|0|0.0|0.0|0|-0.217098257|-0.001547029|0.029711934|0.03625|2.041494094|-0.060940703|10.93106245|1|0.1468474119999999|-0.036258691|0.616352201|0.74131936|-0.07179846|0.802353442|0.607038752|0.531656762|0.012814211|-38.76683848|-42.82548904|8.085691548|-0.02714795|-27.02262995|406.1522673|-1.357397496|-17.13019562|46.85253003|-856.5097809|0.228967757|6.852820269|12.63879297|0.844319927|6109.1040920000005|-540.4525990000001|22.21722343|-342.0394805|1110.861171|664.4562602999999|8.478379683|1.0|1.0|1.0|1.0|3.4|0.08|-9.32|4.76|2.0|0.0|1.0|5.0|-6.26|402.45|0.0|0.0|3.63|0.00519|3.52|0.0|4.82e-10|1.94e-07|3.5876|685.66|1169.35|345.59|0.2495|232.2|551.25|0.46668|0.44916|-1291.647083|0.0108|-0.15687|3.6107|-0.22435|0.02922392|6.4976|6.4976
2_a4|0.0|0|0|0.0|0.0|1|-0.072708147|-0.00708265|-0.103346554|0.037777778|0.0|0.090707854|10.95268469|0|0.127695325|0.147657684|0.930871261|0.802438682|0.1355918559999999|0.847373823|0.912872667|0.442778552|0.006330673|-49.45826819|-44.27948986|2.667094277|-0.0379537729999999|-18.65482233|0.0|-1.366335816|-15.98981578|52.12536246|-575.6333682|0.156892292|4.710383035|7.800989232999999|0.656126301|3396.86527|-242.5126903|18.96532986|-289.1005902|682.7518749|284.26458360000004|4.657326379|1.0|0.0|1.0|0.0|3.33|0.27|-4.83|2.12|0.0|0.0|2.0|4.0|-6.69|253.3|0.0|1.0|1.24|1.67|1.62|0.0|1.4800000000000002e-05|0.00374|3.2230000000000003|458.73|764.77|384.69|0.1315|210.28|333.36|0.4682|0.6885600000000001|-819.771754|0.0008|-0.14614|1.7717|-0.16226|0.033037353|7.5086|7.5086
7e_a8|0.0|1|0|3.038052327|0.0|0|-0.150447714|-0.006027596|-0.052939815|0.043758865|0.0|-0.11032771|10.94332434|1|-0.075638618|0.034227147|0.5897105770000001|0.732001738|-0.072307692|0.790500031|0.577394732|0.286669793|0.0215993429999999|-51.4880895|-53.04282692|12.91806855|-0.037446454|-31.72369068|63.5628736|-1.6850904519999998|-22.39586026|64.40615805|-1007.813711|0.223998448|7.70387217|14.654025199999998|0.902163597|5808.479788000001|-602.7501229|28.86058693|-330.14031780000005|1298.726412|519.5762494|11.18895001|0.0|1.0|0.0|0.0|3.2|0.04|-8.29|5.16|2.0|0.0|1.0|4.0|-5.43|385.39|0.0|0.0|4.31|0.000686|4.54|0.0|5.07e-09|1.95e-06|3.2363|622.23|1060.05|383.1|0.3461|325.06|544.55|0.6998300000000001|0.70177|-1300.271093|0.1522|-0.13577|9.0006|-0.2054699999999999|0.02845071|4.4547|4.4547
