molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|SaaaC|ATSC1c|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC1i|GATS1are|BIC2|MATS8s|MATS8d|SIC2|RASA|FNSA3|FNSA5|PNSA3|PPSA3|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
19_a20|0.0|1|0|0|3.423603867|0.0|6.842683282|0|0.0|0.071176085|-0.0096278259999999|-0.130949446|3|1.622562232|-0.539158264|0.077469518|10.94899558|1|-0.004654742|-0.083481481|0.811128636|0.7619768840000001|-0.143992458|-0.105118869|0.8193003000000001|0.754452534|-0.091725453|-0.099685049|-60.26825633|8.964643162|-0.038340404|-43.03556944|88.19441661|0.796070588|-1.993700989|-25.1915821|69.23289949|0.483310517|-1309.962269|1818.518838|-16.55214209|0.203929412|15.38668579|0.935398401|-860.7113887|31.64490997|0.0159602|-389.0666676|684.5377542|10.48665779|1.0|1.0|1.0|3.49|0.08|-9.63|4.97|4.08|110.44|122.86|0.0|1.0|5.0|-4.89|32.0|5.0|-6.8|0.0|1.0|3.16|-4.57|1.29e-05|0.00541|2.6600000000000003e-05|2.91|0.0|0.0|9.86e-08|-0.06767|3.3616|5.01|3.3616|-1368.413151|-1368.378274|687.79|1190.68|368.83|0.2998|368.83|519.34|0.6987399999999999|0.2998|-0.13903|-0.2067|0.03487615|6.3327|5585.0
14p_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|3.3252287430000003|0.044380583|-0.005975594|0.006191846|2|0.733042138|-0.310730878|-0.060144819|10.31321773|2|0.009266617|-0.131709531|0.708395022|0.799506006|0.099883916|-0.090287278|0.8683808959999999|0.923455749|-0.063033628|-0.080784473|-42.52653933|14.91710363|-0.033660197|-36.77082544|84.65359899|0.751638299|-1.615689464|-22.70933393|57.44364296|0.464933687|-1090.0480289999998|2170.5738260000003|-15.32117727|0.248361701|16.84664803|0.868927227|-735.4165088|30.21311441|0.0190667019999999|-339.5427625|646.2584547|12.86362369|0.0|1.0|1.0|3.48|0.04|-7.47|3.4|3.89|128.81|125.0|0.0|1.0|5.0|-5.68|32.0|5.0|-6.62|0.0|0.0|3.25|-4.9|2.09e-06|0.0009109999999999|1.27e-05|3.3|0.0|0.0|1.4800000000000002e-05|-0.09046|3.5752|3.29|3.5752|-1722.181612|-1722.152257|699.61|1191.08|346.79|0.3802|346.79|573.24|0.6816|0.3802|-0.14774|-0.2382|0.02935511|9986.0|8.5302
12ap_a36|0.0|1|0|0|3.4417292610000003|0.0|7.412764017000001|2|0.0|-0.06398791|-0.007719624|-0.010732275|2|0.0|-0.424579308|-0.105824575|10.95430638|1|0.001194592|-0.175397741|0.8707354620000001|0.832758813|-0.025198947|-0.074596774|0.893689741|0.830587483|-0.082622504|-0.106173763|-54.21070432|14.26936622|-0.037473093|-45.7078307|0.0|0.737851886|-1.91112774|-24.58703954|68.48007054|0.464588|-1253.939017|2328.307856|-16.13217554|0.262148114|16.37284224|0.86772056|-822.7409526|33.32245946|0.020575639|-312.1212186|642.3830552000001|13.50019441|1.0|0.0|0.0|4.78|0.13|-6.66|2.75|1.76|92.99|128.47|0.0|1.0|5.0|-3.99|31.0|5.0|-7.08|0.0|0.0|1.66|-3.95|0.000101|0.0412|0.000113|2.4|0.0|0.0|8.97e-05|-0.06084|4.9124|2.98|3.8801|-1325.199863|-1325.159466|691.41|1160.79|319.54|0.8819|252.39|553.28|0.6929|0.3982|-0.15704|-0.21788|0.04039655|9.6512|7.4949
14t_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|3.410065804|0.04919958|-0.005383494|-0.024472753|2|0.758345646|-0.290708696|-0.041339801|10.31321779|2|0.01180744|-0.136106024|0.725800261|0.7629258809999999|0.113493155|-0.152771194|0.820002545|0.920956836|-0.0553915009999999|-0.079253435|-36.09926385|11.36130649|-0.033286443|-33.66111722|42.20767549|0.799945841|-1.6643221380000002|-21.69314909|47.46057034|0.465981891|-1084.657455|2286.063655|-14.13766923|0.2000541589999999|14.13931199|0.872595673|-706.8834616|27.11827225|0.014352462|-390.9561553|666.0036144999999|9.353660614|0.0|1.0|1.0|3.52|0.09|-7.78|3.88|4.33|105.02|125.25|0.0|1.0|5.0|-5.85|31.0|4.0|-6.1|0.0|0.0|3.78|-5.25|1.43e-06|0.000608|5.61e-06|3.94|0.0|0.0|7.03e-06|-0.06666|3.9855|3.79|3.2060000000000004|-1669.240512|-1669.21916|692.08|1184.43|386.72|0.2061|311.09|534.86|0.68886|0.0003|-0.15625|-0.22291|0.02135191|8.3062|8.3979
15c_a22|0.0|0|0|0|0.0|0.0|6.842683282|0|1.596256692|-0.134137693|-0.005236206|-0.018518519|2|1.568396937|-0.298463715|-0.023927419|10.9464374|1|0.004362505|-0.160566657|0.667111824|0.773044788|-0.096749121|0.010828071|0.8353837409999999|0.8665852140000001|-0.067475429|-0.080088202|-48.58045253|17.68362419|-0.0302219629999999|-41.51455167|78.22334636|0.661775114|-1.60176404|-21.75898206|66.26407672|0.462157867|-1153.226049|2092.620825|-15.66586856|0.338224886|16.03890406|0.859281634|-830.2910335|32.87972244|0.0248073129999999|-232.9472639|731.8178649|17.86058304|0.0|1.0|1.0|3.49|0.08|-9.28|3.9|4.18|109.38|128.77|0.0|1.0|6.0|-4.86|34.0|6.0|-6.96|0.0|0.0|2.98|-4.62|1.39e-05|0.00618|2.4e-05|2.9|0.0|0.0|2.35e-07|-0.07399|5.7361|4.79|3674.0|-1460.602657|-1460.571156|715.42|1241.07|337.46|0.5082|216.15|575.8|0.69113|0.0694|-0.15408|-0.22807|0.03150096|9.0393|6.1325
1a_a5|0.0|0|0|0|0.0|0.0|6.605297921|1|0.0|-0.271170445|-0.001785522|0.009305578|2|0.0|-0.078562954|-0.132197351|10.9502215|0|0.00549829|0.114184614|0.8309401009999999|0.7427901179999999|0.11504495|-0.008431181|0.794139321|0.833638233|-0.071887159|-0.075618812|-36.19957997|4.047117885|-0.027665419|-19.17495143|0.0|0.7256546770000001|-1.134282187|-13.93123008|40.24669785|0.455258786|-571.1804334|902.6910106|-7.015226132|0.274345323|11.38004491|0.835734058|-287.62427139999994|19.19815378|0.016493595|-227.2618539|403.543273|8.305533524|0.0|0.0|1.0|3.54|0.16|-7.15|3.08|1.42|37.81|93.49|0.0|1.0|3.0|-2.6|23.0|4.0|-6.58|0.0|0.0|1.75|-3.44|0.00253|755.0|0.000365|2.17|0.0|0.0|2.13e-05|-0.1040099999999999|4.6707|2.85|2.8332|-951.1394906|-951.110826|531.02|882.1|437.61|0.2109|265.45|386.8|0.54123|0.0126|-0.12226|-0.2262699999999999|0.028664612|6.7017|6.9706
13c_a5|0.0|1|0|0|2.944180713|0.0|6.605297921|1|0.0|-0.2071929139999999|-0.005082338|-0.0090268969999999|3|0.0|-0.284610951|-0.098760742|10.94530327|1|0.006110714|-0.150963534|0.705487111|0.770478689|0.003545487|-0.033833834|0.822789227|0.80019672|-0.077308234|-0.076591149|-50.97293525|15.25960958|-0.025039414|-33.29709668|51.93687546|0.551328235|-1.302049531|-16.50965711|66.23254483|0.46617977|-858.5021696|1235.709541|-10.8855893|0.448671765|15.90846721|0.873289814|-566.0506435|29.94524142|0.0302745689999999|-67.68621352|656.208474|19.96143955|0.0|1.0|1.0|3.13|0.17|-8.09|4.23|3.29|84.0|120.88|0.0|1.0|5.0|-3.55|31.0|5.0|-7.28|0.0|1.0|2.68|-3.96|0.0002839999999999|0.1169999999999999|0.000109|2.15|0.0|0.0|3.36e-06|-0.05615|4706.0|3.99|4.2145|-1351.274441|-1351.2369640000002|676.53|1153.36|294.18|509.0|263.46|513.33|0.51479|0.1666|-0.17324|-0.22939|0.03747691|2.9732|6.9101
4b_a46|0.0|0|0|0|0.0|0.206072846|7.825245291|1|2.189591837|-0.155670183|-0.00113356|-0.022119857|2|0.0|-0.058945144|-0.135121207|10.96200942|1|0.011806162|-0.123416853|0.6901151990000001|0.7306307590000001|-0.263387881|-0.153841155|0.768651645|0.935245062|-0.0524080009999999|-0.070236212|-28.58477842|4.127907383|-0.0229342729999999|-20.89467173|56.7922535|0.8104680259999999|-1.123779397|-12.50898928|32.7126858|0.428987199|-612.9404746|1750.333702|-6.822749952000001|0.189531974|10.09436488|0.751274223|-334.31474760000003|15.43427855|0.007963679|-338.6757579|538.4165208|4.343611349|1.0|0.0|1.0|3.9|0.38|-7.2|4.69|4.77|43.6|101.7|0.0|1.0|2.0|-4.35|25.0|3.0|-5.67|0.0|1.0|3.76|-4.63|4.49e-05|0.0149|2.35e-05|3.74|0.0|0.0|2.12e-05|-0.02729|4.5515|3.98|4.5515|-1033.556797|-1033.535029|588.79|1020.9|272.4|0.1784|272.4|508.79|0.68682|0.1784|-0.19082|-0.21811|0.02176759|3.7571|6.2612
4S4l_a46|0.0|0|0|0|0.0|0.171853072|7.825245291|1|2.155247543|-0.058870177|-0.004736212|-0.075241716|1|0.0|-0.255755434|-0.060895366|10.94631401|1|0.006162668|0.010799648|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.762625193|0.894782107|-0.090807851|-0.084663086|-49.45536962|3.888872426|-0.029881089|-25.11158939|0.0|0.877939134|-1.523935543|-16.27370639|53.34424204|0.469439238|-829.959026|1744.8220399999998|-8.862913904|0.1220608659999999|10.68377935|0.884798257|-452.0086091|18.5362581|0.006420439|-411.6630752|579.2365607|3.496670823|1.0|1.0|1.0|3.92|0.36|-7.0|4.64|5.02|50.94|105.77|0.0|1.0|3.0|-5.28|26.0|3.0|-5.23|0.0|1.0|4.08|-5.11|5.25e-06|0.00182|7.78e-06|4.49|0.0|0.0|3.47e-05|-0.02015|5.2929|4.99|4.1414|-1092.753999|-1092.727031|583.76|1040.96|299.38|0.2586|234.25|500.66|0.6763600000000001|0.0614|-0.17632|-0.19647|0.02696794|2.8473|6.5834
12h_a36|0.0|1|0|0|3.468184524|0.0|7.412764017000001|2|0.0|-0.128701804|-0.0086750619999999|-0.041228471|2|0.0|-0.503153567|-0.003014954|10.96020037|1|0.003077071|-0.239932418|0.8913597320000001|0.820041835|-0.10861416|-0.089459459|0.87043328|0.819614525|-0.073572836|-0.10720355|-48.17643878|18.27258858|-0.035734517|-45.96672487|1.413982241|0.665254541|-1.929663894|-23.39942087|66.44902736|0.464544951|-1263.568727|2391.856014|-15.32224162|0.3347454589999999|13.87400978|0.8675704009999999|-827.4010477|35.1736357|0.026971557|-216.42159590000003|679.7230552999999|17.66132225|1.0|0.0|0.0|4.8|0.17|-6.69|2.77|1.89|78.43|130.24|0.0|1.0|6.0|-3.95|31.0|5.0|-6.93|0.0|0.0|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|2.65|1.0|0.0|8.340000000000001e-05|-0.05013|5.1998|2.92|3.4554|-1347.481013|-1347.451759|697.29|1177.89|358.81|0.5756|238.44|535.67|0.7014600000000001|0.0056|-0.14247|-0.1926|0.02925492|8.7377|7.8539
7b_a10|0.0|0|0|0|0.0|0.0|7.535296702|2|0.0|-0.170920618|-0.001621737|0.037541178|2|2.079721225|-0.07459988|-0.01808249|10.93274506|0|0.010068964|-0.082499103|0.624866343|0.764865564|-0.108464916|0.065705128|0.8200487120000001|0.92441666|-0.0590666679999999|-0.0720417159999999|-30.71062112|5.061217187|-0.027444463|-19.47494818|56.22969776|0.781045839|-1.152667458|-14.26924098|35.77183831|0.446575367|-599.3081212000001|2150.375871|-7.419027879|0.218954161|8.771658176|0.8069307729999999|-311.5991709|18.26940272|0.012428175|-292.2491701|459.0250226|6.46179973|1.0|1.0|0.0|3.9|0.25|-6.99|4.34|3.03|41.38|105.44|0.0|1.0|2.0|-5.28|25.0|3.0|-5.09|0.0|1.0|3.02|-5.28|5.29e-06|0.00183|5.25e-06|4.68|0.0|0.0|3.54e-05|-0.05377|6.0231|3.44|3.6426|-1450.09312|-1450.06366|562.31|951.55|340.37|0.1488|205.85|400.65|0.66228|0.0899|-0.1584799999999999|-0.21225|0.02946054|5.6147|4.7033
6_a3|0.0|0|0|0|0.0|0.0|6.823286122000001|0|0.0|0.155665791|-0.008934536|-0.106234254|2|2.000787282|-0.330577816|0.05584062|10.3116226|1|-0.006696449|0.036673175|0.881253042|0.790667152|-0.155862559|0.055002252|0.8632654590000001|0.783322023|-0.1042506469999999|-0.098669224|-52.01903278|5.449560482000001|-0.037726468|-24.56680878|77.06094911|0.80281499|-1.282699916|-18.8247694|57.46859326|0.387883362|-640.0421597|1899.385061|-9.393191593|0.19718501|8.982311462|0.633675574|-319.3685142|23.4484528|0.0150025189999999|-302.19751|353.7528308|7.485963593999999|1.0|1.0|1.0|3.05|0.0|-7.48|4.96|4.66|92.93|95.5|0.0|1.0|2.0|-5.44|23.0|3.0|-5.68|0.0|1.0|3.63|-4.87|3.67e-06|0.00124|1.34e-05|3.79|0.0|0.0|1.11e-05|-0.06529|5.8279|3.09|3.3963|-1731.735113|-1731.7043199999998|524.88|884.88|365.05|0.1997|212.74|366.93|0.69323|129.0|-0.1465|-0.21179|0.03079258|3.7185|5.7501
13_a1|0.0|1|0|0|3.409865599|0.0|7.423568444|1|0.0|-0.046530797|-0.012199718|-0.144782061|1|0.0|-0.597786194|-0.0594321759999999|10.94989555|1|-0.005924486|-0.120034915|0.87703849|0.76714213|-0.051729721|-0.150485437|0.825117597|0.6794604670000001|-0.111667908|-0.10668313|-64.94184903|19.62059449|-0.040302516|-36.08180773|528.3795274|0.7082629840000001|-1.813613202|-23.43842502|84.56244352|0.477212829|-1054.729126|1786.445642|-13.63090514|0.291737016|14.33466671|0.912824292|-613.3907313999999|33.09282789|0.026679865|-242.2358135|505.2124255|15.51600461|1.0|1.0|1.0|3.35|0.09|-7.94|4.75|3.87|80.26|104.88|0.0|1.0|4.0|-4.29|28.0|5.0|-6.48|0.0|1.0|3.23|-4.34|5.16e-05|0.0192|4.58e-05|2.94|0.0|0.0|4.24e-06|-0.04962|4.0783|3.17|3.4483|-1238.395767|-1238.367298|613.52|1035.04|359.55|0.5339|304.01|472.52|0.69782|0.3535|-0.13921|-0.18883|0.0284695999999999|3.9446|6585.0
12h_a40|0.0|0|0|0|0.0|0.0|7.515889085|0|1.760542171|0.104392974|-0.008044548|-0.107711573|0|0.803557099|-0.289603712|0.189869851|10.31197256|2|-0.002126898|0.224167029|0.809398262|0.7769829840000001|0.116873629|-0.335801908|0.845904643|0.839481749|-0.0954337969999999|-0.091448888|-50.45378559|6.193088525|-0.038796498|-25.56004046|59.68939644|0.844008584|-1.280284432|-20.51086984|56.64687411|0.4958138139999999|-676.8587047999999|603.6697997|-10.84365353|0.155991416|15.84593062|0.983394285|-357.8405665|24.30173133|0.012453938|-363.7398044|350.9435025|6.584127851|1.0|1.0|1.0|3.19|0.0|-6.84|4.59|5.02|84.45|96.16|0.0|1.0|2.0|-6.25|23.0|2.0|-5.13|0.0|1.0|4.22|-5.58|5.58e-07|0.0002009999999999|2.61e-06|4.75|0.0|0.0|5.2e-05|-0.07512|4.1508|4.14|2.6436|-2153.207198|-2153.186757|548.82|910.77|469.0|0.3985|298.7|435.95|0.7041|0.3693|-0.1092|-0.18432|0.02044063|3.5425|6.0846
14s_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|3.336763335|0.020458621|-0.005854379|-0.022580082|2|0.740898446|-0.298573309|-0.044305947|10.31321812|2|0.009263715|-0.13187015|0.722187957|0.7837821840000001|0.096014944|-0.1050445769999999|0.846632079|0.92763624|-0.055037441|-0.080500435|-35.30692476|12.81151517|-0.034255504|-33.12848261|82.55990607|0.7748161659999999|-1.610008704|-21.9751589|48.11843993|0.470919749|-1032.832468|2316.634024|-14.09722664|0.2251838339999999|14.26730044|0.890072438|-662.5696522999999|28.36177131|0.017330177|-352.5931977|633.3278634|11.11743642|0.0|1.0|1.0|3.45|0.05|-7.99|4.0|4.67|105.02|125.29|0.0|1.0|5.0|-6.13|31.0|4.0|-6.03|0.0|0.0|4.01|-5.55|7.49e-07|0.000334|2.83e-06|4.21|0.0|0.0|4.55e-06|-0.07783|3.6828|4.1|3.6828|-2089.521231|-2089.500101|668.66|1164.32|336.66|0.3669|336.66|528.82|0.60323|0.3669|-0.1515|-0.22933|0.02112956|6.4428|8.5482
5b_a40|0.0|0|0|0|0.0|0.0|8.149890544|1|1.616656116|-0.067567502|-0.0049439079999999|0.064329005|0|0.7222376540000001|-0.163148971|0.179058252|10.31198309|2|0.006372485|0.013573521|0.537115914|0.817071232|-0.400500595|0.029485257|0.88618123|0.881264402|-0.077031845|-0.091267779|-38.64461938|9.59023102|-0.036507111|-22.96968039|49.25022097|0.829018186|-1.095213344|-18.31454812|48.2348504|0.477304896|-549.4364437|764.9528181|-9.187872156|0.1709818139999999|12.47657231|0.913161214|-275.6361647|22.09185326|0.012549086|-330.1175669|285.9136384|6.2955085660000005|1.0|1.0|0.0|3.13|0.21|-5.25|4.93|4.39|75.5|84.17|0.0|2.0|3.0|-5.43|21.0|3.0|-5.42|0.0|1.0|3.83|-4.84|3.69e-06|0.00125|1.44e-05|4.14|0.0|0.0|0.00191|-0.07069|3.9759|5.62|3.9759|-2096.782087|-2096.767375|515.23|847.01|311.84|0.3005|311.84|411.1|0.59928|0.3005|-0.15999|-0.23068|0.01471235|9.3069|7.1938
47f_a18|0.0|0|0|0|0.0|0.0|7.03438793|1|0.0|-0.005500039|-0.005817448|-0.034211867|0|0.0|-0.477030713|0.033759227|10.94702253|0|0.00531392|-0.3927204379999999|0.765824398|0.750610215|-0.009917608|-0.014370598|0.780474694|0.838156881|-0.063824969|-0.084851044|-54.18475173|11.75478965|-0.0289997239999999|-61.15474298|58.84834254|0.726550657|-2.290978185|-24.61956302|65.93954138|0.483843526|-1944.945479|2343.062749|-20.90098811|0.273449343|20.44855806|0.937396993|-1651.17806|33.88554232|0.016581683|-384.6642262|1347.416568|14.07716085|1.0|0.0|1.0|4.87|0.34|-9.22|3.22|3.6|88.97|164.47|1.0|1.0|13.0|-6.11|40.0|4.0|-6.4|0.0|0.0|2.83|-5.52|7.76e-07|0.000421|3.01e-06|4.52|1.0|1.0|3.27e-07|-0.04439|3.0964|8.13|3.0964|-1743.375413|-1743.346389|908.66|1602.99|400.42|0.5741|400.42|874.24|0.6984600000000001|0.5741|-0.12802|-0.1724099999999999|0.02902413|4.4861|8.0458
4b_a49|0.0|0|0|0|0.0|0.0|7.535296702|1|2.075628989|-0.109946885|-0.0074627159999999|-0.077626337|2|1.645329244|-0.402986655|-0.033486358|10.92776533|1|0.002557204|-0.089371493|0.720824193|0.798826417|0.005818676|0.049923437|0.852400617|0.7581492670000001|-0.091725536|-0.090284437|-56.45224362|14.84890147|-0.030696709|-34.19753462|64.87087098|0.645330839|-1.534835437|-18.89220999|71.30114509|0.477868186|-944.6104994|1701.832352|-11.62716177|0.354669161|14.53457293|0.915225186|-581.3580885|29.27523192|0.02556165|-178.8869784|600.3287567000001|15.73185141|1.0|1.0|1.0|3.37|0.22|-7.05|3.71|3.26|90.13|112.36|0.0|1.0|6.0|-3.81|30.0|6.0|-7.12|0.0|1.0|2.8|-3.88|0.000155|62.0|0.000132|2.28|0.0|0.0|3.570000000000001e-05|-0.06731|4.6422|3.56|3.7413|-1333.063439|-1333.026419|664.86|1121.45|331.39|0.2856|267.08|509.78|0.68242|0.0615|-0.15635|-0.22366|0.03702033|2.2306|7.1024
7c_a10|0.0|0|0|0|0.0|0.0|7.535296702|1|2.1219657030000003|-0.152261681|-0.00375251|0.012145872|2|1.798334646|-0.206388032|-0.033792245|10.92926158|1|0.0107756969999999|-0.191576261|0.725146704|0.7928588059999999|-0.087063341|-0.105104647|0.84177174|0.906276489|-0.05074318|-0.0876410609999999|-29.66615908|16.04055193|-0.0223398779999999|-29.95538587|58.07647902|0.52630639|-1.139333798|-13.06063972|45.70671102|0.4675549639999999|-666.0926258|1881.379304|-7.635686595|0.47369361|12.58937144|0.8781281320000001|-389.4200163|24.81565867|0.0269852389999999|-30.75918962|611.4957509|15.7764728|1.0|1.0|1.0|3.48|0.26|-7.78|4.59|4.43|62.06|113.07|0.0|1.0|4.0|-4.44|29.0|5.0|-6.2|0.0|1.0|3.59|-4.69|3.59e-05|0.0139|2.05e-05|3.46|0.0|0.0|6.4e-06|-0.04004|5.4267|2.76|3.8357|-1259.011598|-1258.985004|635.47|1102.43|323.24|0.4049|228.47|488.89|0.68708|0.0921|-0.16055|-0.20059|0.02659395|5.0714|5.4191
24_a47|0.0|0|1|1|0.0|0.0|6.86171134|0|1.225600378|0.0453435129999999|-0.010774404|-0.1160443999999999|2|1.081401467|-0.484848181|-0.063708635|10.95005721|1|-0.004514441|-0.2494728939999999|0.662080166|0.812650394|-0.005097239|0.113432542|0.875198713|0.7839491009999999|-0.075894947|-0.090995097|-42.71324947|12.11301576|-0.032498249|-28.82156035|47.170683|0.611603578|-1.364926459|-18.28983173|54.82626523|0.479188295|-768.1729327|1239.381181|-10.29341441|0.388396422|13.48797266|0.920079732|-432.3234052|29.90471672|0.032103375|-125.6197312|457.1122177|18.06759887|0.0|1.0|1.0|3.14|0.05|-7.63|2.78|4.64|84.73|104.73|0.0|1.0|5.0|-4.61|28.0|5.0|-6.48|0.0|1.0|3.31|-4.52|2.46e-05|0.00975|3.05e-05|3.16|0.0|0.0|9.22e-06|-0.06517|3.9675|4.46|3.9675|-1696.105723|-1696.071577|578.94|1002.04|312.5|0.2618|312.5|450.98|0.6835|0.2618|-0.16333|-0.2285|0.03414611|3.6008|8.5
12p_a36|0.0|1|0|0|3.392386149|0.0|7.412764017000001|2|0.0|-0.0494658159999999|-0.008017607|-0.084341564|2|0.0|-0.432950771|-0.084846674|10.96052769|1|-0.000673716|-0.217394466|0.724208473|0.828371596|-0.035871448|-0.074349074|0.8839272779999999|0.748438833|-0.082569108|-0.108380023|-51.98017377|12.71795723|-0.039016808|-42.95260501|0.0|0.759126153|-1.950840419|-24.56246081|64.698131|0.475504684|-1228.123041|2308.958924|-15.4629378|0.240873847|14.3885803|0.906594718|-773.1468902|32.35623052|0.019344052|-326.2581567|595.8790650000001|12.17776516|1.0|0.0|0.0|4.72|0.14|-6.86|3.13|2.44|69.2|123.71|0.0|1.0|5.0|-3.89|30.0|5.0|-6.76|0.0|0.0|2.15|-4.16|0.000129|0.0515|6.96e-05|2.78|0.0|0.0|5.58e-05|-0.0552299999999999|5.3413|3.41|3.8372|-1332.182868|-1332.148901|660.71|1113.05|323.11|0.3015|232.12|506.89|0.66559|0.1841|-0.15608|-0.21131|0.03396697|6.7199|8.0458
3i_a32|0.0|1|1|1|2.417426304|-4.547725143|7.78113851|0|0.0|-0.157360524|-0.012358668|-0.363243817|0|1.711001131|-0.4449120629999999|-0.26785886|10.3110028|3|-0.0106761939999999|-0.212967423|0.565740817|0.833699527|-0.337053202|0.030060554|0.902293804|0.893827987|-0.093279684|-0.1132851459999999|-49.17963359|8.064907632|-0.044627482|-31.48976464|0.201037767|0.77072347|-1.472706897|-23.52884474|57.24454122|0.422644726|-776.4518766|2141.3084710000003|-12.4050588|0.22927653|10.09193014|0.732035793|-409.3669403|30.52825775|0.021905206|-285.465827|318.0257595|11.54903146|1.0|1.0|1.0|3.1|0.13|-6.96|6.76|6.29|110.94|88.28|0.0|1.0|3.0|-6.27|24.0|6.0|-5.53|1.0|1.0|4.37|-5.16|5.37e-07|0.000197|6.85e-06|4.23|0.0|0.0|4.01e-05|-0.06518|3642.0|3.38|3642.0|-1891.833327|-1891.811327|530.5|876.0|340.43|0.4765|340.43|418.24|0.70322|0.4765|-0.1476|-0.21278|0.02199999|3.8572|8.2366
25_a47|0.0|0|1|1|0.0|0.0|6.86171134|0|1.234859637|0.037667531|-0.010144825|-0.1084905069999999|2|1.087932079|-0.486951604|-0.035030495|10.94972207|1|-0.00269275|-0.235822787|0.6553889970000001|0.8462332770000001|-0.077710529|0.004104478|0.906449648|0.786958319|-0.073339312|-0.08797211|-44.52300552|12.27779881|-0.031278972|-32.42203672|51.5831002|0.6238742279999999|-1.407553754|-18.98891362|56.80080434|0.4760601829999999|-854.5011131000001|1514.111398|-11.52783528|0.376125772|13.26689626|0.908616158|-518.7525876|30.43708613|0.029261935|-150.4037281|513.2159236|17.76440561|0.0|1.0|1.0|3.26|0.1|-8.01|3.29|4.95|84.73|109.7|0.0|1.0|5.0|-4.99|29.0|5.0|-6.3|0.0|1.0|3.62|-4.82|1.01e-05|0.00417|1.52e-05|3.53|0.0|0.0|4.02e-06|-0.06331|4.8002|4.78|3.9878|-1735.414386|-1735.385814|626.55|1062.81|310.91|287.0|258.29|491.7|0.68761|0.0702|-0.16588|-0.22919|0.0285712999999999|5.1625|7.8
11_a15|0.0|0|0|0|0.0|0.0|0.0|1|0.0|-0.1758968389999999|-0.0064953419999999|-0.029665252|3|0.0|-0.402711212|-0.0856783419999999|10.95979791|0|0.003766915|-0.272482143|0.843715005|0.718800243|0.0234789439999999|0.0432314409999999|0.76664841|0.8945381259999999|-0.064429158|-0.0974577669999999|-44.15161868|12.69062406|-0.033606127|-45.76619542|0.0|0.739315684|-1.949155337|-23.02940065|56.84224275|0.470042906|-1335.705238|2565.707165|-15.7814467|0.260684316|11.76226306|0.8869452090000001|-915.3239085|31.14961732|0.018086221|-327.9935744|830.7967967000001|12.39401492|1.0|1.0|0.0|4.1|0.07|-8.9|4.33|6.69|59.51|138.24|0.0|1.0|6.0|-6.32|34.0|4.0|-5.26|1.0|0.0|4.62|-6.1|4.77e-07|0.000214|7.970000000000001e-07|5.32|0.0|0.0|5.7e-07|-0.03877|4.7106|5.04|2.9595|-1450.740771|-1450.705737|739.57|1284.85|418.94|0.2657|263.2|568.22|0.70577|0.0011|-0.12134|-0.16011|0.03503399|1.3581|6.1314
