molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nARing|BCUTs-1|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|AATSC8d|AATSC1pe|MATS1i|MATS1c|n6aHRing|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
11b_a31|0.0|1|0|3.248213341|0.0|0|1|0.610137403|5.733341277|-0.172248605|0|-0.078907688|-0.838727032|-0.014385937|-0.046362952|-0.010716217|-0.101934423|-0.564706551|0|0.067031897|-0.074254978|0.889561759|0.7943850720000001|0|-0.143839236|-0.148709304|0.037758271|-82.80602396|21.02499452|286.7721447|0.454541246|253.1028809|11.70737909|-1.784511651|100.3071755|-24.84180719|0.473305522|2410.572158|303.7286124|-13.83270059|0.330276165|6.83089364|12.96936635|0.8986339170000001|5202.545866|-553.3080237|37.09261324|2.0|3.41|2.29|0.24|-5.45|4.67|3.25|125.57|0.79|1.0|0.0|0.0|2.0|6.0|-6.73|0.0|-3.75|1.82e-05|0.00649|0.0637|2.46|0.0|0.0|3.59e-06|0.00128|-0.03574|3.8437|-1520.085181|-1520.0430279999998|589.56|969.71|322.57|0.2634|0.70073|0.70073|-1519.909742|0.2634|-0.15936|3.2104|-0.1951|0.04215313|4.7518|0.53|6.2757
18c_a30|0.0|0|0|0.0|0.0|0|2|0.604986846|5.351858133|-0.118776867|2|0.011887112|-0.625122815|-0.003436924|-0.0351777|-0.002215642|0.003429114|-0.562807327|1|0.034468997|-0.058608635|0.885516463|0.802578397|0|-0.105618255|-0.1115683|0.019360263|-75.33411705|13.07260474|384.391404|0.282947974|191.0545887|8.826997739|-2.2313660090000003|87.76550537|-28.4279687|0.448899917|3002.59061|484.1740985|-19.19537998|0.214007997|7.646050338999999|13.8741593|0.81455244|6685.737642|-1017.355139|36.16826708|2.0|4.85|0.0|0.13|-6.19|3.04|1.72|124.74|2.06|1.0|0.0|0.0|1.0|5.0|-7.05|0.0|-4.3|9.68e-06|0.00427|0.0221|2.74|0.0|0.0|6.520000000000001e-07|0.000288|-0.05575|3.4848|-1744.500825|-1744.455795|711.56|1209.11|355.78|0.3879|0.69123|0.69123|-1744.2261030000002|0.3879|-0.14225|6.6462|-198.0|0.04503016|8.64|12.0|7.9208
6_a27|0.0|1|0|2.6137160880000003|0.0|1|0|1.404458667|4.727387819|-0.072298665|2|-0.237047381|-0.330715016|0.00526746|0.081320966|0.0058042269999999|-0.1044763|-0.541168953|2|-0.1322552659999999|0.1272522519999999|0.849515128|0.650575651|1|-0.0786267609999999|-0.090025109|0.020552125|-44.56839492|10.17466399|125.8234721|0.214952384|106.4156743|5.03713293|-1.35037664|52.66373343|-17.14169035|0.47262982|2196.1151210000003|388.6505938|-8.486272674|0.2251796019999999|5.010042219|9.500048379|0.896201262|4761.820508|-330.96463430000006|22.12343713|1.0|3.0|2.49|0.11|-6.67|3.48|2.79|76.46|2.42|0.0|0.0|0.0|1.0|4.0|-6.55|1.0|-3.82|0.000242|0.0768|0.0485|2.37|0.0|0.0|2.16e-07|6.86e-05|-0.04793|4.1391|-1043.831559|-1043.806618|526.9|896.68|299.55|0.1915|0.3366099999999999|0.61083|-1043.678244|163.0|-0.17007|2.7521|-218.0|0.02494141|4.0597|1.0|9.0
30_a47|0.0|0|1|0.0|0.0|1|0|1.304327883|4.727387819|-0.184735553|2|0.013114301|-0.415191425|-0.0098410169999999|0.0467853809999999|-0.008325552|-0.035472095|-0.4370608039999999|2|-0.1340278869999999|0.074217097|0.913855507|0.651797437|1|-0.108232368|-0.107296835|0.022747897|-64.38108459|13.64937081|350.5257774|0.32103267|192.6285289|8.190002019|-1.609452527|81.25550675|-22.9932445|0.4680850139999999|2626.927627|407.3992771|-13.79658605|0.320552431|6.886726437999999|12.94704346|0.879999675|5852.817155|-579.456614|33.84108731|2.0|3.03|2.12|0.05|-7.24|2.71|3.93|98.72|1.78|1.0|0.0|0.0|1.0|5.0|-6.95|0.0|-4.1|6.05e-05|24.0|0.0315|2.5|0.0|0.0|5.74e-08|2.28e-05|-0.0564299999999999|3.7159|-1696.12008|-1696.078047|615.85|1032.35|333.66|0.3566|0.6944899999999999|0.6944899999999999|-1695.931037|0.3566|-0.1517|2.7493|-0.20813|0.0420327|3.6487|13.0|7.9
15_a3|0.0|0|0|0.0|0.0|0|1|0.619596467|4.727387819|-0.092127078|3|-0.182934001|-0.289938297|-0.006419472|0.021805556|-0.004459728|-0.022386155|-0.505519936|3|-0.103599654|0.036380489|0.866559772|0.911346861|1|-0.092342351|-0.107619999|0.007901554|-55.08588323|4.04445331|315.5421792|0.221091166|113.1667185|2.070175472|-1.50667999|60.30684851|-19.28005913|0.461565365|2116.88728|398.6887321|-9.868603355|0.149672503|5.371119692000001|9.975434973|0.85723565|4617.470007|-394.7441342|22.67368656|1.0|4.12|0.0|0.24|-5.78|2.21|1.56|89.99|0.96|0.0|0.0|0.0|2.0|5.0|-7.35|0.0|-3.02|0.0017|547.0|306.0|1.28|0.0|0.0|1.66e-06|0.000535|-0.06319|3.7072|-1328.688126|-1328.665275|553.81|916.07|334.44|0.4107|0.2843199999999999|0.67902|-1328.531138|0.0173|-0.1576|1.9539|-0.22079|0.0228507|2.3271|25.0|7.6021
7f_a10|0.0|0|0|0.0|-4.8022906380000006|1|1|1.240141822|5.4161004020000005|-0.2347037789999999|2|-0.104120245|-0.5663456689999999|0.00189949|-0.0971900919999999|0.0030999659999999|-0.058093287|-0.5846516820000001|2|-0.009545801|-0.137271684|0.8499946070000001|0.5209683970000001|1|-0.064238302|-0.095196098|0.00797443|-53.02456669|4.441786155|15.96885516|0.068226214|38.0022453|2.474090768|-1.713529756|60.16185231|-20.30728086|0.402568457|2803.359424|519.0013298|-11.31122804|0.178213448|6.115784565|10.23679556|0.6738319429999999|7070.755931000001|-531.6277179|24.71113795|0.0|3.37|2.97|0.23|-8.13|5.07|6.57|52.83|2.64|2.0|0.0|0.0|1.0|7.0|-5.47|0.0|-5.6|2.9e-06|0.00119|0.00103|4.7|0.0|0.0|7.38e-09|3.03e-06|-0.0613|3.6256|-1442.216293|-1442.200124|597.28|1034.38|341.96|348.0|0.34467|0.6833600000000001|-1442.001311|0.0191|-0.15627|2.2631|-0.2175699999999999|0.01616879|3.2524|141.0|6.8508
13_a15|0.0|0|0|0.0|0.0|0|1|1.4356889940000002|0.0|-0.031457366|3|-0.006938727|-0.393632585|0.001806571|0.005149745|0.003766915|-0.173728081|-0.357554652|2|0.008210506|0.009456191|0.7784213259999999|0.796300317|0|-0.068526782|-0.098053528|0.016196467|-61.86632281|10.21906987|142.67217639999998|0.114512421|72.25096855|6.447664726|-1.961070565|72.41636305|-21.33321476|0.482317225|3028.485145|558.6934137000001|-13.46007201|0.244716567|5.21465994|10.07307988|0.931684902|7196.400881999999|-780.6841766|28.24531009|1.0|4.13|4.19|0.07|-8.9|4.33|6.69|59.51|2.52|2.0|0.0|0.0|1.0|4.0|-5.26|0.0|-6.1|4.77e-07|0.000214|0.000357|5.32|0.0|0.0|1.27e-09|5.7e-07|-0.03946|2.5721|-1450.756042|-1450.727602|674.36|1231.11|482.03|208.0|0.63827|0.70626|-1450.399387|0.0003|-0.11283|3.5479|-0.15229|0.02844037|6.0429|6.0|8.2218
8_a15|0.0|0|0|0.0|0.0|0|0|1.419941362|0.0|-0.044406425|1|0.155304204|-0.5025236129999999|1.7800000000000002e-05|-0.014489333|0.003160815|-0.203104439|-0.342749125|1|0.0937475619999999|-0.025923166|0.742680335|0.8105478740000001|0|-0.071552706|-0.118293578|0.0336657729999999|-69.07571287|19.65860939|104.8781037|0.146103518|85.31489861|11.47934212|-1.419522941|89.80283608|-16.91650111|0.389723411|2393.276181|498.6196971|-9.878130237|0.480572589|6.093505548|9.984825987|0.638601279|5306.2234530000005|-484.0283816000001|32.56759415|1.0|3.14|3.76|0.19|-7.57|3.9|4.95|61.84|1.96|2.0|0.0|0.0|1.0|5.0|-5.52|1.0|-4.81|5.63e-06|0.00206|0.00562|4.24|0.0|0.0|2.69e-08|9.86e-06|-0.02723|3.7426|-1223.704913|-1223.687714|598.84|1050.15|331.28|251.0|0.5128|0.70524|-1223.463981|0.0155|-0.1558|1.1415|-0.18303|0.01719864|1.4589|108.0|6.9666
9i_a24|0.0|1|0|2.9199957480000003|0.0|1|0|1.4281889280000002|5.209486153|2.01e-05|2|-0.076024544|-0.190487553|0.004814196|-0.00532872|0.005891639|-0.1818753839999999|-0.32068769|2|0.139004845|-0.0106944439999999|0.898194715|0.73094562|0|-0.064657333|-0.069812876|0.025118046|-33.00219474|11.87389334|10.13249376|0.173910636|82.21166337|5.613069697999999|-0.837754515|51.05832236|-11.64783344|0.468272544|2061.729154|390.5119445|-5.506205845|0.500761711|5.946747117|11.18382556|0.8806627109999999|4155.922671|-187.2109987|23.33121014|1.0|2.76|1.36|0.0|-6.05|2.42|2.72|72.28|0.67|0.0|0.0|0.0|1.0|4.0|-7.01|1.0|-3.1|0.00248|716.0|228.0|1.48|0.0|0.0|8.95e-07|0.000258|-0.0473899999999999|4.1459|-945.286637|-945.2626532|501.48|825.7|299.06|0.2373|0.58977|0.6755800000000001|-945.174716|0.0029|-0.17204|7.1135|-0.21943|0.0239838|9.2818|88.0|7.0555
5_a27|0.0|0|0|0.0|0.0|2|0|1.4026035369999998|4.727387819|-0.068518519|2|-0.149034787|-0.286030638|0.00991794|-0.013448351|0.010329671|-0.2030237389999999|-0.4982037479999999|2|0.180356685|-0.020087122|0.8149212259999999|0.614205449|1|-0.055979434|-0.085078576|0.01695771|-44.83538435|8.936508815|10.48961936|0.146821224|77.37301579999999|4.709432444|-1.276178645|53.51978325|-16.01263727|0.439066197|2273.906133|449.6149323|-8.438466859|0.258518528|6.160679036|10.98289851|0.7827415529999999|4943.51602|-354.41560810000004|21.59546513|0.0|3.07|3.11|0.16|-6.22|2.94|2.8|65.6|2.66|0.0|0.0|0.0|1.0|4.0|-6.49|1.0|-4.01|0.000248|0.0821|0.0324|2.58|0.0|0.0|6.04e-07|0.0002|-0.04554|4.0989|-1083.143246|-1083.124207|566.68|955.22|302.48|0.2448|0.64548|0.64548|-1082.967639|0.2448|-0.16952|2.3781|-0.21506|0.01903872|3.5632|3.0|8.5229
27b_a34|0.0|0|0|0.0|0.0|1|1|1.4335271040000002|5.351858133|-0.016803292|1|-0.106245942|-0.549928192|-0.001438963|-0.027175221|0.001228116|-0.194619338|-0.463926296|1|0.00102838|-0.047542374|0.8299950709999999|0.770240631|0|-0.08757938|-0.109683855|0.031021066|-72.21552354|20.42417736|150.83624440000003|0.2165682119999999|142.58786569999998|13.44721755|-1.864625537|87.24055613|-24.553278|0.4072752529999999|2835.31543|515.8091561000001|-16.16580511|0.287687241|9.124440695|15.39406063|0.687123753|6032.666081|-808.2902556|34.46979951|1.0|3.54|3.66|0.12|-8.19|3.94|4.11|84.99|1.83|2.0|0.0|0.0|1.0|5.0|-6.14|0.0|-4.96|5.92e-06|0.00243|0.00449|3.75|0.0|0.0|6.53e-09|2.67e-06|-0.04121|4.0935|-1350.055377|-1350.018975|691.97|1174.68|302.88|0.3621|0.47412|0.70001|-1349.811401|0.0252|-0.1652799999999999|11.8546|-0.20649|0.03640275|15.2147|0.65|6.1871
7b_a10|0.0|0|0|0.0|0.0|0|2|1.186434511|5.4161004020000005|0.037541178|2|-0.060829392|-0.07459988|0.011041815|0.039221939|0.010068964|-0.051052176|-0.1874708719999999|2|-0.108464916|0.065705128|0.8200487120000001|0.586354126|1|-0.0590666679999999|-0.0720417159999999|0.009734392|-37.45675757|5.061217187|13.37827368|0.07558334|39.29815915|2.6314862480000003|-1.152667458|43.9185573|-14.26924098|0.446575367|2290.380138|480.6333417|-7.419027879|0.218954161|4.854451707|8.771658176|0.8069307729999999|5212.568172|-311.5991709|18.26940272|0.0|3.9|0.0|0.25|-6.99|4.34|3.03|41.38|3.04|1.0|1.0|0.0|1.0|3.0|-5.09|1.0|-5.28|5.29e-06|0.00183|0.00182|4.68|0.0|0.0|1.0200000000000001e-07|3.54e-05|-0.05377|3.6426|-1450.09312|-1450.06366|562.31|951.55|340.37|0.1488|0.4195399999999999|0.66228|-1450.075119|0.0899|-0.1584799999999999|4.2068|-0.21225|0.02946054|5.6147|19.8|4.7033
12j_a36|0.0|1|0|3.502198129|0.0|0|2|0.6293514410000001|5.351858133|-0.0446165029999999|2|0.091496219|-0.41101009|0.00285431|-0.051080247|0.003710345|-0.07550872|-0.436310965|1|-0.1241793309999999|-0.089459459|0.87043328|0.855081905|0|-0.069970795|-0.105480639|0.018160631|-69.66341599|11.99396966|26.39145693|0.147413708|97.35760604|7.921272637|-2.004132137|80.59149538|-24.51120192|0.457280037|2881.20453|563.0803357000001|-16.18812775|0.224187058|7.483427579|13.78874575|0.8425708820000001|6352.018345|-874.1588982999999|31.59421634|2.0|4.86|0.0|0.17|-7.05|3.33|2.61|94.5|2.51|1.0|0.0|0.0|1.0|4.0|-6.64|0.0|-4.51|1.4300000000000002e-05|0.0061|0.0132|3.19|0.0|0.0|8.95e-08|3.83e-05|-0.05098|3.7807|-1670.448063|-1670.420129|694.28|1198.96|327.94|0.4981|0.37116|0.69967|-1670.184251|98.0|-0.15495|6.4451|-0.20593|0.02793415|8.5953|0.01|8.0
47u_a18|0.0|0|0|0.0|0.0|0|1|1.251177393|4.844187086|-0.0872206669999999|0|0.008108241|-0.633589579|-0.000829573|-0.033209663|0.00082284|-0.126628013|-0.539738821|0|-0.0112778039999999|-0.053126304|0.7960273840000001|0.646724968|0|-0.090364489|-0.092271172|0.02068926|-64.32800179|14.42377665|86.37253771|0.258933526|180.5187465|10.0557163|-2.029965788|79.06741651|-23.98671253|0.483819806|2965.254516|516.6437614|-16.72263667|0.278162537|9.18142206|17.78724206|0.937307962|6837.350959|-986.6355633|33.23007431|2.0|3.98|0.0|0.19|-8.2|3.15|3.02|99.56|2.95|3.0|1.0|0.0|1.0|4.0|-6.31|0.0|-4.98|2.05e-06|0.000932|0.00472|3.9|0.0|0.0|6.34e-09|2.89e-06|-0.06392|3.1186|-1510.182477|-1510.153552|738.53|1282.66|397.57|0.5849|0.69143|0.69143|-1509.771642|0.5849|-0.12717|4.4624|-0.19109|0.02892505|5.8058|1.97|5.7055
5b_a50|0.0|0|1|0.0|0.0|2|1|1.397278957|5.82008293|-0.003549558|1|-0.052494624|-0.062071259|0.012641727|-0.113846154|0.012290091|-0.1052449509999999|-0.140506919|1|0.019856551|-0.1866330389999999|0.855527513|0.6642694929999999|1|-0.041157676|-0.061164973|0.012204641|-31.07327358|6.200250541|6.656963127999999|0.041393519|21.02890062|3.149876031|-0.8563096170000001|42.76068675|-10.87564575|0.4462435279999999|2183.545404|486.9950914|-5.525088972000001|0.411250953|5.543302677000001|10.01036188|0.8058479690000001|4577.809819|-221.0035589|18.47246431|0.0|3.37|2.91|0.1|-5.86|3.15|4.02|35.64|2.4|0.0|0.0|0.0|2.0|2.0|-6.03|1.0|-4.19|0.000335|105.0|0.0202|3.06|0.0|0.0|1.37e-06|0.0004269999999999|-0.0256899999999999|4.0222|-990.6114185|-990.5849031|547.35|922.49|308.25|0.2749|0.4270899999999999|0.66968|-990.43875|0.1094|-0.16683|4.4181|-0.19252|0.02651535|6.1284|12.23|4.9126
12w_a30|0.0|0|0|0.0|0.0|0|2|0.604983445|5.351858133|-0.0316452179999999|2|-0.0999572419999999|-0.372029919|0.002431329|-0.04950715|0.001805829|-0.0493878409999999|-0.477636454|1|-0.032835151|-0.080971844|0.889479916|0.711738503|0|-0.076611264|-0.096032733|0.015446225|-65.85056003|10.59162334|82.06520565|0.147783603|101.3366249|7.262777048999999|-1.824621925|75.77366969|-25.53389062|0.451478593|2999.810425|584.3729039|-17.50883211|0.192202301|8.063690539|14.70077638|0.8230829059999999|6888.291006999999|-857.9327732|31.60926388|1.0|4.63|0.0|0.14|-7.8|5.11|3.92|81.65|3.79|2.0|0.0|0.0|1.0|4.0|-5.52|0.0|-6.04|2.64e-07|0.000123|0.0004269999999999|5.12|0.0|0.0|1.58e-08|7.39e-06|-0.05682|3.5585|-2494.966575|-2494.932002|716.83|1211.28|348.42|0.2639|0.31353|0.68423|-2494.743475|0.1614|-0.15073|2.4229|-0.20755|0.0345723|3.0068|15.0|7821.0
16a_a23|0.0|0|1|0.0|0.0|2|1|1.197962324|5.351858133|-0.013055633|3|0.062601621|-0.302174246|0.012426121|-0.071458049|0.01226642|-0.181609054|-0.380779155|2|0.154144584|-0.116894582|0.890165467|0.7199622309999999|1|-0.041095401|-0.07288672|0.021379172|-47.06687604|13.80568132|9.922436905|0.0651629059999999|42.07919382|8.915071155|-1.311960953|65.21027197|-16.6118386|0.49525751|2924.629647|603.6746046|-10.72715788|0.414079278|8.024409307|15.89802615|0.981208279|6552.801739|-547.0850515999999|28.35168303|1.0|3.94|0.0|0.14|-5.27|2.03|2.52|108.26|2.04|1.0|1.0|0.0|2.0|4.0|-7.02|0.0|-4.31|2.6e-05|0.0111|0.0208|2.66|0.0|0.0|5.38e-06|0.0023|-0.0502|1.6239|-1685.913359|-1685.8794469999998|670.04|1172.0|763.49|0.2066|0.96307|0.96307|-1685.580443|0.2066|-0.07625|11.6254|-0.12645|0.03391189|18.4446|39.0|7.4037
18c_a25|0.0|0|0|0.0|0.0|1|0|1.193723817|4.727387819|-0.008080236|2|0.007241543|-0.162271435|0.007804726|0.006360768|0.007488918|-0.038006869|-0.282103688|2|0.084188427|0.0114970419999999|0.8005589320000001|0.7357918440000001|1|-0.048636087|-0.0719340379999999|0.009585904|-47.27625541|6.300016824|26.54367263|0.05198276|34.1639413|4.140476673999999|-1.510614788|56.83666555|-17.72859578|0.484730247|2917.369488|623.0528232|-11.65153036|0.2520795489999999|7.553051762000001|14.65844196|0.940731034|6736.25597|-652.4856999|23.70385212|1.0|3.58|3.89|0.11|-10.17|6.29|6.11|87.72|3.08|2.0|1.0|0.0|0.0|3.0|-5.85|0.0|-5.6|8.86e-07|0.000398|0.00113|4.49|0.0|0.0|6.79e-11|3.0499999999999995e-08|-0.0622|3.3396|-1714.597797|-1714.5777670000002|698.86|1243.76|371.26|0.3558|0.31993|0.70516|-1714.280779|0.0041|-0.13312|6.1775|-0.19532|0.02003004|7.9283|88.0|7.0555
14ab_a23|0.0|0|1|0.0|0.0|2|0|1.197962873|5.351858133|-0.028841865|2|0.021287386|-0.287365522|0.013012022|-0.03821899|0.012103325|-0.074579388|-0.449699921|2|-0.085303124|-0.05990912|0.8072028240000001|0.693959193|1|-0.051974369|-0.076243539|0.017974612|-52.21744789|12.31039874|40.23721489|0.07577767|51.89838547|8.431109267|-1.677357849|61.60741239|-21.67516705|0.4695727329999999|2941.47118|632.9786397|-14.84482393|0.202162933|7.83369055|14.76864227|0.885272615|6654.62616|-786.7756682999999|27.16741043|1.0|3.63|3.82|0.12|-8.16|4.4|4.63|105.02|3.45|2.0|1.0|0.0|1.0|4.0|-5.92|0.0|-5.55|5.9e-07|0.000259|0.00123|4.31|0.0|0.0|6.9799999999999995e-09|3.07e-06|-0.07146|3.6587|-1708.563399|-1708.543268|719.66|1238.27|338.88|0.3893|0.66532|0.66532|-1708.277193|0.3893|-0.14778|5.9624|-0.21924|0.02013145|8.4721|4.0|8.4012
12_a15|0.0|0|0|0.0|0.0|0|0|1.435689014|0.0|-0.0455566929999999|2|-0.035728911|-0.370766171|0.001740635|-0.01062828|0.0034254209999999|-0.120626133|-0.380490701|2|0.049877871|-0.019064393|0.769289315|0.7933685340000001|0|-0.061084417|-0.094209248|0.015018226|-60.15445365|9.58943236|72.18361893|0.10362709|66.16793071|6.123040777999999|-1.695766456|70.6606311|-20.42981445|0.476419838|2613.57759|572.3516967|-13.04483751|0.253510603|5.448223888999999|10.40571107|0.909927213|5897.820841|-691.376388|27.36785616|1.0|3.56|3.73|0.12|-9.82|5.32|6.3|56.27|2.87|2.0|0.0|0.0|1.0|4.0|-4.97|0.0|-5.83|5.99e-07|0.0002379999999999|0.000584|5.29|0.0|0.0|1.51e-10|5.99e-08|-0.03196|3.8538|-1281.087109|-1281.060163|688.91|1177.81|321.72|0.1374|0.50595|0.70444|-1280.810963|0.0093|-0.15858|4.3338|-0.19054|0.02694613|6.0547|4.0|8.3979
19_a15|-3.694652026|0|0|0.0|0.0|0|0|0.300209223|0.0|-0.558905888|1|0.037722611|-0.4621216379999999|-0.012350591|-0.032407407|-0.00534669|-0.0283109839999999|-0.571686169|1|0.042424078|-0.048611111|0.770451673|0.7358168620000001|0|-0.0946599869999999|-0.112106433|0.00527267|-64.78818183|3.04716388|61.63983265|0.308930877|178.5363184|1.761006946|-1.905809364|68.10965742|-24.47553536|0.405429114|2625.952212|399.3803987|-14.14482104|0.077864438|6.10227122|10.26331993|0.681885245|5417.777463|-636.516947|26.54223128|2.0|2.99|2.17|0.11|-7.14|2.36|4.96|102.69|1.64|1.0|0.0|0.0|1.0|5.0|-6.22|0.0|-4.39|7.56e-06|0.00279|0.0152|3.29|0.0|0.0|7.28e-08|2.69e-05|-0.0372399999999999|4.1742|-1523.404372|-1523.361214|601.23|1030.77|297.03|0.4895|0.68945|0.68945|-1523.196562|0.4895|-0.17018|6.7515|-0.20742|0.04315771|9326.0|72.0|7.1427
16_a15|-3.726252327|0|0|0.0|0.0|0|0|0.300207157|0.0|-0.463771194|2|-0.003882928|-0.4898555739999999|-0.009769916|-0.011969556|-0.00379317|-0.046871961|-0.528097878|2|0.080837546|-0.018331526|0.77948108|0.72660548|0|-0.08870471|-0.101500719|0.0070920509999999|-69.38556779999999|4.848103252|53.93878231|0.276402595|188.9479321|3.31414791|-2.131515106|76.07332645|-26.98327637|0.419910645|3173.773379|494.6488764|-18.44568161|0.131539493|6.798937229|11.720499900000002|0.7238723509999999|6931.531554000001|-996.0668068|31.07023998|2.0|3.59|2.93|0.08|-9.21|3.37|6.02|115.58|1.72|2.0|0.0|0.0|1.0|6.0|-6.27|0.0|-5.21|9.89e-07|0.000442|0.00274|3.88|0.0|0.0|6.1e-10|2.72e-07|-0.04082|4.1295|-1770.509465|-1770.448668|716.79|1229.58|300.24|0.3809|0.6541100000000001|0.66615|-1770.217907|0.1409|-0.16871|8.0361|-0.20953|0.06079704|11.7447|21.0|7.6778
3d_a12|0.0|0|0|0.0|0.0|0|1|1.28383852|0.0|-0.053022041|3|-0.166233441|-0.360215148|-0.00259095|-0.058191686|-0.000643935|-0.1394967999999999|-0.532019854|2|-0.097468573|-0.108208213|0.82682708|0.8605417409999999|0|-0.066850425|-0.0958414059999999|0.011128076|-49.24083018|5.717316796|74.39425719|0.145275317|74.63869204|2.9374091630000003|-1.437621096|57.52228251|-18.01493787|0.472404561|2148.979792|439.1353855|-9.255608086|0.22571647|5.786006004|10.96674758|0.89539167|4509.417998|-379.4799315|23.26659057|1.0|3.98|2.71|0.11|-7.51|3.37|2.19|50.17|2.26|0.0|0.0|0.0|1.0|4.0|-6.22|1.0|-3.91|0.000302|0.0945|0.0385|2.81|0.0|0.0|3.08e-08|9.64e-06|-0.06842|3.7719|-1006.727999|-1006.704001|548.21|918.3|328.71|0.3336|0.53114|0.6572100000000001|-1006.556654|0.1583|-0.15387|2.2068|-0.22229|0.02399772|3.0037|25.0|7.6021
8k_a46|-3.737070812|0|0|0.0|0.1337610719999999|1|1|0.300205953|5.533389489|-0.380857136|2|-0.061030265|-0.397337564|-0.002099764|-0.038125|0.002202734|-0.030019362|-0.510222233|2|0.095179795|-0.051289238|0.8341090329999999|0.687020939|0|-0.08638304|-0.0863473759999999|0.009441365|-61.95565276|6.774333772|104.0919365|0.261823161|187.86239430000003|4.860695117|-1.985989657|70.036452|-23.74966689|0.4938768979999999|3351.548891|529.6539372999999|-17.04077386|0.173430886|8.070811215|15.94634031|0.975803904|7352.280688|-1022.446432|28.73282642|2.0|3.94|2.82|0.24|-8.66|2.94|5.37|124.17|1.86|1.0|0.0|0.0|1.0|6.0|-6.75|0.0|-5.13|1.82e-06|0.000866|0.00355|3.45|0.0|0.0|2.17e-09|1.03e-06|-0.0398699999999999|4.1034|-1845.304274|-1845.257085|742.04|1302.56|302.15|0.1354|0.41618|0.5577300000000001|-1844.970617|0.1166|-0.16967|3.4118|-0.20954|0.04718819|3.8107|147.0|6.8327
17_a3|0.0|0|0|0.0|0.0|0|0|0.605019885|4.727387819|-0.118246266|2|-0.015463451|-0.349676046|-0.007540435|-0.0510707059999999|-0.006696449|0.020589494|-0.633373061|2|0.1789147639999999|-0.085686119|0.838125715|0.773152968|1|-0.098658557|-0.096067661|0.010321361|-48.88298017|5.251911643|234.4907116|0.1969243769999999|100.2028184|2.672377884|-1.344947254|55.39769571|-20.12828595|0.4383349039999999|2196.728425|408.6362608|-10.24205849|0.159937821|6.2477303310000005|11.12358659|0.780420408|4839.543958|-348.2299886|23.96047156|1.0|3.13|2.65|0.0|-7.48|4.96|4.66|92.93|2.37|1.0|0.0|0.0|1.0|3.0|-5.61|0.0|-4.93|2.96e-06|1.0|0.00399|3.88|0.0|0.0|3.28e-08|1.11e-05|-0.0720399999999999|3.2102|-1731.75233|-1731.72355|537.32|891.3|386.22|0.4062|0.69481|0.69481|-1731.6147670000005|0.4062|-0.13155|3.8077|-0.20359|0.02878063|4.8815|23.0|7.6383
25b_a34|0.0|0|0|0.0|0.0|1|1|1.290860233|5.351858133|-0.0929479709999999|1|-0.150946163|-0.861190687|-0.00378755|-0.061390533|-0.000223677|-0.278635968|-0.623853334|1|0.08214612|-0.101529052|0.83883012|0.787858064|0|-0.1030760719999999|-0.137924163|0.030138301|-86.13394472|18.82143547|165.2408865|0.343426892|214.470853|11.75402804|-2.206786613|98.0416108|-26.50275222|0.419904835|2611.55928|410.0313565|-16.55102732|0.23725451|6.383564979|11.00434095|0.723855085|5786.015654|-860.6534206|34.74652105|2.0|3.53|3.39|0.29|-6.42|2.63|3.03|90.3|1.56|1.0|0.0|0.0|1.0|5.0|-7.07|0.0|-3.69|0.00015|59.0|0.0796|2.29|0.0|0.0|3.8100000000000004e-07|0.00015|-0.03539|4.2253|-1313.388114|-1313.361559|668.48|1136.16|293.43|0.2259|0.6925600000000001|0.6925600000000001|-1313.132261|0.2259|-0.17564|7.0586|-0.21103|0.02655501|9.0174|2.08|5.6819
