molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|AATSC1are|BCUTi-1|n5aHRing|AATSC7i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|RNCS|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|MOMI-Z|FPSA1|GeomDiameter|PPSA1|WNSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
11g_a5|0.0|1|0|0|2.9590700880000003|0.0|1|7.139660336|1.984996534|-0.004593347|5.209486153|0.009272269|2|0.0|0.00599982|10.94877951|2|-0.14133011|2|0.814159231|-0.075382189|-0.01453517|0.8737292720000001|0.73551511|0.837943738|-0.067247149|-0.076326887|0.396049407|-44.19305139|-50.16001519|68.77977167|-0.025442296|-32.96383785|10.02633335|-1.297557078|-29.04250676|71.21847290000001|-16.72000506|0.485790997|2823.738452|935.4227938|0.456418686|18.16867625|299.94631180000005|-560.3852433999999|21.05845771|1.0|1.0|1.0|1.0|3.17|2.34|-9.04|4.17|4.48|81.51|1.0|0.0|0.0|1.0|-4.12|5.0|0.0|-4.31|7.65e-05|4.88e-05|0.0199|2.75|0.0|9.229999999999999e-10|3.770000000000001e-07|4.5106|2.3|4.2083|-1330.189793|693.48|1180.25|542.13|0.56924|0.63081|0.2403|3.2282|-0.2146199999999999|0.04557484|7.5229|7.5229
9i_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|1.841293462|-0.0071562119999999|5.4161004020000005|-0.105556952|0|0.891973262|0.004532692|10.31197226|2|0.333430103|0|0.762774506|-0.154977678|-0.28972973|0.824009442|0.7947633409999999|0.830980762|-0.092881258|-0.088485615|0.006324687|-46.80087537|-44.58600513|213.7117392|-0.036869006|-22.46593254|2.795536563|-1.327284222|-23.58195819|49.81256531|-18.57750214|0.477626156|2056.370683|335.9672843|0.140977546|14.74203307|71.03556427|-336.98898810000003|5.226560183|1.0|1.0|1.0|1.0|3.25|2.9|-6.03|3.84|4.02|84.45|1.0|1.0|0.0|1.0|-5.32|2.0|0.0|-4.71|4.79e-06|1.97e-05|0.00603|3.85|0.0|9.31e-07|0.000285|4.3611|3.2|2.8936|-1273.334714|534.44|883.84|417.75|0.56118|0.70339|0.3362|2.0895|-0.17956|0.02072395|5.9031|5.9031
5_a27|0.0|0|0|0|0.0|0.0|2|6.823286122000001|3.2927747860000003|-0.0063562359999999|4.727387819|-0.068518519|2|1.271687295|0.00991794|10.93772408|1|-0.250776983|2|0.760083119|0.180356685|-0.020087122|0.8149212259999999|0.614205449|0.8531787759999999|-0.055979434|-0.085078576|0.333977277|-29.50048722|-44.83538435|10.48961936|-0.030385206|-23.6277072|4.709432444|-1.276178645|-15.54640123|53.51978325|-16.01263727|0.439066197|2273.906133|1254.531539|0.258518528|10.98289851|136.2361487|-354.41560810000004|8.684398894|0.0|0.0|1.0|0.0|3.07|3.11|-6.22|2.94|2.8|65.6|0.0|0.0|0.0|1.0|-3.61|4.0|0.0|-4.01|0.000248|9.78e-05|0.0324|2.58|0.0|6.04e-07|0.0002|4.0989|4.9|4.0989|-1083.143246|566.68|955.22|463.87|0.64548|0.64548|0.2448|2.3781|-0.21506|0.01903872|8.5229|8.5229
4m_a46|0.0|0|0|0|0.0|0.16407746|1|7.825245291|2.12888511|-0.000686578|5.587248657999999|0.051308728|1|0.0|0.011122528|10.94319657|1|-0.487230027|1|0.747676221|-0.099662698|0.011235955|0.7975218959999999|0.626578283|0.948973877|-0.067320375|-0.0672468|0.373463876|-35.4774406|-35.43866734|6.161736337000001|-0.0224155999999999|-18.67596877|3.028720082|-1.008702005|-18.69640205|41.88525631|-11.81288911|0.463006576|2133.331634|1639.260563|0.266763619|9.923886653|140.5828543|-280.1395315|6.446588969|1.0|0.0|1.0|1.0|3.59|2.9|-6.88|4.25|4.63|54.5|1.0|0.0|0.0|1.0|-4.52|3.0|0.0|-4.57|2.99e-05|2.68e-05|0.0088|3.69|0.0|1.31e-07|4.31e-05|6.0419|3.45|4.3476|-1031.138426|558.63|975.72|468.63|0.38389|0.68505|0.1557|3.9226|-0.23116|0.02920209|5.8901|5.8901
1k_a5|0.0|1|0|0|2.9020229360000003|0.0|0|6.605297921|0.0|-0.0030192829999999|4.59511985|-0.064652321|2|0.0|0.003886035|10.9489659|1|-0.220946861|2|0.7824502320000001|-0.011552666|-0.022280685|0.851987765|0.558485747|0.7836926809999999|-0.078995018|-0.074297856|0.425724957|-40.40908188|-38.00629774|165.11680719999998|-0.0301207529999999|-19.44172742|2.850231839|-1.114467843|-20.67084672|47.83775802|-15.40795854|0.48165588|2171.394196|824.0133397999999|0.275045542|12.9461019|140.69669409999997|-291.6259112|9.83146028|1.0|1.0|0.0|1.0|2.71|2.02|-8.3|4.88|4.76|54.46|0.0|0.0|0.0|1.0|-3.97|4.0|0.0|-4.3|0.000106|4.970000000000001e-05|0.0157|3.16|0.0|4.99e-09|1.58e-06|4.7221|3.1|4.4063|-1050.548505|533.8|890.76|398.63|0.53086|0.5282|0.1239|1.5911|-0.22504|0.03133456|7.3188|7.3188
12d_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|1.753432382|-0.008004393|5.4161004020000005|-0.107711573|0|0.794852923|-0.000134504|10.31197256|2|0.3683138529999999|0|0.7769829840000001|-0.0065648919999999|-0.254735308|0.845904643|0.6948809659999999|0.840431415|-0.095675903|-0.091630294|0.0913543|-50.68561427|-48.54239742|207.39648|-0.038873458|-25.71599691|3.286773518|-1.282824111|-26.85139526|55.13932669|-20.59374436|0.470893531|2270.596857|643.5166227999999|0.155716451|14.88744155|82.49291335|-360.0239567|6.596929268999999|1.0|0.0|1.0|1.0|3.23|2.94|-6.84|4.59|5.02|84.45|2.0|1.0|0.0|1.0|-6.25|2.0|0.0|-5.58|5.58e-07|2.61e-06|0.000942|4.75|0.0|1.44e-07|5.2e-05|4.3959|4.14|2.7962|-2153.197255|552.57|910.58|435.41|0.55983|0.70435|115.0|1.2683|-0.19369|0.0164339|7.7212|7.7212
4f_a46|0.0|0|0|0|0.0|0.2096617139999999|1|7.825245291|2.190536659|-0.001035775|5.587248657999999|-0.001868546|2|0.0|0.012332859|10.96352592|1|-0.154986658|2|0.74106323|-0.2076648489999999|-0.1697014539999999|0.7796270059999999|0.69830739|0.934973206|-0.055836642|-0.0674830959999999|0.296072934|-30.29079362|-36.60887321|7.730129301|-0.022035297|-19.85993046|2.570614463|-1.079729539|-16.43243843|42.21890747|-11.95391778|0.424708366|2103.214727|1563.375755|0.240157725|9.828175385|130.2830519|-317.7588874|5.6100342670000005|1.0|1.0|1.0|1.0|3.88|3.16|-7.21|4.56|4.71|43.6|1.0|0.0|0.0|1.0|-4.38|3.0|0.0|-4.58|4.18e-05|2.62e-05|0.00872|3.77|0.0|6.12e-08|2.04e-05|4548.0|3.87|4548.0|-1033.550809|591.51|1020.33|493.53|0.69208|0.69208|0.1719|3.2783|-0.2202599999999999|0.02238723|6.7375|6.7375
11b_a50|0.0|0|1|1|0.0|0.0|2|7.927685046000001|4.071188272|-0.002908227|5.82008293|-0.014702942|1|2.114272566|0.011959339|10.94500697|2|-0.013155246|1|0.800774662|-0.146696566|-0.20645662|0.862408925|0.667956827|0.931316325|-0.0445367309999999|-0.069841183|0.229754094|-23.23499995|-36.43643854|7.949039772000001|-0.02494328|-19.0090431|5.295379767|-1.047617742|-12.12179711|47.72173991|-13.01301376|0.42907551|2286.724895|1650.235214|0.357948005|9.979494111|186.7429782|-285.1356465|11.28530137|0.0|0.0|1.0|1.0|3.44|2.84|-5.87|3.09|3.73|48.53|0.0|0.0|0.0|2.0|-3.58|3.0|0.0|-4.16|0.000263|6.97e-05|0.0228|2.9|0.0|1.35e-06|0.000441|4.6471|3.05|3.9863|-1045.98235|560.06|955.4|431.63|0.53885|0.64477|0.0711|2.7805|-0.19501|0.02113855|5.7696|5.7696
1c_a5|0.0|1|0|0|2.955525321|0.0|0|6.605297921|0.0|-0.001983746|4.59511985|-0.006491037|2|0.0|0.008031558|10.9433337|1|-0.133677441|2|0.7595197290000001|0.128385959|-0.109439124|0.821309592|0.6977404359999999|0.88631419|-0.068062282|-0.070346332|0.436308619|-34.82350689|-35.99212225|160.5407184|-0.0281385329999999|-18.41507338|2.185709046|-1.12554131|-17.81716094|43.86175561|-14.3968489|0.476413155|2105.8969850000003|873.709445|0.246972732|11.580409800000002|126.3615674|-294.64117410000006|7.869633359|1.0|1.0|0.0|1.0|2.78|2.09|-8.41|4.99|4.51|54.46|0.0|0.0|0.0|1.0|-4.25|3.0|0.0|-4.45|5.5700000000000005e-05|3.5600000000000005e-05|0.0111|3.43|0.0|3.87e-09|1.21e-06|4.8783|3.17|4.5088|-990.6223073|556.84|929.31|410.52|0.4444899999999999|0.53838|0.1076|1.7105|-0.22684|0.029157178|5.4|5.4
14o_a23|0.0|0|1|1|0.0|-4.758526534|2|7.423568444|3.133942289|-0.014680137|5.351858133|-0.301504331|2|0.6669152279999999|-0.002390707|10.3132174|2|0.416392114|2|0.802854174|0.000891427|-0.072078004|0.861597051|0.575188253|0.904077943|-0.072435569|-0.094138958|0.328340215|-51.49843925|-66.92857564|110.3941788|-0.042454824|-47.58321438|9.125801389|-2.165196042|-36.61307972|80.64694246|-30.18347529|0.48945652|3399.6213840000005|2297.392496|0.199698446|17.66041891|141.97663490000002|-1094.413931|13.71836682|0.0|0.0|1.0|0.0|3.55|3.62|-7.95|3.97|6.18|114.25|2.0|1.0|0.0|1.0|-6.89|8.0|1.0|-6.0|1.29e-07|1e-06|0.0004969999999999|4.76|0.0|1.12e-08|5.57e-06|3.6989|5.17|3.6989|-2042.184285|729.11|1236.72|582.89|0.58581|0.58581|385.0|5.9294|-0.23229|0.02299729|8.4815|8.4815
14ac_a23|0.0|0|1|1|0.0|-9.994971573|2|7.423568444|2.7104403130000003|-0.011656739|5.351858133|-0.4422550999999999|2|0.544211741|-0.0066006519999999|10.3132169|2|0.068237909|2|0.7797862459999999|0.1374474|0.054652466|0.834426845|0.537271445|0.931143634|-0.0883661019999999|-0.097100967|0.300389872|-66.72452104|-73.32014595|57.45545019|-0.043970249|-55.36344264|9.597200637|-2.330423202|-50.3831402|87.75911516|-33.20157553|0.489147172|3695.344378|3417.45156|0.192217908|15.90074614|145.1421706|-1328.722623|14.43896921|1.0|0.0|1.0|1.0|3.69|3.34|-9.03|5.52|8.36|105.02|2.0|1.0|0.0|1.0|-7.31|10.0|1.0|-6.65|4.92e-08|2.24e-07|0.000123|5.35|0.0|9.25e-10|5.06e-07|4.0014|4.93|3.6325|-2304.001319|751.54|1285.58|627.76|0.6408|0.69962|0.2391|6.3004|-0.23868|0.02262555|8.3851|8.3851
9g_a24|0.0|1|0|0|2.931798469|0.0|1|7.273092596000001|1.7647373919999998|-0.00106361|5.283203728999999|0.001126633|2|0.0|0.0144065739999999|10.96318169|2|-0.292600863|2|0.7931626959999999|0.13372961|-0.045107345|0.859302479|0.657503038|0.8671367529999999|-0.064835725|-0.065668047|0.383340003|-32.080056199999994|-32.49188065|174.88817269999998|-0.021297745|-16.07665151|4.593165278|-0.788016565|-15.87288497|49.25777584|-10.53790724|0.427531635|2123.257348|1196.910121|0.518073552|10.69818114|256.3375151|-192.9198181|16.76589519|0.0|1.0|0.0|1.0|2.8|1.78|-6.43|2.91|2.93|72.28|0.0|0.0|0.0|1.0|-2.49|4.0|0.0|-3.09|0.00323|0.0008179999999999|247.0|1.37|0.0|3.720000000000001e-07|0.000113|5.2521|0.75|4.2802|-984.5891383|524.03|879.99|400.47|0.4227399999999999|0.64993|0.1023|2.9691|-0.21391|0.032630457|7.1675|7.1675
10_a47|0.0|0|0|0|0.0|0.0|0|0.0|0.0|-0.008013899|0.0|-0.166367455|2|1.329777427|-0.008120645|10.93671036|0|-0.349569106|2|0.754096463|-0.138304661|0.011239977|0.8077565520000001|0.6913602740000001|0.841070966|-0.076311525|-0.0936757959999999|0.417511484|-40.80144983|-50.08559665|103.41137940000002|-0.035388634|-26.77924406|2.720890925|-1.592488524|-21.81529334|57.59863288|-18.9212254|0.411647394|2355.515804|1567.859561|0.198117368|10.66897998|105.9273263|-455.247149|7.51303623|1.0|1.0|0.0|1.0|3.02|2.97|-8.85|5.12|5.92|58.04|2.0|0.0|0.0|1.0|-5.75|4.0|1.0|-5.5|1.77e-06|3.18e-06|0.00114|4.8|0.0|1.4199999999999999e-09|5.110000000000001e-07|5.7693|4.37|3.7236|-1188.405988|579.86|997.16|426.55|0.53909|0.69212|0.2175|1.9281|-0.20309|0.03158831|7.9|7.9
12g_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|1.687211672|-0.01011728|5.4161004020000005|-0.129331216|0|0.726175674|-0.001011175|10.31197254|2|0.280045216|0|0.769016155|0.020185301|-0.326139923|0.8396782220000001|0.6941475490000001|0.8702014570000001|-0.0951493559999999|-0.099521372|0.289122732|-49.94706785|-52.24208444|130.7472028|-0.0435406|-27.42361099|3.501413627|-1.393299206|-26.21888031|59.29860462|-22.85591194|0.465725912|2287.970776|681.6778419|0.147968773|14.39849078|77.67373972|-383.9305539|7.056520179|1.0|0.0|1.0|0.0|3.24|3.2|-6.63|4.83|5.14|78.66|2.0|0.0|0.0|1.0|-6.46|3.0|0.0|-5.79|3.43e-07|1.62e-06|0.000586|5.07|0.0|2.37e-07|8.57e-05|4.0224|4.84|3.1577|-2173.044757|540.25|896.63|429.31|0.67055|0.6988|0.2682|1.9175|-0.20615|0.02230594|6.1403|6.1403
12g_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|0.0|-0.010447128|5.351858133|0.024086432|2|0.0|0.001371944|10.31162838|1|-0.067792064|1|0.826316772|-0.0430471959999999|-0.0885760969999999|0.886776351|0.770326886|0.783662781|-0.086195758|-0.10344931|0.487608738|-58.41940906|-70.11305057|133.2169768|-0.040568357|-47.51931027|12.60295167|-2.068986201|-39.593913|83.29752441|-27.49531395|0.459011202|3058.2873170000003|2482.668258|0.225689271|16.07139949|152.961516|-950.3862054|13.18447384|1.0|0.0|1.0|1.0|4.67|0.0|-6.42|3.4|2.48|114.67|2.0|1.0|0.0|1.0|-6.0|6.0|0.0|-5.01|1.01e-06|9.71e-06|0.00427|3.89|0.0|3.7600000000000003e-07|0.000165|5.0703|3.88|3.5592|-1743.214798|717.55|1206.02|577.31|0.26238|0.68366|0.1613|3875.0|-0.2083699999999999|0.04012224|8.0334|8.0334
3k_a32|0.0|1|1|1|3.644417045|0.0|0|7.97831097|0.0|-0.005745086|5.973809612|-0.001250803|0|2.256213388|0.001221534|10.31100271|3|-0.084055305|0|0.779649252|-0.127713677|-0.129124455|0.8306695270000001|0.7681279190000001|0.8777482409999999|-0.0711378679999999|-0.090839907|0.31016741|-40.10830541|-51.21653025|80.0971996|-0.029575784|-28.87643819|3.930238317|-1.271758703|-22.61349991|58.16707081|-16.67514938|0.472646737|2392.3436100000004|1970.06814|0.21942773|11.6688363|123.7157466|-404.2701347|6.9505405620000005|1.0|1.0|1.0|1.0|3.47|3.48|-7.23|7.12|5.78|110.94|2.0|0.0|0.0|1.0|-7.04|3.0|0.0|-5.61|9.16e-08|2.47e-06|0.000904|4.97|0.0|5.86e-08|2.15e-05|3.5363|3.81|3.5363|-1750.164914|611.65|1022.89|452.36|0.70268|0.70268|0.3082|3.2233|-0.19988|0.02654958|8.0605|8.0605
9a_a36|0.0|1|0|0|3.4090209280000003|0.0|0|7.412764017000001|0.0|-0.007853595|5.351858133|-0.046964839|2|0.0|0.0034852859999999|10.96066876|1|0.160672128|1|0.7885597609999999|-0.019008343|-0.1177413269999999|0.842671963|0.79302567|0.826559623|-0.073689118|-0.10869601|0.204819754|-45.04449811|-66.44342306|49.52042402|-0.039929147|-40.61536816|8.847677483|-1.956528182|-27.53468726|78.37175688|-24.40778806|0.453098452|2682.572663|2167.77208|0.236165413|13.79893984|144.36259840000002|-731.0766269999999|11.92833382|1.0|0.0|0.0|1.0|4.69|0.0|-6.28|3.04|2.04|66.4|1.0|0.0|0.0|1.0|-3.71|5.0|0.0|-3.99|0.000197|0.000102|0.0391|2.66|0.0|5.26e-07|0.0002009999999999|3.8677|3.38|3.8677|-1252.802159|648.41|1092.66|495.18|0.68682|0.68682|0.4811|5.7274|-0.20969|0.02701893|7.8861|7.8861
12f_a31|0.0|1|0|0|3.4780522210000004|0.0|0|7.765993078999999|0.0|-0.011835152|5.733341277|-0.033056721|0|0.0|-0.00150321|10.31169747|2|0.068054139|0|0.8167107029999999|-0.021938988|-0.029803241|0.8530975000000001|0.7730604259999999|0.700992225|-0.097676974|-0.118239376|0.262896936|-68.14417693|-82.48950216|159.84734269999998|-0.0337826789999999|-57.54866283|13.44201623|-1.891830012|-47.54067074|97.53070764|-23.56842919|0.482666192|2710.311963|1805.921786|0.313117045|19.05849748|218.4455813|-920.7786053|15.04120547|1.0|1.0|1.0|1.0|3.86|3.78|-8.02|6.43|4.48|117.37|3.0|0.0|0.0|1.0|-5.98|5.0|0.0|-4.63|1.05e-06|2.37e-05|0.0101|3.82|0.0|9.53e-09|4.06e-06|3.8305|5.39|3.8305|-1696.785527|755.33|1258.6|665.22|0.7006600000000001|0.7006600000000001|0.2664|1.8803|-0.19211|0.04363832|6.8861|6.8861
13l_a6|0.0|1|0|0|3.433158672|0.0|0|7.412764017000001|0.0|-0.0143011819999999|5.351858133|-0.132667824|1|0.0|-0.009326562|10.95129637|1|0.144180269|1|0.7908110340000001|-0.058931734|-0.1470289659999999|0.84018367|0.827754203|0.643098986|-0.118071236|-0.126521431|0.210844002|-82.24617981|-88.13242567|182.8275745|-0.0451862259999999|-61.3913735|14.56282911|-2.53042863|-57.29112645|100.8610837|-31.47586631|0.4257335779999999|2967.923804|3127.831037|0.206328863|15.34147837|143.7247666|-1227.82747|12.72865798|1.0|1.0|1.0|1.0|3.64|2.22|-8.89|4.55|3.8|115.15|1.0|0.0|0.0|1.0|-5.49|5.0|0.0|-4.77|3.26e-06|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|1.29e-09|5.7e-07|3.6675|5.41|3.5499|-1465.865882|735.52|1249.13|578.91|0.7002|0.70515|0.0165|7.2582|-0.19447|0.03092407|6.4145|6.4145
1l_a5|0.0|1|0|0|2.964063799|0.0|0|6.605297921|0.0|-0.00183668|4.59511985|-0.0052651969999999|2|0.0|0.008244856|10.94421389|1|-0.179824092|2|0.7656671279999999|-0.174469948|-0.091849662|0.818803517|0.71872376|0.890289002|-0.068685233|-0.067755283|0.357062421|-38.79937717|-38.27406105|167.86839980000002|-0.026512937|-21.62050954|2.506287665|-1.219595099|-21.91725365|45.64819758|-14.9768065|0.47265823|2227.730859|903.1631908|0.230593886|14.03493287|130.25942849999998|-389.1691717|7.374136537999999|1.0|1.0|0.0|1.0|2.98|2.67|-8.83|5.56|5.32|54.46|1.0|0.0|0.0|1.0|-5.04|3.0|0.0|-4.98|9.06e-06|1.04e-05|0.00356|4.19|0.0|1.4800000000000003e-09|5.02e-07|4.6403|3.89|4.3664|-1069.261615|609.85|1033.47|486.81|0.45892|0.57392|187.0|2.1987|-0.21939|0.03182983|7.4949|7.4949
16_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0.0|-0.010031024|4.727387819|-0.186717242|2|1.614080058|-0.010377537|10.31163046|1|0.069124437|2|0.767641592|-0.142670655|-0.031683873|0.838125715|0.640070307|0.6974791290000001|-0.108919585|-0.100138414|0.252612735|-53.7971544|-49.45999101|248.6415425|-0.041233465|-24.42909382|2.977102266|-1.401937796|-26.57128935|56.56724056|-20.36587865|0.484889078|2184.788331|1290.305313|0.1703181989999999|11.22152755|84.12292796|-342.00731349999995|7.107249553|1.0|1.0|1.0|1.0|3.13|2.59|-7.16|4.74|4.57|92.93|0.0|0.0|0.0|1.0|-4.98|4.0|0.0|-4.49|1.05e-05|3.2200000000000003e-05|0.0104|3.35|0.0|6.97e-08|2.25e-05|3.2208|3.19|3.2208|-1371.388717|520.28|856.09|368.22|0.6944100000000001|0.6944100000000001|0.3866|2.8688|-0.2029|0.02847445|7.3768|7.3768
12k_a36|0.0|1|0|0|3.483171769|0.0|0|7.412764017000001|0.0|-0.0071232019999999|5.351858133|-0.063399056|2|0.0|0.002782748|10.94908765|1|0.163804836|1|0.811903388|-0.09344781|-0.102077284|0.8647233590000001|0.856135378|0.8427704640000001|-0.075717305|-0.101946803|0.367754573|-49.87227128|-67.14870046|46.79001927|-0.037758075|-44.22843899|7.838185977999999|-2.038936068|-32.84907515|78.24529096|-24.86988906|0.478908312|2792.202559|2294.707886|0.219318299|13.89698356|144.457092|-884.5687799000001|11.0965905|1.0|0.0|0.0|1.0|4.89|0.0|-7.01|3.62|2.42|69.2|1.0|0.0|0.0|1.0|-4.58|4.0|0.0|-4.55|2.6e-05|2.82e-05|0.0115|3.45|0.0|9.66e-08|3.94e-05|5053.0|3.83|3.6631|-1310.3453949999998|697.92|1186.08|530.51|0.5249199999999999|0.70031|0.0908|5.7818|-0.20023|0.03274587|7.8539|7.8539
12aa_a36|0.0|1|0|0|3.4172704080000003|0.0|0|7.412764017000001|0.0|-0.011588438|5.351858133|-0.135770278|2|0.0|-0.006653538|10.95446449|1|0.0620143779999999|1|0.833911317|0.156337925|-0.023185884|0.888163057|0.849217847|0.688945241|-0.1066659309999999|-0.117270578|0.4679233379999999|-72.94175494|-80.19356964|132.3194611|-0.04126187|-54.83906299|11.04423694|-2.228140982|-49.88002793|96.18613736|-28.21625599|0.44829258|2928.7759760000004|2418.848273|0.2686642589999999|14.60824604|183.7216658|-1041.942197|15.99256772|0.0|0.0|0.0|1.0|4.83|0.0|-6.14|1.92|0.98|112.29|1.0|0.0|0.0|1.0|-3.52|5.0|0.0|-3.45|0.000304|0.000359|152.0|1.55|0.0|7.19e-07|0.000305|3.8899|3.88|3.8899|-1401.662677|701.99|1183.76|520.19|0.6931|0.6931|0.4446|3.5904|-0.20829|0.04550032|8.0458|8.0458
12q_a36|0.0|1|0|0|3.453150038|0.0|0|7.412764017000001|0.0|-0.00761082|5.351858133|-0.043678703|2|0.0|0.0005016269999999|10.9598352|1|0.1161527719999999|1|0.828371596|-0.017640538|-0.074349074|0.8839272779999999|0.8065052890000001|0.82911927|-0.07607684|-0.1060430969999999|0.324924033|-49.18227989|-68.5549152|82.68142965|-0.038175515|-44.31949385|7.758093617|-1.908775752|-31.79544084|80.15866795|-24.67976947|0.486620426|2786.514757|2380.245597|0.231307611|14.69971555|149.536123|-797.7508892000001|11.60375275|1.0|0.0|0.0|1.0|4.74|0.0|-7.18|3.35|2.54|69.2|1.0|0.0|0.0|1.0|-4.44|4.0|0.0|-4.59|3.64e-05|2.55e-05|0.0106|3.31|0.0|6.65e-08|2.77e-05|5.2375|3.79|3.8653|-1692.544456|683.51|1148.35|531.58|0.39919|0.6863199999999999|0.3419|4.6718|-0.2126199999999999|0.03415678|8.2218|8.2218
8_a47|0.0|0|0|0|0.0|0.0|0|7.252053952000001|0.0|-0.007835945|5.476463552|-0.099564745|2|1.335354131|-0.008756|10.93671024|0|-0.177626636|2|0.7847248109999999|-0.035681436|-0.223459904|0.842571655|0.659210804|0.8497568740000001|-0.075955381|-0.091482011|0.517797505|-44.09728708|-53.11155658|90.32612351|-0.035797309|-30.83488674|2.928269795|-1.646676195|-25.60148752|60.62152862|-20.78278301|0.414302597|2621.772106|2217.264922|0.180297967|11.08581716|104.6752861|-555.0279614|7.509972037000001|1.0|1.0|0.0|1.0|3.02|3.21|-9.25|5.67|6.77|58.04|2.0|0.0|0.0|1.0|-6.59|4.0|1.0|-6.19|2.56e-07|6.490000000000001e-07|0.000263|5.61|0.0|5.62e-10|2.28e-07|3.6696|4.91|3.6696|-1686.068471|621.06|1071.62|433.38|0.6877800000000001|0.6877800000000001|0.2249|3585.0|-0.2085199999999999|0.03283575|7.3|7.3
13_a12|0.0|0|0|0|0.0|0.0|0|0.0|0.0|-0.0069874069999999|0.0|-0.0619247109999999|2|0.0|0.000830398|10.96083169|0|-0.362308767|2|0.6809340620000001|-0.226526433|0.039235452|0.7300173240000001|0.804066411|0.90006391|-0.058167326|-0.092483398|0.122164874|-28.51381164|-45.33566159|64.74666684|-0.034993718|-22.2236882|1.96760628|-1.2947675790000002|-13.97756285|48.99243638|-17.15403411|0.466560112|1812.788134|664.9830294|0.117007826|11.36787272|57.35761558|-311.13163480000003|3.656774794|1.0|1.0|0.0|0.0|2.7|2.64|-7.14|3.63|3.9|50.7|1.0|0.0|0.0|1.0|-4.26|3.0|0.0|-4.2|5.520000000000001e-05|6.3e-05|0.0174|3.51|0.0|7.26e-08|2.01e-05|4.5363|3.83|3.9329|-876.3661620999999|532.86|867.79|437.91|0.6622399999999999|0.64974|0.0155|1.3023|-0.20903|0.0290811829999999|7.0315|7.0315
GW6604_a52|0.0|1|0|0|2.944144148|0.0|0|6.605297921|0.0|-0.002149879|4.59511985|-0.005328809|2|0.0|0.007746755|10.94914378|1|-0.131886693|2|0.693399445|0.074868979|-0.057466653|0.7550228990000001|0.689009112|0.87346455|-0.071850787|-0.072069252|0.38374044|-35.51891876|-35.62691523|157.2481263|-0.029217264|-17.61190876|2.204526664|-1.081038779|-17.55852148|44.37166117|-14.44334401|0.4597869779999999|2044.612273|799.8313017999999|0.26470494|11.6571716|130.8549791|-264.17863140000003|8.744745933999999|1.0|1.0|0.0|1.0|2.68|1.76|-8.03|4.49|4.2|54.46|0.0|0.0|0.0|1.0|-3.87|3.0|0.0|-4.16|0.000135|6.929999999999999e-05|0.0207|3.06|0.0|9.31e-09|2.78e-06||||||||||||||6.9706|6.9706
5b_a40|0.0|0|0|0|0.0|0.0|1|8.149890544|1.616656116|-0.0049439079999999|6.167516491000001|0.064329005|0|0.7222376540000001|0.008515162|10.31198309|2|-0.164084255|0|0.817071232|-0.400500595|0.029485257|0.88618123|0.503365018|0.881264402|-0.077031845|-0.091267779|0.313503463|-38.64461938|-45.78637031|169.18694230000003|-0.036507111|-22.96968039|4.811137897|-1.095213344|-19.38687321|52.08187888|-18.31454812|0.477304896|2126.9310920000003|764.9528181|0.1709818139999999|12.47657231|85.77656597|-275.6361647|6.2955085660000005|1.0|0.0|1.0|0.0|3.13|2.82|-5.25|4.93|4.39|75.5|1.0|1.0|0.0|2.0|-5.43|3.0|0.0|-4.84|3.69e-06|1.44e-05|0.00488|4.14|0.0|5.65e-06|0.00191|3.9759|5.62|3.9759|-2096.782087|515.23|847.01|411.1|0.59928|0.59928|0.3005|7.2947|-0.23068|0.01471235|7.1938|7.1938
