molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|AATSC1are|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|MATS8d|GATS1pe|nFaHRing|PBF|FPSA3|PPSA3|RNCS|TPSA_x|FNSA4|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
16a_a23|0.0|0|1|0.0|0.0|2|1.197962324|-0.0147904689999999|-0.0054940769999999|5.351858133|3|0.062601621|0.759926978|0.012426121|10.31321796|-0.071458049|2|0.01226642|-0.181609054|-0.335065967|-0.380779155|2|0.154144584|-0.116894582|0.7199622309999999|1|0.181301571|0.021379172|13.80568132|9.922436905|42.07919382|-0.025724725|-1.311960953|-17.13669862|-16.6118386|40.34319246|0.49525751|2924.629647|1801.957216|-10.72715788|0.414079278|0.981208279|6552.801739|267.3932664|-547.0850515999999|28.35168303|18.14339594|1.0|0.0|1.0|0.0|0.0|0.14|-5.27|2.03|108.26|2.04|1.0|1.0|125.79|2.0|31.0|4.0|-7.02|0.0|1.85|0.0111|4.86e-05|0.0208|0.0|0.0|5.38e-06|-0.0502|2.49|1.6239|-1685.913359|670.04|1172.0|0.2066|763.49|555.21|0.96307|0.96307|-1685.580443|0.2066|-0.07625|-0.12645|0.03391189|-1685.6419010000002|7.4037
21_a4|0.0|0|0|0.0|0.0|1|1.399863887|-0.164057585|-0.003068098|5.4161004020000005|1|0.019346682|0.0|0.012362563|10.94593332|-0.104638158|1|0.012094249|-0.063064908|-0.099702401|-0.228430899|1|0.090847781|-0.174578783|0.674434042|0|0.239652988|0.020173071|10.23237244|63.37635587|34.4171635|-0.028676424|-1.147056976|-14.70482428|-14.54552243|39.22285963|0.401240904|2045.488184|1584.866567|-7.377915035|0.276832377|0.670120767|4277.396118|140.4174905|-295.1166014|20.11362507|8.908964226|1.0|1.0|1.0|1.0|2.92|0.16|-5.94|3.7|39.94|2.32|0.0|0.0|91.59|2.0|23.0|3.0|-5.76|1.0|3.23|0.0403|6.51e-05|0.0197|0.0|0.0|1.16e-06|-0.02956|3.31|4.0245|-973.5683008|549.71|916.76|0.2016|240.17|446.0|0.5260600000000001|0.66476|-973.400097|0.1457|-0.16632|-0.19588|0.020181098|-973.449892|6.9172
17b_a50|0.0|0|1|0.0|0.0|2|1.348984601|-0.145258626|-0.002181823|5.82008293|1|0.035558152|2.206759705|0.012409091|10.94500663|-0.15040528|2|0.012686493|-0.2252068689999999|-0.357011777|-0.237489143|1|-0.1585336269999999|-0.257646121|0.748900413|1|0.4220781729999999|0.0128994089999999|8.976922737999999|9.9094658|47.42733742|-0.02681014|-1.662228695|-23.14256283|-18.65764227|42.23167946|0.4835366239999999|2765.537065|1948.148592|-12.98417734|0.1966134769999999|0.936245718|6059.076348|136.82673369999998|-805.0189948|23.22374317|7.077456382|1.0|1.0|1.0|1.0|3.57|0.35|-7.54|4.18|51.77|2.71|3.0|0.0|131.39|1.0|32.0|4.0|-6.09|1.0|3.87|0.00763|1.22e-05|0.0052|0.0|0.0|2.87e-08|-0.0318|3.77|4.0418|-1337.1910779999998|752.09|1300.3|0.1817|292.09|647.75|0.6269899999999999|0.66195|-1336.833957|0.1758|-0.16699|-0.19879|0.02640483|-1336.899093|6.9136
3d_a32|0.0|1|1|3.503398526|0.0|0|0.609420786|0.0181036519999999|-0.006420365|5.733341277|0|-0.0620110029999999|2.230648962|0.000655875|10.31100276|-0.0602430179999999|3|0.002004382|-0.076494363|-0.1395294259999999|-0.539652902|0|-0.069007775|-0.100251236|0.77923808|1|0.2214902789999999|0.014419776|7.807299836|62.43434632|58.01666174|-0.02867299|-1.118246623|-20.13777259|-15.52441767|45.000975700000005|0.427813496|2213.978384|1855.167124|-8.405385739|0.2794597139999999|0.747681906|4752.534658|151.30787800000002|-327.8100438|21.54552351|8.697152881000001|1.0|1.0|1.0|1.0|3.11|0.24|-7.29|6.97|110.94|1.94|1.0|0.0|97.86|1.0|23.0|3.0|-5.18|0.0|4.32|9.58e-05|7.36e-06|0.00251|0.0|0.0|5.13e-08|-0.05482|3.42|3.5105|-1672.758552|569.29|959.11|0.5031|353.18|465.41|0.7035100000000001|0.7035100000000001|-1672.585902|0.5031|-0.14189|-0.19671|0.02457348|-1672.638515|8.0915
13b_a5|0.0|1|0|2.948625157|0.0|0|1.338814635|-0.142746146|-0.004573365|5.209486153|2|-0.006314305|0.0|0.0064510459999999|10.94530329|-0.017963913|1|0.0066003869999999|-0.055701188|-0.091464693|-0.357011244|2|0.03431921|-0.0330907489999999|0.653356347|0|0.468748106|0.0138892369999999|8.980592802|14.41650822|108.9128108|-0.02636836|-1.344786367|-29.05440446|-17.04942469|53.91565742|0.455921715|2661.597781|1177.571784|-11.0239272|0.345923611|0.837970799|5678.380299|223.6695238|-562.2202871000001|26.06641209|13.93534415|0.0|1.0|1.0|1.0|2.64|0.17|-8.36|4.64|74.77|1.96|1.0|0.0|119.8|1.0|30.0|4.0|-6.58|1.0|3.26|0.0225|3.75e-05|0.0148|0.0|0.0|4.36e-09|-0.05177|4.66|4.1793|-1276.066049|672.43|1138.73|0.5528|265.31|503.93|0.32779|0.57482|-1275.806761|0.3064|-0.17274|-0.22451|0.035153|-1275.865034|6.9586
18d_a30|0.0|0|0|0.0|0.0|0|0.6049874|0.041146136|-0.0072724869999999|5.351858133|2|-0.071608958|0.0|0.001139238|10.31163881|-0.087019298|1|0.002064369|-0.0541804029999999|-0.120380857|-0.4624430539999999|1|-0.001699165|-0.149451598|0.64876559|0|0.346980269|0.017843227|11.29282624|78.23108693|124.5022473|-0.037906966|-1.85744132|-31.29400567|-23.99099587|60.73891035|0.443774287|2848.574353|2894.162522|-15.18369704|0.216715605|0.797831306|6367.958933|137.15746130000002|-744.0011548|30.62871675|10.49188139|1.0|0.0|1.0|0.0|0.0|0.14|-6.9|4.25|81.65|3.2|2.0|0.0|127.24|1.0|30.0|5.0|-6.02|0.0|2.92|0.00171|9.71e-06|0.00405|0.0|0.0|1.26e-07|-0.05506|4.07|3.4682|-1675.020297|669.66|1129.46|0.3856|247.35|508.7|0.4325|0.69017|-1674.785879|0.3788|-0.14167|-0.19673|0.03258724|-1674.8453470000002|7.6737
13b_a50|0.0|0|1|0.0|0.0|2|1.267593379|-0.067327798|-0.003876697|5.82008293|2|-0.0204949039999999|2.117002752|0.010435712|10.94500743|-0.054716607|2|0.011379776|-0.173463805|-0.269353185|-0.319215353|1|-0.041506802|-0.097736369|0.71935296|1|0.435064196|0.019899348|14.22401427|104.0753113|67.07377798|-0.026928544|-1.696498291|-26.31826007|-19.24847021|51.04317051|0.4321103879999999|3036.874979|2147.355856|-13.75876844|0.299589696|0.7609056040000001|6639.077063000001|214.1461224|-866.8024118999999|27.48170624|12.34985404|1.0|1.0|1.0|1.0|4.17|0.37|-7.23|4.24|66.99|2.52|2.0|0.0|133.36|1.0|34.0|5.0|-6.3|0.0|3.99|0.0044|7.92e-06|0.00361|0.0|0.0|5.87e-08|-0.02606|3.63|4.1161|-1470.401544|780.4|1339.39|0.1589|293.0|617.26|0.65332|0.63872|-1470.039226|0.1553|-0.1701599999999999|-0.19622|0.03156473|1470.104535|5.7375
1g_a5|0.0|1|0|2.942391606|0.0|0|1.4275159730000002|-0.203595168|-0.003919036|4.59511985|2|-0.011534568|0.0|0.00683534|10.94875199|-0.0353243789999999|1|0.006957291|-0.010807075|-0.0178558139999999|-0.242737126|2|0.030722968|-0.067172264|0.717355058|0|0.39389953|0.020418692|10.9506874|74.51397212|71.90752413|-0.027205531|-1.11542677|-20.16505667|-14.59051668|48.55052611|0.4713154089999999|2243.103668|832.7655896000001|-7.824996219|0.38606657|0.891486942|4639.260975|207.0502037|-320.82484500000004|23.76563316|14.46845291|1.0|1.0|1.0|1.0|2.12|0.05|-8.14|4.5|63.69|1.57|0.0|0.0|96.98|1.0|25.0|4.0|-6.15|1.0|3.09|0.0304|6.29e-05|0.0206|0.0|0.0|7.190000000000001e-09|-0.0393|2.61|4.1733|-1065.846194|572.15|961.17|0.1769|259.26|448.93|0.4386899999999999|0.66164|-1065.675316|0.0504|-0.17042|-0.20972|0.02730461|-1065.727193|6.9393
3t_a32|0.0|1|1|3.4477303|0.0|0|0.609420752|0.028840888|-0.006089333|5.733341277|0|0.028527045|2.141978747|9.83e-05|10.31100267|-0.086478322|3|0.00139283|-0.070331512|-0.122301673|-0.496165036|0|0.0466380209999999|-0.146047869|0.687253845|1|0.217914628|0.014242899|8.995863948|97.01046154|108.2086749|-0.026967947|-1.267493496|-31.99514268|-17.03304802|59.65287508|0.481726305|2530.60497|2241.507646|-10.75813179|0.315525518|0.929482453|5525.861115|199.2870037|-505.632194|24.88485469|10.85396804|1.0|1.0|1.0|1.0|3.41|0.3|-8.01|7.65|128.01|1.74|2.0|0.0|112.48|1.0|27.0|4.0|-5.81|0.0|4.46|0.00013|1.16e-05|0.00462|0.0|0.0|9.86e-09|-0.05507|5.5|3.5487|-1864.708995|677.16|1129.24|0.2906|349.38|575.45|0.70286|0.70286|-1864.472646|0.2906|-0.14739|-0.20246|0.03020622|-1864.534478|8.0458
12m_a30|0.0|0|0|0.0|0.0|0|0.6049842529999999|0.096631895|-0.01047558|5.351858133|2|-0.1305457069999999|0.0|0.001371944|10.31162838|-0.0547272029999999|1|0.0026474159999999|-0.084317059|-0.152855196|-0.5409445629999999|1|-0.036924662|-0.0974968869999999|0.770326886|0|0.415971907|0.027352277|18.55926485|133.774348|147.06395700000002|-0.0405332439999999|-2.067195455|-39.32844052|-27.50290965|76.52074257|0.44976016|3058.3084710000003|2370.879718|-18.66147291|0.226267233|0.8173893040000001|6658.711303|153.52847759999997|-951.7351184|35.54574762|13.2317657|1.0|0.0|1.0|0.0|0.0|0.13|-6.42|3.4|114.67|2.06|2.0|1.0|133.52|1.0|32.0|6.0|-6.22|0.0|2.36|0.000444|9.71e-06|0.00427|0.0|0.0|3.7600000000000003e-07|-57.0|3.88|3.5496|-1743.215323|714.92|1204.39|255.0|244.95|578.87|0.33392|0.68404|-1742.965888|0.1615|-0.15042|-0.20742|0.04041755|-1743.030004|7.5114
6b_a31|0.0|1|0|3.404988662|0.0|0|0.610136262|0.052690797|-0.016070861|5.733341277|0|0.11647286|0.0|-0.011483229|10.31169819|-0.053655833|2|-0.008439437|-0.002840672|-0.004825446|-0.57983695|0|-0.068433069|-0.084489161|0.795570315|0|0.146652651|0.032992761|20.12924648|159.79549319999998|227.0509355|-0.045675611|-2.055402513|-44.96993859|-27.86719323|93.83704414|0.4807018779999999|2776.92804|2063.736075|-17.0020813|0.254079586|0.925676135|6099.567787|155.0167518|-765.0936586|37.35947255|14.72939894|1.0|1.0|1.0|1.0|2.73|0.1|-7.33|5.19|131.36|1.36|1.0|0.0|109.69|1.0|29.0|5.0|-6.5|0.0|3.3|0.000947|2.18e-05|0.00883|0.0|0.0|4.67e-08|-0.05835|4.61|3.2949|-1652.671944|637.06|1077.19|0.4967|376.29|492.36|0.7013199999999999|0.7013199999999999|-1652.44739|0.4967|-0.13345|-0.1918|0.03623358|-1652.505041|7.2676
20a_a10|0.0|0|0|0.0|0.0|1|1.343837243|-0.0774974029999999|-0.0034618129999999|5.4161004020000005|2|-0.035536682|1.896409603|0.008214031|10.9296614|0.011011878|1|0.008297595|-0.049146504|-0.081587712|-0.281099208|2|0.036092601|0.019448804|0.63495222|1|0.591835899|0.013618456|8.860330345|66.52185003|56.1599532|-0.028008251|-1.456429076|-28.10115947|-18.22250274|52.05222074|0.452402751|2998.608651|2021.669282|-11.8557778|0.266548108|0.826159649|6729.996773999999|173.41938059999998|-616.5004457|24.84485067|10.76131538|1.0|0.0|1.0|1.0|3.63|0.11|-9.44|5.06|76.62|2.53|2.0|0.0|126.35|1.0|33.0|5.0|-5.82|0.0|4.27|0.000888|2.56e-06|0.0011|0.0|0.0|3.61e-10|-0.06611|3.98|3.8312|-1389.164302|696.63|1200.92|0.2738|259.16|524.02|0.50193|0.6864600000000001|-1388.897416|107.0|-0.1613099999999999|-0.2274199999999999|0.03217287|-1388.957848|5.9208
6a_a40|0.0|0|0|0.0|0.0|1|0.604893625|0.117890918|-0.014623575|6.401917197|0|-0.146542353|0.775942224|-0.001347823|10.30179985|-0.230955427|2|-0.001171195|-0.021759541|-0.040435852|-0.620787469|0|-0.012261923|-0.340539542|0.657059571|1|0.360858579|0.016399125|10.24294396|185.06174|166.2999483|-0.049149867|-2.113444291|-42.542782200000005|-30.69915817|78.35465194|0.41480944|2936.1501780000003|2536.88262|-19.17478857|0.132148181|0.708845065|7059.617542|82.54016015|-824.5159087000001|35.37373259|8.040268001|1.0|0.0|0.0|1.0|3.01|0.21|-4.05|4.38|173.43|1.62|2.0|2.0|120.14|2.0|29.0|5.0|-6.32|0.0|3.17|3.47e-05|1.03e-05|0.00457|1.0|0.0|8.950000000000001e-05|-0.0926|7.73|2.9836|-2371.579899|649.48|1103.4|0.4015|415.55|497.78|0.6782699999999999|0.6782699999999999|-2371.3827|0.4015|-0.11995|-0.21255|0.01952089|-2371.443161|7.3979
9_a10|0.0|0|0|0.0|0.0|1|1.377786667|-0.096384071|-0.004530817|5.4161004020000005|2|-0.048732912|1.754798254|0.007316125|10.92721632|-0.1048161059999999|1|0.007847998|-0.1475423119999999|-0.239634564|-0.362724972|2|-0.000865755|-0.169389445|0.692424727|1|0.6816795959999999|0.013842683|9.815155744|86.66800495|92.56988349|-0.028592687|-1.686968561|-29.00379197|-20.27364785|50.72029356|0.45291714|2904.874289|2284.568215|-14.37503199|0.26870822|0.827876677|6606.83687|190.5275895|-848.1268877|27.72306267|11.26962754|1.0|1.0|1.0|1.0|3.2|0.23|-7.93|3.69|75.94|1.81|1.0|0.0|130.71|1.0|33.0|5.0|-6.87|1.0|3.07|0.0259|3.64e-05|16.0|0.0|0.0|1.17e-08|-0.06118|4.51|3.7309|-1410.041793|740.24|1278.57|0.4138|222.72|631.5|0.2242|0.68962|-1409.69933|0.0041|-0.15045|-0.21163|0.03583924|-1409.764013|6.7144
14ab_a23|0.0|0|1|0.0|0.0|2|1.197962873|0.065530542|-0.0050415|5.351858133|2|0.021287386|0.7586471459999999|0.013012022|10.313217300000002|-0.03821899|2|0.012103325|-0.074579388|-0.13397874|-0.449699921|2|-0.085303124|-0.05990912|0.693959193|1|0.20155691|0.017974612|12.31039874|40.23721489|51.89838547|-0.031648261|-1.677357849|-24.37891748|-21.67516705|47.90644969|0.4695727329999999|2941.47118|2332.352369|-14.84482393|0.202162933|0.885272615|6654.62616|138.4567483|-786.7756682999999|27.16741043|9.389964491|0.0|0.0|1.0|1.0|3.82|0.12|-8.16|4.4|105.02|3.45|2.0|1.0|130.22|1.0|32.0|4.0|-5.92|0.0|4.12|0.000259|2.81e-06|0.00123|0.0|0.0|6.9799999999999995e-09|-0.07146|4.1|3.6587|-1708.563399|719.66|1238.27|0.3893|338.88|595.23|0.66532|0.66532|-1708.277193|0.3893|-0.14778|-0.21924|0.02013145|-1708.3414239999995|8.4012
3p_a32|0.0|1|1|3.456037415|0.0|0|0.609420752|0.007752757|-0.008735261|6.008813185|0|-0.050639647|2.1365141480000003|-0.000971341|10.31100269|-0.074544773|3|0.000920756|-0.146606489|-0.26891009|-0.53666614|0|0.058054833|-0.120768771|0.6956696440000001|1|0.366898545|0.021264377|12.5150622|40.28175307|106.1908248|-0.029183126|-1.28405753|-24.56127372|-17.1756096|54.24719019|0.416240891|2650.4178850000003|3037.061498|-10.10863498|0.380032117|0.713035367|5960.446219|223.6663527|-444.779939|27.70403125|14.94356622|1.0|0.0|1.0|1.0|2.6|0.26|-6.79|6.06|131.25|1.1|1.0|0.0|112.37|1.0|27.0|4.0|-6.8|0.0|3.23|0.00308|5.629999999999999e-05|0.0222|0.0|0.0|1.62e-07|-0.04963|4.26|3.6436|-1879.554272|626.32|1057.58|0.3083|340.28|471.04|0.7017100000000001|0.7017100000000001|-1879.350471|0.3083|-0.15055|-0.20018|0.02642856|-1879.406962|7585.0
3a_a49|0.0|0|0|0.0|0.0|1|1.343850114|-0.05210989|-0.006374689|5.4161004020000005|2|-0.044367345|1.819785|-0.000349523|10.92976559|0.00497674|1|0.000521532|0.002357097|0.003978478|-0.421478185|2|0.012813604|0.008391259|0.7476073409999999|1|0.526915193|0.016205613|9.491036042|107.4001347|158.77029040000002|-0.030698626|-1.504232653|-32.39206742|-17.97906469|64.79936082|0.474653816|2599.121578|1793.526571|-10.52968207|0.310225187|0.903506738|5792.106924000001|181.6875706|-515.9544212000001|26.06512204|12.38177532|0.0|1.0|1.0|1.0|2.11|0.18|-7.19|2.77|98.72|1.04|1.0|0.0|112.14|1.0|29.0|5.0|-7.67|0.0|2.02|0.3379999999999999|0.000503|193.0|0.0|0.0|6.52e-08|-0.05732|3.16|3874.0|-1254.012043|635.89|1082.21|0.3467|240.06|449.68|0.53794|0.66614|-1253.756918|0.0793|-0.15978|-0.2171|0.03833529|-1253.8126619999998|7.1938
1c_a5|0.0|1|0|2.955525321|0.0|0|1.424607938|-0.268536978|-0.001983746|4.59511985|2|-0.080321049|0.0|0.008031558|10.9433337|-0.058823529|1|0.007357977|0.034752304|0.0578378779999999|-0.20172074|2|0.128385959|-0.109439124|0.6977404359999999|0|0.436308619|0.008349498|4.27195187|160.5407184|58.16640976|-0.0281385329999999|-1.12554131|-17.81716094|-14.3968489|39.09545876|0.476413155|2105.8969850000003|873.709445|-7.366029352999999|0.246972732|0.909902834|4387.398857|126.3615674|-294.64117410000006|19.11862892|7.869633359|1.0|1.0|1.0|1.0|2.09|0.05|-8.41|4.99|54.46|2.13|0.0|0.0|95.45|1.0|24.0|3.0|-5.77|1.0|3.43|0.0174|3.5600000000000005e-05|0.0111|0.0|0.0|3.87e-09|-0.03965|3.17|4.5088|-990.6223073|556.84|929.31|271.0|254.15|410.52|0.4444899999999999|0.53838|-990.467026|0.1076|-0.18719|-0.22684|0.029157178|-990.516371|5.4
19_a15|-3.694652026|0|0|0.0|0.0|0|0.300209223|0.156105985|-0.009832375|0.0|1|0.037722611|0.0|-0.012350591|10.31928434|-0.032407407|0|-0.00534669|-0.0283109839999999|-0.045543362|-0.571686169|1|0.042424078|-0.048611111|0.7358168620000001|0|0.355677322|0.00527267|3.04716388|61.63983265|178.5363184|-0.042351319|-1.905809364|-31.61527447|-24.47553536|57.75275299|0.405429114|2625.952212|1857.369806|-14.14482104|0.077864438|0.681885245|5417.777463|44.99916039|-636.516947|26.54223128|3.321475588|1.0|1.0|0.0|1.0|2.17|0.11|-7.14|2.36|102.69|1.64|1.0|0.0|101.22|1.0|26.0|5.0|-6.22|0.0|2.88|0.00279|4.1200000000000005e-05|0.0152|0.0|0.0|7.28e-08|-0.0372399999999999|7.53|4.1742|-1523.404372|601.23|1030.77|0.4895|297.03|519.04|0.68945|0.68945|-1523.196562|0.4895|-0.17018|-0.20742|0.04315771|-1523.254714|7.1427
3b_a32|0.0|1|1|3.3653429710000005|0.0|0|0.609420808|0.046791596|-0.007388108|5.733341277|0|-0.0411430079999999|2.21541916|-0.001282231|10.31100281|0.10614163|3|0.00020567|-0.0791178979999999|-0.151445075|-0.536470812|0|0.094335058|0.167519182|0.7725667079999999|1|0.2719741|0.014636992|7.180211702|74.63320519|78.12568166|-0.033451833|-1.103910485|-17.58323784|-16.40987746|43.023961|0.460751087|2092.213643|1084.520517|-8.049905042|0.2358716619999999|0.854431185|4448.251276|115.707414|-265.6468664|21.47528975|7.59811844|1.0|1.0|1.0|1.0|2.57|0.13|-6.5|6.25|110.94|1.45|1.0|0.0|88.24|1.0|21.0|3.0|-5.57|0.0|3.68|0.0005809999999999|2.23e-05|0.00697|0.0|0.0|3.19e-07|-0.05396|2.45|3.5545|-1594.121087|524.46|857.0|0.2905|348.81|396.83|0.70257|0.70257|-1594.0008779999998|0.2905|-0.1474099999999999|-0.20137|0.02589511|-1594.049677|8.2366
14f_a23|0.0|0|1|0.0|0.0|2|1.197963246|-0.002304087|-0.006791105|5.351858133|2|0.056215377|0.745818086|0.010561248|10.3132176|-0.041351617|2|0.010508236|-0.110069159|-0.199540201|-0.399688849|2|0.070514687|-0.06885759|0.71381683|1|0.2096108239999999|0.027134452|18.34483401|96.47955427|71.55380685|-0.031450478|-1.603974359|-27.39103254|-21.26277654|58.85981824|0.478733036|3014.916135|2322.5224120000003|-14.37516058|0.334221706|0.918402793|6768.918745|225.9578225|-733.1331894|31.93672236|17.01160115|0.0|0.0|1.0|1.0|3.61|0.09|-7.51|3.42|114.25|2.72|2.0|1.0|126.78|1.0|32.0|5.0|-6.47|0.0|3.46|0.0010199999999999|9.57e-06|0.0042299999999999|0.0|0.0|3.11e-08|-0.07163|3.23|3.5753|-1744.452086|711.98|1210.19|0.2462|213.09|572.35|0.60917|0.6733399999999999|-1744.182678|0.1699|-0.1458|-0.21743|0.02255331|-1744.2443850000002|8.6459
3o_a32|0.0|1|1|3.644417045|0.0|0|0.609420753|-0.022603806|-0.006253394|5.733341277|1|-0.064818511|2.240993002|-0.001411347|10.3110027|-0.090297882|3|0.000243592|-0.061774721|-0.11221537|-0.483580522|0|-0.074509084|-0.154436834|0.840991936|1|0.252703854|0.012519666|7.218280399|62.67187821|93.52833522|-0.031819276|-1.4318674340000002|-24.51306152|-18.34557429|49.73468603|0.455089918|2488.133192|2469.87467|-10.57723917|0.214905181|0.835165165|5488.777096|123.9047338|-475.9757626|23.36733582|7.532642302|1.0|1.0|1.0|1.0|3.06|0.32|-7.27|6.39|122.97|1.58|1.0|0.0|112.07|1.0|26.0|4.0|-6.17|0.0|3.74|0.00072|1.87e-05|0.00714|0.0|0.0|5.35e-08|-0.05413|2.35|3.5333|-1805.504508|620.56|1049.14|0.2851|350.9|464.85|0.70216|0.70216|-1805.277864|0.2851|-0.14652|-0.20065|0.03088166|-1805.333039|6.6198
13p_a6|0.0|1|0|3.449535594|0.0|0|1.424099253|0.024837222|-0.010395243|4.727387819|2|0.072850973|1.633493259|-0.008008339|10.95053423|-0.072853186|1|-0.005708558|-0.068532678|-0.116250572|-0.573014008|2|-0.059663359|-0.125636943|0.8244206940000001|1|0.196002517|0.01730144|12.27472016|80.30786544|194.0233618|-0.03767435|-2.14743793|-50.03427239|-26.72853188|82.79893305|0.412828992|3016.078786|3833.042283|-18.9628865|0.23994258|0.703081362|6590.216479|170.2302215|-1080.8845310000002|35.16646396|12.99897644|1.0|1.0|1.0|1.0|2.34|0.12|-10.06|4.58|122.47|1.01|1.0|0.0|132.01|0.0|34.0|5.0|-7.01|0.0|2.96|0.00365|2.79e-05|0.0125|0.0|0.0|8.73e-11|-0.0746|4.73|2.9837|-1463.08132|752.82|1283.98|0.4132|258.45|573.39|0.47508|0.7056600000000001|-1462.740542|0.0029|-0.12251|-0.1971099999999999|0.03807447|-1462.804694|7.0362
4R4k_a46|0.0|0|0|0.0|0.173180233|1|1.134637098|-0.050636784|-0.0049602|5.587248657999999|1|-0.104665424|0.0|0.006550513|10.94631314|-0.1032662209999999|1|0.006050983|0.008544799|0.012963356|-0.3860697829999999|1|-0.003017362|-0.141706595|0.784722915|0|0.237621572|0.007883196|4.194771739|173.3171354|58.20005971|-0.030434186|-1.4608409080000002|-25.39807111|-16.19450581|51.92513282|0.465590034|2105.035168|1767.850427|-8.617349646000001|0.133318901|0.871222588|4711.736397|70.94107067|-413.632783|18.68565706|3.857266463|1.0|1.0|1.0|1.0|3.12|0.33|-6.61|4.26|50.94|2.84|1.0|0.0|100.96|1.0|25.0|3.0|-5.46|1.0|3.81|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|0.0|2.48e-07|-0.02045|4.52|4.1392|-1053.439174|565.94|994.13|0.2896|234.09|490.83|0.54119|0.68404|-1053.202129|0.1008|-0.17484|-0.19529|0.0257622|-1053.254911|7.0132
18_a15|0.0|0|0|0.0|0.0|0|1.435689019|-0.020185809|-0.006149666|0.0|2|-0.094812415|0.0|-0.001044324|10.95986315|0.002685285|0|0.000539978|-0.072506962|-0.145790726|-0.431836192|2|-0.0374132629999999|0.004699248|0.645117465|0|0.819442071|0.007146033|4.370403779|40.37881101|100.159876|-0.035181092|-1.723873519|-25.27062952|-21.51621375|45.69032922|0.415796832|2541.440611|2510.854462|-13.15898469|0.132569119|0.711733271|5705.360332|81.07723009|-644.79025|24.80452821|5.370913621000001|1.0|1.0|1.0|1.0|3.75|0.08|-9.98|5.68|47.04|3.6|2.0|0.0|113.42|1.0|29.0|4.0|-4.8|0.0|5.06|0.000265|1.18e-06|0.0004559999999999|0.0|0.0|1.0399999999999999e-10|-0.03581|5.65|3.8232|-1265.810138|650.53|1110.18|0.2686|272.91|535.02|0.6074|0.70427|-1265.556558|0.0066|-0.1579|-0.19371|0.03989594|-1265.614679|6.8894
LY364947_a10|0.0|1|0|2.949609552|0.0|0|1.390175303|-0.278922508|-0.00235945|4.59511985|2|0.0938628109999999|2.084955541|0.007575|10.9303125|-0.006198347|1|0.006909045|0.04209715|0.072909639|-0.204644982|2|-0.072740964|-0.012096774|0.681525895|1|0.449473391|0.009678082|4.275500834|144.7228349|69.31194102|-0.029665114|-0.978948758|-15.02735938|-13.10520229|38.29163558|0.486715511|1896.845282|839.5356408|-5.78950507|0.276515344|0.948237326|3903.496845|122.1566022|-191.05366730000003|18.1140017|8.264519015|1.0|1.0|1.0|1.0|1.88|0.0|-7.2|3.97|54.46|1.74|0.0|0.0|82.56|1.0|21.0|3.0|-6.02|1.0|2.8|0.0789|0.000137|0.0374|0.0|0.0|6.31e-08||||||||||||||||||7.2291
