molecula|SddssS|NaaNH|SaaNH|SssssC|SRW09|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|GATS1pe|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|PNSA2|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
28_a47|0.0|0|0.0|0.0|6.842683282|1.4201653580000002|1.408016295|-0.053792245|4.727387819|-0.23494583|2|0.038387534|0.023813594|1.121067445|-0.436042548|-0.013020816|10.95058275|1|-0.010153352|-0.046265509|-0.126992366|-0.435485503|2|0.635684951|0.074217097|0.614975047|-0.1132830309999999|-0.106779291|0.310094808|0.026080156|-63.47150284|15.50250691|365.2310214|-0.038135461|-37.72858603|9.214964819|0.65225927|-1.601689367|-40.02656804|82.27079846|-22.66839387|82.83994768|-952.0725426|7.864990866|0.8964208090000001|206.7032519|-565.9287905|34.75365534|0.031626405|1459.653524|1.0|1.0|2.0|3.08|0.05|21.0|-6.92|2.49|1.0|0.0|0.0|5.0|-3.67|380.35|0.0|2.4|0.000214|0.000217|0.0824|1.97|0.0|1.2099999999999998e-07|4.59e-05|3675.0|3675.0|-1335.759232|995.5|0.2996|337.37|461.73|0.69002|-1335.571655|0.2996|-0.15049|6.0847|-0.2052|8.17|25.0|7.6|7.6
15a_a50|0.0|0|0.0|0.0|7.934155233999999|1.3530592819999998|4.126145086|-0.113976703|5.82008293|-0.06317118|1|0.035694444|-0.0446629609999999|2.020652006|-0.234757789|0.005366038|10.94500663|2|0.005828749|-0.128070491|-0.209259615|-0.325638639|1|0.797917311|-0.207610131|0.76745052|-0.0783960279999999|-0.084501726|0.4349386739999999|0.018014615|-50.56454577|10.77967103|275.287923|-0.029316925|-30.25705388|6.450390922|0.705410595|-1.436529349|-28.07082095|61.78266878|-17.54280159|57.69065967|-859.5972780999999|8.095541483|0.8103580690000001|176.277812|-514.369916|24.86892274|0.018747341|1218.577214|1.0|1.0|1.0|3.7|0.23|20.0|-6.09|3.23|1.0|0.0|0.0|5.0|-3.6|371.44|0.0|2.76|0.000251|0.0001189999999999|0.0444|2.51|0.0|8.070000000000001e-07|0.0003|4.0408|4.0408|-1199.818129|1091.64|0.1767|306.83|519.38|0.66132|-1199.572081|0.1767|-0.16693|6.6307|-0.19948|9.0948|41.0|7.3872|7.3872
23_a10|0.0|0|0.0|0.0|7.535296702|1.34383709|2.140123457|-0.12979844|5.4161004020000005|0.012558932|2|0.036666667|-0.031558374|1.981673861|-0.17741132|0.010305237|10.92966139|1|0.010662507|-0.130679|-0.207994181|-0.233801237|2|0.7338945809999999|-0.043248272|0.706648116|-0.049653973|-0.072395864|0.535680357|0.009615852|-51.27837225|6.81095873|72.17779806|-0.02685653|-36.32074126|4.824237957|0.7611996520000001|-1.6651048819999998|-24.91121732|60.76548004|-19.02262196|41.98112956|-1179.402562|8.755988318|0.943867925|169.14354509999998|-835.377049|24.9903188|0.013394095|1549.399766|1.0|1.0|0.0|3.8|0.21|27.0|-9.84|5.11|2.0|0.0|0.0|6.0|-5.38|461.56|0.0|4.5|4.19e-06|2e-06|0.000923|4.48|0.0|1.44e-10|6.66e-08|3.8034|3.8034|-1470.1960279999998|1336.11|0.2089|325.98|606.18|0.67647|-1469.838069|0.2089|-0.15858|3.8115|-0.21158|4.8954|0.75|6.1249|6.1249
4o_a46|0.0|0|0.0|0.160026534|7.825245291|1.13463699|2.138144369|-0.24479566|5.587248657999999|0.042766097|1|0.043320988|-0.2363624889999999|0.0|-0.032014955|0.010870588|10.93828256|1|0.010144781|-0.018058762|-0.028735607|-0.096073163|1|0.626333846|-0.09492635|0.6418406720000001|-0.0648126359999999|-0.06570509|0.372146122|0.00972341|-36.03345669|5.332434441|5.821925821000001|-0.021901697|-19.76117845|2.9243708|0.7510206490000001|-1.051281434|-19.49276784|42.00638612|-12.01115223|40.87645867|-576.535307|5.527567399|0.855222204|136.5432529|-316.1788552|15.99310518|0.0108913189999999|767.6690487000001|0.0|1.0|0.0|3.73|0.32|17.0|-7.26|4.77|1.0|0.0|0.0|2.0|-4.91|342.44|0.0|3.92|1.23e-05|1.34e-05|0.0045899999999999|4.06|0.0|5.5e-08|1.88e-05|4.3255|4.3255|-1070.456878|1022.29|0.1598|286.64|501.08|0.6843|-1070.223416|0.1598|-0.18282|3.4494|-0.22909|4.8244|162.0|6.7905|6.7905
41_a18|0.0|0|0.0|0.0|7.03438793|1.251176562|0.0|0.115127295|4.844187086|-0.059936864|1|0.038034188|-0.089781154|0.0|-0.500778516|-0.0034878|10.9470117|0|-0.002136837|-0.005930813|-0.0091068809999999|-0.5421253970000001|0|0.759941674|0.037097204|0.745631286|-0.1020290859999999|-0.089139464|0.3888308139999999|0.009550224|-61.10986894|6.547189171|347.42621339999994|-0.037381065|-41.89408289|4.488448275|0.903239484|-2.317626057|-47.95199341|65.83786886|-25.62671923|76.49358329|-1588.856592|8.787657952|0.950261611|66.33450764|-1089.246155|28.37200951|0.006896617|1759.064589|1.0|1.0|3.0|4.07|0.25|18.0|-8.38|3.26|2.0|1.0|0.0|6.0|-5.56|452.55|0.0|2.53|2.76e-06|9.49e-06|0.0042899999999999|3.78|0.0|4.18e-09|1.89e-06|3.2123|3.2123|-1454.374793|1294.52|482.0|385.97|576.83|0.69308|-1453.980175|482.0|-0.1319|2.0934|-0.1814599999999999|2721.0|369.0|6433.0|6433.0
12am_a36|0.0|1|3.340519946|-4.723487246|7.412764017000001|1.240140551|0.0|0.088482802|5.351858133|-0.297354748|2|0.044036281|0.122824831|0.0|-0.921315581|-0.011700732|10.9602097|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|-0.6080522279999999|1|0.647732719|-0.05754717|0.624142499|-0.091472759|-0.118101664|0.305015372|0.017590648|-81.59051640000001|12.15249658|128.69607109999998|-0.045928425|-56.3667958|8.395550408|0.788334835|-2.480134939|-43.65752487|95.53118838|-31.72964526|75.34643812|-1713.4008440000002|8.772646622|0.940085891|146.228847|-1183.702712|40.24894481|0.020179019|2173.44302|0.0|0.0|2.0|4.81|0.17|17.0|-7.14|3.31|2.0|0.0|0.0|7.0|-5.2|465.43|0.0|2.65|6.26e-06|8.6e-06|4.0|3.86|1.0|7.24e-08|3.37e-05|5.2317|3.8606|-1645.205296|1206.77|0.4894|236.99|562.14|0.6805100000000001|-1644.952145|0.2987|-0.15658|5.9258|-0.21356|8.0872|0.06|7.2218|7.2218
25_a12|0.0|0|0.0|0.0|0.0|1.404967476|0.0|0.00700113|0.0|-0.045725323|2|0.038787879|-0.089297664|2.050456822|-0.180562493|0.000864238|10.93676625|0|0.001783739|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|2|0.8472746290000001|-0.208172827|0.806844014|-0.054734834|-0.080147596|0.120087607|0.004952762|-41.75851719|2.580489093|37.96125329|-0.03323193|-21.75703145|1.3444869730000002|0.917298637|-1.362509125|-14.85843094|44.42528172|-17.31450713|31.09844409|-709.8947922|5.34703037|0.814415245|43.08908189|-369.8695347|18.87554002|0.005118351|773.8971409|1.0|1.0|1.0|2.81|0.05|22.0|-8.78|4.7|1.0|0.0|0.0|3.0|-5.28|311.38|0.0|4.29|5.19e-06|5.63e-06|0.00175|4.76|0.0|1.6399999999999995e-09|5.12e-07|4.2653|3.4532|-974.6569575|945.73|0.4483|290.68|442.64|0.69029|-974.458128|0.1897|-0.14303|1.2494|-0.19655|2.2482|22.0|7.6576|7.6576
26_a47|0.0|0|0.0|0.0|6.86171134|1.304328272|1.06819297|0.11828578|4.727387819|-0.200192886|2|0.045681818|-0.110530752|0.956774672|-0.544056455|-0.0098410169999999|10.94972213|1|-0.008325552|-0.035472095|-0.079370393|-0.5899218279999999|2|0.6850994429999999|0.0120097289999999|0.651797437|-0.098127284|-0.101679756|0.549740398|0.020884606|-59.08415114|12.13564316|9.608109253|-0.038735145|-34.3326642|7.0517889060000005|0.717639177|-1.626876095|-33.13315474|73.39007585|-22.50824805|69.15552111|-945.3464183|6.945070057000001|0.90465254|164.0744453|-549.3226272|31.36429668|0.024619511|1317.300461|1.0|1.0|2.0|3.13|0.05|21.0|-7.22|2.84|1.0|0.0|0.0|4.0|-4.86|396.81|0.0|3.18|1.3699999999999998e-05|2.77e-05|11.0|3.12|0.0|5.97e-08|2.37e-05|4.7963|3992.0|-1696.096597|1006.59|0.3197|258.5|443.78|0.68707|-1695.9387359999998|77.0|-0.16642|3.6825|-0.22921|4.8242|13.0|7.9|7.9
12y_a36|0.0|1|3.479963309|0.0|7.412764017000001|1.29704385|0.0|-0.061103469|5.351858133|-0.065314765|2|0.041767677|0.036174187|0.0|-0.410155116|0.002782748|10.94917392|1|0.003724542|-0.095253274|-0.1619981409999999|-0.434990282|1|0.90500247|-0.0498101409999999|0.856135378|-0.076585128|-0.098532865|0.424572485|0.019404665|-66.24017399|13.04507243|114.430624|-0.036493654|-44.53093547|8.769742642|0.755735734|-1.970657299|-34.61187706|78.8341402|-24.53339777|64.53055627|-1324.80348|7.589386902|0.950403792|164.2102614|-890.6187094000001|32.46293206|0.01873364|1752.9983309999998|0.0|0.0|2.0|4.88|0.12|17.0|-7.01|3.62|1.0|0.0|0.0|6.0|-4.58|407.47|0.0|2.37|2.6e-05|2.82e-05|0.0115|3.45|0.0|9.66e-08|3.94e-05|3.8794|3.8794|-1310.350902|1183.75|0.4358|319.6|532.91|0.66796|-1310.077567|0.4358|-0.15671|6.1376|-0.20673|8249.0|12.0|7.9208|7.9208
12bh_a36|0.0|1|3.50075137|0.0|7.412764017000001|1.297043258|0.0|-0.052761366|5.351858133|-0.047482048|2|0.044197531|0.001012669|0.0|-0.401249012|0.003676818|10.94728093|1|0.0045625|-0.101854847|-0.169994208|-0.43574839|1|0.902377067|-0.0591586759999999|0.857993338|-0.070687668|-0.09959401|0.317612728|0.017627098|-66.28126709|11.73109101|83.08294358|-0.035569289|-44.11115058|7.807212275|0.783294222|-1.991880197|-31.30825225|76.46867897|-23.6718811|58.77476595|-1325.625342|7.545637217999999|0.930697921|144.22085800000002|-882.2230117|30.2209316|0.015307571|1692.3721690000002|0.0|0.0|2.0|4.95|0.21|17.0|-7.34|3.76|1.0|0.0|0.0|5.0|-4.54|409.49|0.0|2.42|2.8600000000000004e-05|2.5e-05|0.0102|3.41|0.0|4.55e-08|1.86e-05|3.8811|3.6255|-1311.589612|1208.61|0.4386|319.46|575.23|0.7039|-1311.293683|11.0|-0.14915|5.8338|-0.20168|7.7975|14.0|7.8539|7.8539
24_a20|0.0|0|0.0|0.0|6.842683282|1.40648755|1.959359883|-0.217098257|4.727387819|0.029711934|2|0.03625|0.087887688|2.041494094|-0.083539572|0.009265667|10.93106245|1|0.008780074|-0.036258691|-0.060582944|-0.188335708|2|0.616352201|-0.07179846|0.607038752|-0.061437722|-0.067869875|0.531656762|0.012814211|-42.82548904|8.085691548|12.83518119|-0.02714795|-27.02262995|5.102023479|0.771032243|-1.357397496|-24.46164548|51.30386873|-17.13019562|46.85253003|-856.5097809|6.852820269|0.844319927|144.47729840000002|-540.4525990000001|22.21722343|0.013436544|1110.861171|1.0|1.0|0.0|3.4|0.08|27.0|-9.32|4.76|2.0|0.0|0.0|4.0|-4.89|402.45|0.0|3.63|1.29e-05|1.17e-05|0.00469|3.52|0.0|4.82e-10|1.94e-07|5.3396|3.5876|-1291.896802|1169.35|0.2495|232.2|551.25|0.44916|-1291.647083|0.0108|-0.15687|3.6107|-0.22435|4.3906|318.0|6.4976|6.4976
12ar_a36|0.0|1|3.46014932|0.0|7.412764017000001|1.297042582|0.0|-0.064363806|5.351858133|0.000258844|2|0.040839506|0.083451772|0.0|-0.40866901|0.000939229|10.95407427|1|0.002112069|-0.096853381|-0.169341326|-0.4194638229999999|1|0.86559137|-0.064014394|0.8196353679999999|-0.080760277|-0.098732471|0.317338373|0.022389124|-66.9989409|15.19305207|86.85924228|-0.0347392029999999|-45.46486105|10.30986449|0.705591187|-1.875916952|-37.18892821|82.17472548|-23.57370143|69.99622854|-1272.979877|8.770514183|0.902250063|199.7830951|-863.83236|33.4098581|0.0223636779999999|1804.132337|0.0|0.0|2.0|4.86|0.17|17.0|-7.05|3.14|1.0|0.0|0.0|6.0|-3.92|420.47|0.0|1.8|0.0001199999999999|0.000122|0.0515|2.33|0.0|8.95e-08|3.76e-05|5225.0|3.8489|-1364.511244|1211.1|0.5586|237.29|580.53|0.67174|-1364.235126|0.2372|-0.15631|6.4688|-0.21291|8.7322|25.0|7.6021|7.6021
5a_a40|0.0|0|0.0|0.0|8.149890544|0.604913477|1.688148148|-0.116583806|6.167516491000001|0.059258947|0|0.0388888889999999|-0.108428634|0.808197279|-0.152120625|0.011345707|10.31198338|2|0.010425818|0.004130836|0.007301856|-0.363338726|0|0.538671739|-0.0395444479999999|0.5263598389999999|-0.078132307|-0.090991462|0.04987082|0.020641204|-40.27003217|9.135164355|174.99981530000002|-0.036396585|-17.82228195|4.042943749|0.8224652720000001|-1.091897544|-15.30358975|46.06507254|-16.10801287|43.71412865|-483.24038600000006|5.507689573|0.956899016|78.57142892|-213.8673835|19.58503709|0.0130940839999999|587.5511127|0.0|1.0|0.0|3.04|0.21|14.0|-4.05|3.68|0.0|1.0|0.0|3.0|-4.13|269.32|0.0|2.8|7.49e-05|0.000213|0.0574|2.88|0.0|8.950000000000001e-05|0.0241|3.7921|3.7921|-1177.598691|757.45|0.4461|326.96|353.51|0.69499|-1177.51016|0.4461|-0.15066|5.7163|-0.21644|7.6003|81.0|7.0915|7.0915
9a_a40|0.0|0|0.0|0.0|7.515889085|0.604993021|1.865740741|-0.028285975|5.4161004020000005|-0.020455825|0|0.0397333329999999|0.168990628|0.921628874|-0.136162501|0.01310675|10.31197235|2|0.011966382|0.009844552|0.016958188|-0.449508498|0|0.624889926|-0.2990540869999999|0.61091688|-0.060029933|-0.072887601|0.002467659|0.011033601|-35.24260989|5.334966331|109.9916614|-0.032156295|-17.0405052|2.579562688|0.868476591|-1.093314022|-14.03449109|39.45618424|-15.54821024|34.36063715|-528.6391483|6.749223592000001|0.976056482|63.59419322|-255.607578|17.90285474|0.008714375|608.6970611|0.0|1.0|0.0|3.26|0.06|20.0|-6.4|4.58|1.0|0.0|0.0|2.0|-5.49|291.37|0.0|4.08|3.24e-06|8.33e-06|0.00243|4.54|0.0|4.02e-07|0.000117|4.7066|3.3192|-1217.955997|847.69|0.4746|263.42|411.01|0.69958|-1217.825264|0.3483|-0.13808|3.8656|-0.20303|5.09|214.0|6.6696|6.6696
47t_a18|0.0|0|0.0|0.0|7.03438793|1.25117758|0.0|0.1115820769999999|4.844187086|-0.161517185|0|0.03672956|0.018018036|0.0|-0.756664598|-0.006573438|10.94702032|0|-0.004985656|-0.068787175|-0.104274108|-0.600890268|0|0.704602886|-0.074774521|0.688453085|-0.119202068|-0.103295568|0.240001773|0.014067024|-69.13537385|9.415011332|280.622476|-0.040580402|-46.27207168|6.301435212|0.804531523|-2.272502492|-53.39751484|80.00407742|-27.16032544|89.19655162|-1520.978225|8.780037801|0.991199259|130.8263901|-1017.985577|33.75918118|0.016238994|1890.514146|0.0|0.0|3.0|3.86|0.15|18.0|-7.51|2.6|2.0|1.0|0.0|7.0|-5.58|441.48|0.0|2.15|2.65e-06|1.7100000000000002e-05|0.0075299999999999|3.57|0.0|3.09e-08|1.36e-05|3.1164|3.1164|-1470.873743|1218.95|0.5502|397.84|601.36|0.6895100000000001|-1470.528808|0.5502|-0.12692|7.7656|-0.19514|9.6938|782.0|6.1068|6.1068
A7701_a51|0.0|1|2.9690728930000003|0.0|6.605297921|1.390164251|0.0|-0.221071791|4.59511985|-0.0162614089999999|2|0.031405229|0.070581466|2.087643036|-0.0927335619999999|0.008062393|10.93031118|1|0.00740235|0.036217274|0.061434294|-0.22798944|2|0.7078647990000001|-0.0533751959999999|0.688876851|-0.071384149|-0.078131694|0.514530959|0.007404204|-36.09660744|3.420720075|146.2104641|-0.030384547|-16.67652408|1.580362387|0.799046392|-1.09384371|-15.23632002|41.87351682|-14.03756956|36.39998243|-505.3525041|5.137516673|0.7251817340000001|92.83996262|-233.4713371|17.56790307|0.012504214|632.4445105000001|1.0|1.0|1.0|2.66|0.06|21.0|-7.58|4.46|0.0|0.0|0.0|2.0|-3.95|286.33|0.0|3.12|0.000111|6.790000000000001e-05|0.0195|3.14|0.0|2.62e-08|7.5e-06|||||||||||||||25.0|7.6021|7.6021
12p_a30|0.0|0|0.0|0.0|7.412764017000001|0.604984421|0.0|0.038440292|5.351858133|-0.031328052|2|0.040899471|-0.062956958|0.0|-0.3550576729999999|0.005613018|10.31162861|1|0.005965451|-0.053644471|-0.09353607|-0.456474815|1|0.8414737059999999|-0.2210072669999999|0.7991060659999999|-0.074356395|-0.094870978|0.371591982|0.015107947|-60.65858419|9.659715461|75.21136863|-0.0364888379999999|-38.78387161|6.176226649|0.8199554720000001|-1.897419563|-30.39737673|68.98315679|-23.33022469|57.20168999|-1213.171684|7.392482526|0.886732486|115.116829|-775.6774321|28.4530386|0.0130197619999999|1479.558007|0.0|0.0|1.0|4.76|0.17|17.0|-7.01|4.35|2.0|0.0|0.0|5.0|-5.66|412.51|0.0|2.91|2.21e-06|7.05e-06|0.00291|4.23|0.0|9.75e-08|4.02e-05|5.1922|3.4955|-1615.094336|1167.16|0.1768|238.79|526.91|0.68561|-1614.830085|0.1527|-0.14823|4.0456|-0.19992|4.6103|17.0|7.7721|7.7721
1_a6 (SB-431542)|0.0|1|3.3674017380000003|0.0|7.423568444|1.430935835|0.0|0.043282217|5.351858133|-0.175408303|1|0.035620155|0.1008839219999999|0.0|-0.766207981|-0.011639964|10.94959842|1|-0.008385698|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|-0.083341531|0.795744863|-0.126408788|-0.122555709|0.210050443|0.033020439|-72.69619778|19.58668728|160.410387|-0.0462988229999999|-43.12110169|11.61820782|0.7531996609999999|-2.083447046|-44.47680367|87.15852628|-27.46300805|94.56841061|-1235.8353619999998|7.523839331|0.895537592|146.3942108|-733.0587287000001|36.46179023|0.02438148|1640.78056|1.0|1.0|2.0|3.25|0.05|23.0|-7.69|4.04|1.0|0.0|0.0|4.0|-4.52|384.39|0.0|2.85|3.03e-05|5.660000000000001e-05|0.0218|2.7|0.0|2.03e-08|7.81e-06|3.8208|3295.0|-1292.588032|1049.69|0.5765|324.5|464.07|0.69868|-1292.358966|0.3346|-0.13329|6.0113|-193.0|8.8611|1542.0|5.8119|5.8119
9_a1|0.0|1|3.358585365|0.0|6.86171134|1.432397289|0.0|0.020428974|4.727387819|-0.1075163359999999|1|0.037578348|-0.110185988|0.0|-0.282769361|-0.00314411|10.94877277|1|-0.0018191779999999|-0.044035724|-0.093062585|-0.483335578|1|0.582499378|0.02778394|0.572272366|-0.080888063|-0.085722429|0.166794384|0.011266799|-49.42275468|6.495805626|63.73880199|-0.031896718|-28.49439431|3.745117974|0.7816897429999999|-1.371558857|-26.88743664|57.60218193|-18.38986221|53.13133578|-790.7640749|7.61577077|0.826725116|125.865476|-455.910309|23.52578164|0.014186995|1011.608611|1.0|1.0|1.0|2.78|0.05|23.0|-8.98|5.86|2.0|0.0|0.0|4.0|-4.68|357.38|0.0|4.12|2.07e-05|1.62e-05|0.0057799999999999|3.76|0.0|1.04e-09|3.7100000000000003e-07|3343.0|3343.0|-1187.226314|1007.04|0.5409|370.88|487.19|0.70296|-1187.011122|0.5409|-0.13413|4.1623|-0.21015|6.4447|6.0|5.2218|5.2218
4S4k_a46|0.0|0|0.0|0.173180233|7.825245291|1.134637098|2.145043462|-0.050636784|5.587248657999999|-0.088084767|1|0.0510113959999999|-0.104665424|0.0|-0.252970193|0.006550513|10.94631314|1|0.006050983|0.008544799|0.012963356|-0.3860697829999999|1|0.78837943|-0.141706595|0.784722915|-0.089589915|-0.0860536609999999|0.199356973|0.007749296|-45.61628327|4.1078333030000005|172.7607401|-0.030477338|-24.18078772|2.177526049|0.8679099640000001|-1.46291223|-25.17446332|49.42345536|-16.15576699|51.59865384|-775.4768155|5.523352655|0.858684076|70.01975807|-411.0733912|18.61456563|0.007182108|893.4991504000001|1.0|1.0|1.0|3.8|0.33|17.0|-6.61|4.26|1.0|0.0|0.0|2.0|-4.82|333.43|0.0|3.79|1.5e-05|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|2.48e-07|8.28e-05|5.2854|4.0774|-1053.441953|997.07|0.2623|234.58|487.43|0.67893|-1053.202208|0.0654|-0.17396|2.2655|-0.1947|2.5693|197.0|6.7055|6.7055
33_a20|0.0|0|0.0|0.0|6.842683282|1.4175014119999998|1.915285809|-0.188733405|4.727387819|0.023539095|2|0.0388043479999999|0.148855442|2.0219022580000003|-0.078557022|0.009265667|10.93244905|1|0.008780074|-0.036258691|-0.060582944|-0.1771816269999999|2|0.616352201|-0.10978034|0.607038752|-0.058927252|-0.069838312|0.399354817|0.012738882|-45.72654913|8.340767701|8.680600701|-0.0265385579999999|-29.9394021|5.46110745|0.759356182|-1.326927921|-25.26187502|54.60811436|-17.37608867|46.92331405|-868.8044333999999|8.062843544|0.8721516570000001|157.56124519999997|-568.84864|22.88265911|0.013564844|1144.132956|0.0|1.0|0.0|3.39|0.08|27.0|-9.69|5.33|2.0|0.0|0.0|4.0|-5.6|401.46|0.0|4.28|2.48e-06|2.98e-06|0.0012|4.47|0.0|2.04e-10|8.199999999999999e-08|5443.0|3.8867|-1275.852801|1174.95|0.6157|227.79|563.98|0.6129|-1275.602977|0.0463|-0.15959|3.5714|-0.21788|5.0369|34.0|7.4685|7.4685
4a_a46|0.0|0|0.0|0.210988875|7.825245291|1.13463711|2.180332577|-0.214093513|5.587248657999999|-0.008364558|2|0.0473245609999999|-0.137420119|0.0|-0.051075084|0.012632881|10.96352058|1|0.0120924389999999|-0.082000707|-0.129430244|-0.143806973|2|0.679741138|-0.06611606|0.683616517|-0.05488948|-0.067863141|0.264863483|0.00935578|-35.24319509|4.858713991|6.579492736000001|-0.022129285|-18.30276019|2.523263761|0.742626378|-1.017947119|-14.80375017|41.15334508|-11.49234623|33.36433008|-528.6479264|5.613813876|0.751302315|133.66119809999998|-274.5414028|15.47527339|0.011380391|711.8625758999999|1.0|1.0|0.0|3.76|0.35|17.0|-6.82|4.18|0.0|0.0|0.0|2.0|-3.93|318.42|0.0|3.43|0.000117|4.89e-05|0.0156|3.34|0.0|1.53e-07|4.86e-05|4.5454|4.5454|-994.237445|967.0|0.1694|272.77|467.4|0.6893600000000001|-994.028172|0.1694|-0.19067|3.1825|-0.21988|3.7138|181.0|6.7423|6.7423
4g_a46|0.0|0|0.0|0.171759574|7.825245291|1.134637064|2.156712018|-0.153373738|5.587248657999999|-0.010706405|2|0.046415344|-0.093447672|0.0|-0.088529411|0.011488768|10.96333695|1|0.010608122|-0.078780402|-0.121452903|-0.2455749539999999|2|0.662386484|-0.193115055|0.635494818|-0.056893316|-0.070153728|0.318162858|0.00801562|-40.24987057|4.598866947|7.38470955|-0.024339048|-23.0928866|2.638545451|0.826861093|-1.192613373|-18.72788427|44.72726697|-13.96424081|37.24073329|-684.2477996|5.8466355000000005|0.8131148579999999|99.33639766|-392.5790722|16.88825479|0.007803902|827.5244845|0.0|1.0|0.0|3.9|0.38|17.0|-7.8|5.19|2.0|1.0|0.0|3.0|-5.38|366.89|0.0|4.39|4.22e-06|4.16e-06|0.00153|4.73|0.0|1.57e-08|5.75e-06|4.4163|4.4163|-1493.154666|1064.92|0.1294|280.74|530.39|0.6983199999999999|-1492.923098|0.1294|-0.18602|3.5526|-0.22587|3.7113|2745.0|5.5615|5.5615
10_a47|0.0|0|0.0|0.0|0.0|1.381868067|0.0|-0.003570214|0.0|-0.166367455|2|0.042276423|-0.169242585|1.329777427|-0.384667159|-0.008120645|10.93671036|0|-0.0065562469999999|-0.021926603|-0.045289209|-0.45272733|2|0.7027461220000001|0.011239977|0.6913602740000001|-0.076311525|-0.0936757959999999|0.417511484|0.00951788|-50.08559665|5.088920549|103.41137940000002|-0.035388634|-26.77924406|2.720890925|0.801882632|-1.592488524|-21.81529334|57.59863288|-18.9212254|45.89037038|-851.455143|6.277122171|0.699661037|105.9273263|-455.247149|23.5960035|0.014051737|1061.820157|1.0|1.0|2.0|3.02|0.09|22.0|-8.85|5.12|2.0|0.0|0.0|3.0|-5.75|359.4|1.0|4.41|1.77e-06|3.18e-06|0.00114|4.8|0.0|1.4199999999999999e-09|5.110000000000001e-07|5.7693|3.7236|-1188.405988|997.16|231.0|214.9|426.55|0.69212|-1188.1907199999998|0.2175|-0.15445|1.9281|-0.20309|2.8795|13.0|7.9|7.9
17b_a50|0.0|0|0.0|0.0|7.934155233999999|1.348984601|4.35392516|-0.145258626|5.82008293|0.013050204|1|0.032052154|0.035558152|2.206759705|-0.144000296|0.012409091|10.94500663|2|0.012686493|-0.2252068689999999|-0.357011777|-0.237489143|1|0.7715057479999999|-0.257646121|0.748900413|-0.047785496|-0.07555585|0.4220781729999999|0.0128994089999999|-52.58062823|8.976922737999999|9.9094658|-0.02681014|-36.59177249|6.247196459|0.803386523|-1.662228695|-23.14256283|59.65808461|-18.65764227|42.23167946|-1156.773821|8.324966952|0.936245718|136.82673369999998|-805.0189948|23.22374317|0.010169967|1439.872076|1.0|1.0|0.0|4.17|0.35|20.0|-7.54|4.18|3.0|0.0|0.0|8.0|-4.75|426.56|0.0|3.87|1.7899999999999998e-05|1.22e-05|0.0052|3.96|0.0|2.87e-08|1.22e-05|4.2447|4.0418|-1337.1910779999998|1300.3|0.1817|292.09|647.75|0.66195|-1336.833957|0.1758|-0.16699|6.3333|-0.19879|8.4096|122.0|6.9136|6.9136
