molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|SRW09|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|BIC2|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|PBF|PNSA5|RPSA|TPSA_x|FNSA4|RPCS|FNSA1|FNSA2|WNSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|WNSA2|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
3d_a49|0.0|0|0|0.0|0.0|7.535296702|0.406515615|-0.0960135969999999|-0.003398408|5.4161004020000005|2|-0.087308534|1.775376197|-0.173318804|-0.00918253|-0.068390038|10.35020259|0.017871379|1|-0.004253844|-0.149675594|-0.075636705|-0.202380888|2|0.808676284|0.029549308|0.846953747|1|0.733071652|-0.099295364|0.464410121|-54.67520803|0.266928348|154.6267696|-0.036147237|0.0|0.756622045|-1.698920144|-33.32030276|0.486368221|2809.9605100000003|424.6551631|1660.7054380000002|-12.12984007|0.243377955|6.612715522999999|0.946920034|-570.1024832|0.018844179|1300.720421|10.91609228|1.0|0.0|1.0|3.0|3.29|0.0|0.72|4.46|121.39|1.07|0.0|111.41|0.0|4.0|-5.19|-6.58|392.45|1.0|-4.44|0.0142|2.98|0.0|7.1e-07|5.1844|3.8907|-1594.595995|-1594.552258|1044.19|318.67|455.47|0.3523699999999999|0.67215|-1594.380348|0.0931|-0.16147|2184.0|-0.21913|-1594.435881|2.34|5.6308|5.6308
18b_a30|0.0|0|0|0.0|0.0|7.412764017000001|0.604987149|0.036563014|-0.006947027|5.351858133|2|-0.039831247|0.0|-0.375139476|0.003099827|0.016709918|10.31163838|-0.051413084|1|0.0036417359999999|-0.072825879|-0.049287858|-0.45633339|1|0.822401103|-0.089945913|0.760234689|0|0.869340364|-0.078751666|0.413791511|-63.07862164|0.130659636|86.42600053|-0.036237883|0.0|0.759715688|-1.811894154|-34.45606603|0.424912258|2915.383182|575.0330633|3057.267112|-15.85509189|0.240284312|7.513189589|0.7388650920000001|-792.7545943|0.0184861069999999|1577.555697|12.22780277|1.0|1.0|0.0|1.0|4.78|0.0|3.87|2.49|105.44|2.17|0.0|131.99|0.0|5.0|-5.49|-6.33|423.49|0.0|-4.8|0.0066599999999999|3.59|0.0|2e-07|3.5256|3.5256|-1668.034279|-1667.995173|1178.08|351.66|563.55|0.67715|0.67715|-1667.788575|0.3576|-0.14385|4.8198|-0.2052699999999999|-1667.849173|25.0|7.6003|7.6003
21_a34|0.0|0|0|0.0|0.0|8.002694162000001|1.425532331|0.026135784|-0.012535886|5.860786223|1|-0.125881566|0.0|-0.7020096440000001|-0.001643445|-0.004734657|10.94874873|-0.009996155|1|0.00130996|-0.201539853|-0.254686357|-0.514364527|1|0.740092842|-0.015568862|0.660871869|0|0.676390843|-0.09533089|0.527371706|-79.03896823|0.323609157|217.1470086|-0.041572921|77.34839362|0.728260094|-2.120218984|-42.9239565|0.4688149339999999|3115.110331|453.8692584|2429.6035|-18.7187412|0.271739906|7.253455092999999|0.882583047|-954.6558014|0.023973624|1953.562249|16.08669155|0.0|1.0|1.0|0.0|3.43|3.52|3.64|3.23|86.55|1.72|1.0|122.59|0.0|4.0|-4.5|-6.83|438.43|0.0|-4.71|0.0085|3.02|0.0|2.07e-08|4.3011|3091.0|-1483.3359380000002|-1483.305698|1182.6|401.11|530.93|0.6893199999999999|0.69292|-1483.057743|0.0002|-0.13338|5.3432|-0.20872|-1483.12009|3.36|5.4737|5.4737
8b_a32|0.0|1|1|3.419952523|0.0|7.765993078999999|0.609420757|0.113639567|-0.009362305|5.733341277|0|-0.008128765|2.123714284|-0.458752924|-0.003484915|-0.024375676|10.31100269|-0.0684566009999999|3|-0.001662219|-0.014634534|-0.0852122769999999|-0.577864293|0|0.845443342|-0.1152380009999999|0.7507116140000001|1|0.788218098|-0.0850068559999999|0.253018806|-68.4085006|0.211781902|132.9495116|-0.03079624|68.21751748|0.669149204|-1.4166270230000002|-33.50038167|0.458155153|2573.703546|494.8166492|2275.886421|-12.13650094|0.330850796|8.10555784|0.845546757|-558.2790432999999|0.021225152|1329.016762|13.32443194|1.0|1.0|1.0|2.0|3.46|3.04|6.49|4.19|140.04|1.1|0.0|110.47|1.0|7.0|-5.83|-6.44|397.52|1.0|-4.39|0.0161|3.22|0.0|2.23e-08|3.5442|3.5442|-1880.77142|-1880.735397|1114.24|349.82|558.16|0.70285|0.70285|-1880.539698|0.2943|-0.14717|846.0|-0.20121|-1880.602014|12.0|7.9208|7.9208
4q_a46|0.0|0|0|0.0|0.09591943|7.832410927000001|1.131262631|-0.2520920439999999|-0.001250008|5.587248657999999|2|-0.012611536|0.0|-0.066250447|0.012173202|-0.155661124|10.96363644|-0.081623022|1|0.012222698|-0.019471024|-0.1214838219999999|-0.125840557|2|0.807871283|-0.121752717|0.703627625|0|0.913550004|-0.052170875|0.258420996|-39.09149156|0.086449996|48.25357162|-0.021010627|72.14599138|0.61955726|-1.050531344|-16.25388148|0.487775649|2234.596293|509.9138517|1491.412605|-6.545879136|0.38044274|6.038093227999999|0.952269544|-327.2939568|0.018430997|946.4377411|10.28758193|1.0|1.0|1.0|0.0|3.95|3.16|4.09|4.09|52.83|1.75|0.0|102.63|0.0|4.0|-3.41|-6.54|348.44|0.0|-3.89|0.0449|2.65|0.0|1.14e-07|4.5296|4.5296|-1108.751283|-1108.729426|1043.05|273.72|510.13|0.69002|0.69002|-1108.511662|0.1432|-0.1903|2.7026|-0.2207199999999999|-1108.566571|743.0|6129.0|6129.0
41_a18|0.0|0|0|0.0|0.0|7.03438793|1.251176562|0.115127295|-0.007587553|4.844187086|1|-0.089781154|0.0|-0.500778516|-0.0034878|0.022493846|10.9470117|0.0212700929999999|0|-0.002136837|-0.137860739|-0.005930813|-0.5421253970000001|0|0.733589101|0.037097204|0.745631286|0|0.7349388459999999|-0.1020290859999999|0.3888308139999999|-61.10986894|0.2650611539999999|181.7135945|-0.037381065|93.99687836|0.903239484|-2.317626057|-47.95199341|0.487248278|2899.29167|503.8398786|1491.296991|-17.56848637|0.0967605159999999|8.787657952|0.950261611|-1089.246155|0.006896617|1759.064589|4.727999916|1.0|0.0|1.0|3.0|4.07|0.0|3.26|2.7|99.28|2.94|1.0|141.34|0.0|6.0|-5.56|-6.38|452.55|1.0|-5.02|0.0042899999999999|3.78|0.0|4.18e-09|3.2123|3.2123|-1454.374793|-1454.3467460000002|1294.52|385.97|576.83|0.69308|0.69308|-1453.980175|482.0|-0.1319|2.0934|-0.1814599999999999|-1454.045308|369.0|6433.0|6433.0
3_a27|0.0|0|0|0.0|0.0|6.605297921|1.402697639|0.124551908|-0.00648099|4.59511985|2|-0.172132163|1.177265999|-0.27868256|0.009082086|0.042659548|10.93782973|0.024154412|1|0.00955169|-0.296039263|-0.1984716939999999|-0.479874452|2|0.810053853|0.038685745|0.610158103|1|0.862115922|-0.06145119|0.397733752|-44.61323499|0.137884078|71.40072181|-0.032307734|57.97805043|0.733853752|-1.292309364|-16.47810502|0.44566003|2294.213272|446.4308003|1043.697725|-8.663302268999999|0.266146248|6.457886343999999|0.803947133|-346.53209080000005|0.018747239|911.8963045|9.707911187|1.0|1.0|1.0|0.0|3.03|3.11|2.8|2.94|65.6|2.18|0.0|97.71|0.0|3.0|-3.7|-6.41|329.36|1.0|-3.99|0.0339|2.67|0.0|1.29e-06|5.5045|3962.0|-1081.905135|-1081.88481|931.06|312.93|425.72|0.34864|0.6734600000000001|-1081.744053|0.2208|-0.16457|2.7811|-0.21969|-1081.794829|4.0|8.3979|8.3979
21b_a23|0.0|0|1|0.0|0.0|7.525639975|1.197963051|0.094654108|-0.005936474|5.4161004020000005|2|0.057405955|0.745297595|-0.326506055|0.01055698|-0.103470358|10.31321725|-0.0490623259999999|2|0.009872313|0.107996329|-0.069382957|-0.481470603|2|0.7717839409999999|-0.078097375|0.668547062|1|0.930728719|-0.0596425779999999|0.224930782|-58.25915868|0.0692712809999999|48.56114386|-0.034219814|86.65837165|0.812334718|-1.745210489|-29.31080756|0.458461834|3074.083057|652.4673795|2531.041828|-16.81701905|0.187665282|8.773746105|0.846591917|-857.6679716|0.013439264|1506.081551|9.421307298|0.0|1.0|1.0|1.0|3.59|3.42|3.92|4.2|128.81|2.6|1.0|129.97|0.0|5.0|-6.1|-6.42|450.52|0.0|-5.22|0.00273|3.7|0.0|1.43e-08|4.0023|3.6237|-1761.498874|-1761.4722969999998|1247.38|342.15|611.6|0.57848|0.70139|-1761.230923|0.2333|-0.15033|9.5312|-0.23434|-1761.294175|85.0|7.0691|7.0691
5b_a49|0.0|0|0|0.0|0.0|7.853604813|1.343848745|0.1108916119999999|-0.007610481|5.777652323|2|-0.072128552|1.926253727|-0.418576471|0.005836378|-0.0695402359999999|10.9297646|0.059834711|1|0.006696215|-0.12209302|-0.13632743|-0.515894968|2|0.7843021|0.099724518|0.666573331|1|0.7969332440000001|-0.0698098759999999|0.615864196|-44.96093486|0.203066756|119.3565117|-0.026008|69.07083505|0.608694741|-1.300400018|-24.11745318|0.475192312|2764.188493|468.4133145|1956.050085|-8.985071494|0.3913052589999999|6.270195553|0.905459892|-449.2535747|0.025332565|1255.69656|14.88971719|0.0|1.0|1.0|1.0|3.34|2.9|2.98|2.87|75.94|2.07|0.0|122.26|0.0|3.0|-3.3|-7.24|396.44|1.0|-3.93|0.0468|2.08|0.0|5.79e-08|5.1653|3.9209|-1292.139616|-1292.100239|1093.32|316.21|451.32|0.39241|0.65269|-1291.873941|0.0747|-0.1624799999999999|4.3767|-0.20701|-1291.929428|28.0|7.5528|7.5528
3o_a32|0.0|1|1|3.644417045|0.0|7.773594467000001|0.609420753|-0.022603806|-0.006253394|5.733341277|1|-0.064818511|2.240993002|-0.306416317|-0.001411347|-0.117781901|10.3110027|-0.090297882|3|0.000243592|-0.117744493|-0.061774721|-0.483580522|0|0.8214857240000001|-0.154436834|0.840991936|1|0.8377808240000001|-0.073742105|0.252703854|-55.03672286|0.162219176|93.52833522|-0.031819276|0.0|0.7850948190000001|-1.4318674340000002|-24.51306152|0.455089918|2488.133192|483.0270239|2469.87467|-10.57723917|0.214905181|6.392329273|0.835165165|-475.9757626|0.0130649069999999|1051.530112|7.532642302|1.0|1.0|1.0|2.0|3.47|3.06|6.39|4.2|122.97|1.58|0.0|112.07|0.0|3.0|-5.72|-6.17|381.52|1.0|-4.73|0.00714|3.46|0.0|5.35e-08|3.5333|3.5333|-1805.504508|-1805.473626|1049.14|350.9|464.85|0.70216|0.70216|-1805.277864|0.2851|-0.14652|3.2729|-0.20065|-1805.333039|0.24|6.6198|6.6198
12w_a30|0.0|0|0|0.0|0.0|7.412764017000001|0.604983445|0.063514061|-0.007019432|5.351858133|2|-0.0999572419999999|0.0|-0.372029919|0.002431329|0.028815747|10.31162873|-0.04950715|1|0.001805829|-0.173643543|-0.0493878409999999|-0.477636454|1|0.83236194|-0.080971844|0.711738503|0|0.8522163970000001|-0.076611264|0.4274948739999999|-65.85056003|0.147783603|101.3366249|-0.037237182|0.0|0.8077976990000001|-1.824621925|-36.02242934|0.451478593|2999.810425|584.3729039|2783.769563|-17.50883211|0.192202301|8.063690539|0.8230829059999999|-857.9327732|0.014471302|1548.85393|9.923109661|1.0|1.0|0.0|1.0|4.63|0.0|5.11|3.92|81.65|3.79|0.0|137.3|0.0|5.0|-6.58|-5.52|467.37|1.0|-6.04|0.0004269999999999|5.12|0.0|1.58e-08|5.0632|3.5585|-2494.966575|-2494.932002|1211.28|348.42|577.06|0.31353|0.68423|-2494.743475|0.1614|-0.15073|2.4229|-0.20755|-2494.807027|15.0|7821.0|7821.0
10_a32|0.0|1|1|3.294952523|0.0|7.765993078999999|0.6094207629999999|0.153272514|-0.016404762|5.733341277|0|-0.020186906|2.067772926|-0.771023817|-0.0064007569999999|-0.028431775|10.31100271|-0.047619048|3|-0.00369116|-0.03673326|-0.1260956869999999|-0.690879647|0|0.8607827790000001|-0.079818594|0.764217655|1|0.7622839570000001|-0.088310158|0.266552538|-75.59866726|0.237716043|146.8439966|-0.038939628|52.24660367|0.6946347429999999|-1.7133436169999998|-33.69815077|0.449853016|2649.882742|470.8845962|2980.525719|-14.85891856|0.305365257|7.079344111|0.81769605|-653.7924168|0.025106509|1523.651605|15.50900878|1.0|1.0|1.0|2.0|3.56|3.12|5.64|4.21|149.27|0.88|0.0|107.14|1.0|7.0|-6.04|-6.44|399.49|1.0|-4.41|0.0155|3.23|0.0|1.0300000000000001e-07|3.6441|3.6441|-1916.668776|-1916.631761|1086.09|340.24|533.89|0.70228|0.70228|-1916.460049|0.2983|-0.15088|2.4919|-0.2052199999999999|-1916.519894|7.0|8.1427|8.1427
17b_a25|0.0|0|0|0.0|0.0|6.842683282|1.3732004619999998|0.001256821|-0.004368141|4.727387819|2|-0.026412432|1.968416259|-0.266456625|0.005120507|-0.100018134|10.93106294|0.016982601|1|0.005244553|-0.044260194|-0.044156525|-0.366585181|2|0.780221059|0.029728702|0.636746066|1|0.882170399|-0.068207754|0.410780725|-60.19950116|0.1178296009999999|89.34443096|-0.029249891|87.61586206|0.724866184|-1.6672437880000002|-39.21569422|0.476276266|3100.8813760000003|668.9067217|2514.295488|-16.81707305|0.275133816|9.700133933|0.909403632|-958.573164|0.0175785369999999|1744.031591|13.32894629|1.0|1.0|1.0|1.0|3.56|3.25|4.88|5.18|96.49|2.0|0.0|135.78|0.0|7.0|-5.32|-6.53|458.51|1.0|-5.07|0.00394|3.61|0.0|9.08e-11|5.4236|3961.0|-1483.873254|-1483.830524|1329.35|313.02|654.18|0.31395|0.6594800000000001|-1483.563965|0.1741|-0.16408|3.5074|-0.21939|-1483.630939|101.0|6.9957|6.9957
6b_a31|0.0|1|0|3.404988662|0.0|7.773594467000001|0.610136262|0.052690797|-0.016070861|5.733341277|0|0.11647286|0.0|-0.787472195|-0.011483229|-0.032090772|10.31169819|-0.053655833|2|-0.008439437|0.1978523089999999|-0.002840672|-0.57983695|0|0.78240875|-0.084489161|0.795570315|0|0.627853074|-0.12081047|0.146652651|-78.37648097|0.372146926|227.0509355|-0.045675611|101.4993391|0.7459204140000001|-2.055402513|-44.96993859|0.4807018779999999|2776.92804|383.0600707|2063.736075|-17.0020813|0.254079586|7.513612533|0.925676135|-765.0936586|0.024142162|1681.1762649999998|14.72939894|1.0|1.0|1.0|2.0|3.55|2.73|5.19|4.0|131.36|1.36|0.0|109.69|0.0|4.0|-5.63|-6.5|404.44|1.0|-4.66|0.00883|3.2|0.0|4.67e-08|3.2949|3.2949|-1652.671944|-1652.635711|1077.19|376.29|492.36|0.7013199999999999|0.7013199999999999|-1652.44739|0.4967|-0.13345|5.9085|-0.1918|-1652.505041|54.0|7.2676|7.2676
19b_a38|0.0|1|0|3.26554965|0.0|7.412764017000001|1.297044256|-0.122009545|-0.008652352|5.351858133|2|0.013765516|0.0|-0.467227005|-0.006877664|-0.1381849369999999|10.96052467|-0.0697981979999999|1|-0.004358975|0.035216067|-0.098027247|-0.443325632|1|0.8295290000000001|-0.114123934|0.632625562|0|0.7293105670000001|-0.086013549|0.336505882|-71.73053105|0.270689433|168.00390359999997|-0.041606241|0.0|0.7596369590000001|-2.0803120280000003|-33.13317155|0.478948837|2897.652112|452.6479704|2436.66785|-16.02708787|0.240363041|7.159317935|0.91919733|-801.3543933999999|0.020570275|1699.692918|12.76697997|1.0|1.0|0.0|3.0|4.82|2.37|3.55|3.11|81.23|2.78|0.0|125.65|0.0|5.0|-4.25|-6.81|419.43|1.0|-4.33|0.0196|2.88|0.0|7.599999999999999e-08|5363.0|3.7509|-1431.414099|-1431.38073|1111.29|330.55|485.64|0.38952|0.69411|-1431.18309|0.1945|-0.15414|5.5253|-0.20445|-1431.2418630000002|12.0|7.9172|7.9172
14q_a23|0.0|0|1|0.0|0.0|7.423568444|1.19796338|0.141057047|-0.0101981219999999|5.351858133|2|0.064903564|0.720966302|-0.5608967029999999|0.002243702|-0.058543701|10.31321757|-0.056324491|2|0.002496501|0.121109106|-0.017918675|-0.573130981|2|0.808928963|-0.089657283|0.7333675390000001|1|0.773194598|-0.08960718|0.227948491|-66.16349731|0.226805402|155.7136729|-0.039682061|97.13675614|0.777340899|-2.023785094|-42.23665548|0.472004985|3097.399651|530.8381985000001|2213.1193780000003|-18.70427707|0.222659101|8.732265278|0.893957277|-953.9181308|0.01932289|1787.418422|13.26616596|0.0|1.0|0.0|2.0|3.52|2.66|2.57|3.12|148.11|2.28|1.0|128.38|1.0|6.0|-5.21|-7.33|454.51|0.0|-4.39|0.0183|2.46|0.0|1.11e-07|3.6431|3.6431|-1798.645459|-1798.6108739999995|1222.17|340.33|554.59|0.5949|0.5949|-1798.3704079999998|0.4943|-0.14854|8375.0|-0.23013|-1798.433122|16.0|7.8069|7.8069
8k_a46|-3.737070812|0|0|0.0|0.1337610719999999|7.727094485|0.300205953|0.1436554669999999|-0.006208399|5.533389489|2|-0.061030265|0.0|-0.397337564|-0.002099764|-0.114070359|10.31928125|-0.038125|1|0.002202734|-0.1017929319999999|-0.030019362|-0.510222233|2|0.786206898|-0.051289238|0.687020939|0|0.7381768390000001|-0.08638304|0.400181795|-61.95565276|0.261823161|187.86239430000003|-0.033099828|19.34993627|0.8265691140000001|-1.985989657|-44.4725532|0.4938768979999999|3351.548891|529.6539372999999|2328.360804|-17.04077386|0.173430886|8.070811215|0.975803904|-1022.446432|0.0112621819999999|1723.969585|8.080799245|1.0|1.0|1.0|2.0|3.94|2.82|2.94|5.37|124.17|1.86|0.0|132.47|0.0|5.0|-5.74|-6.75|474.58|0.0|-5.13|0.00355|3.45|0.0|2.17e-09|5.0379|4.1034|-1845.304274|-1845.257085|1302.56|302.15|642.39|0.41618|0.5577300000000001|-1844.970617|0.1166|-0.16967|3.4118|-0.20954|-1845.037411|147.0|6.8327|6.8327
7a_a8|0.0|1|0|3.1730222510000003|0.0|7.535296702|1.4000287219999998|-0.11821781|-0.010269971|5.4161004020000005|1|-0.017706371|0.0|-0.482688615|0.000736369|0.004607684|10.94671402|-0.019054799|1|0.002028046|-0.02923588|-0.019499132|-0.412963751|1|0.764224152|-0.032562221|0.681200974|0|0.718410375|-0.102174163|0.238462711|-59.83546383|0.281589625|165.38046830000002|-0.042647654|71.85980901|0.733884399|-1.833849114|-35.24327197|0.477611327|2715.360649|421.9297638000001|1702.719465|-14.71059634|0.266115601|7.699041907000001|0.914283468|-632.5556427|0.0265990589999999|1467.585836|15.62189947|0.0|1.0|1.0|1.0|3.34|3.06|3.96|3.49|92.93|2.01|0.0|105.83|0.0|3.0|-4.86|-6.33|382.37|1.0|-4.64|0.00874|3.24|0.0|5.3600000000000004e-08|4.5808|3.0704|-1291.313963|-1291.287017|1031.61|403.8|494.48|0.61257|0.70367|-1291.10235|0.1575|-0.12889|9.9646|-0.20505|-1291.156661|24.73|4.6068|4.6068
47f_a18|0.0|0|0|0.0|0.0|7.03438793|1.251175676|-0.005500039|-0.005817448|4.844187086|0|-0.048472184|0.0|-0.477030713|0.0036509859999999|0.033759227|10.94702253|-0.008224928|0|0.00531392|-0.071877686|-0.264839041|-0.4138670829999999|0|0.750610215|-0.014370598|0.745431271|0|0.838156881|-0.063824969|0.375218907|-72.03501774|0.161843119|137.3980967|-0.0289997239999999|58.84834254|0.726550657|-2.290978185|-46.00060733|0.483843526|3367.7324700000004|711.5604361000001|2343.062749|-20.90098811|0.273449343|10.55465562|0.937396993|-1651.17806|0.016581683|2676.957843|14.07716085|1.0|0.0|1.0|2.0|4.87|0.0|3.22|3.6|88.97|2.79|2.0|164.47|1.0|13.0|-6.11|-6.4|541.68|0.0|-5.52|0.00163|4.52|1.0|6.04e-10|3.0964|3.0964|-1743.375413|-1743.346389|1602.99|400.42|874.24|0.6984600000000001|0.6984600000000001|-1741.724929|0.5741|-0.12802|3.8532|-0.1724099999999999|-1741.802171|9.0|8.0458|8.0458
14o_a23|0.0|0|1|0.0|-4.758526534|7.423568444|1.197958066|0.18835477|-0.014680137|5.351858133|2|0.135737344|0.6669152279999999|-0.807407518|-0.002390707|-0.029012777|10.3132174|-0.049105045|2|-0.0004039459999999|0.416392114|-0.0962526|-0.653629157|2|0.802854174|-0.072078004|0.575188253|1|0.904077943|-0.072435569|0.328340215|-66.92857564|0.0959220569999999|68.19627862|-0.042454824|0.8929505459999999|0.800301554|-2.165196042|-36.61307972|0.48945652|3399.6213840000005|642.7588542000001|2297.392496|-21.45909668|0.199698446|9.016411722|0.958697036|-1094.413931|0.019295686|1923.471511|13.71836682|0.0|1.0|1.0|1.0|3.55|3.62|3.97|6.18|114.25|3.04|1.0|126.97|0.0|7.0|-6.89|-5.94|495.48|0.0|-6.0|0.0004969999999999|4.76|0.0|1.12e-08|3.6989|3.6989|-2042.184285|-2042.161288|1236.72|335.19|582.89|0.58581|0.58581|-2041.934645|385.0|-0.1517|5.9294|-0.23229|-2042.000938|3.0|8.4815|8.4815
12g_a36|0.0|1|0|3.5202147110000004|0.0|7.412764017000001|1.2678464|-0.063344124|-0.006495469|5.351858133|2|0.078990142|0.0|-0.409214521|0.0042553209999999|0.078155467|10.95259306|-0.0521750109999999|1|0.005035022|0.130052038|-0.099596099|-0.44093902|1|0.8026482070000001|-0.088251318|0.860667615|0|0.854238488|-0.069292341|0.374686587|-66.72829531|0.1457615119999999|100.2028184|-0.034549379|5.097410387|0.779745318|-2.038413337|-32.74608471|0.473274545|2829.45056|587.240781|2476.712654|-16.3273005|0.2202546819999999|7.285010602000001|0.898522257|-963.3107298|0.015152386|1797.1178149999998|10.41641087|1.0|1.0|1.0|2.0|5.06|0.0|3.85|3.01|69.2|2.66|0.0|138.33|0.0|6.0|-4.95|-6.19|423.51|1.0|-4.86|0.00589|3.8|0.0|4.2e-08|5.2092|3714.0|-1350.887005|-1350.861445|1241.66|333.83|657.02|0.38165|0.70097|-1350.571683|45.0|-0.15236|5.912000000000001|-0.20288|-1350.633209|14.0|7.8539|7.8539
47j_a18|0.0|0|0|0.0|0.0|7.03438793|1.251176464|0.070097424|-0.007807275|4.844187086|0|-0.048528478|0.0|-0.569931053|0.00031105|-0.006923502|10.94702285|0.0033281|0|0.002317206|-0.073551529|-0.218974385|-0.48833504|0|0.7444236670000001|0.005740124|0.757001264|0|0.80651845|-0.073041469|0.476575952|-73.69868165|0.19348155|150.5035248|-0.033837212|99.50526447|0.764425062|-2.368604851|-44.19607713|0.481373558|3172.831382|627.366638|2064.803327|-20.47428768|0.235574938|9.597380968|0.928170101|-1433.2001369999998|0.016220875|2410.265089|12.6177344|1.0|0.0|1.0|3.0|4.54|0.0|2.43|2.82|97.76|2.63|2.0|149.96|1.0|11.0|-5.83|-6.46|499.6|0.0|-5.14|0.00366|4.07|1.0|1.63e-09|3.1054|3.1054|-1625.445572|-1625.413107|1459.55|399.25|776.31|0.6983600000000001|0.6983600000000001|-1624.9784550000002|0.5439|-0.1285|4.1619|-0.17273|1625.053346|35.0|7.4559|7.4559
16f_a32|0.0|1|1|3.354832924|0.0|7.765993078999999|0.609420741|0.1767304639999999|-0.014558301|5.733341277|0|0.008658653|2.082564316|-0.77158995|-0.003511776|-0.081644236|10.31100265|-0.000291262|3|-0.001202032|0.0151704889999999|-0.120440534|-0.697693907|0|0.852938445|-0.000510986|0.761506727|1|0.8072754790000001|-0.08168632|0.522247991|-76.92280867|0.192724521|133.3750236|-0.035568666|47.24868477|0.69473708|-1.778433296|-39.12230215|0.384656622|2772.212354|558.6750754999999|3414.006186|-17.03501995|0.30526292|8.79158776|0.625108901|-851.7509977|0.022983292|1771.554986|15.90558963|1.0|1.0|1.0|2.0|3.76|3.4|6.42|4.99|149.27|1.34|0.0|116.75|1.0|9.0|-6.95|-5.99|427.54|1.0|-4.97|0.00457|4.11|0.0|1.7e-08|3.6272|3.6272|-1995.307736|-1995.278839|1191.55|341.82|603.12|0.70204|0.70204|-1995.054457|0.2931|-0.15003|3.6641|-0.2|-1995.117771|9.0|8041.0|8041.0
7l_a46|0.0|0|0|0.0|0.256706467|7.727094485|1.160371354|-0.2644255789999999|-0.00090473|5.533389489|2|-0.203375108|0.0|-0.038903382|0.013150047|-0.074511843|10.9642261|0.050638298|1|0.0125870169999999|-0.331246137|-0.087877164|-0.1082221709999999|2|0.7746144629999999|0.076724694|0.6539666829999999|0|0.907148114|-0.0565894359999999|0.253138137|-30.34397256|0.092851886|44.79605077|-0.022013621|51.39110437|0.67467081|-0.880544835|-13.17144326|0.46327253|1920.310099|437.65027010000006|1246.417766|-5.1237682730000005|0.32532919|5.273701985|0.863142947|-204.9507309|0.016330867|629.6635476|7.878766604|1.0|0.0|1.0|0.0|3.04|2.64|3.59|3.59|43.6|1.89|0.0|86.96|0.0|2.0|-3.18|-6.22|290.36|1.0|-3.72|0.0548|2.61|0.0|5.19e-07|4.5464|4.5464|-915.6081232|-915.5830363|879.87|272.71|414.82|0.68834|0.68834|-915.446686|0.2024|-0.18993|3.3119|-0.2231699999999999|-915.493986|1.94|5.7122|5.7122
4b_a49|0.0|0|0|0.0|0.0|7.535296702|1.343847828|-0.109946885|-0.0074627159999999|5.4161004020000005|2|-0.064060521|1.645329244|-0.402986655|0.001769804|-0.033486358|10.92776533|0.02907541|1|0.002557204|-0.10158752|-0.0563571629999999|-0.390006034|2|0.798826417|0.049923437|0.6967593559999999|1|0.7581492670000001|-0.091725536|0.438784865|-55.5653235|0.241850733|148.84640819999998|-0.030696709|64.87087098|0.645330839|-1.534835437|-34.74338731|0.477868186|2708.998101|466.6010051|1701.832352|-11.62716177|0.354669161|7.588962922|0.915225186|-581.3580885|0.02556165|1463.761596|15.73185141|1.0|1.0|1.0|1.0|3.37|3.1|3.71|3.26|90.13|1.66|0.0|112.36|0.0|6.0|-3.81|-7.12|400.43|1.0|-3.88|0.0527|2.28|0.0|8.91e-08|4.6422|3.7413|-1333.063439|-1333.026419|1121.45|331.39|509.78|0.4151899999999999|0.68242|-1332.800229|0.0615|-0.15635|1.8265|-0.22366|-1332.8586269999998|79.0|7.1024|7.1024
