molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC7i|AATSC1i|GATS1are|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RNCS|RPSA|TPSA_x|WPSA3|FNSA1|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|PPSA1|WNSA2|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50
18b_a25|0|0|0|0.0|0.0|6.842683282|0|0|-0.147813831|4.727387819|0.0131826839999999|2|0.038137255|-0.018632104|2.003993644|-0.189048258|0.006181503|0.014055398|0.0009956189999999|-0.032776381|-0.061048368|0.721100414|0.001715854|0.8333962429999999|1|0.936253893|-0.063132226|-0.078644297|0.348987182|0.01278627|-55.18621997|80.36582704|0.063746107|44.73187305|6.296086869|0.7847794690000001|64.81723515|53.27347337|0.493622561|3051.645565|656.9874135|-1158.910619|2327.4502850000003|8.654596906|151.02439719999998|-813.229933|-399.6704921|1476.7341199999998|9.631015182|1.0|1.0|1.0|1.0|1.0|3.58|0.07|27.0|-9.84|5.93|5.59|111.51|2.2|1.0|138.56|0.0|1.0|6.0|-6.54|34.0|4.0|460.55|1.0|4.35|-5.71|0.000132|1.95e-06|0.000899|4.48|1.4500000000000002e-10|-0.07066|5.5437|3.6826|-1767.494087|1284.89|0.2658|223.65|612.24|0.36733|0.54166|-1767.2232149999998|0.0468|-0.22145|0.03002332|7.2924
17d_a50|0|1|1|0.0|0.0|8.105609402|2|2|-0.152030219|6.042632834|0.03538699|1|0.031990741|0.006071856|2.234730384|-0.140830095|0.012079|-0.136180713|-0.125540541|0.009780681|-0.323333765|0.754575205|-0.2177003589999999|0.789310938|1|0.929886823|-0.044172353|-0.069790853|0.8020670809999999|0.0152123589999999|-48.40178147|5.007868064|0.070113177|48.62532158|7.31681784|0.75405703|57.5414543|41.18485076|0.445708152|2824.70142|644.9008302|-1064.839192|2950.99157|6.996105516|170.5678813|-738.4938272999999|-352.3903892|1412.14676|9.139672835|0.0|1.0|1.0|1.0|0.0|4.07|0.35|20.0|-7.07|4.0|4.29|51.77|2.71|0.0|133.19|0.0|1.0|6.0|-4.5|32.0|4.0|424.54|0.0|3.68|-4.88|0.0135|1.31e-05|0.00557|3.72|8.55e-08|-0.03251|4.0506|4.0506|-1335.962757|1263.22|0.1819|306.09|579.45|0.66103|0.66103|-1335.649722|0.1819|-0.19967|0.02625058|7.1308
LY364947_a10|1|0|0|2.949609552|0.0|6.605297921|0|0|-0.278922508|4.59511985|-0.00390904|2|0.0273958329999999|0.0938628109999999|2.084955541|-0.084940213|0.007575|0.010202602|-0.006198347|0.1625645369999999|0.072909639|0.706034038|-0.012096774|0.7792035190000001|1|0.8431045490000001|-0.076999385|-0.075303751|0.449473391|0.009678082|-33.26705198|144.7228349|0.156895451|69.31194102|1.88879448|0.7234846559999999|41.53157099|38.29163558|0.486715511|1896.845282|372.4595738|-432.4716757000001|839.5356408|4.702575386|122.1566022|-191.05366730000003|-197.4583104|597.7620559999999|8.264519015|1.0|1.0|1.0|1.0|1.0|2.46|0.0|21.0|-7.2|3.97|3.69|54.46|1.74|0.0|82.56|0.0|1.0|2.0|-3.54|21.0|3.0|272.3|1.0|2.8|-3.86|0.0789|0.000137|0.0374|2.74|6.31e-08|||||||||||||||7.2291
20_a47|0|1|1|0.0|0.0|6.86171134|0|0|0.055662511|4.727387819|-0.161476442|2|0.039520202|0.031814023|1.010373001|-0.505699304|-0.009220816|-0.052370531|0.071506228|0.087325054|-0.297094867|0.61847122|0.113432542|0.8575369009999999|1|0.6888286020000001|-0.083811055|-0.092005493|0.213977589|0.023587109|-50.14789824|43.63174229999999|0.311171398|169.6050003|7.00733184|0.595234209|69.09296541|58.53772498|0.4642647929999999|2630.63609|375.4483088|-752.2184736|1219.306754|7.022502229|220.6189341|-409.9991682|-103.815441|1263.735287|18.94506718|0.0|1.0|1.0|1.0|2.0|3.19|0.05|21.0|-7.31|2.56|4.54|84.73|2.75|0.0|99.68|0.0|1.0|5.0|-4.06|28.0|6.0|380.35|1.0|3.09|-4.08|0.0332|8.32e-05|0.0316|2.63|4.89e-08|-0.06357|3.9808|3.9808|-1335.708279|964.94|0.2807|311.45|426.08|0.68219|0.68219|-1335.566785|0.2807|-0.22734|0.03389691|8.6
37_a18|0|0|0|0.0|0.0|7.03438793|2|2|-0.0013530679999999|4.844187086|-0.018808538|1|0.036746032|-0.018268775|0.0|-0.385273662|0.002300582|-0.034593342|-0.011713125|-0.0276034839999999|-0.224171123|0.7100921609999999|-0.020149364|0.761336899|0|0.831783747|-0.068500679|-0.074857954|0.385121249|0.009098426|-54.7389628|12.63119843|0.168216253|123.0060763|4.865006968|0.7648766029999999|65.15554136|56.74339533|0.488368082|3055.795406|608.2316837999999|-1423.213033|1571.7484060000002|9.460456975|171.9311063|-1040.70711|-387.3755475|1860.709332|10.41657856|0.0|1.0|1.0|1.0|2.0|4.31|0.3|18.0|-8.82|3.68|3.3|76.5|3.33|1.0|151.14|0.0|1.0|7.0|-5.68|36.0|3.0|480.6|0.0|2.93|-5.47|0.000999|3.35e-06|0.00161|4.36|1.51e-09|-0.04925|3.2127|3.2127|-1532.974371|1395.35|499.0|385.91|673.45|0.69305|0.69305|-1532.553949|499.0|-0.18119|0.02274574|7.4559
8b_a50|1|1|1|3.1324050960000003|0.0|7.860570786|1|1|-0.115740384|5.777652323|-0.009597908|1|0.035718954|-0.096039086|1.98971238|-0.1812055289999999|0.006841944|-0.009441452|-0.0180233089999999|-0.170496134|-0.116174481|0.753629415|-0.031953774|0.8836675340000001|1|0.845349082|-0.072629787|-0.078068703|0.267094693|0.021513107|-37.39727879|131.417573|0.154650918|74.08248511|4.93661461|0.6717097959999999|49.02840043|45.09730487|0.428882006|2143.807599|404.9478761|-523.561903|1401.458274|5.292277178|157.2609748|-250.8020475|-164.5084115|779.4465792000001|11.63112165|1.0|1.0|1.0|1.0|1.0|3.21|0.06|20.0|-5.94|3.14|3.41|59.39|1.79|0.0|89.78|0.0|2.0|2.0|-3.44|23.0|3.0|299.33|1.0|2.51|-3.81|108.0|0.000154|46.0|2.55|1.16e-06|-0.02903|4.5256|4.1804|-967.3160428|857.53|0.1717|273.96|353.17|0.5533|0.59283|-967.212701|121.0|-0.20144|0.036701907|7.1675
13l_a6|1|0|0|3.433158672|0.0|7.412764017000001|1|1|0.03093879|5.351858133|-0.132667824|1|0.0408037829999999|0.090187973|0.0|-0.858070925|-0.009326562|-0.037558466|-0.086595185|0.144180269|-0.073210645|0.8694295409999999|-0.1470289659999999|0.84018367|0|0.643098986|-0.118071236|-0.126521431|0.210844002|0.030012523|-88.13242567|182.8275745|0.3569010139999999|248.6104661|14.56282911|0.793671137|100.8610837|103.1523329|0.4257335779999999|2967.923804|447.9705372|-1762.648513|3127.831037|8.810095892|143.7247666|-1227.82747|-409.1314702|2220.880201|12.72865798|1.0|1.0|1.0|1.0|3.0|3.64|0.16|23.0|-8.89|4.55|3.8|115.15|1.39|0.0|124.98|0.0|1.0|7.0|-5.49|33.0|5.0|441.48|1.0|3.07|-4.77|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|1.29e-09|-0.04885|3.6675|3.5499|-1465.834958|1249.13|0.3115|338.07|578.91|0.7002|0.70515|-1465.560303|0.0165|-0.19447|0.03092407|6.4145
11_a3|0|0|0|0.0|0.0|6.823286122000001|0|0|0.119431379|4.727387819|-0.127546771|3|0.042795699|-0.101436441|1.710245969|-0.363112913|-0.008037672|0.044912659|-0.023103765|-0.194041982|-0.0947326669999999|0.8947911009999999|-0.04179402|0.793311683|1|0.777803048|-0.0955396769999999|-0.099420732|0.175996916|0.014376713|-47.02715152|253.1353625|0.222196952|105.101718|3.216644354|0.752484736|57.08178682|51.99171876|0.4680759679999999|2097.896727|367.9098016|-611.3529698|1105.41974|5.475372235|117.0775712|-289.1769972|-238.8563772|812.4456757999999|10.0546353|0.0|1.0|1.0|1.0|1.0|3.19|0.0|21.0|-6.51|3.79|3.41|105.82|0.8|0.0|88.28|0.0|1.0|2.0|-4.08|22.0|4.0|305.36|1.0|2.46|-3.71|0.0256|0.000197|0.0601|2.22|3.06e-07|-69.0|3.2232|3.2232|-1288.165162|834.82|0.4441|384.66|346.18|0.6966600000000001|0.6966600000000001|-1288.058926|0.4441|-0.20018|0.02994326|7.3979
4j_a46|0|0|0|0.0|0.19521727|7.825245291|1|1|-0.175292207|5.587248657999999|-0.012405467|1|0.048126615|-0.0529855709999999|0.0|-0.130235627|0.011968098|-0.1051618459999999|-0.176133068|-0.078783783|-0.087688953|0.72796254|-0.258222236|0.763724435|0|0.949893337|-0.05924408|-0.074417476|0.295221643|0.01492164|-43.95227197|70.56141095|0.0501066629999999|29.59387777|5.205103062|0.776932317|50.26191521|43.80358011|0.402450715|2260.870095|561.0237355|-791.1408955|2563.282153|6.274010655|131.7477027|-467.2617475|-327.122208|1018.288052|6.30964324|0.0|1.0|1.0|1.0|0.0|4.0|0.39|17.0|-7.69|5.18|5.33|39.94|3.28|0.0|110.24|0.0|1.0|4.0|-5.38|27.0|3.0|361.48|1.0|4.5|-5.31|0.0015|4.86e-06|0.00176|4.81|2.03e-08|-0.01684|5.3949|4.4093|-1132.018764|1112.13|0.2783|229.82|572.31|0.37853|0.69413|-1131.761156|0.1418|-0.20071|0.02491327|6.0942
14ae_a23|0|1|1|0.0|0.0|7.423568444|0|0|-0.033049777|5.351858133|-0.029948314|2|0.042903564|0.026913008|0.7338690390000001|-0.4448081789999999|0.008996289|-0.0174992419999999|0.0289586779999999|0.047563299|-0.253318853|0.7763406840000001|0.0469453379999999|0.8356326820000001|1|0.872362051|-0.065169397|-0.087074783|0.202342743|0.03467374|-62.38566188|111.4422142|0.127637949|91.4475768|17.79858399|0.53040766|87.09501229|71.53368511|0.479058976|3212.850883|625.0131414|-1060.556252|2575.36078|8.123993885|336.444465|-759.846894|-43.57178809|1999.511567|24.70935041|0.0|0.0|1.0|1.0|1.0|3.74|0.12|26.0|-7.6|3.48|4.03|123.48|2.42|1.0|133.27|0.0|1.0|7.0|-5.8|34.0|6.0|471.53|0.0|3.44|-5.08|0.000753|8.22e-06|0.0038799999999999|3.52|2.49e-08|-0.07122|3.6036|3.6036|-1858.952529|1285.52|0.3205|344.06|627.57|0.58144|0.58144|-1858.675325|0.3205|-0.21659|0.01449323|8.6038
13a_a6|1|0|0|3.417162147|0.0|7.412764017000001|1|1|-0.042110772|5.351858133|-0.0265090529999999|1|0.041767677|0.031837397|0.0|-0.602500119|-0.00460563|0.0015242189999999|-0.0525259259999999|0.05269025|-0.180339002|0.850080948|-0.091892803|0.8299950709999999|0|0.77450544|-0.094081761|-0.113446379|0.22670695|0.031866842|-74.18628740000001|154.9639272|0.22549456|147.4582473|13.62714959|0.759912392|87.37044493|82.36189896|0.467070451|2820.31296|506.474367|-1335.353173|2626.396685|8.038453162|157.0011174|-873.2309916000002|-339.9303794|1757.246214|13.18415753|1.0|1.0|1.0|1.0|2.0|3.53|0.12|23.0|-9.01|4.98|4.32|95.85|1.29|0.0|116.79|0.0|1.0|5.0|-5.51|31.0|5.0|409.44|1.0|3.52|-4.99|0.0012699999999999|1.02e-05|0.00417|3.8|9.77e-10|-0.05018|5.9934|3651.0|-1350.057702|1166.79|0.5352|206.87|571.9|0.4816|0.70072|-1349.834826|0.2697|-0.19987|0.02818646|7.3372
12b_a30|0|0|0|0.0|0.0|7.412764017000001|2|2|0.047132642|5.351858133|-0.06631353|2|0.042804233|-0.074391852|0.0|-0.3897233479999999|0.001139238|-0.037209579|-0.072247675|-0.165287712|-0.120380857|0.669561738|-0.1240820219999999|0.880943609|0|0.764737577|-0.08354129|-0.09915679|0.383979687|0.017341789|-62.96700664|86.84905288|0.235262423|149.39744040000002|6.99318589|0.798520682|73.02913136|64.06324295|0.4676268939999999|2849.095245|485.6272203|-1196.373126|2347.979099|7.393647884|127.9443353|-759.7264385|-379.1359902|1498.236868|10.06212472|1.0|0.0|1.0|0.0|1.0|4.63|0.14|17.0|-6.9|4.25|3.18|81.65|3.2|0.0|127.24|0.0|1.0|5.0|-5.39|30.0|5.0|416.47|0.0|2.92|-5.01|0.00171|9.71e-06|0.00405|3.97|1.26e-07|-0.05351|5.0567|3.5207|-1674.977262|1130.68|0.2079|245.19|516.78|0.3159099999999999|0.68496|-1674.7778119999998|0.1525|-0.20289|0.03351603|8.1543
EW7203_a60|0|0|0|0.0|0.0|7.412764017000001|2|2|0.025672274|5.351858133|0.0075638519999999|2|0.041767677|-0.092774356|0.0|-0.377182982|0.003099827|0.03824498|-0.051413084|-0.1696249719999999|-0.090115975|0.80330079|-0.089945913|0.8839272779999999|0|0.8860751579999999|-0.076068195|-0.096226348|0.345488097|0.020156795|-62.23028092|80.48638339|0.113924842|73.67602619|8.430183|0.766837077|73.82739839|62.22940284|0.497298165|2913.880231|573.0312689|-1182.375337|1660.077477|8.310125852|150.7881632|-764.6507562999999|-345.1309687|1541.885979|11.59711747|1.0|0.0|1.0|1.0|2.0|4.75|0.13|17.0|-6.7|3.87|2.6|117.47|2.17|0.0|133.97|0.0|1.0|5.0|-5.74|31.0|4.0|425.51|0.0|3.09|-4.82|0.000768|1.53e-05|0.0065|3.59|2e-07|-0.06188|5.0166|3.5192|-1667.993536|1166.44|0.2385|247.15|546.85|0.40883|0.69857|-1667.78681|0.0448|-0.20654|0.03203878|8.0334
16j_a32|1|1|1|3.359912013|-0.082980188|7.765993078999999|0|0|0.175152442|5.733341277|-0.086195934|0|0.046788618|-0.0667943999999999|2.076106145|-0.778815477|-0.002456725|-0.135618491|0.021997616|-0.11512706|-0.202656848|0.79965447|0.032797932|0.839271289|1|0.8259884120000001|-0.07651119|-0.106897203|0.509776381|0.023266265|-76.45058155|34.66998636|0.174011588|124.4493461|11.90023573|0.699790508|91.93816239|71.35869023|0.442735754|2830.682695|590.7291534|-1299.659886|3448.428146|7.357962381|214.7033741|-929.4888072999998|-285.7717513|1857.212797|15.48758085|1.0|0.0|1.0|1.0|2.0|3.86|0.33|19.0|-7.77|6.49|5.24|149.27|1.57|0.0|121.3|1.0|1.0|8.0|-7.45|30.0|5.0|441.57|0.0|4.25|-5.41|1.57e-05|3.89e-06|0.00172|4.59|1.7e-08|-0.05016|3629.0|3629.0|-2034.593521|1225.27|0.2907|341.65|631.34|0.70207|0.70207|-2034.344833|0.2907|-0.2002799999999999|0.0283671|8.0315
1_a15|0|0|0|0.0|0.0|0.0|0|0|-0.22215316|0.0|-0.043374667|2|0.0381893|0.06459652|0.0|-0.541427319|0.001244652|-0.068297833|-0.000905902|0.096086011|-0.270248221|0.836466114|-0.001544849|0.74357498|0|0.875723465|-0.068077117|-0.1117462069999999|0.7100707390000001|0.026214985|-72.24770503|121.3844816|0.124276535|80.34898605|10.95802135|0.605927517|90.40184737|60.96303497|0.437969049|3000.975833|566.1848585|-1228.210985|2855.495631|6.580146251|254.7811976|-794.0799704|-136.9714493|2026.993248|18.15414234|1.0|1.0|1.0|1.0|1.0|3.91|0.19|24.0|-10.02|5.46|6.32|74.73|2.2|0.0|132.94|0.0|0.0|8.0|-6.55|34.0|6.0|457.52|0.0|4.68|-5.97|0.00013|1.08e-06|0.000495|5.23|9.53e-11|-0.04142|4.3834|3.2188|-1510.117336|1271.06|0.2464|282.85|598.34|0.64662|0.70553|-1509.785098|0.0061|-0.17792|0.01894559|7.3565
1b_a5|1|0|0|2.881451247|0.0|6.605297921|0|0|-0.250420203|4.59511985|-0.061874543|2|0.0248765429999999|-0.095857885|0.0|-0.111923619|0.003886035|0.001241264|-0.028797464|-0.220946861|0.045204303|0.567806811|-0.054153474|0.827319059|0|0.808828623|-0.07823203|-0.077221824|0.341795323|0.010803163|-38.87394276|168.30518769999998|0.191171377|96.23685048|2.737713392|0.7324812509999999|48.55415504|44.82086533|0.474445758|2171.716467|407.1693177|-583.1091414|919.9167129|6.11909445|134.6705884|-293.5407385|-234.0649914|796.0738116|9.680212283|1.0|1.0|1.0|1.0|1.0|2.75|0.0|23.0|-8.3|4.88|4.76|54.46|2.29|0.0|90.44|0.0|1.0|3.0|-3.97|24.0|4.0|316.33|1.0|3.38|-4.3|0.0336|4.970000000000001e-05|0.0157|3.16|4.99e-09|-0.04135|4789.0|4.6481|-1050.506509|892.61|0.3101|258.89|388.58|0.5153800000000001|0.43728|-1050.413506|87.0|-0.23055|0.03246637|7.2291
8d_a8|1|0|0|3.190160226|0.0|7.05012252|0|0|-0.12349902|4.844187086|-0.155313194|1|0.042323232|0.071729931|0.0|-0.633521883|-0.00267541|-0.077977198|-0.117111249|0.111668404|0.025642021|0.76211539|-0.179357354|0.804372443|0|0.6932924890000001|-0.1072746469999999|-0.103150936|0.377028311|0.028038295|-67.26951954|57.93693239|0.306707511|200.0182229|11.92454747|0.675359878|86.29065071|88.24385833|0.483207744|2863.968296|452.1282556|-1345.390391|2093.380666|7.507839835|211.7129122|-877.3916055999999|-228.7206541|1992.108851|19.02113117|0.0|0.0|1.0|1.0|2.0|3.61|0.12|23.0|-7.62|3.93|3.32|112.23|1.92|0.0|121.1|0.0|1.0|6.0|-4.91|32.0|5.0|430.46|0.0|3.0|-4.47|0.00533|3.4200000000000005e-05|0.0147|2.89|2.38e-08|-0.0600299999999999|4.6765|3.2963|-1447.559429|1185.65|0.3|265.12|572.21|0.62361|0.70165|-1447.2928029999998|0.1879|-0.19757|0.03604461|4.7303
12_a4|0|0|0|0.0|0.0|7.535296702|1|1|-0.1494133309999999|5.4161004020000005|-0.271149771|2|0.0381179139999999|-0.0334644329999999|1.587386096|-0.113938738|0.005795666|-0.093414896|0.028152112|-0.055590089|-0.085553511|0.5687812560000001|0.04172421|0.8749408470000001|1|0.805238097|-0.070256284|-0.074699711|0.636722126|0.01168879|-44.33087544|15.80191019|0.194761903|115.5823166|4.116653575|0.717772573|53.59101661|48.6306683|0.470780296|2927.48584|477.8721263000001|-753.6248824|1962.933988|6.223583758999999|167.4891205|-447.2420348|-258.476202|1049.9494|9.260141177|1.0|0.0|1.0|1.0|0.0|3.41|0.23|21.0|-7.84|3.69|4.98|86.12|2.17|0.0|113.02|0.0|1.0|4.0|-4.18|29.0|5.0|404.48|1.0|3.3|-4.33|0.0266|4.64e-05|0.0188|2.72|1.45e-08|-0.06898|4.8592|3.8083|-1617.826064|1101.33|0.1194|255.16|503.28|0.63967|0.68825|-1617.57796|0.0464|-0.2312199999999999|0.03555871|5032.0
12ay_a36|1|0|0|3.50559949|0.0|7.412764017000001|2|2|-0.05976542|5.351858133|-0.043778345|2|0.043383838|0.1012005419999999|0.0|-0.404030255|0.003676818|0.012286423|-0.06756661|0.1689021819999999|-0.169994208|0.902377067|-0.111814717|0.833398429|0|0.829406408|-0.074251203|-0.098945129|0.419950383|0.018016934|-64.13591431|126.7858133|0.170593592|110.578217|7.569978132|0.778164805|74.29343346|59.80790901|0.4530143439999999|2766.899844|537.618563|-1282.718286|3238.138932|6.466730436000001|143.79285900000002|-831.4538627999999|-360.6110621|1648.388976|10.15751916|1.0|0.0|1.0|0.0|2.0|4.96|0.21|17.0|-7.34|3.76|2.5|69.2|2.45|0.0|133.68|0.0|1.0|5.0|-4.54|31.0|4.0|409.49|1.0|2.42|-4.6|0.0117|2.5e-05|0.0102|3.41|4.55e-08|-0.0526|3.9348|3.6561|-1311.547668|1184.45|0.2939|315.09|532.22|0.6727|0.6914|-1311.282556|0.1464|-0.2031599999999999|0.02880431|7.7447
19k_a38|1|0|0|3.218103741|0.0|7.412764017000001|2|2|0.0100827|5.351858133|-0.17467835|2|0.0445691609999999|0.098947776|0.0|-0.6888696990000001|-0.011156837|0.016990252|-0.0184136539999999|0.208892195|-0.128079012|0.7581164340000001|-0.029357143|0.908591797|0|0.658700057|-0.112748779|-0.126936513|0.389096157|0.0232707939999999|-80.54577161|157.4834779|0.341299943|216.567059|9.369654226|0.75964689|94.38036132|86.30929885|0.4769127179999999|3055.355167|417.968819|-1530.369661|2929.493496|6.744851799999999|152.51267140000002|-971.0744563|-329.5105352|2014.5803|13.8345897|0.0|0.0|1.0|0.0|4.0|4.89|0.13|17.0|-6.41|2.34|1.65|124.32|1.65|0.0|133.79|0.0|1.0|6.0|-3.87|33.0|5.0|444.46|0.0|1.9|-3.62|0.0594|0.0002399999999999|107.0|1.65|3.94e-07|-0.05534|5.1869|3.5378|-1500.852284|1172.22|0.2038|239.03|502.43|0.38269|0.70327|-1500.618667|0.1156|-0.20102|0.04615409|7.9666
3_a20 (SB-525334)|1|0|0|3.502142227|-0.08980269|6.880384082000001|0|0|-0.048050965|4.727387819|-0.053897691|2|0.0526353279999999|0.001821898|1.728260385|-0.274640708|0.001924142|-0.175513234|-0.119584218|0.002992397|-0.277724429|0.818922083|-0.17447922|0.76423988|1|0.8756647679999999|-0.061128029|-0.0917096759999999|0.246005838|0.0123308269999999|-51.80299691|43.70154849|0.1243352319999999|70.23182172|3.934338039|0.784910502|58.45718743|41.49386505|0.457398769|2243.481559|494.6267525|-777.0449536|1782.992456|5.943823875|121.495147|-438.9205046|-321.8682802|989.9790502999998|6.654190521|1.0|1.0|1.0|1.0|1.0|3.37|0.24|21.0|-8.39|5.2|4.69|67.35|1.69|0.0|104.59|0.0|1.0|3.0|-4.85|26.0|4.0|343.42|1.0|3.63|-4.73|0.00489|1.88e-05|0.00647|3.74|4.07e-09|-0.0671399999999999|4.9821|3.1728|-1086.56485|1030.31|367.0|248.86|498.74|0.49443|0.70168|-1086.329436|0.1171|-0.20131|0.02096048|6.7905
14_a15|0|0|0|0.0|0.0|0.0|0|0|-0.058775738|0.0|-0.0455566929999999|2|0.037073171|-0.033982971|0.0|-0.374014235|0.001740635|-0.053931584|-0.015736888|-0.051908601|-0.184255041|0.8310685940000001|-0.028227917|0.7651878809999999|0|0.8870890459999999|-0.063809873|-0.0917424269999999|0.7461324029999999|0.014672137|-58.79722871|92.51564418|0.112910954|72.36402409|6.026520371|0.770309725|68.59458198|50.29869851|0.406717767|2612.691478|568.5306056|-1117.1473460000002|2731.841165|6.040010666000001|147.2072638|-715.9737342999999|-346.4801021|1450.257357|9.797353271|1.0|1.0|1.0|1.0|1.0|3.56|0.12|24.0|-9.82|5.32|6.3|56.27|2.87|0.0|119.95|0.0|1.0|6.0|-6.22|30.0|4.0|397.47|1.0|4.7|-5.83|0.0002379999999999|1.47e-06|0.000584|5.29|1.51e-10|-0.0338199999999999|4.4518|3.6209|-1281.0669369999998|1177.14|0.3131|278.5|584.18|0.65079|0.7055899999999999|-1280.809256|0.0054|-0.18379|0.03885834|7.5229
27a_a34|0|0|0|0.0|0.0|7.412764017000001|1|1|0.0257175079999999|5.351858133|-0.456594848|1|0.0408037829999999|-0.082271189|0.0|-0.7320090459999999|-0.012495918|-0.026428049|-0.008138446|-0.13716603|-0.264978526|0.8186389829999999|-0.012251785|0.832753533|0|0.600964267|-0.106669294|-0.123191967|0.4305370679999999|0.026573385|-86.36649751|176.4623026|0.3990357329999999|279.75296960000003|13.06088842|0.764921711|100.7752505|93.41277507|0.436895447|3394.470264|421.319507|-1640.9634529999998|2252.433058|8.960143164|164.80691819999998|-1150.434312|-371.4586403|2145.269808|14.40875302|1.0|1.0|1.0|1.0|2.0|3.66|0.13|23.0|-7.61|2.01|3.97|129.74|1.06|0.0|122.61|0.0|1.0|6.0|-4.96|33.0|7.0|463.51|0.0|2.44|-4.47|0.00504|3.43e-05|0.0159|2.59|2.44e-08|-0.03924|5.0012|4.1228|-1861.695683|1247.85|0.2896|247.91|598.18|0.40378|0.69818|-1861.468024|0.0203|-0.20615|0.04629882|6.6198
11c_a31|1|0|0|3.336985072|0.0|7.765993078999999|1|1|0.069254998|5.733341277|-0.141329185|0|0.037731481|-0.031640011|0.0|-0.847114804|-0.011679927|-0.137912959|-0.085216451|-0.0512371409999999|-0.16065803|0.825336018|-0.139933586|0.8906705429999999|0|0.564143263|-0.138002689|-0.14043574|0.3608415239999999|0.034256743|-82.24513417|264.7428792|0.435856737|255.2562173|11.74927853|0.676089232|99.31985763|100.8824395|0.47997061|2470.585429|330.3862551|-1069.186744|1770.045716|7.259183801|189.6959033|-626.1611682999999|-206.2506659|1581.428448|17.07472346|1.0|0.0|1.0|1.0|2.0|3.51|0.28|16.0|-5.84|5.04|3.64|125.57|1.03|0.0|97.32|0.0|2.0|6.0|-5.11|26.0|6.0|371.41|1.0|3.04|-3.98|0.00285|0.000105|39.0|2.82|1.45e-06|-0.03532|3.8551|3.8551|-1559.353434|1022.77|0.2627|321.61|512.9|0.7005899999999999|0.7005899999999999|-1559.194237|0.2627|-0.19526|0.04465349|6.8861
12aq_a36|1|0|0|3.427017327|0.0|7.412764017000001|2|2|0.0332421529999999|5.351858133|-0.135770278|2|0.041728395|0.076517478|0.0|-0.674732412|-0.006653538|-0.1031859869999999|-0.028591187|0.131910912|-0.090926893|0.892815402|-0.047695595|0.89459881|0|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|0.021389734|-81.56528598|86.6958382|0.318529388|212.8220574|9.548598682|0.7619767479999999|95.39676382|87.31909781|0.426481765|2932.54604|455.31741460000006|-1549.740434|2906.024504|8.596645087999999|159.03272990000002|-1035.442755|-350.0740123|2033.842158|13.83147784|0.0|0.0|1.0|0.0|3.0|4.83|0.13|17.0|-6.14|1.92|0.98|112.29|1.28|0.0|131.85|0.0|1.0|6.0|-3.52|32.0|5.0|424.46|0.0|1.15|-3.45|129.0|0.000359|152.0|1.55|7.19e-07|-0.06059|3.9049|3.3759|-1401.637414|1190.22|0.4988|317.51|534.96|0.6933199999999999|0.7058300000000001|-1401.391057|0.0059|-0.19967|0.03228003|7.2596
