molecula|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|MATS8i|BCUTi-1|AATSC1pe|AATSC1i|MATS1c|GATS1are|BIC2|MATS8d|SIC2|FNSA3|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Dipole (water)|pIC50
13p_a6|0|3.449535594|0.0|0|0|0|1.424099253|0.0|-0.010395243|4.727387819|-0.1144898999999999|2|0.072850973|-0.014153926|10.95053423|-0.005708558|-0.116250572|-0.573014008|0.865935935|0.784414352|-0.125636943|0.837659336|-0.099405155|0.01730144|-76.17631587|12.27472016|80.30786544|194.0233618|107.5669533|0.76005742|-50.03427239|89.17529231|-26.72853188|0.412828992|3016.078786|3833.042283|-18.9628865|0.23994258|14.91957306|0.703081362|170.2302215|35.16646396|-369.0018868|2004.488446|794.5462391|1.0|1.0|1.0|3.0|3.64|-10.06|4.58|4.01|122.47|1.01|1.0|0.0|5.0|-7.01|449.51|0.0|0.0|1.0|2.96|-4.55|0.00365|2.79e-05|0.0125|2.86|0.0|3.92e-08|-0.0746|4.7973|2.9837|-1463.08132|752.82|1283.98|0.4132|258.45|573.39|0.47508|0.0029|-0.12251|-0.1971099999999999|12163.0|7.0362
7_a3|0|0.0|0.0|0|0|0|0.60501656|0.0|-0.008855374|4.727387819|-0.106234254|2|-0.047419994|0.054347129|10.3116226|-0.006696449|0.036673175|-0.592753801|0.881253042|0.790667152|0.0507482109999999|0.8632654590000001|-0.1034274319999999|0.009708941|-47.72824381|4.804535747|230.9407974|107.7330046|76.07607751|0.7992146109999999|-25.32764885|55.15105143|-18.2490344|0.3987206729999999|2196.07224|1952.029549|-9.030659289|0.2007853889999999|8.644978051|0.663120542|99.36002106|22.83370969|-296.13678660000005|776.3461295|353.7528308|1.0|1.0|1.0|1.0|3.02|-7.48|4.96|4.66|92.93|2.11|1.0|1.0|3.0|-5.68|338.81|0.0|0.0|1.0|3.63|-4.87|0.00124|1.34e-05|0.00455|3.79|0.0|1.11e-05|-0.0640299999999999|5.8849|3.4435|-1731.7341420000002|522.73|883.88|0.1926|210.68|362.61|0.3456|0.1262|-0.14816|-0.21219|3.9813|5.9901
19a_a38|0|3.3685352889999995|0.0|0|2|2|1.297044508|0.0|-0.007986407|5.351858133|-0.082283951|2|0.054257043|-0.122385526|10.96083376|-0.000673716|-0.217394466|-0.4342819429999999|0.724208473|0.819222745|-0.133130383|0.8741648479999999|-0.08593151|0.022142322|-64.73159672|13.23456869|137.2318698|151.1278869|0.0|0.744796537|-30.69910427|77.20795279999999|-23.30337482|0.465829126|2774.129458|2304.055966|-13.92853534|0.255203463|12.96056449|0.872060139|152.5362948|31.28824271|-292.6320538|1564.412135|595.8790650000001|1.0|1.0|1.0|3.0|4.83|-6.86|3.13|2.55|81.23|2.4|1.0|1.0|4.0|-6.77|401.44|0.0|0.0|1.0|2.68|-4.17|29.0|6.77e-05|0.0272|2.78|0.0|5.610000000000001e-05|-0.05271|3.9212|3.6504|-1332.186327|628.65|1092.25|0.2668|316.19|466.55|0.6329100000000001|0.0721|-0.15108|-0.20379|6.0223|8.0106
32_a47|1|0.0|0.0|1|1|1|1.216307925|1.998170616|-0.003573735|4.727387819|0.000921003|3|-0.013510009|-0.026022099|10.95005715|0.002350172|-0.157688306|-0.2749014|0.6636125860000001|0.810444864|-0.078006445|0.858292442|-0.05770007|0.019295804|-52.38450683|13.90468487|28.55112477|106.9180086|44.50423685|0.64116122|-29.9621436|68.76811937|-18.77935151|0.44289006|2808.210157|2255.632049|-13.53252578|0.35883878|15.53902041|0.794977846|258.5816152|29.28959351|-203.4434306|1552.348456|682.9868225|1.0|1.0|1.0|2.0|3.35|-8.82|4.18|5.07|67.66|3.11|2.0|1.0|5.0|-6.34|436.91|0.0|0.0|1.0|3.94|-5.05|0.00674|8.89e-06|0.0038799999999999|3.7|0.0|6.55e-07|-0.05682|4.9046|3.6829|-1778.127634|692.49|1184.76|0.2969|252.79|548.86|0.48011|0.2839|-0.1509599999999999|-0.20778|6.3139|7.0
25c_a34|0|0.0|0.0|1|2|2|1.377881974|1.958290974|-0.014384932|5.351858133|-0.047513652|2|-0.16034464|-0.056443595|10.95957635|0.001433865|-0.563411433|-0.5404076879999999|0.809687672|0.80135608|-0.072907053|0.844690266|-0.088513496|0.043815478|-75.6298008|29.22363765|183.6812574|211.2752099|93.28638171|0.537428437|-39.37521522|100.6665476|-21.008278|0.4356106729999999|2884.104654|2439.174137|-14.01190479|0.4625715629999999|13.26192888|0.77182656|308.52165519999994|39.09037289|-49.9273377|2110.880136|648.0187526000001|0.0|1.0|1.0|1.0|3.64|-5.71|2.18|1.98|90.74|1.0|1.0|2.0|6.0|-7.95|421.45|0.0|0.0|0.0|1.93|-3.28|659.0|0.000523|0.22|1.3|0.0|0.0008289999999999|-0.03272|4.2095|4.2095|-1426.704645|704.43|1180.85|0.2239999999999999|294.54|561.29|0.69247|0.2239999999999999|-0.17424|-0.2069599999999999|9.8087|5.7496
11e_a5|0|2.971327032|0.0|0|1|1|1.338814635|0.0|-0.003208975|5.209486153|0.038643235|2|-0.07965|-0.16669151|10.9487795|0.008721244|-0.147721258|-0.234433859|0.77509232|0.775794895|-0.02059071|0.8215345|-0.062865536|0.0120552589999999|-52.34653881|7.986070113999999|62.84782002|81.64179149|0.0|0.72163516|-27.58835281|63.5644542|-18.69519243|0.483563144|2721.416353|960.0428704|-12.38472918|0.27836484|18.17739133|0.936345148|184.4042616|25.90670947|-293.6467698|1450.77573|735.3048881|0.0|1.0|1.0|1.0|3.22|-8.95|5.03|4.29|66.93|1.83|2.0|1.0|5.0|-6.28|411.5|0.0|1.0|0.0|3.63|-4.72|0.00919|1.9e-05|0.00782|3.56|0.0|4.64e-07|-0.03808|4.4179|4.1036|-1316.547103|717.76|1220.1|0.5347|280.64|571.06|0.66478|0.2125|-0.16751|-0.20559|2.8694|7.3979
16c_a32|1|3.329674745|0.0|0|0|0|0.6094207629999999|0.0|-0.01639019|5.733341277|-0.087497559|0|-0.03152033|-0.031087095|10.31100271|-0.00369116|-0.229450999|-0.697601261|0.809370315|0.8607827790000001|-0.061904762|0.915639476|-0.088841599|0.025791147|-71.59058881|15.38819548|102.2022233|135.41296|37.0285246|0.6846367059999999|-31.62645048|86.97970500000001|-22.77882371|0.463897164|2649.168528|3143.196853|-13.59090376|0.3153632939999999|11.77670717|0.8653137670000001|188.1603823|33.27140293|-220.3256617|1463.941729|513.9156315|1.0|0.0|1.0|2.0|3.5|-6.99|5.64|4.21|149.27|0.88|1.0|1.0|5.0|-6.44|399.49|1.0|0.0|1.0|3.41|-4.41|0.000366|3.89e-05|0.0155|3.23|0.0|4.13e-05|-0.0505|3.6264|3.6264|-1916.6792|639.66|1069.28|0.2955|341.89|508.43|0.70198|0.2955|-0.14997|-0.20047|5.3459|8.3468
2_a4|0|0.0|0.0|0|1|1|1.189716144|0.0|-0.00708265|4.59511985|-0.103346554|1|0.08246129|0.090707854|10.95268469|-0.0016168089999999|0.228655117|-0.3881618|0.930871261|0.802438682|0.1355918559999999|0.847373823|-0.117395215|0.006330673|-44.27948986|2.667094277|166.102249|108.4760726|0.0|0.843107708|-20.83662681|48.93681624|-15.98981578|0.3961813179999999|1623.668791|910.3327882|-6.736463618999999|0.156892292|7.800989232999999|0.656126301|66.09827364|18.96532986|-289.1005902|682.7518749|284.26458360000004|0.0|1.0|0.0|2.0|3.33|-4.83|2.12|0.83|45.15|1.63|0.0|2.0|4.0|-6.69|253.3|0.0|1.0|0.0|1.24|-2.77|1.67|0.00171|434.0|1.62|0.0|0.00374|-0.01612|5.8961|3.2230000000000003|-819.9326497000001|458.73|764.77|0.1315|210.28|333.36|0.4682|0.0008|-0.14614|-0.16226|3.0946|7.5086
8d_a8|0|3.190160226|0.0|1|0|0|1.395657339|1.41693287|-0.0111144189999999|4.844187086|-0.155313194|1|0.071729931|-0.077977198|10.94649761|-0.001038264|0.025642021|-0.4385133129999999|0.76211539|0.757805416|-0.179357354|0.804372443|-0.1072746469999999|0.028038295|-67.26951954|18.28507531|57.93693239|200.0182229|92.49576602|0.675359878|-45.62337399|86.29065071|-24.91463687|0.483207744|2863.968296|2093.380666|-16.2479927|0.324640122|14.52777156|0.935013517|211.7129122|36.89090464|-228.7206541|1992.108851|682.0472537|0.0|0.0|1.0|2.0|3.61|-7.62|3.93|3.32|112.23|1.92|1.0|1.0|5.0|-6.87|430.46|0.0|0.0|0.0|3.0|-4.47|0.00533|3.4200000000000005e-05|0.0147|2.89|0.0|1.03e-05|-0.0600299999999999|4.6765|3.2963|-1447.595474|690.78|1185.65|0.3|265.12|572.21|0.62361|0.1879|-0.13754|-0.19757|7.5674|4.7303
3k_a32|1|3.644417045|0.0|0|0|1|0.609420759|0.0|-0.005745086|5.973809612|-0.001250803|0|-0.047167919|-0.0902541999999999|10.31100271|0.002509816|-0.090775221|-0.5265375529999999|0.816196288|0.779649252|-0.129124455|0.8306695270000001|-0.0711378679999999|0.0123637989999999|-51.21653025|6.970844822|80.0971996|68.92687468|0.0|0.78057227|-22.61349991|58.16707081|-16.67514938|0.472646737|2392.3436100000004|1970.06814|-9.40163104|0.21942773|11.6688363|0.89626209|123.7157466|21.36272325|-316.3794102|918.5970998|506.658189|1.0|1.0|1.0|1.0|3.47|-7.23|7.12|5.78|110.94|2.41|2.0|1.0|3.0|-5.01|366.5|0.0|0.0|1.0|4.75|-5.61|3.3600000000000004e-05|2.47e-06|0.000904|4.97|0.0|2.15e-05|-0.05321|3.5363|3.5363|-1750.164914|611.65|1022.89|0.3082|350.6|452.36|0.70268|0.3082|-0.14667|-0.19988|5689.0|8.0605
3f_a32|1|3.553167045|0.0|0|0|0|0.6094207770000001|0.0|-0.00611496|5.733341277|-0.0434359079999999|0|-0.062954205|-0.113189563|10.31100273|0.002565215|-0.133675401|-0.5487283829999999|0.833981748|0.820782305|-0.1743238839999999|0.871865543|-0.073433055|0.011897886|-54.8993954|6.707989266|47.97543149|71.02334697|0.0|0.78919828|-23.34192893|61.47296003|-16.99267001|0.435176082|2273.466801|2130.756016|-9.580412233|0.21080172|10.89495051|0.770463268|118.8493262|21.53155987|-326.0981041|904.3255145|475.3634141|1.0|1.0|1.0|1.0|3.9|-7.31|7.18|5.63|110.94|2.18|2.0|1.0|3.0|-5.03|354.49|0.0|0.0|1.0|4.63|-5.4|4.53e-05|3.96e-06|0.0014|4.83|0.0|1.73e-05|-0.05315|3.5569|3.5569|-1712.0610190000002|604.9|1006.92|293.0|348.58|488.74|0.70255|293.0|-0.1474599999999999|-0.2006099999999999|5.7161|8.0458
6f_a40|0|0.0|0.0|1|1|2|0.604893424|1.750582483|-0.01691341|6.401917197|-0.156988665|0|-0.122783873|0.075227997|10.30179966|-0.008368734|0.092206207|-0.628934821|0.7710013309999999|0.836826225|-0.268802228|0.896373207|-0.134203859|0.015998475|-83.88605319|10.2782635|207.7174501|221.1408856|40.01876255|0.8628087240000001|-55.39203581|92.77827871|-33.55442128|0.410805404|3021.330686|3072.581297|-21.5571287|0.137191276|11.87042702|0.69723213|88.13890599|38.88975659|-466.1748926|1750.039046|593.503189|1.0|0.0|1.0|2.0|4.05|-3.67|3.66|2.66|199.45|1.1|1.0|3.0|5.0|-6.9|457.55|1.0|0.0|0.0|2.61|-4.64|5.18e-05|2.3e-05|0.0105|3.09|0.0|0.0967|-0.08982|3.5741|2.57|-2426.972609|668.95|1139.55|0.2362|346.89|507.64|0.66642|0.0158|-0.1131799999999999|-203.0|8.7269|7.3768
12at_a36|0|3.4361495580000003|0.0|0|2|2|1.297042863|0.0|-0.010886502|5.351858133|-0.073048351|2|0.054794728|-0.076129505|10.95446888|0.000906224|-0.227404687|-0.48127276|0.817851296|0.8384626709999999|-0.063825255|0.890810337|-0.084721769|0.029516069|-76.61315774|20.43891035|95.16663336|171.8311073|80.75773169|0.6744421970000001|-40.6250081|95.60375457|-25.99374995|0.49342323|3041.832389|2388.600265|-17.99981985|0.325557803|17.44496351|0.974034457|225.4381077|38.54110857|-241.591008|2158.30208|735.3783268|1.0|0.0|0.0|2.0|4.9|-6.62|2.7|1.67|95.5|1.89|1.0|1.0|6.0|-7.18|439.47|0.0|0.0|0.0|1.76|-4.08|0.0289|8.36e-05|0.0367|2.53|0.0|0.000106|-0.05703|4.7133|3.8408|-1460.833958|733.29|1238.61|0.4765|263.05|589.75|0.42968|0.2076|-0.15607|-0.2131|8.9532|7.1079
12d_a31|0|3.441384322|0.0|0|1|1|0.61013528|0.0|-0.012448252|5.733341277|-0.043220149|0|-0.042401695|-0.085780934|10.31169788|0.000127275|-0.214049412|-0.550805937|0.8066174070000001|0.8343242820000001|-0.057226679|0.873955169|-0.0938723509999999|0.0296918329999999|-81.56033123|21.06095035|157.30671669999998|208.9297871|557.514503|0.6383648510000001|-47.23018217|99.79879739|-23.08311261|0.389382761|2653.867767|2434.226776|-16.37326657|0.361635149|15.46841054|0.63768714|256.5143096|36.15974873|-196.2893506|1916.466682|647.1500428999999|1.0|1.0|1.0|2.0|3.76|-7.63|6.04|4.09|117.37|1.31|2.0|1.0|5.0|-6.36|412.51|0.0|0.0|1.0|3.76|-4.39|0.0010199999999999|4.06e-05|0.0167|3.46|0.0|9.69e-06|-0.03128|3.8477|3.8477|-1657.471849|730.86|1201.63|0.2566|322.23|626.33|0.7006600000000001|0.2566|-0.15968|-0.19096|3.3585|6.2924
22_a47|1|0.0|0.0|1|0|0|1.408617385|1.202720059|-0.010579222|4.727387819|-0.150248628|2|-0.029311184|-0.075111395|10.95023117|-0.004332497|-0.277479519|-0.538310301|0.612295986|0.831122912|0.004104478|0.890264057|-0.080744803|0.022154032|-52.67991531|13.07198749|12.19999546|177.81209280000002|54.21581266|0.6096864479999999|-28.11203407|71.28682035|-18.73063655|0.4614909829999999|2692.510471|1494.441201|-11.05201291|0.390313552|12.91589555|0.8569791179999999|230.3045281|30.72175314|-129.440987|1382.478891|482.9384172|0.0|1.0|1.0|2.0|3.31|-7.69|3.07|4.85|84.73|2.97|1.0|1.0|6.0|-6.58|394.38|0.0|0.0|1.0|3.41|-4.38|0.0142|4.16e-05|0.0164|3.0|0.0|8.11e-06|-0.0612399999999999|4.7954|4017.0|-1375.05033|605.12|1027.32|0.3367|258.55|466.95|0.50316|0.0799|-0.16704|-0.22828|5.7009|9.0
8c_a32|1|3.46252244|0.0|0|0|0|0.609420757|0.0|-0.0093793719999999|5.733341277|-0.04699673|0|-0.026467635|-0.026048985|10.31100269|-0.001662219|-0.1534110109999999|-0.578242111|0.788133615|0.845443342|-0.11492754|0.8966299409999999|-0.076876481|0.016240436|-58.93213925|9.818219446|126.6561213|119.85432240000002|78.19443734|0.600684883|-28.09723623|74.36515033|-16.654735000000002|0.447542891|2571.62241|3038.837633|-10.06868562|0.399315117|12.81496717|0.8100952690000001|241.4075262|27.72624296|-121.7388847|1275.407176|557.1050635|1.0|1.0|1.0|2.0|3.46|-7.65|6.49|4.19|140.04|1.1|1.0|1.0|4.0|-6.45|397.52|1.0|0.0|1.0|3.56|-4.39|0.000597|4.11e-05|0.0164|3.21|0.0|8.86e-06|-0.04161|3.5673|3.5673|-1880.764533|646.97|1090.0|0.3272|347.56|516.78|0.70135|0.3272|-0.14712|-0.18873|10.2656|7.4318
9g_a24|0|2.931798469|0.0|1|0|0|1.427608366|1.7647373919999998|-0.00106361|5.283203728999999|0.001126633|2|-0.162313932|0.070915465|10.96318169|0.013119312|-0.049325609|-0.079421802|0.683676657|0.7931626959999999|-0.045107345|0.859302479|-0.064835725|0.01876163|-32.49188065|9.283063574|174.88817269999998|65.73938109|0.0|0.4819264479999999|-15.87288497|49.25777584|-10.53790724|0.427531635|2123.257348|1196.910121|-5.214049137|0.518073552|10.69818114|0.746821416|256.3375151|21.8662148|17.88521849|809.0499476|341.3207334|0.0|1.0|1.0|1.0|2.8|-6.43|2.91|2.93|72.28|0.64|0.0|1.0|4.0|-7.17|302.33|0.0|1.0|0.0|1.93|-3.09|977.0|0.0008179999999999|247.0|1.37|0.0|0.000113|-0.03585|5.2521|4.2802|-984.5891383|524.03|879.99|0.2444|236.07|400.47|0.4227399999999999|0.1023|-0.17806|-0.21391|4.4131|7.1675
17b_a25|0|0.0|0.0|1|0|0|1.3732004619999998|1.785120622|-0.004368141|4.727387819|-0.002108117|2|-0.026412432|-0.100018134|10.93106294|0.005244553|-0.073994564|-0.366585181|0.653180996|0.780221059|0.029728702|0.838260077|-0.068207754|0.015879547|-60.19950116|12.04068508|99.61874923|89.34443096|87.61586206|0.724866184|-39.21569422|73.52844745|-22.17876359|0.476276266|3100.8813760000003|2514.295488|-16.81707305|0.275133816|18.52147096|0.909403632|208.6205329|30.59704545|-341.0100868|1744.031591|832.226697|1.0|1.0|1.0|1.0|3.56|-10.04|4.88|5.18|96.49|2.0|2.0|0.0|5.0|-6.53|458.51|0.0|0.0|1.0|3.78|-5.07|0.00218|8.59e-06|0.00394|3.61|0.0|4.16e-08|-0.05531|5.4236|3961.0|-1483.873254|781.08|1329.35|0.4635|228.6|654.18|0.31395|0.1741|-0.16408|-0.21939|5.2142|6.9957
8f_a8|0|2.939511291|0.0|1|0|0|1.394802091|1.241306689|-0.01032134|4.844187086|-0.249095464|0|0.0587545909999999|-0.08540947|10.94343488|-0.007036544|0.254819201|-0.5373378529999999|0.578166105|0.6971223040000001|0.010682683|0.751162751|-0.122135295|0.013566221|-62.06002501|7.91086576|317.0847898|235.1097364|67.99102163|0.90577048|-41.53091131|67.4402386|-28.20910228|0.456995667|2622.044457|1892.066521|-16.44956443|0.09422952|13.81994609|0.8416059290000001|54.94802877|31.14376424|-473.23361|1370.325626|485.8626377000001|0.0|0.0|0.0|2.0|3.14|-7.95|4.69|4.72|80.88|4.11|2.0|1.0|4.0|-5.98|391.37|0.0|0.0|0.0|4.04|-5.0|0.0023899999999999|1.01e-05|0.00395|3.82|0.0|4.43e-06|-0.0675299999999999|4.7027|3.4876|-1361.658484|602.63|1022.89|0.3188|263.65|477.92|0.55661|0.1659|-0.14532|-0.21285|7.8014|4.6428
6g_a40|0|0.0|0.0|1|1|2|0.604893315|1.628664494|-0.022381557|6.401917197|-0.261952754|0|-0.120745388|0.07194868|10.30179936|-0.018182514|0.05728593|-0.588058458|0.8316888240000001|0.832499949|-0.340429901|0.8917390820000001|-0.164941808|0.017750905|-101.5916383|11.53799852|328.78166810000005|256.5226419|47.36081569|0.824204189|-69.68682788|114.7475987|-38.37906336|0.425569146|3142.74733|3198.69909|-24.9461968|0.175795811|12.10032156|0.740853565|114.2663866|46.56499428|-421.4621621|2095.424743|590.1686672000001|0.0|0.0|1.0|3.0|4.06|-2.87|3.43|2.48|213.89|0.59|1.0|3.0|7.0|-7.02|474.53|1.0|0.0|0.0|2.37|-4.71|2.87e-05|1.93e-05|0.00917|3.06|0.0|0.6459999999999999|-0.08622|3.3197|2.8135|-2522.023752|669.8|1144.59|0.4971|373.48|514.77|0.58454|0.1307|-0.11857|-0.20479|8.9454|7.3279
