molecula|NaaNH|Molar refractivity|WNSA4|n5aRing|NaasN|GRAV|nAHRing|nARing|nFaHRing|Gibbs Free Energy|AATSC1are|Solubility [Log S (SILICOS-IT)] (mg/ml)|Num. of Aromatic heavy atoms|pIC50
7d_a10|0|100.04|-6.961625817000001|1|1|5174.981962|1|1|1|-1129.0552810000002|0.00870171|5.04e-06|21.0|6.0325
17a_a25|0|131.06|-15.142307999999998|1|1|6250.571217000001|0|0|1|-1391.385492|0.0063846319999999|4.54e-08|27.0|7.6021
EW7203_a60|0|133.97|-15.29301513|1|0|6403.777228|2|2|0|-1667.848192|0.003099827|8.51e-05|17.0|8.0334
47a_a18|0|158.24|-24.3591435|0|0|8405.670404|1|1|0|-2098.359766|-0.005483379|2.95e-06|18.0|9.0
9d_a40|0|91.71|-8.395657932|2|1|4401.742338|0|0|1|-1677.48058|0.011823978|3.3e-05|20.0|6.9706
15a_a50|0|110.43|-10.49734522|2|2|5401.219537|1|1|1|-1199.629702|0.005366038|0.0003|20.0|7.3872
16c_a32|1|107.14|-13.59090376|3|0|5979.891916|0|0|1|-1916.536967|-0.0064007569999999|4.13e-05|19.0|8.3468
12ao_a36|1|133.84|-16.53028876|1|0|5943.227395|2|2|0|-1310.138396|0.002782748|3.94e-05|17.0|7.5229
20b_a10|0|129.73|-13.79433873|1|1|7173.225184999999|1|1|1|-1465.395231|0.001965496|5.26e-07|27.0|5.9586
19g_a38|1|125.65|-15.5542928|1|0|6631.17356|2|2|0|-1431.244906|-0.006877664|3.19e-05|17.0|7.3778
14ad_a23|0|133.27|-15.14887177|2|2|7308.229822|0|0|1|-1858.733603|0.008996289|1.17e-05|26.0|8.3595
13a_a30|0|135.37|-19.5115996|1|0|6675.344631|2|2|0|-1744.281248|-0.003436924|0.000288|17.0|7.8665
47c_a18|0|154.77|-20.80632033|0|0|7527.530240999999|1|1|0|-1664.277127|0.0007979619999999|3.42e-07|18.0|8.5229
7c_a10|0|113.07|-7.635686595|1|1|6034.895823|1|1|1|-1258.801509|0.01006918|6.4e-06|21.0|5.4191
3_a47|0|101.55|-10.02652614|0|0|5022.029588|0|0|1|-1470.0192869999998|-0.008828261|1.33e-06|22.0|6.5
7a_a8|1|105.83|-14.71059634|1|1|5907.9340090000005|1|1|0|-1291.156661|0.000736369|2.05e-05|23.0|4.6068
12ay_a36|1|133.68|-14.84739041|1|0|6204.216872999999|2|2|0|-1311.343228|0.003676818|1.86e-05|17.0|7.7447
12f_a36|1|133.52|-15.59012402|1|0|6000.985822|2|2|0|-1311.345557|0.003676818|1.7899999999999998e-05|17.0|7.9586
A8301_a51|0|129.04|-13.82143785|1|1|6401.6494600000005|0|0|1||0.00740124|1.74e-07|27.0|7.9208
12j_a36|1|135.47|-16.18812775|1|0|6352.018345|2|2|0|-1670.245584|0.00285431|3.83e-05|17.0|8.0
47j_a18|0|149.96|-20.47428768|0|0|7316.123159000001|1|1|0|1625.053346|0.00031105|8.159999999999999e-07|18.0|7.4559
11b_a5|1|106.58|-10.5712171|1|0|5107.577902|0|0|0|-1564.621301|0.006121601|2.68e-07|23.0|7.7212
4_a47|0|106.52|-10.43683449|0|0|5254.939281|0|0|1|-1509.3147789999998|-0.007295208|5.81e-07|22.0|7.5
12b_a30|0|127.24|-15.50462119|1|0|6275.380072|2|2|0|-1674.838225|0.001139238|5.260000000000001e-05|17.0|8.1543
18c_a25|0|138.65|-11.65153036|1|1|6736.25597|0|0|1|-1714.342386|0.007804726|3.0499999999999995e-08|27.0|7.0555
12q_a30|0|133.96|-21.2680622|1|0|7990.060758|2|2|0|-1987.847256|-0.00695299|3.19e-05|17.0|7.4449
21b_a23|0|129.97|-16.81701905|2|2|6919.229053|0|0|1|-1761.294175|0.01055698|6.45e-06|26.0|7.0691
11a_a50|0|99.65|-7.104987834|2|2|4858.670497|1|1|1|-1045.84627|0.011959339|0.000441|20.0|7.2291
40_a47|0|94.28|-7.872806386000001|1|1|4862.524893|0|0|1|-1123.049869|0.002212256|2.79e-05|21.0|8.4
11_a4|0|111.64|-7.889214068999999|1|1|5425.1341090000005|1|1|1|-1467.255521|0.011277653|3.31e-06|21.0|6.9586
18_a34|0|93.91|-12.87916264|1|1|5296.289007|1|1|0|-1199.158044|-0.001615187|0.000781|17.0|5.6144
47n_a18|0|162.18|-21.77346199|0|0|7909.580851999999|1|1|0|-1740.663577|0.000271488|9.44e-08|18.0|7.1938
12b_a5|0|123.46|-8.135654442|0|0|5501.255679|2|2|0|-1276.9984029999998|0.0068803119999999|8.5e-06|18.0|7.3768
4j_a46|0|110.24|-8.652995323999999|1|1|5077.124695|1|1|0|-1131.817578|0.011968098|7.33e-06|17.0|6.0942
9_a1|1|102.84|-10.60256533|1|0|5063.330971|0|0|0|-1187.065335|-0.00314411|3.7100000000000003e-07|23.0|5.2218
7_a47|0|111.28|-11.52827882|0|0|5958.904826|0|0|1|-1647.841533|-0.0091074509999999|1.3900000000000001e-07|22.0|7.6
12j_a30|0|132.24|-15.12043521|1|0|6105.3402670000005|2|2|0|-1614.894278|0.005613018|4.02e-05|17.0|8058.0
3d_a12|0|100.28|-9.255608086|0|0|4509.417998|1|1|0|-1006.606666|-0.00259095|9.64e-06|18.0|7.6021
24_a20|0|119.42|-10.80905198|1|1|6109.1040920000005|0|0|1|-1291.706729|0.009265667|1.94e-07|27.0|6.4976
13f_a6|1|123.82|-14.79531062|1|0|6128.208571|0|0|1|-1347.0794119999998|-0.003356527|2.75e-08|27.0|7.3768
18_a15|0|113.42|-13.15898469|0|0|5705.360332|0|0|0|-1265.614679|-0.001044324|4.01e-08|24.0|6.8894
28_a20|0|122.8|-15.62203369|1|1|6348.941881000001|0|0|1|-1368.146882|0.002234763|6.590000000000001e-07|27.0|6.5935
14a_a22|0|124.05|-14.54840956|1|1|6348.976909|0|0|1|-1368.13858|0.005288335|2.56e-07|27.0|7.4202
8_a4|0|100.13|-6.572312789|1|1|5162.482272|1|1|1|-1450.121028|0.010647563|5.72e-06|21.0|7.2676
9a_a36|1|120.94|-14.91993116|1|0|5693.562367|2|2|0|-1252.636005|0.0034852859999999|0.0002009999999999|17.0|7.8861
11_a15|0|138.24|-15.7814467|0|0|7002.915718000001|1|1|0|-1450.457814|0.001806571|5.7e-07|24.0|6.1314
13_a1|1|104.88|-13.63090514|1|0|5456.353212|1|1|0|-1238.22919|-0.008672236|4.24e-06|23.0|6585.0
12bb_a36|1|123.67|-16.01935076|1|0|6285.088971|2|2|0|-1431.238418|-0.006877664|3.17e-05|17.0|8.0
3e_a32|1|97.86|-8.941186293|3|0|4827.877259000001|0|0|1|-1672.62984|0.000655875|4.13e-05|19.0|8.0862
9i_a40|0|91.11|-9.360805225|2|1|4201.058793|0|0|1|-1273.217301|0.004532692|0.000285|20.0|5.9031
12ac_a36|1|133.95|-17.38437788|1|0|6378.288017|2|2|0|-1385.382927|0.000584134|5.4600000000000006e-05|17.0|7.8861
13c_a5|1|120.88|-10.8855893|1|0|5989.714507|1|1|0|-1351.067237|0.005288472|3.36e-06|23.0|6.9101
14s_a23|0|125.29|-14.09722664|2|2|6938.271179|0|0|1|-2089.352478|0.010682694|4.55e-06|26.0|8.5482
4_a3|0|92.65|-8.922372453|1|0|4885.093366|0|0|1|-1355.239905|-0.008407895|9.48e-06|21.0|5.9
9g_a24|1|87.53|-5.214049137|2|1|4355.725609|0|0|0|-984.497752|0.0144065739999999|0.000113|22.0|7.1675
7_a4|0|95.07|-6.773539148999999|1|1|5022.496714|1|1|1|-1089.753885|0.008409909|1.15e-05|21.0|6821.0
4a_a49|0|114.08|-11.01687292|1|1|5950.370212|1|1|1|-1312.98289|-1.8100000000000003e-05|1.74e-05|21.0|7.4949
17a_a50|0|121.78|-11.89568886|2|2|5718.782531|1|1|1|-1258.322582|0.012510153|6.97e-05|20.0|7.0706
13_a4|0|90.06|-6.7122666220000005|1|1|3983.972795|1|1|0|-898.2503529999999|0.012994083|0.00018|17.0|5.3979
12l_a30|0|133.96|-22.31041443|1|0|7576.362669|2|2|0|-1987.848331|-0.00695299|3.19e-05|17.0|7.2154
14x_a23|0|120.2|-14.95753786|2|2|6989.569075|0|0|1|-1828.228912|0.003379755|5.23e-06|26.0|8.4949
8a_a31|1|83.83|-10.19199103|2|0|4538.505909|1|1|0|-1347.446223|-0.013230176|0.00145|16.0|6.1024
9h_a40|0|93.19|-10.27931468|2|1|4322.734135|0|0|1|-1293.083512|0.003782277|9.93e-05|20.0|5.4001
8_a20 (IN-1130)|1|122.86|-15.66851008|1|0|6291.586155|0|0|1|-1368.180121|-0.006620594|9.86e-08|27.0|7.4437
14a_a3|0|93.25|-8.902004327|1|0|4716.423352000001|0|0|1|-1327.403067|-0.00603969|4.08e-05|21.0|7.5229
16b_a32|1|114.43|-14.19159402|3|0|6612.089615999999|0|0|1|-2315.819979|-0.008277865|1.1e-05|19.0|7.7696
47k_a18|0|154.86|-18.87222501|0|0|7575.637462000001|1|1|0|-1664.341238|0.003047962|1.85e-06|18.0|7.5376
13d_a5 (GW788388)|1|121.68|-12.76608229|1|0|6122.792779|1|1|0|-1390.355751|0.002956745|6.16e-07|23.0|7.7447
19_a34|0|83.95|-9.86770272|1|1|4496.516479|1|1|0|-1046.509891|-0.00802652|0.00291|17.0|6.0044
12_a1|1|103.47|-13.44063462|1|0|5468.378562|1|1|0|-1215.975876|-0.0038943009999999|2.3e-06|23.0|5.5302
3a_a49|0|112.14|-10.52968207|1|1|5792.106924000001|1|1|1|-1253.8126619999998|-0.000349523|2.51e-05|21.0|7.1938
14m_a23|0|125.29|-19.00406438|2|2|7588.823133|0|0|1|-1966.785519|0.001027627|2.85e-06|26.0|8.5171
12a_a32|1|110.47|-11.99645651|3|0|5656.0082|0|0|1|-1880.600043|-0.003484915|8.86e-06|19.0|7.6021
3_a20 (SB-525334)|1|104.59|-9.33873414|1|0|4905.195832|0|0|1|-1086.383308|0.001924142|1.4e-06|21.0|6.7905
8c_a32|1|110.47|-10.06868562|3|0|5773.240734|0|0|1|-1880.597039|-0.003484915|8.86e-06|19.0|7.4318
9b_a31|1|103.36|-14.68594601|2|0|5524.468603|1|1|0|-1578.665571|-0.0050444109999999|5.520000000000001e-05|16.0|7.2007
9_a10|0|130.71|-14.37503199|1|1|6606.83687|1|1|1|-1409.764013|0.007316125|5.14e-06|21.0|6.7144
19e_a38|1|135.78|-17.17594064|1|0|6531.762734|2|2|0|-1409.37733|-0.001197042|2.25e-05|17.0|8.0083
8m_a46|0|96.16|-9.04821721|1|1|4439.758321|1|1|0|-1013.962913|0.0063680119999999|0.000112|17.0|6.6402
16_a20|1|121.69|-12.79619894|1|0|5896.394536|0|0|1|-1275.6960869999998|8.23e-05|1.22e-08|27.0|7585.0
12s_a30|0|127.19|-16.8513047|1|0|6639.7334200000005|2|2|0|-1774.072418|-0.002544958|3e-05|17.0|8129.0
12h_a40|0|96.16|-10.84365353|2|1|5087.343024|0|0|1|-2153.123274|-0.000134504|5.2e-05|20.0|6.0846
8_a10|0|111.36|-8.951462413|1|1|6289.86818|1|1|1|-1257.648047|0.0087730469999999|9.59e-06|21.0|6279.0
4k_a46|0|100.96|-8.94414722|1|1|4685.0322320000005|1|1|0|-1053.249847|0.006550513|8.28e-05|17.0|7.0969
22_a4|0|87.12|-8.422332951|1|1|4074.564287|1|1|0|-934.171365|0.004765062|0.0016699999999999|17.0|7.3279
1i_a5|1|95.49|-11.09187646|1|0|5432.586961|0|0|0|-1288.264271|-0.0012491689999999|4.86e-07|23.0|7.6198
7l_a46|0|86.96|-5.1237682730000005|1|1|4046.614178|1|1|0|-915.493986|0.013150047|0.000151|17.0|5.7122
14e_a23|0|125.29|-19.06744972|2|2|7663.17288|0|0|1|-1966.785007|0.001027627|2.85e-06|26.0|8.5214
1a_a5|0|93.49|-7.015226132|0|0|4005.068642|1|1|0|-951.226623|0.005921049|2.13e-05|18.0|6.9706
8h_a8|1|105.27|-16.87148841|1|1|5956.417906000001|0|0|0|-1361.5113789999998|-0.007796225|4.43e-06|23.0|4.9359
8b_a32|1|110.47|-12.13650094|3|0|5619.400983|0|0|1|-1880.602014|-0.003484915|8.86e-06|19.0|7.9208
2_a3|0|90.49|-7.298882022000001|1|0|4446.904467|0|0|1|-1272.04778|-0.006049098|3.9500000000000005e-05|21.0|5.4
14o_a23|0|126.97|-21.45909668|2|2|7967.617129|0|0|1|-2042.000938|-0.002390707|5.57e-06|26.0|8.4815
16_a47|1|91.55|-9.202544293|1|0|4952.972679|0|0|1|-1166.951551|-0.005688938|2.3e-06|21.0|9.0
13_a10|0|97.14|-7.698174391|1|1|4941.066161|1|1|1|-1065.732389|0.00384732|8.170000000000001e-05|21.0|6.7959
36_a18|0|146.24|-16.1853561|0|0|6799.65027|2|2|0|-1493.333297|-0.000451777|3.210000000000001e-07|18.0|7.4949
12m_a30|0|133.52|-18.66147291|1|0|6658.711303|2|2|0|-1743.030004|0.001371944|0.000165|17.0|7.5114
4p_a46|0|107.89|-9.642472876|1|1|5167.091582|1|1|0|-1129.4459470000002|0.005152176|3.2e-05|17.0|6.4672
12az_a36|1|136.74|-16.43719536|1|0|6700.839465|2|2|0|-1461.750394|0.000482522|7.11e-05|17.0|7.2366
6e_a31|1|109.69|-17.30478148|2|0|6053.812282|1|1|0|-1652.503557|-0.011483229|1.89e-05|22.0|6.4318
17b_a25|0|135.78|-16.81707305|1|1|6674.061446|0|0|1|-1483.630939|0.005120507|4.16e-08|27.0|6.9957
12_a4|0|113.02|-9.127388465|1|1|6390.233612|1|1|1|-1617.634733|0.005795666|5.85e-06|21.0|5032.0
37_a18|0|151.14|-15.30451633|0|0|7035.839448000001|2|2|0|-1532.622404|0.002300582|7.27e-07|18.0|7.4559
9o_a24|1|120.73|-11.03321234|1|0|6697.297449000001|1|1|0|-1387.945865|0.0012214139999999|5.23e-06|23.0|6.3507
5g_a40|0|78.2|-11.10198254|2|1|4358.890754999999|0|1|1|-1327.982732|-0.012794054|391.0|14.0|6.9101
1j_a5|1|96.98|-7.86442482|1|0|4618.562904|0|0|0|-1065.723417|0.00683534|2.36e-06|23.0|7.6198
4d_a46|0|101.75|-7.419891252999999|1|1|4993.774007|1|1|0|-1453.688943|0.0116902869999999|1.3699999999999998e-05|17.0|6.2865
18a_a25|0|133.85|-13.61714122|1|1|6523.923911999999|0|0|1|-1675.04368|0.007643634|7.28e-08|27.0|7.0269
9n_a24|1|114.29|-12.28894317|1|0|5356.5828|0|0|0|-1238.917278|0.008307337|8.909999999999999e-07|23.0|7.7212
11d_a31|1|102.13|-15.29068277|2|0|5420.356537|1|1|0|-1598.546288|-0.009496378|0.000225|16.0|7.5229
13p_a6|1|132.01|-18.9628865|1|0|6590.216479|0|0|1|-1462.804694|-0.008008339|3.92e-08|27.0|7.0362
12e_a40|0|95.8|-14.26008524|2|1|5478.52313|0|0|1|-2248.206714|-0.013162335|0.000346|20.0|5.9318
8a_a32|1|110.69|-14.03170956|3|0|5659.295213|0|0|1|-1880.595748|-0.003484915|8.86e-06|19.0|7.3468
1o_a5|1|95.2|-8.306775343|1|0|4572.818263|0|0|0|-1043.472984|0.0057302559999999|2.54e-06|23.0|7.4559
4d_a49|0|115.63|-10.66380249|1|1|5915.214567|1|1|1|-1293.107454|0.000607064|1.05e-05|21.0|7.7447
13d_a6|1|121.6|-18.40596467|1|0|6185.117192000001|1|1|0|-1389.188211|-0.003346018|1.68e-07|23.0|6.4437
AKLKII_a46|1|85.32|-7.464534402999999|1|0|4110.764451|0|0|1||0.006821053|1.7800000000000002e-05|21.0|6.7423
17f_a50|0|116.81|-10.14694362|2|2|5579.97966|1|1|1|-1219.02507|0.012475826|0.00016|20.0|6.4001
12s_a36|1|128.72|-14.94294208|1|0|5890.905249|2|2|0|-1272.061111|0.002951176|4.270000000000001e-05|17.0|8.0458
5f_a40|0|78.56|-8.780648419|2|1|3963.475837|0|1|1|-1232.898044|0.000663516|0.0587|14.0|6.9508
11c_a5|1|106.79|-11.94164728|1|0|5202.741647999999|0|0|0|-1218.336116|0.005090155|1.26e-06|23.0|7.6021
12b_a32|1|110.47|-10.75912958|3|0|5653.268811|0|0|1|-1880.599158|-0.003484915|8.86e-06|19.0|7585.0
9s_a24|1|115.67|-7.505819207999999|1|0|5767.9102490000005|1|1|0|-1270.796154|0.006748865|3.04e-06|29.0|7.4949
16_a15|0|124.45|-18.44568161|0|0|6931.531554000001|0|0|0|-1770.281427|-0.009769916|2.72e-07|24.0|7.6778
7f_a10|0|106.77|-11.31122804|1|1|7070.755931000001|1|1|1|-1442.058773|0.00189949|3.03e-06|21.0|6.8508
14ab_a23|0|130.22|-14.84482393|2|2|6654.62616|0|0|1|-1708.3414239999995|0.013012022|3.07e-06|26.0|8.4012
6_a3|0|95.5|-9.393191593|1|0|4992.54948|0|0|1|-1731.6508010000002|-0.007540435|1.11e-05|21.0|5.7501
11_a3|0|88.28|-8.76293931|1|0|4487.967272999999|0|0|1|-1288.10577|-0.008037672|9.35e-05|21.0|7.3979
12v_a30|0|137.3|-17.2408622|1|0|6952.110426|2|2|0|-2494.802821|0.002431329|7.39e-06|17.0|7.6596
4i_a46|0|105.43|-7.998762108999999|1|1|4893.587424|1|1|0|-1092.528145|0.012211602|1.75e-05|17.0|6.2132
18d_a25|0|143.37|-15.93166285|1|1|6876.316137000001|0|0|1|-1806.582751|0.006452854|2.81e-08|27.0|6.6345
47o_a18|0|139.63|-18.22128055|0|0|6462.6049570000005|1|1|0|-1455.231246|-0.00046896|1.93e-07|18.0|7.3279
5_a18 (BIBF0775)|0|155.95|-16.96451322|0|0|7221.114573000001|2|2|0|-1571.914419|0.002526619|3.06e-07|18.0|7.4685
12t_a30|0|127.19|-15.72263361|1|0|6617.834146|2|2|0|-1774.077985|-0.002544958|3e-05|17.0|8.0496
3b_a49|0|116.94|-10.35481932|1|1|5934.158315|1|1|1|-1293.106236|0.000607064|1.05e-05|21.0|7.6021
12as_a36|1|133.95|-17.17446921|1|0|6224.698969|2|2|0|-1385.384524|0.000584134|5.4600000000000006e-05|17.0|7.2291
IN1233_a59|1|125.07|-15.91227368|1|0|6206.818668|0|0|1|-1352.135303|-0.005614194|4.17e-08|27.0|7.4685
4e_a49|0|114.08|-11.01902676|1|1|5950.361470000001|1|1|1|-1312.98289|-1.8100000000000003e-05|1.74e-05|21.0|7.4685
11c_a31|1|97.32|-14.56188764|2|0|5329.481371|1|1|0|-1559.253116|-0.011679927|0.000537|16.0|6.8861
7e_a8|1|108.43|-13.39444718|1|1|5808.479788000001|0|0|0|-1300.327213|0.0024398329999999|1.95e-06|23.0|4.4547
6_a27|1|92.65|-8.486272674|1|1|4761.820508|0|0|1|-1043.728133|0.00526746|6.86e-05|21.0|9.0
13e_a6|1|123.82|-14.71237941|1|0|6147.8097210000005|0|0|1|-1347.074898|-0.003356527|2.75e-08|27.0|7.9208
15_a15|0|138.24|-13.86355301|0|0|7039.747576999999|1|1|0|-1450.462493|0.001806571|5.7e-07|24.0|6.9626
14_a47|1|86.58|-8.892848121|1|0|4695.98899|0|0|1|-1127.6593779999998|-0.008212621|5.27e-06|21.0|8.1
5e_a40|0|79.16|-8.116440327000001|2|1|4158.984115|0|1|1|-1637.162552|0.009890343|0.00678|14.0|7.6021
16_a4|0|85.02|-8.095443438|1|1|4520.2597670000005|1|1|0|-1057.429593|0.0067511459999999|0.000134|17.0|6.4647
15a_a10|0|118.92|-10.42022369|1|1|5929.563906|1|1|1|-1278.200428|0.011418154|6.51e-06|21.0|7.6198
3b_a12|0|102.53|-9.246226764|0|0|4665.346939|1|1|0|-1410.8759220000002|-0.004028952|2.63e-06|18.0|7.3098
47p_a18|0|144.53|-16.88114242|0|0|6726.61969|1|1|0|-1493.407248|0.00235332|4.38e-07|18.0|7.1938
4c_a49|0|120.43|-12.37423857|1|1|6046.668361|1|1|1|-1332.398001|0.001379959|4.4e-06|21.0|6.5935
12r_a30|0|127.19|-16.88017015|1|0|6735.090739|2|2|0|-1774.070699|-0.002544958|3e-05|17.0|7.5317
12k_a30|0|133.77|-15.44895229|1|0|6393.133321|2|2|0|-1690.094082|0.0043261129999999|7.87e-05|17.0|7.6144
9a_a31|1|113.64|-17.886392|2|0|6273.506211999999|1|1|0|-1691.7777600000002|-0.006189303|3.07e-06|22.0|6.8239
7c_a8|1|112.76|-13.23925183|1|1|6013.168519|0|0|0|-1331.625743|0.00325576|6.91e-06|23.0|4.7307
17c_a50|0|134.28|-10.29240792|2|2|6438.380804|2|2|1|-1410.902767|0.01130519|7.08e-05|20.0|7.1612
12ak_a36|1|138.33|-16.97756755|1|0|6240.396899|2|2|0|-1350.637958|0.0042553209999999|1.7800000000000002e-05|17.0|7.3372
14u_a23|0|126.78|-15.12707504|2|2|6913.009783|0|0|1|-1744.2405670000005|0.010561248|1.3699999999999998e-05|26.0|8.2449
32_a47|0|125.17|-13.53252578|1|1|6235.398576|1|1|1|-1777.90286|0.001861676|6.55e-07|21.0|7.0
8f_a8|1|105.27|-16.44956443|1|1|5948.547713|0|0|0|-1361.510739|-0.007796225|4.43e-06|23.0|4.6428
