molecula|SddssS|NaaNH|n9FaHRing|SaaNH|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|WNSA3|DPSA5|PNSA4|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
47r_a18|0.0|0|0|0.0|1|1|0.403924645|0.0|0.029358241|-0.0058631659999999|4.844187086|-0.216996268|0.035706215|0.041686585|-0.40455848|-0.005176133|-0.02952923|10.35082951|0|0|-0.233665901|-0.362261236|-0.360670551|0|0.806477847|-0.048143486|0.8075001|0.769578222|-0.083915825|-0.087091542|0.26560995|-62.75220741|11.59378448|13.30156885|172.30927739999998|-0.031669652|-48.70193962|60.66168882|-46.92606587|81.99788849|-23.68254797|-1563.048166|1504.28892|-17.70979622|0.976088187|7727.455993|34.41856352|0.0225607039999999|2271.625192|1.0|1.0|1.0|1.0|1.0|2.0|4.55|0.22|18.0|0.43|3.76|3.0|1.0|145.82|9.0|4.0|-6.12|0.0|0.0|0.0|2.2|-5.64|2.31e-06|0.00117|4.59|0.0|1.0|3.48e-08|9.2|3.1705|-1964.841529|-1964.813473|790.57|1387.23|0.6007|391.06|729.75|0.69545|0.6007|2.3873|-0.18249|0.02805567|6.6364|6.6364
47a_a18|0.0|0|0|0.0|1|1|0.403918489|0.0|0.018016478|-0.006027559|4.844187086|-0.18843247|0.033641026|0.043161338|-0.464122017|-0.005483379|-0.025401815|10.35082811|0|0|-0.232940071|-0.358939392|-0.369841706|0|0.842412605|0.089156939|0.7991211029999999|0.778790861|-0.082855697|-0.099310031|0.371382587|-67.93456546|11.58086543|100.7293848|181.3725215|-0.036234741|-66.76209701|110.0917322|-55.70051708|93.5899242|-29.70938001|-2198.494121|2250.179086|-24.3591435|0.934960691|8405.670404|37.435301|0.014835962|2770.212274|1.0|1.0|1.0|1.0|1.0|3.0|4.97|0.28|18.0|0.48|3.35|3.0|1.0|158.24|12.0|5.0|-6.49|0.0|0.0|0.0|2.02|-5.58|2.62e-06|0.00143|4.44|0.0|1.0|5.4e-09|8.82|3.1947|-2098.807018|-2098.773074|874.47|1536.87|0.6094|388.09|813.01|0.69508|0.6094|2.6271|-0.18291|0.0339441|9.0|9.0
9_a47|0.0|0|0|0.0|0|0|1.3818994059999998|0.0|0.00410268|-0.008501246|0.0|-0.1789147139999999|0.037492877|-0.043270202|-0.382556052|-0.009607222|0.022031244|10.93671087|0|0|-0.021556658|-0.045757939|-0.4477815529999999|2|0.7033922579999999|0.075092937|0.853035126|0.805149969|-0.084368438|-0.0969292319999999|0.492394184|-44.13640712|4.991260197|107.3271659|101.9336202|-0.036925422|-26.52703503|0.0|-23.08946904|58.96976407|-19.3171225|-811.319145|1333.091472|-10.10553715|0.93384951|5212.504394|24.43189048|0.015793737|1026.1394|1.0|1.0|0.0|1.0|1.0|2.0|2.87|0.05|22.0|4.61|5.61|1.0|0.0|101.46|3.0|4.0|-5.26|0.0|0.0|1.0|4.09|-5.2|6.3e-06|0.00218|4.43|0.0|0.0|3.4000000000000003e-09|4.06|3.7183|-1149.090086|-1149.055456|566.1|959.59|0.2294|215.89|406.35|0.3885099999999999|0.2208|2.2966|-0.20488|0.03463008|7.6|7.6
8_a10|0.0|0|0|0.0|1|1|1.3430438530000002|2.071128354|-0.075368755|-0.00560152|5.4161004020000005|-0.012055162|0.035828092|-0.000315856|-0.296880569|0.0087730469999999|-0.15615298|10.92578782|1|1|-0.082893697|-0.132343104|-0.368590322|2|0.6357042860000001|-0.167376069|0.864927472|0.874843982|-0.059655303|-0.086233061|0.597912185|-32.63117642|8.619652859|32.98071169999999|68.45976606|-0.029917593|-25.80127401|9.35593124|-17.849103399999997|56.7864899|-16.36478554|-801.8744912000001|1899.542278|-8.951462413|0.7599356820000001|6289.86818|22.64553798|0.017582236|1109.631361|0.0|0.0|1.0|1.0|1.0|0.0|3.42|0.22|21.0|4.46|4.2|1.0|0.0|111.36|4.0|5.0|-6.25|0.0|1.0|1.0|3.55|-4.62|2.4100000000000003e-05|0.00926|3.37|0.0|0.0|2.49e-08|4.58|3684.0|-1257.84172|-1257.819281|594.63|1047.58|0.1596|264.0|416.69|0.41583|0.0916|1.2052|-0.21789|0.02243902|6279.0|6279.0
7_a1|0.0|0|0|0.0|2|2|1.348826331|2.307091837|-0.055291895|-0.010040172|5.777652323|0.001018628|0.035718954|-0.048878707|-0.421687222|0.0021597079999999|-0.07233584|10.9513015|1|1|-0.245732751|-0.391298966|-0.441054548|1|0.7795049279999999|-0.042175602|0.862051935|0.710959153|-0.083362936|-0.098295453|0.289201649|-40.16416679|17.31482297|111.9204437|139.2595474|-0.031040669|-22.81733634|404.7836105|-19.35104936|61.72628137|-14.95535873|-568.3036318|1466.924404|-7.205474633|0.827584457|4519.238270000001|24.78585294|0.029820838|941.8624118|0.0|1.0|0.0|1.0|1.0|0.0|3.09|0.22|17.0|3.43|3.29|0.0|0.0|85.88|2.0|4.0|-6.4|0.0|1.0|1.0|2.72|-3.71|0.000195|0.0595|2.48|0.0|0.0|2.29e-06|2.76|4.0504|-1009.509475|-1009.48087|515.2|864.85|0.2961|306.1|365.53|0.69902|0.2961|4575.0|-0.19167|0.02860499|6.3372|6.3372
11_a47|0.0|0|0|0.0|0|0|1.381898438|0.0|0.035230036|-0.007767503|0.0|-0.156077888|0.033931624|-0.0586047379999999|-0.427212659|-0.007419345|0.081235787|10.93671007|0|0|-0.038723054|-0.079543257|-0.451384505|3|0.702719047|0.07716247|0.770028429|0.796863393|-0.08164597|-0.096486559|0.572646116|-50.01659041|5.184267117|119.4035378|124.4421556|-0.035945973|-36.20974614|1.882633323|-30.64032829|66.9895812|-22.02062158|-1123.0517|2201.328597|-13.48990542|0.8820228529999999|6736.717611|26.96593732|0.0128657439999999|1375.2628029999998|1.0|1.0|0.0|1.0|1.0|2.0|3.28|0.04|28.0|5.58|6.68|2.0|0.0|124.7|4.0|5.0|-5.28|1.0|0.0|1.0|4.69|-6.03|9.32e-07|0.000394|5.06|0.0|0.0|2.81e-11|4.84|3.7253|-1396.184699|-1396.145101|654.49|1146.42|0.2321|332.82|549.52|0.6915399999999999|0.2321|2.9142|-0.20554|0.03959805|7.4|7.4
14a_a22|0.0|0|0|0.0|0|0|1.4229176680000002|1.646649187|-0.136588366|-0.0050042229999999|4.727387819|-0.052476637|0.038167849|0.021482585|-0.280236463|0.005288335|-0.057308195|10.9464374|1|1|-0.097476465|-0.165471815|-0.360663314|2|0.6819423609999999|-0.027029438|0.794858486|0.864077619|-0.062215607|-0.081479363|0.490491034|-42.39063895|14.49148204|93.21042936|92.61079081|-0.031338217|-37.82586486|60.38977977|-28.88288575|70.33046351|-21.35231162|-1110.320204|2169.870866|-14.54840956|0.8069597009999999|6348.976909|30.46889826|0.021742777|1584.38271|1.0|1.0|1.0|1.0|1.0|1.0|3.42|0.08|27.0|3.87|4.31|1.0|0.0|124.05|6.0|5.0|-6.61|0.0|0.0|1.0|3.19|-4.68|2.1e-05|0.00881|3.18|0.0|0.0|6.1e-10|4.98|3.5707|-1368.35698|-1368.321586|695.62|1191.81|0.3051|244.77|534.87|0.45928|0.0578|4.9775|-0.21174|0.03539365|7.4202|7.4202
47c_a18|0.0|0|0|0.0|1|1|1.251176227|0.0|0.02368001|-0.007068829|4.844187086|-0.048726885|0.032688172|0.047739847|-0.537230966|0.0007979619999999|-0.058748345|10.94702285|0|0|-0.212991596|-0.320309303|-0.455055055|0|0.784328127|0.050944273|0.7912974190000001|0.8128616409999999|-0.0715759629999999|-0.094000037|0.246894346|-57.54296759|12.75381432|67.68084951|150.4485025|-0.0321917939999999|-60.75445536|103.416376|-46.26124419|88.76073429|-25.88035487|-1889.265906|2027.892739|-20.80632033|0.958059115|7527.530240999999|34.55329606|0.016406766|2522.390613|1.0|1.0|0.0|1.0|1.0|3.0|4.61|0.3|18.0|2.84|2.87|3.0|2.0|154.77|12.0|4.0|-6.61|0.0|0.0|0.0|2.42|-5.09|8.12e-06|0.00417|3.98|1.0|1.0|6.67e-10|7.72|3.1096|-1664.753129|-1664.721977|850.89|1505.09|0.5869|398.71|790.07|0.6983199999999999|0.5869|3.3075|-0.17331|0.03115159|8.5229|8.5229
16_a20|0.0|1|0|3.485659565|0|0|1.401259527|0.0|-0.014660441|-0.004705049|4.727387819|0.00695144|0.0388043479999999|0.126359252|-0.254072625|8.23e-05|-0.061975089|10.93301779|1|1|-0.070208458|-0.117308016|-0.458484451|2|0.7582110409999999|-0.10978034|0.809440795|0.915005572|-0.066137353|-0.077793092|0.382481746|-43.51359744|7.634605066000001|69.28224942|55.92018945|-0.029561375|-33.67420774|3.46788153|-28.6288015|60.02453683|-19.44924762|-972.4623811|2161.751186|-12.79619894|0.8673208|5896.394536|24.9314775|0.013439632|1246.573875|0.0|1.0|1.0|1.0|1.0|1.0|3.5|0.08|27.0|6.38|5.46|2.0|0.0|121.69|4.0|4.0|-5.42|0.0|0.0|1.0|4.37|-5.66|2.17e-06|0.0008699999999999|4.69|0.0|0.0|3.0500000000000005e-11|4.45|3.5704|-1275.900951|-1275.8670960000002|686.59|1174.61|0.3431|207.2|554.41|0.32553|0.1958|4.7315|-0.20722|0.03385502|7585.0|7585.0
18d_a25|0.0|0|0|0.0|0|0|1.193723212|1.918453956|-0.0881447869999999|-0.0029605|4.727387819|0.024310576|0.042843137|-0.031867489|-0.180590503|0.006452854|-0.070413428|10.31285314|1|1|-0.035684977|-0.061965108|-0.292727912|2|0.722349659|0.029728702|0.838260077|0.937813705|-0.061527513|-0.076328248|0.278576218|-46.31109519|8.39885106|70.58850837|46.80695276|-0.0281209329999999|-43.24308488|0.389087507|-34.85786147|68.15463481|-21.166323|-1206.480411|2625.142499|-15.93166285|0.911437354|6876.316137000001|27.92623037|0.014219928|1591.795131|1.0|1.0|1.0|1.0|1.0|1.0|3.66|0.11|27.0|6.33|5.98|2.0|1.0|143.37|7.0|4.0|-6.21|1.0|0.0|1.0|4.5|-5.54|2.86e-06|0.0013599999999999|4.21|0.0|0.0|5.92e-11|4.56|3.6392|-1806.848384|-1806.812778|792.79|1358.25|0.3986|219.39|664.72|0.41694|0.0389|3.2353|-0.2201|0.03560672|6.6345|6.6345
3n_a32|0.0|1|1|3.616639267|1|1|0.609420754|0.0|-0.0376583329999999|-0.00615216|5.733341277|-0.01504795|0.035643275|-0.056907012|-0.295303659|0.000609539|-0.1006122119999999|10.3110027|3|3|-0.086764744|-0.153506065|-0.435658951|0|0.810658423|-0.121627423|0.868826775|0.840041782|-0.074507943|-0.092745182|0.287402381|-42.83673428|10.86481886|121.6040686|91.96452611|-0.027401986|-30.65624207|0.0|-24.62805609|65.41881458|-15.75418035|-693.1839353999999|2426.73803|-9.057526067|0.840580248|5553.014016|24.27704797|0.0210408339999999|1068.190111|1.0|0.0|1.0|1.0|1.0|1.0|3.51|0.32|19.0|6.71|5.01|2.0|0.0|106.44|3.0|4.0|-5.98|0.0|0.0|1.0|4.07|-4.91|1.23e-05|0.0047|3.74|0.0|0.0|1.1e-07|2.57|3.5459|-1825.378576|-1825.349557|614.67|1036.75|0.2839|349.65|464.67|0.7028399999999999|0.2839|3.5849|-0.20256|0.02901944|7.6778|7.6778
4k_a46|0.0|0|0|0.0|1|1|1.134637098|2.145043462|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|0.0510113959999999|-0.104665424|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|1|1|0.008544799|0.012963356|-0.3860697829999999|1|0.78837943|-0.141706595|0.787615341|0.8789113709999999|-0.091943864|-0.086581945|0.260665072|-49.65634024|3.801175594|171.92614719999997|65.39662252|-0.0306644389999999|-25.25406274|0.0|-26.8180173|50.48291318|-16.56101615|-794.928775|1912.936687|-8.94414722|0.7163519709999999|4685.0322320000005|18.96506421|0.006892404|910.3230822|1.0|1.0|0.0|1.0|1.0|1.0|3.8|0.33|17.0|4.26|4.77|1.0|0.0|100.96|2.0|3.0|-5.46|0.0|1.0|1.0|3.79|-4.83|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|0.0|2.48e-07|4.52|4.4485|-1053.433249|-1053.396715|582.84|1001.96|0.2259|228.63|500.36|0.39943|0.1505|4.0015|-0.20254|0.03653474|7.0969|7.0969
3d_a49|0.0|0|0|0.0|1|1|0.406515615|2.089548665|-0.0960135969999999|-0.003398408|5.4161004020000005|-0.3456333889999999|0.036335697|-0.087308534|-0.173318804|-0.00918253|-0.068390038|10.35020259|1|1|-0.075636705|-0.129666234|-0.202380888|2|0.914407252|0.029549308|0.863438637|0.733071652|-0.099295364|-0.094384452|0.464410121|-57.52001036|5.561916586000001|137.78978830000003|154.6267696|-0.036147237|-31.67236018|0.0|-33.32030276|65.59130031|-20.93944137|-984.1537446|1660.7054380000002|-12.12984007|0.946920034|6018.145364|27.67490257|0.018844179|1300.720421|1.0|0.0|0.0|1.0|1.0|3.0|3.29|0.15|21.0|0.72|4.46|1.0|0.0|111.41|4.0|5.0|-6.58|0.0|0.0|1.0|1.85|-4.44|3.6200000000000006e-05|0.0142|2.98|0.0|0.0|7.1e-07|4.02|3.8907|-1594.595995|-1594.552258|615.3|1044.19|0.2899|239.15|455.47|0.3523699999999999|0.0931|2184.0|-0.21913|0.04373784|5.6308|5.6308
12h_a30|0.0|0|0|0.0|2|2|0.604984682|0.0|0.046965756|-0.00737961|5.351858133|-0.06631353|0.043848238|-0.074988669|-0.391119352|0.001139238|0.001698966|10.31162898|1|1|-0.0541804029999999|-0.120380857|-0.4708582289999999|1|0.669561738|-0.1240820219999999|0.888213143|0.763568404|-0.083127678|-0.09907575|0.353607682|-52.88851758|11.06352871|89.66095835|150.42542849999998|-0.038417127|-40.10503079|0.0|-33.64938551|73.14241438|-24.44221903|-1197.668733|2268.811589|-15.55093031|0.881277172|6252.192213|30.63031164|0.015886049|1500.88527|1.0|0.0|1.0|1.0|0.0|1.0|4.63|0.14|17.0|4.25|3.18|2.0|0.0|127.24|5.0|5.0|-6.02|0.0|0.0|0.0|2.92|-5.01|9.71e-06|0.00405|3.97|0.0|0.0|1.26e-07|4.07|3.5101|-1675.011389|-1674.977665|672.54|1132.06|0.1878|246.54|518.06|-0.26697|155.0|2.9684|-0.2023599999999999|0.03372393|8065.0|8065.0
11_a3|0.0|0|0|0.0|0|0|0.605020608|0.0|0.119431379|-0.01008647|4.727387819|-0.127546771|0.042795699|-0.101436441|-0.363112913|-0.008037672|0.044912659|10.31163053|1|1|-0.0495219879999999|-0.0947326669999999|-0.577616902|3|0.8947911009999999|-0.04179402|0.793311683|0.777803048|-0.0955396769999999|-0.099420732|0.175996916|-45.19136777|6.800350988|253.1353625|105.101718|-0.0391657429999999|-22.2443844|80.34769756|-21.37603754|57.08178682|-18.52584757|-611.3529698|1105.41974|-8.76293931|0.8799677029999999|4487.967272999999|24.61956593|0.021256639|812.4456757999999|0.0|1.0|1.0|1.0|1.0|1.0|3.19|0.0|21.0|3.79|3.41|0.0|0.0|88.28|2.0|4.0|-6.59|0.0|0.0|1.0|2.46|-3.71|0.000197|0.0601|2.22|0.0|0.0|3.06e-07|2.12|3.2232|-1288.195105|-1288.165162|508.58|834.82|0.4441|384.66|346.18|0.6966600000000001|0.4441|3.3694|-0.20018|0.02994326|7.3979|7.3979
17b_a50|0.0|0|1|0.0|1|1|1.348984601|4.35392516|-0.145258626|-0.002181823|5.82008293|0.013050204|0.032052154|0.035558152|-0.144000296|0.012409091|-0.152660972|10.94500663|2|2|-0.2252068689999999|-0.357011777|-0.237489143|1|0.7715057479999999|-0.257646121|0.799772151|0.931849183|-0.047785496|-0.07555585|0.4220781729999999|-33.25475672|8.976922737999999|9.9094658|47.42733742|-0.02681014|-36.59177249|86.9549829|-23.14256283|59.65808461|-18.65764227|-1156.773821|1948.148592|-12.98417734|0.936245718|6059.076348|23.22374317|0.010169967|1439.872076|1.0|1.0|1.0|1.0|1.0|0.0|4.17|0.35|20.0|4.18|4.92|3.0|0.0|131.39|8.0|4.0|-6.09|0.0|1.0|0.0|3.87|-4.91|1.22e-05|0.0052|3.96|0.0|0.0|2.87e-08|3.77|4.0418|-1337.1910779999998|-1337.164673|752.09|1300.3|0.1817|292.09|647.75|0.6269899999999999|0.1758|6.3333|-0.19879|0.02640483|6.9136|6.9136
12b_a30|0.0|0|0|0.0|2|2|0.604984682|0.0|0.047132642|-0.007353271|5.351858133|-0.06631353|0.042804233|-0.074391852|-0.3897233479999999|0.001139238|-0.037209579|10.31162898|1|1|-0.0541804029999999|-0.120380857|-0.468842459|1|0.669561738|-0.1240820219999999|0.880943609|0.764737577|-0.08354129|-0.09915679|0.383979687|-53.05077947|11.01246349|86.84905288|149.39744040000002|-0.038448551|-39.98560202|0.0|-33.68855323|73.02913136|-24.41577808|-1196.373126|2347.979099|-15.50462119|0.878381889|6275.380072|30.57626261|0.01584525|1498.236868|1.0|0.0|1.0|1.0|0.0|1.0|4.63|0.14|17.0|4.25|3.18|2.0|0.0|127.24|5.0|5.0|-6.02|0.0|0.0|0.0|2.92|-5.01|9.71e-06|0.00405|3.97|0.0|0.0|1.26e-07|4.07|3.5207|-1675.0107779999998|-1674.977262|673.18|1130.68|0.2079|245.19|516.78|0.3159099999999999|0.1525|3.7327|-0.20289|0.03351603|8.1543|8.1543
19_a31|0.0|1|0|3.2411335510000003|0|0|0.61013725|0.0|0.062492295|-0.01001901|5.351858133|-0.086654127|0.0427124179999999|-0.044625452|-0.46087445|-0.005956522|-0.040386271|10.31169935|2|2|-0.081398052|-0.1751017789999999|-0.615878515|0|0.656654981|-0.138769819|0.902130276|0.7312647940000001|-0.0909201569999999|-0.113333675|0.279690511|-53.25742146|8.596058678|75.32978176|157.414423|-0.036060715|-38.88650245|67.42915967|-31.1960848|75.31824576|-21.12293613|-929.4091898|1992.2502|-12.37297805|0.805382437|4917.329034|27.21285095|0.0152483439999999|1197.365442|1.0|1.0|1.0|1.0|1.0|2.0|3.44|0.28|16.0|5.8|4.33|1.0|0.0|97.25|7.0|4.0|-6.41|0.0|0.0|1.0|3.47|-3.92|0.0001199999999999|0.0431|2.93|0.0|0.0|4.08e-08|5.24|3.9477|-1489.532192|-1489.4951640000002|625.93|1028.58|0.3205|246.28|537.66|0.5385300000000001|0.2271|1.7076|-0.20675|0.03702801|5.7447|5.7447
8c_a31|0.0|1|0|3.435435563|1|1|0.610137334|0.0|-0.012583838|-0.01275867|5.733341277|-0.104377029|0.03995098|-0.106461724|-0.574140137|-0.0080009219999999|-0.1903992189999999|10.31169969|2|2|-0.053983462|-0.09039853|-0.513257014|0|0.922486359|-0.1759864119999999|0.896193695|0.626072761|-0.1170607269999999|-0.128067781|0.280934088|-64.57121646|16.3656112|133.3100368|206.2599245|-0.039640027|-38.96685783|477.2277896000001|-35.61776956|82.77037329|-21.86561502|-918.3558307|1678.6836239999998|-12.06117028|0.90508624|4835.748065|30.23944586|0.021986076|1270.056726|1.0|1.0|1.0|1.0|1.0|2.0|3.51|0.29|16.0|4.89|3.13|0.0|0.0|93.45|5.0|5.0|-6.7|0.0|0.0|1.0|2.83|-3.63|0.000237|0.0811|2.38|0.0|0.0|7.45e-07|1.83|3.8492|-1426.166503|-1426.129055|595.67|981.89|0.2597|322.11|475.72|0.7005|0.2597|3.3453|-0.19207|0.03744829|6.0915|6.0915
12l_a30|0.0|0|0|0.0|2|2|0.60498366|0.0|0.157020295|-0.015371073|5.351858133|-0.274237737|0.044036281|-0.102468864|-0.876151158|-0.00695299|0.154540315|10.31162828|1|1|-0.077457998|-0.226973911|-0.640870513|1|0.613786308|-0.0395239879999999|0.883029843|0.834279405|-0.0905026719999999|-0.109810463|0.37422435|-63.31694493|10.78883933|103.5499036|115.9404641|-0.045581702|-53.74781658|1.697908189|-44.29742723|88.64610824|-31.88960104|-1690.148855|2394.793539|-22.31041443|0.861252543|7576.362669|38.8038646|0.016896687|2056.604824|1.0|0.0|1.0|1.0|0.0|1.0|4.72|0.17|17.0|4.43|4.78|2.0|0.0|133.96|7.0|8.0|-5.66|0.0|0.0|0.0|3.42|-5.92|1.2e-06|0.000579|5.05|0.0|0.0|6.61e-08|5.52|3.5245|-1988.033039|-1987.998976|729.17|1223.54|0.2294|245.74|574.72|0.39486|0.1574|2.5031|-0.20397|0.03406276|7.2154|7.2154
3f_a32|0.0|1|1|3.553167045|0|0|0.6094207770000001|0.0|0.0067550119999999|-0.00611496|5.733341277|-0.0434359079999999|0.042380952|-0.062954205|-0.275173181|0.001276735|-0.113189563|10.31100273|3|3|-0.074808287|-0.133675401|-0.5487283829999999|0|0.833981748|-0.1743238839999999|0.871865543|0.874026684|-0.073433055|-0.097374443|0.3217719189999999|-41.40131823|6.707989266|47.97543149|71.02334697|-0.030139709|-30.95210106|0.0|-23.34192893|61.47296003|-16.99267001|-713.6921402|2130.756016|-9.580412233|0.770463268|4993.667711|21.53155987|0.011659458|904.3255145|1.0|1.0|1.0|1.0|1.0|1.0|3.9|0.28|19.0|7.18|5.63|2.0|0.0|102.66|4.0|3.0|-5.03|0.0|0.0|1.0|4.63|-5.4|3.96e-06|0.0014|4.83|0.0|0.0|4.89e-08|3.92|3.5569|-1712.0610190000002|-1712.034952|604.9|1006.92|293.0|348.58|488.74|0.70255|293.0|3.4678|-0.2006099999999999|0.02606687|8.0458|8.0458
18d_a30|0.0|0|0|0.0|2|2|0.6049874|0.0|0.041146136|-0.0072724869999999|5.351858133|-0.064217094|0.040899471|-0.071608958|-0.385441836|0.001139238|-0.053728319|10.31163881|1|1|-0.0541804029999999|-0.120380857|-0.4624430539999999|1|0.669561738|-0.149451598|0.870930234|0.803280262|-0.07812727|-0.103191184|0.346980269|-49.44608411|11.29282624|78.23108693|124.5022473|-0.037906966|-41.33339749|0.0|-31.29400567|75.80070349|-23.99099587|-1175.558798|2894.162522|-15.18369704|0.797831306|6367.958933|30.62871675|0.016577694|1500.807121|1.0|0.0|1.0|1.0|0.0|1.0|4.75|0.14|17.0|4.25|3.18|2.0|0.0|127.24|5.0|5.0|-6.02|0.0|0.0|0.0|2.92|-5.01|9.71e-06|0.00405|3.97|0.0|0.0|1.26e-07|4.07|3.4682|-1675.020297|-1674.987709|669.66|1129.46|0.3856|247.35|508.7|0.4325|0.3788|5.0115|-0.19673|0.03258724|7.6737|7.6737
12y_a36|0.0|1|0|3.479963309|2|2|1.29704385|0.0|-0.061103469|-0.00707164|5.351858133|-0.065314765|0.041767677|0.036174187|-0.410155116|0.002782748|-0.049845887|10.94917392|1|1|-0.095253274|-0.1619981409999999|-0.434990282|1|0.90500247|-0.0498101409999999|0.873588247|0.83704133|-0.076585128|-0.098532865|0.424572485|-51.48548385|13.04507243|114.430624|109.55137340000002|-0.036493654|-44.53093547|14.40618351|-34.61187706|78.8341402|-24.53339777|-1324.80348|2304.463084|-16.49293906|0.950403792|6082.16777|32.46293206|0.01873364|1752.9983309999998|1.0|0.0|0.0|1.0|0.0|2.0|4.88|0.12|17.0|3.62|2.42|1.0|0.0|133.84|6.0|4.0|-6.34|0.0|1.0|0.0|2.37|-4.55|2.82e-05|0.0115|3.45|0.0|0.0|9.66e-08|3.83|3.8794|-1310.350902|-1310.315063|702.38|1183.75|0.4358|319.6|532.91|0.66796|0.4358|6.1376|-0.20673|0.03583863|7.9208|7.9208
14e_a23|0.0|0|1|0.0|0|0|1.197957573|3.052208981|0.059967018|-0.008865361|5.351858133|-0.272389934|0.044241453|0.023369734|-0.4787294729999999|0.001027627|0.021081733|10.3132176|2|2|-0.07256543|-0.226146643|-0.5232404310000001|2|0.560094237|-0.014216155|0.8510270329999999|0.925392058|-0.073376247|-0.089453046|0.267882223|-51.07141556|12.5437807|48.244071000000005|51.92870134|-0.03935934|-43.33511299|0.5612316039999999|-35.54678231|74.75779594|-27.39493099|-1369.74655|2428.874279|-19.06744972|0.981902808|7663.17288|34.39302091|0.017954325|1719.6510460000002|0.0|0.0|1.0|1.0|1.0|1.0|3.54|0.09|26.0|4.42|6.19|2.0|1.0|125.29|6.0|7.0|-6.06|1.0|0.0|0.0|4.5|-5.79|1.61e-06|0.000773|4.46|0.0|0.0|5.94e-09|4.2|3.7033|-1966.96594|-1966.943431|706.39|1209.58|0.3178|334.8|571.39|0.63922|0.3178|3.7696|-0.2342199999999999|0.02250947|8.5214|8.5214
14l_a23|0.0|0|1|0.0|0|0|1.1979636809999998|3.402752757|0.060717916|-0.005344736|5.351858133|-0.026530366|0.046283951|0.042748013|-0.288615723|0.01269616|-0.060692376|10.313217800000002|2|2|-0.074441567|-0.136106024|-0.448622017|2|0.725800261|-0.1010279259999999|0.836852328|0.921267667|-0.053549434|-0.078204688|0.215920645|-35.3275485|12.31633167|40.34135162|51.94117061|-0.0328459689999999|-34.03690099|81.90812552|-23.306234600000003|61.54673359|-21.66909079|-1083.45454|2176.038061|-14.29549842|0.972085426|6444.7098240000005|27.44221375|0.01508774|1372.110688|0.0|0.0|1.0|1.0|1.0|1.0|3.51|0.09|26.0|3.88|4.33|2.0|1.0|125.25|5.0|4.0|-6.1|0.0|0.0|0.0|3.78|-5.25|5.61e-06|0.0023899999999999|3.94|0.0|0.0|1.65e-08|3.79|3.6274|-1669.2363289999998|-1669.224647|694.65|1185.79|0.4239|341.8|560.51|0.67242|0.4239|6.0563|-0.2183|0.01168219|8.1798|8.1798
13k_a6|0.0|1|0|3.423411754|1|1|1.42421381|0.0|0.031525207|-0.014257799|5.351858133|-0.132667824|0.04162037|0.051404465|-0.8554679409999999|-0.009326562|0.0809333929999999|10.95129637|1|1|-0.045794891|-0.073210645|-0.5627624379999999|1|0.8694295409999999|-0.123105035|0.84018367|0.641032542|-0.11937574|-0.127178105|0.212093198|-82.8774254|20.6185734|183.1261118|249.215618|-0.045420752|-61.29890279999999|113.5526088|-57.53822059|100.7779947|-31.53366823|-1765.8854210000002|3332.974951|-21.89246528|0.7422570490000001|6492.211639|39.55891914|0.017981419|2215.299472|1.0|1.0|1.0|1.0|1.0|3.0|3.68|0.16|23.0|4.55|3.8|1.0|0.0|124.98|7.0|5.0|-6.59|0.0|0.0|1.0|3.18|-4.77|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|0.0|1.29e-09|5.41|3.5476|-1465.862962|-1465.83213|731.25|1246.69|0.3971|242.53|577.68|0.4547|0.0137|8.1639|-0.1944|0.0308324|7.3372|7.3372
