molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|SaaaC|AATSC8d|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|nFaHRing|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|FNSA4|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
15_a10|0.0|0|0|0|0.0|7.535296702|1|1.277647202|2.124460476|-0.166303336|0.035396617|2|0.0353864729999999|1.981569297|-0.05940848|0.009514122|-0.085979341|-0.136323668|-0.208590561|2|0.682616223|0.808676284|-0.105662909|1|-0.074144604|0.710970489|-35.30133759|11.09373722|33.67392858|0.084473199|-0.025240716|108.7226878|0.646412648|-1.186313662|-21.03820054|-15.04246823|0.434181679|-706.9960069|2288.954984|6.35937164|11.23924661|0.767351752|5769.347123|-421.3416484|23.27068984|0.020932674|-174.5122907|1.0|1.0|1.0|1.0|0.0|3.31|0.23|21.0|4.91|52.83|2.53|2.0|1.0|111.21|0.0|5.0|-4.48|28.0|4.0|-6.07|1.0|1.0|3.83|3.32e-05|0.0061|3.68|0.0|-0.05243|-1604.08794|641.98|1086.19|0.4553|484.05|0.41458|-0.20983|0.03039798|6.1563|7.4815|7.4815
14z_a23|0.0|0|1|1|0.0|7.423568444|0|1.197960872|3.305974434|0.08752343|-0.024897956|2|0.04314059|0.729326158|-0.0229244|0.007229683|-0.069023218|-0.125978901|-0.46459002|2|0.719722236|0.802520527|-0.035965909|1|-0.079754981|0.228957475|-40.56245532|12.77192721|40.18308023|0.074698898|-0.03393829|79.960755|0.785604449|-1.595099623|-28.25118461|-23.63754572|0.474697407|-1110.964649|2692.627452|7.834464959|14.91419434|0.903664694|7285.13008|-773.7713888999999|30.08835522|0.01612263|-397.8390333|0.0|1.0|0.0|1.0|1.0|3.67|0.05|26.0|4.64|105.02|3.99|2.0|1.0|130.3|0.0|5.0|-6.77|32.0|4.0|-5.8|0.0|0.0|4.49|1.7e-07|0.000354|4.83|0.0|-0.08503|-2549.107748|715.41|1221.92|0.3201|586.28|0.66217|-0.23698|0.01238131|7.9877|8.2941|8.2941
8f_a12|0.0|0|1|1|0.0|6.580639137|1|0.609895166|0.0|0.110310585|-0.062406088|2|0.038347953|2.177023629|-0.024023866|-0.00094279|-0.070713228|-0.125424286|-0.560548116|1|0.902669729|0.7475224290000001|-0.042014638|1|-0.098932601|0.285353468|-41.27611074|7.550959323|83.13642146|0.130176823|-0.03822396|0.0|0.8381234340000001|-1.6818542230000002|-23.45595611|-21.72151161|0.460344828|-955.746511|1448.568734|7.016225129|13.00131176|0.853035146|5481.952981|-543.1216218999999|25.9168408|0.012030968|-384.290491|1.0|1.0|1.0|1.0|1.0|3.26|0.1|21.0|4.99|78.41|3.1|2.0|0.0|115.66|0.0|3.0|-5.7|27.0|4.0|-5.47|1.0|1.0|3.82|1.99e-06|0.00211|4.34|0.0|-0.06179|-1481.146454|606.97|1020.81|312.0|441.97|0.59107|-0.2124|0.03056355|1.4701|6.1898|6.1898
47d_a18|0.0|0|0|0|0.0|7.03438793|1|1.251175994|0.0|-0.017398129|-0.041876322|0|0.032916667|0.0|0.016324953|0.005144085|-0.272202025|-0.406388629|-0.417659275|0|0.7640994990000001|0.7430748709999999|0.027971797|0|-0.087315963|0.445704576|-52.14267013|12.45251265|64.92967228|0.163000873|-0.028722356|58.93717545|0.69814381|-2.182899066|-42.52098397|-23.42233034|0.481311892|-1780.097106|1947.023498|9.940531282|19.16475647|0.927940864|7780.945962999999|-1451.622641|33.54943497|0.018506261|-323.1621908|1.0|0.0|1.0|1.0|2.0|0.0|0.32|18.0|2.81|88.97|2.6|3.0|2.0|159.67|1.0|12.0|-5.74|39.0|4.0|-6.57|0.0|0.0|2.56|1.83e-06|0.00276|4.16|1.0|-0.04561|-1704.061013|875.6|1544.09|0.5820000000000001|817.06|0.69905|-0.17405|0.02826074|4.2225|8.0969|8.0969
15b_a50|0.0|0|1|1|0.0|7.934155233999999|1|1.353059441|4.112770601|-0.144363623|-0.05484142|1|0.032843915|2.018777006|-0.124047802|0.005203263|-0.131737048|-0.2185722769999999|-0.310946931|1|0.79846758|0.8259784720000001|-0.216393362|1|-0.080700307|0.447220762|-47.20879251|11.48191704|274.85729960000003|0.179086516|-0.028069672|0.0|0.639017342|-1.291204916|-26.98929785|-16.04745006|0.478989976|-738.1827030000001|1692.3273379999998|6.89125222|13.22671714|0.919348867|5205.2135960000005|-422.0195386|25.11269883|0.024313507|-158.95261259999998|1.0|1.0|1.0|1.0|1.0|2.11|0.19|20.0|2.71|68.76|1.66|1.0|0.0|105.46|0.0|5.0|-3.18|27.0|4.0|-6.98|1.0|1.0|2.37|0.000654|0.0891|2.11|0.0|-0.0333399999999999|-1160.4989460000002|613.37|1035.3|0.1796|475.99|0.65917|-0.20071|0.03528279|9.3788|7.1024|7.1024
16a_a32|0.0|1|1|1|3.357452523|7.765993078999999|0|0.6094207620000001|0.0|0.205693867|-0.0848387459999999|0|0.03995614|2.095743605|-0.058518519|-0.005552127|-0.107321286|-0.199563743|-0.707456102|0|0.859696525|0.8567078770000001|-0.098258706|1|-0.119471489|0.283324612|-56.2527503|12.86051026|92.00611646|0.2434571689999999|-0.037168908|66.13699638|0.6968200370000001|-1.6726008419999998|-35.00816569|-23.13158502|0.450892763|-1040.921326|2992.60858|7.183246604|13.08168264|0.8211379000000001|5746.082161|-647.803815|33.19592405|0.023475264|-244.9767673|0.0|1.0|1.0|1.0|3.0|2.66|0.22|19.0|5.32|152.07|0.88|1.0|0.0|108.86|1.0|7.0|-5.49|27.0|4.0|-6.85|0.0|1.0|3.06|3.2e-06|0.0364|2.65|0.0|-0.0567299999999999|-1896.81177|664.67|1096.48|0.2859|535.63|0.70245|-0.20718|0.04088655|1.8274|7.9586|7.9586
10_a15|0.0|0|0|0|0.0|0.0|0|1.4356889780000002|0.0|-0.137104477|-0.0435725659999999|2|0.037209302|0.0|0.010152859|0.0034254209999999|-0.120626133|-0.184255041|-0.391156537|2|0.8310685940000001|0.713794823|0.018211609|0|-0.101494566|0.640780603|-30.73805622|6.101312009|6.497096666|0.066863055|-0.036384844|0.0|0.8301726490000001|-1.928396745|-17.88541558|-21.17108692|0.449323734|-1122.067607|2305.991259|5.555044294|10.08767698|0.815948972|6204.37804|-652.8924702|25.50202895|0.0116026369999999|-384.2321709|1.0|1.0|1.0|1.0|1.0|3.64|0.12|24.0|5.32|56.27|2.87|2.0|0.0|119.95|0.0|6.0|-6.22|30.0|4.0|-4.97|0.0|1.0|4.69|5.99e-07|0.000584|5.29|0.0|-0.03581|-1281.088565|631.2|1136.48|0.1412|487.16|0.66799|-0.18958|0.02738146|3.1460000000000004|8.1549|8.1549
19k_a38|0.0|1|0|0|3.218103741|7.412764017000001|2|1.297042875|0.0|0.0100827|-0.17467835|2|0.0445691609999999|0.0|-0.0184136539999999|-0.00835812|-0.060668296|-0.128079012|-0.51857087|1|0.7581164340000001|0.853092207|-0.029357143|0|-0.126936513|0.389096157|-71.54314527|14.76615358|157.4834779|0.341299943|-0.044662847|116.0039747|0.75964689|-2.411793744|-45.3966925|-28.3401789|0.4769127179999999|-1530.369661|2929.493496|6.744851799999999|12.89431427|0.911726848|7091.215492|-971.0744563|37.3070426|0.021802691|-329.5105352|0.0|0.0|1.0|0.0|4.0|2.2|0.13|17.0|2.34|124.32|1.65|1.0|0.0|133.79|0.0|6.0|-3.87|33.0|5.0|-7.84|0.0|0.0|1.9|0.000134|107.0|1.65|0.0|-0.05534|-1500.8984380000002|677.64|1172.22|0.2038|502.43|0.38269|-0.20102|0.04615409|12.5022|7.9666|7.9666
12bd_a36|0.0|1|0|0|3.497517322|7.412764017000001|2|1.297043358|0.0|-0.051990612|-0.045630197|2|0.04625323|0.0|-0.0288761339999999|0.0045625|-0.101854847|-0.169994208|-0.436345273|1|0.902377067|0.78699829|-0.047786573|0|-0.099460046|0.279020022|-46.92083391|11.7156452|83.92365468|0.167521907|-0.035521445|0.0|0.78244124|-1.989200921|-30.9716039|-23.44707102|0.475272043|-1313.035977|2403.371086|8.050812711|15.34283166|0.905749421|5957.939097|-866.7115819|29.96655829|0.015363883|-372.868829|0.0|0.0|1.0|0.0|2.0|0.0|0.21|17.0|3.76|69.2|2.45|1.0|0.0|133.68|0.0|5.0|-4.54|31.0|4.0|-6.38|1.0|1.0|2.42|2.8600000000000004e-05|0.0102|3.41|0.0|-0.05236|-1311.591775|706.26|1200.23|0.4467|568.94|0.69411|-0.19826|0.03110617|7.6908|7.7696|7.7696
16_a47|0.0|1|1|1|2.890539668|6.605297921|0|1.417579067|0.0|-0.134455235|-0.1246612469999999|2|0.042285714|1.491023983|0.0506476009999999|-0.004153659|-0.02006804|-0.0574194159999999|-0.3379683979999999|2|0.591929006|0.812131575|0.081171071|1|-0.092995116|0.421094692|-48.30620628|9.676588112|63.13219447|0.308139547|-0.034261359|0.0|0.697929921|-1.301931629|-25.03540372|-17.75645434|0.473257697|-674.7452647999999|833.8646097|6.855429069|13.01476838|0.898461533|4952.972679|-349.69668310000003|25.44160067|0.0234786339999999|-205.1602001|1.0|0.0|1.0|1.0|2.0|1.95|0.06|21.0|4.47|66.49|2.72|0.0|0.0|91.55|0.0|3.0|-4.34|25.0|5.0|-6.04|0.0|1.0|3.52|4.56e-05|13.0|3.27|0.0|-0.05717|-1167.046301|534.69|894.43|0.3182|395.28|0.59209|-0.22568|0.03384512|3.8601|9.0|9.0
16a_a10|0.0|0|0|0|0.0|7.535296702|1|1.325756911|2.041062372|-0.187414728|0.023926176|2|0.0334858389999999|2.009832665|-0.0048530629999999|0.011558506|-0.162508526|-0.254024476|-0.1948324069999999|2|0.748039584|0.772481675|-0.008879187|1|-0.076950669|0.3637074329999999|-36.408063|9.606840334|77.68598956|0.083851314|-0.026063936|99.81657855|0.7270593190000001|-1.615964058|-25.21250404|-18.049219|0.4629532229999999|-1119.0515779999998|1823.310808|8.531706024|15.88633689|0.862035195|6366.0631060000005|-774.9407716|24.82496066|0.014796066|-314.4761648|1.0|1.0|1.0|1.0|0.0|4.46|0.3|21.0|4.73|56.07|2.47|3.0|0.0|133.66|0.0|9.0|-5.22|33.0|5.0|-5.91|1.0|1.0|4.24|6e-06|0.00297|4.33|0.0|-0.04647|-1395.158387|760.0|1310.44|0.3843|629.65|332.0|-0.20697|0.02819643|4.6574|7.3279|7.3279
6_a4|0.0|0|0|0|0.0|7.535296702|1|1.271761557|2.170234316|-0.19701009|0.010164572|2|0.035283951|2.186806868|-0.208689928|0.01098094|-0.046166422|-0.073630392|-0.1738111839999999|2|0.664591856|0.76089528|-0.340860215|1|-0.0670158929999999|0.417868437|-29.18838891|4.324187697|14.1731579|0.054454162|-0.024618083|45.93422613|0.814470803|-1.206286076|-16.25991695|-13.71394596|0.423084148|-671.9833521|1968.0178670000005|5.758624844|9.981741408|0.733355042|5256.215815|-374.340411|16.83786074|0.008863911|-350.36323230000005|1.0|1.0|1.0|1.0|0.0|3.45|0.26|21.0|5.1|43.6|3.09|2.0|0.0|109.7|0.0|3.0|-4.91|27.0|3.0|-5.42|1.0|1.0|4.23|1.24e-05|0.00274|4.28|0.0|-0.04867|-1108.585859|613.83|1057.7|0.1235|453.87|0.60542|-0.2182599999999999|0.02244097|3.2192|5.8861|5.8861
12n_a36|-3.404662145|1|0|0|3.400581499|7.412764017000001|2|0.299253841|0.0|0.039596635|-0.350034917|2|0.0438779959999999|0.0|-0.000273044|-0.001160331|-0.15024383|-0.261631709|-0.5181211520000001|1|0.8183043390000001|0.81793955|-0.000421339|0|-0.115872034|0.239018516|-60.42525197|14.28426215|67.52548352|0.279888857|-0.039955874|26.74179417|0.741751453|-2.317440678|-40.89805687|-27.04362074|0.454498749|-1568.530003|3465.537153|6.863551112000001|12.58209967|0.833176363|7657.057548000001|-1061.639417|36.45914091|0.021232665|-327.25274110000004|0.0|0.0|1.0|0.0|3.0|0.0|0.17|17.0|1.28|123.75|0.84|1.0|0.0|142.02|0.0|7.0|-3.85|34.0|6.0|-8.03|0.0|0.0|1.18|0.0001409999999999|0.0897|1.64|0.0|-0.05056|-1876.201464|714.14|1256.83|0.3921|566.87|0.32172|-0.19984|0.03261661|14.3562|7.8239|7.8239
12m_a36|0.0|1|0|0|3.40403699|7.412764017000001|2|1.297043522|0.0|0.013543656|-0.133854569|2|0.03912037|0.0|-0.038386106|-0.004569485|-0.052743904|-0.090926893|-0.52644768|1|0.892815402|0.825587924|-0.064035403|0|-0.121074678|0.4493096629999999|-67.27772044|15.24099981|42.78660249|0.288038572|-0.04260035|107.233999|0.7471181240000001|-2.300418875|-45.120107|-28.57011677|0.465323422|-1542.786306|2637.948424|7.312794835|13.67704354|0.8702895190000001|6434.374756|-1034.676602|38.24042793|0.0222467879999999|-331.4617713|0.0|0.0|1.0|0.0|3.0|0.0|0.13|17.0|1.92|112.29|1.28|1.0|0.0|131.85|0.0|6.0|-4.1|32.0|5.0|-7.39|0.0|0.0|1.26|7.96e-05|0.0676|2.11|0.0|-0.05114|-1401.654499|692.4|1177.15|0.4718|505.51|0.69382|-0.20993|0.03861003|9.1003|7.5229|7.5229
18d_a25|0.0|0|0|0|0.0|6.842683282|0|1.193723212|1.918453956|-0.0881447869999999|0.024310576|2|0.042843137|2.029297802|0.016982601|0.0062422|-0.035684977|-0.061965108|-0.292727912|2|0.722349659|0.780221059|0.029728702|1|-0.076328248|0.278576218|-46.31109519|8.39885106|70.58850837|0.062186295|-0.0281209329999999|0.389087507|0.75793699|-1.602893201|-34.85786147|-21.166323|0.476833495|-1206.480411|2625.142499|9.479218984|18.11893325|0.911437354|6876.316137000001|-908.1047824|27.92623037|0.014219928|-388.2927768|1.0|1.0|1.0|1.0|1.0|3.57|0.11|27.0|6.33|111.51|2.4|2.0|1.0|143.37|0.0|7.0|-6.26|35.0|4.0|-6.21|0.0|1.0|4.5|5.47e-07|0.0013599999999999|4.21|0.0|-0.07287|-1806.848384|792.79|1358.25|0.3986|664.72|0.41694|-0.2201|0.03560672|4.3658|6.6345|6.6345
12bb_a36|0.0|1|0|0|3.3296932480000003|7.412764017000001|2|1.29704416|0.0|-0.07834963|-0.117921811|2|0.04625323|0.0|-0.027636036|-0.004358975|-0.098027247|-0.250781298|-0.421445726|1|0.653741315|0.836170906|-0.045186455|0|-0.114330726|0.314702945|-58.19935506|14.16769093|88.91215764|0.311151789|-0.038872447|0.0|0.719294078|-1.943622342|-37.36110291|-24.95418524|0.4808928389999999|-1247.709262|2458.790147|7.854524291000001|15.13083401|0.926384521|6285.088971|-800.967538|34.69260487|0.022984922|-281.5518699|0.0|0.0|1.0|0.0|2.0|0.0|0.14|17.0|3.55|69.2|2.78|1.0|0.0|123.67|0.0|5.0|-3.99|31.0|6.0|-6.8|1.0|0.0|2.44|0.000102|0.0201|2.88|0.0|-0.0566799999999999|-1431.4091|667.88|1120.72|0.4172|515.92|0.38838|-0.21175|0.03421884|8657.0|8.0|8.0
5_a27|0.0|0|0|0|0.0|6.823286122000001|0|1.4026035369999998|3.2927747860000003|0.126882432|-0.068518519|2|0.048947368|1.271687295|-0.013448351|0.010329671|-0.2030237389999999|-0.341622797|-0.4982037479999999|2|0.639413469|0.760083119|-0.020087122|1|-0.085078576|0.333977277|-29.50048722|8.936508815|10.48961936|0.146821224|-0.030385206|56.35994804|0.741481472|-1.276178645|-15.54640123|-16.01263727|0.439066197|-672.5307653|1254.531539|6.160679036|10.98289851|0.7827415529999999|4943.51602|-354.41560810000004|21.59546513|0.016479312|-254.5156507|0.0|1.0|0.0|1.0|0.0|3.11|0.16|21.0|2.94|65.6|2.66|0.0|0.0|97.55|0.0|2.0|-3.61|25.0|4.0|-6.49|1.0|1.0|2.82|0.000248|0.0324|2.58|0.0|-0.04554|-1083.143246|566.68|955.22|0.2448|463.87|0.64548|-0.21506|0.01903872|3.5632|8.5229|8.5229
4_a38 (LY-2157299)|0.0|0|0|0|0.0|7.535296702|1|1.343847059|2.0959524330000003|0.050460026|-0.080432741|2|0.041252955|1.721297609|-0.020954339|0.003107816|0.028964355|0.0481706809999999|-0.463575124|2|0.702976795|0.8099394329999999|-0.032369326|1|-0.089446059|0.459041332|-52.90108631|7.104736984|260.7739337|0.2456862269999999|-0.03235283|71.22674185|0.7861170609999999|-1.520583011|-30.23133173|-18.48863993|0.487041509|-868.9660769|1686.693134|6.54753874|12.76426621|0.949475478|5566.495502000001|-496.5871888|23.51893991|0.01379043|-327.0140711|1.0|1.0|1.0|1.0|1.0|2.6|0.18|21.0|3.69|86.69|1.84|1.0|0.0|108.18|0.0|3.0|-3.85|28.0|4.0|-6.86|0.0|1.0|2.81|0.0001409999999999|0.0375|2.39|0.0|-0.06|-1198.683473|617.61|1048.31|0.2|449.44|0.4|-0.22|0.03652312|7.6529|7.1586|7.1586
13_a4|0.0|0|0|0|0.0|7.535296702|1|1.399843898|2.050136054|-0.210975191|-0.019846488|1|0.044357639|0.0|-0.0963182119999999|0.012019888|-0.0161529719999999|-0.025714912|-0.143303992|1|0.645708528|0.744134785|-0.157188841|0|-0.068249548|0.229685203|-24.48959182|4.282589756|11.85953992|0.029972995|-0.0279998139999999|54.71349575|0.862539527|-1.091992764|-11.99053523|-13.70920202|0.4289448289999999|-534.6588788|1439.176684|5.663493161|9.917593683|0.751144285|3983.972795|-261.7783983|15.89399858|0.007566425|-355.01146810000006|0.0|0.0|1.0|0.0|0.0|2.87|0.16|17.0|4.18|30.71|2.9|1.0|0.0|90.06|0.0|2.0|-4.09|22.0|2.0|-5.39|1.0|1.0|3.57|8.18e-05|0.0108|3.75|0.0|-0.03168|-898.3562912999998|536.09|893.0|0.2133|429.36|0.53815|-0.20372|0.018124154|3.7228|5.3979|5.3979
6e_a40|0.0|0|0|0|0.0|8.421342866|1|0.604892975|1.75595616|0.128035402|-0.074872854|0|0.039160494|0.744550501|-0.205140551|-0.002992481|-0.020200684|-0.037027769|-0.6319354389999999|0|0.685858263|0.8361555479999999|-0.289988439|1|-0.1164147119999999|0.376602018|-70.52033811|10.43262695|185.1473293|0.25379524|-0.04873174|35.33106374|0.866991176|-2.095464821|-46.34235117|-32.02400144|0.441911406|-1377.032062|3854.417113|6.972949117000001|12.49434084|0.791830204|7585.605268000001|-904.9148811|36.93694043|0.012858969|-482.3355765|0.0|1.0|0.0|1.0|1.0|3.16|0.21|14.0|5.02|173.43|2.12|2.0|2.0|125.15|1.0|5.0|-7.76|30.0|5.0|-6.09|0.0|1.0|3.68|1.74e-08|0.00124|4.4|1.0|-0.09682|-2831.191706|671.95|1149.77|0.3625|537.07|0.67187|-0.2164|0.03482243|11.5248|7.7447|7.7447
13_a1|0.0|1|0|0|3.409865599|7.423568444|1|1.430073963|0.0|-0.046530797|-0.144782061|1|0.036382114|0.0|-0.084271845|-0.005924486|-0.07665159|-0.120034915|-0.485427571|1|0.87703849|0.76714213|-0.150485437|0|-0.10668313|0.207843387|-64.94184903|19.62059449|148.7311076|0.320539533|-0.040302516|528.3795274|0.7082629840000001|-1.813613202|-37.76773325|-23.43842502|0.477212829|-1054.729126|1786.445642|7.493979856|14.33466671|0.912824292|5456.353212|-613.3907313999999|33.09282789|0.026679865|-242.2358135|1.0|1.0|1.0|1.0|2.0|2.83|0.09|23.0|4.75|80.26|1.74|1.0|0.0|104.88|0.0|4.0|-4.29|28.0|5.0|-6.48|0.0|1.0|3.23|5.16e-05|17.0|2.94|0.0|-0.04962|-1238.395767|613.52|1035.04|0.5339|472.52|0.65363|-0.18883|0.0284695999999999|3.9446|6585.0|6585.0
9o_a24|0.0|1|0|0|2.9340792330000003|6.605297921|1|1.294229152|0.0|-0.064667223|-0.044044637|3|0.028472222|0.0|-0.000236595|0.002019902|0.00177843|0.00294424|-0.38043264|2|0.738419215|0.785672769|-0.000453155|0|-0.08834189|0.6253256110000001|-51.29122728|10.7072496|32.50178358|0.229726192|-0.032911684|44.8382925|0.668046377|-1.678495905|-29.69744072|-19.05574986|0.4861134689999999|-971.8432428|1906.512273|6.080741586|11.83284872|0.945954873|6697.297449000001|-562.6938294|28.52459128|0.026064002|-194.5965258|0.0|1.0|1.0|1.0|2.0|2.84|0.04|23.0|3.75|92.79|1.23|1.0|0.0|120.73|0.0|6.0|-4.49|32.0|5.0|-6.83|0.0|0.0|3.01|3.2500000000000004e-05|0.0167|2.88|0.0|-0.04527|-1388.147972|611.03|1126.94|0.1409|432.84|0.41688|-0.22353|0.0533144|5.9089|6.3507|6.3507
8_a20 (IN-1130)|0.0|1|0|0|3.443195704|6.842683282|0|1.400923668|0.0|0.063195236|-0.124997065|2|0.0396875|1.622562232|-0.0574882679999999|-0.004654742|-0.049177437|-0.083481481|-0.573278819|2|0.811128636|0.760688473|-0.0957193819999999|1|-0.097790028|0.354945501|-63.72828772|10.46873389|336.574332|0.272572869|-0.035730972|89.35267123|0.7481063720000001|-1.858010535|-42.20109173|-23.66117267|0.4824986429999999|-1230.3809789999998|1829.419484|8.005662608|15.46983888|0.932362084|6291.586155|-814.7625241000001|31.628086|0.018957805|-328.593789|1.0|1.0|1.0|1.0|2.0|2.43|0.08|27.0|4.97|110.44|1.33|1.0|0.0|122.86|0.0|5.0|-4.85|32.0|5.0|-6.83|0.0|1.0|3.14|1.42e-05|0.0119|2.87|0.0|-0.07014|-1368.412748|696.06|1192.01|0.3782|517.94|0.4377|-0.20636|0.04004011|5.4751|7.4437|7.4437
3m_a32|0.0|1|1|1|3.575728458|7.773594467000001|0|0.609420748|0.0|0.013867955|-0.017268778|0|0.03962963|2.175099216|-0.078038283|0.000822186|-0.04918838|-0.086806406|-0.49476131|0|0.6943636479999999|0.817967125|-0.126422018|1|-0.09390309|0.317009723|-50.60363458|8.029854976000001|92.61088121|0.201976727|-0.027127559|0.0|0.674468222|-1.220740175|-30.25923462|-16.22134838|0.4687361229999999|-729.9606772999999|2363.601309|7.0752395770000005|13.31775015|0.882303773|5724.714257|-436.4914018999999|24.05057475|0.018412178|-208.6520032|0.0|1.0|1.0|1.0|1.0|2.93|0.3|19.0|7.02|128.01|1.74|2.0|0.0|110.36|0.0|3.0|-5.94|27.0|4.0|-6.17|0.0|1.0|4.12|1.14e-06|0.00547|3.57|0.0|-0.05731|-1863.502681|641.52|1073.31|0.2952|484.34|0.7026600000000001|-0.2056599999999999|0.0339106999999999|8.0755|7.6383|7.6383
16i_a32|0.0|1|1|1|3.352437091|7.765993078999999|0|0.6094207429999999|0.0|0.175604846|-0.075706124|0|0.0439583329999999|2.078707411|0.006037736|-0.001202032|-0.120440534|-0.211019184|-0.700853898|0|0.801401734|0.836966894|0.009897928|1|-0.114771536|0.5368697929999999|-56.03343427|14.59730623|90.08098301|0.198505292|-0.036726892|32.3175507|0.718964113|-1.836344582|-36.62130242|-24.00328703|0.455596751|-1200.164351|3450.514629|6.848009314|12.57892808|0.836873682|6355.471589|-784.3813651|33.38593207|0.021112022|-286.2130831|0.0|1.0|1.0|1.0|2.0|3.16|0.3|19.0|6.25|149.27|1.34|3.0|0.0|116.75|1.0|8.0|-7.03|29.0|5.0|-5.93|0.0|0.0|3.96|9.25e-08|0.0035|4.19|0.0|-0.05044|-1995.307733|692.96|1175.51|0.2857|573.38|0.70222|-0.2002|0.02810109|4.0568|8.2596|8.2596
12y_a30|0.0|0|0|0|0.0|7.412764017000001|2|0.604984019|0.0|0.048343649|-0.037335306|2|0.044197531|0.0|-0.058184644|0.006346396|-0.053700437|-0.0922059569999999|-0.4579359229999999|1|0.842068099|0.768409873|-0.095969764|0|-0.091248521|0.374181804|-47.598277|10.05775555|85.17057711|0.151081489|-0.034840345|0.0|0.820108145|-1.91621895|-31.95309886|-23.38859815|0.445723724|-1286.372898|2411.415644|8.067590558|14.55517927|0.804154433|6301.067405|-863.552275|28.51891948|0.012362508|-429.782246|0.0|1.0|1.0|0.0|1.0|0.0|0.21|17.0|4.87|81.65|3.25|2.0|0.0|137.21|0.0|5.0|-6.04|31.0|4.0|-5.64|0.0|0.0|3.19|9.14e-07|0.00148|4.6|0.0|-0.05065|-1654.41361|728.75|1227.82|0.2173|585.59|0.30617|-0.19815|0.0311422|5.1209|7.6576|7.6576
IN1233_a59|0.0|1|0|0|3.463603867|6.842683282|0|1.400923654|0.0|0.1160337319999999|-0.12050413|2|0.0396875|1.983673343|-0.054458882|-0.004071701|0.001996439|0.003282792|-0.597167441|2|0.809917509|0.74801464|-0.090732503|1|-0.095213818|0.356444983|-61.73167061|7.208329477|318.5587088|0.238675351|-0.035929742|83.1557517|0.810795898|-1.904276352|-41.08157616|-23.91074854|0.483639625|-1267.269673|1822.396842|8.011984402000001|15.51626497|0.936631949|6206.818668|-843.3505049|29.49046561|0.0134658889999999|-413.6607749|1.0|1.0|1.0|1.0|2.0|2.76|0.08|27.0|5.54|97.55|2.06|2.0|0.0|125.07|0.0|5.0|-5.59|32.0|4.0|-6.13|0.0|1.0|3.78|2.54e-06|0.0029|3.85|0.0|-0.05605|-1352.351584|703.47|1204.16|0.2623|531.14|0.51285|-0.20289|0.02473496|7.6059|7.4685|7.4685
1k_a5|0.0|1|0|0|2.9020229360000003|6.605297921|0|1.427567903|0.0|-0.216088148|-0.064652321|2|0.026339869|0.0|-0.011848312|0.003708988|0.019611905|0.045204303|-0.254495542|2|0.567806811|0.7824502320000001|-0.022280685|0|-0.074297856|0.425724957|-40.40908188|5.571869083999999|165.11680719999998|0.216307319|-0.0301207529999999|0.498979532|0.724954458|-1.114467843|-20.67084672|-15.40795854|0.48165588|-570.0944662|824.0133397999999|6.710535795|12.9461019|0.929220303|4479.484358|-291.6259112|21.25369168|0.019219352|-230.14624|1.0|0.0|1.0|1.0|1.0|2.02|0.0|23.0|4.88|54.46|2.29|0.0|0.0|90.44|0.0|3.0|-3.97|24.0|4.0|-5.99|1.0|1.0|3.42|0.000106|0.0157|3.16|0.0|-0.04516|-1050.548505|533.8|890.76|0.6242|398.63|0.53086|-0.22504|0.03133456|2.3036|7.3188|7.3188
