molecula|NaaNH|n9FaHRing|SaaNH|NaasN|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w WLOGP|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
5b_a49|0|0|0.0|1|2|1.343848745|2.119588967|0.1108916119999999|-0.007610481|2|1.926253727|-0.418576471|10.9297646|0.059834711|1|-0.12209302|-0.13632743|-0.230763367|-0.515894968|2|0.7843021|-0.006962617|0.099724518|0.666573331|1|0.7969332440000001|-0.076494119|0.615864196|-41.03213895|-44.96093486|170.0796998|0.203066756|-0.026008|-26.42668087|0.608694741|-24.11745318|59.85065205|52.97561349|0.475192312|2764.188493|468.4133145|-764.3358925|-8.985071494|6.270195553|11.94760614|0.905459892|6225.302624|229.9974239|25.1139312|0.025332565|1255.69656|612.7019937000001|14.88971719|0.0|1.0|1.0|3.34|21.0|2.87|0.0|3.0|4.0|-7.24|396.44|1.0|2.58|-3.93|0.000496|0.1969999999999999|0.000118|0.0468|2.08|0.0|0.0|2.3e-05|5.1653|3.92|-1292.139616|-1292.100239|633.92|1093.32|316.21|0.4653|240.03|451.32|0.39241|0.65269|-0.1624799999999999|4.3767|-0.20701|28.0|7.5528|7.5528
17e_a50|0|1|0.0|2|2|1.320916122|4.3906140030000005|-0.153175103|-0.0020746479999999|2|2.2384546640000003|-0.141076059|10.94500663|-0.114420412|2|-0.017965698|-0.1949741189999999|-0.310566368|-0.229030473|1|0.7409645029999999|-0.1710526319999999|-0.202197068|0.736221185|1|0.930108205|-0.073011385|0.4239465089999999|-32.24487658|-50.7956915|10.68364489|0.069891795|-0.02665495|-35.33972521|0.803671114|-22.43349867|57.93079973|41.19554236|0.489797496|2883.936138|647.0975667|-1168.300905|-12.90180444|8.52101688|16.70124474|0.960006062|6301.28046|136.5904997|23.07468625|0.010255676|1453.705234|904.3172644|7.135108233|0.0|1.0|1.0|4.18|20.0|4.68|0.0|6.0|4.0|-6.08|438.57|0.0|4.03|-5.18|1.34e-05|0.00589|6.58e-06|0.00288|4.08|0.0|0.0|2.03e-05|4.2373|3.8|-1375.295877|-1375.268259|757.34|1312.91|307.67|0.1809|292.6|602.89|0.6322800000000001|0.66478|-0.16649|6.7175|-0.19805|155.0|6.8097|6.8097
22_a4|0|0|0.0|1|1|1.399866564|1.987636054|-0.043165663|-0.006436201|1|0.0|-0.257448045|10.94586213|-0.023072107|1|0.00771584|0.021636871|0.034720243|-0.3877007|1|0.7797803109999999|0.086940934|-0.037423832|0.755510052|0|0.8612031509999999|-0.089955967|0.242642229|-45.61565825|-43.23011833|162.9809584|0.138796849|-0.036468635|-20.77508795|0.8444670409999999|-21.92150631|48.65880447|50.75888571|0.4359219589999999|1950.173729|413.8681986|-648.451775|-8.422332951|5.495481464|9.742413394|0.772804341|4074.564287|74.7444381|20.75359108|0.011296354|767.88287|338.71903330000004|5.428686137000001|1.0|1.0|0.0|3.3|17.0|3.54|0.0|2.0|3.0|-5.91|289.33|1.0|2.81|-3.98|0.000172|0.0497|0.000104|0.0301|3.03|0.0|0.0|0.0016699999999999|4.468999999999999|3.38|-934.2706743999998|-934.240411|519.39|860.77|305.85|0.1675|277.43|400.29|628.0|0.65771|-0.16754|3.5548|-198.0|47.0|7.3279|7.3279
5_a4|0|0|0.0|1|1|1.343864516|2.166832955|-0.196773454|-0.001215982|2|2.189593648|-0.0607990979999999|10.92992834|-0.134215501|1|0.0202481919999999|-0.0471580309999999|-0.076189222|-0.164263889|2|0.767615203|-0.165454845|-0.229773463|0.650346601|1|0.943148502|-0.0681917309999999|0.431132276|-27.26045038|-36.64215945|13.96974087|0.056851498|-0.025201292|-19.68930579|0.807351587|-14.64813624|41.76764149|31.58455727|0.413773331|2282.291204|506.7916175|-622.9167106000001|-7.276482574|5.758733969|9.823391314|0.7058248159999999|5059.243919|103.5177395|16.77294978|0.009538616|771.5556899000001|518.5792364|5.125482045|1.0|1.0|1.0|3.27|21.0|4.67|0.0|3.0|3.0|-5.57|340.42|1.0|3.89|-4.84|2.72e-05|0.00925|1.4499999999999998e-05|0.0049299999999999|3.95|0.0|0.0|3.71e-06|4.8582|3.71|-1069.27374|-1069.251223|595.55|1013.0|308.12|0.1106|255.2|421.24|0.60407|0.6019899999999999|-0.16965|2.7859|-0.21857|71.0|7.1487|7.1487
12ag_a36|1|0|3.408828027|0|2|1.297044434|0.0|-0.042092217|-0.008085448|2|0.0|-0.436614203|10.96052849|-0.050147748|1|0.135431487|-0.101303149|-0.217394466|-0.445549431|1|0.835013502|0.124298337|-0.0861053359999999|0.698414933|0|0.7468300940000001|-0.1081585809999999|0.26896187|-52.02834065|-68.21579593|85.84609192|0.253169906|-0.038937089|-43.02381535|0.758897371|-32.81436052|80.40643223|64.72839664|0.481286668|2773.9654530000003|471.0269757|-1227.884327|-15.48857353|7.849377942|15.13240062|0.927847116|5906.879919|152.06382680000002|32.35969377|0.019328689|1617.984688|595.8790650000001|12.1906363|1.0|1.0|0.0|4.72|17.0|2.44|0.0|5.0|5.0|-6.76|399.42|0.0|2.15|-4.16|0.000129|0.0515|6.96e-05|0.0278|2.78|0.0|0.0|5.58e-05|3.8893|3.41|-1332.185403|-1332.151245|658.68|1112.68|334.04|0.4286|318.79|507.72|0.69204|0.7024699999999999|-0.15227|5.4459|-0.20713|17.0|7.7696|7.7696
12b_a40|0|0|0.0|1|0|0.604989475|1.713497417|0.084915315|-0.004650218|0|0.747253086|-0.158107422|10.31197236|-0.1537981269999999|2|0.279216571|0.023952313|0.038336814|-0.513870527|0|0.7137941109999999|0.026452642|-0.227384615|0.522580798|1|0.955647156|-0.074921647|0.2160572999999999|-37.05091872|-42.67442006|80.72126798|0.044352844|-0.0338355829999999|-24.3068084|0.856829717|-21.10373336|48.54667776|43.22826564|0.494842289|2462.878448|544.3244990000001|-597.4418808999999|-10.97726831|8.132984007000001|16.09989085|0.979579799|5933.385347|81.54797734|22.49258909|0.010309671|697.2702616|370.3261123|5.872257692000001|0.0|1.0|0.0|3.26|20.0|6.74|0.0|2.0|2.0|-4.09|415.12|1.0|5.79|-7.11|1.95e-08|8.09e-06|7.82e-08|3.2500000000000004e-05|6.68|0.0|1.0|1.7e-06|3407.0|6.27|-3016.999329|-3016.9868100000003|576.38|960.94|363.91|306.0|363.91|490.5|0.69476|0.69476|-0.14267|4.5528|-0.22546|0.04|7.3979|7.3979
14d_a23|0|1|0.0|2|0|1.197963465|3.405551724|0.058368697|-0.005343003|2|0.758207139|-0.288522152|10.313217800000002|-0.054430189|2|0.059486662|-0.074441567|-0.136106024|-0.4483522929999999|2|0.772008792|0.006563565|-0.088996384|0.6906097959999999|1|0.921694462|-0.078282292|0.213597535|-35.40917327|-51.58357156|39.26987634|0.078305538|-0.032878563|-33.99063559|0.790346608|-23.33262837|61.49227899|47.66288948|0.454495683|2878.955374|607.3441532|-1083.255003|-14.27606695|7.832720777|14.358677900000002|0.833166062|6459.554383|138.1496441|27.41215037|0.015037275|1370.607518|666.0036144999999|9.908707432|0.0|1.0|1.0|3.52|26.0|4.33|0.0|5.0|4.0|-6.1|425.51|0.0|3.8|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|0.0|7.03e-06|3688.0|3.79|-1669.24571|-1669.224874|696.21|1186.17|3688.0|0.3807|336.18|554.84|8.1555|8.1555|-0.14894|5.6156|-0.22152|4.0|8.4001|8.4001
4_a47|0|0|0.0|0|0|1.304464196|0.0|0.004633887|-0.008204735|2|1.42341819|-0.3692130839999999|10.93671044|0.011775922|0|-0.247195952|-0.017555555|-0.027355932|-0.462831711|2|0.783871003|-0.095209424|0.019305509|0.8124901999999999|1|0.874200878|-0.092556319|0.444849947|-42.46254967|-50.35610033|96.20929041|0.1257991219999999|-0.03525955|-27.39669054|0.806604393|-23.10213311|57.78603076|46.69151766|0.402148382|2306.463316|475.6168721|-805.6976052|-10.43683449|6.468023748999999|10.818777699999998|0.67265584|5254.939281|105.2186243|23.78275706|0.013656479|998.8757964|471.7712484|7.429930428|1.0|1.0|1.0|2.75|22.0|5.71|0.0|3.0|3.0|-4.99|361.82|1.0|4.32|-5.64|1.21e-06|0.0004379999999999|2.31e-06|0.0008359999999999|4.96|0.0|0.0|5.81e-07|5.7708|4.44|-1509.453558|-1509.4201369999998|576.9|988.42|332.4|0.2304|214.85|432.89|0.45947|0.69157|-0.1547|4.2607|-0.21076|32.0|7.5|7.5
8_a1 (SB-202620)|1|0|3.296085365|0|0|1.4323973840000002|0.0|0.106916453|-0.013785521|1|0.0|-0.606562911|10.94957568|0.037553634|1|-0.095271547|-0.019835038|-0.042643966|-0.612004804|1|0.743088715|-0.042789124|0.063001656|0.658433571|0|0.648967503|-0.105271458|0.174628594|-66.76765693|-59.72618401|208.2071465|0.351032497|-0.041081545|-33.88588996|0.7742395870000001|-37.88089785|70.8721358|75.57687443|0.4564697679999999|2431.842132|368.1943149|-955.6189441|-13.22376193|7.432247389|13.67402758|0.839824062|5170.286136|128.0860757|30.104091200000003|0.019645498|1234.267739|433.2550452|11.1459518|1.0|1.0|0.0|2.74|23.0|5.06|0.0|4.0|5.0|-5.94|359.35|1.0|3.7|-4.7|1.14e-05|0.0041|1.98e-05|0.00713|3.6|0.0|0.0|3.42e-06|3.4052|5.32|-1223.279021|-1223.117248|586.27|977.87|364.11|0.5339|364.11|460.4|0.7026600000000001|0.7026600000000001|-0.13683|3.4563|-0.2105199999999999|0.4|6.3979|6.3979
12am_a36|1|0|3.340519946|0|2|1.240140551|0.0|0.088482802|-0.015884751|2|0.0|-0.921315581|10.9602097|-0.037654321|1|0.345949079|-0.1187503719999999|-0.3344729369999999|-0.6080522279999999|1|0.8344566859999999|-0.0147665219999999|-0.05754717|0.624142499|0|0.814986544|-0.118101664|0.305015372|-63.19394154|-81.59051640000001|128.69607109999998|0.185013456|-0.045928425|-56.3667958|0.788334835|-43.65752487|95.53118838|75.34643812|0.484558903|3230.6292780000003|563.0333297999999|-1713.4008440000002|-21.92042059|8.772646622|17.01968794|0.940085891|7238.033439|146.228847|40.24894481|0.020179019|2173.44302|672.4630346|13.94067198|1.0|1.0|0.0|4.81|17.0|4.04|0.0|7.0|8.0|-6.4|465.43|0.0|2.65|-5.07|6.26e-06|0.00291|8.6e-06|4.0|3.86|1.0|0.0|3.37e-05|5.2317|4.86|-1645.205296|-1645.169789|714.21|1206.77|321.15|0.4894|236.99|562.14|0.40752|0.6805100000000001|-0.15658|5.9258|-0.21356|0.06|7.2218|7.2218
17c_a50|0|1|0.0|2|2|1.347835869|4.349159921|-0.212075666|-0.002676029|2|2.193763306|-0.1766179239999999|10.94500663|-0.120904775|2|0.034485992|-0.233451925|-0.373205592|-0.2256811219999999|1|0.774994313|-0.139943634|-0.212611846|0.728169863|1|0.89719894|-0.073693343|0.446454378|-35.70979598|-50.69922125|133.46240020000002|0.10280106|-0.021745577|-34.87982686|0.569750429|-24.567468100000003|66.7258111|50.6217864|0.49503436|2951.495914|617.2509739|-912.5859825|-10.29240792|8.310163601000001|16.45688922|0.98033276|6438.380804|296.00120400000003|26.25785813|0.0232952879999999|1601.729346|849.1345426000001|16.02658985|0.0|1.0|1.0|4.12|20.0|3.53|0.0|6.0|5.0|-6.96|440.54|0.0|3.1|-4.43|0.000158|0.0698|3.75e-05|0.0165|2.86|0.0|0.0|7.08e-05|4.2397|2.74|-1411.187392|-1411.157813|746.5|1289.05|306.65|0.1814|292.44|596.23|0.63122|0.66213|-0.16697|6.3989|-0.19818|69.0|7.1612|7.1612
3_a27|0|0|0.0|2|0|1.402697639|3.127072625|0.124551908|-0.00648099|2|1.177265999|-0.27868256|10.93782973|0.024154412|1|-0.296039263|-0.1984716939999999|-0.341338963|-0.479874452|2|0.810053853|0.136381755|0.038685745|0.610158103|1|0.862115922|-0.086153958|0.397733752|-31.82136336|-44.61323499|10.71226495|0.137884078|-0.032307734|-23.10213938|0.733853752|-16.47810502|54.32114618|41.78149261|0.44566003|2294.213272|446.4308003|-669.1985248999999|-8.663302268999999|6.457886343999999|11.64968556|0.803947133|4960.583812|137.8189165|22.79740761|0.018747239|911.8963045|401.7540197|9.707911187|1.0|0.0|1.0|3.03|21.0|2.94|0.0|3.0|4.0|-6.41|329.36|1.0|2.74|-3.99|0.0002|0.0658|0.000103|0.0339|2.67|0.0|0.0|0.000423|5.5045|4.92|-1081.905135|-1081.88481|547.92|931.06|312.93|0.2305|225.24|425.72|0.34864|0.6734600000000001|-0.16457|2.7811|-0.21969|4.0|8.3979|8.3979
20_a4|0|0|0.0|1|1|1.399905568|2.017439295|-0.203359312|-0.003103385|1|0.0|-0.124135414|10.9459449|-0.059498265|1|-0.098992154|-0.064248765|-0.103098674|-0.211751813|1|0.7797803109999999|0.246357638|-0.105783279|0.665774148|0|0.918147288|-0.072188305|0.210083785|-29.16642156|-34.74640079|63.27373076|0.081852712|-0.0273144939999999|-16.72448692|0.6435852470000001|-14.03867522|46.45917085|40.20507689|0.421704107|1982.961908|441.9318823|-486.4496111|-6.32818424|5.543543957000001|9.58599918|0.729218575|4085.683488|171.5531319|20.4281979|0.024334176|755.8433223999999|338.71903330000004|11.71277006|1.0|1.0|1.0|3.23|17.0|3.54|0.0|3.0|3.0|-5.96|289.33|1.0|2.97|-3.87|0.000346|0.1|0.000134|0.0388|2.96|0.0|0.0|0.000806|5.1778|2.73|-934.2489802|-934.2266312|517.72|861.05|306.74|0.2364|239.45|402.27|0.5152|0.66028|-0.16699|4.0681|-0.19747|646.0|6.1898|6.1898
5b_a50|0|1|0.0|2|1|1.397278957|4.190114953|-0.253064589|-0.00141071|1|2.473508677|-0.062071259|10.9325725|-0.113846154|2|-0.0873662269999999|-0.1052449509999999|-0.175158017|-0.140506919|1|0.791163321|0.019856551|-0.1866330389999999|0.6642694929999999|1|0.958606481|-0.061164973|0.271653991|-20.90908698|-31.07327358|6.656963127999999|0.041393519|-0.02140774|-15.78596849|0.5887490470000001|-10.62231784|42.76068675|27.10933752|0.4462435279999999|2183.545404|486.9950914|-435.0258302|-5.525088972000001|5.543302677000001|10.01036188|0.8058479690000001|4577.809819|208.925351|18.47246431|0.023005632|738.8985723999999|409.0289917|11.68741316|1.0|1.0|1.0|3.37|20.0|4.02|0.0|2.0|2.0|-6.03|312.37|1.0|3.11|-4.19|0.000335|105.0|6.47e-05|0.0202|3.06|0.0|0.0|0.0004269999999999|5.6332|2.81|-990.6114185|-990.5849031|547.35|922.49|308.25|0.2749|220.09|411.9|0.4270899999999999|0.66968|-0.16683|4.4181|-0.19252|12.23|4.9126|4.9126
25_a12|0|0|0.0|0|0|1.404967476|0.0|0.00700113|-0.004103693|2|2.050456822|-0.180562493|10.93676625|-0.11195017|0|-0.141917694|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|2|0.638255008|-0.2430098439999999|-0.208172827|0.806844014|1|0.947937175|-0.080147596|0.120087607|-28.517955|-41.75851719|37.96125329|0.052062825|-0.03323193|-21.75703145|0.917298637|-14.85843094|44.42528172|31.09844409|0.448858246|2067.69985|493.8944271000001|-709.8947922|-9.021208163|5.34703037|9.70173342|0.814415245|4329.321091|43.08908189|18.87554002|0.005118351|773.8971409|430.4348528|2.666764531|1.0|1.0|1.0|2.81|22.0|5.35|0.0|3.0|2.0|-4.82|311.38|1.0|4.29|-5.25|5.19e-06|0.00162|5.63e-06|0.00175|4.76|0.0|0.0|5.12e-07|4.2653|4.73|-974.6569575|-974.6328337|560.14|945.73|359.04|0.4483|290.68|442.64|0.63284|0.69029|-0.14303|1.2494|-0.19655|22.0|7.6576|7.6576
LY364947_a10|1|0|2.949609552|0|0|1.390175303|0.0|-0.278922508|-0.00235945|2|2.084955541|-0.084940213|10.9303125|-0.006198347|1|0.1625645369999999|0.04209715|0.072909639|-0.204644982|2|0.711607778|-0.072740964|-0.012096774|0.681525895|1|0.8431045490000001|-0.075303751|0.449473391|-34.01613475|-33.26705198|144.7228349|0.156895451|-0.029665114|-14.69643595|0.7234846559999999|-15.02735938|41.53157099|38.29163558|0.486715511|1896.845282|372.4595738|-432.4716757000001|-5.78950507|4.702575386|9.161732895|0.948237326|3903.496845|122.1566022|18.1140017|0.018707677|597.7620559999999|287.99188260000005|8.264519015|1.0|1.0|1.0|2.46|21.0|3.69|0.0|2.0|3.0|-6.02|272.3|1.0|2.8|-3.86|0.00029|0.0789|0.000137|0.0374|2.74|0.0|0.0|1.7199999999999998e-05||||||||||||||||59.0|7.2291|7.2291
18_a31|1|0|3.281949877|0|0|0.610137226|0.0|0.0690370959999999|-0.013634202|0|0.0|-0.640807491|10.31169929|-0.096301845|2|-0.084218532|-0.065041042|-0.107017926|-0.604728055|0|0.8595579409999999|0.022160691|-0.1647054359999999|0.838968212|0|0.72588713|-0.129469649|0.258135789|-69.19879619|-75.99442464|238.9516432|0.27411287|-0.040279446|-44.60622732|0.7774768320000001|-40.61741697|85.81723707|77.69074057|0.4492048839999999|2241.561812|426.0718665|-1063.9219449999998|-13.87749294|7.076684189|12.84812443|0.8155571290000001|4856.251645|130.6137795|30.40953623|0.01673486|1368.42913|477.1857166|9.822812434|1.0|1.0|1.0|3.41|16.0|3.48|0.0|7.0|4.0|-6.72|356.44|1.0|2.89|-3.62|2.42e-05|0.00862|0.000241|86.0|2.47|0.0|0.0|0.000104|5.0092|4.81|-1465.528656|-1465.4803960000002|630.26|1041.21|317.05|444.0|247.51|541.33|0.51842|0.70058|-0.16212|3.0607|-0.19914|0.13|6.8861|6.8861
5b_a40|0|0|0.0|1|1|0.604912077|1.616656116|-0.067567502|-0.0049439079999999|0|0.7222376540000001|-0.163148971|10.31198309|0.020344828|2|-0.164084255|0.007986879|0.013573521|-0.389789991|0|0.817071232|-0.400500595|0.029485257|0.503365018|1|0.881264402|-0.091267779|0.313503463|-38.64461938|-45.78637031|169.18694230000003|0.118735598|-0.036507111|-22.96968039|0.829018186|-19.38687321|52.08187888|48.2348504|0.477304896|2126.9310920000003|442.1045286|-549.4364437|-9.187872156|6.521443259|12.47657231|0.913161214|4813.179854|85.77656597|22.09185326|0.012549086|662.7555978999999|285.9136384|6.2955085660000005|1.0|0.0|0.0|3.13|14.0|4.39|0.0|3.0|3.0|-5.42|338.21|1.0|3.83|-4.84|3.69e-06|0.00125|1.44e-05|0.00488|4.14|0.0|0.0|0.00191|3.9759|5.62|-2096.782087|-2096.767375|515.23|847.01|311.84|0.3005|311.84|411.1|0.59928|0.59928|-0.15999|7.2947|-0.23068|64.0|7.1938|7.1938
47n_a18|0|0|0.0|0|1|1.251175627|0.0|0.0487694459999999|-0.007614955|0|0.0|-0.609196374|10.94702025|-0.048404296|0|0.026244774|-0.172015161|-0.258092915|-0.529441732|0|0.696612213|-0.09714337|-0.083719099|0.711628292|0|0.792429396|-0.091185806|0.288989992|-65.43887366|-75.24728669|61.29571241|0.207570604|-0.031974244|-62.09468789|0.783921929|-54.00070374|86.44740177|74.19865731|0.482565384|3349.802294|653.9193397999999|-2031.676741|-21.77346199|10.43689152|20.17045476|0.932611327|7909.580851999999|178.30942439999998|33.65821422|0.01357247|2591.682495|1306.125688|11.20011508|1.0|1.0|1.0|4.69|18.0|3.31|1.0|13.0|4.0|-6.68|539.67|0.0|2.76|-5.24|9.48e-07|0.000511|5.7e-06|0.00308|4.1|0.0|1.0|9.44e-08|3.2028|9.78|-1743.3283440000002|-1743.299948|879.92|1565.37|387.11|0.5056|387.11|799.02|0.6914600000000001|0.6914600000000001|-0.13138|2.4754|-0.18391|64.0|7.1938|7.1938
15_a47|1|1|2.9226792460000004|0|0|1.304329657|0.0|-0.164258919|-0.00516949|2|1.56205245|-0.21194909|10.9497222|0.0506476009999999|1|-0.299654464|-0.007670908|-0.017562097|-0.332654104|2|0.830688568|-0.131424138|0.081171071|0.614613723|1|0.791753677|-0.0904066519999999|0.429825305|-45.1562696|-48.36220049|61.0548099|0.208246323|-0.033307714|-25.87091101|0.711630105|-24.15592798|59.79410145|54.07328082|0.477646539|2327.320914|423.5412927|-677.0708068|-9.531388265|6.984778596|13.37174753|0.914412511|5075.773767000001|154.260803|25.03780079|0.021370407|951.4364299|383.4213189|11.43190096|1.0|1.0|1.0|2.89|21.0|5.28|0.0|3.0|4.0|-5.76|353.78|1.0|3.74|-4.85|1.29e-05|0.00455|1.41e-05|0.00499|3.8|0.0|0.0|1.14e-06|4.3312|3.33|-1527.4104|-1527.376145|552.16|930.51|305.43|0.2828|286.26|419.75|0.67203|0.68008|-0.16762|2.2271|-0.2268|16.0|7.8|7.8
8_a20 (IN-1130)|1|0|3.443195704|0|0|1.400923668|0.0|0.063195236|-0.009430196|2|1.622562232|-0.528090969|10.94899447|-0.0574882679999999|1|0.293415753|-0.049177437|-0.083481481|-0.573278819|2|0.760688473|-0.1221465319999999|-0.0957193819999999|0.7741509329999999|1|0.7274271309999999|-0.097790028|0.354945501|-63.72828772|-64.75689362|336.574332|0.272572869|-0.035730972|-42.88223811|0.7481063720000001|-42.20109173|77.31081766|74.19702161|0.4824986429999999|2849.395895|481.70475260000006|-1230.3809789999998|-15.66851008|8.005662608|15.46983888|0.932362084|6291.586155|166.8048285|31.628086|0.018957805|1644.660472|684.5377542|12.55392404|1.0|1.0|1.0|3.49|27.0|4.08|0.0|5.0|5.0|-6.83|420.47|1.0|3.14|-4.55|1.42e-05|0.00596|2.82e-05|0.0119|2.87|0.0|0.0|9.86e-08|4.9797|4.53|-1368.412748|-1368.372708|696.06|1192.01|383.5|0.3782|248.98|517.94|0.4377|0.7007399999999999|-0.13622|3803.0|-0.20636|36.0|7.4437|7.4437
13_a12|0|0|0.0|0|0|1.508548782|0.0|0.202052156|-0.0069874069999999|2|0.0|-0.272508888|10.96083169|0.021322992|0|-0.362308767|-0.169387652|-0.281096572|-0.595629719|2|0.6809340620000001|-0.226526433|0.039235452|0.804066411|0|0.90006391|-0.092483398|0.122164874|-28.51381164|-45.33566159|64.74666684|0.09993609|-0.034993718|-22.2236882|0.8829921740000001|-13.97756285|48.99243638|32.52766981|0.466560112|1812.788134|441.2142447|-634.6992622|-8.408963103|6.06407675|11.36787272|0.874625469|3647.657976|57.35761558|19.42716439|0.0074597119999999|718.8050825|327.9594923|3.656774794|1.0|0.0|1.0|2.7|18.0|3.9|0.0|3.0|3.0|-5.49|276.34|1.0|3.22|-4.2|5.520000000000001e-05|0.0152|6.3e-05|0.0174|3.51|0.0|0.0|2.01e-05|4.5363|3.83|-876.3661620999999|-876.3370809|532.86|867.79|315.25|0.6528|273.31|437.91|0.6622399999999999|0.64974|-0.16458|1.3023|-0.20903|93.0|7.0315|7.0315
7h_a8|1|0|2.99743835|1|0|1.391840221|1.2793830309999998|-0.118981425|-0.00534208|0|0.0|-0.23505152|10.94341365|0.0260356679999999|1|-0.043606497|0.052081992|0.141285105|-0.382578949|0|0.7051689170000001|0.095758228|0.041366689|0.507325475|0|0.771011027|-0.0934764819999999|0.314190914|-53.71230941|-53.88211443|70.28953528|0.228988973|-0.041038456|-31.05895923|0.892830345|-30.96107949|58.94376531|60.42608164|0.4346108389999999|2534.324886|444.4294792|-969.8780597|-13.63564064|7.589672923999999|13.42380338|0.768693264|5657.402114|61.77519141|26.49502512|0.00878112|1086.29603|446.5544107|5.061650885|1.0|0.0|0.0|3.12|23.0|5.49|0.0|3.0|4.0|-5.27|373.35|1.0|4.63|-5.5|2.09e-06|0.00078|3.16e-06|0.00118|4.66|0.0|1.0|1.31e-06|3.9282|6.81|-1285.182226|-1285.151298|593.53|999.62|315.62|0.3885|315.62|500.94|0.6963199999999999|0.6963199999999999|-0.16076|7.0847|-0.22875|10.5|4.9788|4.9788
12ae_a36|1|0|3.412870974|0|2|0.299253957|0.0|0.069118289|-0.009867085|2|0.0|-0.611759277|10.31810353|0.006615826|1|0.151620635|-0.15024383|-0.261631709|-0.513686975|1|0.831101086|-0.0931249669999999|0.010209009|0.750657639|0|0.7162413209999999|-0.105648609|0.439268891|-63.96145017|-78.71102033|96.60079598|0.2837586789999999|-0.036430555|-58.64180087|0.6849975640000001|-47.65297933|97.76153993|81.74750345|0.465246185|3486.122819|533.6188092|-1574.220407|-20.22131065|8.676756505|16.22570287|0.870019385|7331.209763|234.6851816|39.62310606|0.025570256|2298.140152|805.2286932|19.05051961|0.0|1.0|0.0|5.03|17.0|2.15|0.0|7.0|6.0|-8.03|474.54|0.0|1.18|-3.72|0.0001409999999999|0.0668|0.0001889999999999|0.0897|1.64|0.0|0.0|6.45e-05|5235.0|6.24|-1876.203168|-1876.152311|754.15|1281.69|320.67|0.4832|236.84|615.71|0.40141|0.68591|-0.1566|6.7458|-0.21149|15.0|7.8239|7.8239
14aa_a23|0|1|0.0|2|0|1.19796312|3.4143268310000003|0.066582026|-0.005050361|2|0.758549568|-0.287870566|10.313217300000002|-0.044957534|2|0.055934795|-0.074579388|-0.13397874|-0.4506138879999999|2|0.75434493|0.055269665|-0.070471939|0.693959193|1|0.924108042|-0.076107469|0.204831806|-35.51947393|-51.83122853|40.49537336|0.075891958|-0.03159178|-35.2984572|0.796659447|-24.18971469|61.21989213|47.78906871|0.4930525229999999|2941.302235|629.3423691|-1140.287028|-14.65218978|8.000512184|15.78173785|0.972590939|6651.23042|138.4803717|27.00633206|0.013786041|1431.335599|733.3886349999999|9.388663605|0.0|1.0|1.0|3.63|26.0|4.63|0.0|5.0|4.0|-5.92|439.54|0.0|4.1|-5.55|5.9e-07|0.000259|2.81e-06|0.00123|4.31|0.0|0.0|3.07e-06|3.5934|4.1|-1708.5626|-1708.5422620000002|715.57|1231.11|345.03|0.4157|345.03|588.45|0.6805899999999999|0.6805899999999999|-0.1449|5.8286|-0.21573|4.0|8451.0|8451.0
