molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|GATS1are|BIC2|MATS8s|MATS8d|SIC2|RASA|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12b_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|-0.007353271|5.351858133|-0.06631353|0.042804233|-0.074391852|0.0|-0.3897233479999999|0.001139238|-0.037209579|-0.072247675|1|1|0.002064369|-0.165287712|-0.120380857|0.669561738|0.824373792|-0.009146339|-0.1240820219999999|0.880943609|0.764737577|-0.09915679|0.017341789|-53.05077947|-62.96700664|11.01246349|86.84905288|-0.038448551|-39.98560202|0.0|0.798520682|-1.883979001|-33.68855323|-24.41577808|64.06324295|2849.095245|485.6272203|-1196.373126|2347.979099|-15.50462119|13.88809428|0.878381889|6275.380072|127.9443353|-759.7264385|30.57626261|0.01584525|1498.236868|10.06212472|0.0|0.0|4.63|0.0|0.14|17.0|-6.9|4.25|3.18|0.0|127.24|5.0|-5.39|5.0|-6.02|416.47|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|3.97|0.0|1.26e-07|5.260000000000001e-05|-0.05351|5.0567|4.07|-1674.977262|1130.68|245.19|0.3159099999999999|0.68496|-1674.7778119999998|0.1525|3.7327|-1674.838225|4.5545|7.0|8.1543|8.1543
3g_a32|0.0|1|1|3.542426304|-0.047725143|0|7.78113851|0|0|-0.006258272|5.733341277|-0.072619634|0.05052381|-0.058985916|2.2144733530000003|-0.2816222539999999|0.001276735|-0.1154223269999999|-0.125170068|3|3|0.002565215|-0.105402305|-0.133675401|0.833981748|0.755211939|-0.1015732219999999|-0.1719626169999999|0.802214256|0.887695945|-0.098311343|0.0119962889999999|-38.9071564|-54.47722347|6.647498326|42.56199385|-0.030429702|-30.18744099|0.0|0.8007401590000001|-1.278047464|-21.55960626|-16.86199774|45.55465473|2271.746759|491.89858160000006|-708.2039051|1886.244271|-9.343731735|10.70834299|0.809490137|5058.622432|110.4157723|-392.4367329|21.05801434|0.01096673|884.4366022|6.076989555|0.0|1.0|3.43|3.44|0.28|19.0|-7.29|7.02|5.42|0.0|102.55|3.0|-7.09|3.0|-4.9|354.49|0.0|1.0|4.61|-5.59|8.12e-08|2.88e-05|5.02|0.0|5.08e-08|1.8e-05|-0.0535|3.5456|4.13|-1712.036238|998.86|349.68|0.70275|0.70275|-1711.865318|0.2859|3.3082|-1711.919273|5.5816|14.0|7.8539|7.8539
11_a27|0.0|1|0|2.680511093|0.0|0|7.535296702|1|2|-0.0067474069999999|5.4161004020000005|-0.003527607|0.042533875|-0.080272515|1.3706083080000002|-0.344117757|0.004538653|-0.0864111069999999|-0.027287578|0|0|0.005111147|-0.1299181459999999|-0.067428705|0.734834532|0.814843016|-0.0357410779999999|-0.043616687|0.8629676709999999|0.7645505|-0.094820973|0.016171515|-42.27430065|-50.15555389|8.553922917000001|143.3238715|-0.034296948|-26.52978026|72.60399149|0.8088958709999999|-1.611956546|-22.36099135|-18.14137056|50.82822357|2339.465471|404.4089873|-852.6444161000001|1646.903525|-9.595877966|9.562117063|0.82770457|5186.240841|101.0845293|-451.0062644|22.42732497|0.012694323|1054.084273|6.714661907000001|0.0|0.0|3.95|0.0|0.35|16.0|-6.09|2.72|1.67|0.0|106.33|2.0|-3.68|4.0|-6.47|345.4|0.0|0.0|2.04|-4.02|0.000207|0.0716|2.73|0.0|8.2e-07|0.000283|-0.05985|3.3426|4.54|-1122.433411|974.29|370.92|0.6125|0.59222|-1122.190727|0.0793|3.1278|-1122.242519|4.2894|5.0|8301.0|8301.0
3_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1|-0.001141383|5.4161004020000005|0.03287721|0.033760684|-0.07806942|2.180369373|-0.0502208409999999|0.011825591|-0.010537082|0.050638298|1|1|0.011276682|-0.129930078|-0.08121207|0.637819558|0.773786787|-0.0862461019999999|0.0904255319999999|0.8367373309999999|0.919804716|-0.06572153|0.010568144|-25.5405205|-31.92506825|5.133610255|12.23442244|-0.024645574|-15.5080075|40.30885999|0.7196876640000001|-0.985822953|-12.40663231|-11.97190059|30.67413075|2159.04913|446.8068266|-478.8760237|1602.411021|-5.815502811|8.486341272999999|0.7560922609999999|4677.30755|136.1652785|-232.6201124|16.63485592|0.015358792|665.3942366|7.460728516|1.0|1.0|2.99|2.86|0.15|21.0|-7.19|4.02|4.11|0.0|95.12|2.0|-3.7|3.0|-5.99|312.37|0.0|1.0|3.31|-4.26|0.000198|0.0617|3.12|0.0|6.49e-08|2.03e-05|-0.04964|4.9088|2.66|-990.6149055|905.23|252.57|0.58445|0.58615|-990.467184|0.0871|2681.0|-990.514888|3205.0|104.0|6983.0|6983.0
8j_a46|0.0|0|0|0.0|0.214753401|1|7.727094485|1|1|-0.0017688329999999|5.533389489|-0.008523199|0.043903904|-0.129276363|0.0|-0.081366324|0.011852046|-0.174853546|-0.053618988|1|1|0.0108603019999999|-0.204674804|-0.133413527|0.645146311|0.789844634|-0.223292257|-0.074207717|0.837678812|0.934648421|-0.068971544|0.008672342|-29.38737046|-37.04976799|4.658562801|7.723448142|-0.02566383|-19.90219786|64.83187221|0.822112519|-1.103544698|-15.7861518|-13.78596018|34.04593326|2121.846387|502.0694817|-592.7962878|1888.679875|-7.405468973|9.817783823|0.747636856|4759.107832|95.55665364|-318.43516580000005|16.76894569|0.008843828|721.0646647000001|4.750680627|0.0|1.0|3.23|3.25|0.32|17.0|-7.26|4.71|4.55|1.0|96.94|2.0|-4.59|3.0|-5.55|338.83|0.0|1.0|3.82|-4.83|2.59e-05|0.00878|3.97|0.0|5.46e-08|1.85e-05|-0.04068|4.9636|3.78|-1414.50743|978.4|249.79|0.50703|0.70121|-1414.349865|0.1427|5.2361|-1414.402087|6.4463|1228.0|5.9108|5.9108
9h_a40|0.0|0|0|0.0|0.0|1|7.515889085|0|0|-0.009041931|5.4161004020000005|-0.126968715|0.039444444|0.157606277|0.814591837|-0.343593366|0.003782277|0.133376308|-185.0|2|2|0.003099029|0.270048551|0.08305063|0.778613709|0.740778143|-0.160855189|-0.299768519|0.8022014000000001|0.864310149|-0.095803029|0.012390387|-46.04148264|-47.93581245|6.199629554|132.6583116|-0.041058441|-23.98506758|0.0|0.863884935|-1.437045429|-23.03722449|-20.54391962|52.2411122|2073.354193|432.46450360000006|-719.0371868|418.2915223|-10.27931468|13.366649|0.930966649|4322.734135|68.10626265|-359.7760137|23.78085181|0.011321157|832.3298135|5.664631335|1.0|1.0|3.3|3.55|0.11|20.0|-6.51|4.59|4.44|0.0|93.19|3.0|-5.65|3.0|-5.06|321.4|0.0|1.0|4.06|-5.12|2.23e-06|0.000716|4.51|0.0|3.09e-07|9.93e-05|-0.05991|4.2372|3.9|-1293.151333|868.84|292.61|0.64952|0.69809|-1293.033723|0.2721|2.1413|-1293.083512|2841.0|3.98|5.4001|5.4001
24_a20|0.0|0|0|0.0|0.0|1|6.842683282|0|0|-0.001547029|4.727387819|0.029711934|0.03625|0.087887688|2.041494094|-0.083539572|0.009265667|-0.060940703|-0.04104|1|1|0.008780074|0.1468474119999999|-0.060582944|0.616352201|0.74131936|0.070857143|-0.07179846|0.802353442|0.952027295|-0.067869875|0.012814211|-38.76683848|-42.82548904|8.085691548|12.83518119|-0.02714795|-27.02262995|406.1522673|0.771032243|-1.357397496|-24.46164548|-17.13019562|46.85253003|2736.601949|600.7235847000001|-856.5097809|1961.887639|-10.80905198|12.63879297|0.844319927|6109.1040920000005|144.47729840000002|-540.4525990000001|22.21722343|0.013436544|1110.861171|8.478379683|1.0|1.0|3.4|3.21|0.08|27.0|-9.32|4.76|4.78|0.0|119.42|4.0|-4.89|5.0|-6.26|402.45|0.0|1.0|3.63|-4.93|1.29e-05|0.00519|3.52|0.0|4.82e-10|1.94e-07|-0.06748|5.3396|3.74|-1291.867578|1169.35|232.2|0.46668|0.44916|-1291.647083|0.0108|3.6107|-1291.706729|4.3906|318.0|6.4976|6.4976
12y_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|-0.005996863|5.351858133|-0.037335306|0.044197531|-0.089502772|0.0|-0.353814891|0.00604028|0.061944378|-0.058184644|1|1|0.006346396|-0.153680104|-0.0922059569999999|0.842068099|0.768409873|-0.05346283|-0.095969764|0.8146529229999999|0.8489185109999999|-0.091248521|0.0149823289999999|-47.598277|-61.25585229|10.05775555|85.17057711|-0.034840345|-41.1215369|0.0|0.820108145|-1.91621895|-31.95309886|-23.38859815|57.65603256|2847.362782|569.8856940000001|-1286.372898|2411.415644|-15.70095045|14.55517927|0.804154433|6301.067405|120.7628216|-863.552275|28.51891948|0.012362508|1568.540572|8.299049218|0.0|0.0|4.86|0.0|0.21|17.0|-7.38|4.87|3.23|0.0|137.21|5.0|-6.04|4.0|-5.64|426.54|0.0|0.0|3.19|-5.46|9.14e-07|0.00039|4.6|0.0|4.12e-08|1.76e-05|-0.05065|5.1973|4.45|-1654.382468|1227.82|238.56|0.30617|0.6864399999999999|-1654.125015|0.1489|4.7043|-1654.190369|5.1209|22.0|7.6576|7.6576
18d_a25|0.0|0|0|0.0|0.0|1|6.842683282|0|0|-0.0029605|4.727387819|0.024310576|0.042843137|-0.031867489|2.029297802|-0.180590503|0.006452854|-0.070413428|0.016982601|1|1|0.0062422|-0.055336237|-0.061965108|0.722349659|0.780221059|-0.03671629|0.029728702|0.838260077|0.937813705|-0.076328248|0.011158458|-46.31109519|-57.45144813|8.39885106|70.58850837|-0.0281209329999999|-43.24308488|0.389087507|0.75793699|-1.602893201|-34.85786147|-21.166323|54.70994625|3113.122552|705.8822532|-1206.480411|2625.142499|-15.93166285|18.11893325|0.911437354|6876.316137000001|182.1982146|-908.1047824|27.92623037|0.014219928|1591.795131|10.70318668|1.0|1.0|3.66|3.57|0.11|27.0|-10.23|6.33|5.98|1.0|143.37|7.0|-6.26|4.0|-6.21|474.58|1.0|1.0|4.5|-5.54|5.47e-07|0.00026|4.21|0.0|5.92e-11|2.81e-08|-0.07287|5.6512|4.56|-1806.812778|1358.25|219.39|0.41694|0.6823899999999999|-1806.514606|0.0389|3.2353|-1806.582751|4.3658|232.0|6.6345|6.6345
12ah_a36|0.0|1|0|3.456839001|0.0|0|7.412764017000001|2|2|-0.007648622|5.351858133|-0.043678703|0.043848238|0.078459408|0.0|-0.41302559|0.0005016269999999|-0.083956827|-0.050147748|1|1|0.0010871589999999|0.133939811|-0.177407665|0.8941919290000001|0.835013502|0.011674455|-0.0861053359999999|0.8910146309999999|0.828405275|-0.1059368909999999|0.0184777819999999|-49.0084977|-68.45222166|11.93961081|82.70705743|-0.038137281|-44.23111357|0.0|0.768906425|-1.906864035|-31.66734951|-24.6427998|60.9481085|2786.56479|535.2826672|-1232.13999|2334.380591|-15.92320089|15.54445187|0.8802726820000001|6015.129321|149.3235124|-796.1600443|32.04915319|0.017909528|1602.457659|11.57242717|0.0|0.0|4.73|0.0|0.14|17.0|-7.18|3.35|2.54|0.0|128.76|5.0|-4.44|4.0|-6.49|415.88|0.0|1.0|2.34|-4.59|3.64e-05|0.0151|3.31|0.0|6.65e-08|2.77e-05|-0.05637|5.2259|3.79|-1692.512868|1148.39|237.25|0.40051|0.6970000000000001|-1692.3109559999998|0.0485|5.4979|-1692.369929|7.6265|11.0|7.9586|7.9586
18d_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|-0.0072724869999999|5.351858133|-0.064217094|0.040899471|-0.071608958|0.0|-0.385441836|0.001139238|-0.053728319|-0.087019298|1|1|0.002064369|-0.159104532|-0.120380857|0.669561738|0.815003426|-0.001699165|-0.149451598|0.870930234|0.803280262|-0.103191184|0.017843227|-49.44608411|-65.3088221|11.29282624|78.23108693|-0.037906966|-41.33339749|0.0|0.783284395|-1.85744132|-31.29400567|-23.99099587|60.73891035|2848.574353|508.389239|-1175.558798|2894.162522|-15.18369704|12.69833771|0.797831306|6367.958933|137.15746130000002|-744.0011548|30.62871675|0.016577694|1500.807121|10.49188139|0.0|0.0|4.75|0.0|0.14|17.0|-6.9|4.25|3.18|0.0|127.24|5.0|-5.39|5.0|-6.02|416.47|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|3.97|0.0|1.26e-07|5.260000000000001e-05|-0.05506|5.0125|4.07|-1674.987709|1129.46|247.35|0.4325|0.69017|-1674.785879|0.3788|5.0115|-1674.8453470000002|6.2946|21.0|7.6737|7.6737
47r_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|-0.0058631659999999|4.844187086|-0.216996268|0.035706215|0.041686585|0.0|-0.40455848|-0.005176133|-0.02952923|-0.030106257|0|0|-0.0001597829999999|0.0646283159999999|-0.362261236|0.806477847|0.7698681909999999|0.017110504|-0.048143486|0.8075001|0.769578222|-0.087091542|0.0155038689999999|-62.75220741|-65.12700692|11.59378448|13.30156885|-0.031669652|-48.70193962|60.66168882|0.688074851|-2.090197013|-46.92606587|-23.68254797|74.34599189|3389.050097|575.4901675|-1563.048166|1504.28892|-17.70979622|19.40516312|0.976088187|7727.455993|233.2574532|-1168.846551|34.41856352|0.0225607039999999|2271.625192|16.87088158|1.0|1.0|4.55|0.0|0.22|18.0|-7.46|0.43|3.76|1.0|145.82|9.0|-6.65|4.0|-6.12|504.6|0.0|0.0|2.2|-5.64|2.26e-07|0.0001139999999999|4.59|0.0|3.48e-08|1.76e-05|-0.0522799999999999|3.1705|9.2|-1964.813473|1387.23|391.06|0.69545|0.69545|-1964.443758|0.6007|2.3873|-1964.516246|3.2001|231.0|6.6364|6.6364
15_a31|0.0|1|0|3.155574452|0.0|0|7.765993078999999|1|1|-0.018913735|5.733341277|-0.134784483|0.038809524|-0.0302581979999999|0.0|-0.775463115|-0.011797858|-0.070065105|-0.074455342|2|2|-0.007631228|-0.052339921|-0.272545088|0.8314086070000001|0.8022000659999999|-0.0869591359999999|-0.116356616|0.8582665429999999|0.567108776|-0.131697567|0.038524836|-61.76522754|-70.00513464|20.47825449|141.1489667|-0.041588706|-37.21191643|514.6215199|0.641533577|-1.58037081|-32.83191294|-22.10688462|82.24348203|2351.566145|301.452236|-840.0616157|1675.977147|-11.75113151|11.51842782|0.873235738|5087.628096|190.5463457|-446.5429972|34.45943505|0.03396368|1309.458532|18.05372755|1.0|1.0|3.31|1.64|0.19|16.0|-5.66|4.12|3.0|0.0|90.47|4.0|-4.28|5.0|-6.84|342.37|0.0|1.0|2.27|-3.57|5.27e-05|18.0|2.18|0.0|2.19e-06|0.000749|-0.04192|4569.0|3.9|-1460.861851|925.93|271.36|0.5241899999999999|0.5241899999999999|-1460.736142|348.0|5.5793|-1460.790873|7.5831|1.1|5.9586|5.9586
A8301_a51|0.0|0|0|0.0|0.0|1|6.86171134|0|0|-0.00449765|4.727387819|-0.028789626|0.039058957|0.078523314|1.987294898|-0.242873103|0.00740124|-0.012770742|-0.1227504419999999|1|1|0.007083041|0.135886548|-0.0618359079999999|0.7595189840000001|0.6959300979999999|-0.013846396|-0.21474885|0.750630149|0.934739895|-0.0780376929999999|0.008152073|-35.90764428|-50.67621589|5.293803823|36.55933899|-0.032775831|-32.90818536|78.46116212|0.854959635|-1.6387915469999998|-23.3177516|-21.28401067|41.20144811|2799.106729|607.0025787000001|-1064.200534|2461.663545|-13.82143785|13.24988678|0.922911768|6401.6494600000005|94.18649643|-691.0718926|24.89475504|0.009586697|1244.737752|6.225421319|1.0|1.0|3.49|3.5|0.04|27.0|-9.38|5.5|5.52|1.0|129.04|5.0|-6.6|3.0|-5.31|421.52|0.0|1.0|4.58|-5.93|2.5e-07|0.000105|5.02|0.0|4.12e-10|1.74e-07||||||||||||||12.0|7.9208|7.9208
12_a15|0.0|0|0|0.0|0.0|0|0.0|0|0|-0.006620824|0.0|-0.0455566929999999|0.034285714|-0.035728911|0.0|-0.370766171|0.001740635|-0.106061273|-0.01062828|0|0|0.0034254209999999|-0.054575504|-0.184255041|0.8310685940000001|0.723852961|0.049877871|-0.019064393|0.769289315|0.89637291|-0.094209248|0.015018226|-39.00359933|-60.15445365|9.58943236|72.18361893|-0.031995594|-38.40979933|4.192089814|0.746489397|-1.695766456|-24.90456371|-20.42981445|48.59303169|2613.57759|572.3516967|-1082.780166|2661.728915|-13.04483751|10.40571107|0.909927213|5897.820841|161.8714956|-691.376388|27.36785616|0.016453962|1450.496376|10.50617745|1.0|1.0|3.56|3.73|0.12|24.0|-9.82|5.32|6.3|0.0|119.95|6.0|-6.22|4.0|-4.97|397.47|1.0|1.0|4.7|-5.83|5.99e-07|0.0002379999999999|5.29|0.0|1.51e-10|5.99e-08|-0.03196|4.4819|5.16|-1281.060163|1177.81|276.63|0.50595|0.70444|-1280.810963|0.0093|4.3338|-1280.871722|6.0547|4.0|8.3979|8.3979
47n_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|-0.007614955|4.844187086|-0.057061805|0.032169312|0.017491759|0.0|-0.609196374|0.000271488|-0.003276575|-0.048404296|0|0|0.001705837|0.026244774|-0.258092915|0.722991132|0.696612213|-0.09714337|-0.083719099|0.726888951|0.792429396|-0.091185806|0.0106152389999999|-65.43887366|-75.24728669|8.759783644|61.29571241|-0.031974244|-62.09468789|47.476904100000006|0.783921929|-2.4620167580000003|-54.00070374|-26.38541222|74.19865731|3349.802294|653.9193397999999|-2031.676741|2052.393389|-21.77346199|20.17045476|0.932611327|7909.580851999999|178.30942439999998|-1676.556573|33.65821422|0.01357247|2591.682495|11.20011508|1.0|1.0|4.69|0.0|0.31|18.0|-9.76|3.67|3.31|1.0|162.18|13.0|-6.02|4.0|-6.68|539.67|0.0|0.0|2.76|-5.24|9.48e-07|0.000511|4.1|0.0|1.7500000000000002e-10|9.44e-08|-0.0525299999999999|3.2028|9.78|-1743.299948|1565.37|387.11|0.6914600000000001|0.6914600000000001|-1740.5852670000002|0.5056|2.4754|-1740.663577|3.3568|64.0|7.1938|7.1938
13m_a6|0.0|1|0|3.415695704|0.0|0|6.842683282|0|0|-0.010840005|4.727387819|-0.135152403|0.0446875|0.021526267|1.617900191|-0.628720289|-0.0093684169999999|0.054340057|-0.018628955|1|1|-0.00687003|0.037052986|-0.118693789|0.870730542|0.7767360059999999|0.156982046|-0.031564227|0.832753533|0.715612461|-0.107644789|0.01858251|-68.97140339|-75.05944278|12.95736535|91.22689385|-0.0378750189999999|-52.33806464|95.67846949|0.7362989999999999|-2.045251|-48.09294654|-26.40980394|81.92876874|2951.567781|498.9881336|-1426.129413|2574.030011|-18.41524497|16.2526769|0.926594475|6412.592679|183.8755989|-994.4232282|35.8683143|0.020928405|1936.888972|14.59313027|1.0|1.0|3.59|2.18|0.08|27.0|-9.67|4.19|3.76|0.0|127.2|6.0|-4.64|5.0|-7.23|435.48|0.0|1.0|2.67|-4.28|2.27e-05|0.00987|2.43|0.0|2.1499999999999998e-10|9.35e-08|-0.07137|3.9127|4.27|-1423.712909|1231.54|316.88|0.66475|0.64753|-1423.448957|0.1924|4.2913|-1423.511471|6.5243|0.01|8.0|8.0
13c_a5|0.0|1|0|2.944180713|0.0|0|6.605297921|1|1|-0.005082338|4.59511985|-0.0090268969999999|0.024822695|-0.010689086|0.0|-0.284610951|0.005288472|-0.098760742|-0.018055556|1|1|0.006110714|-0.017427549|-0.150963534|0.705487111|0.770478689|0.003545487|-0.033833834|0.822789227|0.80019672|-0.076591149|0.023143526|-50.97293525|-50.50012762|15.25960958|158.67712230000004|-0.025039414|-33.29709668|51.93687546|0.551328235|-1.302049531|-33.60884086|-16.50965711|66.23254483|2793.480751|527.6071331999999|-858.5021696|1235.709541|-10.8855893|15.90846721|0.873289814|5989.714507|295.8302846|-566.0506435|29.94524142|0.0302745689999999|1557.152554|19.96143955|1.0|1.0|3.13|2.58|0.17|23.0|-8.09|4.23|3.29|0.0|120.88|5.0|-3.55|5.0|-7.28|411.46|0.0|1.0|2.68|-3.96|0.0002839999999999|0.1169999999999999|2.15|0.0|8.170000000000001e-09|3.36e-06|-0.05615|4706.0|3.99|-1351.2369640000002|1153.36|263.46|0.41594|0.51479|-1351.008469|0.1666|2.3276|-1351.067237|2.9732|123.0|6.9101|6.9101
13b_a6|0.0|1|0|3.423777636|0.0|0|7.412764017000001|1|1|-0.011206134|5.351858133|-0.0265090529999999|0.042739018|0.060593678|0.0|-0.6051312529999999|-0.00460563|-0.104663349|-0.064811009|1|1|-0.00194781|0.100281317|-0.180339002|0.850080948|0.7788169070000001|-0.029988734|-0.11338525|0.8370824240000001|0.7757172059999999|-0.112915801|0.032036214|-61.06841733|-74.04643339|21.00828557|154.7847961|-0.0406496879999999|-48.5571926|554.4007331|0.757233678|-2.032484418|-40.04664055|-26.65671602|82.07670290000002|2821.72831|508.6895893|-1332.835801|2587.000662|-17.48058934|15.37022155|0.69141956|6000.952027|159.1980937|-874.0294667999999|35.20276076|0.0203627189999999|1760.1380379999998|13.35319491|1.0|1.0|3.56|2.85|0.12|23.0|-9.01|4.98|4.32|0.0|116.79|5.0|-5.51|5.0|-6.1|409.44|0.0|1.0|3.45|-4.99|3.11e-06|0.0012699999999999|3.8|0.0|9.77e-10|4e-07|-0.0525799999999999|4.8494|4.04|-1350.061187|1167.21|255.67|0.58026|0.7006600000000001|-1349.837661|0.2461|10.8032|-1349.898848|13.5746|174.0|6.7595|6.7595
25_a12|0.0|0|0|0.0|0.0|0|0.0|0|0|-0.004103693|0.0|-0.045725323|0.038787879|-0.089297664|2.050456822|-0.180562493|0.000864238|-0.025245046|-0.11195017|0|0|0.001783739|-0.141917694|-0.0861945369999999|0.8472746290000001|0.638255008|-0.2430098439999999|-0.208172827|0.688743998|0.947937175|-0.080147596|0.004952762|-28.517955|-41.75851719|2.580489093|37.96125329|-0.03323193|-21.75703145|0.0|0.917298637|-1.362509125|-14.85843094|-17.31450713|31.09844409|2067.69985|493.8944271000001|-709.8947922|1907.027255|-9.021208163|9.70173342|0.814415245|4329.321091|43.08908189|-369.8695347|18.87554002|0.005118351|773.8971409|2.666764531|1.0|1.0|2.81|3.43|0.05|22.0|-8.78|4.7|5.35|0.0|99.48|3.0|-5.28|2.0|-4.82|311.38|0.0|1.0|4.29|-5.25|5.19e-06|0.00162|4.76|0.0|1.6399999999999995e-09|5.12e-07|-0.05352|4.2653|4.73|-974.6328337|945.73|290.68|0.63284|0.69029|-974.458128|0.1897|1.2494|-974.508059|2.2482|22.0|7.6576|7.6576
10_a47|0.0|0|0|0.0|0.0|0|0.0|0|0|-0.008013899|0.0|-0.166367455|0.042276423|-0.169242585|1.329777427|-0.384667159|-0.008120645|0.0814897|0.007193585|0|0|-0.0065562469999999|-0.349569106|-0.045289209|0.7027461220000001|0.754096463|-0.138304661|0.011239977|0.8077565520000001|0.841070966|-0.0936757959999999|0.00951788|-40.80144983|-50.08559665|5.088920549|103.41137940000002|-0.035388634|-26.77924406|0.0|0.801882632|-1.592488524|-21.81529334|-18.9212254|45.89037038|2355.515804|449.6950454|-851.455143|1567.859561|-10.11660331|10.66897998|0.699661037|5482.319019|105.9273263|-455.247149|23.5960035|0.014051737|1061.820157|7.51303623|1.0|1.0|3.02|2.97|0.09|22.0|-8.85|5.12|5.92|0.0|106.43|3.0|-5.75|4.0|-5.08|359.4|1.0|1.0|4.41|-5.5|1.77e-06|0.000638|4.8|0.0|1.4199999999999999e-09|5.110000000000001e-07|-0.0486399999999999|5.7693|4.37|-1188.3744|997.16|214.9|0.53909|0.69212|-1188.1907199999998|0.2175|1.9281|-1188.244739|2.8795|13.0|7.9|7.9
1_a1 (SKF-104365)|0.0|0|0|0.0|0.0|1|7.535296702|1|1|-0.006055958|5.4161004020000005|-0.01959813|0.0409444439999999|-0.091086986|0.0|-0.218014497|0.000663414|-0.10236005|0.11172918|1|1|0.002250781|-0.221214316|-0.300426726|0.57031697|0.7926983559999999|-0.015406451|0.194988905|0.857919181|0.8131557509999999|-0.081192283|0.0133681239999999|-31.45099608|-37.55389489|6.18316314|6.658828587|-0.029524467|-17.369816|63.42504103|0.709744919|-0.9743074|-14.547040099999998|-13.65596178|37.63415922|1997.193006|376.1092109|-450.6467387|1551.362941|-6.316296726|9.042613965|0.71469847|4225.4765640000005|134.2517831|-208.4377919|19.24066156|0.018973797|634.9418316000001|8.775956802|1.0|1.0|2.97|2.68|0.12|17.0|-6.0|3.93|4.28|0.0|81.72|2.0|-3.8|3.0|-6.01|297.35|0.0|1.0|3.27|-4.02|0.000159|0.0472|2.96|0.0|9.93e-07|0.000295|-0.03482|3.8901|3.45|-1279.060907|809.96|318.72|0.70081|0.70081|-1278.971649|0.2178|4.5773|-1279.017667|6.9338|1.6|5.7959|5.7959
12c_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|-0.006900253|5.351858133|-0.030422458|0.042804233|-0.0983590219999999|0.0|-0.3657134279999999|0.00372838|0.019094532|-0.072247675|1|1|0.003603419|-0.172653074|-0.090173435|0.8264832879999999|0.824373792|-0.031986012|-0.1240820219999999|0.880943609|0.8439327120000001|-0.096482247|0.01588025|-50.12643041|-62.99109515|10.36785909|82.07537640000001|-0.037411484|-41.12547305|0.0|0.8061287690000001|-1.833162702|-32.72642202|-24.42511853|60.4942895|2860.640481|550.9847369|-1196.830808|2456.062146|-15.946612|13.9883503|0.828040991|6403.739746|126.574178|-781.3839879|30.29927658|0.014695647|1484.664552|9.594458155|0.0|0.0|4.62|0.0|0.14|17.0|-7.22|4.47|3.27|0.0|132.29|5.0|-5.93|4.0|-5.75|432.93|0.0|1.0|3.11|-5.44|1.19e-06|0.0005139999999999|4.49|0.0|6.03e-08|2.61e-05|-0.0542299999999999|5.0582|4.45|-2035.339256|1168.62|245.12|0.32037|0.68457|-2035.141497|0.1568|3.7377|-2035.202565|4.7893|0.01|7.9914|7.9914
