molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|MATS8d|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
15b_a10|0.0|0|0|0.0|0.0|1|1|1|1.3438370730000002|2.145379897|5.4161004020000005|0.024214591|2|0.033219955|-0.111812184|2.0455289690000003|0.011484257|-0.082365722|-0.058911857|1|0.011928706|-0.174170642|-0.27395395|2|0.744213612|-0.058258414|-0.104250125|0.921918974|-0.046334564|0.697099355|0.015973068|-31.76194123|-50.44100799|10.94939968|0.078081026|-0.024105015|-34.57687319|118.6253241|0.670236374|-1.398090862|-21.77253505|62.53159836|-16.52377848|-11.32690674|0.329763626|6.6940006620000005|0.706711759|6105.426726|226.0501037|-656.9605906|24.65365821|0.017637846|766.4127559|12.09059037|1.0|0.0|3.61|3.89|21.0|-8.18|4.34|4.44|56.07|2.14|0.0|123.73|1.0|31.0|5.0|413.51|0.0|0.0|3.66|0.00943|3.49|0.0|6.609999999999999e-09|2.73e-06|-0.04734|5.7620000000000005|2.74|3.7625|-1317.766641|721.17|1231.3|329.52|0.3575|215.17|0.46711|-0.15579|0.02977516|-1317.4913390000002|85.0|7.0706|7.0706
13_a4|0.0|0|0|0.0|0.0|1|1|1|1.399843898|2.050136054|5.4161004020000005|-0.019846488|1|0.044357639|-0.059300584|0.0|0.012994083|-0.14818661|-0.0963182119999999|1|0.012019888|-0.0161529719999999|-0.025714912|1|0.645708528|-0.215746851|-0.157188841|0.970027005|-0.050017793|0.229685203|0.008746805|-24.48959182|-33.41617993|4.282589756|0.029972995|-0.0279998139999999|-16.36114989|54.71349575|0.862539527|-1.091992764|-11.99053523|37.12083496|-13.70920202|-6.7122666220000005|0.137460473|5.663493161|0.751144285|3983.972795|67.30306705|-261.7783983|15.89399858|0.007566425|373.9073307|3.704655033|0.0|0.0|3.39|2.87|17.0|-6.2|4.18|4.15|30.71|2.9|0.0|90.06|1.0|22.0|2.0|287.36|0.0|1.0|3.57|0.0108|3.75|0.0|6.28e-07|0.00018|-0.03168|4.4811|3.87|4.1733|-898.3562912999998|536.09|893.0|297.09|0.2133|276.68|0.53815|-0.17204|0.018124154|-898.2503529999999|4.0|5.3979|5.3979
18_a31|0.0|0|0|3.281949877|0.0|0|0|0|0.610137226|0.0|5.351858133|-0.138136629|0|0.0427124179999999|-0.051184519|0.0|-0.009923585|-0.001973566|-0.096301845|2|-0.007811355|-0.065041042|-0.107017926|0|0.868704545|0.022160691|-0.1647054359999999|0.72588713|-0.11789212|0.258135789|0.014467496|-69.19879619|-75.99442464|8.49194438|0.27411287|-0.040279446|-44.60622732|0.0|0.7774768320000001|-1.81257508|-40.61741697|85.81723707|-23.64270989|-13.87749294|0.222523168|7.076684189|0.8155571290000001|4856.251645|130.6137795|-624.4871824|30.40953623|0.01673486|477.1857166|9.822812434|1.0|3.0|3.41|2.85|16.0|-6.54|4.9|3.48|119.14|0.75|0.0|99.32|1.0|25.0|4.0|356.44|0.0|1.0|2.89|86.0|2.47|0.0|2.9e-07|0.000104|-0.03702|5.0092|4.81|3.9105|-1465.528656|630.26|1041.21|317.05|444.0|247.51|0.51842|-0.16212|0.04825999|-1465.359325|0.13|6.8861|6.8861
7g_a8|0.0|0|0|3.095238804|0.0|1|1|1|1.39137419|1.336155045|5.4161004020000005|-0.067360394|0|0.0448526079999999|-0.030968098|0.0|-0.00087806|-0.027838247|-0.027717137|1|0.0002620309999999|0.021974492|0.046246982|0|0.627990269|0.098510683|-0.044866536|0.699376143|-0.107714754|0.306360885|0.031841955|-64.55562181|-67.26263865|19.08352484|0.300623857|-0.045912914|-40.31185423|56.75323443|0.806738465|-2.020168201|-38.68948451|78.41805331|-27.51653399|-16.4912131|0.193261535|7.588498875|0.8889952590000001|6293.364606|115.825531|-725.6133762000001|34.10836993|0.018613449|509.2753308|11.15541466|0.0|1.0|3.29|3.32|23.0|-7.91|4.94|4.66|80.04|3.4|0.0|108.0|1.0|30.0|5.0|399.37|0.0|1.0|4.14|0.00143|4.38|0.0|1.23e-08|4.92e-06|-0.06621|3.7874|6.26|3.7874|-1374.493069|620.67|1053.9|327.36|0.5165|327.36|0.62073|-0.15508|0.03974865|-1374.3479960000002|21.03|4.6772|4.6772
12v_a36|0.0|0|0|3.468871488|0.0|0|2|2|1.297043692|0.0|5.351858133|-0.04314418|2|0.041767677|0.073329354|0.0|0.00127667|-0.086194201|-0.023932402|1|0.003077071|-0.1430106119999999|-0.239932418|1|0.8913597320000001|0.024751559|-0.041914045|0.802291339|-0.078158778|0.334379501|0.027145269|-51.4172081|-69.20675352|17.85767346|0.197708661|-0.033118671|-45.52806671|0.462992841|0.6276553979999999|-1.788408258|-33.82511043|88.07013157|-21.78731129|-14.33290989|0.372344602|8.456596706000001|0.8580426609999999|6065.593390999999|244.9490697|-773.9771341000001|34.71221847|0.02867403|679.7230552999999|18.86337805|0.0|2.0|4.82|0.0|17.0|-6.69|2.77|1.89|78.43|1.72|0.0|130.24|1.0|31.0|5.0|411.46|0.0|0.0|1.81|35.0|2.65|0.0|2.03e-07|8.340000000000001e-05|-0.05219|3.8847|2.65|3.7035|-1347.475543|671.56|1150.38|334.77|0.4247|319.16|0.69298|-0.15185|0.03275089|-1347.260743|14.0|7.8539|7.8539
12h_a36|0.0|0|0|3.468184524|0.0|0|2|2|1.297043828|0.0|5.351858133|-0.041228471|2|0.039061728|0.059920602|0.0|0.00127667|-0.003014954|-0.051080247|1|0.003077071|-0.1430106119999999|-0.239932418|1|0.8913597320000001|-0.10861416|-0.089459459|0.819614525|-0.073572836|0.3726296|0.027905055|-48.17643878|-70.19826261|18.27258858|0.180385475|-0.035734517|-45.96672487|1.413982241|0.665254541|-1.929663894|-31.5465515|87.85958486|-23.39942087|-15.32224162|0.3347454589999999|7.428908584|0.8675704009999999|6159.17335|219.1956304|-827.4010477|35.1736357|0.026971557|679.7230552999999|17.66132225|0.0|2.0|4.8|0.0|17.0|-6.69|2.77|1.89|78.43|1.72|0.0|130.24|1.0|31.0|5.0|411.46|0.0|0.0|1.81|35.0|2.65|1.0|2.03e-07|8.340000000000001e-05|-0.05013|5.1998|2.92|3.4554|-1347.481013|697.29|1177.89|358.81|0.5756|238.44|0.34589|-0.14247|0.02925492|-1347.260478|14.0|7.8539|7.8539
12j_a36|0.0|0|0|3.502198129|0.0|0|2|2|0.6293514410000001|0.0|5.351858133|-0.0446165029999999|2|0.039061728|0.091496219|0.0|0.00285431|0.039869055|-0.051080247|1|0.003710345|-0.07550872|-0.133106642|1|0.906423012|-0.1241793309999999|-0.089459459|0.852586292|-0.069970795|0.362692602|0.018160631|-46.2113679|-69.66341599|11.99396966|0.147413708|-0.037113558|-46.00836307|2.098786266|0.7758129420000001|-2.004132137|-30.5197407|80.59149538|-24.51120192|-16.18812775|0.224187058|7.483427579|0.8425708820000001|6352.018345|148.06163930000002|-874.1588982999999|31.59421634|0.016546717|725.9470896|10.92807939|0.0|2.0|4.86|0.0|17.0|-7.05|3.33|2.61|94.5|2.51|0.0|135.47|1.0|31.0|4.0|427.52|0.0|0.0|2.33|0.0132|3.19|0.0|8.95e-08|3.83e-05|-0.05098|5.2072|3.37|3.7807|-1670.448063|694.28|1198.96|327.94|0.4981|238.1|0.37116|-0.15495|0.02793415|-1670.245584|0.01|8.0|8.0
12ap_a36|0.0|0|0|3.4417292610000003|0.0|0|2|2|1.2970441659999998|0.0|5.351858133|-0.010732275|2|0.042739018|0.066185994|0.0|-0.000143196|-0.105824575|-0.042675894|1|0.001194592|-0.098598933|-0.175397741|1|0.8707354620000001|-0.025198947|-0.074596774|0.830587483|-0.082622504|0.27547717|0.0217479329999999|-54.21070432|-69.6632787|14.26936622|0.1694125169999999|-0.037473093|-45.7078307|0.0|0.737851886|-1.91112774|-35.56900768|83.16347311|-24.58703954|-16.13217554|0.262148114|8.766216204|0.86772056|6003.481614|172.00197649999998|-822.7409526|33.32245946|0.020575639|642.3830552000001|13.50019441|0.0|2.0|4.78|0.0|17.0|-6.66|2.75|1.76|92.99|1.38|0.0|128.47|1.0|31.0|5.0|406.44|0.0|0.0|1.66|0.0458|2.4|0.0|2.21e-07|8.97e-05|-0.06084|4.9124|2.98|3.8801|-1325.199863|691.41|1160.79|319.54|0.8819|252.39|0.59563|-0.15704|0.04039655|-1325.0127220000002|32.0|7.4949|7.4949
7b_a10|0.0|0|0|0.0|0.0|0|2|2|1.186434511|0.0|5.4161004020000005|0.037541178|2|0.037804233|-0.060829392|2.079721225|0.011041815|-0.01808249|0.039221939|0|0.010068964|-0.051052176|-0.082499103|2|0.624866343|-0.108464916|0.065705128|0.92441666|-0.0590666679999999|0.5113525529999999|0.009734392|-30.71062112|-37.45675757|5.061217187|0.07558334|-0.027444463|-19.47494818|56.22969776|0.781045839|-1.152667458|-15.96741933|43.9185573|-14.26924098|-7.419027879|0.218954161|4.854451707|0.8069307729999999|5212.568172|113.8411654|-311.5991709|18.26940272|0.012428175|459.0250226|6.46179973|0.0|0.0|3.9|0.0|16.0|-6.99|4.34|3.03|41.38|3.04|1.0|105.44|1.0|25.0|3.0|346.81|0.0|1.0|3.02|0.00182|4.68|0.0|1.0200000000000001e-07|3.54e-05|-0.05377|6.0231|3.44|3.6426|-1450.09312|562.31|951.55|340.37|0.1488|205.85|0.4195399999999999|-0.1584799999999999|0.02946054|-1450.124551|19.8|4.7033|4.7033
30_a47|0.0|1|1|0.0|0.0|1|0|0|1.304327883|1.435022468|4.727387819|-0.184735553|2|0.038387534|0.013114301|1.192095911|-0.0098410169999999|-0.008774855|0.0467853809999999|1|-0.008325552|-0.035472095|-0.079370393|2|0.6850994429999999|-0.1340278869999999|0.074217097|0.67896733|-0.108232368|0.384732322|0.022747897|-64.94243028|-64.38108459|13.64937081|0.32103267|-0.0383202979999999|-38.63044093|76.90733636|0.679447569|-1.609452527|-38.96726396|81.25550675|-22.9932445|-13.79658605|0.320552431|6.886726437999999|0.879999675|5852.817155|192.3403721|-579.456614|33.84108731|0.028122734|457.1122177|16.87442216|1.0|2.0|3.03|2.12|21.0|-7.24|2.71|3.93|98.72|1.78|0.0|104.25|1.0|28.0|5.0|396.81|0.0|1.0|2.61|0.0315|2.5|0.0|5.74e-08|2.28e-05|-0.0564299999999999|3.7159|3.89|3.7159|-1696.12008|615.85|1032.35|333.66|0.3566|333.66|0.6944899999999999|-0.1517|0.0420327|-1695.9887|13.0|7.9|7.9
19i_a38|0.0|0|0|3.169368622|0.0|0|2|2|1.297043925|0.0|5.351858133|-0.115864198|2|0.043197531|0.08414367|0.0|-0.006877664|-0.074033381|-0.053762162|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|-0.040954326|-0.087904124|0.747158407|-0.08347616|0.4748744179999999|0.022576308|-51.15830416|-69.40536597|13.83587388|0.252841593|-0.040770109|-42.53502816|10.71501217|0.7419238420000001|-2.038505453|-31.35232957|82.98550237|-24.98593175|-15.31261014|0.258076158|6.690507557999999|0.800346329|6744.7785650000005|158.161786|-765.6305068|33.67721904|0.022159015|593.6088758|13.5801364|1.0|3.0|4.8|2.88|17.0|-7.12|3.55|3.11|81.23|2.78|0.0|125.65|1.0|31.0|5.0|419.43|0.0|1.0|3.04|0.0196|2.88|0.0|7.599999999999999e-08|3.19e-05|-0.0564799999999999|5.7041|3.66|3.6129|-1431.415351|641.31|1101.03|343.17|0.2156|217.36|0.4342|-0.14872|0.03110827|-1431.239177|13.0|7.9031|7.9031
18_a3|0.0|0|0|2.897754472|0.0|0|0|0|1.43179288|0.0|4.59511985|-0.021283637|3|0.034712644|0.08269134|1.742872103|0.0057881999999999|0.042606196|-0.025890816|1|0.005799063|-0.035611069|-0.064953613|3|0.7226687409999999|0.0355413979999999|-0.051083228|0.8419576209999999|-0.069839069|0.217881538|0.013796397|-31.07331853|-37.67445366|6.1383958|0.158042379|-0.031753312|-16.76239841|0.0|0.682492203|-1.016105994|-13.82537222|48.19055867|-14.12792012|-6.285899403999999|0.317507797|5.293627315|0.935646099|3928.183499|141.2679329|-201.1487809|20.70048575|0.02363555|270.539096|10.51610501|1.0|1.0|2.62|1.81|21.0|-6.83|3.42|3.08|67.35|0.93|0.0|80.35|1.0|21.0|4.0|273.29|0.0|1.0|2.21|147.0|1.79|0.0|1.49e-07|4.07e-05|-0.05769|3.9765|1.85|3.9765|-889.9619321|482.41|784.04|311.79|0.3326|311.79|0.6671699999999999|-0.1641099999999999|0.02173162|-889.894728|0.03|7.5229|7.5229
8b_a8|0.0|0|0|3.191799887|0.0|1|1|1|1.395658149|1.42474537|5.4161004020000005|-0.182065125|1|0.040054466|0.019958073|0.0|-0.0055544409999999|-0.0422693659999999|-0.03443232|1|-0.003593429|0.049587543|0.079250224|1|0.758899977|0.097555876|-0.0527918259999999|0.558354653|-0.130159955|0.28604765|0.032440348|-79.74587194|-71.23625346|19.87542051|0.441645347|-0.047457424|-43.64473805|89.09854311|0.781454722|-2.325413799|-48.85837649|84.97574547|-29.07602182|-17.8141788|0.218545278|7.507665421|0.936224813|6471.7604200000005|133.8974321|-872.8947609999999|37.20755791|0.022425382|589.263087|13.73949201|0.0|2.0|3.52|2.93|23.0|-7.13|3.65|3.03|112.23|2.12|0.0|114.18|1.0|31.0|5.0|414.41|0.0|0.0|2.9|0.0153|2.76|0.0|7.33e-08|3.04e-05|-0.06114|4.5819|6.41|3.2992|-1407.0843|640.35|1098.17|375.8|0.2618|270.59|0.57234|-0.13807|0.03204403|-1406.887058|5.08|5.2941|5.2941
21_a12|0.0|0|0|0.0|0.0|0|1|1|0.609915045|0.0|4.59511985|-0.058516436|3|0.037992832|-0.213225401|0.0|-0.003879878|-0.01367083|-0.0546514309999999|1|-0.001825446|-0.116098308|-0.211367878|2|0.923855679|-0.061915124|-0.099516604|0.84827776|-0.068775342|0.192026642|0.012230115|-34.60932333|-50.37198585|6.154473157000001|0.15172224|-0.036878492|-25.34833425|0.0|0.770818357|-1.401382713|-17.416202300000002|59.10840872|-18.55810005|-9.338859985|0.229181643|5.891343219|0.8993077970000001|4652.242111|115.3294396|-354.8766794|24.07584081|0.017360942|380.2468615|8.736422872|1.0|1.0|4.05|2.81|17.0|-6.78|4.01|2.25|78.41|1.82|0.0|98.16|1.0|23.0|4.0|319.38|0.0|1.0|2.68|0.0551|2.53|0.0|1.67e-07|5.3200000000000006e-05|-0.0546899999999999|4.6851|2.56|3.9971|-1327.479547|539.67|893.17|310.18|0.3665|264.64|0.59386|-0.16784|0.02758166|-1327.397348|22.0|7.6576|7.6576
6e_a40|0.0|0|0|0.0|0.0|1|1|2|0.604892975|1.75595616|6.401917197|-0.074872854|0|0.039160494|-0.15110197|0.744550501|-0.0026177839999999|0.103594243|-0.205140551|2|-0.002992481|-0.020200684|-0.037027769|0|0.685858263|-0.011405885|-0.289988439|0.74620476|-0.107312598|0.376602018|0.015875595|-70.52033811|-76.50178121|10.43262695|0.25379524|-0.04873174|-50.27304895|35.33106374|0.866991176|-2.095464821|-46.34235117|84.95203628|-32.02400144|-21.04453212|0.133008824|6.972949117000001|0.791830204|7585.605268000001|87.40658058|-904.9148811|36.93694043|0.012858969|587.7345677999999|8.450255075|0.0|1.0|3.98|3.16|14.0|-4.63|5.02|3.72|173.43|2.12|2.0|125.15|2.0|30.0|5.0|476.98|1.0|1.0|3.68|0.00124|4.4|1.0|2.35e-05|0.0112|-0.09682|2.9549|8.35|2.9549|-2831.191706|671.95|1149.77|419.59|0.3625|419.59|0.67187|-0.1195799999999999|0.03482243|-2831.048968|18.0|7.7447|7.7447
13j_a6|0.0|0|0|3.409065702|0.0|0|1|1|1.430640326|0.0|5.351858133|-0.154502515|1|0.041728395|0.07522656|0.0|-0.011017781|-0.0951246069999999|-0.047513534|1|-0.007703306|-0.045418125|-0.073507141|1|0.8744720490000001|-0.063948098|-0.079161042|0.6229641429999999|-0.120219472|0.205764388|0.03111288|-80.33128667|-86.54032868|20.78979124|0.377035857|-0.046428683|-57.82670518|114.6910805|0.7841668409999999|-2.460720196|-53.67779048|99.85109065|-31.02389141|-20.73032827|0.215833159|8.741405506|0.765539515|6276.316063|144.22085800000002|-1098.707398|39.56287079|0.0199201689999999|673.8038326000001|13.31076198|1.0|3.0|3.56|2.26|23.0|-8.5|4.16|3.54|115.15|1.18|0.0|120.17|1.0|32.0|5.0|427.46|0.0|1.0|2.82|14.0|2.95|0.0|3.18e-09|1.36e-06|-0.0488899999999999|3.6504|4.94|3.5599|-1426.5532050000002|712.52|1196.6|348.28|0.2857|339.64|0.69993|-0.14602|0.03242949|-1426.335207|262.0|6.5817|6.5817
8k_a46|-3.737070812|0|0|0.0|0.1337610719999999|1|1|1|0.300205953|2.105349622|5.533389489|-0.380857136|2|0.038616352|-0.061030265|0.0|-0.002099764|-0.114070359|-0.038125|1|0.002202734|-0.030019362|-0.050069565|2|0.73768327|0.095179795|-0.051289238|0.7381768390000001|-0.08638304|0.400181795|0.009441365|-61.98124174|-61.95565276|6.774333772|0.261823161|-0.033099828|-44.45419269|19.34993627|0.8265691140000001|-1.985989657|-44.4725532|70.036452|-23.74966689|-17.04077386|0.173430886|8.070811215|0.975803904|7352.280688|124.4394929|-1022.446432|28.73282642|0.0112621819999999|865.6610153999999|8.080799245|0.0|2.0|3.94|2.82|23.0|-8.66|2.94|5.37|124.17|1.86|0.0|132.47|1.0|34.0|6.0|474.58|0.0|0.0|3.29|0.00355|3.45|0.0|2.17e-09|1.03e-06|-0.0398699999999999|5.0379|7.63|4.1034|-1845.304274|742.04|1302.56|302.15|0.1354|246.1|0.41618|-0.16967|0.04718819|-1845.037411|147.0|6.8327|6.8327
33_a20|0.0|0|0|0.0|0.0|1|0|0|1.4175014119999998|1.915285809|4.727387819|0.023539095|2|0.0388043479999999|0.148855442|2.0219022580000003|0.009265667|-0.061975089|-0.062750442|1|0.008780074|-0.036258691|-0.060582944|2|0.616352201|-0.0854333469999999|-0.10978034|0.9493896|-0.058927252|0.399354817|0.012738882|-38.58254635|-45.72654913|8.340767701|0.0506104|-0.0265385579999999|-29.9394021|64.93395624|0.759356182|-1.326927921|-25.26187502|54.60811436|-17.37608867|-11.3769728|0.240643818|8.062843544|0.8721516570000001|5916.443448|157.56124519999997|-568.84864|22.88265911|0.013564844|664.4562602999999|8.881565237|0.0|0.0|3.39|3.59|27.0|-9.69|5.33|5.39|67.39|2.61|0.0|121.62|1.0|31.0|4.0|401.46|0.0|1.0|4.28|0.0012|4.47|0.0|2.04e-10|8.199999999999999e-08|-0.0582899999999999|5443.0|4.07|3.8867|-1275.852801|689.51|1174.95|318.99|0.6157|227.79|0.27375|-0.15959|0.02957286|-1275.662457|34.0|7.4685|7.4685
1g_a5|0.0|0|0|2.942391606|0.0|0|0|0|1.4275159730000002|0.0|4.59511985|-0.010620031|2|0.027447447|-0.011534568|0.0|0.00683534|-0.132678208|-0.0353243789999999|1|0.006957291|-0.010807075|-0.0178558139999999|2|0.74740095|0.030722968|-0.067172264|0.8659209659999999|-0.070108797|0.39389953|0.020418692|-37.59983870000001|-39.8807456|10.9506874|0.134079034|-0.027205531|-21.388323|0.589719781|0.61393343|-1.11542677|-20.16505667|54.34919851|-14.59051668|-7.824996219|0.38606657|7.312498266|0.891486942|4639.260975|207.0502037|-320.82484500000004|23.76563316|0.02697793|422.96706330000006|14.46845291|1.0|1.0|2.79|2.12|23.0|-8.14|4.5|4.21|63.69|1.57|0.0|96.98|1.0|25.0|4.0|328.37|0.0|1.0|3.09|0.0206|3.03|0.0|7.190000000000001e-09|2.36e-06|-0.0393|4.7822|2.61|4.1733|-1065.846194|572.15|961.17|297.09|0.1769|259.26|0.4386899999999999|-0.17042|0.02730461|-1065.727193|115.0|6.9393|6.9393
14d_a23|0.0|1|1|0.0|0.0|2|0|0|1.197963465|3.405551724|5.351858133|-0.026530366|2|0.043538647|0.03253552|0.758207139|0.01269616|-0.019307114|-0.054430189|2|0.01180744|-0.074441567|-0.136106024|2|0.725800261|0.006563565|-0.088996384|0.921694462|-0.053736319|0.213597535|0.018596017|-35.40917327|-51.58357156|12.25371621|0.078305538|-0.032878563|-33.99063559|83.40396369|0.790346608|-1.6439281280000002|-23.33262837|61.49227899|-21.66510006|-14.27606695|0.209653392|7.832720777|0.833166062|6459.554383|138.1496441|-713.8033475|27.41215037|0.015037275|666.0036144999999|9.908707432|0.0|1.0|3.52|3.62|26.0|-7.78|3.88|4.33|105.02|3.24|1.0|125.25|1.0|31.0|4.0|425.51|0.0|0.0|3.8|0.0023899999999999|3.94|0.0|1.65e-08|7.03e-06|-0.0725799999999999|3688.0|3.79|8.1555|-1669.24571|696.21|1186.17|3688.0|0.3807|336.18|8.1555|-0.14894|0.02083626|-1669.045136|4.0|8.4001|8.4001
1f_a5|0.0|0|0|2.824395738|-4.398485453999999|0|0|0|1.218960329|0.0|4.59511985|-0.31059482|2|0.029105691|-0.118028278|0.0|-0.0012491689999999|-0.174016111|-0.000625|1|-0.000700145|0.001493879|0.004923698|2|0.525406088|-0.060528915|-0.000969932|0.888073448|-0.091412569|0.45528118|0.008403353|-50.98614411|-46.77243802|4.687041957|0.111926552|-0.035639589|-26.08772825|0.21377016|0.757522389|-1.425583552|-28.43795894|57.83835135|-19.87828616|-11.0872845|0.242477611|7.117418022000001|0.8764524309999999|5474.331675|135.2439659|-443.4913802|26.24118632|0.01983997|403.396385|11.06591332|1.0|1.0|2.9|2.61|23.0|-8.88|5.48|6.37|54.46|2.73|0.0|95.49|1.0|27.0|6.0|366.34|1.0|1.0|4.23|0.00396|3.95|0.0|1.3300000000000002e-09|4.86e-07|-0.05346|4.7485|3.58|4.5758|-1288.353339|577.11|958.06|270.96|0.6959|261.1|0.47267|-0.18224|0.03370206|-1288.263745|0.24|6.6198|6.6198
12al_a36|0.0|0|0|3.469383582|0.0|0|2|2|1.297043737|0.0|5.351858133|-0.04314418|2|0.042739018|0.1030147719999999|0.0|0.00127667|-0.074215038|-0.031635802|1|0.003077071|-0.1430106119999999|-0.239932418|1|0.8913597320000001|0.125005134|-0.055405405|0.801179217|-0.077842923|0.2689491989999999|0.026927826|-51.22331485|-69.69632923|17.71943397|0.198820783|-0.035305316|-45.86257662|0.0|0.671084645|-1.906487074|-33.70669917|86.77628559|-23.23210974|-15.28752554|0.328915355|8.774664332|0.841133748|6049.668466|216.4375922|-825.5263792000001|34.61874732|0.025956027|679.7230552999999|17.07995636|0.0|2.0|4.81|0.0|17.0|-6.69|2.77|1.89|78.43|1.72|0.0|130.24|1.0|31.0|5.0|411.46|0.0|0.0|1.81|35.0|2.65|1.0|2.03e-07|8.340000000000001e-05|-0.04998|3878.0|2.92|3.5511|-1347.479819|702.95|1181.84|349.14|0.4466|319.71|0.6945399999999999|-0.14558|0.03469224|-1347.257936|48.0|7.3188|7.3188
6_a1|0.0|0|0|0.0|0.0|1|1|1|1.3488280769999998|2.325221088|5.4161004020000005|0.021203156|1|0.039635417|-0.114683042|0.0|0.005054086|-0.00983397|-0.0538497079999999|1|0.006851583|-0.230322048|-0.3632559589999999|1|0.781885145|0.13761072|-0.095907969|0.8782596159999999|-0.057199415|0.212044989|0.021009352|-27.63847818|-37.41011914|10.15161645|0.121740384|-0.0238222729999999|-18.076387|95.13138767|0.576759436|-0.929068634|-13.35477777|49.61122373|-11.51080589|-5.56196523|0.423240564|5.555887839|0.7295841470000001|4061.042516|204.5077752|-216.916644|19.95772445|0.025250885|359.9965854|12.20110458|1.0|0.0|2.94|2.54|17.0|-6.02|3.61|3.57|39.94|1.75|0.0|86.31|1.0|22.0|3.0|291.35|0.0|1.0|2.82|0.0613|2.63|0.0|9.51e-07|0.000277|-0.02214|4.0635|2.81|4.0635|-935.5024827|527.41|875.29|305.12|0.3399|305.12|0.69818|-0.16784|0.027384499|-935.378591|5.1|5.2924|5.2924
11f_a5|0.0|0|0|2.967866825|0.0|0|1|1|1.370797007|0.0|4.59511985|0.022233547|3|0.021060606|-0.083432989|0.0|0.00722997|-0.178881726|-0.0080939669999999|1|0.008309782|-0.128153787|-0.203228986|2|0.785419245|-0.008110526|-0.016518403|0.847356138|-0.068361657|0.368815548|0.0221464629999999|-47.57801621|-51.92819555|15.41338844|0.152643862|-0.022252743|-36.14073513|13.29510896|0.5109475960000001|-1.268406334|-33.11311829|73.05195434|-15.48735657|-10.77881574|0.489052404|9.683662007|0.8628345190000001|5969.213977|340.3683339|-614.3924972|30.31104695|0.030351311|753.9168511|21.12375879|1.0|1.0|3.35|2.87|23.0|-8.67|4.61|3.53|76.16|1.03|0.0|126.79|1.0|32.0|6.0|427.5|0.0|0.0|2.95|0.0234|2.7|0.0|2.12e-09|9.06e-07|-0.03862|4.4523|2.25|4.1356|-1391.7602960000002|729.96|1239.35|299.8|0.5834|278.47|0.6593600000000001|-0.1691|0.03804804|-1391.50739|12.0|7.9208|7.9208
8_a47|0.0|0|0|0.0|0.0|0|0|1|1.24688044|0.0|5.476463552|-0.099564745|2|0.0363475179999999|-0.087101663|1.335354131|-0.008756|-0.153669322|-0.14203855|0|-0.007648516|-0.00158075|-0.003223628|2|0.686795267|-0.035681436|-0.223459904|0.8497568740000001|-0.075955381|0.517797505|0.008687692|-44.09728708|-53.11155658|5.043798869|0.150243126|-0.035797309|-30.83488674|0.0|0.819702033|-1.646676195|-25.60148752|60.62152862|-20.78278301|-12.06582525|0.180297967|6.492934319|0.707366287|6219.278078|104.6752861|-555.0279614|25.35407034|0.012935553|559.4973856|7.509972037000001|1.0|2.0|3.02|3.21|22.0|-9.25|5.67|6.77|58.04|3.9|0.0|113.97|1.0|29.0|4.0|405.85|1.0|1.0|5.03|0.000263|5.61|0.0|5.62e-10|2.28e-07|-0.05495|3.6696|4.91|3.6696|-1686.068471|621.06|1071.62|337.87|0.2249|337.87|0.6877800000000001|-0.15357|0.03283575|-1685.908004|0.05|7.3|7.3
