molecula|NaaNH|n9FaRing|SssssC|NaasN|SRW09|nAHRing|AATSC1s|JGI4|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
14s_a23|0|1|0.0|2|7.423568444|0|-0.022580082|0.045277778|0.740898446|0.010682694|-0.044305947|-0.064006338|2|0.009263715|0.0909774219999999|-0.13187015|-0.457212212|0.722187957|0.096014944|-0.1050445769999999|0.846632079|0.659570836|1|-0.055037441|-0.080500435|0.2387634619999999|-35.30692476|-51.64162341|12.81151517|0.07236376|46.42188642|-0.034255504|-33.12848261|8.218681552|82.55990607|-1.610008704|62.75905983|-21.9751589|48.11843993|2954.0751370000003|-1032.832468|-14.09722664|7.548546899|14.26730044|0.890072438|144.457092|28.36177131|0.017330177|-352.5931977|1333.003252|633.3278634|0.0|0.0|1.0|0.0|1.0|3.66|0.05|26.0|-7.99|4.0|105.02|2.0|0.0|1.0|-6.13|31.0|-6.03|0.0|0.0|0.0|4.01|-5.55|2.83e-06|0.00126|0.0|0.0|1.02e-08|4.55e-06|3.6828|3.6828|-2089.500101|668.66|336.66|-2089.2914530000003|-0.1515|-0.22933|0.02112956|6.4428|3.0|8.5482|8.5482
EW7203_a60|0|0|0.0|0|7.412764017000001|2|0.0075638519999999|0.041767677|0.0|0.003099827|0.03824498|-0.051413084|1|0.0036417359999999|-0.1696249719999999|-0.090115975|-0.458129101|0.80330079|0.002441966|-0.089945913|0.8839272779999999|0.760234689|0|-0.076068195|-0.096226348|0.345488097|-49.19385637|-62.23028092|13.03554647|0.113924842|73.67602619|-0.036566012|-40.24477665|8.430183|0.0|-1.828300603|73.82739839|-23.64750675|62.22940284|2913.880231|-1182.375337|-15.29301513|8.310125852|16.53092404|0.989250745|150.7881632|30.83771958|0.01793256|-345.1309687|1541.885979|666.0036144999999|1.0|0.0|1.0|1.0|1.0|3.21|0.13|17.0|-6.7|3.87|117.47|2.0|0.0|1.0|-5.74|31.0|-6.35|0.0|0.0|0.0|3.09|-4.82|1.53e-05|0.0065|0.0|0.0|2e-07|8.51e-05|5.0166|3.5192|-1667.993536|678.83|352.3|-1667.78681|-0.1446599999999999|-0.20654|0.03203878|2.5159|9.0|8.0334|8.0334
9g_a24|1|0|0.0|1|7.273092596000001|0|0.001126633|0.0279797979999999|0.0|0.0144065739999999|0.070915465|-0.02471184|2|0.013119312|-0.292600863|-0.049325609|-0.079421802|0.683676657|0.13372961|-0.045107345|0.859302479|0.657503038|0|-0.064835725|-0.065668047|0.383340003|-32.080056199999994|-32.49188065|9.283063574|0.132863247|65.73938109|-0.021297745|-16.07665151|4.593165278|0.0|-0.788016565|49.25777584|-10.53790724|41.36311977|2123.257348|-389.9025677|-5.214049137|6.124370267000001|10.69818114|0.746821416|256.3375151|21.8662148|0.033884884|17.88521849|809.0499476|341.3207334|0.0|1.0|0.0|1.0|1.0|1.78|0.06|22.0|-6.43|2.91|72.28|0.0|0.0|1.0|-2.49|23.0|-7.17|0.0|1.0|0.0|1.93|-3.09|0.0008179999999999|247.0|0.0|0.0|3.720000000000001e-07|0.000113|5.2521|4.2802|-984.5565078|524.03|289.67|-984.447764|-0.17806|-0.21391|0.032630457|4.4131|68.0|7.1675|7.1675
6g_a40|0|0|0.0|1|8.421342866|1|-0.261952754|0.039863946|0.607999575|-0.019683422|0.07194868|-0.251161616|2|-0.018182514|-0.221674172|0.05728593|-0.588058458|0.8316888240000001|0.075283207|-0.340429901|0.8917390820000001|0.808096413|1|-0.164941808|-0.156296046|0.400587529|-107.2113398|-101.5916383|11.53799852|0.3946532929999999|256.5226419|-0.059045173|-66.03405036|7.499640603|47.36081569|-2.657032782|114.7475987|-38.37906336|118.7493383|3142.74733|-1727.0578510000005|-24.9461968|6.95079805|12.10032156|0.740853565|114.2663866|46.56499428|0.020240097|-421.4621621|2095.424743|590.1686672000001|0.0|0.0|1.0|0.0|1.0|2.28|0.21|14.0|-2.87|3.43|213.89|1.0|1.0|3.0|-7.22|31.0|-7.02|1.0|0.0|0.0|2.37|-4.71|1.93e-05|0.00917|1.0|0.0|0.0013599999999999|0.6459999999999999|3.3197|2.8135|-2521.990118|669.8|440.68|-2521.8114530000003|-0.11857|-0.20479|0.03363483|8.9454|47.0|7.3279|7.3279
8f_a8|1|0|0.0|1|7.05012252|0|-0.249095464|0.043758865|0.0|-0.007796225|-0.08540947|0.007079485|1|-0.007036544|0.152294451|0.254819201|-0.5373378529999999|0.578166105|-0.016217844|0.010682683|0.751162751|0.56916135|0|-0.122135295|-0.1064257719999999|0.308621017|-71.22071405|-62.06002501|7.91086576|0.403186031|235.1097364|-0.048375351|-36.18904175|4.613060521|67.99102163|-2.128515439|67.4402386|-28.20910228|79.13157981|2622.044457|-1241.2005|-16.44956443|7.504290616|13.81994609|0.8416059290000001|54.94802877|31.14376424|0.009226445|-473.23361|1370.325626|485.8626377000001|0.0|0.0|0.0|0.0|0.0|2.85|0.0|23.0|-7.95|4.69|80.88|2.0|0.0|1.0|-5.21|29.0|-5.98|0.0|0.0|0.0|4.04|-5.0|1.01e-05|0.00395|0.0|0.0|1.13e-08|4.43e-06|4.7027|3.4876|-1361.626748|602.63|355.5|-1361.455053|-0.14532|-0.21285|0.03173623|7.8014|22.76|4.6428|4.6428
12z_a36|1|0|0.0|0|7.412764017000001|2|-0.010732275|0.041767677|0.0|-0.000143196|-0.010881947|-0.030529442|1|0.001194592|0.066366917|-0.175397741|-0.433580807|0.8707354620000001|0.103551178|-0.0533649729999999|0.886776351|0.8212311840000001|0|-0.081592361|-0.102674964|0.492335362|-54.11489962|-68.09761735|15.50078625|0.165209595|109.572766|-0.036238222|-45.16471514|10.28066212|15.59091678|-1.848149347|83.07227002|-24.03445318|69.61568586|2841.692299|-1225.757112|-15.940487699999998|8.016303367999999|14.78435842|0.844286292|190.5590792|33.72393432|0.0225782039999999|-282.1167226|1719.920651|642.3830552000001|1.0|0.0|0.0|1.0|0.0|0.0|0.13|17.0|-6.66|2.75|92.99|1.0|0.0|1.0|-3.99|31.0|-7.08|0.0|0.0|0.0|1.66|-3.95|0.000113|0.0458|0.0|0.0|2.21e-07|8.97e-05|3.8969|3.8969|-1325.157504|686.33|318.16|-1324.951498|-0.1575|-0.2139199999999999|0.03845474|6.5892|5.0|8301.0|8301.0
3h_a32|1|1|0.0|0|7.765993078999999|0|-0.008243901|0.037731481|2.243113495|0.002101838|-0.003152613|-0.111111111|3|0.003284804|0.025035542|-0.122769653|-0.531669815|0.84279263|-0.169197453|-0.2|0.834881529|0.8030743229999999|1|-0.07183387|-0.0882883959999999|0.30907784|-44.97387528|-55.27575363|6.98327435|0.12119737|75.87946135|-0.027590124|-34.60714056|4.372100625|0.0|-1.324325944|62.63332945|-17.27367301|51.95714963|2398.020434|-829.1363044|-10.81473143|8.107034244|13.71739929|0.692036677|141.8112711|22.33200639|0.011751781|-342.4592076|1071.936307|593.0848817000001|1.0|1.0|1.0|1.0|1.0|3.88|0.35|19.0|-8.47|8.11|110.94|2.0|0.0|1.0|-8.23|26.0|-4.29|1.0|0.0|1.0|5.4|-6.15|7.140000000000001e-07|0.000273|0.0|0.0|3.37e-09|1.29e-06|3.5552|3.5552|-1790.663897|676.22|348.74|-1790.440663|-0.1474099999999999|-0.20059|0.02690554|5.8749|7.0|8.1549|8.1549
1o_a5|1|0|0.0|0|6.605297921|0|0.033105871|0.025987654|0.0|0.0057302559999999|-0.102739602|-0.008511304|1|0.0051989459999999|-0.05876042|0.06759341|-0.231165601|0.670787375|-0.003561205|-0.016408975|0.85693939|0.650008224|0|-0.079346457|-0.072886362|0.447318682|-42.63505279|-39.1638643|7.122612351|0.11569628|62.16682117|-0.028770932|-21.04383087|3.827177229|1.01402588|-1.093295425|50.11479279|-15.45942012|49.75766514|2238.291862|-587.4579645|-8.306775343|7.522366517000001|14.20898333|0.8888980340000001|161.2447749|22.08761368|0.020380352|-214.8381946|839.3293197999999|393.5487205|1.0|1.0|1.0|1.0|1.0|2.2|0.0|23.0|-8.11|4.48|78.25|0.0|0.0|1.0|-4.08|25.0|-6.3|0.0|0.0|1.0|2.95|-4.08|8.340000000000001e-05|27.0|0.0|0.0|7.85e-09|2.54e-06|4.5011|4.1692|-1043.536121|561.04|297.38|-1043.422345|-0.1693599999999999|-0.23973|0.04126499|5.4919|35.0|7.4559|7.4559
10_a32|1|1|0.0|0|7.765993078999999|0|-0.087497559|0.03995614|2.067772926|-0.0064007569999999|-0.028431775|-0.047619048|3|-0.00369116|-0.03673326|-0.229450999|-0.690879647|0.809370315|0.012125768|-0.079818594|0.915639476|0.764217655|1|-0.088310158|-0.1223816869999999|0.266552538|-54.55170955|-75.59866726|15.91131724|0.237716043|146.8439966|-0.038939628|-46.69945835|9.828875607|52.24660367|-1.7133436169999998|91.10767604|-24.0541214|70.46302679|2649.882742|-1058.381342|-14.85891856|7.079344111|12.86809583|0.81769605|188.6328503|34.62844557|0.025106509|-240.4628923|1523.651605|513.9156315|1.0|0.0|1.0|1.0|1.0|3.12|0.22|19.0|-6.99|5.64|149.27|1.0|1.0|1.0|-6.04|27.0|-6.44|1.0|0.0|1.0|3.42|-4.41|3.89e-05|0.0155|0.0|0.0|1.0300000000000001e-07|4.13e-05|3.6441|3.6441|-1916.631761|654.7|340.24|-1916.460049|-0.15088|-0.2052199999999999|0.03701539|3.2297|7.0|8.1427|8.1427
7h_a8|1|0|0.0|1|7.05012252|0|-0.073219554|0.04737037|0.0|0.00112124|-0.0873792009999999|0.0260356679999999|1|0.00084936|-0.043606497|0.141285105|-0.382578949|0.515235986|0.095758228|0.041366689|0.7677336090000001|0.507325475|0|-0.093181899|-0.0934764819999999|0.314190914|-53.71230941|-53.88211443|6.71377223|0.228988973|131.9948047|-0.041038456|-31.05895923|3.86998135|47.81104825|-1.6825766830000002|58.94376531|-23.65556243|60.42608164|2534.324886|-969.8780597|-13.63564064|7.589672923999999|13.42380338|0.768693264|61.77519141|26.49502512|0.00878112|-452.8739011|1086.29603|446.5544107|1.0|0.0|1.0|0.0|0.0|3.2|0.0|23.0|-8.46|5.52|61.58|2.0|0.0|1.0|-5.68|28.0|-5.27|0.0|0.0|1.0|4.63|-5.5|3.16e-06|0.00118|0.0|1.0|3.5e-09|1.31e-06|3.9282|3.9282|-1285.151298|593.53|315.62|-1285.017252|-0.16076|-0.22875|0.03092828|9.1188|10.5|4.9788|4.9788
16c_a32|1|1|0.0|0|7.765993078999999|0|-0.087497559|0.03995614|2.077479142|-0.0064007569999999|-0.031087095|-0.036931818|3|-0.00369116|-0.057356214|-0.229450999|-0.697601261|0.809370315|0.0482801729999999|-0.061904762|0.915639476|0.764217655|1|-0.088841599|-0.119988297|0.367322508|-53.00702241|-71.59058881|15.38819548|0.226956794|135.41296|-0.038178095|-42.71426897|9.181311842|37.0285246|-1.679836163|86.97970500000001|-22.77882371|68.39521789|2649.168528|-1002.268243|-13.59090376|6.313526111|11.77670717|0.8653137670000001|188.1603823|33.27140293|0.02579269|-220.3256617|1463.941729|513.9156315|1.0|0.0|1.0|1.0|1.0|3.08|0.22|19.0|-6.99|5.64|149.27|1.0|1.0|1.0|-6.04|27.0|-6.44|1.0|0.0|1.0|3.41|-4.41|3.89e-05|0.0155|0.0|0.0|1.0300000000000001e-07|4.13e-05|3.6264|3.6264|-1916.651132|639.66|341.89|-1916.478107|-0.14997|-0.20047|0.02806787|5.3459|5.0|8.3468|8.3468
21_a12|0|0|0.0|0|6.605297921|1|-0.058516436|0.037992832|0.0|-0.003879878|-0.01367083|-0.0546514309999999|1|-0.001825446|-0.388196876|-0.211367878|-0.522951134|0.923855679|-0.061915124|-0.099516604|0.89838263|0.859899236|0|-0.068775342|-0.100098765|0.192026642|-34.60932333|-50.37198585|6.154473157000001|0.15172224|76.35009799|-0.036878492|-25.34833425|3.097071518|0.0|-1.401382713|59.10840872|-18.55810005|40.76379649|2185.835701|-705.2078018999999|-9.338859985|5.891343219|11.18947411|0.8993077970000001|115.3294396|24.07584081|0.017360942|-272.5639702|914.8819508|380.2468615|1.0|1.0|1.0|0.0|1.0|2.81|0.12|17.0|-6.78|4.01|78.41|0.0|0.0|1.0|-3.82|23.0|-6.45|0.0|0.0|1.0|2.68|-3.76|0.000173|0.0551|0.0|0.0|1.67e-07|5.3200000000000006e-05|4.6851|3.9971|-1327.451966|539.67|310.18|-1327.347724|-0.16784|-0.22253|0.02758166|3.2551|22.0|7.6576|7.6576
12h_a30|0|0|0.0|0|7.412764017000001|2|-0.06631353|0.043848238|0.0|0.001139238|0.001698966|-0.072247675|1|0.002064369|-0.166613751|-0.120380857|-0.4708582289999999|0.669561738|0.008644634|-0.1240820219999999|0.888213143|0.64876559|0|-0.083127678|-0.09907575|0.353607682|-52.88851758|-63.03519645|11.06352871|0.236431596|150.42542849999998|-0.038417127|-40.10503079|7.038974807000001|0.0|-1.882439244|73.14241438|-24.44221903|63.95204629|2848.98238|-1197.668733|-15.55093031|8.066818026|15.1759206|0.881277172|128.5349203|30.63031164|0.015886049|-379.1625034|1500.88527|618.6004214|1.0|0.0|1.0|1.0|0.0|0.0|0.14|17.0|-6.9|4.25|81.65|2.0|0.0|1.0|-5.39|30.0|-6.02|0.0|0.0|0.0|2.92|-5.01|9.71e-06|0.00405|0.0|0.0|1.26e-07|5.260000000000001e-05|5.0289|3.5101|-1674.977665|672.54|353.22|-1674.777786|-0.14889|-0.2023599999999999|0.03372393|3.4138|9.0|8065.0|8065.0
12b_a5|0|0|0.0|0|6.605297921|2|0.023224044|0.0252713179999999|0.0|0.0068803119999999|-0.119503073|-0.016614746|0|0.00751901|-0.033279992|-0.110182753|-0.1708042239999999|0.8417504029999999|0.066588785|-0.033036296|0.819417554|0.8121510009999999|0|-0.066227158|-0.068586754|0.350286421|-41.76622313|-43.25430513|10.44150403|0.172386307|108.7155967|-0.020455699|-27.27837078|6.584944956|0.0|-1.165974822|59.53145615|-12.90040679|52.20772716|2602.046823|-735.3231872|-8.135654442|8.398709622|16.16438947|0.924627734|296.16656780000005|24.32296891|0.025810077|-38.31786425|1386.409228|727.8586176|0.0|1.0|0.0|1.0|1.0|0.0|0.33|18.0|-7.67|3.29|50.28|1.0|0.0|1.0|-2.3|30.0|-7.57|0.0|1.0|0.0|1.44|-3.45|0.000359|143.0|0.0|0.0|2.14e-08|8.5e-06|4.6156|1.4454|-1276.8943800000002|669.05|857.76|-1276.940335|-0.06212|-0.16607|0.03447919|8.2868|42.0|7.3768|7.3768
14h_a23|0|1|0.0|2|7.423568444|0|0.006191846|0.04255787|0.7290938920000001|0.009895793|-0.024318144|-0.034313725|2|0.009266617|0.060820238|-0.131709531|-0.4460845129999999|0.708395022|0.143102066|-0.05745554|0.860920386|0.669357479|1|-0.063825076|-0.081058742|0.223157991|-43.02851162|-54.6468131|14.81983413|0.076569426|51.620282|-0.033774476|-36.84086528|9.990985411|86.83095818|-1.621174834|67.44368679|-22.76950546|57.84834575|3010.418229|-1092.936262|-15.35036053|7.833334036|15.0735214|0.924279155|166.45047749999998|30.23434844|0.018981866|-341.2621515|1451.248725|646.2584547|0.0|0.0|1.0|1.0|1.0|3.2|0.04|26.0|-7.47|3.4|128.81|1.0|0.0|1.0|-5.68|32.0|-6.62|0.0|0.0|0.0|3.23|-4.9|1.27e-05|0.00554|0.0|0.0|3.39e-08|1.4800000000000002e-05|4.0506|3.6689|-1722.148272|699.86|337.93|-1721.9314420000003|-0.15209|-0.2374099999999999|0.02796857|13.4823|5.0|8.3468|8.3468
14b_a50|0|1|0.0|2|7.934155233999999|2|0.0228205129999999|0.030219907|2.115127752|0.010215823|0.037777505|-0.041169251|2|0.011249462|-0.106938404|-0.280243276|-0.306633966|0.74726683|0.030057537|-0.076752616|0.831689551|0.71456262|1|-0.050362464|-0.076674952|0.7031402240000001|-33.02344264|-50.27694576|14.70317076|0.095923652|62.89861413|-0.025558317|-32.9673668|9.64109526|192.8987555|-1.533499045|64.58491917|-16.75898192|47.72661339|2967.872393|-1005.538915|-10.98912227|6.3538844910000005|11.45638132|0.8030515570000001|237.8403928|26.29763086|0.021820402|-180.03459850000002|1577.857852|825.4425942|1.0|1.0|1.0|1.0|1.0|3.64|0.35|20.0|-6.86|3.72|66.99|2.0|0.0|1.0|-4.6|33.0|-6.5|0.0|1.0|0.0|3.6|-4.78|1.6800000000000002e-05|0.0074099999999999|0.0|0.0|1.3900000000000001e-07|6.12e-05|5.2834|4.0775|-1431.037684|718.64|304.07|-1430.72987|-0.16874|-0.1936|0.03081037|6.7927|6.58|5.1818|5.1818
8_a1 (SB-202620)|1|0|0.0|0|6.86171134|0|-0.226277123|0.037578348|0.0|-0.012672753|-0.1402198369999999|0.037553634|1|-0.0106277489999999|-0.095271547|-0.042643966|-0.612004804|0.674381582|-0.042789124|0.063001656|0.805476065|0.658433571|0|-0.117682533|-0.105271458|0.174628594|-66.76765693|-59.72618401|8.809217494|0.351032497|199.1596945|-0.041081545|-33.88588996|4.997944864|64.70432539|-1.684343335|70.8721358|-23.30777912|75.57687443|2431.842132|-955.6189441|-13.22376193|7.432247389|13.67402758|0.839824062|128.0860757|30.104091200000003|0.019645498|-311.18185800000003|1234.267739|433.2550452|1.0|1.0|0.0|1.0|0.0|2.21|0.0|23.0|-8.02|4.86|78.87|2.0|0.0|1.0|-4.94|27.0|-5.94|0.0|0.0|1.0|3.7|-4.7|1.98e-05|0.00713|0.0|0.0|9.53e-09|3.42e-06|3.4052|3.4052|-1223.117248|586.27|364.11|-1222.9606720000002|-0.13683|-0.2105199999999999|0.16177304|5.5005|0.4|6.3979|6.3979
4i_a46|0|0|0.19654443|1|7.825245291|1|-0.018872727|0.049498645|0.0|0.012211602|-0.160741899|-0.125773054|1|0.011931187|-0.133434195|-0.091288438|-0.22302552|0.7204791309999999|-0.0656636|-0.17856753|0.786754478|0.7172344890000001|0|-0.058565229|-0.075208437|0.263514985|-33.08099617|-42.48203383|8.847405392999999|0.0592195629999999|33.45060163|-0.025069479|-23.99628633|4.997521397|70.55661087|-1.278543436|49.04951810000001|-14.16067794|41.92840157|2200.19132|-722.1945751000001|-7.998762108999999|6.218233741000001|10.47951666|0.685288314|133.40134070000002|18.53900079|0.011626803|-298.0546045|945.4890404|579.2365607|1.0|0.0|1.0|1.0|1.0|3.5|0.36|17.0|-7.3|4.79|39.94|1.0|0.0|1.0|-4.94|26.0|-5.31|0.0|1.0|1.0|4.16|-5.04|9.13e-06|0.00317|0.0|0.0|5.04e-08|1.75e-05|5.3987|4.4232|-1092.70435|611.74|280.31|-1092.473422|-0.18438|-0.20084|0.02614355|3.8696|612.0|6.2132|6.2132
6_a27|1|0|0.0|1|6.823286122000001|0|-0.072298665|0.042942943|1.221528093|0.00526746|0.075248207|0.081320966|1|0.0058042269999999|-0.406859288|-0.179319226|-0.541168953|0.678057835|-0.1322552659999999|0.1272522519999999|0.849515128|0.650575651|1|-0.0786267609999999|-0.090025109|0.344065059|-38.92545695|-44.56839492|10.17466399|0.214952384|106.4156743|-0.034625042|-22.06430895|5.03713293|61.10118428|-1.35037664|52.66373343|-17.14169035|49.10012093|2196.1151210000003|-668.5259238|-8.486272674|5.010042219|9.500048379|0.896201262|111.4788253|22.12343713|0.01635203|-272.1086175|862.8140479|373.9912084|0.0|0.0|0.0|0.0|0.0|2.49|0.11|21.0|-6.67|3.48|76.46|0.0|0.0|1.0|-3.62|24.0|-6.55|0.0|1.0|1.0|2.71|-3.82|0.000153|0.0485|0.0|0.0|2.16e-07|6.86e-05|5.5447|4.1391|-1043.806618|526.9|299.55|-1043.678244|-0.17007|-218.0|0.02494141|4.0597|1.0|9.0|9.0
13b_a6|1|0|0.0|0|7.412764017000001|1|-0.0265090529999999|0.042739018|0.0|-0.00460563|-0.104663349|-0.064811009|1|-0.00194781|0.100281317|-0.180339002|-0.490758329|0.850080948|-0.029988734|-0.11338525|0.8370824240000001|0.8013954109999999|0|-0.093125205|-0.112915801|0.202093555|-61.06841733|-74.04643339|21.00828557|0.2242827939999999|147.0772097|-0.0406496879999999|-48.5571926|13.77653618|554.4007331|-2.032484418|87.39962829999999|-26.65671602|82.07670290000002|2821.72831|-1332.835801|-17.48058934|9.087172635|15.37022155|0.69141956|159.1980937|35.20276076|0.0203627189999999|-337.3706117|1760.1380379999998|627.4287311|1.0|1.0|1.0|1.0|1.0|2.85|0.12|23.0|-9.01|4.98|95.85|2.0|0.0|1.0|-5.51|31.0|-6.1|0.0|0.0|1.0|3.45|-4.99|1.02e-05|0.00417|0.0|0.0|9.77e-10|4e-07|4.8494|3.6322|-1350.061187|694.33|341.35|-1349.837661|-0.14898|-0.20156|0.02920955|13.5746|174.0|6.7595|6.7595
12a_a40|0|0|0.0|1|7.515889085|0|-0.012791297|0.036587302|0.8332127109999999|0.01039129|0.100414476|-0.226763788|2|0.007890601|0.298197213|0.031326603|-0.4764003679999999|0.58630452|0.023863832|-0.375724138|0.7867243829999999|0.525051106|1|-0.064340227|-0.074840643|0.000279043|-32.81611621|-38.17175304|6.001293955|0.059120235|30.15370934|-0.033799|-19.46913691|3.060902482|49.24750281|-1.047769006|43.65970865|-17.23885621|38.81741016|2185.594734|-534.4045424999999|-8.792513441|7.563170499|14.43505064|0.908597808|75.8074911|20.24838026|0.010759845|-358.4254366|627.699788|323.26151960000004|1.0|0.0|1.0|0.0|0.0|3.39|0.0|20.0|-7.21|5.33|58.43|1.0|0.0|1.0|-6.41|22.0|-4.56|0.0|1.0|1.0|4.78|-5.95|1.13e-06|0.00039|0.0|1.0|6.15e-08|2.13e-05|3.0966|3.0966|-2097.8163050000003|530.55|400.39|-2097.7296100000003|-0.12895|-0.2091|0.0104658999999999|3.8054|1778.0|5.7501|5.7501
15_a31|1|0|0.0|0|7.765993078999999|1|-0.134784483|0.038809524|0.0|-0.011797858|-0.070065105|-0.074455342|2|-0.007631228|-0.052339921|-0.272545088|-0.6215974160000001|0.8314086070000001|-0.0869591359999999|-0.116356616|0.8582665429999999|0.782925607|0|-0.116196194|-0.131697567|0.287991212|-61.76522754|-70.00513464|20.47825449|0.4328912239999999|230.1075793|-0.041588706|-37.21191643|10.88541717|514.6215199|-1.58037081|88.05886218|-22.10688462|82.24348203|2351.566145|-840.0616157|-11.75113151|6.148947296|11.51842782|0.873235738|190.5463457|34.45943505|0.03396368|-150.46712390000002|1309.458532|363.593507|0.0|1.0|1.0|1.0|1.0|1.64|0.19|16.0|-5.66|4.12|117.37|0.0|0.0|2.0|-4.28|24.0|-6.84|0.0|0.0|1.0|2.27|-3.57|0.000272|0.0931|0.0|0.0|2.19e-06|0.000749|4569.0|4569.0|-1460.861851|556.68|271.36|-1460.736142|-0.15202|-0.19394|0.03843988|7.5831|1.1|5.9586|5.9586
19_a20|1|0|0.0|0|6.842683282|0|-0.130949446|0.0396875|1.622562232|-0.006620594|0.077469518|-0.063133522|1|-0.004654742|0.175308615|-0.083481481|-0.5838248970000001|0.811128636|-0.143992458|-0.105118869|0.8193003000000001|0.7741509329999999|1|-0.091725453|-0.099685049|0.25624423|-60.26825633|-65.49811346|8.964643162|0.245547466|161.33709|-0.038340404|-43.03556944|5.890223441|88.19441661|-1.993700989|75.98477124|-25.1915821|69.23289949|2849.084477|-1309.962269|-16.55214209|7.950138729|15.38668579|0.935398401|133.9919257|31.64490997|0.0159602|-389.0666676|1645.535318|684.5377542|1.0|1.0|1.0|1.0|1.0|2.49|0.08|27.0|-9.63|4.97|110.44|1.0|0.0|1.0|-4.89|32.0|-6.8|0.0|0.0|1.0|3.16|-4.57|2.6600000000000003e-05|0.0112|0.0|0.0|2.34e-10|9.86e-08|3.3616|3.3616|-1368.378274|687.79|368.83|-1368.129074|-0.13903|-0.2067|0.03487615|6.3327|2.6|5585.0|5585.0
14ad_a23|0|1|0.0|2|7.423568444|0|-0.028065075|0.0444129979999999|0.735584095|0.008996289|-0.05348283|-0.031279567|2|0.009675528|0.2086248289999999|-0.253318853|-0.376350719|0.7763406840000001|0.165157698|-0.050707765|0.8356326820000001|0.7317531540000001|1|-0.059168372|-0.085840335|0.224009311|-42.29008971|-61.35364811|24.18091285|0.112868365|80.67170209999999|-0.029653934|-43.85199724|17.28310144|114.237062|-1.630966366|85.20135045|-21.19489662|66.47100256|3209.330728|-1165.7193140000002|-15.14887177|8.661363236|16.34071148|0.8866211979999999|303.1354708|36.80430179|0.033365494|-108.4705382|2024.236598|770.8206617000001|0.0|0.0|1.0|1.0|1.0|3.49|0.12|26.0|-7.6|3.48|123.48|2.0|0.0|1.0|-5.8|34.0|-6.68|0.0|0.0|0.0|3.39|-5.08|8.22e-06|0.0038799999999999|0.0|0.0|2.49e-08|1.17e-05|3.3867|3.3867|-1858.942973|747.83|366.09|-1858.668058|-0.13734|-0.20659|0.01481488|6.7584|4.0|8.3595|8.3595
47f_a18|0|0|0.0|0|7.03438793|1|-0.034211867|0.031179487|0.0|0.0036509859999999|0.033759227|-0.008224928|0|0.00531392|-0.071877686|-0.3927204379999999|-0.4138670829999999|0.765824398|-0.009917608|-0.014370598|0.780474694|0.745431271|0|-0.063824969|-0.084851044|0.375218907|-54.18475173|-72.03501774|11.75478965|0.161843119|137.3980967|-0.0289997239999999|-61.15474298|9.979328976|58.84834254|-2.290978185|86.11217859|-24.61956302|65.93954138|3367.7324700000004|-1944.945479|-20.90098811|10.55465562|20.44855806|0.937396993|232.14715330000004|33.88554232|0.016581683|-384.6642262|2676.957843|1347.416568|1.0|1.0|0.0|1.0|1.0|0.0|0.34|18.0|-9.22|3.22|88.97|3.0|1.0|1.0|-6.11|40.0|-6.4|0.0|0.0|0.0|2.83|-5.52|3.01e-06|0.00163|1.0|1.0|6.04e-10|3.27e-07|3.0964|3.0964|-1743.346389|908.66|400.42|-1741.724929|-0.12802|-0.1724099999999999|0.02902413|4.4861|9.0|8.0458|8.0458
