molecula|molar_refractivity|WNSA4|heavy_atom_count|n5aHRing|HOMO-LUMO Energy Difference (Hartree)|BCUTs-1l|FPSA5|Mor01p|PPSA3|pIC50|Solubility [Log S (ESOL)] (mol/l)|Log S (ESOL)|Log Po/w XLOGP3|CYP3A4 inhibitor|ATSC1c|Synthetic Accessibility|MATS7i|Log S (SILICOS-IT)|pIC50
12f_a36|133.52|-15.59012402|31.0|1|-0.15011|1.297042537|0.015685228|729.1873176|11.77610852|7.9586|2.6600000000000003e-05|-4.57|3.47|0.0|-0.40641518|4.94|0.10938259|-7.36|7.9586
41_a47|99.09|-9.34366093|26.0|1|-0.15208|1.420292383|0.023067788|439.9906467|10.36256127|8.0|0.000125|-3.9|2.49|1.0|-0.187859623|3.18|-0.080388467|-7.47|8.0
4l_a46|105.77|-9.6227739|26.0|1|-0.18567|1.134637095|0.006130523|579.2365607|3.721888783|7.0088|7.78e-06|-5.11|4.49|1.0|-0.255755434|3.92|-0.067419714|-7.0|7.0088
17a_a6|116.79|-17.887155899999996|31.0|1|-0.12425|1.424257628|0.019808023|627.4287311|20.43213226|7.6198|6.69e-06|-5.17|4.09|1.0|-0.686067347|3.52|0.04129257|-9.01|7.6198
14o_a23|126.97|-21.45909668|35.0|2|-0.1517|1.197958066|0.019295686|676.4530574|12.835973699999998|8.4815|1e-06|-6.0|4.76|1.0|-0.807407518|3.55|0.135737344|-7.95|8.4815
12f_a30|133.96|-22.5055335|34.0|1|-0.14958|0.60498366|0.01752821|696.6414817000001|11.07796031|7.7144|1.2e-06|-5.92|5.05|0.0|-0.874676289|4.73|0.1468972409999999|-7.18|7.7144
LY580276_a4|84.74|-6.511436537000001|22.0|1|-0.18746|1.344599701|0.008312438|345.4102548|4.207217677|6.757|6.18e-05|-4.21|3.35|1.0|-0.063298854|3.01|0.0295482979999999|-6.56|6.757
27b_a34|116.33|-16.16580511|31.0|1|-0.1652799999999999|1.4335271040000002|0.022820627|627.4287311|20.42417736|6.1871|1.1e-05|-4.96|3.75|1.0|-0.549928192|3.54|-0.106245942|-8.19|6.1871
17b_a50|131.39|-12.98417734|32.0|2|-0.16699|1.348984601|0.010169967|862.3868512|8.976922737999999|6.9136|1.22e-05|-4.91|3.96|1.0|-0.144000296|4.17|0.035558152|-7.54|6.9136
3_a20 (SB-525334)|104.59|-9.33873414|26.0|1|-0.13417|1.183765089|0.0117802769999999|520.6749407|6.965173618|6.7905|1.88e-05|-4.73|3.74|1.0|-0.274640708|3.37|0.001821898|-8.39|6.7905
9n_a24|114.29|-12.28894317|29.0|1|-0.1658099999999999|1.388847168|0.021951174|631.9206508|11.90027964|7.7212|5.14e-05|-4.29|3.07|1.0|-0.182811885|3.17|-0.141205159|-8.64|7.7212
18b_a25|138.56|-15.05981357|34.0|1|-0.15079|1.194228955|0.013724883|809.2903831|8.972372556|7.2924|1.95e-06|-5.71|4.48|1.0|-0.189048258|3.58|-0.018632104|-9.84|7.2924
15a_a10|118.92|-10.42022369|30.0|1|-0.1559299999999999|1.34383719|0.017883602|697.5493042|10.10411407|7.6198|3.94e-05|-4.4|3.12|1.0|-0.144512841|3.5|-0.125297206|-7.79|7.6198
19a_a22|132.15|-19.56380872|35.0|1|-0.1508|1.422917238|0.025888799|781.8210659|18.53458775|7.3188|7.69e-05|-4.11|2.05|1.0|-0.548716971|3.61|-0.020553065|-8.76|7.3188
12be_a36|136.74|-15.37320593|33.0|1|-0.13781|1.297042758|0.034632557|766.4854363|23.42501577|7.3565|7.13e-05|-4.15|2.62|1.0|-0.580823835|4.96|0.118420241|-6.79|7.3565
7f_a8|101.89|-13.18808857|28.0|1|-0.14506|1.394802504|0.010262531|446.5544107|7.858266077000001|4.4479|3.16e-06|-5.5|4.66|0.0|-0.234880498|3.14|0.034392285|-8.46|4.4479
1l_a5|105.07|-8.460199385|26.0|1|-0.1779|1.270375394|0.013054186|518.5792364|4.43679678|7.4949|1.04e-05|-4.98|4.19|1.0|-0.089997343|2.98|-0.111303801|-8.83|7.4949
13i_a6|120.17|-20.86772478|32.0|1|-0.1464|1.430639411|0.019989461|673.8038326000001|20.90143854|7.6778|3.28e-05|-4.48|2.95|1.0|-0.852681372|3.59|0.035242754|-8.5|7.6778
11_a33|89.77|-7.278840251|22.0|3|-0.14132|0.609352951|0.035341374|335.4799765|16.37099833|8.3188|4.13e-05|-4.38|3.28|1.0|-0.32219686|3.19|0.055664124|-6.23|8.3188
18c_a25|138.65|-11.65153036|33.0|1|-0.13312|1.193723817|0.014546814|831.3429628|6.300016824|7.0555|2.51e-06|-5.6|4.49|1.0|-0.162271435|3.58|0.007241543|-10.17|7.0555
4m_a46|98.69|-6.225322922999999|25.0|1|-0.18308|1.134637002|0.012232753|486.9589609|5.74716122|5.8901|2.68e-05|-4.57|3.69|1.0|-0.0329557579999999|3.59|-0.302054595|-6.88|5.8901
3p_a32|112.37|-10.10863498|27.0|3|-0.15055|0.609420752|0.025390655|530.5658569|12.5150622|7.585|5.629999999999999e-05|-4.25|2.7|1.0|-0.419292538|3.38|-0.050639647|-6.79|7.585
6a_a31|104.73|-15.56795422|28.0|2|-0.1428|0.610184884|0.031153284|479.200937|20.08876284|5.9586|4.55e-05|-4.34|2.8|1.0|-0.779425376|3.42|0.08881108|-6.96|5.9586
12t_a36|133.52|-15.94144641|31.0|1|-0.15088|1.297042607|0.01547607|729.1873176|11.7409283|8.0969|2.6600000000000003e-05|-4.57|3.47|0.0|-0.404180985|4.94|0.035510516|-7.36|8.0969
12as_a36|133.95|-17.17446921|32.0|1|-0.1563|1.297043209|0.017444469|716.9974499|12.95780416|7.2291|0.000112|-3.95|2.36|0.0|-0.452697599|4.86|0.096454203|-6.89|7.2291
19b_a38|125.65|-16.02708787|31.0|1|-0.15414|1.297044256|0.020570275|593.6088758|13.92699891|7.9172|4.67e-05|-4.33|2.88|0.0|-0.467227005|4.82|0.013765516|-7.12|7.9172
36_a18|146.24|-16.1853561|35.0|0|-0.13133|1.25117638|0.0123136069999999|975.4099618|6.722004572|7.4949|5.19e-06|-5.28|4.18|1.0|-0.442092758|4.19|-0.05224259|-9.16|7.4949
7l_a46|86.96|-5.1237682730000005|22.0|1|-0.18993|1.160371354|0.016330867|375.721552|5.5935102720000005|5.7122|0.0001889999999999|-3.72|2.61|1.0|-0.038903382|3.04|-0.203375108|-6.29|5.7122
11b_a5|106.58|-10.5712171|27.0|1|-0.17107|1.277648917|0.0228838029999999|504.9898148|9.829471091|7.7212|2.04e-05|-4.69|3.62|1.0|-0.1833048739999999|2.99|-0.067519041|-9.15|7.7212
3_a4|95.12|-5.815502811|24.0|1|-0.17005|1.343866299|0.015358792|409.0289917|5.133610255|6.983|5.520000000000001e-05|-4.26|3.12|1.0|-0.0502208409999999|2.99|-0.07806942|-7.19|6.983
12ah_a36|128.76|-15.92320089|30.0|1|-0.15434|1.297013411|0.017909528|629.5017194000001|11.93961081|7.9586|2.55e-05|-4.59|3.31|0.0|-0.41302559|4.73|0.078459408|-7.18|7.9586
8f_a12|115.66|-12.34367323|27.0|1|-0.15061|0.609895166|0.012030968|524.0516742|7.550959323|6.1898|5.72e-06|-5.24|4.34|1.0|-0.3981937339999999|4.09|-0.013400998|-8.42|6.1898
18d_a30|127.24|-15.18369704|30.0|1|-0.14167|0.6049874|0.016577694|618.6004214|11.29282624|7.6737|9.71e-06|-5.01|3.97|0.0|-0.385441836|4.75|-0.071608958|-6.9|7.6737
25b_a34|108.21|-16.55102732|29.0|1|-0.17564|1.290860233|0.019067452|595.8522372|18.82143547|5.6819|0.000202|-3.69|2.29|1.0|-0.861190687|3.53|-0.150946163|-6.42|5.6819
13h_a6|128.63|-15.82689691|33.0|1|-0.14097|1.424099498|0.017825256|744.1359788|12.1971464|7.3279|8.8e-06|-5.06|3.7|1.0|-0.3839567379999999|3.64|0.060987639|-10.57|7.3279
5b_a40|84.17|-9.187872156|21.0|2|-0.15999|0.604912077|0.012549086|285.9136384|9.59023102|7.1938|1.44e-05|-4.84|4.14|0.0|-0.163148971|3.13|-0.096549823|-5.25|7.1938
7h_a8|101.89|-13.63564064|28.0|1|-0.16076|1.391840221|0.00878112|446.5544107|6.71377223|4.9788|3.16e-06|-5.5|4.66|0.0|-0.23505152|3.12|-0.016074683|-8.46|4.9788
12u_a30|137.3|-17.02494806|31.0|1|-0.1486299999999999|0.604983445|0.014495402|685.6665849999999|10.42404292|7.4647|9.14e-07|-6.04|5.12|0.0|-0.367578706|4.63|-0.091507428|-7.8|7.4647
14d_a23|125.25|-14.27606695|31.0|2|-0.14894|1.197963465|0.015037275|666.0036144999999|12.25371621|8.4001|5.61e-06|-5.25|3.94|1.0|-0.288522152|3.52|0.03253552|-7.78|8.4001
17f_a50|116.81|-10.14694362|29.0|2|-0.16784|1.349854916|0.01617809|652.6793116|10.09339793|6.4001|7.57e-05|-4.12|2.83|1.0|-0.125733326|3.81|-0.167275895|-6.38|6.4001
1m_a5|95.5|-8.041608085|24.0|1|-0.1778|1.3047206409999998|0.0172594319999999|383.4128238|4.7571353730000006|7.3665|1.82e-05|-4.74|3.69|1.0|-0.096417794|2.69|-0.07112464|-8.63|7.3665
15_a47|96.6|-9.531388265|25.0|1|-0.16762|1.304329657|0.021370407|383.4213189|8.917011222000001|7.8|1.41e-05|-4.85|3.8|1.0|-0.21194909|2.89|-0.130885389|-8.49|7.8
4e_a46|137.28|-17.82509456|35.0|1|-0.17112|0.300205548|0.0125621839999999|942.2127953|8.098142567|6.8125|3.92e-06|-5.41|3.78|1.0|-0.4017151029999999|4.5|-0.08224348|-8.81|6.8125
14aa_a23|130.22|-14.65218978|32.0|2|-0.1449|1.19796312|0.013786041|733.3886349999999|12.26959478|8.451|2.81e-06|-5.55|4.31|1.0|-0.287870566|3.63|0.031136154|-8.16|8.451
3q_a32|115.37|-10.6629646|28.0|3|-0.15001|0.609420748|0.022526037|618.9134881|11.43581616|7.5528|2.4100000000000003e-05|-4.62|3.47|1.0|-0.419780649|3.57|0.02785755|-7.31|7.5528
12aw_a36|123.67|-16.96573876|31.0|1|-0.15688|1.297044239|0.02161528|593.6088758|14.76755422|8.0458|4.81e-05|-4.32|2.88|0.0|-0.4478724979999999|4.73|0.066435701|-7.12|8.0458
14t_a23|125.25|-14.13766923|31.0|2|-0.15625|1.197962538|0.014352462|666.0036144999999|11.36130649|8.3979|5.61e-06|-5.25|3.94|1.0|-0.290708696|3.52|0.073534004|-7.78|8.3979
3a_a49|112.14|-10.52968207|29.0|1|-0.15978|1.343850114|0.021141449|578.2841135|9.491036042|7.1938|0.000503|-3.3|1.38|1.0|-0.337858497|3.25|-0.044367345|-7.19|7.1938
8a_a31|83.83|-10.19199103|22.0|2|-0.1587599999999999|0.610138387|0.030052065|324.7430642|18.56711239|6.1024|0.000773|-3.11|1.56|1.0|-0.586331322|3.34|-0.1480271209999999|-5.33|6.1024
3c_a32|93.05|-7.622115192000001|22.0|3|-0.14219|0.6094207970000001|0.018316536|370.5811396|7.772301225|8.0458|1.22e-05|-4.91|4.14|1.0|-0.270034997|3.22|-0.0522536959999999|-6.89|8.0458
16_a3|90.44|-10.05903863|23.0|1|-0.13195|0.605020428|0.0143895839999999|328.71459869999995|6.027544549|7.3768|3.2200000000000003e-05|-4.49|3.35|1.0|-0.371147877|3.13|0.027762972|-7.16|7.3768
12b_a30|127.24|-15.50462119|30.0|1|-0.1493799999999999|0.604984682|0.01584525|618.6004214|11.01246349|8.1543|9.71e-06|-5.01|3.97|0.0|-0.3897233479999999|4.63|-0.074391852|-6.9|8.1543
13g_a6|128.63|-15.68456028|33.0|1|-0.1327|1.424099171|0.017929016|744.1359788|12.28038897|6.9245|8.8e-06|-5.06|3.7|1.0|-0.381325604|3.61|0.03536788|-10.57|6.9245
16j_a32|121.3|-17.53752467|30.0|3|-0.15012|0.609420735|0.021655546|701.9321161|16.63953228|8.0315|3.89e-06|-5.41|4.59|1.0|-0.778815477|3.86|-0.0667943999999999|-7.77|8.0315
12ay_a36|133.68|-14.84739041|31.0|1|-0.15056|1.2970434|0.015670425|729.1873176|11.67851857|7.7447|2.5e-05|-4.6|3.41|0.0|-0.404030255|4.96|0.1012005419999999|-7.34|7.7447
12g_a40|93.78|-11.99782981|23.0|2|-0.13191|0.604990688|0.013442698|335.7078145|6.670206427999999|6.1403|1.62e-06|-5.79|5.07|0.0|-0.354104815|3.24|0.167050952|-6.63|6.1403
15b_a10|123.73|-11.32690674|31.0|1|-0.15579|1.3438370730000002|0.017637846|766.4127559|10.94939968|7.0706|2.28e-05|-4.64|3.49|1.0|-0.149607679|3.61|-0.111812184|-8.18|7.0706
12o_a36|138.06|-18.36865355|33.0|1|-0.15695|1.297042837|0.026586303|757.7532208|16.85373064|7.3979|0.000227|-3.64|1.85|0.0|-0.613501857|4.97|0.03842353|-6.93|7.3979
14s_a23|125.29|-14.09722664|31.0|2|-0.1515|1.197958333|0.017330177|633.3278634|12.81151517|8.5482|2.83e-06|-5.55|4.21|1.0|-0.298573309|3.45|0.049317519|-7.99|8.5482
11a_a5|128.51|-13.38721623|32.0|1|-0.16735|1.212363224|0.014482324|835.912531|8.474559367000001|7.0915|3.95e-07|-6.4|6.13|1.0|-0.185262487|3.53|-0.052944925|-9.93|7.0915
20_a47|99.68|-9.761884958|28.0|1|-0.16377|1.408721455|0.034758191|428.5826478|12.85623208|8.6|8.32e-05|-4.08|2.63|1.0|-0.505699304|3.19|0.031814023|-7.31|8.6
9_a47|101.46|-10.10553715|26.0|0|-0.1545099999999999|1.3818994059999998|0.015793737|442.7664664|4.991260197|7.6|6.3e-06|-5.2|4.43|1.0|-0.382556052|2.87|-0.043270202|-8.47|7.6
12aa_a30|140.26|-16.48066156|33.0|1|-0.1472099999999999|0.604983643|0.029670025|792.3440337000001|21.58471858|8.1135|9.94e-06|-5.0|3.81|1.0|-0.539735362|4.86|-0.014017531|-6.83|8.1135
12g_a36|138.33|-16.3273005|32.0|1|-0.15236|1.2678464|0.015152386|799.5563855|12.19441007|7.8539|1.39e-05|-4.86|3.8|1.0|-0.409214521|5.06|0.078990142|-7.38|7.8539
8_a1 (SB-202620)|99.61|-13.22376193|27.0|1|-0.13683|1.4323973840000002|0.019645498|433.2550452|8.809217494|6.3979|1.98e-05|-4.7|3.6|0.0|-0.606562911|2.74|-0.0443137679999999|-8.02|6.3979
12_a4|113.02|-9.127388465|29.0|1|-0.16224|0.295190368|0.015603795|608.4548423|6.936764267999999|5.032|4.64e-05|-4.33|2.72|1.0|-0.113938738|3.41|-0.0334644329999999|-7.84|5.032
14m_a23|125.29|-19.00406438|34.0|2|-0.15208|1.197955072|0.017997351|658.8108151|12.51396625|8.5171|1.61e-06|-5.79|4.46|1.0|-0.482182526|3.51|0.028217372|-8.23|8.5171
LY364947_a10|82.56|-5.78950507|21.0|1||1.390175303|0.018707677|287.99188260000005|4.275500834|7.2291|0.000137|-3.86|2.74|1.0|-0.084940213|2.46|0.0938628109999999|-7.2|7.2291
5a_a40|74.15|-7.128912782|19.0|2|-0.15066|0.604913477|0.0130940839999999|244.8873477|9.135164355|7.0915|0.000213|-3.67|2.88|1.0|-0.152120625|3.04|-0.108428634|-4.05|7.0915
12ac_a36|133.95|-17.38437788|32.0|1|-0.15675|1.297043188|0.020208014|716.9974499|14.93372351|7.8861|0.000112|-3.95|2.36|0.0|-0.450737917|4.86|0.03586247|-6.89|7.8861
7c_a10|113.07|-7.635686595|29.0|1|-0.16055|1.343178184|0.0269852389999999|611.4957509|16.04055193|5.4191|2.05e-05|-4.69|3.46|1.0|-0.206388032|3.48|-0.1122332619999999|-7.78|5.4191
4f_a46|101.54|-6.484875252999999|25.0|1|-0.19079|1.134637108|0.010341277|538.4165208|4.738551282|6.7375|2.62e-05|-4.58|3.77|1.0|-0.053860324|3.88|-0.099507167|-7.21|6.7375
17d_a50|133.19|-12.30823045|32.0|2|-0.16716|1.338814635|0.013178555|829.3813984|10.55016861|7.1308|1.31e-05|-4.88|3.72|1.0|-0.140830095|4.07|0.006071856|-7.07|7.1308
3c_a49|109.43|-8.253567879|28.0|1|-0.15853|1.343850149|0.021783913|542.7276591|8.477406111|7.0605|0.000137|-3.86|2.29|1.0|-0.248722888|3.18|-0.04696024|-7.54|7.0605
12o_a30|132.29|-15.65480256|30.0|1|-0.1478799999999999|0.604984133|0.0141914589999999|652.8825454|9.948252054|7.8097|3.61e-06|-5.44|4.49|0.0|-0.364378536|4.63|-0.089996613|-7.22|7.8097
1c_a5|95.45|-7.366029352999999|24.0|1|-0.18719|1.424607938|0.0153811389999999|409.0289917|4.27195187|5.4|3.5600000000000005e-05|-4.45|3.43|1.0|-0.085301064|2.78|-0.080321049|-8.41|5.4
9_a10|130.71|-14.37503199|33.0|1|-0.15045|1.377786667|0.015893979|816.3832816|9.815155744|6.7144|3.64e-05|-4.44|2.97|1.0|-0.285441469|4.0|-0.048732912|-7.93|6.7144
1_a1 (SKF-104365)|81.72|-6.316296726|21.0|1|-0.16142|0.626769342|0.018973797|297.2783688|6.18316314|5.7959|9.65e-05|-4.02|2.96|1.0|-0.218014497|2.97|-0.091086986|-6.0|5.7959
9i_a40|91.11|-9.360805225|22.0|2|-0.11967|0.604992808|0.010372658|351.4600612|5.548036224|5.9031|1.97e-05|-4.71|3.85|1.0|-0.279092262|3.25|0.187127708|-6.03|5.9031
16e_a32|111.95|-15.45011555|28.0|3|-0.14991|0.609420752|0.023323257|573.3529948|15.50894749|8.1367|1.7899999999999998e-05|-4.75|3.76|1.0|-0.772021601|3.64|-0.04474426|-7.38|8.1367
12ab_a30|140.26|-15.78042667|33.0|1|-0.14772|0.604983638|0.030534507|792.3440337000001|22.23130678|7.7825|9.94e-06|-5.0|3.81|1.0|-0.520212725|4.87|0.018023992|-6.83|7.7825
25_a12|99.48|-9.021208163|24.0|0|-0.14303|1.404967476|0.005118351|430.4348528|2.580489093|7.6576|5.63e-06|-5.25|4.76|1.0|-0.180562493|2.81|-0.089297664|-8.78|7.6576
12i _a30|132.29|-15.95200773|30.0|1|-0.14945|0.604984133|0.014680721|652.8825454|10.32233418|7.8013|3.61e-06|-5.44|4.49|0.0|-0.366470081|4.62|-0.0982344169999999|-7.22|7.8013
12e_a31|129.38|-19.38348182|33.0|2|-0.15934|0.610134116|0.020841203|798.7285626|19.38343763|6.7696|3.83e-06|-5.42|4.48|1.0|-0.70267073|3.87|0.0113193469999999|-9.31|6.7696
3e_a32|97.86|-8.941186293|23.0|3|-0.14754|0.609420788|0.012891628|421.3548777|6.69516884|8.0862|6.6e-06|-5.18|4.47|1.0|-0.275255791|3.33|-0.057366352|-6.92|8.0862
12at_a36|135.03|-17.99981985|33.0|1|-0.15607|1.297042863|0.027424543|735.3783268|20.43891035|7.1079|8.36e-05|-4.08|2.53|0.0|-0.653190113|4.9|0.054794728|-6.62|7.1079
15a_a22|124.05|-14.47998862|32.0|1|-0.15281|1.4229176680000002|0.0216014629999999|684.5377542|14.43653926|6.8447|2.1e-05|-4.68|3.18|1.0|-0.280236463|3.42|0.021482585|-9.21|6.8447
17c_a50|134.28|-10.29240792|33.0|2|-0.16697|1.347835869|0.0232952879999999|849.1345426000001|14.91199042|7.1612|3.75e-05|-4.43|2.86|1.0|-0.1766179239999999|4.12|0.021572081|-6.79|7.1612
12bc_a36|133.77|-17.41308622|31.0|1|-0.15671|1.284647662|0.017847333|661.6709012|12.2593899|8.0969|6.55e-06|-5.18|3.93|0.0|-0.413738077|4.73|0.068351685|-7.76|8.0969
5e_a40|79.16|-8.116440327000001|20.0|2|-0.14786|0.604912776|0.012921086|264.9899736|9.440323938|7.6021|5.56e-05|-4.25|3.51|0.0|-0.162528785|3.03|-0.106497535|-4.65|7.6021
12_a47|91.63|-9.25429818|24.0|1|-0.1633|1.304330736|0.025457205|335.1175012|9.382250925|8.2|2.77e-05|-4.56|3.43|1.0|-0.209845277|2.73|0.001435849|-8.11|8.2
12aq_a36|131.85|-19.17486584|32.0|1|-0.13908|1.297043497|0.020701483|689.2886595|14.29132551|7.2596|0.000359|-3.45|1.55|0.0|-0.674732412|4.83|0.076517478|-6.14|7.2596
12m_a30|133.52|-18.66147291|32.0|1|-0.15042|0.6049842529999999|0.019500715|683.7405759|18.55926485|7.5114|9.71e-06|-5.01|3.89|0.0|-0.57615692|4.66|-0.1305457069999999|-6.42|7.5114
19_a4|98.19|-8.771275759|25.0|1|-0.17004|0.29641517|0.0143733|450.6848883|7.168604362000001|4.71|0.000106|-3.97|2.62|1.0|-0.105763614|3.46|-0.052325802|-6.09|4.71
32_a47|125.17|-13.53252578|31.0|1|-0.1509599999999999|1.216307925|0.022735861|682.9868225|13.90468487|7.0|8.89e-06|-5.05|3.7|1.0|-0.2037028839999999|3.35|-0.013510009|-8.82|7.0
6_a47|106.47|-10.82346202|27.0|0|-0.1544|1.304328257|0.0154005|469.7495559|5.323543706000001|7.9|1.63e-06|-5.79|5.06|1.0|-0.392537045|2.82|-0.14404966|-9.06|7.9
19_a15|101.22|-14.14482104|26.0|0|-0.17018|0.300209223|0.005747326|490.1808545|3.04716388|7.1427|4.1200000000000005e-05|-4.39|3.29|1.0|-0.4621216379999999|2.99|0.037722611|-7.14|7.1427
20a_a10|126.35|-11.8557778|33.0|1|-0.1613099999999999|1.343837243|0.016540298|719.5272609|8.860330345|5.9208|2.56e-06|-5.59|4.36|1.0|-0.197323337|3.48|-0.035536682|-9.44|5.9208
5_a47|101.51|-10.74353333|26.0|0|-0.15419|1.304329328|0.017501741|416.1194472|5.246458665|7.7|3.18e-06|-5.5|4.7|1.0|-0.390426|2.67|0.003858593|-8.68|7.7
12h_a30|127.24|-15.55093031|30.0|1|-0.14889|0.604984682|0.015886049|618.6004214|11.06352871|8.065|9.71e-06|-5.01|3.97|0.0|-0.391119352|4.63|-0.074988669|-6.9|8.065
4R4k_a46|100.96|-8.617349646000001|25.0|1|-0.17484|1.134637098|0.007248925|519.5743695|4.194771739|7.0132|1.4800000000000002e-05|-4.83|4.05|1.0|-0.252970193|3.8|-0.104665424|-6.61|7.0132
13b_a6|116.79|-17.48058934|31.0|1|-0.14898|1.430640379|0.0203627189999999|627.4287311|21.00828557|6.7595|1.02e-05|-4.99|3.8|1.0|-0.6051312529999999|3.56|0.060593678|-9.01|6.7595
19e_a38|135.78|-17.17594064|32.0|1|-0.15584|1.297043576|0.020114756|696.3887025|14.27562164|8.0083|1.89e-05|-4.72|3.55|1.0|-0.4379521229999999|4.96|0.021678225|-7.28|8.0083
14l_a23|125.25|-14.29549842|31.0|2|-0.14639|1.1979636809999998|0.01508774|666.0036144999999|12.31633167|8.1798|5.61e-06|-5.25|3.94|1.0|-0.288615723|3.51|0.042748013|-7.78|8.1798
13e_a6|123.82|-14.71237941|32.0|1|-0.1327|1.429020445|0.019543118|676.2770877|12.28502792|7.9208|1.65e-05|-4.78|3.27|1.0|-0.378539035|3.51|0.018376555|-10.18|7.9208
3d_a32|97.86|-8.405385739|23.0|3|-0.14189|0.609420786|0.0160633|421.3548777|7.807299836|8.0915|7.36e-06|-5.13|4.5|1.0|-0.269655316|3.34|-0.0620110029999999|-7.29|8.0915
31_a47|109.21|-14.46018796|29.0|1|-0.15143|1.304326813|0.024209265|513.2159236|13.27533898|7.8|4.03e-05|-4.39|2.86|1.0|-0.417294247|3.18|-0.086842911|-7.62|7.8
12k_a30|133.77|-15.44895229|31.0|1|-0.14743|0.604984231|0.0226150579999999|704.0353382000001|16.01752015|7.6144|1.19e-05|-4.93|3.84|1.0|-0.44562817|4.72|-0.13882907|-6.74|7.6144
18_a10|119.81|-10.02718922|31.0|1|-0.15735|1.243178376|0.020666062|713.2632062000001|12.12013168|6.8861|1.7100000000000002e-05|-4.77|3.49|1.0|-0.1859075939999999|4.07|-0.092424959|-7.88|6.8861
14b_a23|120.24|-14.74314679|31.0|2|-0.15064|1.197963628|0.01779446|599.5697147999999|13.26014776|8.3536|7.73e-06|-5.11|3.68|1.0|-0.318684138|3.42|0.0519489729999999|-7.67|8.3536
14_a15|119.95|-13.50893838|30.0|0|-0.14997|1.43568901|0.015286995|673.7288405|9.403293601|7.5229|1.47e-06|-5.83|5.29|1.0|-0.374014235|3.56|-0.033982971|-9.82|7.5229
6_a27|92.65|-8.486272674|24.0|1|-0.17007|1.404458667|0.01635203|373.9912084|10.17466399|9.0|0.000153|-3.82|2.37|0.0|-0.330715016|3.0|-0.237047381|-6.67|9.0
A8301_a51|129.04|-13.82143785|31.0|1||1.197963627|0.009586697|690.8826121000001|5.293803823|7.9208|1.17e-06|-5.93|5.02|1.0|-0.242873103|3.49|0.078523314|-9.38|7.9208
12ak_a36|138.33|-16.97756755|32.0|1|-0.15275|1.270373882|0.018055095|799.5563855|14.3700664|7.3372|1.39e-05|-4.86|3.8|1.0|-0.407322296|5.05|0.12041792|-7.38|7.3372
11_a15|138.24|-15.7814467|34.0|0|-0.12134|1.435688956|0.018086221|830.7967967000001|12.69062406|6.1314|7.970000000000001e-07|-6.1|5.32|0.0|-0.402711212|4.1|-0.036023137|-8.9|6.1314
12au_a36|142.02|-19.68626738|34.0|1|-0.15162|0.2992539489999999|0.023021031|805.2286932|15.51748637|7.3279|0.0001889999999999|-3.72|1.64|0.0|-0.613616984|5.0|0.075815782|-6.87|7.3279
13a_a5|114.18|-11.59515363|30.0|1|-0.17364|1.393002748|0.02811638|620.5697596|10.77696869|7.041|0.000184|-3.74|2.19|1.0|-0.328417593|3.07|-0.007871499|-8.9|7.041
21_a4|91.59|-7.377915035|23.0|1|-0.16632|1.399863887|0.017563978|387.240586|10.23237244|6.9172|6.51e-05|-4.19|3.36|1.0|-0.131928225|3.37|0.019346682|-5.94|6.9172
37_a18|151.14|-15.30451633|36.0|0|-0.13194|1.251176176|0.0142451319999999|1056.535856|6.653112344|7.4559|3.35e-06|-5.47|4.36|1.0|-0.385273662|4.31|-0.018268775|-8.82|7.4559
15c_a10|141.96|-9.275357237|34.0|1|-0.14739|1.343850105|0.023432886|924.9341455|10.2013281|7.0|2.68e-05|-4.57|2.94|1.0|-0.153072705|3.85|-0.06400528|-7.79|7.0
9a_a40|86.7|-7.51786994|21.0|2|-0.13808|0.604993021|0.008714375|323.79254|5.334966331|6.6696|8.33e-06|-5.08|4.54|1.0|-0.136162501|3.26|0.168990628|-6.4|6.6696
26_a20|125.0|-14.92323356|32.0|1|-0.16129|1.4165417530000002|0.014879363|712.1606951|8.604974082|6.8827|9.51e-06|-5.02|3.63|1.0|-0.3297182369999999|3.42|0.1516835819999999|-9.18|6.8827
22_a20|121.62|-11.49852068|31.0|1|-0.16176|1.4170330269999998|0.01345209|664.4562602999999|8.001165067999999|6.6364|2.98e-06|-5.53|4.47|1.0|-0.079707783|3.36|0.09301076|-9.69|6.6364
11_a47|124.7|-13.48990542|32.0|0|-0.1546|1.381898438|0.0128657439999999|670.2339441|5.184267117|7.4|9.32e-07|-6.03|5.06|1.0|-0.427212659|3.28|-0.0586047379999999|-10.55|7.4
1_a6 (SB-431542)|106.85|-16.29019397|29.0|1|-0.13329|1.430935835|0.02438148|513.4628663999999|19.58668728|5.8119|5.660000000000001e-05|-4.25|2.7|1.0|-0.766207981|3.25|0.1008839219999999|-7.69|5.8119
8j_a46|96.94|-7.405468973|24.0|1|-0.18531|1.160371125|0.008843828|453.1959065|4.658562801|5.9108|1.47e-05|-4.83|3.97|1.0|-0.081366324|3.23|-0.129276363|-7.26|5.9108
14u_a23|126.78|-15.12707504|32.0|2|-0.1543|1.197962732|0.023582305|683.7405759|16.97420126|8.2449|9.57e-06|-5.02|3.55|1.0|-0.385981432|3.59|0.050530143|-7.51|8.2449
8b_a12|110.58|-15.27062922|27.0|0|-0.15294|1.283836078|0.009361504|510.3677388|6.513753986|6.58|9.74e-05|-4.01|2.76|1.0|-0.618894925|4.11|0.028584223|-7.45|6.58
