molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|n6HRing|MATS7i|ATSC1c|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Zero Point Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
3f_a32|0.0|1|1|0.0|0|0|0|0.6094207770000001|0.0067550119999999|-0.00611496|0|-0.062954205|-0.275173181|-0.110286539|3|0.002565215|-0.112493266|-0.074808287|-0.133675401|-0.5487283829999999|0|0.820782305|-0.110248899|-0.1743238839999999|0.786074011|1|0.874026684|0.3217719189999999|0.011897886|-41.40131823|-54.8993954|6.707989266|0.125973316|-0.030139709|-30.95210106|0.0|0.78919828|-1.265867765|61.47296003|48.1093075|0.435176082|-9.580412233|0.21080172|6.153728636|0.770463268|118.8493262|-402.3773138|21.53155987|0.011659458|904.3255145|1.0|1.0|1.0|0.28|19.0|-7.31|7.18|2.0|0.0|102.66|0.0|4.0|-6.89|24.0|3.0|0.0|0.0|1.0|4.63|-5.4|1.28e-07|4.53e-05|0.0|4.89e-08|1.73e-05|3.92|3.5569|-1712.034952|1006.92|348.58|293.0|-1711.863611|-1711.9193289999998|5.7161|9.0|8.0458
3m_a32|0.0|1|1|0.0|0|0|1|0.609420748|0.013867955|-0.006290106|0|-0.0370712179999999|-0.3082152019999999|-0.078038283|3|0.000822186|-0.065422345|-0.04918838|-0.086806406|-0.49476131|0|0.817967125|-0.0067207069999999|-0.126422018|0.6672533589999999|1|0.798023273|0.317009723|0.013428623|-50.60363458|-56.15082133|8.029854976000001|0.201976727|-0.027127559|-33.57626169|0.0|0.674468222|-1.220740175|67.1606709|58.63348955|0.4687361229999999|-9.699808932|0.325531778|7.0752395770000005|0.882303773|194.65681730000003|-436.4914018999999|24.05057475|0.018412178|1082.275864|1.0|1.0|1.0|0.3|19.0|-7.38|7.02|2.0|0.0|110.36|0.0|3.0|-5.94|27.0|4.0|0.0|0.0|1.0|4.12|-4.86|1.14e-06|0.000449|0.0|4.190000000000001e-08|1.65e-05|5.1|3.5749|-1863.46877|1073.31|346.82|0.2952|-1863.279862|-1863.337677|8.0755|23.0|7.6383
8_a4|0.0|0|0|0.0|1|1|1|1.304250488|-0.208165266|-0.001277205|2|-0.072752231|-0.056197036|0.05775266|1|0.009595591|-0.1193184819999999|-0.048133994|-0.078942941|-0.150276481|2|0.813333185|-0.07377839|0.097165358|0.576540652|1|0.925132446|0.546157592|0.0103751219999999|-27.90231822|-33.90618946|5.362918401|0.074867554|-0.024598141|-17.52616744|37.17889653|0.7261541020000001|-0.983925625|41.57817329|33.26523662|0.428884426|-6.572312789|0.273845898|5.695730546|0.750959081|141.55141369999998|-262.8925116|17.50981094|0.0148422489999999|700.3924376|1.0|1.0|0.0|0.15|21.0|-7.78|4.63|1.0|0.0|100.13|0.0|2.0|-4.35|25.0|3.0|0.0|1.0|1.0|3.85|-4.84|4.49e-05|0.0156|0.0|1.65e-08|5.72e-06|3.29|3.9863|-1450.21384|949.09|311.03|0.1687|-1450.071352|-1450.121028|5.7488|54.0|7.2676
12av_a36|0.0|0|0|0.0|0|2|2|1.297042752|0.049150854|-0.009925128|2|0.06882889|-0.605432791|-0.039627578|1|-0.000472698|0.1168328169999999|-0.126068378|-0.213993335|-0.507136551|1|0.8076780109999999|-0.018133027|-0.067408377|0.817582774|0|0.752447733|0.277834652|0.021666882|-57.31621925|-73.55299094|15.09249582|0.247552267|-0.035197712|-51.2347934|124.9387725|0.671916917|-2.006269572|91.5101903|72.40871507|0.491188387|-17.07826447|0.328083083|8.975655204|0.965363947|228.5327731|-973.4610746|36.48912989|0.025779468|2079.880404|0.0|0.0|3.0|0.17|17.0|-6.93|2.38|1.0|0.0|138.06|0.0|7.0|-3.54|33.0|5.0|0.0|0.0|0.0|1.47|-3.64|0.000292|128.0|0.0|1.1800000000000001e-07|5.18e-05|4.5|3.4402|-1440.945099|1247.28|360.39|0.6698|-1440.67411|-1440.738332|6.1075|39.0|7.4089
14b_a3|0.0|0|0|0.0|0|0|0|0.605016869|0.143500839|-0.009130444|3|-0.1551678719999999|-0.356087317|-0.102362298|1|-0.004161699|-0.288944272|-0.050943323|-0.094863591|-0.575695827|3|0.7809478329999999|-0.133815639|-0.170297225|0.8255789570000001|1|0.786476513|0.379746504|0.012828558|-44.49789848|-49.38772279|6.273415527999999|0.2135234869999999|-0.036469822|-24.15156108|82.79166784|0.766915433|-1.312913604|57.87172082|50.77131401|0.487615651|-8.721397057|0.233084567|4.989782639|0.951659927|113.9829058|-313.9702941|23.25478753|0.017348996|837.1723509999999|0.0|1.0|1.0|0.06|21.0|-6.89|4.28|0.0|0.0|93.25|0.0|2.0|-4.45|23.0|4.0|0.0|0.0|1.0|2.82|-3.99|3.54e-05|0.0113|0.0|1.28e-07|4.08e-05|2.22|3.0724|-1327.4859310000002|879.19|403.54|0.2276|-1327.349444|-1327.398177|3.8724|0.38|6.4202
15_a15|0.0|0|0|0.0|0|1|1|1.435688991|-0.132759299|-0.006378587|3|-0.063032481|-0.395472407|0.0020555079999999|0|0.003766915|-0.098862691|-0.173728081|-0.272482143|-0.3597407929999999|2|0.724319314|0.007958332|0.003774415|0.796300317|0|0.8972060479999999|0.7028760070000001|0.020649569|-41.11675625|-60.51136736|13.71976186|0.102793952|-0.031405332|-40.20430373|4.306196778|0.702544178|-1.821509261|73.99578515|54.83651811|0.435723718|-13.86355301|0.297455822|6.673906339|0.772181523|197.6323578|-804.0860746000001|29.700607300000005|0.0202953539999999|1722.635223|1.0|1.0|1.0|0.07|24.0|-8.9|4.33|2.0|0.0|138.24|0.0|6.0|-6.32|34.0|4.0|1.0|0.0|0.0|4.64|-6.1|4.77e-07|0.000214|0.0|1.27e-09|5.7e-07|5.04|2582.0|-1450.725355|1265.55|480.19|0.4459|-1450.398033|-1450.462493|2.9566|109.0|6.9626
13k_a6|0.0|0|0|0.0|0|1|1|1.42421381|0.031525207|-0.014257799|1|0.051404465|-0.8554679409999999|-0.072504783|1|-0.006280295|0.08217847|-0.045794891|-0.073210645|-0.5627624379999999|1|0.7908110340000001|0.1373649019999999|-0.123105035|0.827754203|0|0.641032542|0.212093198|0.0296987679999999|-82.8774254|-88.29427104|20.6185734|0.3589674579999999|-0.045420752|-61.29890279999999|113.5526088|0.7971316940000001|-2.543562101|100.7779947|103.4959988|0.426031882|-21.89246528|0.202868306|8.370126134|0.7422570490000001|140.8427117|-1225.9780560000002|39.55891914|0.017981419|2215.299472|1.0|1.0|3.0|0.16|23.0|-8.89|4.55|1.0|0.0|124.98|0.0|7.0|-5.49|33.0|5.0|0.0|0.0|1.0|3.18|-4.77|3.26e-06|0.00144|0.0|1.29e-09|5.7e-07|5.41|3.5476|-1465.83213|1246.69|349.49|0.3971|-1465.557346|-1465.621288|10.5079|46.0|7.3372
19e_a38|0.0|0|0|0.0|0|2|2|1.297043576|-0.082311936|-0.007550899|2|0.021678225|-0.4379521229999999|-0.038386106|1|0.000347207|0.045449529|-0.091460175|-0.191751024|-0.436305701|1|0.839953955|0.04818471|-0.064035403|0.700181525|0|0.776562593|0.552393659|0.02118651|-56.34606212|-68.82539051|14.27562164|0.223437407|-0.03783113|-46.37503972|16.39385667|0.749190974|-2.042881001|82.37885703|70.62168376|0.4655978389999999|-17.17594064|0.250809026|6.596408983|0.871249918|168.99691289999998|-927.5007945|34.02454948|0.020114756|1837.325672|1.0|1.0|3.0|0.12|17.0|-7.28|4.03|2.0|0.0|135.78|0.0|6.0|-4.94|32.0|4.0|0.0|0.0|1.0|3.3|-4.72|1.15e-05|0.0049|0.0|5.27e-08|2.25e-05|4.08|3.8587|-1409.547647|1183.12|321.31|0.3948|-1409.315831|-1409.37733|8.0952|0.01|8.0083
12be_a36|0.0|0|0|0.0|0|2|2|1.297042758|-0.148313814|-0.009368126|2|0.118420241|-0.580823835|0.00430921|1|0.002872872|0.19405344|-0.176729938|-0.289604649|-0.3825349939999999|1|0.812921349|0.132962547|0.00734728|0.8350231859999999|0|0.798015877|0.330453338|0.033763464|-54.15309606|-75.59805505|23.42501577|0.201984123|-0.031937334|-52.44976141|0.0|0.5660743979999999|-1.852365352|99.62604537|77.57811183|0.4564615729999999|-15.37320593|0.433925602|8.773114043|0.839796323|301.05661160000005|-891.645944|39.14335412|0.034632557|2270.314539|1.0|0.0|2.0|0.21|17.0|-6.79|2.83|1.0|0.0|136.74|0.0|7.0|-4.11|33.0|6.0|0.0|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|0.0|1.6100000000000005e-07|7.11e-05|2.68|3.3487|-1461.968283|1256.67|370.25|0.7034|-1461.68274|-1461.747501|10.3044|44.0|7.3565
8b_a8|0.0|0|0|0.0|1|1|1|1.395658149|-0.023718767|-0.013834266|1|0.019958073|-0.733216119|-0.03443232|1|-0.003593429|0.031896755|0.049587543|0.079250224|-0.5058761820000001|1|0.778853499|0.097555876|-0.0527918259999999|0.726912742|0|0.558354653|0.28604765|0.032440348|-79.74587194|-71.23625346|19.87542051|0.441645347|-0.047457424|-43.64473805|89.09854311|0.781454722|-2.325413799|84.97574547|99.62129245|0.4835310479999999|-17.8141788|0.218545278|7.507665421|0.936224813|133.8974321|-872.8947609999999|37.20755791|0.022425382|1823.170337|0.0|1.0|2.0|0.09|23.0|-7.13|3.65|1.0|0.0|114.18|0.0|4.0|-4.77|31.0|5.0|0.0|0.0|0.0|2.9|-4.43|1.6899999999999997e-05|7.0|0.0|7.33e-08|3.04e-05|6.41|3.2992|-1407.052256|1098.17|375.8|0.2618|-1406.829227|-1406.887058|7.4497|5.08|5.2941
8_a47|0.0|0|0|0.0|0|0|1|1.24688044|0.003732288|-0.007835945|2|-0.087101663|-0.391797226|-0.14203855|0|-0.007648516|-0.177626636|-0.00158075|-0.003223628|-0.4497577479999999|2|0.7847248109999999|-0.035681436|-0.223459904|0.659210804|1|0.8497568740000001|0.517797505|0.008687692|-44.09728708|-53.11155658|5.043798869|0.150243126|-0.035797309|-30.83488674|0.0|0.819702033|-1.646676195|60.62152862|49.14108595|0.414302597|-12.06582525|0.180297967|6.492934319|0.707366287|104.6752861|-555.0279614|25.35407034|0.012935553|1166.287236|1.0|0.0|2.0|0.13|22.0|-9.25|5.67|2.0|0.0|113.97|0.0|4.0|-6.59|29.0|4.0|1.0|0.0|1.0|5.03|-6.19|2.56e-07|0.000104|0.0|5.62e-10|2.28e-07|4.91|3.6696|-1686.0356350000002|1071.62|337.87|0.2249|-1685.8518170000002|-1685.908004|4.6281|0.05|7.3
8a_a50|0.0|1|1|0.0|1|1|1|1.39826105|-0.0737162059999999|-0.00439531|1|-0.0224366579999999|-0.188998337|-0.058014797|2|0.007801731|-0.038971589|-0.065546446|-0.11385159|-0.352654037|1|0.804535572|-0.188882361|-0.095292123|0.7135713840000001|1|0.860876738|0.278028663|0.018809422|-34.88425666|-41.48493288|9.480859015|0.139123262|-0.031655181|-20.91041439|0.0|0.751415713|-1.234552044|50.06249379|44.36511568|0.46183401|-8.042467074|0.248584287|5.754657432|0.858162757|125.2985144|-313.6562159|21.23424244|0.017017336|828.1354551|1.0|0.0|1.0|0.11|20.0|-6.32|3.63|0.0|0.0|94.75|0.0|2.0|-3.86|24.0|3.0|0.0|1.0|1.0|2.87|-4.13|0.000138|0.0433|0.0|4.82e-07|0.000151|2.69|4.1738|-1006.637067|912.7|297.06|0.18|-1006.508913|-1006.557694|5.5319|47.0|7.3279
7c_a10|0.0|0|0|0.0|1|1|1|1.343178184|-0.152261681|-0.00375251|2|-0.1122332619999999|-0.206388032|-0.066271289|1|0.0107756969999999|-0.176560297|-0.12177839|-0.191576261|-0.215874011|2|0.7928588059999999|-0.087063341|-0.105104647|0.6952665379999999|1|0.906276489|0.487148112|0.027436939|-29.66615908|-51.2378943|16.04055193|0.093723511|-0.0223398779999999|-29.95538587|58.07647902|0.52630639|-1.139333798|67.01436709|45.70671102|0.4675549639999999|-7.635686595|0.47369361|6.703148323|0.8781281320000001|276.93712|-389.4200163|24.81565867|0.0269852389999999|1265.598592|1.0|1.0|0.0|0.26|21.0|-7.78|4.59|1.0|0.0|113.07|0.0|4.0|-4.44|29.0|5.0|0.0|1.0|1.0|3.59|-4.69|3.59e-05|0.0139|0.0|1.66e-08|6.4e-06|2.76|3.8357|-1258.985004|1102.43|323.24|0.4049|-1258.744382|-1258.801509|5.0714|3.81|5.4191
46_a18|0.0|0|0|0.0|0|2|2|1.251088279|-0.001181461|-0.005378956|1|-0.046124025|-0.3872848129999999|-0.052591109|0|0.003512954|-0.069691797|-0.1483628609999999|-0.224171123|-0.448177615|0|0.729629263|-0.015124585|-0.090469229|0.699483099|0|0.8265445990000001|0.30524999|0.008975181|-49.54738918|-54.33831169|6.376289807000001|0.173455401|-0.029244604|-38.60388092|58.66827342|0.782232748|-1.988633091|63.70285871|55.92367899|0.4548138479999999|-14.76030741|0.217767252|8.980343774|0.8342358790000001|154.7096476|-1003.700904|26.56039822|0.013181412|1806.107079|0.0|0.0|2.0|0.3|18.0|-8.82|3.68|2.0|1.0|151.14|0.0|7.0|-5.68|36.0|3.0|0.0|1.0|0.0|2.93|-5.47|2.08e-06|0.000999|0.0|1.51e-09|7.27e-07|8.11|3225.0|-1532.968527|1380.79|384.45|0.4249|-1532.493789|-1532.562476|3.2533|186.0|6.7305
12f_a40|0.0|0|0|0.0|1|0|0|0.604990261|-0.03356339|-0.006206277|0|0.070099257|-0.235838511|-0.172869148|2|0.006841832|0.115814835|-0.033224348|-0.054891771|-0.397377446|0|0.777316288|-0.160218113|-0.271493213|0.605644757|1|0.909993912|3.43e-05|0.021549915|-37.02024147|-45.41519509|11.90644165|0.090006088|-0.032879466|-25.09213464|61.55859085|0.7314440520000001|-1.150781297|56.53158029|48.92668311|0.490421149|-10.03685385|0.268555948|8.404802652999999|0.962404834|148.3785764|-351.2898849|24.83590915|0.0201199619999999|869.2568204|1.0|1.0|0.0|0.06|20.0|-7.32|5.35|2.0|0.0|98.25|0.0|3.0|-6.58|24.0|3.0|0.0|0.0|1.0|4.76|-5.99|2.66e-07|0.0001|0.0|4.81e-08|1.8100000000000003e-05|4.77|2.8374|-2212.348599|951.55|436.97|0.4348|-2212.222254|-2212.275094|4.8562|0.38|6.4202
27a_a34|-3.727789|0|0|0.0|1|1|1|0.300206665|0.0257175079999999|-0.012620846|1|-0.082271189|-0.7320090459999999|-0.008138446|1|-0.005234221|-0.13716603|-0.158932197|-0.264978526|-0.53047808|1|0.779284547|-0.07177581|-0.012251785|0.749941528|0|0.600964267|0.4305370679999999|0.026573385|-74.78290605|-86.36649751|18.62986903|0.3990357329999999|-0.043345322|-60.54917431|22.69787432|0.764921711|-2.340647376|100.7752505|93.41277507|0.436895447|-21.30433911|0.235078289|8.960143164|0.7758691440000001|164.80691819999998|-1150.434312|39.72721867|0.020552444|2145.269808|1.0|1.0|2.0|0.13|23.0|-7.61|2.01|1.0|0.0|122.61|0.0|6.0|-4.96|33.0|7.0|0.0|0.0|0.0|2.44|-4.47|1.09e-05|0.00504|0.0|2.44e-08|1.13e-05|7.38|4.1228|-1861.695683|1247.85|300.73|0.2896|-1861.468024|-1861.534743|13.9023|0.24|6.6198
9i_a24|0.0|0|0|0.0|1|0|0|1.4281889280000002|-0.113620183|-0.005148312|2|-0.076024544|-0.190487553|-0.00532872|2|0.005891639|-0.140841749|-0.1818753839999999|-0.336939175|-0.32068769|2|0.822658951|0.139004845|-0.0106944439999999|0.73094562|0|0.8260893640000001|0.379687415|0.025118046|-30.56504777|-33.00219474|11.87389334|0.173910636|-0.024639839|-15.60091656|1.634015079|0.499238289|-0.837754515|51.05832236|42.43894111|0.468272544|-5.506205845|0.500761711|5.946747117|0.8806627109999999|236.7218826|-187.2109987|23.33121014|0.038195951|793.2611447|1.0|0.0|1.0|0.0|22.0|-6.05|2.42|0.0|0.0|82.17|0.0|3.0|-2.6|22.0|4.0|0.0|1.0|0.0|1.73|-3.1|0.00248|716.0|0.0|8.95e-07|0.000258|1.13|4.1459|-945.2626532|825.7|299.06|0.2373|-945.174716|-945.222448|9.2818|88.0|7.0555
14b_a25|0.0|0|0|0.0|1|0|0|1.420015222|-0.091382738|-0.004720915|2|0.001683506|-0.273813082|0.0009956189999999|1|0.004892038|0.0028569959999999|-0.043923908|-0.074541111|-0.3691494039999999|2|0.7723870909999999|-0.085205646|0.001715854|0.632638761|1|0.859628015|0.329662946|0.016003559|-52.75064158|-58.29440389|11.08504021|0.140371985|-0.032728922|-40.37825712|57.85340824|0.772789587|-1.767361771|69.2012501|63.83568179|0.490638154|-15.70265555|0.227210413|8.690235527|0.963240883|157.3797801|-847.9433995999999|29.33534086|0.015746299|1584.108407|1.0|1.0|1.0|0.07|27.0|-9.65|4.48|2.0|0.0|130.97|0.0|6.0|-5.6|34.0|5.0|0.0|0.0|1.0|3.63|-5.23|2.49e-06|0.0011099999999999|0.0|2.23e-10|9.93e-08|5.61|4069.0|-1444.505985|1257.11|304.7|0.3614|-1444.266358|-1444.330251|3.2784|22.0|7.6576
17e_a50|0.0|1|1|0.0|2|2|2|1.320916122|-0.153175103|-0.0020746479999999|2|-0.011278897|-0.141076059|-0.114420412|2|0.012372059|-0.017965698|-0.1949741189999999|-0.310566368|-0.229030473|1|0.7409645029999999|-0.1710526319999999|-0.202197068|0.736221185|1|0.930108205|0.4239465089999999|0.012865274|-32.24487658|-50.7956915|8.950665784|0.069891795|-0.02665495|-35.33972521|86.98647608|0.803671114|-1.67926185|57.93079973|41.19554236|0.489797496|-12.90180444|0.196328886|8.52101688|0.960006062|136.5904997|-812.8136797000001|23.07468625|0.010255676|1453.705234|0.0|1.0|0.0|0.37|20.0|-7.33|4.23|2.0|0.0|138.0|0.0|6.0|-4.87|33.0|4.0|0.0|1.0|0.0|4.03|-5.18|1.34e-05|0.00589|0.0|4.63e-08|2.03e-05|3.8|4.0298|-1375.268259|1312.91|307.67|0.1809|-1374.927998|-1374.992422|8.8326|155.0|6.8097
16j_a32|0.0|1|1|-0.082980188|0|0|0|0.609420735|0.175152442|-0.0139074189999999|0|-0.0667943999999999|-0.778815477|0.021997616|3|-0.00030659|-0.11512706|-0.117577419|-0.202656848|-0.704356423|0|0.798237393|0.168000908|0.032797932|0.762429418|1|0.8259884120000001|0.509776381|0.023266265|-54.71915795|-76.45058155|16.63953228|0.174011588|-0.034287782|-54.6758122|45.81893652|0.699790508|-1.817252458|91.93816239|71.35869023|0.442735754|-17.53752467|0.3002094919999999|7.357962381|0.7944808170000001|214.7033741|-929.4888072999998|35.04175088|0.021655546|1857.212797|1.0|1.0|2.0|0.33|19.0|-7.77|6.49|3.0|0.0|121.3|1.0|8.0|-7.45|30.0|5.0|1.0|0.0|0.0|4.25|-5.41|3.56e-08|1.57e-05|0.0|1.7e-08|7.5e-06|5.5|3629.0|-2034.593521|1225.27|341.65|0.2907|-2034.344833|-2034.408854|4.0992|9.0|8.0315
15_a47|0.0|1|1|0.0|0|0|0|1.304329657|-0.164258919|-0.00516949|2|-0.130885389|-0.21194909|0.0506476009999999|1|-0.002377481|-0.299654464|-0.007670908|-0.017562097|-0.332654104|2|0.830688568|-0.131424138|0.081171071|0.614613723|1|0.791753677|0.429825305|0.016669157|-45.1562696|-48.36220049|8.917011222000001|0.208246323|-0.033307714|-25.87091101|0.0|0.711630105|-1.265693121|59.79410145|54.07328082|0.477646539|-9.531388265|0.288369895|6.984778596|0.914412511|154.260803|-362.1927541|25.03780079|0.021370407|951.4364299|1.0|0.0|2.0|0.06|21.0|-8.49|4.69|2.0|0.0|96.6|0.0|3.0|-4.89|25.0|4.0|0.0|0.0|1.0|3.74|-4.85|1.29e-05|0.00455|0.0|3.22e-09|1.14e-06|3.33|4.0594|-1527.376145|930.51|305.43|0.2828|-1527.265523|-1527.316555|3.7709|16.0|7.8
30_a47|0.0|1|1|0.0|1|0|0|1.304327883|-0.069449687|-0.0092264759999999|2|0.013114301|-0.415191425|0.0467853809999999|1|-0.008325552|0.029343834|-0.035472095|-0.079370393|-0.4370608039999999|2|0.8485444809999999|-0.1340278869999999|0.074217097|0.651797437|1|0.67896733|0.384732322|0.022747897|-64.94243028|-64.38108459|13.64937081|0.32103267|-0.0383202979999999|-38.63044093|76.90733636|0.679447569|-1.609452527|81.25550675|78.59180109|0.4680850139999999|-13.79658605|0.320552431|6.886726437999999|0.879999675|192.3403721|-579.456614|33.84108731|0.028122734|1421.325667|1.0|1.0|2.0|0.05|21.0|-7.24|2.71|1.0|0.0|104.25|0.0|5.0|-4.22|28.0|5.0|0.0|0.0|1.0|2.61|-4.1|6.05e-05|24.0|0.0|5.74e-08|2.28e-05|3.89|3.7159|-1696.078047|1032.35|333.66|0.3566|-1695.931037|-1695.9887|3.6487|13.0|7.9
3_a20 (SB-525334)|0.0|0|0|-0.08980269|0|0|0|1.183765089|-0.048050965|-0.005492814|2|0.001821898|-0.274640708|-0.119584218|1|0.0033523629999999|0.002992397|-0.169090412|-0.277724429|-0.500412918|2|0.7186587|0.087932573|-0.17447922|0.7835436240000001|1|0.8756647679999999|0.246005838|0.0123308269999999|-34.52869143|-51.80299691|6.965173618|0.1243352319999999|-0.029269046|-29.26136697|0.0|0.784910502|-1.375645142|58.45718743|41.49386505|0.457398769|-9.33873414|0.215089498|5.943823875|0.8429740729999999|121.495147|-438.9205046|21.06338405|0.0117802769999999|989.9790502999998|1.0|1.0|1.0|0.24|21.0|-8.39|5.2|1.0|0.0|104.59|0.0|3.0|-4.85|26.0|4.0|0.0|1.0|1.0|3.63|-4.73|1.42e-05|0.00489|0.0|4.07e-09|1.4e-06|3.9|3.1728|-1086.56485|1030.31|390.77|367.0|-1086.329436|-1086.383308|4.8164|162.0|6.7905
3_a3|0.0|0|0|0.0|0|0|0|0.605000514|0.159413311|-0.010040064|1|-0.015653979|-0.3413621639999999|0.069435247|2|-0.006362643|-0.030486489|0.041786524|0.081380229|-0.599804962|1|0.8083172479999999|-0.082619043|0.123113049|0.8495058259999999|1|0.7538064790000001|0.583866845|0.012617742|-48.91675544|-45.05306124|5.753894372|0.246193521|-0.035057023|-20.54492513|75.88125246|0.7000038270000001|-1.086767728|55.67251784|54.67064981|0.415122657|-7.290134722999999|0.299996173|5.025797436|0.709760196|136.8031103|-225.9941764|22.83783244|0.023287455|707.9728057|1.0|1.0|1.0|0.0|20.0|-6.15|5.0|0.0|0.0|88.36|0.0|2.0|-5.48|21.0|3.0|0.0|0.0|1.0|3.23|-4.39|3.32e-06|0.00103|0.0|7.009999999999999e-07|0.000218|1.92|3.3475|-1592.873593|817.21|370.38|0.2383|-1592.792349|-1592.839065|2.8045|1175.0|5.93
7e_a8|0.0|0|0|0.0|1|0|0|1.394799915|-0.150447714|-0.006027596|0|-0.03633378|-0.289324602|-0.0446343779999999|1|0.002669179|-0.075638618|0.034227147|0.07125309|-0.341022848|0|0.732001738|-0.023521398|-0.072307692|0.577394732|0|0.8291560379999999|0.286669793|0.0215993429999999|-51.4880895|-53.04282692|12.91806855|0.170843962|-0.037446454|-31.72369068|63.5628736|0.776001552|-1.6850904519999998|64.23177694|64.40615805|0.4742828629999999|-13.39444718|0.223998448|7.70387217|0.902163597|133.9683023|-602.7501229|28.86058693|0.018708212|1298.726412|1.0|1.0|1.0|0.04|23.0|-8.29|5.16|2.0|0.0|108.43|0.0|4.0|-5.75|29.0|4.0|0.0|0.0|1.0|4.31|-5.41|1.78e-06|0.000686|0.0|5.07e-09|1.95e-06|6.32|3.2363|-1300.467069|1060.05|383.1|0.3461|-1300.271093|-1300.327213|11.4436|35.1|4.4547
19c_a38|0.0|0|0|0.0|0|2|2|1.297043851|-0.085545751|-0.008177185|2|0.02192428|-0.449745181|-0.0431896509999999|1|-0.002443797|0.04814981|-0.09493054|-0.20848518|-0.434836855|1|0.846765471|0.073931688|-0.071918235|0.6885713729999999|0|0.7591916240000001|0.396635872|0.024315945|-57.79749770000001|-68.18641054|15.30924906|0.240808376|-0.038224114|-42.92996714|4.848162625|0.7187071909999999|-1.949429829|82.74311399|73.10674676|0.477803802|-15.15175311|0.281292809|6.97753104|0.914989047|177.10114030000005|-772.7394084|33.48483537|0.023120664|1707.726604|1.0|1.0|3.0|0.13|17.0|-6.92|3.17|1.0|0.0|130.41|0.0|5.0|-4.35|32.0|5.0|0.0|0.0|0.0|2.57|-4.12|4.46e-05|19.0|0.0|1.2099999999999998e-07|5.14e-05|3.23|3.8322|-1424.3899310000002|1138.6|323.53|0.2961|-1424.1880119999998|-1424.247603|3.2846|9.0|8.0348
4a_a49|0.0|0|0|0.0|1|1|1|1.343847746|-0.076526919|-0.006602016|2|-0.080255074|-0.3631108529999999|0.018857363|1|0.000660956|-0.130491035|-0.037142108|-0.060391347|-0.403194204|2|0.803344301|0.0063958109999999|0.032396301|0.731643066|1|0.7570436159999999|0.433367368|0.017143497|-57.79201133|-53.88810275|10.51443916|0.242956384|-0.0292876779999999|-33.05061877|60.11195021|0.650301539|-1.4936715669999998|68.37721704|68.30645049|0.4716382|-11.01687292|0.349698461|7.934892916|0.8926425020000001|214.47685|-561.8605190000001|27.62211044|0.023624093|1408.727632|0.0|1.0|2.0|0.22|21.0|-7.36|3.4|1.0|0.0|114.08|0.0|6.0|-3.28|30.0|5.0|0.0|0.0|1.0|2.42|-3.52|0.000528|211.0|0.0|4.35e-08|1.74e-05|3.34|3.7876|-1313.158118|1128.22|327.34|0.1935|-1312.924353|-1312.98289|4.8706|32.0|7.4949
12q_a30|0.0|0|0|-4.76444841|0|2|2|0.60498366|0.144208934|-0.015322396|2|-0.016509571|-0.873376576|-0.021542639|1|-0.004395528|-0.0483777279999999|-0.077457998|-0.226973911|-0.636798458|1|0.816138015|0.01661722|-0.032887649|0.593245722|0|0.845745827|0.596557166|0.014790072|-59.52322773|-78.7683329|10.07866809|0.154254173|-0.045799658|-53.67653794|0.732186841|0.820640722|-2.427381881|90.06607753|69.60189582|0.473741611|-21.2680622|0.179359278|7.346842839|0.900207238|122.2240555|-1127.2072970000002|38.03137394|0.016579022|2015.662819|1.0|1.0|1.0|0.17|17.0|-7.18|4.43|2.0|0.0|133.96|0.0|7.0|-6.7|34.0|8.0|0.0|0.0|0.0|3.42|-5.92|1.99e-07|9.63e-05|0.0|6.61e-08|3.19e-05|5.52|3.4834|-1987.999444|1214.92|355.93|0.1817|-1987.781386|-1987.847256|6.821000000000001|36.0|7.4449
