molecula|NaaNH|n9FaRing|SssssC|NaasN|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|GeomRadius|PPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
4_a18 (SD-208)|0|0|0.0|0|2|2|0.055002235|-0.012457606|0.0|-0.113324634|-0.498304229|-0.009648044|10.95382003|-0.056245435|0|-0.015153358|-0.047745689|-0.15379315|-0.3630339729999999|-0.564165402|1|0.773173718|0.83508768|-0.058455902|0.904723479|0.721664823|0|-0.077885485|-0.099573708|0.115284206|0.0211761979999999|-40.10670787|-51.27494074|10.90456851|103.6318511|113.7529353|-0.034985357|-26.40375252|5.615248385|0.602029021|-1.2944582059999998|69.63488061|0.454067432|401.1916387|1822.914738|-9.276994128|6.239898178|204.9329964|363.2306414|18.35993987|0.0|1.0|1.0|2.77|2.54|0.0|22.0|-8.15|76.48|2.02|1.0|0.0|1.0|-4.29|25.0|6.0|-6.31|0.0|0.0|1.0|-4.38|5.12e-05|4.14e-05|0.0146|0.0|2.49e-06|-0.09992|5.1755|2.58|-1542.296276|-1542.276332|537.47|895.83|378.26|0.2761|239.56|0.4646|0.69028|0.2316|-0.13588|-0.2358|0.0199445|-1542.207472|5.2085|0.08|7.0969|7.0969
3g_a32|1|1|-0.047725143|0|0|0|0.015803466|-0.006258272|5.733341277|-0.072619634|-0.2816222539999999|-0.1154223269999999|10.31100273|-0.125170068|3|0.002565215|-0.105402305|-0.074808287|-0.133675401|-0.563371932|0|0.833981748|0.755211939|-0.1015732219999999|0.802214256|0.786074011|1|-0.070213101|-0.098311343|0.273439311|0.0119962889999999|-38.9071564|-54.47722347|6.647498326|42.56199385|62.23099889|-0.030429702|-30.18744099|3.683575459|0.8007401590000001|-1.278047464|60.55421302|0.447358137|491.89858160000006|1886.244271|-9.343731735|5.917878616|110.4157723|475.3634141|6.076989555|1.0|1.0|1.0|3.43|3.44|0.28|19.0|-7.29|110.94|2.18|2.0|0.0|1.0|-7.09|24.0|3.0|-4.9|0.0|0.0|1.0|-5.59|8.12e-08|2.58e-06|0.000915|0.0|1.8e-05|-0.0535|3.5456|4.13|-1712.060085|-1712.036238|593.24|998.86|349.68|0.2859|349.68|0.70275|0.70275|0.2859|-0.14715|-0.20065|0.02384763|-1711.919273|5.5816|14.0|7.8539|7.8539
19k_a38|1|0|0.0|0|2|2|0.0100827|-0.011877064|5.351858133|-0.17467835|-0.6888696990000001|0.016990252|10.95446448|-0.0184136539999999|1|-0.00835812|0.208892195|-0.060668296|-0.128079012|-0.51857087|1|0.7581164340000001|0.853092207|0.04833864|0.908591797|0.730686013|0|-0.112748779|-0.126936513|0.389096157|0.0232707939999999|-71.54314527|-80.54577161|14.76615358|157.4834779|216.567059|-0.044662847|-51.10918191|9.369654226|0.75964689|-2.411793744|94.38036132|0.4769127179999999|417.968819|2929.493496|-17.9828603|6.744851799999999|152.51267140000002|686.8472757999999|13.8345897|0.0|1.0|4.0|4.89|2.2|0.13|17.0|-6.41|124.32|1.65|1.0|0.0|1.0|-3.87|33.0|5.0|-7.84|0.0|0.0|0.0|-3.62|0.000134|0.0002399999999999|107.0|0.0|0.000175|-0.05534|5.1869|4.13|-1500.8984380000002|-1500.852284|677.64|1172.22|350.45|0.2038|239.03|0.38269|0.70327|0.1156|-0.14568|-0.20102|0.04615409|-1500.680373|12.5022|11.0|7.9666|7.9666
13_a47|1|1|0.0|0|0|0|-0.174238791|-0.0049262279999999|4.59511985|-0.0777650159999999|-0.20197533|0.003874205|10.9452934|0.038682232|1|-0.000211465|-0.108780879|-0.0101047869999999|-0.0233277889999999|-0.316563793|2|0.6427334020000001|0.794037882|0.030290722|0.8582665429999999|0.626280497|1|-0.081148294|-0.088128939|0.244975411|0.017736598|-41.79730418|-45.39284663|9.13564442|63.12660940000001|112.453046|-0.032468557|-23.38063458|4.705524762|0.688261242|-1.23380515|57.38622954|0.472007922|402.6200617|669.2729199|-8.613918003|7.038683428|160.5682509|359.12161539999994|11.99338291|1.0|1.0|2.0|2.9|1.75|0.06|21.0|-7.9|66.49|2.34|0.0|0.0|1.0|-4.24|24.0|4.0|-6.0|0.0|1.0|1.0|-4.27|5.79e-05|5.41e-05|0.0173|0.0|4.04e-06|-0.05465|4.0302|2.7|-1067.820961|-1067.78457|542.62|895.21|307.63|0.3382|307.63|0.67466|0.67466|0.3382|-166.0|-0.22065|0.03639189|-1067.71601|4.8308|16.0|7.8|7.8
12ao_a36|1|0|0.0|0|2|2|-0.058597382|-0.007081548|5.351858133|-0.065314765|-0.410729809|-0.113963585|10.94919858|-0.033032344|1|0.003724542|0.1523047569999999|-0.095253274|-0.1619981409999999|-0.435820128|1|0.90500247|0.82626942|0.040831815|0.8800240009999999|0.856135378|0|-0.077866573|-0.1019516769999999|0.264688501|0.017784426|-51.52001456|-67.45579866|11.76697353|85.17634667|110.7707502|-0.03775988|-44.63177966|7.785557064|0.7820981779999999|-2.039033535|78.51108393|0.462968912|550.8740683|2298.760179|-16.53028876|8.769931502999999|144.1736112|698.847203|11.05528527|1.0|1.0|2.0|4.87|0.0|0.12|17.0|-7.01|69.2|2.38|1.0|0.0|1.0|-4.58|31.0|4.0|-6.34|0.0|1.0|0.0|-4.55|2.6e-05|2.82e-05|0.0115|0.0|3.94e-05|-0.05455|4.6597|3.83|-1310.361099|-1310.328652|701.9|1190.17|356.86|0.6249|266.08|0.4962|0.7045|0.0033|-0.14207|-0.19662|0.03244719|-1310.138396|7.447999999999999|0.03|7.5229|7.5229
8f_a8|1|0|0.0|1|0|0|0.024051247|-0.01032134|4.844187086|-0.249095464|-0.485102985|-0.08540947|10.94343488|0.007079485|1|-0.007036544|0.152294451|0.09830823|0.254819201|-0.5373378529999999|0|0.578166105|0.6971223040000001|-0.016217844|0.751162751|0.56916135|0|-0.122135295|-0.1064257719999999|0.308621017|0.013566221|-71.22071405|-62.06002501|7.91086576|317.0847898|235.1097364|-0.048375351|-36.18904175|4.613060521|0.90577048|-2.128515439|67.4402386|0.456995667|348.0199311|1892.066521|-16.44956443|7.504290616|54.94802877|485.8626377000001|5.380213594|0.0|0.0|2.0|3.14|2.85|0.0|23.0|-7.95|80.88|4.11|2.0|0.0|1.0|-5.21|29.0|4.0|-5.98|0.0|0.0|0.0|-5.0|6.11e-06|1.01e-05|0.00395|0.0|4.43e-06|-0.0675299999999999|4.7027|7.71|-1361.658484|-1361.626748|602.63|1022.89|355.5|0.3188|263.65|0.55661|0.69925|0.1659|-0.14532|-0.21285|0.03173623|-1361.510739|7.8014|22.76|4.6428|4.6428
1m_a5|1|0|0.0|0|0|0|-0.252787668|-0.002410445|4.59511985|-0.005518104|-0.096417794|-0.10797859|10.94856032|-0.011848312|1|0.00520748|-0.118494698|0.042813643|0.07132816|-0.2274929269999999|2|0.691858366|0.7824502320000001|0.077347244|0.851987765|0.63664685|0|-0.070959368|-0.071478865|0.429612762|0.009030414|-37.380714700000006|-37.65438054|4.7571353730000006|154.6334216|61.95289543|-0.028977918|-19.83596661|2.506013299|0.73847373|-1.072182971|46.74648368|0.482646195|464.8375158|841.0375686000001|-8.041608085|6.911100301|137.7695311|383.4128238|9.092103139|1.0|1.0|1.0|2.69|2.11|0.0|23.0|-8.63|54.46|2.4|1.0|0.0|1.0|-4.52|24.0|3.0|-5.71|0.0|1.0|1.0|-4.74|2.99e-05|1.82e-05|0.00607|0.0|7.82e-07|-0.0507699999999999|4.6678|3.48|-1410.912452|-1410.88022|553.42|926.13|281.89|0.5497|265.61|0.4527899999999999|0.45426|0.2373|-0.1778|-0.22857|0.03223201|-1410.833395|2.4582|43.0|7.3665|7.3665
14a_a23|0|1|0.0|2|0|0|0.050806184|-0.0056795759999999|5.351858133|-0.0246126279999999|-0.289658385|-0.0518554529999999|10.31321831|-0.071842463|2|0.011363191|0.083206288|-0.073893976|-0.137733142|-0.446724057|2|0.72792508|0.7556436440000001|0.114693804|0.816237166|0.6888154959999999|1|-0.055677662|-0.08032517|0.225448915|0.019504497|-35.20994211|-50.79675604|12.33442989|38.57988954|51.42774883|-0.0341809229999999|-32.12331106|7.800158102999999|0.7807587890000001|-1.606503401|61.36268093|0.462434482|580.9612768999999|2173.7139190000003|-13.66949407|7.668841725|138.6457355|601.8533922|10.56592489|1.0|1.0|1.0|3.41|2.86|0.05|26.0|-7.41|105.02|3.03|2.0|1.0|1.0|-5.47|30.0|4.0|-6.27|0.0|0.0|0.0|-4.96|3.38e-06|1.1e-05|0.0045299999999999|0.0|1.6100000000000002e-05|-0.07379|3.7119|3.47|-1629.928331|-1629.90669|665.5|1134.02|334.02|0.3764|334.02|0.6289100000000001|0.6289100000000001|0.3764|-0.15002|-0.2238099999999999|0.0216412|-1629.748476|8.3962|3.0|8.5498|8.5498
12e_a30|0|0|0.0|0|2|2|-0.0026669809999999|-0.0077937519999999|5.351858133|-0.029595542|-0.444243861|0.005418617|10.31162844|-0.055954785|1|0.0053380919999999|-0.018475151|-0.089279071|-0.154412059|-0.417089226|1|0.838579475|0.8246767140000001|0.002248768|0.876441789|0.7933543279999999|0|-0.07914783|-0.098059338|0.407218612|0.024254701|-52.50202674|-65.04681137|16.08914569|106.2790684|121.5880081|-0.035153347|-43.14823836|10.6725953|0.7071208529999999|-1.863127413|80.10232244|0.46715936|541.7533217|2392.685958|-15.46823639|8.069355055|194.2788429|704.0353382000001|15.05551106|1.0|1.0|1.0|4.72|0.0|0.17|17.0|-6.74|90.88|2.51|2.0|0.0|1.0|-5.44|31.0|5.0|-6.19|0.0|0.0|0.0|-4.93|3.59e-06|1.19e-05|0.0050799999999999|0.0|7.87e-05|-0.05044|5.0412|3.58|-1690.3021629999998|-1690.2687170000002|709.98|1201.05|356.82|0.2055|245.94|0.3304|0.68605|151.0|-0.1476|-0.19804|0.03344515|-1690.092998|6.1598|11.0|7.9431|7.9431
47a_a18|0|0|0.0|0|1|1|0.018016478|-0.006027559|4.844187086|-0.18843247|-0.464122017|-0.025401815|10.35082811|0.052572636|0|-0.000633273|0.066507683|-0.232940071|-0.358939392|-0.369841706|0|0.842412605|0.766261502|-0.008965701|0.7991211029999999|0.792293789|0|-0.082855697|-0.099310031|0.371382587|0.014124484|-67.93456546|-81.42570819|11.58086543|100.7293848|181.3725215|-0.036234741|-66.76209701|9.49531639|0.7936193709999999|-2.681370849|93.5899242|0.483193636|638.5417107999999|2250.179086|-24.3591435|10.20255289|169.2144153|1225.939287|12.16421601|1.0|1.0|3.0|4.97|0.0|0.28|18.0|-8.27|123.06|1.85|3.0|1.0|1.0|-6.74|39.0|5.0|-6.49|0.0|0.0|0.0|-5.58|1.8100000000000002e-07|2.62e-06|0.00143|0.0|2.95e-06|-0.05191|3.1947|8.82|-2098.807018|-2098.773074|874.47|1536.87|388.09|0.6094|388.09|0.69508|0.69508|0.6094|-131.0|-0.18291|0.0339441|-2098.359766|3.0133|1.0|9.0|9.0
11d_a31|1|0|0.0|0|1|1|0.064475882|-0.017317263|5.733341277|-0.116385886|-0.848545873|-0.092360393|10.31169874|-0.078235092|2|-0.006496772|0.026806221|-0.096447723|-0.153894316|-0.574318121|0|0.819298311|0.822077662|-0.057505249|0.868115289|0.78396996|0|-0.134031221|-0.134048091|0.197166451|0.034417775|-82.05480081|-82.06512842|21.07078977|296.2476128|253.9354598|-0.040797245|-50.24081482|12.89967697|0.6817705409999999|-1.87667327|98.8237718|0.4816588089999999|358.2711594|2039.207676|-15.29068277|7.885647873|194.8221811|505.4234462|16.75864338|1.0|1.0|2.0|3.6|2.83|0.32|16.0|-6.23|125.57|1.26|1.0|0.0|1.0|-5.48|27.0|6.0|-6.4|0.0|0.0|1.0|-4.2|3.33e-06|6.26e-05|0.0241|0.0|0.000225|-0.03404|3.8009|4.87|-1598.7152199999998|-1598.671315|650.64|1077.69|326.2|0.2642|326.2|703.0|703.0|0.2642|-0.15822|-0.19226|0.04390452|-1598.546288|4.6622|0.03|7.5229|7.5229
12ag_a36|1|0|0.0|0|2|2|-0.042092217|-0.008085448|5.351858133|-0.084341564|-0.436614203|0.0070889269999999|10.96052849|-0.050147748|1|-0.000673716|0.135431487|-0.101303149|-0.217394466|-0.445549431|1|0.724208473|0.835013502|0.124298337|0.8910146309999999|0.698414933|0|-0.082492792|-0.1081585809999999|0.26896187|0.020136392|-52.02834065|-68.21579593|12.70005599|85.84609192|159.6746787|-0.038937089|-43.02381535|8.009946323|0.758897371|-1.946854457|80.40643223|0.481286668|471.0269757|2305.164626|-15.48857353|7.849377942|152.06382680000002|595.8790650000001|12.1906363|1.0|1.0|2.0|4.72|0.0|0.14|17.0|-6.86|69.2|2.4|1.0|0.0|1.0|-3.89|30.0|5.0|-6.76|0.0|1.0|0.0|-4.16|0.000129|6.96e-05|0.0278|0.0|5.58e-05|-0.05486|3.8893|3.41|-1332.185403|-1332.151245|658.68|1112.68|334.04|0.4286|318.79|0.69204|0.7024699999999999|0.0191|-0.15227|-0.20713|0.03415856|-1332.003616|7.5405|17.0|7.7696|7.7696
14w_a23|0|1|0.0|2|0|0|0.013971812|-0.006481882|5.351858133|-0.109136569|-0.330575965|-0.042151195|10.31321817|-0.031435038|2|0.003906274|0.126238077|-0.073958723|-0.206574435|-0.427696371|2|0.5788469970000001|0.802520527|0.059273664|0.8668730109999999|0.558482531|1|-0.070714528|-0.088508061|0.228641034|0.022440155|-46.76570273|-58.53311596|14.84036772|43.30287556|140.15462380000002|-0.035779855|-38.70975831|9.814393755|0.743451788|-1.681653166|72.23920014|0.4972095239999999|521.1762769999999|2283.383402|-15.648625699999998|7.833745658|169.6632599|597.2903597999999|13.70608418|0.0|1.0|1.0|3.42|3.35|0.05|26.0|-7.93|105.02|3.78|2.0|1.0|1.0|-5.68|32.0|6.0|-6.35|0.0|0.0|0.0|-5.27|2.09e-06|5.41e-06|0.00242|0.0|5.23e-06|-0.0798|3.6632|3.97|-1828.385903|-1828.363862|676.92|1150.31|338.46|0.3855|338.46|0.6219399999999999|0.6219399999999999|0.3855|-0.14844|-0.22824|0.02204118|-1828.222578|9.8981|2.0|8.6737|8.6737
18d_a25|0|0|0.0|1|0|0|-0.0881447869999999|-0.0029605|4.727387819|0.024310576|-0.180590503|-0.070413428|10.31285314|0.016982601|1|0.0062422|-0.055336237|-0.035684977|-0.061965108|-0.292727912|2|0.722349659|0.780221059|-0.03671629|0.838260077|0.696372329|1|-0.061527513|-0.076328248|0.278576218|0.011158458|-46.31109519|-57.45144813|8.39885106|70.58850837|46.80695276|-0.0281209329999999|-43.24308488|6.3217245360000005|0.75793699|-1.602893201|68.15463481|0.476833495|705.8822532|2625.142499|-15.93166285|9.479218984|182.1982146|883.4030667999999|10.70318668|1.0|1.0|1.0|3.66|3.57|0.11|27.0|-10.23|111.51|2.4|2.0|1.0|0.0|-6.26|35.0|4.0|-6.21|1.0|0.0|1.0|-5.54|5.47e-07|2.86e-06|0.0013599999999999|0.0|2.81e-08|-0.07287|5.6512|4.56|-1806.848384|-1806.812778|792.79|1358.25|340.69|0.3986|219.39|0.41694|0.6823899999999999|0.0389|-0.14723|-0.2201|0.03560672|-1806.582751|4.3658|232.0|6.6345|6.6345
9h_a40|0|0|0.0|1|0|0|0.014753178|-0.009041931|5.4161004020000005|-0.126968715|-0.343593366|0.133376308|10.31197223|-185.0|2|0.003099029|0.270048551|0.048470175|0.08305063|-0.503000695|0|0.778613709|0.740778143|-0.160855189|0.8022014000000001|0.7528137909999999|1|-0.09201708|-0.095803029|0.219852623|0.012390387|-46.04148264|-47.93581245|6.199629554|132.6583116|67.89350333|-0.041058441|-23.98506758|3.102034287|0.863884935|-1.437045429|53.60044379|0.482124665|432.46450360000006|418.2915223|-10.27931468|6.922257828999999|68.10626265|336.23227030000004|5.664631335|1.0|0.0|0.0|3.3|3.55|0.11|20.0|-6.51|67.66|3.22|1.0|0.0|1.0|-5.65|23.0|3.0|-5.06|0.0|1.0|1.0|-5.12|2.23e-06|7.6e-06|0.00244|0.0|9.93e-05|-0.05991|4.2372|3.9|-1293.174246|-1293.151333|526.38|868.84|368.18|0.3851|292.61|0.64952|0.69809|0.2721|-0.14047|-0.20038|0.02291279|-1293.083512|2841.0|3.98|5.4001|5.4001
13a_a6|1|0|0.0|0|1|1|-0.042110772|-0.01115741|5.351858133|-0.0265090529999999|-0.602500119|0.0015242189999999|10.95129557|-0.0525259259999999|1|-0.00194781|0.05269025|-0.10896749|-0.180339002|-0.488098052|1|0.850080948|0.7722228729999999|0.090839165|0.8299950709999999|0.8013954109999999|0|-0.094081761|-0.113446379|0.22670695|0.031866842|-61.52313164|-74.18628740000001|20.83876732|154.9639272|147.4582473|-0.040840697|-48.51283287|13.62714959|0.759912392|-2.042034827|87.37044493|0.467070451|506.474367|2626.396685|-17.46461983|8.038453162|157.0011174|627.4287311|13.18415753|1.0|1.0|2.0|3.53|3.2|0.12|23.0|-9.01|95.85|1.29|2.0|0.0|1.0|-5.51|31.0|5.0|-6.1|0.0|0.0|1.0|-4.99|3.11e-06|1.02e-05|0.00417|0.0|4e-07|-0.05018|5.9934|4.04|-1350.085889|-1350.057702|695.29|1166.79|339.59|0.5352|206.87|0.4816|0.70072|0.2697|-0.14969|-0.19987|0.02818646|-1349.895534|9.2157|46.0|7.3372|7.3372
12bg_a36|1|0|0.0|0|2|2|-0.040957653|-0.0076819|5.351858133|-0.044573523|-0.414822602|-0.060117593|10.95885259|-0.0206090089999999|1|-0.00097037|0.097928606|-0.101451485|-0.1716508239999999|-0.4459167329999999|1|0.884841888|0.836170906|-0.023460562|0.892249657|0.771220556|0|-0.075439837|-0.102664465|0.543472602|0.019606406|-51.74990566|-70.42534258|13.44952052|107.3347739|109.3374477|-0.036959207|-48.31008346|9.22604612|0.747867728|-1.847960372|83.78068847|0.46245521|576.6383913|2915.548359|-17.39163005|7.549463377|172.9566471|661.6709012|13.35534589|1.0|1.0|2.0|4.75|0.0|0.14|17.0|-7.76|69.2|2.99|2.0|0.0|1.0|-5.08|31.0|4.0|-6.26|0.0|1.0|1.0|-5.18|8.27e-06|6.55e-06|0.00295|0.0|7.83e-06|-0.0542299999999999|3.8944|4.42|-2152.13793|-2152.104584|703.94|1186.75|318.36|0.4409|318.36|0.69395|0.69395|0.4409|-0.15743|-0.21166|0.03334656|-2151.975577|9.3601|15.0|7.8239|7.8239
14_a1|1|0|0.0|0|1|1|0.043282217|-0.015636898|5.351858133|-0.175408303|-0.766207981|-0.029658865|10.94959842|-0.0492229479999999|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.08530265|0.805877431|0.795744863|0|-0.12658238|-0.122581374|0.206941175|0.033047776|-74.96297518|-72.59355177|19.5711254|161.1772893|240.9270705|-0.046308519|-42.99041175|11.59015807|0.753357398|-2.083883365|87.02320758|0.47517581|351.2799603|1876.042189|-16.24082222|7.46120838|146.0634832|513.4628663999999|14.42965582|1.0|1.0|2.0|3.25|2.35|0.05|23.0|-7.69|103.12|1.54|1.0|0.0|1.0|-4.52|29.0|5.0|-6.73|0.0|0.0|1.0|-4.25|3.03e-05|5.660000000000001e-05|0.0218|0.0|7.81e-06|-0.05962|3.8344|4.57|-1292.588129|-1292.55322|621.08|1049.56|375.01|0.4442|323.35|0.6572600000000001|0.69894|0.3497|-0.1336|-0.19322|0.03490867|-1292.415211|5.3099|94.0|7.0269|7.0269
14s_a23|0|1|0.0|2|0|0|0.020458621|-0.005854379|5.351858133|-0.022580082|-0.298573309|-0.044305947|10.31321812|-0.064006338|2|0.009263715|0.0909774219999999|-0.071484865|-0.13187015|-0.457212212|2|0.722187957|0.7837821840000001|0.096014944|0.846632079|0.659570836|1|-0.055037441|-0.080500435|0.2387634619999999|0.019970955|-35.30692476|-51.64162341|12.81151517|30.34480575|46.42188642|-0.034255504|-33.12848261|8.218681552|0.7748161659999999|-1.610008704|62.75905983|0.470919749|595.0854952000001|2316.634024|-14.09722664|7.548546899|144.457092|633.3278634|11.11743642|0.0|0.0|1.0|3.45|3.66|0.05|26.0|-7.99|105.02|3.51|2.0|1.0|1.0|-6.13|31.0|4.0|-6.03|0.0|0.0|0.0|-5.55|7.49e-07|2.83e-06|0.00126|0.0|4.55e-06|-0.07783|3.6828|4.1|-2089.521231|-2089.500101|668.66|1164.32|336.66|0.3669|336.66|0.60323|0.60323|0.3669|-0.1515|-0.22933|0.02112956|-2089.352478|6.4428|3.0|8.5482|8.5482
14a_a5|1|0|0.0|0|1|1|-0.056730193|-0.0053665219999999|4.59511985|-0.005002101|-0.316624785|-0.086229994|10.9488747|0.024793388|1|0.003668464|-0.213526163|-0.010147323|-0.016337128|-0.36152442|2|0.7333482170000001|0.79661948|0.144729708|0.847379958|0.71006207|0|-0.080875277|-0.078681402|0.4398855029999999|0.0173669719999999|-54.69145586|-53.20786056|11.74431806|134.62273080000003|141.38542919999998|-0.0271808479999999|-35.98151967|7.942029745|0.629783335|-1.494946644|69.71575554|0.470085022|534.8590069|1315.573182|-12.42997952|8.424031251|250.3569601|723.0631751|16.50789498|0.0|1.0|2.0|3.24|2.41|0.2|23.0|-8.84|92.79|1.37|1.0|0.0|1.0|-4.15|32.0|5.0|-7.08|0.0|0.0|1.0|-4.22|7.15e-05|6.02e-05|0.0256|0.0|6.16e-07|-0.0507699999999999|4.1501|4.3|-1390.592722|-1390.546425|692.8|1195.01|298.75|0.5853|298.75|0.65789|0.65789|0.5853|-0.1676|-0.2183699999999999|0.04629687|-1390.352729|2.8163|112.0|6.9508|6.9508
19_a34|0|0|0.0|1|1|1|-0.068004837|-0.013066507|5.351858133|-0.169170251|-0.5357267960000001|-0.143343425|10.95957634|-0.014196676|1|-0.0042364759999999|-0.29861864|-0.255220734|-0.401414514|-0.469568766|1|0.866604574|0.8022000659999999|0.08178394|0.8582665429999999|0.818710955|0|-0.112877411|-0.1255804019999999|0.308793959|0.039589023|-56.30608209|-62.64265252|19.74799697|131.5318459|179.6256831|-0.039656969|-31.24772528|9.850795895|0.662289492|-1.506964829|77.38527508|0.467358389|319.1993829|1537.244187|-9.86770272|5.495780422|168.4584665|337.9440349|14.74262256|0.0|1.0|1.0|3.07|2.77|0.18|17.0|-5.03|69.4|1.08|0.0|0.0|2.0|-2.73|23.0|5.0|-7.01|0.0|1.0|1.0|-3.15|0.00186|0.000704|218.0|0.0|0.00291|-0.02901|4.1721|2.7|-1046.606458|-1046.5747720000002|538.96|882.87|297.18|0.2189|297.18|0.6897300000000001|0.6897300000000001|0.2189|-0.1735|-0.20251|0.03168624|-1046.509891|5.0441|0.99|6.0044|6.0044
25_a12|0|0|0.0|0|0|0|0.00700113|-0.004103693|0.0|-0.045725323|-0.180562493|-0.025245046|10.93676625|-0.11195017|0|0.001783739|-0.141917694|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|2|0.8472746290000001|0.638255008|-0.2430098439999999|0.688743998|0.806844014|1|-0.054734834|-0.080147596|0.120087607|0.004952762|-28.517955|-41.75851719|2.580489093|37.96125329|27.12578432|-0.03323193|-21.75703145|1.3444869730000002|0.917298637|-1.362509125|44.42528172|0.448858246|493.8944271000001|1907.027255|-9.021208163|5.34703037|43.08908189|430.4348528|2.666764531|1.0|1.0|1.0|2.81|3.43|0.05|22.0|-8.78|37.81|3.2|1.0|0.0|1.0|-5.28|24.0|2.0|-4.82|0.0|1.0|1.0|-5.25|5.19e-06|5.63e-06|0.00175|0.0|5.12e-07|-0.05352|4.2653|4.73|-974.6569575|-974.6328337|560.14|945.73|359.04|0.4483|290.68|0.63284|0.69029|0.1897|-0.14303|-0.19655|0.024123749|-974.508059|2.2482|22.0|7.6576|7.6576
3d_a12|0|0|0.0|0|1|1|0.092417272|-0.008186708|0.0|-0.053022041|-0.360215148|-0.002185753|10.95472859|-0.058191686|0|-0.000643935|-0.282667477|-0.1394967999999999|-0.237203828|-0.532019854|2|0.91670178|0.7697403429999999|-0.097468573|0.82682708|0.8605417409999999|0|-0.066850425|-0.0958414059999999|0.2443206489999999|0.011128076|-34.34601551|-49.24083018|5.717316796|74.39425719|74.63869204|-0.035063929|-25.2986621|2.9374091630000003|0.77428353|-1.437621096|57.52228251|0.472404561|439.1353855|1205.356874|-9.255608086|5.786006004|115.96727140000002|410.9162081|8.281452338|1.0|0.0|1.0|3.98|2.71|0.11|18.0|-7.51|50.17|2.26|0.0|0.0|1.0|-3.52|24.0|4.0|-6.22|0.0|1.0|1.0|-3.91|0.000302|0.000123|0.0385|0.0|9.64e-06|-0.06842|4.2114|3.1|-1006.727999|-1006.704001|548.21|918.3|328.71|0.3336|294.4|0.53114|0.6572100000000001|0.1583|-0.15387|-0.22229|0.02399772|-1006.606666|3.0037|25.0|7.6021|7.6021
16_a20|1|0|0.0|0|0|0|-0.014660441|-0.004705049|4.727387819|0.00695144|-0.254072625|-0.061975089|10.93301779|-0.062750442|1|0.001157852|0.211127741|-0.070208458|-0.117308016|-0.458484451|2|0.7582110409999999|0.7478675859999999|-0.085041518|0.809440795|0.724665638|1|-0.066137353|-0.077793092|0.382481746|0.011604018|-43.51359744|-51.18223058|7.634605066000001|69.28224942|55.92018945|-0.029561375|-33.67420774|5.023018225|0.780108103|-1.47806874|60.02453683|0.464473378|602.0075202|2161.751186|-12.79619894|8.166385503999999|144.672972|664.4562602999999|8.84230625|0.0|1.0|1.0|3.5|3.13|0.08|27.0|-10.52|78.25|2.2|2.0|0.0|0.0|-6.06|31.0|4.0|-5.42|0.0|0.0|1.0|-5.66|8.68e-07|2.17e-06|0.0008699999999999|0.0|1.22e-08|-0.05909|5.9837|4.45|-1275.900951|-1275.8670960000002|686.59|1174.61|347.26|0.3431|207.2|0.32553|0.69524|0.1958|-0.1481299999999999|-0.20722|0.03385502|-1275.6960869999998|6.5609|26.0|7585.0|7585.0
