molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aHRing|MATS1i|MATS1c|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|FPSA5|DPSA1|DPSA2|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
4c_a49|0|0|0|0.0|7.535296702|1|1|2.102052126|-0.048954892|-0.044371138|2|0.03583878|-0.099764463|-0.339843311|0.001379959|0.006194124|1|-0.001005604|-0.412652341|0.7745214140000001|-0.052237757|0.010868461|0.826523164|0.752601535|1|-0.086290519|0.407675441|-56.5385923|7.782541015|82.02101639|0.23840176|153.60017230000005|-0.029809452|-35.82016427|5.014223225|59.70585149|0.724053828|-1.639519861|-36.42732137|64.32113331|0.473304159|2719.702873|490.6910965|-1056.328332|1683.872161|-12.37423857|0.275946172|8.474369008|16.089682800000002|0.0173567219999999|-288.71184960000005|1458.908567|1.0|1.0|3.49|21.0|3.55|3.19|98.72|1.47|1.0|0.0|120.43|1.0|31.0|5.0|0.0|1.0|2.6|-3.58|0.13|109.0|1.81|0.0|1.07e-08|4.4e-06|-0.0623299999999999|5.74|3.8067|-1332.607539|705.55|1199.04|0.2411|216.0|533.87|0.4164199999999999|0.67789|-1332.336755|-0.22158|0.03969431|-1332.398001|6.5935
9a_a31|1|0|0|0.0|7.765993078999999|1|1|0.0|-0.009086485|-0.093457477|0|0.036891534|-0.05057805|-0.723734943|-0.006189303|-0.0007638889999999|2|-0.093527289|-0.542342338|0.8058046320000001|0.045292529|-0.001313433|0.837697452|0.76226755|0|-0.122626525|0.235442032|-64.75697831|21.33533299|163.6011874|0.308231868|197.8075471|-0.043430228|-50.50275387|13.69193237|95.14995868|0.737758755|-2.0846509230000003|-41.55773748|86.0923113|0.484502446|2855.751316|443.941629|-1337.8230119999998|1955.13855|-17.886392|0.262241245|7.812278516|15.15483138|0.0239033229999999|-305.16297060000005|1813.361078|1.0|1.0|3.6|22.0|5.51|4.02|117.37|1.58|1.0|0.0|113.64|1.0|30.0|5.0|0.0|1.0|3.47|-4.77|0.00101|0.00715|3.47|0.0|7.35e-09|3.07e-06|-0.04275|3.7892|3.7892|-1691.9137670000002|680.72|1145.99|0.7028|327.21|540.01|0.7028|0.7028|-1691.716118|-0.20032|0.03885662|-1691.7777600000002|6.8239
13_a1|1|0|0|0.0|7.423568444|1|1|0.0|-0.046530797|-0.144782061|1|0.036382114|0.1129747169999999|-0.597786194|-0.008672236|-0.084271845|1|-0.07665159|-0.485427571|0.87703849|-0.051729721|-0.150485437|0.825117597|0.833702788|0|-0.10668313|0.207843387|-64.94184903|19.62059449|148.7311076|0.320539533|186.4137189|-0.040302516|-36.08180773|11.41059871|528.3795274|0.7082629840000001|-1.813613202|-37.76773325|84.56244352|0.477212829|2555.623166|395.1486144|-1054.729126|1786.445642|-13.63090514|0.291737016|7.493979856|14.33466671|0.026679865|-242.2358135|1489.177255|1.0|1.0|3.35|23.0|4.75|3.87|80.26|1.74|1.0|0.0|104.88|1.0|28.0|5.0|0.0|1.0|3.23|-4.34|0.0192|17.0|2.94|0.0|1.14e-08|4.24e-06|-0.04962|4.0783|3.4483|-1238.367298|613.52|1035.04|0.5339|304.01|472.52|0.65363|0.69782|-1238.174491|-0.18883|0.0284695999999999|-1238.22919|6585.0
1c_a5|1|0|0|0.0|6.605297921|0|0|0.0|-0.268536978|-0.006491037|2|0.0248765429999999|-0.080321049|-0.085301064|0.008031558|-0.058823529|1|0.034752304|-0.20172074|0.71274658|0.128385959|-0.109439124|0.821309592|0.6977404359999999|0|-0.070346332|0.436308619|-34.82350689|4.27195187|160.5407184|0.11368581|58.16640976|-0.0281385329999999|-18.41507338|2.185709046|0.0|0.753027268|-1.12554131|-17.81716094|39.09545876|0.476413155|2105.8969850000003|453.4753671|-575.8739559999999|873.709445|-7.366029352999999|0.246972732|6.063350238|11.580409800000002|0.0153811389999999|-258.918642|764.7451566000001|1.0|1.0|2.78|23.0|4.99|4.51|54.46|2.13|0.0|0.0|95.45|1.0|24.0|3.0|1.0|1.0|3.43|-4.45|0.0174|0.0111|3.43|0.0|3.87e-09|1.21e-06|-0.03965|4.8783|4.5088|-990.5931502|556.84|929.31|271.0|254.15|410.52|0.4444899999999999|0.53838|-990.467026|-0.22684|0.029157178|-990.516371|5.4
4j_a46|0|0|0|0.19521727|7.825245291|1|1|2.194310043|-0.175292207|-0.012405467|1|0.048126615|-0.0529855709999999|-0.130235627|0.011968098|-0.176133068|1|-0.0589746909999999|-0.226712003|0.72796254|-0.061823242|-0.258222236|0.763724435|0.728293097|0|-0.074417476|0.295221643|-34.99059698|8.812983129|70.56141095|0.0501066629999999|29.59387777|-0.024805825|-25.95898597|5.205103062|71.98911503|0.776932317|-1.339514565|-20.66606288|43.80358011|0.402450715|2260.870095|561.0237355|-791.1408955|2563.282153|-8.652995323999999|0.223067683|6.274010655|10.49957018|0.0106831269999999|-327.122208|1018.288052|1.0|1.0|4.0|17.0|5.18|5.33|39.94|3.28|2.0|0.0|110.24|1.0|27.0|3.0|1.0|1.0|4.5|-5.31|0.0015|0.00176|4.81|0.0|2.03e-08|7.33e-06|-0.01684|5.3949|4.4093|-1132.018764|646.67|1112.13|0.2783|229.82|572.31|0.37853|0.69413|-1131.761156|-0.20071|0.02491327|-1131.817578|6.0942
1f_a5|1|0|0|-4.398485453999999|6.605297921|0|0|0.0|-0.139907335|-0.31059482|2|0.029105691|-0.118028278|-0.277594656|-0.0012491689999999|-0.000625|1|0.001493879|-0.401165734|0.525406088|-0.060528915|-0.000969932|0.834250802|0.513260607|0|-0.083857856|0.45528118|-50.98614411|4.687041957|201.7057715|0.111926552|62.42799372|-0.035639589|-26.08772825|2.614237829|0.21377016|0.757522389|-1.425583552|-28.43795894|55.67318607|0.4670794829999999|2482.949545|495.3305784|-795.1314464|979.2285994|-11.0872845|0.242477611|7.117418022000001|13.35549635|0.01983997|-287.2706403|1049.647453|1.0|1.0|2.9|23.0|5.48|6.37|54.46|2.73|2.0|0.0|95.49|1.0|27.0|6.0|0.0|1.0|4.23|-4.97|0.00589|0.00396|3.95|0.0|1.3300000000000002e-09|4.86e-07|-0.05346|4.7485|4.5758|-1288.3196369999998|577.11|958.06|0.6959|261.1|442.04|0.47267|0.42446|-1288.209882|-0.2357|0.03370206|-1288.263745|6.6198
12be_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|-0.148313814|-0.0419484829999999|2|0.043854875|0.118420241|-0.580823835|0.000482522|0.00430921|1|-0.176729938|-0.3825349939999999|0.884226781|0.132962547|0.00734728|0.858971809|0.8350231859999999|0|-0.108962668|0.330453338|-54.15309606|23.42501577|63.31681179|0.201984123|140.1361326|-0.031937334|-52.44976141|16.25222352|0.0|0.5660743979999999|-1.852365352|-37.57129686|77.57811183|0.4564615729999999|3039.9167260000004|553.6616295|-1285.166936|2552.721046|-15.37320593|0.433925602|8.773114043|16.14074295|0.034632557|-91.68453892|2270.314539|0.0|1.0|4.96|17.0|2.83|1.9|87.66|1.42|1.0|0.0|136.74|1.0|33.0|6.0|0.0|0.0|1.75|-4.15|0.0342|0.0315|2.62|1.0|1.6100000000000005e-07|7.11e-05|-0.0518799999999999|5.2184|3.3487|-1461.968283|739.48|1256.67|0.7034|237.59|594.44|0.40844|0.70465|-1461.68274|-0.18969|0.03245204|-1461.747501|7.3565
13a_a30|0|0|0|0.0|7.412764017000001|2|2|0.0|0.113424769|-0.118776867|2|0.042560386|-0.036541822|-0.627166322|-0.003436924|-0.0351777|1|0.003429114|-0.5640209589999999|0.841060094|0.019603815|-0.058608635|0.885516463|0.802578397|0|-0.113507021|0.478381813|-74.02777574|12.53013554|381.9643801|0.303605444|204.9120824|-0.042832838|-51.70573895|8.456950359|102.6479456|0.799862466|-2.27014041|-49.96348386|86.55791128|0.4661332179999999|3002.811441|470.0167988|-1532.183327|2520.165025|-19.5115996|0.2001375339999999|8.066980235|15.1104742|0.017212819|-404.771677|1915.558478|0.0|0.0|4.76|17.0|3.04|1.72|124.74|2.06|1.0|0.0|135.37|1.0|32.0|5.0|0.0|0.0|1.91|-4.3|0.00427|0.0221|2.74|0.0|6.520000000000001e-07|0.000288|-0.0555|5.0535|3.5288|-1744.4457100000002|721.66|1211.54|0.1788|245.34|541.59|0.26119|0.6845600000000001|-1744.217986|-0.20503|0.04590378|-1744.281248|7.8665
47g_a18|0|0|0|0.0|7.03438793|1|1|0.0|-0.005500039|-0.034211867|0|0.031179487|-0.048472184|-0.477030713|0.0036509859999999|-0.008224928|0|-0.264839041|-0.4138670829999999|0.765824398|-0.009917608|-0.014370598|0.780474694|0.745431271|0|-0.08547236|0.413435809|-55.35188184|11.37505183|111.5517627|0.165575846|140.5114492|-0.029212072|-61.55384106|9.653129118|47.07867403|0.731870777|-2.307753726|-46.97287277|66.72693367|0.4913566339999999|3367.0578530000003|708.1114197|-1958.412588|2268.439188|-21.03738872|0.268129223|10.33698377|20.32265524|0.016259076|-393.5416883|2675.8994190000003|1.0|1.0|4.87|18.0|3.22|3.6|88.97|2.79|3.0|2.0|164.47|1.0|40.0|4.0|0.0|0.0|2.83|-5.52|0.000421|0.00163|4.52|1.0|6.04e-10|3.27e-07|-0.04413|3.0965|3.0965|-1743.346243|905.71|1604.37|0.5955|400.4|874.26|0.69828|0.69828|-1742.7686640000002|-0.17202|0.02960182|-1742.847918|8.0458
12am_a36|1|0|0|-4.723487246|7.412764017000001|2|2|0.0|0.088482802|-0.297354748|2|0.044036281|0.122824831|-0.921315581|-0.011700732|-0.037654321|1|-0.1187503719999999|-0.6080522279999999|0.647732719|-0.0147665219999999|-0.05754717|0.885733922|0.624142499|0|-0.118101664|0.305015372|-63.19394154|12.15249658|128.69607109999998|0.185013456|127.81651770000002|-0.045928425|-56.3667958|8.395550408|1.038361162|0.788334835|-2.480134939|-43.65752487|75.34643812|0.484558903|3230.6292780000003|563.0333297999999|-1713.4008440000002|2603.072527|-21.92042059|0.211665165|8.772646622|17.01968794|0.020179019|-398.3921535|2173.44302|0.0|0.0|4.81|17.0|3.31|4.04|78.43|2.04|2.0|0.0|130.43|1.0|34.0|8.0|0.0|0.0|2.65|-5.07|0.00291|4.0|3.86|1.0|7.24e-08|3.37e-05|-0.0569799999999999|5.2317|3.8606|-1645.169789|714.21|1206.77|0.4894|236.99|562.14|0.40752|0.6805100000000001|-1644.952145|-0.21356|0.03550681|-1645.016323|7.2218
2_a33|1|1|1|0.0|7.765993078999999|0|0|0.0|0.047294725|-0.064926835|0|0.039958333|-0.049900189|-0.476784502|-0.002514803|-0.05997501|3|-0.083752249|-0.593915758|0.787714775|-0.0212158239999999|-0.096644295|0.8799816220000001|0.753434785|1|-0.104047115|0.411881091|-49.13901703|11.27469555|103.5201191|0.1804845889999999|110.28338390000002|-0.031851158|-38.84811555|6.889294995|44.34034244|0.702597735|-1.56070672|-30.02592687|60.41371259|0.4699986339999999|2632.195388|500.7570617|-953.6549298|3245.244678|-11.89228027|0.297402265|6.152818143999999|11.60906093|0.019430318|-247.5908207|1357.327077|0.0|1.0|3.57|19.0|6.7|4.63|140.04|1.33|2.0|0.0|115.28|1.0|28.0|4.0|0.0|1.0|3.98|-4.78|0.000183|0.0069|3.72|0.0|2.13e-08|8.78e-06|-0.04967|3.6281|3.6281|-1920.049452|655.74|1128.98|0.2911|341.74|525.38|0.70205|0.70205|-1919.830424|-0.19979|0.02972182|-1919.890628|8.2596
8d_a32|1|1|1|0.0|7.765993078999999|0|0|0.0|0.143684876|-0.089662873|0|0.0388738739999999|0.062782795|-0.519620595|-0.006974711|-0.0682721729999999|3|0.001558357|-0.629535754|0.825020753|-0.054095278|-0.11492754|0.875986707|0.789198712|1|-0.109968322|0.261692269|-68.88621406|10.01177286|321.2496412|0.2892958439999999|181.8092016|-0.03346862|-43.43251025|6.291941176|89.20994250000001|0.708567136|-1.539556512|-43.2918338|78.89798692|0.47012654|2556.198518|446.6450457|-967.5408291|2371.595484|-13.21859008|0.2914328639999999|8.106843676|15.29958432|0.019788058|-262.14980440000005|1365.489282|0.0|1.0|3.5|19.0|6.42|4.32|154.03|1.1|1.0|0.0|110.38|1.0|27.0|4.0|0.0|1.0|3.57|-4.36|0.000334|0.0173|3.17|0.0|5.51e-08|2.19e-05|-0.0535|3.5588|3.5588|-1880.733071|671.71|111.16|0.3018|348.39|540.98|0.7026100000000001|0.7026100000000001|-1880.540067|-0.20115|0.04065536|-1880.602038|8.0809
11b_a5|1|0|0|0.0|6.605297921|0|0|0.0|-0.2023158669999999|0.008093965|2|0.023988604|-0.067519041|-0.1833048739999999|0.006121601|-0.0536971829999999|1|-0.0109928619999999|-0.252164213|0.735954089|-0.0497097529999999|-0.106187688|0.8645824520000001|0.682032125|0|-0.080664777|0.378154801|-45.82509318|9.829471091|55.25128526|0.126268949|75.80248447|-0.029332646|-29.07084703|5.900883275|1.880682804|0.66824472|-1.290636432|-27.50997723|55.65456427|0.456131351|2434.505303|524.5231302|-774.8021092|913.0178976|-10.5712171|0.33175528|8.936258446|16.43091298|0.0228838029999999|-202.0032297|1159.458633|1.0|1.0|2.99|23.0|5.38|4.82|63.69|2.01|2.0|1.0|106.58|1.0|27.0|4.0|1.0|1.0|3.68|-4.69|0.00853|0.00767|3.62|0.0|7.109999999999997e-10|2.68e-07|-0.0418399999999999|4.4995|4.1982|-1564.72614|635.55|1063.35|0.5806|275.55|511.28|0.61027|0.6284|-1564.56504|-0.21291|0.03575776|-1564.621301|7.7212
2_a47|0|0|0|0.0|0.0|0|0|0.0|-0.002024001|-0.13117284|2|0.027058824|-0.004557357|-0.3581612489999999|-0.007479445|-0.013580367|0|-0.017113434|-0.444853768|0.916092248|0.115527282|-0.0253134039999999|0.728066943|0.875463345|1|-0.095655954|0.482748996|-41.57671973|4.240150185|99.5619537|0.152675989|76.06154148|-0.036790752|-23.74109633|2.112397382|0.958043241|0.784978115|-1.4348393119999998|-20.71307621|45.81686991|0.433425706|2105.761386|422.1277419|-714.8215685|1242.745585|-9.131190896|0.215021885|5.308758149|9.369924133|0.016376351|-283.9460863|910.626111|1.0|1.0|2.58|22.0|3.7|4.75|58.04|2.39|1.0|0.0|96.54|1.0|24.0|3.0|1.0|1.0|3.58|-5.11|0.00109|0.00243|4.52|0.0|1.51e-08|4.73e-06|-0.05285|3.7181|3.7181|-1010.505024|536.13|902.07|0.2143|333.46|371.19|0.69102|0.69102|-1010.364507|-0.20731|0.03544055|-1010.412694|6.2
9_a15|0|0|0|0.0|0.0|0|0|0.0|-0.217598467|-0.042227775|1|0.04022792|0.096418279|-0.506073953|1.7800000000000002e-05|0.005692073|0|-0.203104439|-0.344978312|0.85357243|0.088615068|0.010183805|0.742680335|0.8105478740000001|0|-0.11668349|0.416635119|-41.10356167|18.10574464|105.5304352|0.153843684|85.79894134|-0.028575549|-36.29225274|10.09761131|54.69975317|0.51257747|-1.400201879|-22.92354152|59.20930631|0.4517825079999999|2392.3164920000004|471.903131|-780.8954896|1689.926339|-8.88789863|0.48742253|5.485176331|10.00547485|0.03598612|-14.02896218|1523.4682269999998|1.0|1.0|3.16|18.0|3.9|4.95|61.84|1.96|2.0|0.0|104.74|1.0|27.0|5.0|1.0|1.0|3.69|-4.81|0.00206|0.00562|4.24|0.0|2.69e-08|9.86e-06|-0.0258899999999999|4.3447|3.7487|-1223.687392|588.55|1042.17|0.2693|285.37|507.33|0.6512399999999999|0.70552|-1223.463757|-0.1824|0.01773342|-1223.522216|6.9706
14z_a23|0|1|1|0.0|7.423568444|0|0|3.305974434|0.08752343|-0.024897956|2|0.04314059|0.038811869|-0.30053593|0.009174505|-0.0229244|2|-0.069023218|-0.46459002|0.719722236|0.10796308|-0.035965909|0.8668730109999999|0.64069202|1|-0.079754981|0.228957475|-40.56245532|12.77192721|40.18308023|0.074698898|52.02674091|-0.03393829|-38.68856944|8.895469235|79.960755|0.785604449|-1.595099623|-28.25118461|53.33438253|0.474697407|3094.698027|644.4593172|-1110.964649|2692.627452|-16.46322104|0.214395551|7.834464959|14.91419434|0.01612263|-397.8390333|1414.152695|0.0|1.0|3.42|26.0|4.64|5.32|105.02|3.99|2.0|1.0|130.3|1.0|32.0|4.0|0.0|0.0|4.49|-6.13|8.18e-05|0.000354|4.83|0.0|2.6899999999999996e-09|1.29e-06|-0.08503|4032.0|3.6632|-2549.0953670000004|715.41|1221.92|0.3201|307.5|586.28|0.66217|0.69913|-2548.895003|-0.23698|0.01238131|-2548.957384|8.2941
18_a20|1|0|0|0.0|6.842683282|0|0|0.0|0.1160337319999999|-0.12050413|2|0.0396875|0.163548857|-0.5039851160000001|-0.005614194|-0.054458882|1|0.001996439|-0.597167441|0.809917509|-0.107446431|-0.090732503|0.8162774979999999|0.778639593|1|-0.095227339|0.356461863|-61.73239771|7.195302872999999|318.5587088|0.23863824|158.7879106|-0.035934845|-42.1615378|4.787695004|82.70867776|0.8109110409999999|-1.904546783|-41.07622672|68.92770059|0.483668611|2809.844943|506.6038164|-1267.269673|1822.210286|-15.91001426|0.1890889589999999|8.011174137000001|15.51556677|0.013457694|-413.7552685|1562.772745|1.0|1.0|3.48|27.0|5.54|4.69|97.55|2.06|2.0|0.0|125.07|0.0|32.0|4.0|0.0|1.0|3.78|-5.16|0.00107|0.0029|3.85|0.0|9.93e-11|4.17e-08|-0.05604|5.9778|3.5355|-1352.32685|703.24|1204.88|0.2991|207.41|531.11|0.31154|0.6953699999999999|-1352.073755|-0.20289|0.03787435|-1352.135304|7.4685
9g_a40|0|0|0|0.0|7.515889085|0|0|1.849105962|-0.058811055|-0.0220464379999999|0|0.043730159|0.07954859|-0.225327061|0.011921308|-0.145879501|2|-0.037217966|-0.383703998|0.694156166|-0.384131901|-0.242405063|0.821935848|0.665414608|1|-0.079033043|0.002717414|-33.47455057|11.25704374|65.74631496|0.09545843|50.29077056|-0.031197254|-21.93596333|5.930596229|64.08637519|0.740240206|-1.185495647|-17.63553984|44.73159432|0.476386801|2169.234651|476.5434822|-624.5597134|349.4421673|-8.658932892000001|0.259759794|8.180261533|15.62271835|0.018087202|-253.1335385|843.7257374|1.0|1.0|2.8|22.0|2.91|2.93|72.28|0.64|0.0|0.0|87.53|1.0|23.0|4.0|1.0|0.0|1.93|-3.09|977.0|247.0|1.37|0.0|3.720000000000001e-07|0.000113|-0.0624|3.0778|3.0778|-1332.476347|559.04|923.42|0.3563|402.84|469.6|0.70233|0.70233|-1332.31775|-0.19005|0.01134289|-1332.369643|5.45
4k_a46|0|0|0|0.173180233|7.825245291|1|1|2.145043462|-0.050636784|-0.088084767|1|0.0510113959999999|-0.104665424|-0.252970193|0.006550513|-0.1032662209999999|1|0.008544799|-0.3860697829999999|0.78837943|-0.003017362|-0.141706595|0.787615341|0.784722915|0|-0.086581945|0.260665072|-49.65634024|3.801175594|171.92614719999997|0.121088629|65.39662252|-0.0306644389999999|-25.25406274|2.052909907|0.0|0.8732380740000001|-1.471893066|-26.8180173|53.45751583|0.417368922|2104.876032|474.67574630000007|-794.928775|1912.936687|-8.94414722|0.126761926|5.726809252000001|9.829220349|0.006892404|-403.1511415|910.3230822|1.0|1.0|3.8|17.0|4.26|4.77|50.94|2.84|1.0|0.0|100.96|1.0|25.0|3.0|1.0|1.0|3.79|-4.83|5.0|0.0049299999999999|4.05|0.0|2.48e-07|8.28e-05|-0.01712|5.4228|4.4485|-1053.396715|582.84|1001.96|0.2259|228.63|500.36|0.39943|0.68553|-1053.196897|-0.20254|0.03653474|-1053.249847|7.0969
12b_a5|0|0|0|0.0|6.605297921|2|2|0.0|-0.297319874|0.023224044|3|0.0252713179999999|-0.021265946|-0.1214831359999999|0.0068803119999999|-0.016614746|0|-0.070406884|-0.1708042239999999|0.8417504029999999|0.066588785|-0.033036296|0.819417554|0.8121510009999999|0|-0.068586754|0.350286421|-41.76622313|10.44150403|138.67264319999998|0.172386307|108.7155967|-0.020455699|-27.27837078|6.584944956|0.0|0.530379611|-1.165974822|-26.33991037|52.20772716|0.480419002|2602.046823|521.9354031|-735.3231872|1071.500538|-8.135654442|0.4696203889999999|8.398709622|16.16438947|0.025810077|-38.31786425|1386.409228|1.0|1.0|4.05|18.0|3.29|0.72|50.28|1.54|1.0|0.0|123.46|1.0|30.0|6.0|1.0|0.0|1.44|-3.45|2.0|143.0|1.63|0.0|2.14e-08|8.5e-06|-0.10395|4.6156|1.4454|-1276.8943800000002|669.05|1149.51|0.2345|268.62|505.16|0.42949|0.70615|-1276.940335|-0.16607|0.03447919|-1276.9984029999998|7.3768
4e_a49|0|0|0|0.0|7.535296702|1|1|2.085628989|-0.076526919|-0.074495823|2|0.036555556|-0.080255074|-0.3631108529999999|-1.8100000000000003e-05|0.018857363|1|-0.037142108|-0.403194204|0.7541604690000001|0.0063958109999999|0.032396301|0.856023531|0.731643066|1|-0.087866673|0.433385455|-57.79309816|10.51443916|313.22432680000003|0.242937669|149.0098632|-0.029288891|-33.05708028|6.449206277999999|60.11195021|0.650328475|-1.493733437|-35.44835874|68.30753733|0.471635821|2675.626006|464.3567821|-916.2062675|1647.641653|-11.01902676|0.349671525|7.934910277|15.01788083|0.023622273|-184.4129453|1408.836153|1.0|1.0|3.35|21.0|3.4|2.83|92.93|1.25|1.0|0.0|114.08|1.0|30.0|5.0|0.0|1.0|2.42|-3.52|211.0|122.0|1.71|0.0|4.35e-08|1.74e-05|-0.06461|5.7301|3.7876|-1313.158118|660.22|1128.64|0.2273|216.37|504.63|0.4078199999999999|0.68043|-1312.924353|-0.2231199999999999|0.04133034|-1312.98289|7.4685
11_a27|1|0|0|0.0|7.535296702|1|2|0.0|0.100091619|-0.003527607|2|0.042533875|-0.080272515|-0.344117757|0.004538653|-0.027287578|0|-0.041662169|-0.488734846|0.734834532|-0.0357410779999999|-0.043616687|0.8629676709999999|0.7146215429999999|1|-0.094820973|0.349764196|-42.27430065|8.553922917000001|143.3238715|0.2354494999999999|124.5410133|-0.034296948|-26.52978026|4.524597532|72.60399149|0.8088958709999999|-1.611956546|-22.36099135|50.82822357|0.4528656239999999|2339.465471|404.4089873|-852.6444161000001|1646.903525|-9.595877966|0.1911041289999999|5.231762955|9.562117063|0.012694323|-326.780942|1054.084273|0.0|0.0|3.95|16.0|2.72|1.67|61.88|3.06|0.0|0.0|106.33|1.0|26.0|4.0|1.0|0.0|2.04|-4.02|0.0716|0.0326|2.73|0.0|8.2e-07|0.000283|-0.05985|3.3426|2.4836|-1122.433411|571.4|974.29|0.3492|370.92|415.32|0.6125|0.59222|-1122.190727|-0.16205|0.0226944|-1122.242519|8301.0
47r_a18|0|0|0|0.0|7.03438793|1|1|0.0|0.029358241|-0.216996268|0|0.035706215|0.041686585|-0.40455848|-0.005176133|-0.030106257|0|-0.233665901|-0.360670551|0.806477847|0.017110504|-0.048143486|0.8075001|0.7554975009999999|0|-0.087091542|0.26560995|-62.75220741|11.59378448|13.30156885|0.230421778|172.30927739999998|-0.031669652|-48.70193962|8.669825595|60.66168882|0.688074851|-2.090197013|-46.92606587|74.34599189|0.49394971|3389.050097|575.4901675|-1563.048166|1504.28892|-17.70979622|0.311925149|9.819988422|19.40516312|0.0225607039999999|-281.2845386|2271.625192|1.0|1.0|4.55|18.0|0.43|3.76|111.03|2.23|3.0|1.0|145.82|1.0|36.0|4.0|0.0|0.0|2.2|-5.64|0.0001139999999999|0.00117|4.59|0.0|3.48e-08|1.76e-05|-0.0522799999999999|3.1705|3.1705|-1964.813473|790.57|1387.23|0.6007|391.06|729.75|0.69545|0.69545|-1964.443758|-0.18249|0.02805567|-1964.516246|6.6364
19d_a38|1|0|0|0.0|7.412764017000001|2|2|0.0|0.013465335|-0.17467835|2|0.04572104|0.019858574|-0.6999264340000001|-0.011156837|-0.024688524|1|-0.060668296|-0.529632789|0.7581164340000001|0.111104525|-0.039361255|0.908591797|0.730686013|0|-0.1248815919999999|0.3509455999999999|-74.84120843|15.53007152|158.6487879|0.36832051|236.7675313|-0.04393982|-51.60489663|9.98319831|115.6739235|0.7494816990000001|-2.372750256|-48.11018574|90.37127996|0.478151237|3055.168373|406.0626253|-1525.275418|2995.494247|-18.15727844|0.250518301|7.056031803|13.52121974|0.022660131|-320.7487188|2035.106956|0.0|0.0|4.91|17.0|2.34|1.65|124.32|1.65|1.0|0.0|133.79|1.0|33.0|5.0|0.0|0.0|1.94|-3.62|0.0594|107.0|1.65|0.0|3.94e-07|0.000175|-0.05091|5.3771|3.6586|-1500.850957|679.08|1171.77|0.3167|230.58|517.77|0.3356699999999999|0.6957800000000001|-1500.621723|-0.20145|0.04735828|-1500.683599|7.9586
7_a3|0|0|0|0.0|6.823286122000001|0|0|0.0|0.198126776|-0.106234254|2|0.03757716|-0.047419994|-0.327648836|-0.007540435|0.030246987|1|0.020589494|-0.592753801|0.881253042|-0.224253635|0.0507482109999999|0.8632654590000001|0.773152968|1|-0.096448591|0.5999725029999999|-51.18177092|4.804535747|230.9407974|0.217705402|107.7330046|-0.036877402|-23.61864737|2.377557323|76.07607751|0.7992146109999999|-1.253831681|-25.32764885|55.98630667|0.3987206729999999|2196.07224|387.1238241|-620.4671695000001|1952.029549|-9.030659289|0.2007853889999999|5.198046584|8.644978051|0.0149999089999999|-296.13678660000005|776.3461295|1.0|1.0|3.02|21.0|4.96|4.66|92.93|2.11|1.0|0.0|95.5|1.0|23.0|3.0|0.0|1.0|3.63|-4.87|0.00124|0.00455|3.79|0.0|3.28e-08|1.11e-05|-0.0640299999999999|5.8849|3.4435|-1731.703107|522.73|883.88|0.1926|210.68|362.61|0.3456|0.69224|-1731.602893|-0.21219|0.03103579|-1731.651178|5.9901
