molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC1i|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12a_a5|0.0|0|0|2.981252568|0.0|0|1|0.0|-0.256282289|-0.00166971|5.209486153|0.043132749|0.023108466|0.0|-0.09350376|0.00873078|-0.114419442|-0.032601907|1|0.008649556|-0.093973419|-0.063558439|0.829536345|0.741588813|0|-0.067680123|0.0081891369999999|-36.01436435|5.032443973|13.74268646|64.77671525|-0.026030816|0.0|-1.353602454|-22.13179066|-15.99663329|41.04680832|0.457755771|2524.410428|549.7500455|-831.8249311000001|899.5599904|0.253214907|8.741980056000001|16.12184989|0.844187448|5294.775577|155.6073368|21.42066499|0.014342828|-303.31208710000004|1113.8745800000002|650.3600841|8.814051518|0.0|1.0|1.0|1.0|1.0|3.06|2.96|0.21|-8.83|5.12|2.17|1.0|119.38|0.0|5.0|-4.27|4.0|-6.23|381.47|1.0|0.0|0.0205|2.56e-05|0.00977|3.38|1.4800000000000003e-09|5.660000000000001e-07|-0.04076|4.1610000000000005|667.31|1140.24|297.97|508.81|0.50831|0.67169|-1201.750315|0.0296|-0.17152|2.5642|-1201.8082029999998|3.9457|19.0|7.7212
18c_a22|0.0|0|0|0.0|0.0|1|0|1.804590026|-0.191807441|-0.003749104|4.727387819|0.013131848|0.038137255|1.642882533|-0.213698903|0.005449965|0.009519672|0.006275578|1|0.005597023|-0.143402172|0.010828071|0.8287956870000001|0.6922232890000001|1|-0.076388478|0.019843706|-40.094865000000006|13.72808419|30.63947336|47.68404831|-0.028825841|15.22791009|-1.52776956|-27.73804808|-19.94201893|53.82294919|0.4777430589999999|3090.601885|644.1264387|-1056.927003|2574.178324|0.317309976|7.332936064|14.04085897|0.914766316|7101.057047|219.5183688|29.21094233|0.0215181079999999|-252.7737494|1548.179944|779.8043336000001|14.88645273|1.0|1.0|1.0|1.0|1.0|3.56|3.3|0.08|-9.46|5.36|1.47|1.0|136.36|0.0|6.0|-5.8|5.0|-6.63|461.54|0.0|1.0|0.000739|7.98e-06|0.0036799999999999|3.5|3.4299999999999995e-10|1.58e-07|-0.07207|3.7222|707.08|1249.84|333.1|583.88|0.4609|0.60449|-1783.277296|0.0817|-0.15158|1.2938|-1783.340519|1.0733|26.0|7585.0
8c_a32|0.0|1|1|3.46252244|0.0|0|0|0.0|0.080016722|-0.0093793719999999|5.733341277|-0.04699673|0.036711712|2.143746338|-0.459589251|-0.003484915|-0.026048985|-0.0682721729999999|3|-0.001662219|-0.1534110109999999|-0.11492754|0.8966299409999999|0.7507116140000001|1|-0.097480366|0.016240436|-46.47597924|9.818219446|126.6561213|119.85432240000002|-0.027548799|78.19443734|-1.267244762|-28.09723623|-16.654735000000002|56.29419869|0.447542891|2571.62241|484.6996147|-766.1178102000001|3038.837633|0.399315117|7.079719717000001|12.81496717|0.8100952690000001|5773.240734|241.4075262|27.72624296|0.025527931|-121.7388847|1275.407176|557.1050635|15.43301109|1.0|1.0|1.0|1.0|2.0|3.46|2.82|0.26|-7.65|6.49|1.1|1.0|110.47|1.0|7.0|-5.82|4.0|-6.45|397.52|0.0|1.0|0.000597|4.11e-05|0.0164|3.21|2.23e-08|8.86e-06|-0.04161|3.5673|646.97|1090.0|347.56|516.78|0.70135|0.70135|-1880.537558|0.3272|-0.14712|8.4922|-1880.597039|10.2656|37.0|7.4318
12c_a31|0.0|0|0|3.387641566|0.0|0|1|0.0|0.046986783|-0.013026643|5.733341277|-0.055520387|0.040982906|0.0|-0.690412101|-0.003618466|-0.094991098|-0.056866055|2|-0.000813398|-0.223856622|-0.098452311|0.8856644770000001|0.770283733|0|-0.129736755|0.030543026|-66.41224264|19.38414321|153.400467|212.313715|-0.036326291|553.8695417|-1.816314565|-42.14855504|-23.05449459|85.79638585|0.448512808|2592.4503010000003|422.3366652|-1152.7247289999998|1894.297124|0.3182913|8.091269314|14.67172662|0.813278739|5676.394271|202.0036947|33.81868912|0.023556702|-230.6429907|1690.934456|583.9691392000001|14.95027019|1.0|1.0|1.0|1.0|2.0|3.69|3.1|0.35|-7.24|5.64|1.08|2.0|108.16|0.0|8.0|-5.23|5.0|-6.53|398.48|0.0|1.0|0.00233|6.94e-05|0.0277|3.1|5.79e-08|2.31e-05|-0.0338399999999999|3.8328|679.71|1138.89|323.48|578.69|0.7007399999999999|0.7007399999999999|-1617.888981|0.2625|-0.15904|1.6786|-1617.951882|2.2908|0.38|6.4202
10_a27|0.0|0|0|0.0|0.0|2|0|3.383341915|0.122016352|-0.006285923|4.59511985|-0.044164147|0.040512821|1.296293777|-0.282866526|0.00991794|0.034318674|-0.000903965|1|0.010329671|-0.341622797|-0.001453596|0.862408925|0.614205449|1|-0.087022238|0.017676458|-32.5969511|9.399794974|6.0140309720000005|78.34972221|-0.031079371|49.19800605|-1.305333567|-17.33405307|-16.5270506|41.99674607|0.477162521|2270.538352|453.4194305|-694.1361252|943.2258247|0.254639309|6.761146212000001|12.9316403|0.912640238|4894.8090170000005|135.40932969999997|22.1732254|0.01651645|-260.9504933|931.2754667000002|424.8821143|8.782938574|1.0|0.0|0.0|1.0|0.0|3.01|3.15|0.16|-6.24|2.81|2.25|0.0|97.39|0.0|3.0|-3.57|4.0|-6.51|331.37|1.0|1.0|0.0882|0.0001189999999999|0.0394|2.55|5.81e-07|0.000192|-0.0498|4.1495|573.31|958.95|298.79|450.26|0.63894|0.63894|-1082.956472|0.4452|-0.16805|4.6684|-1083.008551|6.9456|69.0|7.1612
14b_a25|0.0|0|0|0.0|0.0|1|0|1.616664856|-0.091382738|-0.004720915|4.727387819|-0.0166120069999999|0.038137255|1.929508048|-0.273813082|0.004725325|-0.012989126|0.0009956189999999|1|0.004892038|-0.074541111|0.001715854|0.8333962429999999|0.632638761|1|-0.084160084|0.016003559|-52.75064158|11.08504021|112.49583529999998|97.23019209|-0.032728922|57.85340824|-1.767361771|-36.53830946|-22.67004596|63.83568179|0.490638154|3038.600508|595.4307570000001|-1224.182482|2118.281186|0.227210413|8.690235527|17.06102567|0.963240883|6760.594953|157.3797801|29.33534086|0.015746299|-377.9013888|1584.108407|760.3735147000001|10.90684621|1.0|1.0|1.0|1.0|1.0|3.51|3.21|0.07|-9.65|4.48|1.8|2.0|130.97|0.0|6.0|-5.6|5.0|-6.26|444.49|0.0|1.0|0.0011099999999999|5.86e-06|0.00261|3.88|2.23e-10|9.93e-08|-0.0584|4069.0|716.14|1257.11|304.7|603.27|0.34735|0.64983|-1444.266358|0.0006|-0.16309|2.7037|-1444.330251|3.2784|22.0|7.6576
17b_a25|0.0|0|0|0.0|0.0|1|0|1.785120622|0.001256821|-0.004368141|4.727387819|-0.002108117|0.042843137|1.968416259|-0.266456625|0.005120507|-0.100018134|0.016982601|1|0.005244553|-0.073994564|0.029728702|0.838260077|0.636746066|1|-0.079392561|0.015879547|-51.71860811|12.04068508|99.61874923|89.34443096|-0.029249891|87.61586206|-1.6672437880000002|-39.21569422|-22.17876359|63.75929319|0.476276266|3100.8813760000003|668.9067217|-1264.189524|2514.295488|0.275133816|9.700133933|18.52147096|0.909403632|6674.061446|208.6205329|30.59704545|0.0175785369999999|-341.0100868|1744.031591|832.226697|13.32894629|1.0|1.0|1.0|1.0|1.0|3.56|3.25|0.11|-10.04|4.88|2.0|2.0|135.78|0.0|7.0|-5.32|5.0|-6.53|458.51|0.0|1.0|0.00218|8.59e-06|0.00394|3.61|9.08e-11|4.16e-08|-0.05531|3961.0|781.08|1329.35|313.02|654.18|0.31395|0.6594800000000001|-1483.563965|0.1741|-0.16408|3.5074|-1483.630939|5.2142|101.0|6.9957
8a_a8|0.0|0|0|3.150966553|0.0|1|1|1.4114120369999998|-0.021925912|-0.014658222|5.4161004020000005|-0.1950388569999999|0.040243056|0.0|-0.732911106|-0.0075336219999999|0.010118884|-0.0298924089999999|1|-0.005306541|0.089375589|-0.048064085|0.8220300859999999|0.7318727540000001|0|-0.118763303|0.034374791|-78.93428863|20.58762475|170.9592896|269.0155755|-0.049054408|84.91322996|-2.256502762|-47.27503672|-29.37948733|99.52191337|0.481294455|2802.374154|329.9007832|-1351.456417|1746.6927010000002|0.23579367|7.533378788999999|14.52342059|0.927876056|6193.891189|141.2206861|38.44444383|0.025786572|-316.4749864|1768.444416|529.053307|15.44399996|0.0|0.0|1.0|0.0|2.0|3.37|2.64|0.05|-6.76|3.13|1.9|1.0|109.21|0.0|4.0|-4.4|5.0|-7.04|400.39|0.0|0.0|16.0|7.28e-05|0.0292|2.4|1.74e-07|6.96e-05|-0.06922|3.1039|620.68|1061.5|399.45|476.69|0.4927399999999999|0.7036899999999999|-1367.539526|0.1729|-0.13015|5.4201|-1367.595683|6.8427|11.34|4.9454
3d_a12|0.0|0|0|0.0|0.0|0|1|0.0|0.092417272|-0.008186708|0.0|-0.053022041|0.038787879|0.0|-0.360215148|-0.00259095|-0.002185753|-0.058191686|0|-0.000643935|-0.237203828|-0.108208213|0.82682708|0.8605417409999999|0|-0.0958414059999999|0.011128076|-34.34601551|5.717316796|74.39425719|74.63869204|-0.035063929|0.0|-1.437621096|-17.64609244|-18.01493787|40.06333231|0.472404561|2148.979792|439.1353855|-738.6124526000001|1205.356874|0.22571647|5.786006004|10.96674758|0.89539167|4509.417998|115.96727140000002|23.26659057|0.01611886|-281.8395348|953.9302134|410.9162081|8.281452338|1.0|1.0|0.0|1.0|1.0|3.98|2.71|0.11|-7.51|3.37|2.26|0.0|100.28|0.0|3.0|-3.52|4.0|-6.22|313.36|1.0|1.0|0.0945|0.000123|0.0385|2.81|3.08e-08|9.64e-06|-0.06842|3.7719|548.21|918.3|328.71|411.35|0.53114|0.6572100000000001|-1006.556654|0.1583|-0.15387|2.2068|-1006.606666|3.0037|25.0|7.6021
12bc_a36|0.0|0|0|3.43846811|0.0|0|2|0.0|-0.058020733|-0.007661816|5.351858133|-0.042515909|0.04625323|0.0|-0.413738077|-0.001012333|-0.079009683|-0.027636036|1|-0.00097037|-0.1716508239999999|-0.045186455|0.892249657|0.771220556|0|-0.107107992|0.01824287|-51.87437401|12.2593899|83.35308244|111.3483497|-0.038558877|0.0|-1.927943855|-34.8600941|-25.91194805|64.13376391|0.467645467|2927.476132|560.6615736|-1295.597402|2623.395239|0.22853193|8.273766079|15.54183457|0.878447423|6587.689277|153.57572439999998|33.5878425|0.017847333|-364.8584744|1679.392125|661.6709012|11.99358509|1.0|0.0|1.0|0.0|2.0|4.73|0.0|0.14|-7.76|3.99|2.99|2.0|133.77|0.0|5.0|-5.08|4.0|-6.26|450.32|1.0|1.0|0.00372|6.55e-06|0.00295|3.93|1.74e-08|7.83e-06|-0.05828|3.8696|705.12|1188.37|320.4|563.76|0.35775|0.69094|-2151.9100780000003|0.3478|-0.15671|6.5854|-2151.971485|9.2445|8.0|8.0969
11b_a5|0.0|0|0|2.943854668|0.0|0|0|0.0|-0.2023158669999999|-0.003900104|4.59511985|0.008093965|0.023988604|0.0|-0.1833048739999999|0.006121601|-0.118167947|-0.0536971829999999|1|0.005685558|-0.017658026|-0.106187688|0.8645824520000001|0.682032125|0|-0.080664777|0.016373566|-45.82509318|9.829471091|55.25128526|75.80248447|-0.029332646|1.880682804|-1.290636432|-27.50997723|-17.60913884|55.65456427|0.456131351|2434.505303|524.5231302|-774.8021092|913.0178976|0.33175528|8.936258446|16.43091298|0.83867925|5107.577902|199.1611925|26.35133256|0.0228838029999999|-202.0032297|1159.458633|504.9898148|13.73773299|1.0|1.0|1.0|1.0|1.0|2.99|2.55|0.1|-9.15|5.38|2.01|2.0|106.58|0.0|6.0|-4.65|4.0|-6.03|376.84|1.0|1.0|0.00853|2.04e-05|0.00767|3.62|7.109999999999997e-10|2.68e-07|-0.0418399999999999|4.1982|635.55|1063.35|295.32|511.28|0.61027|0.6284|-1564.56504|0.2013|-0.17107|1.9569|-1564.621301|2.8531|19.0|7.7212
3_a47|0.0|0|0|0.0|0.0|0|0|0.0|0.013076203|-0.008740449|0.0|-0.130414103|0.03308642|1.416887578|-0.367098851|-0.008828261|0.103847816|0.013073797|0|-0.007967014|-0.024240921|0.022804181|0.780628097|0.815682427|1|-0.0948001|0.008609292|-43.59237092|4.514659074|98.29790989|76.18000386|-0.036461577|1.139378223|-1.422001494|-22.85956767|-19.12022366|48.10703|0.403777634|2243.894237|448.2137648|-745.6887227000001|1280.146703|0.2150305089999999|6.46319354|10.84023999|0.67722658|5022.029588|112.7606591|24.35791949|0.016230658|-298.8724505|949.95886|418.022895|8.511255722000001|1.0|1.0|1.0|1.0|2.0|2.59|2.89|0.0|-8.42|4.32|2.88|1.0|101.55|0.0|3.0|-5.54|3.0|-5.16|347.8|1.0|1.0|0.000995|4.49e-06|0.00156|4.6|3.829999999999999e-09|1.33e-06|-0.05717|3.7284|556.65|941.44|332.54|402.58|0.52977|0.69138|-1469.969304|0.2182|-0.15473|4.0226|-1470.0192869999998|5.3274|316.0|6.5
10_a47|0.0|0|0|0.0|0.0|0|0|0.0|-0.003570214|-0.008013899|0.0|-0.166367455|0.042276423|1.329777427|-0.384667159|-0.008120645|0.0814897|0.007193585|0|-0.0065562469999999|-0.045289209|0.011239977|0.8077565520000001|0.6913602740000001|1|-0.0936757959999999|0.00951788|-40.80144983|5.088920549|103.41137940000002|84.97451737|-0.035388634|0.0|-1.592488524|-21.81529334|-18.9212254|45.89037038|0.411647394|2355.515804|449.6950454|-851.455143|1567.859561|0.198117368|6.277122171|10.66897998|0.699661037|5482.319019|105.9273263|23.5960035|0.014051737|-322.8149102|1061.820157|498.0016816|7.51303623|1.0|1.0|1.0|1.0|2.0|3.02|2.97|0.09|-8.85|5.12|3.21|2.0|106.43|0.0|3.0|-5.75|4.0|-5.08|359.4|0.0|1.0|0.000638|3.18e-06|0.00114|4.8|1.4199999999999999e-09|5.110000000000001e-07|-0.0486399999999999|3.7236|579.86|997.16|332.97|426.55|0.53909|0.69212|-1188.1907199999998|0.2175|-0.15445|1.9281|-1188.244739|2.8795|13.0|7.9
14ad_a23|0.0|1|1|0.0|0.0|2|0|3.3437482860000003|-0.1101542319999999|-0.00790478|5.351858133|-0.028065075|0.0444129979999999|0.735584095|-0.4663820279999999|0.008996289|-0.05348283|-0.031279567|2|0.009675528|-0.253318853|-0.050707765|0.8356326820000001|0.7317531540000001|1|-0.085840335|0.033831691|-42.29008971|24.18091285|52.63180108|80.67170209999999|-0.029653934|114.237062|-1.630966366|-30.226481300000003|-21.19489662|66.47100256|0.46995189|3209.330728|634.0697778|-1165.7193140000002|2339.533586|0.424119041|8.661363236|16.34071148|0.8866211979999999|7308.229822|303.1354708|36.80430179|0.033365494|-108.4705382|2024.236598|770.8206617000001|23.84770234|0.0|0.0|1.0|1.0|1.0|3.73|3.49|0.12|-7.6|3.48|2.42|2.0|133.27|0.0|7.0|-5.8|6.0|-6.68|471.53|0.0|0.0|0.000753|8.22e-06|0.0038799999999999|3.52|2.49e-08|1.17e-05|-0.06925|3.3867|747.83|1287.26|366.09|618.01|0.6956600000000001|0.6956600000000001|-1858.668058|0.4106|-0.13734|5.2331|-1858.733603|6.7584|4.0|8.3595
18b_a25|0.0|0|0|0.0|0.0|1|0|1.824998189|-0.147813831|-0.003259453|4.727387819|0.0131826839999999|0.038137255|2.003993644|-0.189048258|0.006181503|0.014055398|0.0009956189999999|1|0.00598031|-0.061048368|0.001715854|0.8333962429999999|0.6915652390000001|1|-0.078644297|0.01278627|-44.30110081|8.972372556|80.36582704|44.73187305|-0.0305838929999999|0.0|-1.6515302369999998|-31.08693686|-21.46130777|53.27347337|0.493622561|3051.645565|656.9874135|-1158.910619|2327.4502850000003|0.215220531|8.654596906|17.09119768|0.974811521|6973.180791|151.02439719999998|27.34692815|0.013724883|-399.6704921|1476.7341199999998|809.2903831|9.631015182|1.0|1.0|1.0|1.0|1.0|3.58|3.56|0.07|-9.84|5.93|2.2|2.0|138.56|0.0|6.0|-6.54|4.0|-5.93|460.55|0.0|1.0|0.000132|1.95e-06|0.000899|4.48|1.4500000000000002e-10|6.690000000000001e-08|-0.07066|3.6826|728.12|1284.89|336.67|612.24|0.36733|0.54166|-1767.2232149999998|0.0468|-0.15079|2.8141|-1767.286778|2752.0|51.0|7.2924
15a_a22|0.0|0|0|0.0|0.0|1|0|1.646649187|-0.136588366|-0.0050042229999999|4.727387819|-0.052476637|0.038167849|1.614660505|-0.280236463|0.005288335|-0.057308195|-0.015194063|1|0.005757758|-0.165471815|-0.027029438|0.794858486|0.655865336|1|-0.081705465|0.02126757|-41.92018177|14.43653926|96.58317516|90.52525878|-0.031425179|65.53409434|-1.634109304|-28.45564196|-21.33157831|56.35672103|0.444668211|2884.815511|588.2800507999999|-1109.242072|2169.226845|0.297264929|8.157552588|14.6895113|0.800725296|6322.278103000001|201.7850124|30.3550786|0.0216014629999999|-275.2352849|1578.4640869999998|684.5377542|14.66318798|1.0|1.0|1.0|1.0|1.0|3.42|2.86|0.08|-9.21|3.87|1.73|1.0|124.05|0.0|6.0|-4.65|5.0|-6.61|420.47|0.0|1.0|0.00945|2.1e-05|0.00881|3.18|6.1e-10|2.56e-07|-0.0600399999999999|3.6496|696.57|1189.31|339.72|541.27|0.41078|0.69076|-1368.0755869999998|0.0955|-0.15281|5.2588|-1368.1368730000002|6.8666|143.0|6.8447
25d_a34|0.0|0|0|0.0|0.0|1|1|1.940324546|0.128783829|-0.015046463|5.351858133|-0.089654563|0.041037037|0.0|-0.8576484190000001|-0.005017781|-0.1266965|0.00670464|1|-0.001685762|-0.342090037|0.011919831|0.799694715|0.778903495|0|-0.124111479|0.0292772039999999|-66.52770588|19.36462983|174.9700398|215.4372954|-0.044492794|69.64131956|-2.358118108|-44.00298587|-29.42857839|85.89233572|0.478308897|2939.671168|445.9861716|-1559.714654|2564.887803|0.2227964039999999|6.933980884|13.29135354|0.916843118|6513.063805|147.36277019999997|37.86469665|0.019881997|-366.6979266|2006.828923|673.8038326000001|13.15041965|1.0|1.0|1.0|1.0|2.0|3.58|3.76|0.12|-8.08|3.05|2.26|1.0|119.81|0.0|7.0|-4.61|5.0|-6.74|427.46|0.0|1.0|0.0104|3.3e-05|0.0141|3.05|8.26e-09|3.53e-06|-0.03521|4.2732|706.21|1198.19|290.15|554.05|0.6764600000000001|0.6764600000000001|-1426.243341|0.2106|-0.1771299999999999|6.1995|-1426.307095|8.0068|0.95|6.0223
16j_a32|0.0|1|1|3.359912013|-0.082980188|0|0|0.0|0.175152442|-0.0139074189999999|5.733341277|-0.086195934|0.046788618|2.076106145|-0.778815477|-0.002456725|-0.135618491|0.021997616|3|-0.00030659|-0.202656848|0.032797932|0.839271289|0.762429418|1|-0.106897203|0.023266265|-54.71915795|16.63953228|34.66998636|124.4493461|-0.034287782|45.81893652|-1.817252458|-39.13396528|-24.52188465|71.35869023|0.442735754|2830.682695|590.7291534|-1299.659886|3448.428146|0.3002094919999999|7.357962381|13.20372234|0.7944808170000001|6507.757122|214.7033741|35.04175088|0.021655546|-285.7717513|1857.212797|701.9321161|15.48758085|1.0|0.0|1.0|1.0|2.0|3.86|3.38|0.33|-7.77|6.49|1.57|3.0|121.3|1.0|8.0|-7.45|5.0|-5.73|441.57|0.0|0.0|1.57e-05|3.89e-06|0.00172|4.59|1.7e-08|7.5e-06|-0.05016|3629.0|729.78|1225.27|341.65|631.34|0.70207|0.70207|-2034.344833|0.2907|-0.15012|3.4656|-2034.408854|4.0992|9.0|8.0315
12ad_a36|0.0|0|0|3.428443248|0.0|0|2|0.0|-0.040810025|-0.01083262|5.351858133|-0.073048351|0.040787037|0.0|-0.649957196|-0.001148437|-0.0072527669999999|0.010723827|1|0.000906224|-0.227404687|0.018207862|0.8846605|0.7767870459999999|0|-0.107772644|0.030769062|-58.34300549|21.78471426|94.12528108|169.7321223|-0.0365657189999999|81.68309557|-2.047680239|-41.30726219|-25.88878839|80.12771975|0.477102332|3041.082692|538.2749789|-1449.77215|2474.175727|0.343592539|8.770308295|16.772513699999998|0.912420081|6569.653402|243.2659577|39.44011905|0.028968808|-221.4751857|2208.646667|735.3783268|20.51012207|1.0|0.0|1.0|0.0|2.0|4.9|0.0|0.17|-6.62|2.7|1.89|1.0|135.03|0.0|7.0|-4.18|6.0|-7.18|439.47|0.0|0.0|0.0289|8.36e-05|0.0367|2.53|2.42e-07|0.000106|-0.05406|3.8512|737.53|1236.64|321.93|588.2|0.27316|0.67215|-1460.5468529999998|0.2532|-0.15638|5.3349|-1460.610659|6.8996|17.0|7.7696
13g_a6|0.0|0|0|3.457632039|0.0|0|0|0.0|-0.0961994219999999|-0.006574579|4.727387819|0.004767264|0.043020833|1.648997541|-0.381325604|-0.002407131|0.073394284|-0.080022038|1|-0.000644109|-0.215607882|-0.144664763|0.832753533|0.789769968|1|-0.091949419|0.017637229|-51.67543048|12.28038897|68.57626488|89.14285747|-0.0323525729999999|0.0|-1.747038966|-35.98038956|-22.52633766|63.95581946|0.444443571|2929.039254|607.1336751|-1216.422234|3916.754765|0.264266646|7.968172425|14.34268783|0.7999971709999999|6332.20768|184.0026638|30.61752948|0.017929016|-328.2712049|1653.346592|744.1359788|12.48355309|1.0|1.0|1.0|1.0|2.0|3.61|2.34|0.12|-10.57|5.41|1.13|2.0|128.63|0.0|6.0|-5.56|5.0|-6.31|431.49|0.0|1.0|0.0012|8.8e-06|0.0038|3.7|2.67e-11|1.15e-08|-0.07536|3.2472|739.55|1253.71|381.82|592.49|0.38325|0.7034100000000001|-1386.3020800000002|0.0105|-0.1327|10.1708|-1386.364067|13.3225|119.0|6.9245
2_a20 (SB-505124)|0.0|0|0|3.485765306|-0.09011519|0|1|0.0|-0.006955944|-0.010175551|5.351858133|-0.076310057|0.05042042|0.0|-0.498602014|0.001622309|-0.177905025|-0.137383329|1|0.003789399|-0.229461916|-0.19681999|0.765632979|0.790275077|0|-0.117328885|0.02856542|-45.98170774|15.71798823|122.8758934|126.8667205|-0.0382594189999999|441.9400248|-1.759933279|-25.30121848|-21.05206547|61.69969596|0.475937029|2195.369524|423.3785776|-968.3950117|1709.9571620000002|0.1680806939999999|5.952040367|11.3574908|0.908167636|4762.83693|92.48561162|25.30541763|0.011470204|-365.2740749|1164.049211|477.95809620000006|6.311425784|1.0|1.0|1.0|1.0|1.0|3.4|3.1|0.3|-7.22|5.16|2.06|1.0|97.55|0.0|3.0|-5.24|4.0|-5.31|335.4|1.0|1.0|0.0019199999999999|1.22e-05|0.0040799999999999|4.27|6.070000000000002e-08|2.03e-05|-0.03717|3.6404|593.8|995.68|340.58|505.82|0.69947|0.69947|-1089.147716|0.3267|-0.14928|2.5584|-1089.201587|3.9392|169.0|6.7721
13b_a50|0.0|1|1|0.0|0.0|2|2|4.253030728|-0.067327798|-0.003876697|5.82008293|0.010464577|0.032833333|2.117002752|-0.263615417|0.010435712|-0.042022102|-0.054716607|2|0.011379776|-0.269353185|-0.097736369|0.828965118|0.71935296|1|-0.080785633|0.019899348|-36.81915624|14.22401427|104.0753113|67.07377798|-0.026928544|150.45293569999998|-1.696498291|-26.31826007|-19.24847021|51.04317051|0.4321103879999999|3036.874979|647.7242444|-1212.6536230000002|2147.355856|0.299589696|9.514897025|16.75483549|0.7609056040000001|6639.077063000001|214.1461224|27.48170624|0.017277404|-286.5057775|1731.347493|900.2031356000001|12.34985404|1.0|1.0|1.0|1.0|0.0|4.78|4.17|0.37|-7.23|4.24|2.52|2.0|133.36|0.0|7.0|-5.02|5.0|-6.3|455.55|0.0|0.0|0.0044|7.92e-06|0.00361|3.91|5.87e-08|2.68e-05|-0.02606|4.1161|780.4|1339.39|301.22|617.26|0.65332|0.63872|-1470.039226|0.1553|-0.1701599999999999|5.5271|1470.104535|7.1645|1.83|5.7375
15_a15|0.0|0|0|0.0|0.0|0|1|0.0|-0.132759299|-0.006378587|0.0|-0.031457366|0.029814815|0.0|-0.395472407|0.001806571|0.000676845|0.0020555079999999|0|0.003766915|-0.272482143|0.003774415|0.7725348679999999|0.796300317|0|-0.091075463|0.020649569|-41.11675625|13.71976186|142.8140301|68.29723829999999|-0.031405332|4.306196778|-1.821509261|-27.31834743|-20.86598874|54.83651811|0.435723718|3027.719888|596.1118717|-1210.227347|2868.890383|0.297455822|6.673906339|11.8273735|0.772181523|7039.747576999999|197.6323578|29.700607300000005|0.0202953539999999|-269.1443943|1722.635223|830.7967967000001|13.48441779|1.0|1.0|0.0|0.0|1.0|4.04|4.34|0.07|-8.9|4.33|2.52|2.0|138.24|0.0|6.0|-6.32|4.0|-5.26|448.52|0.0|0.0|0.000214|7.970000000000001e-07|0.000357|5.32|1.27e-09|5.7e-07|-0.03786|2582.0|700.82|1265.55|480.19|573.46|0.67524|0.70572|-1450.398033|0.0066|-0.10964|1.6365|-1450.462493|2.9566|109.0|6.9626
12o_a30|0.0|0|0|0.0|0.0|0|2|0.0|0.036331447|-0.0068750669999999|5.351858133|-0.028326022|0.040899471|0.0|-0.364378536|0.00372838|0.019094532|-0.087019298|1|0.003603419|-0.090173435|-0.149451598|0.870930234|0.7463962120000001|0|-0.0975052409999999|0.015460222|-49.48891079|9.948252054|75.15128057|100.1600333|-0.037808155|0.0|-1.852599578|-31.84483128|-24.32856749|59.43716284|0.46964626|2860.371518|543.3140456|-1192.099807|2476.50603|0.186865502|7.400912529|13.95467208|0.885533983|6542.77337|120.2431068|29.91948755|0.0141914589999999|-402.9878652|1466.05489|652.8825454|9.131836103|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|-7.22|4.47|3.31|2.0|132.29|0.0|5.0|-5.93|4.0|-5.75|432.93|0.0|1.0|0.0005139999999999|3.61e-06|0.00156|4.49|6.03e-08|2.61e-05|-0.05085|3.4817|687.92|1162.63|356.1|528.25|0.3493699999999999|0.6854399999999999|-2035.139147|149.0|-0.1478799999999999|5559.0|-2035.199757|6.8632|16.0|7.8097
