molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|nARing|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|MATS1i|AATSC1i|n6aHRing|MATS8s|MATS8d|SIC2|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
12bc_a36|0.0|1|0|0|3.43846811|0.0|2|2|0.0|5.351858133|-0.042515909|2|0.068351685|-0.079009683|10.95883416|-0.027636036|1|1|-0.101451485|-0.1716508239999999|1|0.006621918|-0.045186455|0.892249657|0.834305498|-0.077192869|-0.107107992|0.326764696|0.01824287|-71.97763346|83.35308244|0.165694502|111.3483497|-0.038558877|-48.36968394|8.238431664|-1.927943855|-34.8600941|64.13376391|0.467645467|2927.476132|560.6615736|-17.41308622|0.22853193|15.54183457|0.878447423|6587.689277|153.57572439999998|0.017847333|-364.8584744|1679.392125|661.6709012|11.99358509|1.0|1.0|0.0|2.0|0.0|0.14|17.0|-7.76|3.99|69.2|2.99|2.0|133.77|5.0|-6.26|1.0|1.0|2.82|8.27e-06|0.00372|6.55e-06|0.00295|3.93|0.0|1.74e-08|7.83e-06|-0.05828|5.2189|3.8696|-2152.134749|-2152.100551|705.12|1188.37|237.57|563.76|0.69094|-2151.9100780000003|6.5854|-0.21499|0.03419831|8.0|8.0969|8.0969
12q_a30|0.0|0|0|0|0.0|-4.76444841|2|2|0.0|5.351858133|-0.27228842|2|-0.016509571|0.004165554|10.31162828|-0.021542639|1|1|-0.077457998|-0.226973911|1|0.01661722|-0.032887649|0.867367115|0.845745827|-0.087348134|-0.115589613|0.596557166|0.014790072|-78.7683329|82.72757145|0.154254173|105.1162273|-0.045799658|-53.67653794|6.868090132000001|-2.427381881|-40.56199584|69.60189582|0.473741611|3305.289025|576.3319634|-21.2680622|0.179359278|13.96052394|0.900207238|7990.060758|122.2240555|0.016579022|-437.0000797|2015.662819|696.6414817000001|11.29774462|1.0|1.0|0.0|1.0|0.0|0.17|17.0|-7.18|4.43|90.88|2.82|2.0|133.96|7.0|-5.66|0.0|0.0|3.42|1.99e-07|9.63e-05|1.2e-06|0.000579|5.05|0.0|6.61e-08|3.19e-05|-0.05105|5.0573|3.4834|-1988.033527|-1987.999444|713.16|1214.92|245.16|537.96|0.68516|-1987.781386|5.5755|-0.19897|0.03408298|36.0|7.4449|7.4449
3b_a12|0.0|0|0|0|0.0|0.0|1|1|0.0|0.0|-0.043495794|2|-0.1215705419999999|-0.065558712|10.9540388|-0.003968827|0|0|-0.071149325|-0.116772665|1|-0.008328578|-0.007397776|0.82914101|0.903204699|-0.064393592|-0.088443201|0.073824142|0.0103611969999999|-46.11064215|41.13468455|0.096795301|50.46508298|-0.034016616|-24.04018959|2.816328871|-1.326648015|-17.50314491|38.97406803|0.390744506|2186.64676|470.8937285|-9.246226764|0.2311778089999999|10.88757628|0.64134753|4665.346939|120.5265876|0.0166212889999999|-280.3056362|899.6353646|406.0361621|8.665655511|1.0|1.0|1.0|1.0|2.98|0.05|18.0|-8.1|4.05|37.28|3.99|1.0|102.53|3.0|-5.65|1.0|1.0|3.59|5.539999999999999e-05|0.0184|2.28e-05|0.00759|3.78|0.0|7.91e-09|2.63e-06|-0.07091|4.2092|3.7741|-1410.971864|-1410.947421|548.05|915.37|294.55|426.66|0.6654800000000001|-1410.826913|5.9551|-0.2232|0.02444371|49.0|7.3098|7.3098
41_a18|0.0|0|0|0|0.0|0.0|2|2|0.0|4.844187086|-0.059936864|1|-0.089781154|0.022493846|10.9470117|0.0212700929999999|0|0|-0.005930813|-0.0091068809999999|0|-0.032217299|0.037097204|0.774395455|0.7349388459999999|-0.1020290859999999|-0.089139464|0.3888308139999999|0.009550224|-61.10986894|347.42621339999994|0.2650611539999999|181.7135945|-0.037381065|-41.89408289|4.488448275|-2.317626057|-47.95199341|76.49358329|0.487248278|2899.29167|503.8398786|-17.56848637|0.0967605159999999|17.13823195|0.950261611|6605.095612|66.33450764|0.006896617|-552.8844577000001|1759.064589|897.5188662|4.727999916|1.0|0.0|1.0|3.0|0.0|0.25|18.0|-8.38|3.26|99.28|2.94|2.0|141.34|6.0|-6.38|0.0|1.0|2.53|2.76e-06|0.00125|9.49e-06|0.0042899999999999|3.78|0.0|4.18e-09|1.89e-06|-0.04956|3.2123|3.2123|-1454.374793|-1454.3467460000002|736.59|1294.52|385.97|576.83|0.69308|-1453.980175|2.0934|-0.1814599999999999|0.0280471999999999|369.0|6433.0|6433.0
27a_a34|-3.727789|0|0|0|0.0|0.0|1|1|1.963136117|5.351858133|-0.456594848|1|-0.082271189|-0.026428049|10.319282|-0.008138446|1|1|-0.158932197|-0.264978526|1|-0.07177581|-0.012251785|0.832753533|0.600964267|-0.106669294|-0.123191967|0.4305370679999999|0.026573385|-86.36649751|176.4623026|0.3990357329999999|279.75296960000003|-0.043345322|-60.54917431|13.06088842|-2.340647376|-52.42823715|93.41277507|0.436895447|3394.470264|421.319507|-21.30433911|0.235078289|15.91204178|0.7758691440000001|7104.26596|164.80691819999998|0.020552444|-371.4586403|2145.269808|718.5861133999999|14.40875302|1.0|1.0|1.0|2.0|2.58|0.13|23.0|-7.61|2.01|129.74|1.06|1.0|122.61|6.0|-7.29|0.0|0.0|2.44|1.09e-05|0.00504|3.43e-05|0.0159|2.59|0.0|2.44e-08|1.13e-05|-0.03924|5.0012|4.1228|-1861.741982|-1861.695683|737.7|1247.85|247.91|598.18|0.69818|-1861.468024|10.8591|-0.20615|0.04629882|0.24|6.6198|6.6198
15_a31|0.0|1|0|0|3.155574452|0.0|1|1|0.0|5.733341277|-0.134784483|0|-0.0302581979999999|-0.070065105|10.31169996|-0.074455342|2|2|-0.157560864|-0.272545088|0|-0.0869591359999999|-0.116356616|0.8582665429999999|0.567108776|-0.116196194|-0.131697567|0.287991212|0.038524836|-70.00513464|141.1489667|0.4328912239999999|230.1075793|-0.041588706|-37.21191643|10.88541717|-1.58037081|-32.83191294|82.24348203|0.466164359|2351.566145|301.452236|-11.75113151|0.358466423|11.51842782|0.873235738|5087.628096|190.5463457|0.03396368|-150.46712390000002|1309.458532|363.593507|18.05372755|0.0|1.0|1.0|2.0|1.64|0.19|16.0|-5.66|4.12|117.37|0.41|0.0|90.47|4.0|-6.84|0.0|1.0|2.27|5.27e-05|18.0|0.000272|0.0931|2.18|0.0|2.19e-06|0.000749|-0.04192|4569.0|4569.0|-1460.900291|-1460.861851|556.68|925.93|271.36|452.98|0.5241899999999999|-1460.736142|5.5793|-0.19394|0.03843988|1.1|5.9586|5.9586
8b_a31|0.0|1|0|0|3.37710223|0.0|1|1|0.0|5.733341277|-0.12841288|0|-0.130371116|-0.211457443|10.31170011|-0.069423138|2|2|-0.05421947|-0.092604362|0|-0.058494079|-0.1155280009999999|0.8956498159999999|0.6076192260000001|-0.120703408|-0.132574249|0.281200674|0.03234629|-69.24221375|129.8921115|0.392380774|204.9365822|-0.040792077|-36.1645207|8.823644775|-1.590890986|-32.92631065|79.93633765|0.479278|2189.617009|317.3534883|-11.12754483|0.296530645|11.79588561|0.920410507|4696.728592|154.8750114|0.02483711|-212.5400476|1181.155311|372.3224834|12.97217579|0.0|1.0|1.0|2.0|2.71|0.25|16.0|-5.73|4.52|114.29|0.61|0.0|88.64|4.0|-6.87|0.0|1.0|2.52|8.97e-05|0.0294|0.000399|131.0|2.02|0.0|1.86e-06|0.00061|-0.0325|3.8582|3.8582|-1386.852117|-1386.815519|566.18|927.61|321.36|439.96|0.70036|-1386.681003|3.6945|-0.19265|0.03659821|2.2|5.6576|5.6576
7a_a8|0.0|1|0|0|3.1730222510000003|0.0|1|1|1.4494883790000002|5.4161004020000005|-0.0407248439999999|1|-0.017706371|0.004607684|10.94671402|-0.019054799|1|1|-0.019499132|-0.032195997|1|0.033708575|-0.032562221|0.831914523|0.718410375|-0.102174163|-0.101880506|0.238462711|0.035405618|-59.83546383|145.3710976|0.281589625|165.38046830000002|-0.042647654|-35.14198015|12.2125771|-1.833849114|-35.24327197|80.80201312|0.477611327|2715.360649|421.9297638000001|-14.71059634|0.266115601|14.73814865|0.914283468|5907.9340090000005|156.2924154|0.0265990589999999|-274.7254012|1467.585836|488.0169522|15.62189947|0.0|1.0|1.0|1.0|3.06|0.05|23.0|-7.27|3.96|92.93|2.01|1.0|105.83|3.0|-6.33|0.0|1.0|3.15|1.36e-05|0.00522|2.29e-05|0.00874|3.24|0.0|5.3600000000000004e-08|2.05e-05|-0.07616|4.5808|3.0704|-1291.313963|-1291.287017|605.72|1031.61|270.66|494.48|0.70367|-1291.10235|9.9646|-0.20505|0.0269461|24.73|4.6068|4.6068
8e_a46|0.0|0|0|0|0.0|0.252655541|1|1|2.161814059|5.533389489|0.000950213|2|-0.126773923|-0.184317354|10.96411233|-0.016857659|1|1|-0.08488645|-0.135984209|2|-0.241393458|-0.024620704|0.837678812|0.921352352|-0.053352779|-0.065982313|0.281227001|0.009576086|-33.59778824|7.389496216|0.078647648|40.04689925|-0.023017086|-17.10778729|2.482871976|-0.989734694|-13.83322216|32.04299109|0.444693313|1982.950764|469.146955|-5.967832774|0.2507580889999999|9.911785304|0.8008066970000001|4239.252176|127.6844779|0.011830243|-253.8248986|672.6356549999999|426.71841|6.023886838999999|0.0|0.0|1.0|0.0|2.93|0.32|17.0|-6.67|4.09|43.6|2.13|0.0|91.93|2.0|-6.02|1.0|1.0|3.21|0.0002569999999999|0.0782|9.15e-05|0.0279|3.01|0.0|2.16e-07|6.57e-05|-0.03175|4.5092|4.5092|-954.9296396|-954.9056294|552.99|933.3|274.96|457.96|0.6967|-954.743261|3.2194|-0.2201|0.024010215|406.0|6.3915|6.3915
4e_a46|-3.742323661|0|0|0|0.0|0.092094405|1|1|2.12386814|5.587248657999999|-0.370202917|2|-0.08224348|-0.058626723|10.31928077|-0.05803828|1|1|-0.030065705|-0.049530834|2|0.075271624|-0.076733489|0.8146060740000001|0.753715041|-0.0835371459999999|-0.084780904|0.68427144|0.010671173|-64.33855433|105.0139519|0.246284959|186.9007941|-0.030951758|-48.825259|6.145520557|-1.949960781|-48.10898007|71.49283399|0.4753010039999999|3411.457836|571.9794684|-17.82509456|0.204892146|15.06943449|0.905854609|7615.063066|155.48860530000002|0.0125621839999999|-447.9030518999999|1861.114491|942.2127953|9.533193534|1.0|0.0|1.0|2.0|2.68|0.27|23.0|-8.81|3.05|124.17|2.06|2.0|137.28|5.0|-6.6|0.0|0.0|3.5|8.29e-07|0.000405|3.92e-06|0.00191|3.78|0.0|1.56e-09|7.64e-07|-0.03893|4.2446|4.1773|-1884.613031|-1884.564974|757.1|1343.97|292.1|655.69|0.56481|-1884.255802|1.9941|-0.21005|0.04805633|154.0|6.8125|6.8125
13k_a6|0.0|1|0|0|3.423411754|0.0|1|1|0.0|5.351858133|-0.132667824|1|0.051404465|0.0809333929999999|10.95129637|-0.072504783|1|1|-0.045794891|-0.073210645|1|0.1373649019999999|-0.123105035|0.84018367|0.641032542|-0.11937574|-0.127178105|0.212093198|0.0296987679999999|-88.29427104|183.1261118|0.3589674579999999|249.215618|-0.045420752|-61.29890279999999|14.31458589|-2.543562101|-57.53822059|103.4959988|0.426031882|2966.890288|445.0412356000001|-21.89246528|0.202868306|14.58291125|0.7422570490000001|6492.211639|140.8427117|0.017981419|-412.5714301|2215.299472|741.5222707|12.48372364|1.0|1.0|1.0|3.0|2.8|0.16|23.0|-8.89|4.55|115.15|1.39|1.0|124.98|7.0|-6.59|0.0|1.0|3.18|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|1.29e-09|5.7e-07|-0.04851|5112.0|3.5476|-1465.862962|-1465.83213|731.25|1246.69|242.53|577.68|0.70536|-1465.557346|8.1639|-0.1944|0.0308324|46.0|7.3372|7.3372
19h_a38|0.0|1|0|0|3.2723542610000003|0.0|2|2|0.0|5.351858133|-0.082283951|2|0.14165187|-0.043452674|10.96083376|-0.070688288|1|1|-0.101303149|-0.217394466|1|-0.054149342|-0.121374121|0.8741648479999999|0.7746288020000001|-0.082211319|-0.109986804|0.3263113569999999|0.021234963|-64.79649453|136.81322659999998|0.225371198|132.7728693|-0.03959525|-38.17354026|7.370099699|-1.979762478|-28.533396600000003|60.94327866|0.47459722|2774.611523|456.3568442|-13.74247449|0.24620669|12.98143834|0.903301693|6253.901215|145.047677|0.020207411|-299.0343596|1547.290068|595.8790650000001|11.90478646|1.0|1.0|1.0|3.0|2.43|0.14|17.0|-6.86|3.13|81.23|2.4|1.0|125.69|5.0|-6.77|0.0|1.0|2.66|7.209999999999999e-05|29.0|6.77e-05|0.0272|2.78|0.0|1.4e-07|5.610000000000001e-05|-0.05708|3.7384|3.5358|-1332.187847|-1332.1538779999998|626.65|1092.17|331.65|452.01|0.69012|-1331.941646|6.9749|-0.20379|0.03396934|9.0|8.0348|8.0348
1m_a5|0.0|1|0|0|2.934162514|0.0|0|0|0.0|4.59511985|-0.005518104|2|-0.07112464|-0.10797859|10.94856032|-0.011848312|1|1|0.042813643|0.07132816|2|0.077347244|-0.022280685|0.851987765|0.8823955520000001|-0.070959368|-0.071478865|0.429612762|0.009030414|-37.65438054|154.6334216|0.117604448|61.95289543|-0.028977918|-19.83596661|2.506013299|-1.072182971|-19.69180207|42.13785007|0.482646195|2183.167528|464.8375158|-8.041608085|0.26152627|13.35855701|0.932913201|4584.808374|137.7695311|0.0172594319999999|-251.2513491|764.8419772000001|383.4128238|9.092103139|1.0|0.0|1.0|1.0|2.11|0.0|23.0|-8.63|5.11|54.46|2.4|1.0|95.5|3.0|-5.71|1.0|1.0|3.63|2.99e-05|0.00996|1.82e-05|0.00607|3.69|0.0|2.35e-09|7.82e-07|-0.0507699999999999|4.6678|4.3983|-1410.912452|-1410.88022|553.42|926.13|265.61|423.2|0.45426|-1410.783167|1939.0|-0.22857|0.03223201|43.0|7.3665|7.3665
3c_a32|0.0|1|1|1|3.452148526|0.0|0|0|0.0|5.733341277|-0.048337951|0|-0.0522536959999999|-0.113334836|10.31100278|-0.01180891|3|3|-0.0779821129999999|-0.145525719|0|-0.003205869|-0.019130435|0.901864778|0.888766719|-0.0679200029999999|-0.0943910459999999|0.216289509|0.015118975|-48.52416391|59.72163595|0.1112332809999999|57.18235134|-0.0288417079999999|-24.94510426|3.995552912|-1.038301506|-17.94949454|42.68833949|0.423167668|2152.627425|456.8935699|-7.622115192000001|0.306047878|9.717148607|0.733606015|4598.027604999999|157.331845|0.018316536|-199.4122311|769.1680542|370.5811396|9.416090047|1.0|1.0|1.0|1.0|2.95|0.19|19.0|-6.89|6.61|110.94|1.7|1.0|93.05|3.0|-5.35|0.0|1.0|4.02|6.65e-07|0.000217|1.22e-05|0.00399|4.14|0.0|1.28e-07|4.18e-05|-0.05487|3.5169|3.5169|-1633.443791|-1633.419633|544.22|903.81|352.54|425.74|0.7034600000000001|-1633.297494|3123.0|-0.1970599999999999|0.02415856|9.0|8.0458|8.0458
13a_a30|0.0|0|0|0|0.0|0.0|2|2|0.0|5.351858133|-0.118776867|2|-0.036541822|0.0317047379999999|10.31162842|-0.0351777|1|1|0.003429114|0.006103754|1|0.019603815|-0.058608635|0.885516463|0.6963945559999999|-0.109682335|-0.113507021|0.478381813|0.01856512|-76.60916637|381.9643801|0.303605444|204.9120824|-0.042832838|-51.70573895|8.456950359|-2.27014041|-49.96348386|86.55791128|0.4661332179999999|3002.811441|470.0167988|-19.5115996|0.2001375339999999|15.1104742|0.873126469|6675.344631|135.07860209999998|0.017212819|-404.771677|1915.558478|713.7769663|11.6174288|1.0|0.0|0.0|2.0|0.0|0.13|17.0|-6.19|3.04|124.74|2.06|1.0|135.37|6.0|-7.05|0.0|0.0|1.91|9.68e-06|0.00427|5e-05|0.0221|2.74|0.0|6.520000000000001e-07|0.000288|-0.0555|5.0535|3.5288|-1744.491614|-1744.4457100000002|721.66|1211.54|245.34|541.59|0.6845600000000001|-1744.217986|0.7158|-0.20503|0.04590378|14.0|7.8665|7.8665
16_a47|0.0|1|1|1|2.890539668|0.0|0|0|0.0|4.59511985|-0.1246612469999999|2|-0.08282926|0.001426202|10.95023129|0.0506476009999999|1|1|-0.02006804|-0.0574194159999999|2|-0.113476605|0.081171071|0.87782381|0.691860453|-0.093207587|-0.092995116|0.421094692|0.0186711289999999|-48.19609034|63.13219447|0.308139547|159.6978638|-0.034261359|-24.97833451|5.0150344780000005|-1.301931629|-25.03540372|57.9827944|0.473257697|2315.178558|358.566882|-9.202544293|0.302070079|13.01476838|0.898461533|4952.972679|156.55227280000005|0.0234786339999999|-205.1602001|966.7808252999998|357.35851410000004|12.16814835|1.0|0.0|1.0|2.0|1.95|0.06|21.0|-8.17|4.47|66.49|2.72|0.0|91.55|3.0|-6.04|0.0|1.0|3.52|4.56e-05|0.0154|3.84e-05|13.0|3.27|0.0|6.8099999999999994e-09|2.3e-06|-0.05717|4.4393|4.0806|-1167.046301|-1167.0124560000002|534.69|894.43|279.29|395.28|0.6743899999999999|-1166.901251|2.3795|-0.22568|0.03384512|1.0|9.0|9.0
6_a3|0.0|0|0|0|0.0|0.0|0|0|0.0|4.727387819|-0.106234254|2|-0.025021661|0.05584062|10.3116226|0.032782484|1|1|0.020589494|0.036673175|2|-0.155862559|0.055002252|0.8632654590000001|0.783322023|-0.1042506469999999|-0.098669224|0.556539611|0.010921391|-49.23401228|236.2008316|0.216677977|108.118071|-0.037726468|-24.56680878|2.7192240510000003|-1.282699916|-25.95647951|57.46859326|0.387883362|2196.107822|390.8623623|-9.393191593|0.19718501|8.982311462|0.633675574|4992.54948|98.39146166|0.0150025189999999|-302.19751|797.2473951000001|353.7528308|7.485963593999999|1.0|1.0|1.0|1.0|2.65|0.0|21.0|-7.48|4.96|92.93|2.11|1.0|95.5|2.0|-5.68|0.0|1.0|3.63|3.67e-06|0.00124|1.34e-05|0.00455|3.79|0.0|3.28e-08|1.11e-05|-0.06529|5.8279|3.3963|-1731.735113|-1731.7043199999998|524.88|884.88|212.74|366.93|0.69323|-1731.602363|2.8131|-0.21179|0.03079258|1778.0|5.7501|5.7501
4a_a49|0.0|0|0|0|0.0|0.0|1|1|2.085628989|5.4161004020000005|-0.074495823|2|-0.080255074|-0.053787795|10.92777282|0.018857363|1|1|-0.037142108|-0.060391347|2|0.0063958109999999|0.032396301|0.856023531|0.7570436159999999|-0.094228246|-0.087863033|0.433367368|0.017143497|-53.88810275|313.22432680000003|0.242956384|149.0098632|-0.0292876779999999|-33.05061877|6.448709504|-1.4936715669999998|-35.44496163|68.30645049|0.4716382|2675.628678|464.3095353|-11.01687292|0.349698461|15.01791558|0.8926425020000001|5950.370212|214.47685|0.023624093|-184.3656985|1408.727632|620.5697596|14.48911428|0.0|1.0|1.0|2.0|2.89|0.22|21.0|-7.36|3.4|92.93|1.25|1.0|114.08|6.0|-7.52|0.0|1.0|2.42|0.000528|211.0|0.000305|122.0|1.71|0.0|4.35e-08|1.74e-05|-0.06461|4.7259|3.7876|-1313.19945|-1313.158118|660.19|1128.22|262.35|504.63|0.68042|-1312.924353|3.9716|-0.2231199999999999|0.04133192|32.0|7.4949|7.4949
13c_a5|0.0|1|0|0|2.944180713|0.0|1|1|0.0|4.59511985|-0.0090268969999999|3|-0.010689086|-0.098760742|10.94530327|-0.018055556|1|1|-0.092592608|-0.150963534|2|0.003545487|-0.033833834|0.822789227|0.80019672|-0.077308234|-0.076591149|0.4148662979999999|0.023143526|-50.50012762|158.67712230000004|0.19980328|131.7396496|-0.025039414|-33.29709668|10.06137448|-1.302049531|-33.60884086|66.23254483|0.46617977|2793.480751|527.6071331999999|-10.8855893|0.448671765|15.90846721|0.873289814|5989.714507|295.8302846|0.0302745689999999|-67.68621352|1557.152554|656.208474|19.96143955|0.0|1.0|1.0|1.0|2.58|0.17|23.0|-8.09|4.23|84.0|1.16|1.0|120.88|5.0|-7.28|0.0|1.0|2.68|0.0002839999999999|0.1169999999999999|0.000109|0.0446|2.15|0.0|8.170000000000001e-09|3.36e-06|-0.05615|4706.0|4.2145|-1351.274441|-1351.2369640000002|676.53|1153.36|263.46|513.33|0.51479|-1351.008469|2.3276|-0.22939|0.03747691|123.0|6.9101|6.9101
21_a34|0.0|0|0|0|0.0|0.0|2|2|1.88614418|5.860786223|-0.091664226|1|-0.125881566|-0.004734657|10.94874873|-0.009996155|1|1|-0.254686357|-0.407759867|1|0.116926272|-0.015568862|0.796991578|0.676390843|-0.09533089|-0.117789944|0.527371706|0.034163186|-79.03896823|168.9671187|0.323609157|217.1470086|-0.041572921|-53.03643341|15.38241267|-2.120218984|-42.9239565|86.89263143|0.4688149339999999|3115.110331|453.8692584|-18.7187412|0.271739906|13.65523159|0.882583047|7048.305909000001|182.341897|0.023973624|-306.332473|1953.562249|659.7484451|16.08669155|0.0|1.0|1.0|0.0|3.52|0.12|23.0|-7.68|3.64|86.55|1.72|1.0|122.59|4.0|-6.83|0.0|0.0|3.03|3.14e-05|0.0138|1.94e-05|0.0085|3.02|0.0|2.07e-08|9.06e-06|-0.07534|4.3011|3091.0|-1483.3359380000002|-1483.305698|698.17|1182.6|288.26|530.93|0.69292|-1483.057743|5.3432|-0.20872|0.03023936|3.36|5.4737|5.4737
2_a49|0.0|0|0|0|0.0|0.0|1|1|2.12788659|5.4161004020000005|-0.03981057|2|-0.100166139|-0.041202373|10.92973199|0.005918367|1|1|0.032521855|0.055400364|2|0.084099874|0.00991453|0.851413454|0.81348014|-0.08647612|-0.079176085|0.41397907|0.01105681|-40.34672657|226.4450566|0.18651986|95.04720801|-0.028277173|-20.55997527|2.871166625|-1.187641272|-22.45560511|49.7010488|0.454163307|2244.518609|414.5350312|-7.34284831|0.284594011|10.38394173|0.8320497920000001|4874.364109|145.02405359999997|0.017498253|-219.534132|845.9544764000001|439.9973344|8.91679918|0.0|0.0|1.0|1.0|2.5|0.15|21.0|-6.82|3.28|69.62|1.88|0.0|99.52|2.0|-6.57|1.0|1.0|2.76|0.000292|0.0955|0.000129|0.0421|2.43|0.0|1.51e-07|4.94e-05|-0.04372|5.4614|3743.0|-1046.018455|-1045.981819|553.52|941.6|227.02|371.96|0.68172|-1045.810794|4.8986|-0.19923|0.0366366999999999|59.0|7.2291|7.2291
23_a10|0.0|0|0|0|0.0|0.0|1|1|2.140123457|5.4161004020000005|0.012558932|2|-0.031558374|-0.000458688|10.92966139|-0.0253481679999999|1|1|-0.130679|-0.207994181|2|-0.149057824|-0.043248272|0.800727358|0.915208645|-0.049653973|-0.072395864|0.535680357|0.009615852|-51.27837225|72.17779806|0.084791355|60.05816353|-0.02685653|-36.32074126|4.824237957|-1.6651048819999998|-24.91121732|41.98112956|0.485561757|3103.831885|648.2471057|-13.47382337|0.238800348|17.02048484|0.943867925|7034.375112000001|169.14354509999998|0.013394095|-370.018179|1549.399766|930.6293092|9.487107794|1.0|1.0|1.0|0.0|4.13|0.21|27.0|-9.84|5.11|56.07|2.99|2.0|139.11|6.0|-5.93|0.0|1.0|4.5|4.19e-06|0.00193|2e-06|0.000923|4.48|0.0|1.44e-10|6.66e-08|-53.0|3.8034|3.8034|-1470.1960279999998|-1470.166163|768.3|1336.11|325.98|606.18|0.67647|-1469.838069|3.8115|-0.21158|0.02986448|0.75|6.1249|6.1249
12b_a5|0.0|0|0|0|0.0|0.0|2|2|0.0|4.59511985|0.023224044|3|-0.021265946|-0.119503073|10.94620104|-0.016614746|0|0|-0.070406884|-0.110182753|2|0.066588785|-0.033036296|0.819417554|0.827613693|-0.066227158|-0.068586754|0.350286421|0.016556707|-43.25430513|138.67264319999998|0.172386307|108.7155967|-0.020455699|-27.27837078|6.584944956|-1.165974822|-26.33991037|52.20772716|0.480419002|2602.046823|521.9354031|-8.135654442|0.4696203889999999|16.16438947|0.924627734|5501.255679|296.16656780000005|0.025810077|-38.31786425|1386.409228|727.8586176|16.27715102|0.0|0.0|1.0|1.0|0.0|0.33|18.0|-7.67|3.29|50.28|1.54|1.0|123.46|5.0|-7.57|1.0|0.0|1.44|0.00503|2.0|0.000359|143.0|1.63|0.0|2.14e-08|8.5e-06|-0.10395|4.6156|1.4454|-1276.928859|-1276.8943800000002|669.05|1149.51|268.62|505.16|0.70615|-1276.940335|5.7174|-0.16607|0.03447919|42.0|7.3768|7.3768
10_a27|0.0|0|0|0|0.0|0.0|0|0|3.383341915|4.59511985|-0.044164147|2|-0.184068581|0.034318674|10.93783185|-0.000903965|1|1|-0.2030237389999999|-0.341622797|2|0.129719095|-0.001453596|0.862408925|0.8526621529999999|-0.061299064|-0.087022238|0.346344305|0.017676458|-46.27574168|6.0140309720000005|0.147337847|78.34972221|-0.031079371|-24.60801194|4.998521009|-1.305333567|-17.33405307|41.99674607|0.477162521|2270.538352|453.4194305|-8.788575695|0.254639309|12.9316403|0.912640238|4894.8090170000005|135.40932969999997|0.01651645|-260.9504933|931.2754667000002|424.8821143|8.782938574|1.0|1.0|1.0|0.0|3.15|0.16|21.0|-6.24|2.81|65.6|2.25|0.0|97.39|3.0|-6.51|1.0|1.0|2.74|0.000266|0.0882|0.0001189999999999|0.0394|2.55|0.0|5.81e-07|0.000192|-0.0498|4.1495|4.1495|-1083.137871|-1083.1151289999998|573.31|958.95|298.79|450.26|0.63894|-1082.956472|4.6684|-0.21785|0.0227416|69.0|7.1612|7.1612
