molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|n6aHRing|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|pIC50|pIC50
15c_a10|0.0|0|0|0.0|0.0|1|2|1.343850105|2.154210861|-0.002218445|5.4161004020000005|0.040869377|0.034807692|2.063253638|-0.153072705|0.01143745|-0.1036030219999999|10.92970798|0.0123939039999999|1|1|0.012271987|-0.226679901|2|0.022187689|0.772328328|0.733973277|1|0.904458517|0.418835517|-32.5870313|-50.32840842|10.2013281|65.41494073|0.095541483|66.28884934|-0.019267867|0.528228415|-1.233143495|-22.60962187|-13.36848349|3012.018586|627.5338454|-855.5829431|1817.047455|0.471771585|8.639636218|0.8158976029999999|6673.826433|-593.6228632|25.30814911|1619.721543|924.9341455|16.25826809|1.0|1.0|1.0|0.0|3.85|21.0|3.77|1.74|1.0|141.96|0.0|1.0|6.0|-3.85|6.0|1.0|-4.57|0.0646|0.0122|2.94|0.0|0.0|1.6100000000000002e-08|7.3e-06|-0.04724|3.6709|-1450.241475|-1450.500669|762.21|1318.35|337.75|0.3939999999999999|221.75|595.63|-0.26999|0.70511|-1450.139335|2.4256|-0.19463|7.0|7.0
12o_a36|0.0|0|0|3.444418304|0.0|0|2|1.297042837|0.0|-0.0100574069999999|5.351858133|-0.079716275|0.040770975|0.0|-0.613501857|-0.00233752|-0.059733192|10.96036596|-0.010904454|1|1|-0.000472698|-0.126068378|1|-0.01854899|0.848816593|0.817582774|0|0.7592112809999999|0.514457955|-59.0895896|-76.51720886|16.85373064|55.47133795|0.2407887189999999|173.4105814|-0.03541591|0.666462845|-2.018706878|-42.554984000000005|-25.50573629|3009.981519|546.7667677000001|-1453.826968|2778.220342|0.333537155|7.322888607|0.885724665|6622.134304|-1047.013252|38.27030489|2181.407379|757.7532208|19.1468529|0.0|0.0|0.0|3.0|4.97|17.0|2.38|1.49|1.0|138.06|0.0|1.0|7.0|-3.54|5.0|0.0|-3.64|128.0|0.0997|1.85|0.0|0.0|1.1800000000000001e-07|5.18e-05|-0.05456|3.8726|-1440.969954|-1440.926241|728.07|1240.51|320.16|0.4075|238.77|560.88|0.36719|0.67273|-1440.671057|4.9237|-0.21151|7.3979|7.3979
14a_a25|0.0|0|0|0.0|0.0|1|0|1.420015394|1.667057351|-0.004483962|4.727387819|-0.05112778|0.038167849|1.975771616|-0.255585831|0.006085806|-0.046802062|10.93106303|-0.019985937|1|1|0.006158124|-0.0469914379999999|2|-0.035531959|0.792935475|0.653818362|1|0.850426305|0.326595394|-45.72658614|-55.27820709|8.449104086|107.22698590000002|0.149573695|98.18816423|-0.033365179|0.8067529940000001|-1.76835447|-30.017374100000005|-21.90268583|2844.993903|558.2652611000001|-1160.842349|2142.5112510000004|0.193247006|7.39139255|0.969421506|6315.975408|-762.0389362000001|27.14918443|1438.906775|712.1606951|8.689513304|1.0|1.0|1.0|1.0|3.43|27.0|4.44|2.47|2.0|126.26|0.0|1.0|6.0|-5.39|4.0|0.0|-5.29|0.0016899999999999|0.00215|4.16|0.0|0.0|2.58e-10|1.08e-07|-0.05083|3.9479|-1352.298438|-1352.265931|689.55|1202.13|314.05|0.3529|231.18|548.29|0.42461|0.6714|-1352.024616|3.0824|-0.2143|6684.0|6684.0
19a_a22|0.0|0|0|0.0|0.0|1|0|1.422917238|1.572240489|-0.009145283|4.727387819|-0.144269652|0.0389622639999999|1.545757986|-0.548716971|-0.002607064|-0.011513343|10.9464374|0.016501913|1|1|-0.001355145|-0.035723406|2|0.0271939039999999|0.834033833|0.699744887|1|0.744354735|0.51561501|-67.26339083|-69.91748544|18.53458775|373.8201781|0.255645265|190.7541925|-0.035138299|0.684706189|-1.967744721|-50.18975739|-26.21905704|3167.140147|555.4133255|-1468.267194|2607.322873|0.315293811|8.648671382|0.76919701|7095.27723|-1095.573288|38.29242013|2144.375527|781.8210659|19.31738094|1.0|1.0|1.0|2.0|3.61|27.0|3.08|0.98|1.0|132.15|0.0|1.0|7.0|-4.38|6.0|0.0|-4.11|0.0193|0.0356|2.05|0.0|0.0|1.73e-09|8e-07|-0.06398|3.5809|-1537.071348|-1537.0241640000002|740.07|1277.14|346.24|0.2218|246.01|567.03|0.34556|0.66605|-1536.756515|4.5288|-0.21478|7.3188|7.3188
18c_a22|0.0|0|0|0.0|0.0|1|0|1.194229067|1.804590026|-0.003749104|4.727387819|0.013131848|0.038137255|1.642882533|-0.213698903|0.005449965|0.009519672|10.31286086|0.006275578|1|1|0.005597023|-0.078828791|2|0.010828071|0.8287956870000001|0.6922232890000001|1|0.931073539|0.5003904610000001|-40.094865000000006|-52.84635017|13.72808419|30.63947336|0.068926461|47.68404831|-0.028825841|0.682690024|-1.52776956|-27.73804808|-19.94201893|3090.601885|644.1264387|-1056.927003|2574.178324|0.317309976|7.332936064|0.914766316|7101.057047|-731.1931848999999|29.21094233|1548.179944|779.8043336000001|14.88645273|1.0|1.0|1.0|1.0|3.56|27.0|5.36|1.47|1.0|136.36|0.0|1.0|6.0|-5.8|5.0|0.0|-5.1|0.000739|0.0036799999999999|3.5|0.0|0.0|3.4299999999999995e-10|1.58e-07|-0.07207|3.7222|-1783.562578|-1783.5397829999995|707.08|1249.84|333.1|0.2996|219.25|583.88|0.4609|0.60449|-1783.277296|1.2938|-0.22365|7585.0|7585.0
12d_a31|0.0|0|0|3.441384322|0.0|0|1|0.61013528|0.0|-0.012448252|5.733341277|-0.043220149|0.0359583329999999|0.0|-0.697102094|-0.002456634|-0.085780934|10.31169788|-0.032270224|2|2|0.000127275|-0.134504227|0|-0.057226679|0.873955169|0.771222772|0|0.7054497479999999|0.3996192999999999|-66.58534562|-81.56033123|21.06095035|157.30671669999998|0.294550252|208.9297871|-0.032542687|0.6383648510000001|-1.724762406|-47.23018217|-23.08311261|2653.867767|500.3881827|-1223.404968|2434.226776|0.361635149|9.445278138|0.63768714|5753.290126|-867.7831284|36.15974873|1916.466682|647.1500428999999|18.23846616|1.0|1.0|1.0|2.0|3.76|16.0|6.04|1.31|2.0|112.97|0.0|1.0|9.0|-5.61|5.0|0.0|-4.39|0.0010199999999999|0.0167|3.46|0.0|0.0|2.3500000000000002e-08|9.69e-06|-0.03128|3.8477|-1657.471849|-1657.428467|730.86|1201.63|322.23|0.2566|322.23|626.33|0.7006600000000001|0.7006600000000001|-1657.1792779999998|2.4186|-0.19096|6.2924|6.2924
17_a12|0.0|0|0|0.0|0.0|0|1|0.610029543|0.0|-0.00864055|4.727387819|-0.058347964|0.035816993|0.0|-0.38018419|-0.002523977|-0.072956553|10.31157659|-0.070249784|1|1|-0.000651751|-0.113649923|2|-0.11976662|0.87653892|0.859088647|0|0.858119365|0.318309599|-36.25249721|-50.13411606|5.849860887999999|69.36398419|0.141880635|73.93273708|-0.035198739|0.786701219|-1.443148294|-18.89085387|-18.34174978|2246.161353|447.1583691000001|-752.0117408|1470.257187|0.213298781|5.669161963|0.8728564259999999|4866.339908|-391.8666299|23.31475957|955.9051425|431.5987143|7.842053909|1.0|1.0|1.0|1.0|4.13|17.0|4.51|2.47|0.0|103.12|0.0|1.0|3.0|-4.51|4.0|1.0|-4.24|0.0103|0.0191|3.19|0.0|0.0|6.97e-08|2.32e-05|-0.06322|3.7723|-1366.804178|-1366.776169|560.09|933.62|328.67|0.2213|281.69|419.49|0.39539|0.62783|-1366.638303|2128.0|-0.21781|7.7959|7.7959
5f_a40|0.0|0|0|0.0|0.0|1|0|0.60491326|1.656591081|-0.008387329|6.167516491000001|-0.0468504759999999|0.042936508|0.769837491|-0.293556526|0.000663516|0.166865076|10.31198329|0.062183277|2|2|0.000706205|0.100535344|0|0.095322868|875.0|0.680674762|1|0.7414714309999999|0.0528268609999999|-52.44868801|-50.68028366|9.349692674|222.1847349|0.258528569|119.4441339|-0.041135239|0.814393685|-1.316327637|-24.23209217|-19.00510637|1932.388838|342.5710869|-608.163404|599.1117195|0.185606315|5.780627322000001|0.938359946|3963.475837|-280.9807494|23.33651|746.7683199|269.0442248|6.930245797|0.0|0.0|1.0|1.0|3.08|14.0|2.94|1.29|0.0|78.56|0.0|3.0|3.0|-3.97|3.0|0.0|-3.31|0.0307|0.14|2.2|0.0|0.0|0.000207|0.0587|-0.06227|3.0611|-1232.983157|-1232.959261|487.57|793.54|405.03|0.2747|325.97|361.03|0.56507|0.69727|-1232.851443|5.5961|-0.19284|6.9508|6.9508
47j_a18|0.0|0|0|0.0|0.0|0|1|1.251176464|0.0|-0.007807275|4.844187086|-0.068902246|0.033563218|0.0|-0.569931053|0.00031105|-0.006923502|10.94702285|0.0033281|0|0|0.002317206|-0.218974385|0|0.005740124|0.77844379|0.757001264|0|0.80651845|0.476575952|-56.816779|-73.69868165|12.42035127|95.57657747|0.19348155|150.5035248|-0.033837212|0.764425062|-2.368604851|-44.19607713|-26.32095773|3172.831382|627.366638|-1842.467041|2064.803327|0.235574938|9.597380968|0.928170101|7316.123159000001|-1433.2001369999998|34.43235841|2410.265089|1081.726154|12.6177344|1.0|0.0|1.0|3.0|4.54|18.0|2.43|2.63|3.0|149.96|1.0|1.0|11.0|-5.83|4.0|0.0|-5.14|0.000743|0.00366|4.07|1.0|0.0|1.63e-09|8.159999999999999e-07|-0.04423|3.1054|-1625.445572|-1625.413107|839.37|1459.55|399.25|0.5439|399.25|776.31|0.6983600000000001|0.6983600000000001|-1624.9784550000002|4.1619|-0.17273|7.4559|7.4559
7_a4|0.0|0|0|0.0|0.0|1|1|1.343865525|2.060422336|-0.001729561|5.4161004020000005|-0.003297033|0.037694444|2.048170299|-0.076100699|0.008409909|-0.125778587|10.92992954|0.04206117|1|1|0.008242591|-0.042220092|2|0.0707653759999999|0.87010589|0.518356619|1|0.825830607|0.470973822|-32.72992462|-35.88407105|7.402610584|14.01468959|0.174169393|87.67070691|-0.026733161|0.7179916670000001|-1.06932642|-16.47508541|-13.45652664|2286.169166|415.6938929|-538.2610657|1915.566579|0.282008333|5.512905888|0.7772010559999999|5022.496714|-270.9415659|18.74189807|749.6759227000001|407.1471338|8.456594282000001|1.0|0.0|1.0|0.0|3.05|21.0|4.42|2.82|0.0|95.07|0.0|1.0|2.0|-3.81|4.0|1.0|-4.41|0.0514|13.0|3.22|0.0|0.0|3.49e-08|1.15e-05|-0.05217|4.0379|-1089.870249|-1089.847072|538.92|915.46|307.05|0.0697|307.05|365.73|0.59702|0.59702|-1089705.0|3.9832|-0.2219199999999999|6821.0|6821.0
5a_a50|0.0|1|1|0.0|0.0|2|1|1.3972442980000002|4.202707546|-0.00148647|5.82008293|-0.017108794|0.038040936|2.475383677|-0.06986407|0.012640587|-0.256097122|10.93256969|-0.130929632|2|2|0.01228899|-0.102607753|1|-0.203436041|0.847812674|0.6759066159999999|1|0.969892876|0.2814514|-20.77548565|-34.7974024|5.435098605|6.819160781|0.030107124|16.06582337|-0.022747617|0.66527517|-0.978147545|-11.08625592|-12.13862875|2246.106104|517.556163|-521.9610361|1605.985157|0.33472483|5.892775027000001|0.8275167520000001|4770.917486|-278.5298849|18.24602704|784.5791628|462.1867149|9.379218813|0.0|1.0|1.0|0.0|3.5|20.0|3.66|2.62|0.0|101.86|0.0|1.0|2.0|-3.89|2.0|1.0|-4.5|42.0|0.0102|3.46|0.0|0.0|5.7e-07|0.000186|-0.02487|4.0159|-1029.930364|-1029.905844|582.98|976.41|308.73|0.2735|220.82|455.34|0.39948|0.6725399999999999|-1029.734933|3.9843|-0.19146|5.3872|5.3872
19_a47|0.0|1|1|0.0|0.0|1|0|1.402889494|1.445775615|-0.00973456|4.727387819|-0.227538423|0.032764858|1.174354482|-0.4380552029999999|-0.013020816|-0.064557784|10.95058274|0.0604168609999999|1|1|-0.010153352|-0.046265509|2|0.095841135|0.8873627890000001|0.614975047|1|0.639642891|0.270767873|-58.28861174|-57.87554797|14.85167037|335.10989930000005|0.360357109|199.6541807|-0.037307124|0.637832605|-1.566899206|-32.2945343|-20.66983856|2612.978054|354.3911695|-868.1332196000001|1238.799875|0.362167395|7.06969105|0.8635094740000001|5846.960345|-480.9851737|32.40636867|1361.067484|428.5826478|18.25682461|1.0|1.0|1.0|2.0|3.13|21.0|2.49|1.67|1.0|99.2|0.0|1.0|5.0|-3.67|6.0|0.0|-3.66|0.0816|0.0824|1.97|0.0|0.0|1.2099999999999998e-07|4.59e-05|-0.05326|3.8423|-1335.75742|-1335.725639|571.23|974.59|322.68|0.3243|322.68|412.31|0.68924|0.68924|-1335.580357|5.1151|-0.2117099999999999|7.3|7.3
18_a47|0.0|1|1|2.969619451|0.0|0|0|1.414391819|0.0|-0.004337918|4.59511985|-0.06345679|0.037919622|1.5913490630000002|-0.2342475789999999|0.0008454789999999|0.018164141|10.93838451|-0.016728205|1|1|0.0015586929999999|-0.02470455|3|-0.027351545|0.851462739|0.630969651|1|0.777824025|0.454324931|-49.44908758|-52.88049505|9.234746417|70.55642796|0.222175975|139.1786571|-0.0303894239999999|0.7327484470000001|-1.5194711930000002|-30.97660579|-19.03697822|2800.3745940000003|487.2556678|-951.8489108|2184.962887|0.267251553|7.018342267|0.7608026529999999|6261.441874|-596.2708299|25.98023687|1299.011844|628.5247532999999|10.84884165|1.0|0.0|1.0|2.0|3.47|27.0|5.53|2.63|2.0|119.78|0.0|0.0|4.0|-5.5|5.0|0.0|-5.37|0.00129|0.00176|4.13|0.0|0.0|4.34e-11|1.78e-08|-0.04964|4.2222|-1354.221126|-1354.180815|652.12|1130.76|293.65|0.4335|290.58|487.81|0.4659|0.63359|-1353.979194|3.4464|-0.22313|8.6|8.6
9o_a24|0.0|0|0|2.9340792330000003|0.0|0|1|1.294229152|0.0|-0.007052095|4.59511985|-0.044044637|0.028472222|0.0|-0.387865233|0.0012214139999999|-0.097596429|10.94506726|-0.000236595|1|1|0.002019902|0.00177843|2|-0.000453155|0.846075714|0.7086274779999999|0|0.770273808|0.6253256110000001|-51.29122728|-51.14964436|10.7072496|32.50178358|0.229726192|133.0106596|-0.032911684|0.668046377|-1.678495905|-29.69744072|-19.05574986|2892.333138|445.9858336|-971.8432428|1906.512273|0.331953623|6.080741586|0.945954873|6697.297449000001|-562.6938294|28.52459128|1454.754155|663.2688909|15.09096602|0.0|1.0|1.0|2.0|3.96|23.0|3.75|1.23|1.0|120.73|0.0|1.0|6.0|-4.49|5.0|0.0|-4.4|0.0137|0.0167|2.88|0.0|0.0|1.24e-08|5.23e-06|-0.04527|4.2643|-1388.147972|-1388.094657|611.03|1126.94|290.75|0.1409|210.85|432.84|0.41688|0.65292|-1387.887227|4.3816|-0.22353|6.3507|6.3507
13c_a6|0.0|0|0|3.441255118|0.0|0|1|1.424213869|0.0|-0.010619065|5.351858133|-0.0122495089999999|0.040821256|0.0|-0.605286688|-0.003346018|0.054910284|10.95129637|-0.0942387559999999|1|1|-0.000899678|-0.106686991|1|-0.167542194|0.8353837409999999|0.7995080809999999|0|0.786809832|0.22875443|-63.73961873|-75.71763296|20.79409503|157.60887419999997|0.213190168|145.12291069999998|-0.039875482|0.772032541|-2.11340057|-43.38886312|-27.1440571|2880.850692|535.5975578|-1438.635026|3135.546462|0.2279674589999999|8.038175951|0.875625075|6204.855629|-979.308309|35.15921372|1863.438327|692.8471883999999|12.49421473|1.0|1.0|1.0|2.0|3.61|23.0|5.38|1.5|2.0|121.6|0.0|1.0|6.0|-5.95|5.0|0.0|-5.27|0.000471|0.00229|4.23|0.0|0.0|3.96e-10|1.68e-07|-0.05015|3.6519|-1389.39897|-1389.371325|719.8|1217.77|339.5|0.5471|206.92|596.15|0.48478|0.7008800000000001|-1389.122252|7.7129|-0.1999|7.1367|7.1367
12ax_a36|0.0|0|0|3.429529478|0.0|0|2|1.280791885|0.0|-0.007681676|5.351858133|-0.040458296|0.043383838|0.0|-0.414810497|-0.001012333|-0.057017299|10.958822|-0.034663063|1|1|-0.00097037|-0.101451485|1|-0.056676035|0.892249657|0.771220556|0|0.846837721|0.375647684|-49.32384393|-72.11700812|12.79462904|36.17982162|0.153162279|102.4490387|-0.038813619|0.7648530440000001|-1.940680931|-32.99232962|-25.96212292|2926.929456|566.4430628|-1298.106146|2471.295987|0.235146956|7.563197245|0.955040697|6741.969187999999|-868.2929481000001|33.94393618|1697.196809|661.6709012|12.47158322|0.0|1.0|0.0|2.0|4.74|17.0|3.99|2.99|2.0|133.77|0.0|1.0|5.0|-5.08|4.0|1.0|-5.18|0.00372|0.00295|3.93|0.0|0.0|1.74e-08|7.83e-06|-0.05596|3.8889|-2152.130959|-2152.100515|699.67|1182.31|318.82|0.5236|236.74|552.0|0.39564|0.69348|-2151.910753|4.5001|-0.21324|7.9208|7.9208
19c_a38|0.0|0|0|3.332128134|0.0|0|2|1.297043851|0.0|-0.008177185|5.351858133|-0.04575843|0.04508642|0.0|-0.449745181|-0.004442319|-0.0725602509999999|10.95429182|-0.0431896509999999|1|1|-0.002443797|-0.09493054|1|-0.071918235|0.908721232|0.6885713729999999|0|0.7591916240000001|0.396635872|-57.79749770000001|-68.18641054|15.30924906|139.1570837|0.240808376|151.612258|-0.038224114|0.7187071909999999|-1.949429829|-36.38913762|-24.06579196|2967.98627|477.9848537|-1227.35539|2660.812979|0.281292809|6.97753104|0.914989047|6618.350708|-772.7394084|33.48483537|1707.726604|640.025745|14.55670345|0.0|1.0|1.0|3.0|4.84|17.0|3.17|1.76|1.0|130.41|0.0|1.0|5.0|-4.35|5.0|0.0|-4.12|19.0|0.0322|2.5|0.0|0.0|1.2099999999999998e-07|5.14e-05|-0.05691|3.8322|-1424.42734|-1424.3899310000002|652.09|1138.6|323.53|0.2961|210.74|517.28|0.2597|0.6279899999999999|-1424.1880119999998|2495.0|-0.21303|8.0348|8.0348
37_a18|0.0|0|0|0.0|0.0|0|2|1.251176176|0.0|-0.005351023|4.844187086|-0.018808538|0.036746032|0.0|-0.385273662|0.002300582|-0.034593342|10.94702064|-0.011713125|0|0|0.003512954|-0.1483628609999999|0|-0.020149364|0.761336899|0.699483099|0|0.831783747|0.385121249|-50.09028298|-54.7389628|6.653112344|12.63119843|0.168216253|123.0060763|-0.0286221589999999|0.7648766029999999|-1.946306811|-36.62790634|-20.92960342|3055.795406|608.2316837999999|-1423.213033|1571.7484060000002|0.2351233969999999|9.460456975|0.954530133|7035.839448000001|-1040.70711|27.36337253|1860.709332|1056.535856|10.41657856|1.0|0.0|1.0|2.0|4.31|18.0|3.68|3.33|2.0|151.14|0.0|1.0|7.0|-5.68|3.0|1.0|-5.47|0.000999|0.00161|4.36|0.0|0.0|1.51e-09|7.27e-07|-0.04925|3.2127|-1532.997117|-1532.974371|794.5|1395.35|385.91|499.0|385.91|673.45|0.69305|0.69305|-1532.553949|2.2872|-0.18119|7.4559|7.4559
13m_a6|0.0|0|0|3.415695704|0.0|0|0|1.429020166|0.0|-0.010840005|4.727387819|-0.135152403|0.0446875|1.617900191|-0.628720289|-0.0093684169999999|0.054340057|10.9505335|-0.018628955|1|1|-0.00687003|-0.068956229|2|-0.031564227|0.832753533|0.82642394|1|0.715612461|0.429009107|-68.97140339|-75.05944278|12.95736535|91.22689385|0.2843875389999999|198.3000783|-0.0378750189999999|0.7362989999999999|-2.045251|-48.09294654|-26.40980394|2951.567781|498.9881336|-1426.129413|2574.030011|0.263701|8.435961541000001|0.926594475|6412.592679|-994.4232282|35.8683143|1936.888972|724.3873672999999|14.59313027|1.0|1.0|1.0|3.0|3.59|27.0|4.19|0.81|1.0|127.2|0.0|1.0|6.0|-4.64|5.0|0.0|-4.28|0.00987|0.0228|2.43|0.0|0.0|2.1499999999999998e-10|9.35e-08|-0.07137|3.3359|-1423.762467|-1423.712909|726.28|1231.54|371.67|275.0|316.88|546.69|0.66475|0.64753|-1423.448957|4.2913|-0.20954|8.0|8.0
8a_a50|0.0|1|1|3.139870661|0.0|1|1|1.39826105|2.03117465|-0.00439531|5.777652323|-0.021959577|0.03904321|1.99158738|-0.188998337|0.007671336|-0.150515325|10.94501357|-0.058014797|2|2|0.007801731|-0.065546446|1|-0.095292123|0.8718949979999999|0.7135713840000001|1|0.860876738|0.278028663|-34.88425666|-41.48493288|9.480859015|133.8183888|0.139123262|70.12485884|-0.031655181|0.751415713|-1.234552044|-17.58335405|-15.95574341|2206.356773|433.9235497|-622.2739931|1503.563342|0.248584287|5.754657432|0.858162757|4638.284496|-313.6562159|21.23424244|828.1354551|388.171611|8.577560914|1.0|0.0|1.0|1.0|3.34|20.0|3.63|2.02|0.0|94.75|0.0|1.0|2.0|-3.86|3.0|1.0|-4.13|0.0433|0.0234|2.95|0.0|0.0|4.82e-07|0.000151|-0.0280699999999999|4.1738|-1006.671867|-1006.637067|548.47|912.7|297.06|0.18|220.53|396.63|0.3462199999999999|0.60625|-1006.508913|3.5509|-0.20051|7.3279|7.3279
10_a4|0.0|0|0|0.0|0.0|1|1|1.343863662|2.146166934|-0.002959121|5.4161004020000005|0.005483539|0.038699764|2.149387791|-0.159792527|0.01107733|-0.122141977|10.92992762|-0.090413559|1|1|0.011142889|-0.083887216|2|-0.150288496|0.861225169|0.6799081490000001|1|0.921653019|0.43000216|-29.52653193|-45.97324097|8.440134933|39.48408698|0.078346981|45.34497624|-0.027007048|0.744529685|-1.350352423|-17.08910641|-15.63090193|2480.063587|533.4262268|-781.5450965|2064.276654|0.255470315|5.759414166|0.945033425|5598.949417|-452.3357957|20.99433004|1049.716502|594.7358385|8.126406226|1.0|1.0|1.0|0.0|3.46|21.0|4.93|2.53|2.0|111.38|0.0|1.0|4.0|-4.66|4.0|1.0|-4.85|0.00818|0.00519|3.85|0.0|0.0|8.51e-09|3.15e-06|-0.04689|3.6465|-1183.812875|-1183.790554|619.99|1083.65|340.01|0.1792|249.6|470.02|0.4662|0.7038399999999999|-1183.54701|1.4517|-0.2025|7.0555|7.0555
16f_a32|0.0|1|1|3.354832924|0.0|0|0|0.609420741|0.0|-0.014558301|5.733341277|-0.054907428|0.039958333|2.082564316|-0.77158995|-0.003511776|-0.081644236|10.31100265|-0.000291262|3|3|-0.001202032|-0.120440534|0|-0.000510986|0.899839182|0.761506727|1|0.8072754790000001|0.522247991|-56.53102601|-76.92280867|16.90955989|89.03402347|0.192724521|133.3750236|-0.035568666|0.69473708|-1.778433296|-39.12230215|-24.61529877|2772.212354|558.6750754999999|-1230.764939|3414.006186|0.30526292|8.79158776|0.625108901|6235.040893|-851.7509977|35.43109972|1771.554986|636.0251562999999|15.90558963|1.0|1.0|1.0|2.0|3.76|19.0|6.42|1.34|3.0|116.75|1.0|1.0|9.0|-6.95|5.0|0.0|-4.97|4.79e-05|0.00457|4.11|0.0|0.0|1.7e-08|7.26e-06|-0.04997|3.6272|-1995.307736|-1995.278839|722.06|1191.55|341.82|0.2931|341.82|603.12|0.70204|0.70204|-1995.054457|3.6641|-0.2|8041.0|8041.0
18_a34|0.0|0|0|0.0|0.0|1|1|1.4547811819999998|1.801574074|-0.014733513|5.351858133|-0.101546926|0.040527066|0.0|-0.677741618|-0.001615187|-0.141332289|10.9595763|-0.136990511|1|1|0.002183342|-0.3102088839999999|1|-0.224951558|0.8584852479999999|0.713979177|0|0.68981472|0.295523326|-49.86847383|-71.65163761|22.55015528|66.6880793|0.31018528|171.24705480000003|-0.0422555509999999|0.695849945|-1.816988713|-27.53138148|-23.32844015|2424.18137|380.8328339|-1003.122927|1774.550004|0.304150055|6.282442545|0.789096743|5296.289007|-553.8039936|33.52510165|1441.579371|428.6241319|15.11918774|1.0|1.0|1.0|0.0|3.28|17.0|3.13|1.49|1.0|93.91|0.0|2.0|5.0|-4.32|6.0|1.0|-4.11|0.0167|0.0275|3.07|0.0|0.0|2.22e-06|0.000781|-0.03925|4.1234|-1199.288654|-1199.259634|592.04|991.93|300.68|0.3525|279.66|483.87|0.56101|0.60488|-1199.101028|5.0935|-0.21474|5.6144|5.6144
13c_a5|0.0|0|0|2.944180713|0.0|0|1|1.377702625|0.0|-0.005082338|4.59511985|-0.0090268969999999|0.024822695|0.0|-0.284610951|0.005288472|-0.098760742|10.94530327|-0.018055556|1|1|0.006110714|-0.092592608|2|-0.033833834|0.822789227|0.6775573359999999|0|0.80019672|0.4148662979999999|-50.97293525|-50.50012762|15.25960958|158.67712230000004|0.19980328|131.7396496|-0.025039414|0.551328235|-1.302049531|-33.60884086|-16.50965711|2793.480751|527.6071331999999|-858.5021696|1235.709541|0.448671765|8.492261628|0.873289814|5989.714507|-566.0506435|29.94524142|1557.152554|656.208474|19.96143955|1.0|1.0|1.0|1.0|3.13|23.0|4.23|1.16|1.0|120.88|0.0|1.0|5.0|-3.55|5.0|0.0|-3.96|0.1169999999999999|0.0446|2.15|0.0|0.0|8.170000000000001e-09|3.36e-06|-0.05615|4.2145|-1351.274441|-1351.2369640000002|676.53|1153.36|294.18|509.0|263.46|513.33|0.41594|0.51479|-1351.008469|2.3276|-0.22939|6.9101|6.9101
3a_a12|0.0|0|0|0.0|0.0|0|1|1.28383802|0.0|-0.007671441|0.0|-0.042445446|0.032544803|0.0|-0.322200517|-0.0025830939999999|-0.062973953|10.95455336|-0.0161799839999999|0|0|-0.001011111|-0.072889493|1|-0.032466697|0.759068438|0.8847197109999999|0|0.871985494|0.241900756|-34.84701355|-44.430225|4.615711776|71.11710277|0.128014506|62.63745781|-0.034924502|0.781050096|-1.362055589|-17.05063286|-17.08854808|2045.857684|426.6622302|-666.453375|1050.730179|0.2189499039999999|5.924949067000001|0.859002624|4230.717811|-326.0954285|21.87893986|853.2786545|381.0058252|7.784386645|1.0|1.0|1.0|1.0|3.84|18.0|3.43|3.09|0.0|97.52|0.0|1.0|3.0|-3.6|3.0|1.0|-4.06|0.0745|0.0263|3.15|0.0|0.0|3.13e-08|9.33e-06|-0.06829|3.7304|-951.3711872|-951.3480023|528.84|875.71|332.36|0.3201|292.86|383.08|-0.34688|0.66895|-951.217594|1.3824|-0.22157|6.7122|6.7122
