molecula|SddssS|NaaNH|n9FaHRing|SaaNH|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|PBF|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
47c_a18|0.0|0|0|0.0|0|7.03438793|1|1|0.0|0.02368001|-0.007068829|4.844187086|-0.048726885|0.032688172|0.0007979619999999|-0.058748345|0.028947131|0|0.002674691|0.071793992|-0.212991596|-0.455055055|-0.027873485|0.7601847759999999|0|0.8128616409999999|-0.0715759629999999|0.246894346|-75.57063623|12.75381432|67.68084951|150.4485025|-0.0321917939999999|10.25333491|103.416376|0.7489981509999999|-46.26124419|88.76073429|70.29678191|0.489290189|653.4941186000001|2027.892739|0.251001849|9.566965871|18.73268473|34.55329606|0.016406766|-400.3604527|2522.390613|1167.054827|13.19009806|1.0|1.0|1.0|1.0|3.0|4.61|0.3|-9.18|97.76|2.41|2.0|154.77|1.0|1.0|12.0|38.0|513.63|2.42|-5.09|1.84e-06|0.00417|3.98|1.0|1.0|6.67e-10|7.72|-1664.721977|1505.09|398.71|0.5869|398.71|0.6983199999999999|-0.12841|3.3075|-0.17331|0.03115159|-1664.277127|3.8573|3.0|8.5229
13_a12|0.0|0|0|0.0|0|0.0|0|0|0.0|0.202052156|-0.0069874069999999|0.0|-0.0619247109999999|0.037948718|0.000830398|-0.083760082|0.021322992|0|0.002279068|-0.362308767|-0.169387652|-0.595629719|-0.226526433|0.804066411|0|0.90006391|-0.058167326|0.122164874|-45.33566159|4.01385817|64.74666684|48.98899535|-0.034993718|1.96760628|66.2289548|0.8829921740000001|-13.97756285|48.99243638|32.52766981|0.466560112|441.2142447|664.9830294|0.117007826|6.06407675|11.36787272|19.42716439|0.0074597119999999|-375.4880089|718.8050825|327.9594923|3.656774794|1.0|1.0|0.0|1.0|1.0|2.7|0.12|-7.14|50.7|2.42|0.0|84.74|0.0|1.0|3.0|21.0|276.34|3.22|-4.2|5.520000000000001e-05|0.0174|3.51|0.0|0.0|7.26e-08|3.83|-876.3370809|867.79|315.25|0.6528|273.31|0.64974|-0.16458|1.3023|-0.20903|0.0290811829999999|-876.258343|1.5686|93.0|7.0315
12aj_a36|0.0|1|0|3.482902101|0|7.412764017000001|2|2|0.0|-0.056210607|-0.00706023|5.351858133|-0.045035034|0.043848238|0.002951176|-0.103202936|-0.042227364|1|0.003962098|0.1087087|-0.104118159|-0.43462267|0.091113865|0.856274847|0|0.8269863129999999|-0.073002742|0.251263868|-65.89100364|11.73352271|82.34300699|110.89910559999998|-0.0368515929999999|7.521007149|0.0|0.77492734|-29.99399664|76.5855549|58.52715472|0.47532973|530.0854761|2275.825451|0.22507266|8.056502837|15.35536375|30.48195872|0.016684569|-352.4483722|1615.543812|662.0530478999999|10.69455126|1.0|0.0|1.0|0.0|2.0|4.84|0.17|-6.97|69.2|2.24|0.0|128.72|0.0|1.0|5.0|30.0|395.46|2.14|-4.3|6.929999999999999e-05|0.02|3.04|0.0|0.0|1.08e-07|3.48|-1272.241135|1157.64|344.24|0.5616|237.06|0.70423|-0.14818|5.8554|-0.20093|0.03225532|-1272.060325|7.8393|17.0|7.7696
21c _a23|0.0|0|1|0.0|2|7.525639975|0|0|3.311482916|0.178300778|-0.009944003|5.4161004020000005|-0.135572353|0.043130342|0.003456487|-0.092608459|-0.039311241|2|0.0035741379999999|0.118226959|-0.0201427689999999|-0.596546056|0.149511954|0.7301130229999999|1|0.790596437|-0.08365474|0.2571258939999999|-70.15570019|9.976937758|323.3651097|148.8448086|-0.040210758|7.09164338|94.32302529|0.834557275|-42.26586935|79.71722579|69.43902929|0.468609427|561.9588018|2628.628799|0.165442725|8.945789862|16.83467928|34.24804117|0.013451712|-475.6090385|1849.394223|762.0576580000001|9.5615256|0.0|0.0|1.0|1.0|2.0|3.68|0.08|-7.33|148.11|2.49|1.0|133.35|1.0|1.0|6.0|34.0|468.53|3.0|-4.72|2.35e-06|9.0|2.86|0.0|0.0|4.69e-08|4.47|-1837.932192|1275.12|338.3|0.3329999999999999|338.3|0.5885699999999999|-0.15089|6.0226|-0.22981|0.03257532|-1837.736174|8.3979|67.0|7.1752
37_a18|0.0|0|0|0.0|0|7.03438793|2|2|0.0|-0.0013530679999999|-0.005351023|4.844187086|-0.018808538|0.036746032|0.002300582|-0.034593342|-0.011713125|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.44541772|0.020848396|0.699483099|0|0.831783747|-0.068500679|0.385121249|-54.7389628|6.653112344|12.63119843|123.0060763|-0.0286221589999999|4.865006968|60.1335413|0.7648766029999999|-36.62790634|65.15554136|56.74339533|0.488368082|608.2316837999999|1571.7484060000002|0.2351233969999999|9.460456975|18.49074823|27.36337253|0.0142451319999999|-387.3755475|1860.709332|1056.535856|10.41657856|0.0|1.0|1.0|1.0|2.0|4.31|0.3|-8.82|76.5|3.33|1.0|151.14|0.0|1.0|7.0|36.0|480.6|2.93|-5.47|2.08e-06|0.00161|4.36|0.0|0.0|1.51e-09|8.11|-1532.974371|1395.35|385.91|499.0|385.91|0.69305|-0.13194|2.2872|-0.18119|0.02274574|-1532.622404|3.0375|35.0|7.4559
1_a1 (SKF-104365)|0.0|0|0|0.0|1|7.535296702|1|1|2.196347317|0.011230812|-0.006055958|5.4161004020000005|-0.01959813|0.0409444439999999|0.000663414|-0.10236005|0.11172918|1|0.002250781|-0.221214316|-0.123703409|-0.505981356|-0.015406451|0.551667506|0|0.8131557509999999|-0.067997692|0.2405471019999999|-37.55389489|6.18316314|6.658828587|86.42113499|-0.029524467|2.859900586|63.42504103|0.709744919|-14.547040099999998|46.32985169|37.63415922|0.416807085|376.1092109|1551.362941|0.290255081|5.2735884010000005|9.042613965|19.24066156|0.018973797|-194.0267797|634.9418316000001|297.2783688|8.775956802|1.0|1.0|1.0|1.0|0.0|2.97|0.12|-6.0|56.01|2.52|0.0|81.72|0.0|1.0|2.0|21.0|297.35|3.27|-4.02|0.000159|0.0287|2.96|0.0|0.0|9.93e-07|3.45|-1279.060907|809.96|318.72|0.2178|318.72|0.70081|-0.16142|4.5773|-0.19624|0.02377006|-1279.017667|6.9338|1.6|5.7959
A7701_a51|0.0|1|0|2.9690728930000003|0|6.605297921|0|0|0.0|-0.221071791|-0.002377784|4.59511985|-0.0162614089999999|0.031405229|0.008062393|0.058290286|-0.0299823629999999|1|0.00740235|0.119725261|0.036217274|-0.22798944|0.00552665|0.688876851|1|0.865114773|-0.071384149|0.514530959|-36.09660744|3.420720075|146.2104641|62.31656919|-0.030384547|1.580362387|0.0|0.799046392|-15.23632002|41.87351682|36.39998243|0.420350923|399.6804233|1108.114062|0.200953608|5.137516673|8.863149921|17.56790307|0.012504214|-276.3170672|632.4445105000001|332.8814548|5.776909381|1.0|1.0|1.0|1.0|1.0|2.66|0.06|-7.58|54.46|1.98|0.0|87.52|0.0|1.0|2.0|22.0|286.33|3.12|-4.17|0.000111|0.0195|3.14|0.0|0.0|2.62e-08||||||||||||||25.0|7.6021
14m_a23|0.0|0|1|0.0|2|7.423568444|0|0|3.1160758160000004|0.05521348|-0.008929306|5.351858133|-0.272389934|0.0431917209999999|0.001027627|-0.034213923|-0.050626415|2|0.001951778|0.0879380709999999|-0.07256543|-0.527662006|0.0266555739999999|0.5415996160000001|1|0.9258118|-0.072795329|0.268552591|-62.09952738|12.51396625|47.23604193|51.59888942|-0.039285786|8.703631619|0.0|0.7958339090000001|-35.21393496|74.61692699|63.1440955|0.476833897|643.9145427|2263.262957|0.204166091|8.595073462|16.42895711|34.33353583|0.017997351|-411.5129154|1716.6767920000002|658.8108151|12.51739962|1.0|0.0|1.0|1.0|1.0|3.51|0.09|-8.23|105.02|3.82|1.0|125.29|0.0|1.0|6.0|34.0|479.48|4.41|-5.79|4.1200000000000004e-07|0.000773|4.46|0.0|0.0|5.94e-09|4.2|-1966.945041|1209.21|337.15|0.3335|337.15|0.65552|-0.15208|6.1522|-0.23555|0.02296475|-1966.785519|8.5477|3.0|8.5171
5a_a40|0.0|0|0|0.0|1|8.149890544|0|1|1.688148148|-0.116583806|-0.004609716|6.167516491000001|0.059258947|0.0388888889999999|0.011345707|0.180125135|-0.02394636|2|0.010425818|-0.191663433|0.004130836|-0.363338726|-0.442215721|0.5263598389999999|1|0.8531783270000001|-0.078132307|0.04987082|-40.27003217|9.135164355|174.99981530000002|64.97877226|-0.036396585|4.042943749|52.43850484|0.8224652720000001|-15.30358975|46.06507254|43.71412865|0.4889874279999999|377.5905776|508.8362301|0.177534728|5.507689573|10.7779923|19.58503709|0.0130940839999999|-285.426492|587.5511127|244.8873477|5.795040371|1.0|0.0|0.0|1.0|0.0|3.04|0.21|-4.05|75.5|1.85|1.0|74.15|0.0|2.0|3.0|19.0|269.32|2.8|-3.67|7.49e-05|0.0574|2.88|0.0|0.0|8.950000000000001e-05|4.36|-1177.5835470000002|757.45|326.96|0.4461|326.96|0.69499|-0.15066|5.7163|-0.21644|0.01514427|-1177.555706|7.6003|81.0|7.0915
17d_a50|0.0|0|1|0.0|2|8.105609402|2|2|4.380250483|-0.152030219|-0.002166617|6.042632834|0.03538699|0.031990741|0.012079|-0.136180713|-0.125540541|2|0.01245647|0.009780681|-0.200725906|-0.2294807539999999|-0.1921395789999999|0.7276268779999999|1|0.929886823|-0.044172353|0.8020670809999999|-48.40178147|10.55016861|5.007868064|48.62532158|-0.025589979|7.31681784|86.38197811|0.75405703|-21.24595322|57.5414543|41.18485076|0.445708152|644.9008302|2950.99157|0.24594297|6.996105516|12.62170017|23.53577933|0.013178555|-352.3903892|1412.14676|829.3813984|9.139672835|0.0|1.0|1.0|1.0|0.0|4.07|0.35|-7.07|51.77|2.71|0.0|133.19|0.0|1.0|6.0|32.0|424.54|3.68|-4.88|3.17e-05|0.00557|3.72|0.0|0.0|8.55e-08|3.41|-1335.962757|1263.22|306.09|0.1819|306.09|0.66103|-0.16716|5.6557|-0.19967|0.02625058|-1335.713194|7.9942|74.0|7.1308
11b_a31|0.0|1|0|3.248213341|0|7.765993078999999|1|1|0.0|0.078614731|-0.01950528|5.733341277|-0.172248605|0.043380952|-0.014385937|-0.1488994619999999|-0.046362952|2|-0.010716217|-0.129901143|-0.101934423|-0.564706551|0.067031897|0.7943850720000001|0|0.545458754|-0.143839236|0.26165445|-82.80602396|21.02499452|286.7721447|253.1028809|-0.044612791|11.70737909|87.78853803|0.669723835|-44.59898223|100.3071755|101.1192111|0.473305522|303.7286124|1756.711832|0.330276165|6.83089364|12.96936635|37.09261324|0.0314298879999999|-189.0151528|1483.70453|397.3137532|17.50115151|1.0|0.0|1.0|1.0|2.0|3.41|0.24|-5.45|125.57|0.79|0.0|92.51|0.0|2.0|5.0|25.0|357.38|2.69|-3.75|1.82e-05|0.0637|2.46|0.0|0.0|3.59e-06|4.07|-1520.0430279999998|969.71|322.57|0.2634|322.57|0.70073|-0.15936|3.2104|-0.1951|0.04215313|-1519.967224|4.7518|0.53|6.2757
12a_a32|0.0|1|1|3.442930603|0|7.765993078999999|0|0|0.0|0.087371302|-0.009460484|5.733341277|-0.057200812|0.036711712|-0.003484915|-0.031249617|-0.074344282|3|-0.001662219|-0.024155151|-0.0852122769999999|-0.583507277|-0.018578911|0.7507116140000001|1|0.788702323|-0.085324121|0.288267255|-68.06885478|10.31184223|111.9735444|131.7691491|-0.0308471429999999|6.430656017|62.28768050000001|0.667706375|-33.18255791|81.41372467|63.52154605|0.456641145|491.8493928|3030.946307|0.332293625|7.083688576|13.03685125|28.81034388|0.021399091|-209.1696096|1325.275819|557.1050635|13.34486989|1.0|1.0|1.0|1.0|2.0|3.45|0.26|-7.65|140.04|1.1|0.0|110.47|1.0|1.0|7.0|27.0|397.52|3.6|-4.5|9.78e-07|0.0126|3.39|0.0|0.0|2.23e-08|4.63|-1880.734215|1114.3|346.71|0.2908|346.71|0.7025600000000001|-0.14827|3.0517|-0.20049|0.03682626|-1880.600043|4.2371|25.0|7.6021
1g_a5|0.0|1|0|2.942391606|0|6.605297921|0|0|0.0|-0.203595168|-0.003919036|4.59511985|-0.010620031|0.027447447|0.00683534|-0.132678208|-0.0353243789999999|1|0.006957291|-0.019057802|-0.010807075|-0.242737126|0.030722968|0.717355058|0|0.8659209659999999|-0.070108797|0.39389953|-39.8807456|10.9506874|74.51397212|71.90752413|-0.027205531|5.8729303|0.589719781|0.61393343|-20.16505667|54.34919851|48.55052611|0.4713154089999999|464.3994751|832.7655896000001|0.38606657|7.312498266|13.83149499|23.76563316|0.02697793|-122.2065919|974.3909596|422.96706330000006|14.46845291|1.0|1.0|1.0|1.0|1.0|2.79|0.05|-8.14|63.69|1.57|0.0|96.98|0.0|1.0|4.0|25.0|328.37|3.09|-4.2|9.27e-05|0.0206|3.03|0.0|0.0|7.190000000000001e-09|2.61|-1065.818889|961.17|297.09|0.1769|259.26|0.66164|-0.17042|3.4883|-0.20972|0.02730461|-1065.727193|5.2707|115.0|6.9393
26_a47|0.0|0|1|0.0|1|6.86171134|0|0|1.06819297|0.11828578|-0.012090143|4.727387819|-0.200192886|0.045681818|-0.0098410169999999|-0.046771537|0.0081426509999999|1|-0.008325552|-0.24731748|-0.035472095|-0.5899218279999999|-0.11288313|0.651797437|1|0.7104381999999999|-0.098127284|0.549740398|-59.08415114|12.13564316|9.608109253|168.2587945|-0.038735145|7.0517889060000005|60.07342336|0.717639177|-33.13315474|73.39007585|69.15552111|0.474969855|412.8219782|1341.904566|0.282360823|6.945070057000001|13.22794532|31.36429668|0.024619511|-252.9318822|1317.300461|457.1122177|14.3059247|0.0|1.0|0.0|1.0|2.0|3.13|0.05|-7.22|98.72|2.59|0.0|104.8|0.0|1.0|4.0|28.0|396.81|3.18|-4.56|1.3699999999999998e-05|11.0|3.12|0.0|0.0|5.97e-08|4.37|-1696.075481|1006.59|310.58|0.3197|258.5|0.68707|-0.16642|3.6825|-0.22921|0.02111593|-1695.993821|4.8242|13.0|7.9
12q_a36|0.0|1|0|3.453150038|0|7.412764017000001|2|2|0.0|-0.0543475329999999|-0.00761082|5.351858133|-0.043678703|0.042804233|0.0005016269999999|-0.0651906459999999|-0.0433009009999999|1|0.0010871589999999|0.1161527719999999|-0.103922055|-0.441747876|-0.017640538|0.8065052890000001|0|0.82911927|-0.07607684|0.324924033|-68.5549152|12.00048565|82.68142965|110.4712541|-0.038175515|7.758093617|0.0|0.768692389|-31.79544084|80.15866795|61.18276554|0.486620426|536.0103834|2380.245597|0.231307611|7.546533709|14.69971555|32.10617123|0.017949083|-347.4093916|1605.308562|629.5017194000001|11.60375275|1.0|0.0|1.0|0.0|2.0|4.74|0.14|-7.18|69.2|2.51|0.0|128.76|0.0|1.0|5.0|30.0|415.88|2.34|-4.59|3.64e-05|0.0106|3.31|0.0|0.0|6.65e-08|3.79|-1692.5102989999998|1148.35|320.77|0.4239|236.72|0.6863199999999999|-0.1566|4.6718|-0.2126199999999999|0.03415678|-1692.370918|6.4226|6.0|8.2218
4S4l_a46|0.0|0|0|0.0|1|7.825245291|1|1|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|0.049498645|0.0066560469999999|-0.060895366|-0.161358058|1|0.006162668|-0.1012114369999999|0.0071939419999999|-0.3888343979999999|-0.001318857|0.7936534740000001|0|0.894782107|-0.090807851|0.213675946|-46.10883478|3.888872426|178.19783940000002|57.30330315|-0.029881089|2.117940478|0.0|0.877939134|-26.93416438|49.6055056|53.34424204|0.469439238|487.3122681|1744.8220399999998|0.1220608659999999|5.668394116|10.68377935|18.5362581|0.006420439|-411.6630752|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|1.0|1.0|3.92|0.36|-7.0|50.94|3.06|0.0|105.77|0.0|1.0|3.0|26.0|347.45|4.08|-5.11|5.25e-06|0.0027|4.49|0.0|0.0|9.980000000000001e-08|4.99|-1092.727031|1040.96|299.38|0.2586|234.25|0.6763600000000001|-0.17632|2.5083|-0.19647|0.02696794|-1092.543641|2.8473|261.0|6.5834
4n_a46|0.0|0|0|0.0|1|7.825245291|1|1|2.093595994|-0.061148449|-0.004696854|5.587248657999999|-0.036492128|0.045335917|0.004988019|-0.144852516|-0.064683066|1|0.0042595609999999|-0.349865095|0.070558373|-0.369211845|-0.06655165|0.7427183759999999|0|0.903145407|-0.103381106|0.371438024|-47.16810275|4.629240193|172.8490949|53.22165035|-0.031047837|2.543769935|0.0|0.863203663|-31.21601103|51.4039205|61.43721285|0.428896538|496.2788787|2116.313581|0.136796337|5.666371466|9.921794991|19.76451658|0.0077084869999999|-399.1612105|928.9322794|525.8291956999999|4.235817757|1.0|0.0|1.0|1.0|1.0|3.75|0.27|-6.67|61.84|2.99|0.0|102.92|0.0|1.0|2.0|26.0|343.42|3.9|-5.1|3.75e-06|0.00273|4.41|0.0|0.0|2.14e-07|4.57|-1090.302556|1011.66|313.65|253.0|215.82|0.7025|-0.16641|6.2318|-0.20685|0.04131598|-1090.151267|8773.0|5194.0|5.2845
12af_a36|0.0|1|0|3.448611715|0|7.412764017000001|2|2|0.0|0.04293386|-0.00989889|5.351858133|-0.081537769|0.039953704|-0.00233752|-0.074383486|0.00146554|1|-0.000472698|0.154914099|-0.126068378|-0.505160213|-0.062279009|0.817582774|0|0.755275519|-0.082549457|0.154396546|-73.23838519|15.22358698|89.56100543|169.9519197|-0.035153522|10.57220682|127.6527374|0.6702409189999999|-39.81177462|91.25505794|72.55107063|0.448767097|524.5103537|3082.869129|0.329759081|8.59579222|15.59375751|36.42391023|0.0259433429999999|-236.4517911|2076.162883|757.7532208|18.01667275|0.0|0.0|1.0|0.0|3.0|4.98|0.17|-6.93|98.3|1.49|0.0|138.06|0.0|1.0|7.0|33.0|438.48|1.47|-3.64|0.000292|0.0997|1.85|0.0|0.0|1.1800000000000001e-07|4.5|-1440.954069|1246.55|383.86|427.0|236.83|0.70508|-0.13364|6.9003|-0.19246|0.02886569|-1440.740243|9.4631|15.0|7.8239
24_a47|0.0|0|1|0.0|1|6.86171134|0|0|1.225600378|0.0453435129999999|-0.010774404|4.727387819|-0.1160443999999999|0.039520202|-0.0060410169999999|-0.063708635|0.071506228|1|-0.004514441|0.056234624|-0.111494046|-0.540463145|-0.005097239|0.627160379|1|0.7839491009999999|-0.075894947|0.214985826|-51.21152885|12.11301576|41.72753688|121.5922303|-0.032498249|6.81713713|47.170683|0.611603578|-24.03877652|69.27912772|54.82626523|0.479188295|441.2021442|1239.381181|0.388396422|7.024694045|13.48797266|29.90471672|0.032103375|-125.6197312|1255.998102|457.1122177|18.06759887|0.0|1.0|0.0|1.0|2.0|3.14|0.05|-7.63|84.73|2.86|0.0|104.73|0.0|1.0|5.0|28.0|396.81|3.31|-4.52|2.46e-05|0.0121|3.16|0.0|0.0|2.32e-08|4.46|-1696.071577|1002.04|312.5|0.2618|312.5|0.6835|-0.16333|2.6517|-0.2285|0.03414611|-1695.98597|3.6008|3.0|8.5
14b_a23|0.0|0|1|0.0|2|7.423568444|0|0|3.2475997860000003|0.065240838|-0.006248709|5.351858133|-0.071396109|0.043538647|0.007671236|-0.0644978|-0.047410593|2|0.0075222369999999|0.121308009|-0.073945564|-0.4557487779999999|-0.00399443|0.5935522360000001|1|0.8462596590000001|-0.063267638|0.228282196|-53.44429544|13.26014776|40.76245006|99.66542762|-0.03508139|8.596171261|84.36242964|0.774359705|-26.58857202|64.97993029|54.274732400000005|0.450973737|548.6057241000001|2280.830615|0.225640295|7.833620016|14.26820636|29.36910744|0.01779446|-355.71896410000005|1380.34805|599.5697147999999|11.53563485|0.0|0.0|1.0|1.0|1.0|3.42|0.05|-7.67|105.02|3.4|1.0|120.24|0.0|1.0|5.0|31.0|429.47|3.78|-5.11|2.66e-06|0.00332|3.68|0.0|0.0|2.14e-08|3.72|-1729.139722|1142.37|334.55|0.3603|334.55|0.58097|-0.15064|6.8752|-0.2286699999999999|0.02188578|-1728.9893510000002|9.7544|4.0|8.3536
4c_a46|0.0|0|0|0.0|1|7.825245291|1|1|2.137504882|-0.068543882|-0.005085922|5.587248657999999|-0.048990529|0.0440307329999999|0.010177371|-0.051150771|-0.068256579|1|0.010040825|-0.165951544|-0.056422062|-0.421467037|0.072412685|0.65145414|0|0.890777395|-0.063644365|0.305199509|-55.2981278|8.799732282999999|35.22734468|69.02325225|-0.029688832|5.56099297|53.13410852|0.840753785|-25.41708422|60.67664538|49.01980408|0.450883931|562.9269925|2487.942529|0.159246215|7.172412106|13.06174141|22.31552819|0.008510983|-430.6788754|1249.669579|696.2528933|5.378517586|1.0|0.0|1.0|1.0|0.0|4.09|0.38|-7.62|57.01|3.4|0.0|115.03|0.0|1.0|5.0|29.0|389.49|4.44|-5.28|2.8e-06|0.00207|4.63|0.0|0.0|2.39e-08|6.38|-1245.392965|1176.07|302.21|0.2296|227.16|0.6986600000000001|-0.17085|4.1039|-0.21466|0.02299741|-1245.176359|5.4491|2008.0|5.6972
11_a15|0.0|0|0|0.0|0|0.0|1|1|0.0|-0.1758968389999999|-0.0064953419999999|0.0|-0.029665252|0.02962963|0.001806571|-0.0856783419999999|0.023543401|0|0.003766915|-0.056500144|-0.173728081|-0.363940085|0.0234789439999999|0.796300317|0|0.8945381259999999|-0.064429158|0.632319408|-66.78526188|12.69062406|143.8088883|72.27026771|-0.033606127|8.696553172|0.0|0.739315684|-30.25595097|79.1792768|56.84224275|0.470042906|613.0036107000001|2565.707165|0.260684316|6.233494755|11.76226306|31.14961732|0.018086221|-327.9935744|1806.677804|830.7967967000001|12.39401492|1.0|1.0|0.0|0.0|1.0|4.1|0.07|-8.9|59.51|2.52|0.0|138.24|0.0|1.0|6.0|34.0|448.52|4.62|-6.1|4.77e-07|0.000357|5.32|0.0|0.0|1.27e-09|5.04|-1450.705737|1284.85|418.94|0.2657|263.2|0.70577|-0.12134|812.0|-0.16011|0.03503399|-1450.457814|1.3581|739.0|6.1314
22_a10|0.0|0|0|0.0|1|7.535296702|1|1|2.113627059|-0.067641834|-0.005035102|5.4161004020000005|-0.017163935|0.036101695|0.008350227|0.01204992|-0.020475007|1|0.008903905|-0.042831367|-0.129989728|-0.356699217|-0.02603707|0.646474494|1|0.8698299140000001|-0.053881447|0.775071808|-50.61577509|13.023146|75.58376652|101.3847763|-0.022372463|10.14325785|60.10354816|0.564323334|-32.68604442|71.13124588|54.98945848|0.422182297|677.4790907|2668.5420940000004|0.435676666|8.84228648|15.30289992|30.87787063|0.026340252|-100.1982412|1883.550109|916.8601445|20.51547079|1.0|1.0|1.0|1.0|0.0|3.74|0.17|-9.37|73.14|2.8|0.0|139.53|0.0|1.0|6.0|36.0|475.54|4.26|-5.53|4.55e-06|0.0014|4.1|0.0|0.0|4.27e-10|5.65|-1544.203968|1339.48|321.89|0.2624|256.95|0.6834100000000001|-0.16095|4.8409|-0.2180699999999999|0.03366599|-1543.959333|6.5841|1.1|5.9586
13p_a6|0.0|1|0|3.449535594|0|6.842683282|0|0|0.0|0.024837222|-0.010395243|4.727387819|-0.1144898999999999|0.042959184|-0.008008339|-0.014153926|-0.072853186|1|-0.005708558|0.123575608|-0.068532678|-0.573014008|-0.059663359|0.8244206940000001|1|0.7265205579999999|-0.099405155|0.196002517|-76.17631587|12.27472016|80.30786544|194.0233618|-0.03767435|8.708451561|107.5669533|0.76005742|-50.03427239|89.17529231|82.79893305|0.412828992|515.4389679999999|3833.042283|0.23994258|8.760340755|14.91957306|35.16646396|0.018322293|-369.0018868|2004.488446|794.5462391|12.99897644|1.0|1.0|1.0|1.0|3.0|3.64|0.12|-10.06|122.47|1.01|0.0|132.01|0.0|0.0|7.0|34.0|449.51|2.96|-4.55|8.11e-06|0.0125|2.86|0.0|0.0|8.73e-11|4.73|-1463.0432449999998|1283.98|415.53|0.4132|258.45|0.7056600000000001|-0.12251|9.0546|-0.1971099999999999|0.03807447|-1462.804694|12163.0|92.0|7.0362
1f_a5|0.0|1|0|2.824395738|0|6.605297921|0|0|0.0|-0.139907335|-0.00645569|4.59511985|-0.31059482|0.029105691|-0.0012491689999999|-0.174016111|-0.000625|1|-0.000700145|-0.389011185|0.001493879|-0.401165734|-0.060528915|0.513260607|0|0.888073448|-0.091412569|0.45528118|-46.77243802|4.687041957|201.7057715|62.42799372|-0.035639589|2.614237829|0.21377016|0.757522389|-28.43795894|57.83835135|55.67318607|0.4670794829999999|495.3305784|979.2285994|0.242477611|7.117418022000001|13.35549635|26.24118632|0.01983997|-287.2706403|1049.647453|403.396385|11.06591332|1.0|1.0|1.0|1.0|1.0|2.9|0.05|-8.88|54.46|2.73|0.0|95.49|0.0|1.0|4.0|27.0|366.34|4.23|-4.97|1.6100000000000002e-05|0.00396|3.95|0.0|0.0|1.3300000000000002e-09|3.58|-1288.3196369999998|958.06|270.96|0.6959|261.1|0.42446|-0.18224|3.7852|-0.2357|0.03370206|-1288.263745|4.9879|0.24|6.6198
12al_a36|0.0|1|0|3.469383582|0|7.412764017000001|2|2|0.0|-0.06777947|-0.008463062|5.351858133|-0.04314418|0.042739018|0.00127667|-0.074215038|-0.031635802|1|0.003077071|0.172830414|-0.1430106119999999|-0.404703593|0.125005134|0.84179881|0|0.801179217|-0.077842923|0.2689491989999999|-69.69632923|17.71943397|114.2305891|130.8308989|-0.035305316|11.65999569|0.0|0.671084645|-33.70669917|86.77628559|68.94274882|0.456856406|527.2034213000001|2244.88081|0.328915355|8.774664332|16.15533063|34.61874732|0.025956027|-225.1591357|1869.412355|679.7230552999999|17.07995636|1.0|0.0|1.0|0.0|2.0|4.81|0.17|-6.69|78.43|1.72|0.0|130.24|0.0|1.0|6.0|31.0|411.46|1.81|-4.07|0.000113|35.0|2.65|1.0|0.0|2.03e-07|2.92|-1347.445127|1181.84|349.14|0.4466|319.71|0.70417|-0.14558|6.4473|-0.1955599999999999|0.03469224|-1347.257936|8.1781|48.0|7.3188
