molecula|SddssS|NaaNH|n9FaHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|ATSC1c|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8d|SIC2|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RNCS|FNSA4|WPSA3|FNSA1|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GRAV|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
1a_a5|0.0|0|0|1|1.189701889|-0.271170445|-0.001785522|4.59511985|0.009305578|2|0.021346801|-0.078562954|-0.132197351|-0.004213083|0|0.00549829|-0.123867037|0.069867374|0.114184614|-0.179831877|2|-0.008431181|0.794139321|0|0.833638233|-0.075618812|0.3602068089999999|0.008036994|-36.19957997|-38.07869556|83.60943679|-0.027665419|2.037971304|0.7256546770000001|-1.134282187|-13.93123008|40.24669785|0.455258786|-571.1804334|0.274345323|11.38004491|4005.068642|-227.2618539|787.1243051|8.305533524|0.0|1.0|0.0|1.0|1.0|0.0|0.16|1.42|2.09|0.0|93.49|0.0|1.0|3.0|4.0|0.0|1.0|1.75|-3.44|0.00253|755.0|0.000365|0.0|4.6707|2.85|2.8332|-951.1394906|-951.110826|531.02|882.1|437.61|0.2109|0.44868|0.54123|-951.178584|0.0126|-0.12226|4.4956|-0.2262699999999999|-951.226623|6.7017|107.0|6.9706|6.9706
6b_a31|0.0|1|0|1|0.610136262|0.052690797|-0.016070861|5.733341277|-0.178758575|0|0.037803618|-0.787472195|-0.032090772|-0.053655833|2|-0.008439437|0.1978523089999999|-0.002840672|-0.004825446|-0.57983695|0|-0.084489161|0.841537966|0|0.627853074|-0.1284626569999999|0.146652651|0.032992761|-73.70779766|-78.37648097|159.79549319999998|-0.045675611|12.28107483|0.7459204140000001|-2.055402513|-27.86719323|93.83704414|0.4807018779999999|-1254.023695|0.254079586|14.46878435|6099.567787|-300.0775025|1681.1762649999998|14.72939894|1.0|1.0|1.0|1.0|1.0|2.73|0.1|4.0|1.36|1.0|109.69|0.0|1.0|4.0|5.0|0.0|0.0|3.3|-4.66|2.34e-06|0.000947|2.18e-05|0.0|3.2949|4.61|3.2949|-1652.671944|-1652.635711|637.06|1077.19|376.29|0.4967|0.7013199999999999|0.7013199999999999|-1652.44739|0.4967|-0.13345|5.9085|-0.1918|-1652.505041|8.8379|54.0|7.2676|7.2676
18a_a25|0.0|0|0|0|1.194229606|-0.151473962|-0.0029953159999999|4.727387819|-0.019008377|2|0.038167849|-0.170732995|-0.018419483|-0.019985937|1|0.007325341|0.106305991|-0.037072518|-0.06333068|-0.2936794219999999|2|-0.035531959|0.792935475|1|0.931628386|-0.078181889|0.341320954|0.0095281269999999|-37.07961488|-51.83514755|75.74077952|-0.03097773|4.188358905|0.817072039|-1.641819678|-20.53845469|43.39683067|0.493301255|-1088.538099|0.182927961|14.59524518|6523.923911999999|-420.4420243|1332.242503|7.615762647|1.0|1.0|1.0|1.0|1.0|3.43|0.08|5.72|2.88|2.0|133.85|0.0|1.0|6.0|3.0|0.0|0.0|4.53|-5.77|4.65e-07|0.000202|1.71e-06|0.0|5.4965|4.51|3.1711|-1675.274716|-1675.2501519999998|694.17|1229.09|390.98|0.3234|0.2834|0.5274399999999999|-1674.982248|0.0027|-0.15732|3.1313|-0.21323|-1675.04368|4.3839|94.0|7.0269|7.0269
1k_a5|0.0|1|0|0|1.427567903|-0.216088148|-0.0030192829999999|4.59511985|-0.064652321|2|0.026339869|-0.120771321|-0.145151027|-0.011848312|1|0.003708988|-0.220946861|0.019611905|0.045204303|-0.254495542|2|-0.022280685|0.851987765|0|0.7836926809999999|-0.074297856|0.425724957|0.010892351|-40.40908188|-38.00629774|165.11680719999998|-0.0301207529999999|2.850231839|0.724954458|-1.114467843|-15.40795854|45.98095096|0.48165588|-570.0944662|0.275045542|12.9461019|4479.484358|-230.14624|786.3865923|9.83146028|1.0|1.0|0.0|1.0|1.0|2.02|0.0|4.76|2.29|0.0|90.44|0.0|1.0|3.0|4.0|0.0|1.0|3.42|-4.3|0.000106|0.0336|4.970000000000001e-05|0.0|4.7221|3.1|4.4063|-1050.548505|-1050.51717|533.8|890.76|281.38|0.6242|0.53086|0.5282|-1050.418953|0.1239|-0.1798799999999999|1.5911|-0.22504|-1050.468159|2.3036|48.0|7.3188|7.3188
18_a47|0.0|1|1|0|1.414391819|-0.141396999|-0.004337918|4.59511985|-0.06345679|3|0.037919622|-0.2342475789999999|0.018164141|-0.016728205|1|0.0015586929999999|-0.056674151|-0.02470455|-0.053119347|-0.322800033|3|-0.027351545|0.851462739|1|0.777824025|-0.084415066|0.454324931|0.014741763|-49.44908758|-52.88049505|70.55642796|-0.0303894239999999|5.784962137000001|0.7327484470000001|-1.5194711930000002|-19.03697822|58.68383399|0.432077184|-951.8489108|0.267251553|12.35791568|6261.441874|-291.6032324|1299.011844|10.84884165|1.0|1.0|0.0|1.0|1.0|2.5|0.08|6.0|2.63|2.0|119.78|0.0|0.0|4.0|5.0|1.0|0.0|4.16|-5.37|3.13e-06|0.00129|4.29e-06|0.0|4.2668|3.32|4.2222|-1354.221126|-1354.180815|652.12|1130.76|293.65|0.4335|0.4659|0.63359|-1353.979194|0.0516|-0.17349|3.4464|-0.22313|-1354.037606|5.3433|3.0|8.6|8.6
3_a20 (SB-525334)|0.0|1|0|0|1.183765089|-0.048050965|-0.005492814|4.727387819|-0.053897691|2|0.0526353279999999|-0.274640708|-0.175513234|-0.119584218|1|0.0033523629999999|0.002992397|-0.169090412|-0.277724429|-0.500412918|2|-0.17447922|0.76423988|1|0.8756647679999999|-0.0917096759999999|0.246005838|0.0123308269999999|-34.52869143|-51.80299691|43.70154849|-0.029269046|3.934338039|0.784910502|-1.375645142|-16.53287135|41.49386505|0.457398769|-777.0449536|0.215089498|10.9543133|4905.195832|-321.8682802|989.9790502999998|6.654190521|1.0|1.0|1.0|1.0|1.0|2.82|0.24|4.69|1.69|1.0|104.59|0.0|1.0|3.0|4.0|0.0|1.0|3.63|-4.73|1.42e-05|0.00489|1.88e-05|0.0|4.9821|3.9|3.1728|-1086.585811|-1086.56485|605.71|1030.31|390.77|367.0|0.49443|0.70168|-1086.329436|0.1171|-0.13417|3.7291|-0.20131|-1086.383308|4.8164|162.0|6.7905|6.7905
13f_a6|0.0|1|0|0|1.429020649|-0.088329567|-0.006930367|4.727387819|-0.008507023|2|45.0|-0.381170169|-0.071478789|-0.049928822|1|-0.001446486|0.079490516|-0.126749697|-0.223618825|-0.466314952|2|-0.088948538|0.834167942|1|0.863222493|-0.092939631|0.176745407|0.018554018|-49.2635105|-62.41821579999999|62.42897239999999|-0.032802223|8.368715213|0.720711855|-1.672913351|-22.02995852|61.72438096|0.401838426|-1123.527884|0.279288145|15.13042752|6128.208571|-296.4599736|1558.914115|13.19352214|1.0|1.0|1.0|1.0|1.0|2.21|0.08|4.53|0.92|1.0|123.82|0.0|0.0|5.0|5.0|0.0|0.0|3.19|-4.78|7.74e-06|0.00323|1.65e-05|0.0|4.8413|3.36|3139.0|-1347.301285|-1347.266914|711.29|1202.78|394.98|901.0|0.49643|0.70541|-1347.018087|0.0048|-0.12805|10.8469|-0.2059099999999999|-1347.0794119999998|13.9612|42.0|7.3768|7.3768
14c_a23|0.0|0|1|0|1.197962449|0.06596946|-0.005822256|5.351858133|-0.024758731|2|0.043538647|-0.296935034|-0.047853455|-0.047410593|2|0.009263715|0.077009731|-0.071484865|-0.13187015|-0.4589840189999999|2|-0.077808321|0.857184548|1|0.922935039|-0.0800086929999999|0.2273163289999999|0.018842596|-37.73933093|-53.17009158|38.43627129|-0.034046252|8.321492112|0.7834075309999999|-1.600173862|-22.62557089|50.26125234|0.459622824|-1063.401832|0.2165924689999999|14.49533577|6755.962581999999|-376.6791777|1357.40568|10.88903141|0.0|0.0|1.0|0.0|1.0|3.6|0.05|4.67|3.51|2.0|125.29|0.0|1.0|5.0|4.0|0.0|0.0|4.0|-5.55|7.49e-07|0.000334|2.83e-06|0.0|3.7031|4.1|3.7031|-2089.523959|-2089.501598|693.64|1177.63|334.81|356.0|0.56781|0.56781|-2089.293299|356.0|-0.15143|7.2704|-0.23096|-2089.354057|10.369000000000002|2.0|8.6253|8.6253
12aa_a30|0.0|0|0|2|0.604983643|-0.101407312|-0.008848121|5.351858133|-0.028524865|2|0.043854875|-0.539735362|0.059360681|-0.007369513|1|0.005111479|-0.023695642|-0.12254489|-0.207153446|-0.394520145|1|-0.012535889|0.855880335|0|0.8126513129999999|-0.101368383|0.418522684|0.030906491|-54.50378741|-70.79444906|55.0567406|-0.033789461|15.0745057|0.630759573|-1.925999268|-23.59814969|76.08850600000001|0.4659424379999999|-1345.094532|0.369240427|16.21199661|6944.511023|-182.6418006|2132.499591|20.72118575|1.0|0.0|1.0|1.0|1.0|0.0|0.21|2.63|2.2|2.0|140.26|0.0|1.0|7.0|6.0|0.0|0.0|2.52|-5.0|2.47e-06|0.00113|9.94e-06|0.0|5.1925|3.34|3.4642|-1804.818818|-1804.784381|748.78|1275.73|357.9|0.1667|0.30341|0.68642|-1804.516348|0.1506|-0.1472099999999999|5.8962|-0.19687|-1804.582558|6.4878|8.0|8.1135|8.1135
20_a4|0.0|0|0|1|1.399905568|-0.203359312|-0.003103385|5.4161004020000005|-0.00123671|1|0.039635417|-0.124135414|-0.1473674569999999|-0.059498265|1|0.012025268|-0.098992154|-0.064248765|-0.103098674|-0.211751813|1|-0.105783279|0.8404413829999999|0|0.918147288|-0.072188305|0.210083785|0.022933651|-29.16642156|-34.74640079|63.27373076|-0.0273144939999999|5.313236547|0.6435852470000001|-1.010636274|-13.14728679|40.20507689|0.421704107|-486.4496111|0.356414753|9.58599918|4085.683488|-138.2237887|755.8433223999999|11.71277006|1.0|1.0|1.0|1.0|1.0|3.06|0.11|3.54|2.09|0.0|86.62|0.0|2.0|3.0|3.0|0.0|1.0|2.97|-3.87|0.000346|0.1|0.000134|0.0|5.1778|2.73|4.0419|-934.2489802|-934.2266312|517.72|861.05|306.74|0.2364|0.5152|0.66028|-934.103809|0.1415|-0.16699|4.0681|-0.19747|-934.150871|5.5779|646.0|6.1898|6.1898
17a_a25|0.0|0|0|0|1.373200859|0.0055894319999999|-0.004137083|4.727387819|-0.036457743|2|0.043274232|-0.248224991|-0.0688716509999999|0.006360768|1|0.006423059|-0.02776212|-0.047099434|-0.07654898|-0.362222339|2|0.0114970419999999|0.8005589320000001|1|0.874586929|-0.079378741|0.348821736|0.012665055|-44.46905084|-56.61512986|93.75234138|-0.0297670279999999|6.442637379|0.755980502|-1.666953566|-21.2306737|53.50212109|0.468791604|-1188.917727|0.244019498|16.93624014|6250.571217000001|-365.1448527|1572.683056|10.96472369|1.0|1.0|1.0|1.0|1.0|3.47|0.11|5.31|2.67|2.0|131.06|0.0|1.0|7.0|4.0|0.0|0.0|4.04|-5.13|7.5e-06|0.00325|7.44e-06|0.0|5.2683|6.04|3.9347|-1391.625102|-1391.588873|747.06|1271.9|315.11|0.4076|0.35172|0.6722|-1391.321455|0.1735|-0.16304|3.4677|-0.21559|-1391.385492|5.1401|25.0|7.6021|7.6021
7s_a46|0.0|0|0|1|1.160371307|-0.0778653109999999|-0.005351046|5.533389489|-0.076841616|1|0.044509804|-0.240797051|-0.005405515|-0.020953253|1|0.005577925|-0.327656845|0.012197837|0.018964141|-0.3638523629999999|1|-0.030371026|0.8182543959999999|0|0.858788462|-0.083011849|0.249893305|0.008871171|-48.61321955|-41.72189594|166.3052939|-0.031623562|2.240932895|0.8198874559999999|-1.3281895890000002|-15.894055599999998|53.07188519|0.433822088|-667.5503351|0.1801125439999999|9.829721631|4245.390306|-321.55195330000004|814.1975221|5.640276426000001|0.0|1.0|0.0|1.0|1.0|2.33|0.26|3.9|2.39|0.0|91.19|0.0|1.0|2.0|3.0|0.0|1.0|3.12|-4.24|8.590000000000001e-05|0.0262|5.76e-05|0.0|5.2972|3.54|4293.0|-974.8067569|-974.7707066|539.99|916.7|288.81|0.4164|0.44692|0.69976|-974.615216|0.1186|-0.17923|2.4286|-0.19947|-974.664103|3.6655|1985.0|5.7022|5.7022
3_a4|0.0|0|0|1|1.343866299|-0.241609351|-0.001141383|5.4161004020000005|0.03287721|2|0.033760684|-0.0502208409999999|-0.010537082|0.050638298|1|0.011276682|-0.129930078|-0.048796855|-0.08121207|-0.133874898|2|0.0904255319999999|0.8367373309999999|1|0.919804716|-0.06572153|0.462670692|0.010568144|-25.5405205|-31.92506825|12.23442244|-0.024645574|2.493716402|0.7196876640000001|-0.985822953|-11.97190059|30.67413075|0.430553837|-478.8760237|0.280312336|8.486341272999999|4677.30755|-213.4321476|665.3942366|7.460728516|1.0|1.0|0.0|1.0|1.0|2.86|0.15|4.11|2.44|0.0|95.12|0.0|1.0|2.0|3.0|0.0|1.0|3.31|-4.26|0.000198|0.0617|5.520000000000001e-05|0.0|4.9088|2.66|4.0639|-990.6395508|-990.6149055|535.44|905.23|305.09|0.1415|0.58445|0.58615|-990.467184|0.0871|-0.17005|2681.0|-0.21969|-990.514888|3205.0|104.0|6983.0|6983.0
13m_a6|0.0|1|0|0|1.429020166|0.031719435|-0.010840005|4.727387819|-0.135152403|2|0.0446875|-0.628720289|0.054340057|-0.018628955|1|-0.00687003|0.037052986|-0.068956229|-0.118693789|-0.568024162|2|-0.031564227|0.832753533|1|0.715612461|-0.107644789|0.429009107|0.01858251|-68.97140339|-75.05944278|91.22689385|-0.0378750189999999|9.035018118|0.7362989999999999|-2.045251|-26.40980394|81.92876874|0.48094941|-1426.129413|0.263701|16.2526769|6412.592679|-329.5370141|1936.888972|14.59313027|1.0|1.0|1.0|1.0|1.0|2.18|0.08|3.76|0.81|1.0|127.2|0.0|1.0|6.0|5.0|0.0|0.0|2.67|-4.28|2.27e-05|0.00987|5.24e-05|0.0|3.9127|4.27|3.3359|-1423.762467|-1423.712909|726.28|1231.54|371.67|275.0|0.66475|0.64753|-1423.448957|0.1924|-0.13817|4.2913|-0.20954|-1423.511471|6.5243|0.01|8.0|8.0
4c_a46|0.0|0|0|1|1.134637091|-0.068543882|-0.005085922|5.587248657999999|-0.048990529|1|0.0440307329999999|-0.300069396|-0.051150771|-0.068256579|1|0.010040825|-0.165951544|-0.056422062|-0.083788154|-0.421467037|1|-0.0976963169999999|0.761921603|0|0.890777395|-0.087503927|0.305199509|0.013924723|-40.22007179|-55.2981278|35.22734468|-0.029688832|5.56099297|0.840753785|-1.662574604|-18.76186479|49.01980408|0.450883931|-1050.664428|0.159246215|13.06174141|5571.088357|-430.6788754|1249.669579|5.378517586|1.0|0.0|1.0|1.0|1.0|3.8|0.38|5.24|3.4|2.0|115.03|0.0|1.0|5.0|4.0|0.0|1.0|4.44|-5.28|2.8e-06|0.00109|5.3e-06|0.0|5.4579|6.38|4.1026|-1245.4159619999998|-1245.392965|683.75|1176.07|302.21|0.2296|0.42391|0.6986600000000001|-1245.114575|0.2083|-0.17085|4.1039|-0.21466|-1245.176359|5.4491|2008.0|5.6972|5.6972
12ao_a36|0.0|1|0|2|1.297043885|-0.058597382|-0.007081548|5.351858133|-0.065314765|2|0.042739018|-0.410729809|-0.113963585|-0.033032344|1|0.003724542|0.1523047569999999|-0.095253274|-0.1619981409999999|-0.435820128|1|-0.05785124|0.8800240009999999|0|0.832582759|-0.1019516769999999|0.264688501|0.017784426|-51.52001456|-67.45579866|85.17634667|-0.03775988|7.785557064|0.7820981779999999|-2.039033535|-24.98362913|63.28698809|0.462968912|-1349.115973|0.217901822|16.33039817|5943.227395|-373.2975961|1724.9956719999998|11.05528527|1.0|0.0|0.0|1.0|0.0|0.0|0.12|2.42|2.38|1.0|133.84|0.0|1.0|6.0|4.0|0.0|1.0|2.37|-4.55|2.6e-05|0.0106|2.82e-05|0.0|4.6597|3.83|3.4743|-1310.361099|-1310.328652|701.9|1190.17|356.86|0.6249|0.4962|0.7045|-1310.077853|0.0033|-0.14207|5.4691|-0.19662|-1310.138396|7.447999999999999|0.03|7.5229|7.5229
17_a4|0.0|0|0|1|1.219995452|-0.188642713|-0.006491052|5.4161004020000005|-0.319716072|1|0.043084795|-0.25315101|-0.3948966229999999|-0.094767116|1|0.002155864|-0.073733221|-0.0179434139999999|-0.07155304|-0.392770755|1|-0.12969185|0.8347553529999999|0|0.888791225|-0.08932566|0.332034943|0.01061251|-45.75108579|-46.06264282|17.08736223|-0.042181562|2.822041259|0.861696586|-1.5185362180000002|-21.75180355|51.22364842|0.4440629029999999|-783.0649279|0.138303414|10.65499029|5322.773303|-373.0328031|908.7478594|6.61489113|1.0|0.0|0.0|1.0|0.0|2.94|0.11|6.26|3.66|1.0|85.09|0.0|1.0|3.0|6.0|1.0|0.0|4.29|-4.81|4.39e-05|0.0152|1.5399999999999998e-05|0.0|4.3363|4.44|4.3363|-1255.994721|-1255.968357|527.39|873.5|285.92|0.2045|0.47353|0.47353|-1255.881628|0.2045|-0.17559|4.8197|-0.21745|-1255.932407|6.3221|877.0|6057.0|6057.0
4p_a46|0.0|0|0|1|1.134636977|-0.060700883|-0.004413243|5.587248657999999|-0.038295755|0|0.046533816|-0.233901882|-0.205494852|-0.120823841|1|0.004453195|-0.251219946|0.066453878|0.101602982|-0.369670745|0|-0.1623103719999999|0.7911509609999999|0|0.905966489|-0.083274013|0.3352802039999999|0.007398064|-56.55658053|-47.22779946|175.10295019999998|-0.029978645|2.379548177|0.87420565|-1.498932241|-17.00200781|60.7522985|0.423511708|-850.1003902999998|0.12579435|10.10955243|5167.091582|-424.4519674|972.4260993|3.822678404|1.0|0.0|1.0|1.0|0.0|3.2|0.3|5.25|3.2|2.0|107.89|0.0|1.0|2.0|3.0|0.0|1.0|4.25|-5.4|1.59e-06|0.000567|4.03e-06|0.0|5.4796|4.89|3.9958|-1129.65844|-1129.618646|598.19|1058.54|310.28|0.2363|0.43709|0.70138|-1129.3914619999998|0.0763|-0.16819|3.6961|-0.20749|-1129.4459470000002|5.3996|341.0|6.4672|6.4672
3p_a32|0.0|1|1|1|0.609420752|0.007752757|-0.008735261|6.008813185|-0.028895521|0|0.036666667|-0.419292538|-0.111150118|-0.074544773|3|0.000920756|-0.092884784|-0.146606489|-0.26891009|-0.53666614|0|-0.120768771|0.918782026|1|0.8195708759999999|-0.098773656|0.366898545|0.021264377|-41.73212799|-58.13283248|40.28175307|-0.029183126|7.365688817|0.6199678829999999|-1.28405753|-17.1756096|54.24719019|0.416240891|-755.7268222|0.380032117|10.69458635|5960.446219|-141.21321609999998|1218.977375|14.94356622|1.0|0.0|1.0|1.0|1.0|2.6|0.26|3.71|1.1|1.0|112.37|0.0|1.0|4.0|4.0|0.0|0.0|3.23|-4.25|7.78e-06|0.00308|5.629999999999999e-05|0.0|3.6436|4.26|3.6436|-1879.554272|-1879.527843|626.32|1057.58|340.28|0.3083|0.7017100000000001|0.7017100000000001|-1879.350471|0.3083|-0.15055|4.3094|-0.20018|-1879.406962|5.4496|26.0|7585.0|7585.0
11c_a5|0.0|1|0|0|1.427567332|-0.2117133739999999|-0.004590583|4.59511985|-0.050049777|2|0.027388889|-0.224938556|-0.059682527|-0.023856811|1|0.005383056|-0.138950411|-0.011677718|-0.018887528|-0.269653478|2|-0.044126759|0.86113162|0|0.80472351|-0.0873419269999999|0.389427402|0.01785211|-47.99592739|-53.12487972|31.61751609|-0.0322785379999999|6.604499968|0.707039635|-1.484812761|-19.63310772|58.854300300000006|0.448016491|-903.1229552|0.292960365|16.09582374|5202.741647999999|-251.8596984|1277.330026|12.90369209|1.0|1.0|1.0|1.0|1.0|2.14|0.09|4.17|1.13|1.0|106.79|0.0|1.0|6.0|5.0|0.0|0.0|3.0|-4.1|7.38e-05|0.0273|7.950000000000001e-05|0.0|4.5035|4.53|4.2087|-1218.492067|-1218.454079|636.14|1071.71|294.59|0.5327|0.60118|0.6267699999999999|-1218.278135|0.2186|-0.1713299999999999|2.5278|-0.21448|-1218.336116|3.3827|25.0|7.6021|7.6021
12_a4|-3.2834578760000004|0|0|1|0.295190368|-0.1494133309999999|-0.0021497879999999|5.4161004020000005|-0.271149771|2|0.0381179139999999|-0.113938738|-0.093414896|0.028152112|1|0.009024784|-0.055590089|-0.051501982|-0.085553511|-0.220286906|2|0.04172421|0.8749408470000001|1|0.805238097|-0.074699711|0.636722126|0.01168879|-41.69390404|-44.33087544|15.80191019|-0.025916226|4.116653575|0.717772573|-1.269895089|-15.38009964|48.6306683|0.470780296|-753.6248824|0.282227427|11.7599245|6390.233612|-258.476202|1049.9494|9.260141177|1.0|0.0|1.0|1.0|1.0|2.94|0.23|4.98|2.17|1.0|113.02|0.0|1.0|4.0|5.0|0.0|0.0|3.3|-4.33|6.57e-05|0.0266|4.64e-05|0.0|4.8592|6.12|3.8083|-1617.861623|-1617.826064|640.67|1101.33|325.57|0.1194|0.63967|0.68825|-1617.57796|0.0464|-0.16224|7.8701|-0.2312199999999999|-1617.634733|10.1971|9.29|5032.0|5032.0
37_a18|0.0|0|0|2|1.251176176|-0.0013530679999999|-0.005351023|4.844187086|-0.018808538|1|0.036746032|-0.385273662|-0.034593342|-0.011713125|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.224171123|-0.44541772|0|-0.020149364|0.761336899|0|0.831783747|-0.074857954|0.385121249|0.009098426|-50.09028298|-54.7389628|12.63119843|-0.0286221589999999|4.865006968|0.7648766029999999|-1.946306811|-20.92960342|56.74339533|0.488368082|-1423.213033|0.2351233969999999|18.49074823|7035.839448000001|-387.3755475|1860.709332|10.41657856|0.0|1.0|0.0|1.0|1.0|0.0|0.3|3.3|3.33|2.0|151.14|0.0|1.0|7.0|3.0|0.0|1.0|2.93|-5.47|2.08e-06|0.000999|3.35e-06|0.0|3.2127|8.11|3.2127|-1532.997117|-1532.974371|794.5|1395.35|385.91|499.0|0.69305|0.69305|-1532.553949|499.0|-0.13194|2.2872|-0.18119|-1532.622404|3.0375|35.0|7.4559|7.4559
5_a15|0.0|0|0|0|1.419941043|-0.222657379|-0.008878343|0.0|-0.044921287|2|0.035982906|-0.54157893|-0.0156037999999999|0.0118220069999999|0|0.003194793|0.1093187759999999|-0.187421793|-0.28098676|-0.340979744|2|0.020920163|0.74438723|0|0.8740541479999999|-0.0989946469999999|0.743577162|0.032616864|-45.57134103|-73.61131563|119.95308020000002|-0.0273088679999999|18.03465935|0.5089899720000001|-1.583914356|-20.30656983|69.82487767|0.486150431|-1177.78105|0.491010028|15.1701491|6656.720346|-13.36968593|2313.9572780000003|27.05181494|1.0|1.0|1.0|1.0|1.0|3.68|0.15|6.01|2.0|3.0|127.97|0.0|1.0|8.0|6.0|1.0|0.0|4.29|-5.66|6.86e-07|0.000304|2.18e-06|0.0|4.3299|4.36|3.6257|-1470.816175|-1470.779775|737.16|1272.84|341.96|291.0|0.62664|0.70244|-1470.487858|0.0199|-0.14839|4.3576|-0.18553|-1470.55517|6.35|13.0|7.8861|7.8861
40_a47|0.0|0|1|0|1.420389717|-0.246203395|-0.004181351|4.727387819|-0.0934645509999999|3|0.041396825|-0.179798097|-0.038143308|0.056362705|1|0.003634698|-0.130213023|-0.147591116|-0.338113214|-0.2636225|3|0.090270598|0.900790582|1|0.812233678|-0.083237511|0.237173658|0.02047837|-32.5926343|-44.90375373|54.11003524|-0.027052191|5.959674083|0.573656733|-1.082087641|-14.59371996|43.64000551|0.4574577489999999|-583.7487984|0.426343267|12.98034048|4862.524893|-79.47051169|1017.592517|16.06828586|0.0|1.0|1.0|1.0|1.0|2.91|0.11|4.04|1.52|0.0|94.28|0.0|1.0|3.0|5.0|0.0|1.0|2.72|-3.72|0.000546|183.0|0.000192|0.0|4.0176|2.06|3.7236|-1123.174467|-1123.144637|571.5|947.27|332.97|271.0|0.67615|0.68492|-1122.9968210000002|0.2612|-0.15231|4.7542|-0.20317|-1123.049869|6.5995|4.0|8.4|8.4
12f_a36|0.0|1|0|2|1.297042537|-0.066269699|-0.006773586|5.351858133|-0.032343041|2|0.039061728|-0.40641518|0.012286423|-0.06756661|1|0.0045625|0.182557897|-0.101854847|-0.169994208|-0.438198895|1|-0.1188384119999999|0.8700396090000001|0|0.8435569079999999|-0.100276611|0.3416917479999999|0.01784834|-46.86832019|-66.16123807|43.53853176|-0.035813075|7.769727312|0.7803018709999999|-2.00553221|-23.629013600000004|58.64442871|0.464240353|-1323.224761|0.219698129|13.84366076|6000.985822|-369.879252|1695.785708|10.34891518|1.0|0.0|0.0|1.0|0.0|0.0|0.21|2.45|2.45|1.0|133.52|0.0|1.0|6.0|4.0|0.0|1.0|2.4|-4.57|2.48e-05|0.0102|2.6600000000000003e-05|0.0|5.2106|3.87|3.6545|-1311.57896|-1311.550167|699.88|1195.77|339.27|0.4374|0.37095|0.70126|-1311.285102|0.0231|-0.15011|5.9228|-0.20046|-1311.345557|7.8454|11.0|7.9586|7.9586
13n_a6|0.0|1|0|0|1.4290206230000002|0.030890422|-0.010884884|4.727387819|-0.135152403|2|0.04393617|-0.631323273|-0.06507689|-0.033224059|1|-0.00687003|0.100294804|-0.068956229|-0.118693789|-0.57091314|2|-0.056293641|0.832753533|1|0.70890216|-0.109392959|0.307384948|0.017758385|-68.88015714|-75.07706271|90.97854097|-0.038490115|8.36448634|0.748967057|-2.078466222|-26.41600355|81.06784641|0.47066442|-1426.464192|0.251032943|16.76075427|6386.381394|-341.7352549|1904.575345|13.66031867|1.0|1.0|1.0|1.0|1.0|1.9|0.08|3.76|0.81|1.0|127.2|0.0|1.0|6.0|5.0|0.0|0.0|2.62|-4.28|2.27e-05|0.00987|5.24e-05|0.0|4.8185|4.27|3.3510000000000004|-1423.765005|-1423.714738|727.69|1232.6|369.99|0.9117|0.55028|0.64027|-1423.451366|0.1945|-0.13863|7.1946|-0.20994|-1423.514154|10.1967|75.0|7.1249|7.1249
