molecula|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|BCUTs-1l|E solv. Water  (Hartree)|MATS2c|SIC2|RASA|PBF|FNSA4|FNSA2|GRAVp|WNSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|pIC50
12x_a30|-1654.1207|0.1517|0.604984021|0.03136007|0.044575215|0.829606585|0.848844277|0.398925866|-0.035022402|-1.926232129|2845.417984|-839.9917174000001|754.3941655|1.0|1.0|4.87|3.25|2.0|-6.04|4.0|-5.64|426.54|0.0|9.14e-07|4.6|1.76e-05|-0.05093|7.6556
18c_a25|-1714.280779|0.0041|1.193723817|0.02003004|-0.087958541|0.8005589320000001|0.94801724|0.385593349|-0.026975264|-1.510614788|2917.369488|-652.4856999|831.3429628|1.0|1.0|6.29|3.08|2.0|-6.05|3.0|-5.85|449.57|0.0|8.86e-07|4.49|3.0499999999999995e-08|-0.0622|7.0555
20_a47|-1335.566785|0.2807|1.408721455|0.03389691|0.055662511|0.8575369009999999|0.6888286020000001|0.213977589|-0.032859105|-1.38008239|2630.63609|-409.9991682|428.5826478|0.0|1.0|2.56|2.75|1.0|-4.06|6.0|-6.75|380.35|0.0|8.72e-05|2.63|1.86e-05|-0.06357|8.6
14a_a23|-1629.690316|0.3764|1.197964042|0.0216412|0.050806184|0.816237166|0.918677038|0.225448915|-0.0341809229999999|-1.606503401|2816.527785|-642.4662212000001|601.8533922|1.0|1.0|3.36|3.03|2.0|-5.47|4.0|-6.27|411.48|0.0|3.38e-06|3.58|1.6100000000000002e-05|-0.07379|8.5498
6_a1|-935.330989|0.3399|1.3488280769999998|0.027384499|-0.092471477|0.8524898329999999|0.8782596159999999|0.212044989|-0.0238222729999999|-0.929068634|1956.144556|-216.916644|359.9965854|1.0|1.0|3.61|1.75|0.0|-3.12|3.0|-6.21|291.35|1.0|0.0007599999999999|2.63|0.000277|-0.02214|5.2924
17_a15|-1413.559128|0.0377|1.43568899|0.04051306|-0.046866421|0.76362781|0.880459235|0.605886597|-0.027065991|-1.596893495|2852.085573|-937.2690986|822.8625688|1.0|1.0|4.89|2.53|2.0|-5.93|4.0|-5.58|438.52|0.0|1.19e-06|4.78|8.43e-08|-0.03936|7.9208
7_a27|-1122.249324|0.4179|1.40247849|0.02179141|0.112935885|0.8546689820000001|0.85111414|0.358145768|-0.0300556429999999|-1.352503929|2334.058688|-426.1497425|479.0078184|1.0|0.0|3.32|2.88|0.0|-4.06|4.0|-6.26|345.4|1.0|8.66e-05|3.02|8.4e-05|-0.04887|9.0
12l_a30|-1987.782294|0.1574|0.60498366|0.03406276|0.157020295|0.883029843|0.834279405|0.37422435|-0.045581702|-2.415830189|3306.001879|-1182.451965|696.6414817000001|1.0|1.0|4.43|2.82|2.0|-6.7|8.0|-5.66|482.48|0.0|1.99e-07|5.05|3.19e-05|-0.0545299999999999|7.2154
12t_a30|-1774.0165149999998|0.1561|0.60498454|0.0337599|0.073057637|0.889479916|0.696413582|0.408290036|-0.037159417|-1.82081145|2976.648597|-770.409047|616.2856203|1.0|1.0|4.67|3.58|2.0|-5.49|6.0|-6.06|434.46|0.0|3.24e-06|4.07|3e-05|-0.05542|8.0496
11_a3|-1288.058926|0.4441|0.605020608|0.02994326|0.119431379|0.793311683|0.777803048|0.175996916|-0.0391657429999999|-1.292469516|2097.896727|-289.1769972|311.6695405|0.0|1.0|3.79|0.8|0.0|-4.08|4.0|-6.59|305.36|0.0|8.37e-05|2.22|9.35e-05|-69.0|7.3979
2_a3|-1272.001389|0.0962|0.605017347|0.02925101|0.176032668|0.8401405609999999|0.750206578|0.4551292289999999|-0.033150466|-1.127115845|2056.399995|-248.1619888|330.4083896|1.0|1.0|4.34|1.6|0.0|-4.75|3.0|-5.93|304.37|0.0|1.7800000000000002e-05|3.13|3.9500000000000005e-05|-0.06423|5.4
12aw_a36|-1431.180191|0.3892|1.297044239|0.03134789|-0.135690414|0.892249657|0.706174871|0.373775982|-0.041292362|-2.06461809|2901.451841|-848.2869380000001|593.6088758|1.0|1.0|3.55|2.78|1.0|-3.99|6.0|-6.8|417.41|1.0|0.000102|2.88|3.17e-05|-0.05513|8.0458
14f_a23|-1744.182678|0.1699|1.197963246|0.02255331|-0.002304087|0.854683662|0.894162392|0.2096108239999999|-0.031450478|-1.603974359|3014.916135|-733.1331894|683.7405759|0.0|1.0|3.42|2.72|2.0|-5.63|5.0|-6.47|441.51|0.0|2.32e-06|3.55|1.3699999999999998e-05|-0.07163|8.6459
7d_a10|-1129.003694|0.0941|1.34384996|0.02250617|-0.117302383|0.869684772|0.841052067|0.421731106|-0.024733154|-1.063525614|2348.343588|-299.34991010000005|460.1866123|1.0|1.0|4.92|3.04|1.0|-4.22|4.0|-5.83|344.38|1.0|5.98e-05|3.62|5.04e-06|-0.05634|6.0325
12w_a36|-1644.953222|0.4508|1.24014105|0.0328886|0.081390556|0.8792981679999999|0.828363244|0.532980165|-0.041210062|-2.225343322|3230.870697|-1147.197876|672.4630346|1.0|1.0|3.31|2.04|2.0|-5.2|8.0|-6.4|465.43|0.0|6.26e-06|3.86|3.37e-05|-0.05326|7.6383
8b_a31|-1386.681003|0.2643|0.610137861|0.03659821|-0.01883655|0.8956498159999999|0.6076192260000001|0.281200674|-0.040792077|-1.590890986|2189.617009|-433.9742484|372.3224834|0.0|1.0|4.52|0.61|0.0|-4.05|5.0|-6.87|328.39|0.0|8.97e-05|2.02|0.00061|-0.0325|5.6576
12bh_a36|-1311.293683|11.0|1.297043258|0.03071385|-0.052761366|0.833398429|0.833491953|0.317612728|-0.035569289|-1.991880197|2773.193279|-882.2230117|729.1873176|1.0|1.0|3.76|2.45|1.0|-4.54|4.0|-6.38|409.49|1.0|2.8600000000000004e-05|3.41|1.86e-05|-0.0525299999999999|7.8539
8a_a8|-1367.539526|0.1729|1.400027874|0.03213899|-0.021925912|0.8220300859999999|0.550829475|0.22299265|-0.049054408|-2.256502762|2802.374154|-809.4093564|529.053307|0.0|1.0|3.13|1.9|1.0|-4.4|5.0|-7.04|400.39|0.0|3.99e-05|2.4|6.96e-05|-0.06922|4.9454
16a_a10|-1394.797092|0.0841|1.325756911|0.02819643|-0.187414728|0.813036304|0.916148686|0.3637074329999999|-0.026063936|-1.615964058|2862.681038|-774.9407716|879.8636987|1.0|1.0|4.73|2.47|3.0|-5.22|5.0|-5.91|439.55|1.0|6e-06|4.33|1.4e-06|-0.04647|7.3279
12r_a30|-1774.009422|0.1522|0.604984545|0.03388131|-0.015167821|0.889479916|0.72072745|0.451652492|-0.040404659|-1.979828309|2976.944611|-827.1283373|616.2856203|1.0|1.0|4.67|3.58|2.0|-5.49|6.0|-6.06|434.46|0.0|3.24e-06|4.07|3e-05|-0.05244|7.5317
4g_a46|-1492.923098|0.1294|1.134637064|0.02266493|-0.153373738|0.7796270059999999|0.946829733|0.318162858|-0.024339048|-1.192613373|2242.010126|-392.5790722|568.1534007|1.0|1.0|5.19|3.06|2.0|-5.38|3.0|-5.18|366.89|1.0|4.22e-06|4.73|5.75e-06|-0.03985|5.5615
12at_a36|-1460.549244|0.2076|1.297042863|0.03651452|-0.04229234|0.890810337|0.751856692|0.301423347|-0.037537878|-2.102121151|3041.832389|-1007.989912|735.3783268|1.0|1.0|2.7|1.89|1.0|-4.18|6.0|-7.18|439.47|0.0|6.579999999999999e-05|2.53|0.000106|-0.05703|7.1079
4c_a46|-1245.114575|0.2083|1.134637091|0.02299741|-0.068543882|0.761921603|0.890777395|0.305199509|-0.029688832|-1.662574604|2455.604167|-663.9676426|696.2528933|1.0|1.0|5.11|3.4|2.0|-5.55|4.0|-5.39|389.49|1.0|2.8e-06|4.63|9.32e-06|-0.04381|5.6972
17b_a25|-1483.563965|0.1741|1.3732004619999998|0.04272963|0.001256821|0.838260077|0.882170399|0.410780725|-0.029249891|-1.6672437880000002|3100.8813760000003|-958.573164|832.226697|1.0|1.0|4.88|2.0|2.0|-5.32|5.0|-6.53|458.51|0.0|4.75e-06|3.61|4.16e-08|-0.05531|6.9957
4f_a49|-1179.029099|0.0579999999999999|1.343848013|0.03476467|0.010266272|0.8557769120000001|0.7370618040000001|0.480786546|-0.033471819|-1.439288231|2458.261097|-424.2517893|467.1194103|0.0|1.0|3.42|2.03|1.0|-3.99|5.0|-6.6|356.38|0.0|0.000102|2.64|0.000104|-0.06954|7.3979
3h_a32|-1790.440663|0.2926|0.609420752|0.02690554|0.01077056|0.834881529|0.87880263|0.30907784|-0.027590124|-1.324325944|2398.020434|-519.1071084|593.0848817000001|1.0|1.0|8.11|2.64|2.0|-8.23|3.0|-4.29|382.55|0.0|5.8700000000000014e-09|6.12|1.29e-06|-0.05318|8.1549
19_a20|-1368.129074|0.2998|1.4009239059999998|0.03487615|0.071176085|0.8193003000000001|0.754452534|0.25624423|-0.038340404|-1.993700989|2849.084477|-860.7113887|684.5377542|1.0|1.0|4.97|1.33|1.0|-4.89|5.0|-6.8|420.47|0.0|1.29e-05|2.91|9.86e-08|-0.06767|5585.0
16g_a32|-2034.342619|0.2879|0.609420729|0.02895494|0.1739995319999999|0.8821580379999999|0.8206422409999999|0.542303725|-0.033839807|-1.79350976|2833.521937|-974.3098525|701.9321161|1.0|1.0|6.81|1.57|3.0|-7.51|5.0|-5.69|441.57|0.0|3.08e-08|4.65|3.04e-06|-0.05|7.9586
19a_a22|-1536.756515|0.0623|1.422917238|0.04718381|-0.000989685|0.834033833|0.744354735|0.51561501|-0.035138299|-1.967744721|3167.140147|-1095.573288|781.8210659|1.0|1.0|3.08|0.98|1.0|-4.38|6.0|-7.67|463.49|0.0|4.16e-05|2.05|8e-07|-0.06398|7.3188
12_a15|-1280.810963|0.0093|1.435689014|0.02694613|-0.071096525|0.769289315|0.89637291|0.738437971|-0.031995594|-1.695766456|2613.57759|-691.376388|673.7288405|1.0|1.0|5.32|2.87|2.0|-6.22|4.0|-4.97|397.47|0.0|5.99e-07|5.29|5.99e-08|-0.03196|8.3979
27_a47|-1777.830739|0.1839|1.216250059|0.02633483|-0.160399235|0.8517043879999999|0.846469886|0.337815064|-0.028494622|-1.510214943|2804.020752|-618.7741154|682.9868225|1.0|1.0|4.18|3.11|2.0|-4.81|5.0|-6.34|436.91|0.0|1.5399999999999998e-05|3.7|6.55e-07|-0.05814|5.6
12e_a40|-2248.154966|284.0|0.604990524|0.03272669|0.061944605|0.858770467|0.7798787840000001|0.284429447|-0.048387621|-1.596791495|2391.0322170000004|-470.5828129|348.3847394|1.0|0.0|4.34|2.93|2.0|-6.53|4.0|-5.26|378.23|0.0|2.98e-07|4.72|0.000346|-0.07296|5.9318
11e_a5|-1316.239803|0.2125|1.338814635|0.03460011|-0.2114441819999999|0.8215345|0.876758791|0.372098505|-0.0282210629999999|-1.580379517|2721.416353|-693.5448342|735.3048881|0.0|1.0|5.03|1.83|2.0|-4.65|5.0|-6.28|411.5|1.0|2.23e-05|3.56|4.64e-07|-0.03808|7.3979
1n_a5|-1179.018429|0.3789|1.427557749|0.03956123|-0.1387762669999999|0.8402078140000001|0.785210014|0.428980979|-0.030493391|-1.311215832|2437.279452|-432.02691110000006|467.1194103|1.0|1.0|4.41|1.72|1.0|-4.27|5.0|-6.41|356.38|0.0|5.41e-05|2.91|3.01e-06|-0.06186|7.5686
8b_a8|-1406.829227|0.1515|1.395658149|0.03204403|-0.023718767|0.8354024290000001|0.558354653|0.28604765|-0.047457424|-2.325413799|2863.095568|-872.8947609999999|589.263087|0.0|1.0|3.65|2.12|1.0|-4.77|5.0|-6.87|414.41|0.0|1.6899999999999997e-05|2.76|3.04e-05|-0.06114|5.2941
3a_a49|-1253.756918|0.0793|1.343850114|0.03833529|-0.05210989|0.8704151529999999|0.72890527|0.526915193|-0.030698626|-1.504232653|2599.121578|-515.9544212000001|578.2841135|0.0|1.0|2.77|1.04|1.0|-3.06|5.0|-7.67|384.43|0.0|0.000878|1.38|2.51e-05|-0.05732|7.1938
14a_a3|-1327.354384|0.4524|0.6050202020000001|0.02860456|0.111575338|0.822587422|0.790894937|0.21389849|-0.036792719|-1.324537874|2160.698862|-320.4721558|358.3503513|0.0|1.0|4.28|1.04|0.0|-4.45|4.0|-6.42|319.38|0.0|3.54e-05|2.58|4.08e-05|-0.06736|7.5229
12d_a31|-1657.1792779999998|0.2566|0.61013528|0.04338158|0.039097757|0.873955169|0.7054497479999999|0.3996192999999999|-0.032542687|-1.724762406|2653.867767|-867.7831284|647.1500428999999|1.0|1.0|6.04|1.31|2.0|-5.61|5.0|-6.36|412.51|0.0|2.48e-06|3.46|9.69e-06|-0.03128|6.2924
4S4l_a46|-1092.489558|0.0614|1.134637095|0.02696794|-0.058870177|0.762625193|0.894782107|0.213675946|-0.029881089|-1.523935543|2166.052483|-452.0086091|579.2365607|1.0|1.0|4.64|3.06|1.0|-5.28|3.0|-5.23|347.45|1.0|5.25e-06|4.49|3.47e-05|-0.02015|6.5834
4n_a46|-1090.098769|0.0711|1.13463699|0.04131598|-0.061148449|0.7681452190000001|0.903145407|0.371438024|-0.031047837|-1.459248362|2195.786424|-440.621256|525.8291956999999|1.0|1.0|4.33|2.99|1.0|-5.43|3.0|-5.26|343.42|1.0|3.75e-06|4.41|7.340000000000001e-05|-0.04044|5.2845
13a_a30|-1744.217986|0.1603|0.604984129|0.04590378|0.113424769|0.885516463|0.6963945559999999|0.478381813|-0.042832838|-2.27014041|3002.811441|-1034.114779|713.7769663|1.0|1.0|3.04|2.06|1.0|-5.01|5.0|-7.05|441.51|0.0|9.68e-06|2.74|0.000288|-0.0555|7.8665
12v_a36|-1347.2000369999998|0.0223|1.297043692|0.03275089|-0.077763989|0.8792981679999999|0.802291339|0.334379501|-0.033118671|-1.788408258|2846.057239|-773.9771341000001|679.7230552999999|1.0|1.0|2.77|1.72|1.0|-3.95|5.0|-6.93|411.46|0.0|0.000113|2.65|8.340000000000001e-05|-0.05219|7.8539
4r_a46|-1069.231407|0.1404|1.13129629|0.02826942|-0.173617329|0.8549242340000001|0.8478197820000001|0.261414008|-0.0259595379999999|-1.220098292|2137.47734|-343.3301143|496.0386301|0.0|1.0|3.56|1.52|0.0|-3.09|4.0|-6.83|334.41|1.0|0.00081|2.12|0.000188|-0.03073|5.8499
3c_a12|-1327.351991|0.1193|0.610140703|0.02665687|0.06235058|0.888353608|0.843855494|0.242114395|-0.033980537|-1.291260406|2186.344105|-330.5560685|380.2468615|1.0|0.0|4.01|1.82|0.0|-4.22|4.0|-6.18|319.38|0.0|6.06e-05|2.91|5.3200000000000006e-05|-0.07463|7699.0
8_a15|-1223.463981|0.0155|1.419941362|0.01719864|-0.208657545|0.742680335|0.853896482|0.381651497|-0.028969856|-1.419522941|2393.276181|-484.0283816000001|532.0914339999999|1.0|0.0|3.9|1.96|2.0|-5.25|5.0|-5.52|366.41|1.0|5.63e-06|4.24|9.86e-06|-0.02723|6.9666
12ay_a36|-1311.282556|0.1464|1.2970434|0.02880431|-0.05976542|0.833398429|0.829406408|0.419950383|-0.035337546|-1.978902589|2766.899844|-831.4538627999999|729.1873176|1.0|1.0|3.76|2.45|1.0|-4.54|4.0|-6.38|409.49|1.0|2.8600000000000004e-05|3.41|1.86e-05|-0.0526|7.7447
11c_a31|-1559.194237|0.2627|0.6101368770000001|0.04465349|0.069254998|0.8906705429999999|0.564143263|0.3608415239999999|-0.042457317|-1.825664624|2470.585429|-626.1611682999999|449.7512005|1.0|1.0|5.04|1.03|1.0|-5.11|6.0|-6.56|371.41|0.0|7.68e-06|2.82|0.000537|-0.03532|6.8861
13p_a6|-1462.740542|0.0029|1.424099253|0.03807447|0.024837222|0.837659336|0.7265205579999999|0.196002517|-0.03767435|-2.14743793|3016.078786|-1080.8845310000002|794.5462391|1.0|1.0|4.58|1.01|1.0|-5.09|5.0|-7.01|449.51|0.0|8.11e-06|2.86|3.92e-08|-0.0746|7.0362
17a_a25|-1391.321455|0.1735|1.373200859|0.0362293|0.0055894319999999|0.8005589320000001|0.874586929|0.348821736|-0.0297670279999999|-1.666953566|2907.309477|-847.969248|781.7487682|1.0|1.0|4.83|2.67|2.0|-5.12|4.0|-6.18|433.5|0.0|7.5e-06|3.9|4.54e-08|-0.05255|7.6021
16j_a32|-2034.344833|0.2907|0.609420735|0.0283671|0.175152442|0.839271289|0.8259884120000001|0.509776381|-0.034287782|-1.817252458|2830.682695|-929.4888072999998|701.9321161|1.0|1.0|6.49|1.57|3.0|-7.45|5.0|-5.73|441.57|0.0|3.56e-08|4.59|7.5e-06|-0.05016|8.0315
18c_a22|-1783.277296|0.0817|1.194229067|0.02279458|-0.191807441|0.8287956870000001|0.931073539|0.5003904610000001|-0.028825841|-1.52776956|3090.601885|-731.1931848999999|779.8043336000001|1.0|1.0|5.36|1.47|1.0|-5.8|5.0|-6.63|461.54|0.0|1.6e-06|3.5|1.58e-07|-0.07207|7585.0
11_a15|-1450.39211|0.0011|1.435688956|0.03503399|-0.1758968389999999|0.76664841|0.8945381259999999|0.632319408|-0.033606127|-1.949155337|3022.859488|-915.3239085|830.7967967000001|1.0|0.0|4.33|2.52|2.0|-6.32|4.0|-5.26|448.52|0.0|4.77e-07|5.32|5.7e-07|-0.03877|6.1314
12b_a32|-1880.537231|0.2865|0.609420757|0.0385132|0.115940697|0.8887585240000001|0.782593|0.2996018789999999|-0.027561517|-1.267829764|2573.006963|-494.9199607|557.1050635|1.0|1.0|6.49|1.1|1.0|-5.9|4.0|-6.4|397.52|0.0|1.27e-06|3.28|8.86e-06|-0.05173|7585.0
14ad_a23|-1858.668058|0.4106|1.197962774|0.01481488|-0.1101542319999999|0.8356326820000001|0.887131635|0.224009311|-0.029653934|-1.630966366|3209.330728|-833.1879476|770.8206617000001|0.0|1.0|3.48|2.42|2.0|-5.8|6.0|-6.68|471.53|0.0|1.6e-06|3.52|1.17e-05|-0.06925|8.3595
5g_a40|-1327.9345529999998|261.0|0.604913142|0.04070345|0.0094595959999999|0.882781953|0.67772744|0.245639795|-0.049288357|-1.577227413|2054.810452|-355.2634413|266.8102663|0.0|1.0|2.69|0.74|0.0|-4.24|5.0|-6.6|301.32|0.0|5.78e-05|2.17|391.0|-0.0540299999999999|6.9101
17g_a50|-1335.631756|0.1795|1.320916184|0.02957267|-0.185924266|0.7787714459999999|0.920663175|0.442201795|-0.025918901|-1.555134042|2821.3922|-692.6194843|829.3813984|0.0|1.0|3.71|2.71|2.0|-4.46|4.0|-6.28|424.54|1.0|3.4899999999999995e-05|3.68|4.6500000000000005e-05|-0.0323|6.6091
13_a47|-1067.665127|0.3382|1.417757826|0.03639189|-0.174238791|0.8582665429999999|0.781675563|0.244975411|-0.032468557|-1.23380515|2190.316257|-327.3288841|359.12161539999994|1.0|1.0|4.06|2.34|0.0|-4.24|4.0|-6.0|319.34|1.0|5.79e-05|3.17|4.04e-06|-0.05465|7.8
4a_a46|-994.028172|0.1694|1.13463711|0.022810825|-0.214093513|0.8075680409999999|0.923958017|0.264863483|-0.022129285|-1.017947119|2042.529911|-274.5414028|480.9500663|1.0|1.0|4.18|2.35|0.0|-3.93|3.0|-5.87|318.42|1.0|0.000117|3.34|4.86e-05|-0.02921|6.7423
12o_a36|-1440.671057|0.2888|1.297042837|0.04371335|0.01340619|0.848816593|0.7592112809999999|0.514457955|-0.03541591|-2.018706878|3009.981519|-1047.013252|757.7532208|0.0|1.0|2.38|1.49|1.0|-3.54|5.0|-7.66|438.48|0.0|0.000292|1.85|5.18e-05|-0.05456|7.3979
12z_a36|-1324.951498|0.4423|1.297044126|0.03845474|-0.065211069|0.886776351|0.834790405|0.492335362|-0.036238222|-1.848149347|2841.692299|-812.9648725|642.3830552000001|1.0|1.0|2.75|1.38|1.0|-3.99|5.0|-7.08|406.44|0.0|0.000101|2.4|8.97e-05|-0.05642|8301.0
8b_a32|-1880.539698|0.2943|0.609420757|0.03602276|0.113639567|0.8966299409999999|0.788218098|0.253018806|-0.03079624|-1.4166270230000002|2573.703546|-558.2790432999999|557.1050635|1.0|1.0|6.49|1.1|1.0|-5.83|4.0|-6.44|397.52|0.0|1.47e-06|3.22|8.86e-06|-0.05404|7.9208
8e_a8|-1376.708067|0.1671|1.394799502|0.03298991|-0.018155171|0.7742101929999999|0.661490276|0.280304418|-0.04393787|-2.109017754|2692.975753|-784.77418|561.882658|0.0|0.0|4.33|3.4|2.0|-5.27|4.0|-6.14|403.41|0.0|5.34e-06|3.69|6.63e-06|-0.06253|4.7014
14a_a22|-1368.075682|0.0578|1.4229176680000002|0.03539365|-0.136588366|0.794858486|0.864077619|0.490491034|-0.031338217|-1.629587269|2885.858295|-756.5172972|684.5377542|1.0|1.0|3.87|1.73|1.0|-4.65|5.0|-6.61|420.47|0.0|2.25e-05|3.18|2.56e-07|-0.06145|7.4202
12a_a30|-1575.538241|0.1511|0.604984824|0.03289568|0.033691224|0.842671963|0.836214716|0.337975309|-0.037665934|-1.845630786|2722.217443|-709.5118166|620.9195447000001|1.0|1.0|3.84|2.82|2.0|-5.28|4.0|-5.98|398.48|0.0|5.23e-06|3.87|9.21e-05|-0.05184|7.9469
17a_a50|-1258.260865|0.1754|1.349854788|0.02594911|-0.186084687|0.828062407|0.92300665|0.4062532579999999|-0.0280449529999999|-1.570517366|2644.4486420000003|-666.1585759999999|719.3470265|1.0|1.0|3.39|2.3|1.0|-3.99|4.0|-6.44|398.5|1.0|0.000102|3.23|6.97e-05|-0.03196|7.0706
15_a31|-1460.736142|348.0|0.610137926|0.03843988|0.1893807519999999|0.8582665429999999|0.567108776|0.287991212|-0.041588706|-1.58037081|2351.566145|-446.5429972|363.593507|0.0|1.0|4.12|0.41|0.0|-4.28|5.0|-6.84|342.37|0.0|5.27e-05|2.18|0.000749|-0.04192|5.9586
14q_a23|-1798.3704079999998|0.4943|1.19796338|0.03458552|0.141057047|0.871119857|0.773194598|0.227948491|-0.039682061|-2.023785094|3097.399651|-953.9181308|693.3423458|0.0|1.0|2.57|2.28|1.0|-5.21|5.0|-7.33|454.51|0.0|6.11e-06|2.46|5.03e-05|-0.08159|7.8069
1a_a5|-951.178584|0.0126|1.189701889|0.028664612|-0.271170445|0.794139321|0.833638233|0.3602068089999999|-0.027665419|-1.134282187|1940.139869|-287.62427139999994|403.543273|0.0|1.0|3.08|2.09|0.0|-2.6|4.0|-6.58|298.34|1.0|0.00253|2.17|2.13e-05|-0.1040099999999999|6.9706
12a_a5|-1201.750315|0.0296|1.338814635|0.03567816|-0.256282289|0.829536345|0.894590896|0.337539208|-0.026030816|-1.353602454|2524.410428|-511.1786804|650.3600841|0.0|1.0|5.12|2.17|1.0|-4.27|4.0|-6.23|381.47|1.0|5.37e-05|3.38|5.660000000000001e-07|-0.04076|7.7212
12b_a5|-1276.940335|0.0001|1.189701783|0.03447919|-0.297319874|0.819417554|0.827613693|0.350286421|-0.020455699|-1.165974822|2602.046823|-463.7323032|727.8586176|0.0|1.0|3.29|1.54|1.0|-2.3|6.0|-7.57|397.47|1.0|0.00503|1.63|8.5e-06|-0.10395|7.3768
12m_a30|-1742.965888|0.1615|0.6049842529999999|0.04041755|0.096631895|0.893689741|0.783260049|0.415971907|-0.0405332439999999|-2.067195455|3058.3084710000003|-951.7351184|683.7405759|1.0|1.0|3.4|2.06|2.0|-6.0|6.0|-6.22|439.49|0.0|1.01e-06|3.89|0.000165|-57.0|7.5114
17d_a50|-1335.649722|0.1819|1.338814635|0.02625058|-0.152030219|0.789310938|0.929886823|0.8020670809999999|-0.025589979|-1.535398758|2824.70142|-738.4938272999999|829.3813984|0.0|1.0|4.0|2.71|2.0|-4.5|4.0|-6.25|424.54|1.0|3.17e-05|3.72|3.63e-05|-0.03251|7.1308
13c_a5|-1351.008469|0.1666|1.377702625|0.03747691|-0.2071929139999999|0.822789227|0.80019672|0.4148662979999999|-0.025039414|-1.302049531|2793.480751|-566.0506435|656.208474|0.0|1.0|4.23|1.16|1.0|-3.55|5.0|-7.28|411.46|0.0|0.0002839999999999|2.15|3.36e-06|-0.05615|6.9101
3d_a49|-1594.380348|0.0931|0.406515615|0.04373784|-0.0960135969999999|0.863438637|0.733071652|0.464410121|-0.036147237|-1.698920144|2809.9605100000003|-570.1024832|549.3593871|1.0|1.0|0.72|1.07|1.0|-5.19|5.0|-6.58|392.45|0.0|6.42e-06|2.98|0.000278|-0.05766|5.6308
41_a18|-1453.980175|482.0|1.251176562|0.0280471999999999|0.115127295|0.774395455|0.7349388459999999|0.3888308139999999|-0.037381065|-2.317626057|2899.29167|-1089.246155|897.5188662|1.0|1.0|3.26|2.94|2.0|-5.56|3.0|-6.38|452.55|0.0|2.76e-06|3.78|1.89e-06|-0.04956|6433.0
17a_a22|-1407.8711|0.0085|1.2689202|0.02170866|-0.0422459529999999|0.805071997|0.8594770140000001|0.345497724|-0.030843667|-1.758088991|2910.035347|-820.7657853999999|784.2697099|1.0|1.0|3.93|2.01|2.0|-4.75|5.0|-6.39|435.5|1.0|1.7899999999999998e-05|3.62|3.23e-07|-0.15124|7.0862
3p_a32|-1879.350471|0.3083|0.609420752|0.02642856|0.007752757|0.918782026|0.8195708759999999|0.366898545|-0.029183126|-1.28405753|2650.4178850000003|-444.779939|530.5658569|1.0|1.0|6.06|1.1|1.0|-5.11|4.0|-6.8|395.5|0.0|7.78e-06|2.7|6.4e-05|-0.04963|7585.0
7_a47|-1647.7863539999998|0.2144|1.304326965|0.03348545|0.00763426|0.8755534909999999|0.8473227320000001|0.427432212|-0.036250645|-1.631279045|2491.885862|-518.7725468|526.6144628999999|1.0|1.0|5.63|3.69|2.0|-6.47|4.0|-4.8|393.84|0.0|3.41e-07|5.49|1.3900000000000001e-07|-0.05297|7.6
14b_a23|-1728.9300010000002|0.3603|1.197963628|0.02188578|0.065240838|0.857184548|0.8462596590000001|0.228282196|-0.03508139|-1.64882535|2943.803333|-692.9278992000001|599.5697147999999|0.0|1.0|3.78|3.4|2.0|-5.58|5.0|-6.31|429.47|0.0|2.66e-06|3.68|9.18e-06|-0.07803|8.3536
7c_a8|-1331.567632|0.1779|1.400027586|0.02732536|-0.244222944|0.795846675|0.848923958|0.292274414|-0.03366688|-1.6160102369999998|2716.5013510000003|-635.4840877|572.8089095|0.0|0.0|4.22|1.82|1.0|-5.0|5.0|-6.34|398.41|0.0|1e-05|3.37|6.91e-06|-0.07472|4.7307
17c_a50|-1410.838844|0.1801|1.347835869|0.02957871|-0.212075666|0.816442883|0.89719894|0.446454378|-0.021745577|-1.32648017|2951.495914|-627.8368834|849.1345426000001|0.0|1.0|3.59|1.91|1.0|-3.8|5.0|-6.96|440.54|1.0|0.000158|2.86|7.08e-05|-0.03121|7.1612
20b_a10|-1465.333983|0.1382|1.343837209|0.03930765|0.048567614|0.817426568|0.75259177|0.6741049840000001|-0.033783202|-1.85807612|3085.433676|-758.6886304|769.1246171|1.0|1.0|4.23|2.41|2.0|-5.22|5.0|-6.53|447.49|0.0|6.05e-06|3.52|5.26e-07|-0.0578399999999999|5.9586
8g_a12|-1154.121362|0.1601|1.28383574|0.03954539|0.10205033|0.80546986|0.8576253690000001|0.274352085|-0.042752517|-1.881110729|2506.427441|-572.326702|480.0590283|0.0|1.0|3.31|2.89|1.0|-4.38|5.0|-6.28|353.38|0.0|4.15e-05|3.06|3.53e-06|-0.06432|5.43
