molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SRW09|nARing|MATS2c|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
1g_a5|0.0|0|0|2.942391606|6.605297921|0|-0.203595168|-0.003919036|-0.010620031|2|-0.011534568|0.0|-0.172437603|10.94875199|1|0.006957291|-0.010807075|-0.0178558139999999|0.74740095|0.7778380309999999|0.030722968|-0.067172264|0.8393686990000001|0|0.8659209659999999|-0.074361785|0.39389953|0.020418692|-39.8807456|10.9506874|74.51397212|0.134079034|71.90752413|-21.388323|5.8729303|-20.16505667|54.34919851|-14.59051668|48.55052611|0.4713154089999999|2243.103668|464.3994751|-598.211184|-7.824996219|0.38606657|0.891486942|207.0502037|-320.82484500000004|23.76563316|0.02697793|-122.2065919|974.3909596|422.96706330000006|1.0|1.0|1.0|1.0|2.79|2.12|23.0|-8.14|4.21|1.57|0.0|4.0|25.0|4.0|328.37|0.0|1.0|-4.2|9.27e-05|0.0304|3.03|7.190000000000001e-09|2.36e-06|-0.0393|4.7822|2.61|4.1733|-1065.846194|-1065.818889|572.15|297.09|259.26|0.4386899999999999|0.66164|-1065.675316|0.0504|3.4883|-0.20972|-1065.727193|5.2707|115.0|6.9393
8e_a46|0.0|0|0|0.0|7.727094485|1|-0.205882192|-0.001015139|0.000950213|2|-0.126773923|0.0|-0.046696417|10.96411233|1|0.0123581919999999|-0.08488645|-0.135984209|0.669602597|0.789844634|-0.241393458|-0.024620704|0.837678812|0|0.921352352|-0.065982313|0.281227001|0.009576086|-33.59778824|4.876083942|7.389496216|0.078647648|40.04689925|-17.10778729|2.482871976|-13.83322216|39.62167507|-11.72015869|32.04299109|0.444693313|1982.950764|469.146955|-503.9668235|-5.967832774|0.2507580889999999|0.8008066970000001|127.6844779|-256.61680930000006|15.64268965|0.011830243|-253.8248986|672.6356549999999|426.71841|0.0|1.0|0.0|0.0|3.21|2.93|17.0|-6.67|3.9|2.13|0.0|2.0|23.0|3.0|304.39|0.0|1.0|-4.04|0.0002569999999999|0.0782|3.01|2.16e-07|6.57e-05|-0.03175|4.5092|3.0|4.5092|-954.9296396|-954.9056294|552.99|274.96|274.96|0.6967|0.6967|-954.743261|0.2162|3.2194|-0.2201|-954.793305|3.7755|406.0|6.3915
LY364947_a10|0.0|0|0|2.949609552|6.605297921|0|-0.278922508|-0.00235945|-0.00390904|2|0.0938628109999999|2.084955541|-0.084940213|10.9303125|1|0.006909045|0.04209715|0.072909639|0.706034038|0.711607778|-0.072740964|-0.012096774|0.7792035190000001|1|0.8431045490000001|-0.075303751|0.449473391|0.009678082|-33.26705198|4.275500834|144.7228349|0.156895451|69.31194102|-14.69643595|1.88879448|-15.02735938|41.53157099|-13.10520229|38.29163558|0.486715511|1896.845282|372.4595738|-432.4716757000001|-5.78950507|0.276515344|0.948237326|122.1566022|-191.05366730000003|18.1140017|0.018707677|-197.4583104|597.7620559999999|287.99188260000005|1.0|1.0|0.0|1.0|2.46|1.88|21.0|-7.2|3.69|1.74|0.0|2.0|21.0|3.0|272.3|0.0|1.0|-3.86|0.00029|0.0789|2.74|6.31e-08|1.7199999999999998e-05||||||||||||||||||59.0|7.2291
12g_a30|0.0|0|0|0.0|7.412764017000001|2|0.096186205|-0.010447128|0.024086432|2|-0.037395048|0.0|-0.574592016|10.31162838|1|0.0026474159999999|-0.084317059|-0.152855196|0.817497287|0.826316772|-0.0430471959999999|-0.0885760969999999|0.886776351|0|0.783662781|-0.10344931|0.487608738|0.027436565|-70.11305057|18.59520651|133.2169768|0.216337219|146.623137|-47.51931027|12.60295167|-39.593913|83.29752441|-27.49531395|77.01461557|0.459011202|3058.2873170000003|531.1295763|-1402.261011|-18.63502363|0.225689271|0.8484671109999999|152.961516|-950.3862054|35.50940589|0.019453222|-371.8296813|1810.9797|683.7405759|1.0|0.0|1.0|1.0|4.67|0.0|17.0|-6.42|2.48|2.06|2.0|6.0|32.0|6.0|439.49|0.0|0.0|-5.01|1.01e-06|0.000444|3.89|3.7600000000000003e-07|0.000165|-0.0576|5.0703|3.88|3.5592|-1743.214798|-1743.174676|717.55|348.35|244.53|0.26238|0.68366|-1742.965961|0.1613|3875.0|-0.2083699999999999|-1743.029147|5.3027|9.0|8.0334
12ab_a30|0.0|0|0|0.0|7.412764017000001|2|-0.026189286|-0.008528077|-0.030346359|2|0.018023992|0.0|-0.520212725|10.31162784|1|0.005111479|-0.12254489|-0.207153446|0.8397577820000001|0.809127478|0.078325164|0.026596859|0.855880335|0|0.7997534890000001|-0.1008879709999999|0.4605456229999999|0.031588146|-71.0035788|22.23130678|119.79740259999998|0.200246511|140.93076580000002|-49.97135112|15.64609074|-40.9825333|92.49334877|-22.42218278|80.46280277|0.461207954|3118.431712|562.8556061|-1278.064418|-15.78042667|0.3960470239999999|0.856003642|278.7324985|-899.4843201|37.1257096|0.030534507|-146.321375|2116.165447|792.3440337000001|1.0|0.0|1.0|1.0|4.87|0.0|17.0|-6.83|2.63|2.2|2.0|7.0|33.0|6.0|458.54|0.0|0.0|-5.0|2.47e-06|0.00113|3.81|1.47e-07|6.720000000000001e-05|-49.0|4.8018|3.34|3.4919|-1804.824495|-1804.79081|753.75|355.06|258.2|0.46561|0.68324|-1804.523449|0.1511|6.9089|-0.19672|-1804.589076|7.4968|17.0|7.7825
15_a31|0.0|0|0|3.155574452|7.765993078999999|1|0.1893807519999999|-0.018913735|-0.134784483|0|-0.0302581979999999|0.0|-0.775463115|10.31169996|2|-0.007631228|-0.157560864|-0.272545088|0.8314086070000001|0.8022000659999999|-0.0869591359999999|-0.116356616|0.8582665429999999|0|0.567108776|-0.131697567|0.287991212|0.038524836|-70.00513464|20.47825449|141.1489667|0.4328912239999999|230.1075793|-37.21191643|10.88541717|-32.83191294|88.05886218|-22.10688462|82.24348203|0.466164359|2351.566145|301.452236|-840.0616157|-11.75113151|0.358466423|0.873235738|190.5463457|-446.5429972|34.45943505|0.03396368|-150.46712390000002|1309.458532|363.593507|0.0|1.0|1.0|2.0|3.31|1.64|16.0|-5.66|3.0|0.41|0.0|4.0|24.0|5.0|342.37|0.0|1.0|-3.57|5.27e-05|18.0|2.18|2.19e-06|0.000749|-0.04192|4569.0|3.9|4569.0|-1460.900291|-1460.861851|556.68|271.36|271.36|0.5241899999999999|0.5241899999999999|-1460.736142|348.0|5.5793|-0.19394|-1460.790873|7.5831|1.1|5.9586
9_a15|0.0|0|0|0.0|0.0|0|-0.217598467|-0.009923019|-0.042227775|1|0.096418279|0.0|-0.506073953|10.95880687|0|0.003160815|-0.203104439|-0.295062413|0.85357243|0.7059441040000001|0.088615068|0.010183805|0.742680335|0|0.846156316|-0.11668349|0.416635119|0.032464905|-65.07462414|18.10574464|105.5304352|0.153843684|85.79894134|-36.29225274|10.09761131|-22.92354152|85.14415759|-15.93664265|59.20930631|0.4517825079999999|2392.3164920000004|471.903131|-780.8954896|-8.88789863|0.48742253|0.8240935659999999|271.83655510000006|-435.5070329|31.09118831|0.03598612|-14.02896218|1523.4682269999998|532.0914339999999|1.0|1.0|1.0|1.0|3.16|3.37|18.0|-7.57|4.95|1.96|2.0|7.0|27.0|5.0|366.41|0.0|1.0|-4.81|5.63e-06|0.00206|4.24|2.69e-08|9.86e-06|-0.0258899999999999|4.3447|3.36|3.7487|-1223.705126|-1223.687392|588.55|330.74|285.37|0.6512399999999999|0.70552|-1223.463757|0.0115|1.4625|-0.1824|-1223.522216|2188.0|107.0|6.9706
5b_a49|0.0|0|0|0.0|7.853604813|2|0.1108916119999999|-0.007610481|0.006327273|2|-0.072128552|1.926253727|-0.418576471|10.9297646|1|0.006696215|-0.13632743|-0.230763367|0.6981815290000001|0.7843021|-0.006962617|0.099724518|0.839963111|1|0.7969332440000001|-0.076494119|0.615864196|0.020319986|-44.96093486|11.94347454|170.0796998|0.203066756|119.3565117|-26.42668087|7.020013952999999|-24.11745318|59.85065205|-15.28671785|52.97561349|0.475192312|2764.188493|468.4133145|-764.3358925|-8.985071494|0.3913052589999999|0.905459892|229.9974239|-449.2535747|25.1139312|0.025332565|-127.7749783|1255.69656|612.7019937000001|0.0|1.0|1.0|1.0|3.34|2.9|21.0|-7.24|2.87|2.07|1.0|3.0|30.0|4.0|396.44|0.0|1.0|-3.93|0.000496|0.1969999999999999|2.08|5.79e-08|2.3e-05|-0.04453|5.1653|3.92|3.9209|-1292.139616|-1292.100239|633.92|316.21|240.03|0.39241|0.65269|-1291.873941|0.0747|4.3767|-0.20701|-1291.929428|6.1996|28.0|7.5528
9s_a24|0.0|0|0|2.9568988810000003|6.605297921|1|-0.222173285|-0.003599664|-0.00570386|4|-0.050919714|0.0|-0.190782186|10.96129902|1|0.007695726|-0.204128966|-0.359715589|0.799076569|0.773544454|0.030228027|0.0256742079999999|0.8327425070000001|0|0.8833498320000001|-0.063587778|0.483170382|0.016792118|-39.48555839|10.42725806|33.24649431|0.116650168|72.43525688|-24.51900941|6.474925237000001|-19.21235005|61.19761205|-12.08741583|41.36694069|0.47085169|2747.809842|548.5261887|-592.2833757999999|-7.505819207999999|0.554839231|0.889829339|344.5337711|-367.7851412|27.15292246|0.03496522|68.10609672|1330.4932|604.8829955|0.0|1.0|1.0|1.0|3.43|2.78|29.0|-8.11|4.29|0.81|1.0|4.0|30.0|4.0|393.44|0.0|0.0|-4.06|0.000434|171.0|2.11|7.73e-09|3.04e-06|-0.03597|3.0726|1.82|2.6707|-1271.031372|-1270.994965|654.28|464.24|403.51|0.69475|0.6907300000000001|-1270.738032|0.0839|4.6141|-0.14462|-1270.796154|7.0312|32.0|7.4949
14h_a23|0.0|1|1|0.0|7.423568444|0|0.043538466|-0.005921293|0.006191846|2|0.0316908439999999|0.7290938920000001|-0.307907256|10.31321773|2|0.009266617|-0.0686282459999999|-0.131709531|0.708395022|0.79263722|0.143102066|-0.05745554|0.860920386|1|0.923430574|-0.081058742|0.223157991|0.021982565|-54.6468131|14.81983413|41.34207782|0.076569426|51.620282|-36.84086528|9.990985411|-29.00823506|67.44368679|-22.76950546|57.84834575|0.48032488|3010.418229|622.5428245|-1092.936262|-15.35036053|0.246899416|0.924279155|166.45047749999998|-736.8173055999999|30.23434844|0.018981866|-341.2621515|1451.248725|646.2584547|0.0|0.0|1.0|1.0|3.47|3.2|26.0|-7.47|3.89|2.39|1.0|5.0|32.0|5.0|436.49|0.0|0.0|-4.9|2.09e-06|0.0009109999999999|3.3|3.39e-08|1.4800000000000002e-05|-0.08532|4.0506|3.29|3.6689|-1722.1762399999998|-1722.148272|699.86|337.93|306.09|0.67365|0.69933|-1721.9314420000003|0.2727|9.7146|-0.2374099999999999|-1721.99264|13.4823|5.0|8.3468
GW6604_a52|0.0|0|0|2.944144148|6.605297921|0|-0.277102285|-0.002149879|-0.005328809|2|-0.0778992459999999|0.0|-0.085995143|10.94914378|1|0.0070554269999999|0.039867344|0.067497086|0.709088617|0.693399445|0.074868979|-0.057466653|0.7550228990000001|0|0.87346455|-0.072069252|0.38374044|0.009021088|-35.62691523|4.459510077|157.2481263|0.12653545|62.55188751|-17.61190876|2.204526664|-17.55852148|44.37166117|-14.44334401|39.97842884|0.4597869779999999|2044.612273|431.7909048|-534.4037285|-7.13996301|0.26470494|0.851121611|130.8549791|-264.17863140000003|19.64292268|0.01768964|-232.6328342|726.7881391|359.1060668|1.0|1.0|0.0|1.0|2.68|1.76|23.0|-8.03|4.2|1.91|0.0|3.0|23.0|3.0|298.34|0.0|1.0|-4.16|0.000135|0.0402|3.06|9.31e-09|2.78e-06||||||||||||||||||107.0|6.9706
12l_a36|0.0|0|0|3.426092687|7.412764017000001|2|-0.0944961519999999|-0.0076430169999999|-0.008712073|2|0.128666217|0.0|-0.4203659179999999|10.95423322|1|0.001194592|-0.098598933|-0.175397741|0.8707354620000001|0.8174432229999999|-0.041707369|-0.079106537|0.8772535459999999|0|0.84381923|-0.107815735|0.3827446779999999|0.0220227089999999|-70.17688229|14.33450402|39.27257375|0.15618077|101.6575135|-45.67788557|9.330278191|-33.88151556|83.76912404|-24.7683114|66.38812034|0.4619814279999999|2843.514589|549.2389652|-1263.1838810000002|-16.12160667|0.262041641|0.8586718990000001|170.5619816|-822.2019402000001|33.56329135|0.02088234|-309.7725155|1711.727859|642.3830552000001|1.0|0.0|1.0|2.0|4.78|0.0|17.0|-6.66|1.76|1.38|1.0|5.0|31.0|5.0|406.44|0.0|0.0|-4.29|2.72e-05|0.0111|2.95|2.21e-07|8.97e-05|-0.0510399999999999|3.8619|2.98|3.8619|-1325.194654|-1325.15957|686.83|321.05|321.05|0.6925|0.6925|-1324.954011|0.4524|5392.0|-0.20973|-1325.0137550000002|7.2021|0.02|7699.0
41_a47|0.0|1|1|0.0|6.842683282|0|-0.225923786|-0.004083905|-0.072088843|3|-0.080388467|1.601942802|-0.187859623|10.98214139|1|0.0047106|-0.1430639269999999|-0.317014709|0.62974551|0.8417952740000001|0.08640454|0.123676975|0.900915114|1|0.823168463|-0.0899793719999999|0.245948366|0.018348892|-50.81597048|10.36256127|54.15850042|0.1768315369999999|99.86584673|-28.69838714|5.852270304|-19.48810377|63.84353454|-16.54473457|44.86996758|0.447046066|2374.594252|464.8854878|-711.4235867000001|-9.34366093|0.346852185|0.8084689140000001|195.8852341|-401.77742|25.33076615|0.023067788|-172.98086630000003|1089.222944|439.9906467|1.0|1.0|1.0|1.0|3.18|3.18|21.0|-7.47|4.52|1.75|0.0|4.0|26.0|5.0|348.38|0.0|1.0|-3.9|0.000267|0.0929|2.49|3.36e-08|1.17e-05|-0.05053|4.0167|2.41|3.7144|-1162.492089|-1162.462261|603.1|333.8|308.67|0.6779|0.68638|-1162.288187|0.2504|4.9162|-0.2026099999999999|-1162.342476|6.8546|0.01|8.0
12x_a36|0.0|0|0|3.494913155|7.412764017000001|2|-0.058295476|-0.007008724|-0.046532211|2|0.021670322|0.0|-0.40650598|10.33556641|1|0.003710345|-0.07550872|-0.133106642|0.906423012|0.828393514|0.056034339|-0.041914045|0.8792981679999999|0|0.836402835|-0.104368092|0.3403819629999999|0.017625524|-70.20305027|11.85578416|81.81168174|0.163597165|110.0434027|-47.22198284|7.974776509|-33.36962015|81.1499815|-24.70107324|61.46507585|0.458792701|2884.428214|562.6051882|-1333.8579550000002|-16.61514211|0.223146459|0.847720832|150.09915149999998|-897.2176739|31.79630645|0.016274369|-372.4502879|1717.000548|725.9470896|1.0|0.0|1.0|2.0|4.87|0.0|17.0|-7.05|2.61|2.51|1.0|6.0|31.0|4.0|427.52|0.0|0.0|-4.51|1.4300000000000002e-05|0.0061|3.19|8.95e-08|3.83e-05|-0.05311|3.8776|3.37|3.7364|-1670.452834|-1670.419519|719.63|331.83|319.74|0.6853600000000001|0.68112|-1670.182026|0.0199|5.6653|-0.2048199999999999|-1670.244307|7.2812|7.0|8.1549
4g_a49|0.0|0|0|0.0|8.228176896|2|-0.087219006|-0.003686314|-0.008414823|4|-0.085731041|3.4246879480000003|-0.328081947|10.92777048|2|0.007845545|-0.038698906|-0.066023903|0.651833607|0.7559263270000001|-0.027032199|0.144740607|0.81242269|2|0.8601878270000001|-0.0666753309999999|0.736530693|0.018944337|-66.44036383|18.87757641|151.0705543|0.139812173|139.3194688|-66.20622488|18.81105094|-61.03291321|90.11923831|-24.91513644|80.12633309|0.48934952|4706.348867000001|857.1564845|-1993.210915|-24.82733433|0.372642776|0.958286615|371.3295653|-1986.186746|39.71443299|0.023762615|-253.8168226|3177.154639|1714.878736|0.0|0.0|0.0|1.0|4.83|4.36|42.0|-13.67|7.56|2.87|2.0|7.0|51.0|7.0|663.73|1.0|0.0|-7.43|3.3700000000000004e-08|2.24e-05|5.28|2.13e-14|1.4199999999999998e-11|-0.06458|4.3116|6.35|3.6269|-2147.721319|-2147.66293|985.89|341.84|287.56|0.33449|0.69238|-2147.217543|0.0265|3.4099|-0.21545|-2147.295787|4.5147|106.0|6.9747
17a_a6|0.0|0|0|3.3685510360000004|7.412764017000001|1|0.101940358|-0.012704951|-0.0265090529999999|1|0.04129257|0.0|-0.686067347|10.94948984|1|-0.00194781|-0.10896749|-0.180339002|0.850080948|0.7722228729999999|0.08716369|-0.106323149|0.8299950709999999|0|0.753082653|-0.109388399|0.350977745|0.031147305|-71.75703418|20.43213226|157.13173490000003|0.2469173469999999|161.9738174|-47.07146289|13.40315088|-41.34573382|84.75077935|-27.26767299|83.46070738|0.483320982|2816.084228|494.010135|-1363.383649|-17.887155899999996|0.22806502|0.935437602|149.60699319999998|-894.3577948999999|35.323795000000004|0.019808023|-356.769966|1766.18975|627.4287311|1.0|1.0|1.0|2.0|3.52|2.88|23.0|-9.01|4.32|1.7|2.0|5.0|31.0|5.0|409.44|0.0|1.0|-5.17|1.56e-06|0.000637|4.09|9.77e-10|4e-07|-0.05753|3.5421|4.04|2.9753|-1350.102634|-1350.078838|696.96|416.71|350.03|0.69627|0.7024|-1349.830672|0.0101|4.1627|-0.18178|-1349.892285|5604.0|24.0|7.6198
12f_a36|0.0|0|0|3.50900085|7.412764017000001|2|-0.066269699|-0.006773586|-0.032343041|2|0.10938259|0.0|-0.40641518|10.95389399|1|0.0045625|-0.101854847|-0.169994208|0.902377067|0.821599443|-0.109793154|-0.1188384119999999|0.8700396090000001|0|0.8435569079999999|-0.100276611|0.3416917479999999|0.01784834|-66.16123807|11.77610852|43.53853176|0.156443092|103.2191714|-43.65234724|7.769727312|-30.92312428|76.51015325|-23.629013600000004|58.64442871|0.464240353|2770.818472|556.5681681|-1323.224761|-15.59012402|0.219698129|0.8665086190000001|144.9540437|-873.0469447999999|30.28188764|0.015685228|-369.879252|1695.785708|729.1873176|1.0|0.0|0.0|2.0|4.94|0.0|17.0|-7.36|2.45|2.45|1.0|6.0|31.0|4.0|409.49|0.0|0.0|-4.57|2.48e-05|0.0102|3.47|4.38e-08|1.7899999999999998e-05|-0.05035|5.2106|3.87|3.6545|-1311.57896|-1311.550167|699.88|339.27|237.95|0.37095|0.70126|-1311.285102|0.0231|5.9228|-0.20046|-1311.345557|7.8454|11.0|7.9586
3o_a32|0.0|1|1|3.644417045|7.773594467000001|1|-0.022603806|-0.006253394|-0.014299905|1|-0.064818511|2.240993002|-0.306416317|10.3110027|3|0.000243592|-0.061774721|-0.11221537|0.90022001|0.8214857240000001|-0.074509084|-0.154436834|0.872498916|1|0.8377808240000001|-0.095457829|0.252703854|0.012519666|-55.03672286|7.218280399|62.67187821|0.162219176|93.52833522|-31.73171751|4.161738248|-24.51306152|62.56936516|-18.34557429|49.73468603|0.455089918|2488.133192|483.0270239|-825.5508427999999|-10.57723917|0.214905181|0.835165165|123.9047338|-475.9757626|23.36733582|0.0130649069999999|-328.7458915|1051.530112|541.0877621000001|1.0|1.0|1.0|2.0|3.47|3.06|19.0|-7.27|4.2|1.58|1.0|3.0|26.0|4.0|381.52|0.0|1.0|-4.73|1.89e-06|0.00072|3.46|5.35e-08|2.04e-05|-0.05413|3.5333|2.35|3.5333|-1805.504508|-1805.473626|620.56|350.9|350.9|0.70216|0.70216|-1805.277864|0.2851|3.2729|-0.20065|-1805.333039|5.8476|0.24|6.6198
12a_a40|0.0|0|0|0.0|7.515889085|0|0.021610099|-0.00431394|-0.012791297|0|0.17758258|0.8332127109999999|-0.14667395|10.31197265|2|0.007890601|0.018655637|0.031326603|0.58630452|0.718281767|0.023863832|-0.375724138|0.7867243829999999|1|0.940879765|-0.074840643|0.000279043|0.011766311|-38.17175304|6.001293955|107.5277007|0.059120235|30.15370934|-19.46913691|3.060902482|-16.73754566|43.65970865|-17.23885621|38.81741016|0.476055146|2185.594734|479.8867095|-534.4045424999999|-8.792513441|0.14863036|0.908597808|75.8074911|-272.5679167|20.24838026|0.010759845|-358.4254366|627.699788|323.26151960000004|1.0|0.0|1.0|0.0|3.2|3.39|20.0|-7.21|5.43|4.34|1.0|2.0|22.0|2.0|346.23|0.0|1.0|-5.95|3.86e-07|0.000134|5.43|6.15e-08|2.13e-05|-0.08015|3.0966|5.01|3.0966|-2097.826771|-2097.8163050000003|530.55|400.39|400.39|0.6998800000000001|0.6998800000000001|-2097.7296100000003|0.3701|2491.0|-0.2091|-2097.779499|3.8054|1778.0|5.7501
12ah_a36|0.0|0|0|3.456839001|7.412764017000001|2|-0.050415481|-0.007648622|-0.043678703|2|0.078459408|0.0|-0.41302559|10.95983779|1|0.0010871589999999|-0.103922055|-0.177407665|0.8941919290000001|0.835013502|0.011674455|-0.0861053359999999|0.8910146309999999|0|0.828405275|-0.1059368909999999|0.271553945|0.0184777819999999|-68.45222166|11.93961081|82.70705743|0.171594725|110.8777131|-44.23111357|7.714903458999999|-31.66734951|80.02464883|-24.6427998|60.9481085|0.468162246|2786.56479|535.2826672|-1232.13999|-15.92320089|0.231093575|0.8802726820000001|149.3235124|-796.1600443|32.04915319|0.017909528|-347.5133554|1602.457659|629.5017194000001|1.0|0.0|0.0|2.0|4.73|0.0|17.0|-7.18|2.54|2.51|1.0|5.0|30.0|4.0|415.88|0.0|1.0|-4.59|3.64e-05|0.0151|3.31|6.65e-08|2.77e-05|-0.05637|5.2259|3.79|3.7792|-1692.545871|-1692.512868|682.21|328.07|237.25|0.40051|0.6970000000000001|-1692.3109559999998|0.0485|5.4979|-0.2107099999999999|-1692.369929|7.6265|11.0|7.9586
16i_a32|0.0|1|1|3.352437091|7.765993078999999|0|0.175604846|-0.0146198339999999|-0.075706124|0|-0.056414399|2.078707411|-0.7748511779999999|10.31100265|3|-0.001202032|-0.120440534|-0.211019184|0.801401734|0.836966894|0.134577711|0.009897928|0.8829894|1|0.801494708|-0.114771536|0.5368697929999999|0.022335011|-75.01027196|14.59730623|90.08098301|0.198505292|129.7354415|-49.02383532|9.540239197|-36.62130242|88.80827938|-24.00328703|70.6307405|0.455596751|2770.767996|523.8261846|-1200.164351|-15.6876273|0.281035887|0.836873682|183.6742715|-784.3813651|33.38593207|0.021112022|-286.2130831|1669.296604|636.0251562999999|1.0|0.0|1.0|2.0|3.75|3.16|19.0|-7.4|4.85|1.34|3.0|8.0|29.0|5.0|427.54|1.0|0.0|-5.09|9.25e-08|3.96e-05|4.19|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|4.99|3.6176|-1995.307733|-1995.279632|692.96|342.72|342.72|0.70222|0.70222|-1995.055356|0.2857|3353.0|-0.2002|-1995.11813|4.0568|6.0|8.2596
9g_a24|0.0|0|0|2.931798469|7.273092596000001|0|-0.318471716|-0.00106361|0.001126633|2|-0.162313932|0.0|-0.0425444|10.96318169|2|0.013119312|-0.0273623029999999|-0.049325609|0.683676657|0.7931626959999999|0.13372961|-0.045107345|0.859302479|0|0.8671367529999999|-0.065668047|0.383340003|0.01876163|-32.49188065|9.283063574|174.88817269999998|0.132863247|65.73938109|-16.07665151|4.593165278|-15.87288497|49.25777584|-10.53790724|41.36311977|0.427531635|2123.257348|429.0504306|-389.9025677|-5.214049137|0.518073552|0.746821416|256.3375151|-192.9198181|21.8662148|0.033884884|17.88521849|809.0499476|341.3207334|0.0|1.0|0.0|1.0|2.8|1.78|22.0|-6.43|2.93|0.64|0.0|3.0|23.0|4.0|302.33|0.0|0.0|-3.09|0.00323|977.0|1.37|3.720000000000001e-07|0.000113|-0.03585|5.2521|0.75|4.2802|-984.5891383|-984.5565078|524.03|289.67|236.07|0.4227399999999999|0.64993|-984.447764|0.1023|2.9691|-0.21391|-984.497752|4.4131|68.0|7.1675
12e_a30|0.0|0|0|0.0|7.412764017000001|2|-0.0026669809999999|-0.0077937519999999|-0.029595542|2|-0.010682095|0.0|-0.444243861|10.31162844|1|0.0053380919999999|-0.089279071|-0.154412059|0.838579475|0.8246767140000001|0.002248768|-0.097868612|0.876441789|0|0.816703705|-0.098059338|0.407218612|0.024254701|-65.04681137|16.08914569|106.2790684|0.183296295|121.5880081|-43.14823836|10.6725953|-34.82676424|80.10232244|-23.31866823|68.59117243|0.46715936|2920.484542|541.7533217|-1235.889416|-15.46823639|0.292879147|0.8767337279999999|194.2788429|-819.8165288|32.97692061|0.022696477|-274.7836441|1747.776792|704.0353382000001|1.0|0.0|1.0|1.0|4.72|0.0|17.0|-6.74|2.63|2.51|2.0|6.0|31.0|5.0|428.51|0.0|0.0|-4.93|3.59e-06|0.00154|3.84|1.84e-07|7.87e-05|-0.05044|5.0412|3.58|3.4747|-1690.3021629999998|-1690.2687170000002|709.98|356.82|245.94|0.3304|0.68605|-1690.030824|151.0|5551.0|-0.19804|-1690.092998|6.1598|11.0|7.9431
7_a3|0.0|0|0|0.0|6.823286122000001|0|0.198126776|-0.008855374|-0.106234254|2|-0.047419994|1.989724777|-0.327648836|10.3116226|1|-0.006696449|0.020589494|0.036673175|0.881253042|0.790667152|-0.224253635|0.0507482109999999|0.8632654590000001|1|0.782294598|-0.096448591|0.5999725029999999|0.009708941|-47.72824381|4.804535747|230.9407974|0.217705402|107.7330046|-23.61864737|2.377557323|-25.32764885|55.15105143|-18.2490344|55.98630667|0.3987206729999999|2196.07224|387.1238241|-620.4671695000001|-9.030659289|0.2007853889999999|0.663120542|99.36002106|-307.0424158|22.83370969|0.0149999089999999|-296.13678660000005|776.3461295|353.7528308|1.0|1.0|1.0|1.0|3.02|2.61|21.0|-7.48|4.66|2.11|1.0|2.0|23.0|3.0|338.81|0.0|1.0|-4.87|3.67e-06|0.00124|3.79|3.28e-08|1.11e-05|-0.0640299999999999|5.8849|3.09|3.4435|-1731.7341420000002|-1731.703107|522.73|360.06|210.68|0.3456|0.69224|-1731.602893|0.1262|3.1299|-0.21219|-1731.651178|3.9813|1023.0|5.9901
