molecula|MATS1c|PNSA2|molecula|BIC2|Log S (Ali)|GeomDiameter|Oscillator Force (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|PNSA5|PPSA5|Log Po/w WLOGP|ATSC1c|WPSA3|Log S (SILICOS-IT)|Area (grid)|Total Energy (water) (Hartree)|AATSC1i|pIC50
12o_a36|-0.5110239679999999|-1453.826968|12o_a36|0.799869816|-3.54|13.80895167|0.2888|-1440.671057|-0.21151|-76.51720886|19.1468529|1.65|-0.613501857|12.13767506|-6.93|728.07|-1440.969954|-0.213993335|7.3979
13b_a50|-0.319215353|-1212.6536230000002|13b_a50|0.788327682|-5.02|16.75483549|0.1553|-1470.039226|-0.19622|-57.74541064|12.34985404|5.12|-0.263615417|10.16729727|-7.23|780.4|-1470.401544|-0.269353185|5.7375
12ad_a36|-0.478461478|-1449.77215|12ad_a36|0.832674224|-4.18|16.772513699999998|0.2532|-1460.5468529999998|-0.21044|-76.30379737|20.51012207|1.67|-0.649957196|15.4237324|-6.62|737.53|-1460.8311199999998|-0.227404687|7.7696
18_a15|-0.431836192|-1054.294474|18_a15|0.7162974740000001|-6.16|10.2545953|0.0066|-1265.556558|-0.19371|-55.48918283|5.370913621000001|6.86|-0.319782642|2.672871589|-9.98|650.53|-1265.810138|-0.145790726|6.8894
14r_a23|-0.454010253|-1106.098986|14r_a23|0.7837821840000001|-5.58|14.15357616|0.0008|-1728.924789|-0.22378|-55.30494931|11.00678143|4.58|-0.322513347|7.956082857|-7.67|678.08|-1729.1556449999998|-0.17267308|8.2684
4_a4|-0.157959343|-566.6429946000001|4_a4|0.77276149|-4.12|8.855289118|67.0|-1029.763465|-0.21831|-35.41518716|5.454324025|4.41|-0.058013858|2.274995377|-7.57|566.84|-1029.960398|-0.078747188|7.1079
4h_a46|-0.516344924|-1581.72562|4h_a46|0.7543177040000001|-6.53|15.85230406|0.291|-1923.543349|-0.21008|-65.90523417|9.093247153|6.18|-0.404500343|6.198442205|-9.2|792.61|-1923.926093|-0.0488847059999999|6.6402
3f_a32|-0.5487283829999999|-713.6921402|3f_a32|0.820782305|-6.89|10.89495051|293.0|-1711.863611|-0.2006099999999999|-54.8993954|6.573564628|5.63|-0.275173181|3.78194259|-7.31|604.9|-1712.0610190000002|-0.133675401|8.0458
13b_a30|-0.564815317|-1533.432289|13b_a30|0.836520136|-5.01|16.1428924|0.1415|-1744.2179010000002|-0.20313|-76.67161447|11.59580043|1.72|-0.627919307|8.459192992|-6.19|721.48|-1744.492044|0.006103754|7.5901
11g_a5|-0.267507083|-852.7202582999998|11g_a5|0.814159231|-4.12|18.16867625|0.2403|-1329.927772|-0.2146199999999999|-50.16001519|21.05845771|4.48|-0.252634073|10.02633335|-9.04|693.48|-1330.189793|-0.233590516|7.5229
12f_a40|-0.397377446|-635.8127312999999|12f_a40|0.777316288|-6.58|16.49362536|0.3858|-2212.222254|-0.19526|-45.41519509|11.1163852|5.44|-0.235838511|6.57837176|-7.32|572.63|-2212.359379|-0.054891771|6.4202
3d_a32|-0.539652902|-605.4522892000001|3d_a32|0.8444218509999999|-6.55|10.75032687|0.5031|-1672.585902|-0.19671|-50.45435743|8.697152881000001|5.07|-0.269655316|4.22710649|-7.29|569.29|-1672.758552|-0.1395294259999999|8.0915
9s_a24|-0.248704391|-592.2833757999999|9s_a24|0.773544454|-3.36|17.24354813|0.0839|-1270.738032|-0.14462|-39.48555839|21.71205366|4.29|-0.190782186|6.474925237000001|-8.11|654.28|-1271.031372|-0.359715589|7.4949
8e_a12|-0.448676455|-854.6507103|8e_a12|0.761892879|-4.37|11.80358346|0.2252|-1177.380602|-0.19338|-50.273571200000006|11.19206011|2.68|-0.330207456|5.0872236|-7.93|612.59|-1177.619013|-0.136145064|6.2306
14b_a25|-0.3691494039999999|-1224.182482|14b_a25|0.7723870909999999|-5.6|17.06102567|0.0006|-1444.266358|-0.22149|-58.29440389|10.90684621|4.79|-0.273813082|7.678174472999999|-9.65|716.14|-1444.544749|-0.074541111|7.6576
12o_a30|-0.465857798|-1192.099807|12o_a30|0.815003426|-5.93|13.95467208|149.0|-2035.139147|-0.19873|-62.74209511|9.131836103|3.27|-0.364378536|6.401442327000001|-7.22|687.92|-2035.37262|-0.090173435|7.8097
8a_a8|-0.5028388229999999|-1351.456417|8a_a8|0.762577159|-4.4|14.52342059|0.1729|-1367.539526|-0.19937|-71.12928513|15.44399996|2.72|-0.732911106|12.33026525|-6.76|620.68|-1367.776863|0.089375589|4.9454
14f_a23|-0.399688849|-1084.401604|14f_a23|0.796412133|-5.63|15.58565565|0.1699|-1744.182678|-0.21743|-57.07376861|17.01160115|4.03|-0.373510774|12.40242234|-7.51|711.98|-1744.452086|-0.199540201|8.6459
12q_a36|-0.441747876|-1233.988474|12q_a36|0.828371596|-4.44|14.69971555|0.3419|-1692.3116350000005|-0.2126199999999999|-68.5549152|11.60375275|2.54|-0.410984299|7.758093617|-7.18|683.51|-1692.544456|-0.177407665|8.2218
5a_a40|-0.363338726|-483.24038600000006|5a_a40|0.756882266|-4.13|10.7779923|0.4461|-1177.51016|-0.21644|-40.27003217|5.795040371|3.08|-0.152120625|4.042943749|-4.05|466.79|-1177.598691|0.007301856|7.0915
3p_a32|-0.53666614|-755.7268222|3p_a32|0.8599558070000001|-5.11|10.69458635|0.3083|-1879.350471|-0.20018|-58.13283248|14.94356622|3.71|-0.419292538|7.365688817|-6.79|626.32|-1879.554272|-0.26891009|7.585
5_a4|-0.164263889|-622.9167106000001|5_a4|0.767615203|-4.57|9.823391314|67.0|-1069.051141|-0.21857|-36.64215945|5.125482045|4.67|-0.0607990979999999|2.323516519|-7.96|595.55|-1069.27374|-0.076189222|7.1487
7_a15|-0.335491052|-676.5837204|7_a15|0.70084115|-4.83|9.971755103|0.0169|-1184.168094|-0.18454|-61.50761094|23.75461091|4.64|-0.494898891|11.27499976|-7.19|580.73|-1184.385377|-0.310081401|6.644
12d_a30|-0.4562256979999999|-1217.656264|12d_a30|0.8017873000000001|-5.66|13.92427286|149.0|-1614.831682|-0.1991|-60.88281322|8.672532296|2.93|-0.354778373|6.497247279|-7.01|695.57|-1615.095823|-0.09353607|7.9508
15a_a22|-0.360663314|-1109.242072|15a_a22|0.7392451729999999|-4.65|14.6895113|0.0955|-1368.0755869999998|-0.21285|-55.4621036|14.66318798|4.31|-0.280236463|9.799599501|-9.21|696.57|-1368.35331|-0.165471815|6.8447
4R4l_a46|-0.3888343979999999|-827.4236073|4R4l_a46|0.726535412|-5.28|10.43942503|0.0851|-1092.4898449999998|-0.19602|-45.96797819|3.474304058|5.02|-0.255755434|2.086777505|-7.0|584.44|-1092.75416|0.010799648|6.8633
13_a10|-0.345108701|-624.3134531000001|13_a10|0.78472614|-3.76|9.209972585|0.1514|-1065.68351|-0.20959|-41.62089688|9.595006108|3.81|-0.259721373|3.118282386|-6.6|550.83|-1065.874094|-0.02811323|6.7959
11b_a5|-0.252164213|-774.8021092|11b_a5|0.805760343|-4.65|16.43091298|0.2013|-1564.56504|-0.21291|-48.42513182|13.73773299|4.82|-0.1833048739999999|5.900883275|-9.15|635.55|-1564.761898|-0.017658026|7.7212
LY580276_a4|-0.191806286|-513.4247728|LY580276_a4|0.7921620090000001|-3.67|9.693623538|0.1842|-959.356125|-0.2099599999999999|-34.22831819|4.0060099860000005|4.43|-0.063298854|2.027582675|-6.56|519.23|-959.4958788|-0.042912895|6.757
11b_a31|-0.564706551|-993.6722875|11b_a31|0.834596039|-4.74|12.96936635|0.2634|-1519.909742|-0.1951|-82.80602396|17.50115151|3.25|-0.838727032|11.70737909|-5.45|589.56|-1520.085181|-0.16780872|6.2757
16e_a32|-0.698621582|-1130.524639|16e_a32|0.86370575|-6.59|12.15001203|0.2858|-1955.766505|-0.2005|-75.36830928|14.98092934|4.6|-0.772021601|9.961663868|-7.38|677.82|-1955.993572|-0.219947482|8.1367
12g_a30|-0.539112991|-1402.261011|12g_a30|0.826316772|-6.0|16.07139949|0.1613|-1742.965961|-0.2083699999999999|-70.11305057|13.18447384|2.48|-0.574592016|12.60295167|-6.42|717.55|-1743.214798|-0.152855196|8.0334
21_a4|-0.228430899|-581.8208971|21_a4|0.777866961|-3.88|9.956436217|0.1457|-973.400097|-0.19588|-38.7880598|8.908964226|3.85|-0.131928225|5.190159022|-5.94|549.71|-973.5683008|-0.099702401|6.9172
1j_a5|-0.2470489089999999|-600.2970524|1j_a5|0.7862755770000001|-4.03|13.80288876|0.1644|-1065.671975|-0.20645|-40.01980349|14.36297201|4.21|-0.175183967|5.680936139|-8.14|572.47|-1065.849941|-0.0178558139999999|7.6198
28_a34|-0.5437894289999999|-937.4938731|28_a34|0.798057295|-3.27|10.28760365|0.2043|-1100.6525880000002|-0.21698|-72.11491331|13.87891455|2.07|-0.6946578940000001|9.876233397|-4.78|544.24|-1100.797628|-0.311884247|5.4179
47t_a18|-0.600890268|-1520.978225|47t_a18|0.750103977|-5.58|17.48280476|0.5502|-1470.528808|-0.19514|-69.13537385|10.86870356|2.93|-0.756664598|6.301435212|-7.51|703.76|-1470.873743|-0.104274108|6.1068
25c_a34|-0.5404076879999999|-1134.447012|25c_a34|0.80135608|-2.81|13.26192888|0.2239999999999999|-1426.421463|-0.2069599999999999|-75.6298008|25.03674677|1.98|-0.834326082|19.49130854|-5.71|704.43|-1426.704645|-0.563411433|5.7496
12an_a36|-0.434819796|-1349.848937|12an_a36|0.8344566859999999|-4.85|15.82907093|0.0644|-1670.182102|-0.21035|-71.0446809|10.65623343|2.61|-0.407702102|7.903608682000001|-7.05|718.98|-1670.452238|-0.133106642|7.3979
25b_a34|-0.623853334|-1378.143115|25b_a34|0.7969500890000001|-3.82|11.00434095|0.2259|-1313.132261|-0.21103|-86.13394472|11.90766609|3.03|-0.861190687|11.75402804|-6.42|668.48|-1313.388114|-0.435821207|5.6819
15_a15|-0.3597407929999999|-1210.227347|15_a15|0.724319314|-6.32|11.8273735|0.0066|-1450.398033|-0.1475|-60.51136736|13.48441779|6.69|-0.395472407|9.115534766|-8.9|700.82|-1450.7538470000002|-0.272482143|6.9626
13h_a6|-0.468842137|-1222.112956|13h_a6|0.780222427|-5.56|16.928040300000003|0.2121|-1386.302668|-0.2153199999999999|-64.32173453|12.4656221|4.79|-0.3839567379999999|8.529752344|-10.57|738.61|-1386.613707|-0.215607882|7.3279
8b_a12|-0.659952678|-1213.971783|8b_a12|0.7407532059999999|-4.1|12.27845608|127.0|-1159.188228|-0.21184|-67.44287685|5.416912474|1.9|-0.618894925|3.769098814|-7.45|611.93|-1159.405202|0.006468729|6.58
8a_a32|-0.591393096|-1029.23375|8a_a32|0.845443342|-6.82|14.26997798|0.4315|-1880.536478|-0.2061599999999999|-68.61558335|11.12113054|4.65|-0.497414715|7.205629442999999|-7.65|667.29|-1880.767206|-0.1534110109999999|7.3468
15_a10|-0.208590561|-706.9960069|15_a10|0.808676284|-4.48|11.23924661|0.1647|-1603.851644|-0.20983|-44.18725043|12.47504566|4.72|-0.142251304|6.61142847|-8.3|641.98|-1604.08794|-0.136323668|7.4815
10_a1|-0.623957903|-1052.827816|10_a1|0.7227844929999999|-4.98|13.65143394|0.6754|-1222.969096|-0.20378|-61.93104798|8.725415617000001|5.06|-0.621976404|4.718623023|-8.02|585.51|-1223.159954|-0.042643966|5.8239
14aa_a23|-0.4506138879999999|-1140.287028|14aa_a23|0.75434493|-6.23|15.78173785|0.4157|-1708.276011|-0.21573|-51.83122853|9.388663605|4.63|-0.287870566|8.355923226|-8.16|715.57|-1708.5626|-0.13397874|8.451
14o_a23|-0.653629157|-1539.35724|14o_a23|0.802854174|-6.89|17.66041891|385.0|-2041.934645|-0.23229|-66.92857564|13.71836682|6.18|-0.807407518|9.125801389|-7.95|729.11|-2042.184285|-0.2952674819999999|8.4815
6_a3|-0.594308852|-640.0421597|6_a3|0.790667152|-5.44|8.982311462|129.0|-1731.602363|-0.21179|-49.23401228|7.485963593999999|4.66|-0.330577816|2.7192240510000003|-7.48|524.88|-1731.735113|0.036673175|5.7501
16_a4|-0.214481956|-591.7200271|16_a4|0.774455255|-3.92|10.19502391|0.1006|-1057.3808390000002|-0.2134|-39.44800181|5.67083266|4.96|-0.089168424|3.330045338|-6.36|515.68|-1057.494456|-0.0513920109999999|6.4647
15a_a10|-0.188634555|-890.4681466|15a_a10|0.77630271|-3.97|11.33516398|0.1583|-1278.141052|-0.20335|-49.47045259|11.51002664|4.05|-0.144512841|6.503087289|-7.79|687.57|-1278.452284|-0.285973309|7.6198
8_a15|-0.342749125|-828.9085544|8_a15|0.7059441040000001|-5.25|9.984825987|0.0155|-1223.463981|-0.18303|-69.07571287|20.72712321|4.95|-0.5025236129999999|11.47934212|-7.57|598.84|-1223.704913|-0.295062413|6.9666
12c_a30|-0.468696709|-1196.830808|12c_a30|0.824373792|-5.93|13.9883503|0.1568|-2035.141497|-0.2038599999999999|-62.99109515|9.594458155|3.27|-0.3657134279999999|6.768942632999999|-7.22|695.96|-2035.373591|-0.090173435|7.9914
14h_a23|-0.4460845129999999|-1092.936262|14h_a23|0.79263722|-5.68|15.0735214|0.2727|-1721.9314420000003|-0.2374099999999999|-54.6468131|12.79687369|3.89|-0.307907256|9.990985411|-7.47|699.86|-1722.1762399999998|-0.131709531|8.3468
14z_a23|-0.46459002|-1110.964649|14z_a23|0.802520527|-6.77|14.91419434|0.2917|-2548.895003|-0.23698|-55.54823244|11.22918692|5.32|-0.30053593|8.895469235|-8.57|715.41|-2549.107748|-0.125978901|8.2941
14x_a23|-0.443633823|-1060.780249|14x_a23|0.802520527|-5.68|14.62325432|0.3057|-1828.168422|-0.23475|-55.83053941|14.57194888|5.14|-0.335030301|9.704599953|-7.93|675.21|-1828.393372|-0.206574435|8.4949
12n_a30|-0.464204099|-1196.654368|12n_a30|0.815003426|-5.39|13.93957316|0.1489|-1674.777231|-0.19876|-66.48079820000001|9.686460958|3.18|-0.387485343|6.804436105|-6.9|669.57|-1675.011418|-0.120380857|7.983
33_a47|-0.270498605|-582.6585971|33_a47|0.82821379|-3.26|12.94292541|0.2566|-1122.992964|-0.21447|-44.81989209|15.83240237|4.04|-0.183320497|6.401714296000001|-7.08|566.29|-1123.16428|-0.338113214|8.4
14e_a25|-0.50909623|-1617.294379|14e_a25|0.776960216|-5.14|16.63781964|0.0007|-1520.701142|-0.2116699999999999|-73.51338088|11.09035375|4.02|-0.524066339|8.046143033|-9.14|760.96|-1521.012915|0.025802692|7.1249
4b_a49|-0.390006034|-944.6104994|4b_a49|0.798826417|-3.81|14.53457293|0.0615|-1332.800229|-0.22366|-55.5653235|15.73185141|3.26|-0.402986655|9.138717999|-7.05|664.86|-1333.063439|-0.089371493|7.1024
7c_a10|-0.215874011|-666.0926258|7c_a10|0.7928588059999999|-4.44|12.58937144|0.0921|-1258.744382|-0.20059|-51.2378943|15.7764728|4.43|-0.206388032|9.377842892|-7.78|635.47|-1259.011598|-0.191576261|5.4191
7a_a8|-0.412963751|-1077.038349|7a_a8|0.764224152|-4.86|14.73814865|0.1575|-1291.10235|-0.20505|-59.83546383|15.62189947|3.49|-0.482688615|12.2125771|-7.27|605.72|-1291.313963|-0.032195997|4.6068
4p_a46|-0.369670745|-850.1003902999998|4p_a46|0.747019097|-5.8|10.10955243|0.0763|-1129.3914619999998|-0.20749|-47.22779946|3.822678404|5.25|-0.233901882|2.379548177|-7.05|598.19|-1129.65844|0.101602982|6.4672
9h_a24|-0.207206943|-422.3569529|9h_a24|0.78742035|-2.83|11.11300329|0.0073|-945.153352|-0.22593|-32.48899638|15.02620893|2.72|-0.105982525|4.123788393|-6.05|506.68|-945.2642633|-0.047269812|7.1135
9n_a24|-0.225226606|-945.545726|9n_a24|0.7584388259999999|-4.14|14.52410167|0.0334|-1238.856882|-0.20399|-52.53031811|14.83518955|4.14|-0.182811885|8.042526681|-8.64|686.19|-1239.1274939999998|-0.200646773|7.7212
9_a47|-0.4477815529999999|-811.319145|9_a47|0.792070785|-5.37|10.93281031|0.2208|-1148.896866|-0.20488|-50.70744657|8.262317504|5.61|-0.382556052|2.611122094|-8.47|566.1|-1149.090086|-0.045757939|7.6
18_a31|-0.604728055|-1063.9219449999998|18_a31|0.8595579409999999|-4.62|12.84812443|0.2457|-1465.300904|-0.19914|-75.99442464|9.822812434|3.48|-0.640807491|4.984491996|-6.54|630.26|-1465.528656|-0.107017926|6.8861
14d_a23|-0.4483522929999999|-1083.255003|14d_a23|0.772008792|-5.85|14.358677900000002|336.18|-1668.983743|-0.22152|-51.58357156|9.908707432|4.33|-0.288522152|8.074501042|-7.78|696.21|-1669.24571|-0.136106024|8.4001
12b_a30|-0.468842459|-1196.373126|12b_a30|0.824373792|-5.39|13.88809428|0.1525|-1674.7778119999998|-0.20289|-62.96700664|10.06212472|3.18|-0.3897233479999999|6.99318589|-6.9|673.18|-1675.0107779999998|-0.120380857|8.1543
7c_a8|-0.328286221|-1013.384819|7c_a8|0.740795639|-5.0|15.18314943|0.1779|-1331.567632|-0.20658|-56.2991566|20.10370648|3.78|-0.382994379|12.03370912|-7.76|662.05|-1331.8206369999998|-0.077006275|4.7307
35_a18|-0.5009599889999999|-1675.875389|35_a18|0.737094825|-6.06|17.18442554|0.4981|-1532.557542|-0.18079|-62.06945887|5.862051629|3.35|-0.44784362|4.809030636|-9.55|796.47|-1533.002975|-0.117857059|7.6198
12j_a36|-0.436310965|-1323.6049039999998|12j_a36|0.820041835|-4.85|13.78874575|98.0|-1670.184251|-0.20593|-69.66341599|10.92807939|2.61|-0.41101009|7.921272637|-7.05|694.28|-1670.448063|-0.133106642|8.0
1f_a5|-0.401165734|-795.1314464|1f_a5|0.771487328|-4.79|13.35549635|0.0228|-1288.209882|-0.2357|-46.77243802|11.06591332|6.37|-0.277594656|2.614237829|-8.88|577.11|-1288.353339|0.004923698|6.6198
17a_a50|-0.220088198|-1022.84584|17a_a50|0.784570118|-3.99|15.76161018|0.1754|-1258.260865|-0.1992|-51.14229199|7.556715901|4.14|-0.133526134|5.847033234|-6.76|705.96|-1258.566007|-0.3891730779999999|7.0706
14_a15|-0.3848940629999999|-1117.1473460000002|14_a15|0.719993769|-6.22|10.18067005|0.0054|-1280.809256|-0.18379|-58.79722871|9.797353271|6.3|-0.374014235|6.026520371|-9.82|689.8|-1281.105795|-0.184255041|7.5229
36_a18|-0.493920601|-1477.479979|36_a18|0.741135729|-5.68|18.21710397|0.4674|-1493.266344|-0.18124|-56.82615305|8.767974776|2.96|-0.442092758|4.786442152|-9.16|769.73|-1493.686737|-0.12139648|7.4949
14w_a23|-0.427696371|-1112.129203|14w_a23|0.802520527|-5.68|15.58053709|0.3855|-1828.161957|-0.22824|-58.53311596|13.70608418|5.14|-0.330575965|9.814393755|-7.93|676.92|-1828.385903|-0.206574435|8.6737
14a_a25|-0.365062041|-1160.842349|14a_a25|0.7385460309999999|-5.39|14.55676745|0.1756|-1352.024616|-0.2143|-55.27820709|8.689513304|4.92|-0.255585831|5.546443318|-9.59|689.55|-1352.298438|-0.077269115|6.684
5b_a40|-0.389789991|-549.4364437|5b_a40|0.817071232|-5.43|12.47657231|0.3005|-2096.707754|-0.23068|-45.78637031|6.2955085660000005|4.39|-0.163148971|4.811137897|-5.25|515.23|-2096.782087|0.013573521|7.1938
8b_a32|-0.577864293|-889.3105078|8b_a32|0.845443342|-5.83|14.95918599|0.2943|-1880.539698|-0.20121|-68.4085006|13.32443194|4.19|-0.458752924|6.585851946|-7.65|671.54|-1880.77142|-0.1534110109999999|7.9208
5_a47|-0.454659897|-793.5630764|5_a47|0.795032176|-5.65|11.13432113|0.2108|-1569.20723|-0.20954|-52.90420509|9.240842159|5.96|-0.390426|2.770107005|-8.68|561.61|-1569.369195|-0.0428873159999999|7.7
28_a47|-0.435485503|-952.0725426|28_a47|0.832144916|-3.67|14.91533234|0.2996|-1335.571655|-0.2052|-63.47150284|18.79929562|3.84|-0.436042548|9.214964819|-6.92|599.88|-1335.759232|-0.126992366|7.6
8d_a12|-0.484923957|-978.6959108|8d_a12|0.751098108|-4.58|12.96695233|0.0853|-1138.086709|-0.20794|-57.57034769|6.964006932|2.67|-0.376778003|3.507952014|-8.37|600.2|-1138.296407|0.016135176|7.6021
7e_a8|-0.341022848|-1007.813711|7e_a8|0.732001738|-5.75|14.654025199999998|0.1522|-1300.271093|-0.2054699999999999|-53.04282692|11.18895001|4.94|-0.289324602|7.725998682999999|-8.29|622.23|-1300.495519|0.07125309|4.4547
3q_a32|-0.5448044360000001|-846.5047848999999|3q_a32|0.853737093|-5.91|11.93494358|0.2897|-1919.821707|-0.19969|-60.46462749|13.90366881|4.72|-0.419780649|7.058489861|-7.31|666.16|-1920.066488|-0.295228244|7.5528
14b_a50|-0.306633966|-1005.538915|14b_a50|0.7887047979999999|-4.6|11.45638132|0.1373|-1430.72987|-0.1936|-50.27694576|14.30797341|4.81|-0.255822608|9.64109526|-6.86|718.64|-1431.068494|-0.280243276|5.1818
43_a18|-0.460675034|-1788.541603|43_a18|0.713379703|-6.45|19.33108376|0.5429|-1611.126246|-0.18145|-63.87648583|5.5863235410000005|4.08|-0.397752066|4.156080507|-9.6|843.1|-1611.621186|-0.2093696189999999|6.2041
5a_a49|-0.51958118|-782.8177953|5a_a49|0.7979412790000001|-3.84|11.91885068|0.0529|-1311.743648|-0.21238|-46.04810561|15.84324998|3.68|-0.493952547|9.77851757|-6.92|625.06|-1311.995327|-0.26176436|7.3665
4f_a46|-0.150189733|-585.7419712999999|4f_a46|0.74106323|-4.38|9.828175385|0.1719|-1033.315821|-0.2202599999999999|-36.60887321|5.6100342670000005|4.71|-0.053860324|2.570614463|-7.21|591.51|-1033.550809|-0.123416853|6.7375
38_a18|-0.498932552|-1898.240658|38_a18|0.719168079|-6.98|20.5922319|0.5147|-1611.133158|-0.18066|-65.45657441|5.701753365|4.13|-0.448742607|5.3122971560000005|-10.33|861.93|-1611.630281|-0.11123356|7.041
7_a4|-0.174410426|-538.2610657|7_a4|0.8046449179999999|-3.81|9.797542165|0.0697|-1089705.0|-0.2219199999999999|-35.88407105|8.456594282000001|4.67|-0.076100699|3.726212114|-7.46|538.92|-1089.870249|-0.094000778|6.821
12b_a40|-0.513870527|-597.4418808999999|12b_a40|0.7137941109999999|-7.71|16.09989085|306.0|-3016.927883|-0.22546|-42.67442006|5.872257692000001|6.74|-0.158107422|3.518538455|-8.39|576.38|-3016.999329|0.038336814|7.3979
18_a47|-0.322800033|-951.8489108|18_a47|0.792196273|-5.5|12.35791568|0.0516|-1353.979194|-0.22313|-52.88049505|10.84884165|6.0|-0.2342475789999999|5.784962137000001|-10.36|652.12|-1354.221126|-0.053119347|8.6
1_a15|-0.34192045|-1228.210985|1_a15|0.705825714|-6.55|11.7078005|0.0061|-1509.785098|-0.17792|-72.24770503|18.15414234|6.32|-0.541427319|10.95802135|-10.02|697.35|-1510.136281|-0.270248221|7.3565
22_a4|-0.3877007|-648.451775|22_a4|0.7797803109999999|-3.77|9.742413394|0.1293|-934.12356|-198.0|-43.23011833|5.428686137000001|3.54|-0.257448045|2.47167963|-5.24|519.39|-934.2706743999998|0.034720243|7.3279
47o_a18|-0.490807196|-1605.70184|47o_a18|0.7435044540000001|-5.66|19.35260972|0.5065|-1455.162559|-0.18223|-64.2280736|6.002832126|3.0|-0.4339284229999999|4.585021184|-9.37|783.22|-1455.574672|-0.156998637|7.3279
12au_a36|-0.515924985|-1587.1201529999998|12au_a36|0.825565083|-3.85|17.67586495|0.0158|-1875.89525|-0.2087099999999999|-79.35600767|16.56175445|2.15|-0.613616984|11.16356587|-6.87|752.27|-1876.207937|-0.261631709|7.3279
6f_a40|-0.628934821|-1509.948957|6f_a40|0.836826225|-6.95|11.87042702|0.0158|-2426.725129|-203.0|-83.88605319|8.892225517|2.66|-0.8287570679999999|6.6032981820000005|-3.67|668.95|-2426.972609|0.092206207|7.3768
14ac_a23|-0.562985112|-1759.6835030000002|14ac_a23|0.7797862459999999|-7.31|15.90074614|0.2391|-2303.749331|-0.23868|-73.32014595|14.43896921|8.36|-0.66443411|9.597200637|-9.03|751.54|-2304.001319|-0.287952039|8.3851
8k_a46|-0.510222233|-1424.980013|8k_a46|0.786206898|-5.74|15.94634031|0.1166|-1844.970617|-0.20954|-61.95565276|8.080799245|5.37|-0.397337564|4.860695117|-8.66|742.04|-1845.304274|-0.050069565|6.8327
17_a3|-0.633373061|-684.3617224|17_a3|0.767641592|-5.53|11.12358659|0.4062|-1731.6147670000005|-0.20359|-48.88298017|6.514715538|4.66|-0.349676046|2.672377884|-7.48|537.32|-1731.75233|0.036673175|7.6383
8_a27|-0.535352745|-615.4582227000001|8_a27|0.8000360390000001|-3.23|9.642697094|0.2336|-1004.385302|-0.21973|-43.96130162|9.240677197|2.48|-0.329319041|4.960882344|-6.28|507.76|-1004.515654|-0.187486926|8.2218
galu_a46|-0.4671565689999999|-847.2847833999999|galu_a46|0.81708619|-3.85|12.12170938||||-49.84028137|7.817173532999999|3.51|-0.327651527|3.870487977|-7.13|||0.0481706809999999|7.2924
4n_a46|-0.369211845|-801.8577467|4n_a46|0.722331115|-5.43|9.921794991|0.0711|-1090.098769|-0.20685|-47.16810275|4.235817757|4.94|-0.234842682|2.543769935|-6.67|578.83|-1090.343872|0.109017734|5.2845
6_a4|-0.1738111839999999|-671.9833521|6_a4|0.76089528|-4.91|9.981741408|0.0772|-1108.338577|-0.2182599999999999|-37.33240845|4.937800786|5.23|-0.064723237|2.408866521|-7.99|613.83|-1108.585859|-0.073630392|5.8861
22_a47|-0.538310301|-842.8786448999999|22_a47|0.831122912|-4.44|12.91589555|0.0799|-1374.857521|-0.22828|-52.67991531|18.60690504|4.85|-0.507802654|7.713126784|-7.69|605.12|-1375.05033|-0.277479519|9.0
17_a20|-0.456415963|-1014.297158|17_a20|0.7494736590000001|-5.36|15.05121151|0.2977|-1291.692325|-0.21089|-53.38406095|11.012753300000002|4.85|-0.28924577|6.4647747870000005|-10.14|673.68|-1291.949041|-0.202695123|5.6478
4b_a46|-0.16915334|-612.9404746|4b_a46|0.7306307590000001|-4.35|10.09436488|0.1784|-1033.3243619999998|-0.21811|-38.30877966|4.343611349|4.77|-0.058945144|2.251475261|-7.2|588.79|-1033.556797|-0.123416853|6.2612
37_a18|-0.44541772|-1423.213033|37_a18|0.725028151|-5.68|18.49074823|499.0|-1532.553949|-0.18119|-54.7389628|10.41657856|3.3|-0.385273662|4.865006968|-8.82|794.5|-1532.997117|-0.224171123|7.4559
12q_a30|-0.636798458|-1654.134991|12q_a30|0.816138015|-6.7|13.96052394|0.1515|-1987.781386|-0.19897|-78.7683329|11.29774462|4.78|-0.873376576|6.868090132000001|-7.18|713.16|-1988.033527|-0.226973911|7.4449
17b_a6|-0.563310199|-1361.36499|17b_a6|0.7788169070000001|-5.81|16.46390151|0.0033|-1349.830814|-0.18281|-71.65078895|13.06809384|4.32|-0.6869226490000001|13.44399246|-9.01|690.98|-1350.102764|-0.180339002|6.8153
5_a18 (BIBF0775)|-0.453086741|-1595.201018|5_a18 (BIBF0775)|0.7395978390000001|-6.07|18.98829281|0.4825|-1571.843719|-0.18092|-59.08151918|8.178259299999999|3.69|-0.391512249|4.846666751|-9.21|817.02|-1572.313227|-0.216531385|7.4685
2_a3|-0.568019422|-528.8736235|2_a3|0.769486995|-4.75|9.016533738|0.0962|-1272.001389|-0.21028|-44.07280196|8.982583312000001|4.01|-0.311617665|2.628543258|-6.89|503.34|-1272.143337|0.032450556|5.4
IN1166_a11|-0.462344944|-1114.258549|IN1166_a11|0.765593573|-5.11|12.63334911|0.1239|-1347.012407|-0.21098|-61.90325275|14.86669859|4.53|-0.378539035|9.546719887|-10.18|704.48|-1347.298558|-0.223618825|7.9318
