molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|TPSA_x|WNSA5|WPSA3|FNSA1|DPSA5|PNSA4|DPSA3|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|TPSA_y|Log Po/w MLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
12af_a36|1|0|0|3.448611715|0.0|0|7.412764017000001|2|1.29704271|0.0|-0.00989889|-0.081537769|2|0.039953704|0.091263447|0.0|-0.6038322939999999|-0.00233752|-0.074383486|10.96037047|0.00146554|1|-0.000472698|-0.126068378|-0.213993335|1|0.859938421|0.813346624|-0.062279009|0.8631180940000001|0.817582774|0|0.755275519|-0.082549457|-0.1054605669999999|0.154396546|0.021921402|169.9519197|-50.86129548|10.57220682|0.6702409189999999|91.25505794|-24.41279506|72.55107063|3013.98446|524.5103537|-1391.529319|-16.95376516|0.329759081|0.8141152220000001|229.0052411|-966.3646141|0.0259433429999999|-236.4517911|757.7532208|18.01667275|0.0|0.0|0.0|98.3|1.49|1.0|0.0|1.0|-3.54|33.0|5.0|-7.66|0.0|0.0|0.0|1.47|-3.64|0.000292|0.000227|0.0997|1.85|0.0|0.0|1.1800000000000001e-07|5.18e-05|-0.05882|5.2352|4.5|3.2299|-1440.982935|-1440.954069|737.4|1246.55|236.83|589.48|0.50179|-1440.675702|6.9003|0.02886569|15.0|7.8239|7.8239
12u_a36|1|0|0|3.508898495|0.0|0|7.412764017000001|2|1.270259304|0.0|-0.006461999|-0.0407717229999999|2|0.042560386|0.033763276|0.0|-0.407105926|0.0042553209999999|-0.063855309|10.95266014|-0.010669561|1|0.005035022|-0.099596099|-0.163978382|1|0.901715152|0.8101678720000001|0.080270195|0.855176759|0.860667615|0|0.842227829|-0.07260571|-0.0969881059999999|0.3765068079999999|0.017639065|109.8080843|-46.98143813|8.544435884|0.77938748|78.06218646|-24.02645378|62.80959338|2831.106839|586.1833819|-1417.5607730000002|-16.72220679|0.22061252|0.946117173|153.5444314|-986.6102007|0.015171583|-388.9026034|799.5563855|10.55929252|1.0|1.0|1.0|69.2|2.66|2.0|0.0|1.0|-4.95|32.0|4.0|-6.19|0.0|1.0|1.0|2.66|-4.86|1.13e-05|1.39e-05|0.00589|3.8|0.0|0.0|4.2e-08|1.7800000000000002e-05|-53.0|3.8847|4.21|3675.0|-1350.8981130000002|-1350.865506|739.12|1254.5|319.16|590.18|0.69258|-1350.575382|5.8702|0.03260752|16.0|7.7959|7.7959
12q_a30|0|0|0|0.0|-4.76444841|0|7.412764017000001|2|0.60498366|0.0|-0.015322396|-0.27228842|2|0.0438779959999999|-0.016509571|0.0|-0.873376576|-0.00695299|0.004165554|10.31162828|-0.021542639|1|-0.004395528|-0.077457998|-0.226973911|1|0.613786308|0.816138015|0.01661722|0.867367115|0.593245722|0|0.845745827|-0.087348134|-0.115589613|0.596557166|0.014790072|105.1162273|-53.67653794|6.868090132000001|0.820640722|90.06607753|-31.21009417|69.60189582|3305.289025|576.3319634|-1654.134991|-21.2680622|0.179359278|0.900207238|122.2240555|-1127.2072970000002|0.016579022|-437.0000797|696.6414817000001|11.29774462|1.0|1.0|0.0|90.88|2.82|2.0|0.0|1.0|-6.7|34.0|8.0|-5.66|0.0|0.0|0.0|3.42|-5.92|1.99e-07|1.2e-06|0.000579|5.05|0.0|0.0|6.61e-08|3.19e-05|-0.05105|5.0573|5.52|3.4834|-1988.033527|-1987.999444|713.16|1214.92|245.16|537.96|0.34138|-1987.781386|5.5755|0.03408298|36.0|7.4449|7.4449
5_a18 (BIBF0775)|0|0|0|0.0|0.0|0|7.03438793|2|1.251175715|0.0|-0.005220163|-0.015946718|1|0.035478927|-0.0366107389999999|0.0|-0.391512249|0.002526619|0.0002403959999999|10.94702058|-0.022817602|0|0.0036739159999999|-0.144352593|-0.216531385|0|0.7140745620000001|0.7395978390000001|-0.001626287|0.774859029|0.7061155790000001|0|0.8432358679999999|-0.068989967|-0.078246932|0.420002762|0.008501088|118.3671077|-44.61038661|4.846666751|0.8159410579999999|67.25977848|-22.46761997|58.5107823|3115.979466|636.6978809999999|-1595.201018|-16.96451322|0.184058942|0.937842434|138.97646310000002|-1204.480438|0.010831199|-477.1120625|1140.896548|8.178259299999999|0.0|0.0|1.0|76.5|3.52|3.0|0.0|1.0|-6.07|37.0|3.0|-5.96|0.0|1.0|0.0|3.2|-5.72|8.590000000000001e-07|1.91e-06|0.000946|4.73|0.0|0.0|6.18e-10|3.06e-07|-0.04938|3.2027|8.45|3.2027|-1572.313227|-1572.290174|817.02|1446.02|378.13|691.68|0.69298|-1571.843719|2.3389|0.02305362|34.0|7.4685|7.4685
18c_a22|0|0|0|0.0|0.0|1|6.842683282|0|1.194229067|1.804590026|-0.003749104|0.013131848|2|0.038137255|-0.044828537|1.642882533|-0.213698903|0.005449965|0.009519672|10.31286086|0.006275578|1|0.005597023|-0.078828791|-0.143402172|2|0.7290394929999999|0.7669483559999999|-0.032031791|0.8287956870000001|0.6922232890000001|1|0.931073539|-0.057956428|-0.076388478|0.5003904610000001|0.019843706|47.68404831|-36.55965924|9.49723261|0.682690024|67.73280290000001|-19.94201893|53.82294919|3090.601885|644.1264387|-1056.927003|-13.79609783|0.317309976|0.914766316|219.5183688|-731.1931848999999|0.0215181079999999|-252.7737494|779.8043336000001|14.88645273|1.0|1.0|1.0|124.4|1.47|1.0|0.0|1.0|-5.8|34.0|5.0|-6.63|0.0|0.0|1.0|3.72|-5.1|1.6e-06|7.98e-06|0.0036799999999999|3.5|0.0|0.0|3.4299999999999995e-10|1.58e-07|-0.07207|5655.0|3.5|3.7222|-1783.562578|-1783.5397829999995|707.08|1249.84|219.25|583.88|0.4609|-1783.277296|1.2938|0.02279458|26.0|7585.0|7585.0
19_a31|1|0|0|3.2411335510000003|0.0|0|7.401841579|0|0.61013725|0.0|-0.01001901|-0.086654127|0|0.0427124179999999|-0.044625452|0.0|-0.46087445|-0.005956522|-0.040386271|10.31169935|-0.081641954|2|-0.0038998559999999|-0.081398052|-0.1751017789999999|0|0.656654981|0.8558149140000001|0.019858798|0.902130276|0.6427749970000001|0|0.7312647940000001|-0.0909201569999999|-0.113333675|0.279690511|0.014675044|157.414423|-38.88650245|5.035230173|0.776211804|75.31824576|-21.12293613|61.85348014|2265.6917350000003|428.3459076|-929.4091898|-12.37297805|0.223788196|0.805382437|131.0862475|-544.4110343|0.0152483439999999|-323.5878356|460.3754405|8.931875058|1.0|1.0|1.0|98.91|1.68|1.0|0.0|1.0|-4.67|25.0|4.0|-6.41|0.0|0.0|1.0|3.47|-3.92|2.14e-05|0.0001199999999999|0.0431|2.93|0.0|0.0|4.08e-08|1.46e-05|-0.04308|5.0344|5.24|3.9477|-1489.532192|-1489.4951640000002|625.93|1028.58|246.28|537.66|0.5385300000000001|-1489.323855|1.7076|0.03702801|1.8|5.7447|5.7447
16_a15|0|0|0|0.0|0.0|0|0.0|0|0.300207157|0.0|-0.008593957|-0.463771194|2|0.035555556|-0.003882928|0.0|-0.4898555739999999|-0.009769916|-0.109386268|10.31928197|-0.011969556|0|-0.00379317|-0.046871961|-0.0764246109999999|2|0.787100127|0.729432583|0.080837546|0.77948108|0.72660548|0|0.723597405|-0.08870471|-0.101500719|0.7427725270000001|0.0070920509999999|188.9479321|-47.4317527|3.31414791|0.868460507|76.07332645|-26.98327637|65.48636021|3173.773379|494.6488764|-1457.096924|-18.44568161|0.131539493|0.7238723509999999|89.91997762|-996.0668068|0.009783192|-503.7568532|728.353441|6.687758643|1.0|1.0|1.0|115.58|1.72|2.0|0.0|1.0|-6.0|32.0|6.0|-6.27|1.0|0.0|1.0|3.59|-5.21|9.89e-07|6.14e-06|0.00274|3.88|0.0|0.0|6.1e-10|2.72e-07|-0.04082|4.1731|8.26|4.1295|-1770.509465|-1770.448668|716.79|1229.58|297.1|600.98|0.6541100000000001|-1770.217907|8.0361|0.06079704|21.0|7.6778|7.6778
12g_a40|0|0|0|0.0|0.0|1|7.515889085|0|0.604990688|1.687211672|-0.01011728|-0.129331216|0|0.036630824|0.167050952|0.726175674|-0.354104815|-0.001011175|0.075327376|10.31197254|-0.211162861|2|-0.003205145|0.063401514|0.106286677|0|0.777835705|0.769016155|0.020185301|0.8396782220000001|0.6941475490000001|1|0.8702014570000001|-0.0951493559999999|-0.099521372|0.289122732|0.012706769|68.1355805|-27.42361099|3.501413627|0.852031227|59.29860462|-22.85591194|56.61727428|2287.970776|456.7977427|-731.3891821000001|-11.99782981|0.147968773|0.871698484|77.67373972|-383.9305539|0.013442698|-369.5858437|335.7078145|7.056520179|1.0|1.0|0.0|78.66|3.76|2.0|0.0|1.0|-6.46|23.0|3.0|-4.91|0.0|0.0|1.0|4.4|-5.79|3.43e-07|1.62e-06|0.000586|5.07|0.0|0.0|2.37e-07|8.57e-05|-0.07424|4.0224|4.84|3.1577|-2173.044757|-2173.0224510000003|540.25|896.63|308.23|429.31|0.67055|-2172.9382|1.9175|0.02230594|724.0|6.1403|6.1403
8j_a46|0|0|0|0.0|0.214753401|1|7.727094485|1|1.160371125|2.1279894180000003|-0.0017688329999999|-0.008523199|2|0.043903904|-0.129276363|0.0|-0.081366324|0.011852046|-0.174853546|10.96391738|-0.053618988|1|0.0108603019999999|-0.084266433|-0.133413527|2|0.645146311|0.789844634|-0.223292257|0.837678812|0.6109926379999999|0|0.934648421|-0.054707287|-0.068971544|0.308052557|0.008672342|35.10521457|-19.90219786|2.5024620580000003|0.822112519|41.80044861|-13.78596018|34.04593326|2121.846387|502.0694817|-592.7962878|-7.405468973|0.177887481|0.747636856|95.55665364|-318.43516580000005|0.008843828|-346.061389|453.1959065|4.750680627|1.0|1.0|1.0|43.6|2.62|1.0|0.0|1.0|-4.59|24.0|3.0|-5.55|0.0|1.0|1.0|3.82|-4.83|2.59e-05|1.47e-05|0.00497|3.97|0.0|0.0|5.46e-08|1.85e-05|-0.04068|4.9636|3.78|4.4107|-1414.53151|-1414.50743|576.48|978.4|249.79|493.89|0.50703|-1414.349865|5.2361|0.02408052|1228.0|5.9108|5.9108
1h_a5|1|0|0|2.9516097130000003|0.0|0|6.605297921|0|1.427564094|0.0|-0.001978474|-0.009075016|2|0.026339869|-0.02598568|0.0|-0.085074391|0.008031558|-0.1197834419999999|10.94466758|-0.044117647|1|0.007357977|0.034752304|0.0578378779999999|2|0.71274658|0.780175595|0.070628165|0.8436458929999999|0.6977404359999999|0|0.8806402259999999|-0.067599619|-0.069496749|0.39793593|0.008798715|62.25239147|-18.90429957|2.393400474|0.7450549759999999|44.51475742|-14.49848188|39.84574434|2107.271793|459.3001331|-579.9392753|-7.561719827|0.2549450239999999|0.958891501|132.96722079999998|-302.4687931|0.01585373|-255.618083|409.0289917|8.268552715|1.0|0.0|1.0|54.46|2.13|0.0|0.0|1.0|-4.25|24.0|3.0|-5.77|0.0|1.0|1.0|3.43|-4.45|5.5700000000000005e-05|3.5600000000000005e-05|0.0111|3.43|0.0|0.0|3.87e-09|1.21e-06|-0.04124|4652.0|3.17|4.3651|-990.6346565|-990.6032645|556.57|934.7|266.52|430.83|0.4112699999999999|-990.472129|2.2396|0.031392033|28.0|7.5528|7.5528
16b_a23|0|1|1|0.0|0.0|2|7.423568444|1|1.197960988|3.418247774|-0.005139233|-0.013240238|3|0.037664609|0.054655144|0.754232958|-0.3237716519999999|0.0116350769999999|-0.068280331|10.31321583|-0.05237763|2|0.011266252|-0.123524943|-0.224300431|2|0.75524548|0.7740962779999999|0.14319927|0.830577373|0.711576167|1|0.928579764|-0.050637391|-0.07920267|0.2256448969999999|0.018614978|52.92522904|-43.49333918|10.22222569|0.738977|72.31582904|-23.2745413|51.31875369|3370.826124|688.1144512|-1349.923395|-17.24735864|0.261023|0.949345397|193.4284005|-1000.346801|0.018384316|-354.1828792|896.9989312000001|13.6235075|1.0|1.0|0.0|108.26|3.14|2.0|0.0|1.0|-6.19|36.0|4.0|-6.3|0.0|0.0|0.0|2.9|-5.67|6.41e-07|2.16e-06|0.00106|4.21|0.0|0.0|4.6200000000000003e-08|2.26e-05|-0.07352|1.6041|4.24|1.6041|-1877.655481|-1877.615701|772.84|1340.35|772.92|607.92|0.95419|-1877.270284|9.2317|0.03978022|96.0|7.0191|7.0191
12at_a36|1|0|0|3.4361495580000003|0.0|0|7.412764017000001|2|1.297042863|0.0|-0.010886502|-0.073048351|2|0.039952719|0.054794728|0.0|-0.653190113|-0.001148437|-0.076129505|10.95446888|-0.037590959|1|0.000906224|-0.136151085|-0.227404687|1|0.817851296|0.8384626709999999|-0.08859337|0.890810337|0.7767870459999999|0|0.751856692|-0.084721769|-0.110637955|0.301423347|0.029516069|171.8311073|-53.05210062|14.1532755|0.6744421970000001|95.60375457|-25.99374995|79.10595873|3041.832389|520.6361161|-1455.649997|-17.99981985|0.325557803|0.974034457|225.4381077|-1007.989912|0.027424543|-241.591008|735.3783268|18.99059683|1.0|0.0|0.0|95.5|1.89|1.0|0.0|1.0|-4.18|33.0|6.0|-7.18|0.0|0.0|0.0|1.76|-4.08|6.579999999999999e-05|8.36e-05|0.0367|2.53|0.0|0.0|2.42e-07|0.000106|-0.05703|4.7133|4.5|3.8408|-1460.833958|-1460.797444|733.29|1238.61|263.05|589.75|0.42968|-1460.549244|6.4676|0.03651452|78.0|7.1079|7.1079
4d_a49|0|0|0|0.0|0.0|1|7.535296702|1|1.343847746|2.097463308|-0.006135653|-0.058204482|2|0.036555556|-0.090862681|1.76904838|-0.343596561|0.000607064|-0.053327669|10.92777282|0.013451218|1|0.001356445|0.000511959|0.000850823|2|0.7745859279999999|0.783870915|-0.008564167|0.834151595|0.749565191|1|0.752634646|-0.089942837|-0.085966608|0.410804214|0.013625199|152.3727245|-32.61868996|5.16986937|0.654728051|66.51766234|-17.31186002|63.79609555|2658.242991|463.6097566000001|-900.2167208999999|-10.66380249|0.3452719489999999|0.8868392740000001|212.6814716|-554.5177292999999|0.022019681|-190.6195379|641.1445234|13.56373757|0.0|1.0|1.0|98.72|1.25|1.0|0.0|1.0|-3.13|30.0|5.0|-7.7|0.0|0.0|1.0|2.27|-3.35|0.000743|0.0004509999999999|0.18|1.45|0.0|0.0|2.64e-08|1.05e-05|-0.06309|5.7447|2.99|3.8047|-1293.333712|-1293.29417|668.09|1144.04|215.82|495.7|0.40593|-1293.049085|4.3005|0.0395418|18.0|7.7447|7.7447
9g_a24|1|0|0|2.931798469|0.0|1|7.273092596000001|0|1.427608366|1.7647373919999998|-0.00106361|0.001126633|2|0.0279797979999999|-0.162313932|0.0|-0.0425444|0.0144065739999999|0.070915465|10.96318169|-0.02471184|2|0.013119312|-0.0273623029999999|-0.049325609|2|0.683676657|0.7931626959999999|0.13372961|0.859302479|0.657503038|0|0.8671367529999999|-0.064835725|-0.065668047|0.383340003|0.01876163|65.73938109|-16.07665151|4.593165278|0.4819264479999999|49.25777584|-10.53790724|41.36311977|2123.257348|429.0504306|-389.9025677|-5.214049137|0.518073552|0.746821416|256.3375151|-192.9198181|0.033884884|17.88521849|341.3207334|16.76589519|0.0|0.0|1.0|72.28|0.64|0.0|0.0|1.0|-2.49|23.0|4.0|-7.17|0.0|1.0|0.0|1.93|-3.09|0.00323|0.0008179999999999|247.0|1.37|0.0|0.0|3.720000000000001e-07|0.000113|-0.03585|5.2521|0.75|4.2802|-984.5891383|-984.5565078|524.03|879.99|236.07|400.47|0.4227399999999999|-984.447764|2.9691|0.032630457|68.0|7.1675|7.1675
12f_a30|0|0|0|0.0|-4.734662095|0|7.412764017000001|2|0.60498366|0.0|-0.015345198|-0.274237737|2|0.041555556|0.1468972409999999|0.0|-0.874676289|-0.00695299|-0.008663584|10.31162828|-0.046588557|1|-0.004395528|-0.077457998|-0.226973911|1|0.613786308|0.8246767140000001|-0.043091382|0.876441789|0.593245722|0|0.8357464459999999|-0.090450992|-0.108935062|0.56363596|0.01570263|115.8783181|-54.21787616|7.815328055|0.815175332|89.21786458|-31.90082427|74.88972286|3305.792133|589.6060704|-1690.743686|-22.5055335|0.184824668|0.8958126809999999|130.3909181|-1192.793275|0.01752821|-444.7025522|696.6414817000001|12.36587885|1.0|1.0|0.0|90.88|2.82|2.0|0.0|1.0|-6.7|34.0|8.0|-5.66|0.0|0.0|0.0|3.42|-5.92|1.99e-07|1.2e-06|0.000579|5.05|0.0|0.0|6.61e-08|3.19e-05|-0.05464|5.0587|5.52|3.5298|-1988.032639|-1987.998635|729.87|1225.63|245.09|574.31|0.32483|-1987.782125|3.6633|0.03400408|19.0|7.7144|7.7144
17b_a25|0|0|0|0.0|0.0|1|6.842683282|0|1.3732004619999998|1.785120622|-0.004368141|-0.002108117|2|0.042843137|-0.026412432|1.968416259|-0.266456625|0.005120507|-0.100018134|10.93106294|0.016982601|1|0.005244553|-0.044156525|-0.073994564|2|0.653180996|0.780221059|0.068812225|0.838260077|0.636746066|1|0.882170399|-0.068207754|-0.079392561|0.410780725|0.015879547|89.34443096|-45.64634114|9.129863339|0.724866184|73.52844745|-22.17876359|63.75929319|3100.8813760000003|668.9067217|-1264.189524|-16.81707305|0.275133816|0.909403632|208.6205329|-958.573164|0.0175785369999999|-341.0100868|832.226697|13.32894629|1.0|1.0|1.0|96.49|2.0|2.0|0.0|0.0|-5.32|35.0|5.0|-6.53|0.0|0.0|1.0|3.78|-5.07|4.75e-06|8.59e-06|0.00394|3.61|0.0|0.0|9.08e-11|4.16e-08|-0.05531|5.4236|5.89|3961.0|-1483.873254|-1483.830524|781.08|1329.35|228.6|654.18|0.31395|-1483.563965|3.5074|0.04272963|101.0|6.9957|6.9957
13a_a6|1|0|0|3.417162147|0.0|0|7.412764017000001|1|1.430639975|0.0|-0.01115741|-0.0265090529999999|1|0.041767677|0.031837397|0.0|-0.602500119|-0.00460563|0.0015242189999999|10.95129557|-0.0525259259999999|1|-0.00194781|-0.10896749|-0.180339002|1|0.850080948|0.7722228729999999|0.090839165|0.8299950709999999|0.8013954109999999|0|0.77450544|-0.094081761|-0.113446379|0.22670695|0.031866842|147.4582473|-48.51283287|13.62714959|0.759912392|87.37044493|-26.70706346|82.36189896|2820.31296|506.474367|-1335.353173|-17.46461983|0.240087608|0.8764206290000001|157.0011174|-873.2309916000002|0.02016134|-339.9303794|627.4287311|13.18415753|1.0|1.0|1.0|95.85|1.29|2.0|0.0|1.0|-5.51|31.0|5.0|-6.1|0.0|0.0|1.0|3.52|-4.99|3.11e-06|1.02e-05|0.00417|3.8|0.0|0.0|9.77e-10|4e-07|-0.05018|5.9934|4.04|3651.0|-1350.085889|-1350.057702|695.29|1166.79|206.87|571.9|0.4816|-1349.834826|7.7145|0.02818646|46.0|7.3372|7.3372
47l_a18|0|0|0|0.0|0.0|0|7.03438793|1|1.251176792|0.0|-0.006400878|-0.0603838109999999|0|0.035308642|-0.0057783619999999|0.0|-0.428858819|-0.00046896|-0.010426981|10.94702063|-0.056270425|0|0.000787517|-0.103458566|-0.156998637|0|0.7452092359999999|0.7435044540000001|0.00676294|0.781148177|0.733228144|0|0.803473313|-0.08034939|-0.083884237|0.2820044969999999|0.009199889|139.7861865|-42.43906517|4.654446622|0.796109347|68.83398609|-22.37455223|63.6949231|2852.093627|571.4972966|-1431.971342|-15.91464944|0.203890653|0.959883341|145.02405359999997|-1018.537564|0.012890098|-421.235376|931.8364349|9.168513486|1.0|0.0|1.0|85.29|2.94|3.0|0.0|1.0|-5.26|34.0|3.0|-6.39|0.0|0.0|0.0|2.72|-4.84|5.44e-06|1.4499999999999998e-05|0.0066099999999999|3.78|0.0|0.0|4.26e-10|1.93e-07|-0.0520399999999999|3.2026|7.71|3.2026|-1455.5758039999998|-1455.5497369999998|764.74|1334.6|387.13|667.5|0.69291|-1455.165122|2.4594|0.02606651|32.0|7.4949|7.4949
11_a4|0|0|0|0.0|0.0|1|7.535296702|1|0.626711769|2.159635561|-0.001098364|0.032861655|2|0.03617284|-0.017835936|2.216390726|-0.056016567|0.011277653|-0.073554945|10.33765061|-0.0043410079999999|1|0.010782511|-0.0278843589999999|-0.046906237|2|0.6575743310000001|0.820318166|-0.163623353|0.875868891|0.647727179|1|0.930113409|-0.054262142|-0.06530408|0.4523305489999999|0.009336075|40.38918044|-21.81135655|3.118219598|0.7560913159999999|44.63993001|-13.65094004|36.75497433|2452.527871|537.5354202000001|-641.5941818|-7.889214068999999|0.243908684|0.924411925|140.96082869999998|-370.7930613|0.011937709|-296.0029432|575.2252237|6.89909579|1.0|1.0|1.0|68.9|3.15|2.0|0.0|1.0|-5.14|27.0|3.0|-5.74|0.0|0.0|1.0|4.16|-4.97|7.27e-06|1.06e-05|0.00395|3.99|0.0|0.0|8.89e-09|3.31e-06|-0.05582|4907.0|3.2|3.78|-1467.463842|-1467.440475|630.04|1071.03|252.67|479.99|0.4444|-1467.20045|4187.0|0.02336674|0.11|6.9586|6.9586
12_a1|1|0|0|3.3894574360000003|0.0|0|7.423568444|1|1.430936075|0.0|-0.011221829|-0.02164054|1|0.036382114|0.076867966|0.0|-0.516204114|-0.0038943009999999|-0.0811332759999999|10.94945122|-0.051772288|1|-0.001416381|-0.104622651|-0.173618873|1|0.8016064479999999|0.749817035|-0.045776997|0.817998205|0.7534284040000001|0|0.765121385|-0.0964711209999999|-0.104724018|0.210514881|0.033770552|136.3310784|-35.28166588|11.37734536|0.724666653|74.99749378|-23.15625812|75.59644237|2592.245875|444.1009824|-972.562841|-13.44063462|0.275333347|0.867391557|159.81230209999998|-564.5066541|0.024485753|-260.8074567|473.040639|14.21231622|1.0|1.0|1.0|83.82|1.67|2.0|0.0|1.0|-4.98|28.0|5.0|-6.02|0.0|0.0|1.0|3.44|-4.75|1.04e-05|1.77e-05|0.00649|3.54|0.0|0.0|6.28e-09|2.3e-06|-0.07042|3734.0|3.67|3.1744|-1216.12881|-1216.099134|607.42|1018.84|332.04|482.51|0.69114|-1215.922313|7.7454|0.0296752|2.95|5.5302|5.5302
12aq_a36|1|0|0|3.427017327|0.0|0|7.412764017000001|2|1.297043497|0.0|-0.0116333169999999|-0.135770278|2|0.041728395|0.076517478|0.0|-0.674732412|-0.006653538|-0.1031859869999999|10.95447882|-0.028591187|1|-0.004569485|-0.052743904|-0.090926893|1|0.892815402|0.839953955|-0.0606936879999999|0.89459881|0.849217847|0|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|0.021389734|212.8220574|-54.49698711|9.548598682|0.7619767479999999|95.39676382|-28.69889692|87.31909781|2932.54604|455.31741460000006|-1549.740434|-19.17486584|0.238023252|0.743623723|159.03272990000002|-1035.442755|0.020701483|-350.0740123|689.2886595|13.83147784|0.0|0.0|0.0|112.29|1.28|1.0|0.0|1.0|-3.52|32.0|5.0|-7.79|0.0|0.0|0.0|1.15|-3.45|0.000304|0.000359|152.0|1.55|0.0|0.0|7.19e-07|0.000305|-0.06059|3.9049|3.88|3.3759|-1401.669694|-1401.637414|703.04|1190.22|317.51|534.96|0.6933199999999999|-1401.391057|6.7649|0.03228003|55.0|7.2596|7.2596
18d_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.6049874|0.0|-0.0072724869999999|-0.064217094|2|0.040899471|-0.071608958|0.0|-0.385441836|0.001139238|-0.053728319|10.31163881|-0.087019298|1|0.002064369|-0.0541804029999999|-0.120380857|1|0.669561738|0.815003426|-0.001699165|0.870930234|0.64876559|0|0.803280262|-0.07812727|-0.103191184|0.346980269|0.017843227|124.5022473|-41.33339749|7.147133584|0.783284395|75.80070349|-23.99099587|60.73891035|2848.574353|508.389239|-1175.558798|-15.18369704|0.216715605|0.797831306|137.15746130000002|-744.0011548|0.016577694|-358.5765637|618.6004214|10.49188139|1.0|1.0|0.0|81.65|3.2|2.0|0.0|1.0|-5.39|30.0|5.0|-6.02|0.0|0.0|0.0|2.92|-5.01|4.12e-06|9.71e-06|0.00405|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|-0.05506|5.0125|4.07|3.4682|-1675.020297|-1674.987709|669.66|1129.46|247.35|508.7|0.4325|-1674.785879|5.0115|0.03258724|21.0|7.6737|7.6737
9b_a36|1|0|0|3.513187594|0.0|0|7.412764017000001|2|0.62670079|0.0|-0.0058276019999999|-0.023369916|2|0.040166667|0.082806042|0.0|-0.308862918|0.005050384|-0.077361324|10.33767255|-0.06502499|1|0.005458948|-0.053309522|-0.094526372|1|0.8421237309999999|0.7885597609999999|-0.034830997|0.842671963|0.7961424690000001|0|0.8453794609999999|-0.074181597|-0.098301686|0.2602997|0.017007854|97.10089515|-38.76797062|6.707514535|0.78242217|71.70079424|-22.67740953|57.26650122|2715.020034|530.8939077|-1111.193067|-14.24129533|0.21757783|0.828997331|136.63774650000002|-697.8234711|0.015872498|-354.7193098|620.9195447000001|9.967846072|1.0|1.0|0.0|82.47|2.82|1.0|0.0|1.0|-4.6|29.0|4.0|-6.46|0.0|0.0|0.0|2.48|-4.43|2.49e-05|3.71e-05|0.0148|3.2|0.0|0.0|2.3100000000000002e-07|9.21e-05|-0.05146|3.8535|3.82|3.8535|-1575.7800140000002|-1575.751975|666.01|1127.85|321.74|514.45|0.69763|-1575.557248|6.2846|0.02803905|21.0|7.6778|7.6778
12e_a36|1|0|0|3.490984269|0.0|0|7.412764017000001|2|1.29704412|0.0|-0.007100632|-0.043085717|2|0.040899471|0.144415507|0.0|-0.404736007|0.002951176|-0.0586405829999999|10.95346131|-0.084051264|1|0.003962098|-0.104118159|-0.1763783589999999|1|0.90414347|0.7975411790000001|-0.010494913|0.847602953|0.856274847|0|0.838086387|-0.07049439|-0.100988761|0.4347714629999999|0.019063245|102.9838531|-40.85494129999999|7.71202397|0.7610764190000001|75.50154216|-23.02695694|56.96241436|2709.877204|533.058116|-1220.428718|-14.64611103|0.238923581|0.875194483|151.9654247|-776.2438847|0.017716522|-332.11111980000004|662.0530478999999|11.26845175|1.0|0.0|0.0|69.2|2.24|1.0|0.0|1.0|-4.16|30.0|4.0|-6.55|0.0|1.0|0.0|2.14|-4.3|6.929999999999999e-05|5.05e-05|0.02|3.04|0.0|0.0|1.08e-07|4.270000000000001e-05|-0.04962|3.8364|3.48|3.6699|-1272.2668210000002|-1272.23645|673.57|1142.19|323.18|507.03|0.6814600000000001|-1271.999945|6.5974|0.03037051|14.0|7.8539|7.8539
