molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|n6aHRing|BIC2|MATS8s|GATS1pe|RASA|FNSA3|PBF|PNSA5|RNCS|TPSA_x|WNSA5|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|WNSA2|DPSA4|FPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Approximated area|Contribuition (max. transition)|Zero Point Energy|Dipole (water)|IC50|pIC50|pIC50
11_a4|0|0|0|0.0|1|7.535296702|1|0.626711769|2.159635561|-0.20567828|-0.001098364|5.4161004020000005|0.032861655|2|0.03617284|-0.017835936|2.216390726|-0.056016567|0.011277653|10.33765061|-0.0043410079999999|1|1|-0.030003079|-0.0278843589999999|2|0.820318166|-0.163623353|0.647727179|0.930113409|-0.054262142|0.4523305489999999|-37.74083422|12.88007087|40.38918044|-21.81135655|-1.110169356|44.63993001|-13.65094004|36.75497433|0.480360734|2452.527871|-641.5941818|1640.559148|-7.889214068999999|0.243908684|13.18281017|-370.7930613|18.0546182|0.011937709|1.0|1.0|1.0|0.0|0.23|-8.05|5.22|68.9|3.15|0.0|111.64|-5.14|27.0|-5.74|372.49|0.0|1.0|4.16|-4.97|7.27e-06|0.00271|1.06e-05|0.00395|3.99|0.0|8.89e-09|4907.0|3.2|3.78|-1467.463842|-1467.440475|1071.03|479.99|0.4444|-1467.20045|5.3012|0.11|6.9586|6.9586
3h_a32|1|1|1|0.0|0|7.765993078999999|0|0.609420752|0.0|0.01077056|-0.005281944|5.733341277|-0.008243901|0|0.037731481|0.014517903|2.243113495|-0.269379119|0.002101838|10.31100268|-0.111111111|3|3|0.025035542|-0.071193103|0|0.7926338540000001|-0.169197453|0.8030743229999999|0.87880263|-0.07183387|0.30907784|-55.27575363|76.38838542|75.87946135|-34.60714056|-1.324325944|62.63332945|-17.27367301|51.95714963|0.4089962629999999|2398.020434|-829.1363044|2911.160989|-10.81473143|0.226505997|13.71739929|-519.1071084|22.33200639|0.011751781|1.0|1.0|1.0|1.0|0.35|-8.47|6.24|110.94|2.64|0.0|112.28|-8.23|26.0|-4.29|382.55|1.0|1.0|5.4|-6.15|5.8700000000000014e-09|2.24e-06|7.140000000000001e-07|0.000273|6.12|0.0|3.37e-09|3.5552|4.61|3.5552|-1790.6908030000002|-1790.663897|1127.45|578.86|0.70257|-1790.440663|5.8749|7.0|8.1549|8.1549
9_a4|0|0|0|0.0|1|7.535296702|1|1.300485838|2.130445484|-0.211556011|-0.00136737|5.4161004020000005|0.016639331|2|0.040449735|-0.019160308|2.137757657|-0.064266379|0.010709527|10.92992723|-0.0454860859999999|1|1|-0.030976753|-0.0475186259999999|2|0.801082857|-0.151437311|0.58669472|0.937102792|-0.052625548|0.472497372|-37.85762102|13.6577411|34.22811902|-20.60179129|-1.113067849|43.71760622|-14.08655666|33.55665428|0.43745176|2359.945586|-605.7219363|2012.840082|-7.665782805|0.207109566|10.21134541|-329.6286606|17.76608225|0.010768243|0.0|1.0|1.0|0.0|0.19|-8.16|5.07|43.6|3.15|0.0|105.09|-4.76|26.0|-5.56|360.84|0.0|1.0|4.17|-5.15|1.73e-05|0.0062299999999999|7.06e-06|0.00255|4.14|0.0|6.9e-09|4.7284|3.87|4.0137|-1489.554198|-1489.533032|999.93|430.12|0.5182100000000001|-1489.36688|5.4739|48.0|7.3188|7.3188
12bd_a36|1|0|0|0.0|0|7.412764017000001|2|1.297043358|0.0|-0.051990612|-0.006695407|5.351858133|-0.045630197|2|0.04625323|0.025649557|0.0|-0.4017244129999999|0.003676818|10.94639828|-0.0288761339999999|1|1|0.042808724|-0.101854847|1|0.78699829|-0.011529973|0.857993338|0.832478093|-0.071083327|0.279020022|-65.65179884|83.92365468|110.578217|-43.33557909|-1.989200921|75.7932235|-23.44707102|58.63647911|0.475272043|2772.776922|-1313.035977|2403.371086|-15.47699253|0.21755876|15.34283166|-866.7115819|29.96655829|0.015363883|0.0|0.0|0.0|2.0|0.21|-7.34|2.5|69.2|2.45|0.0|133.68|-4.54|31.0|-6.38|409.49|0.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|3.41|0.0|4.55e-08|3.8786|3.79|3544.0|-1311.591775|-1311.560669|1200.23|568.94|0.69411|-1311.291779|7.6908|17.0|7.7696|7.7696
12al_a36|1|0|0|0.0|0|7.412764017000001|2|1.297043737|0.0|-0.06777947|-0.008463062|5.351858133|-0.04314418|2|0.042739018|0.1030147719999999|0.0|-0.4908576189999999|0.00127667|10.96020817|-0.031635802|1|1|0.172830414|-0.1430106119999999|1|0.8344566859999999|0.125005134|0.84179881|0.801179217|-0.077842923|0.2689491989999999|-69.69632923|114.2305891|130.8308989|-45.86257662|-1.906487074|86.77628559|-23.23210974|68.94274882|0.456856406|2843.740855|-1254.533926|2244.88081|-15.28752554|0.328915355|16.15533063|-825.5263792000001|34.61874732|0.025956027|0.0|0.0|0.0|2.0|0.17|-6.69|1.89|78.43|1.72|0.0|130.24|-3.95|31.0|-6.93|411.46|0.0|0.0|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|35.0|2.65|0.0|2.03e-07|3878.0|2.92|3.5511|-1347.479819|-1347.445127|1181.84|554.23|0.6945399999999999|-1347.196501|8.1781|48.0|7.3188|7.3188
19_a31|1|0|0|0.0|0|7.401841579|0|0.61013725|0.0|0.062492295|-0.01001901|5.351858133|-0.086654127|0|0.0427124179999999|-0.044625452|0.0|-0.46087445|-0.005956522|10.31169935|-0.081641954|2|2|-0.095997335|-0.081398052|0|0.8558149140000001|0.019858798|0.6427749970000001|0.7312647940000001|-0.0909201569999999|0.279690511|-66.3863707|75.32978176|157.414423|-38.88650245|-1.586671445|75.31824576|-21.12293613|61.85348014|0.446100738|2265.6917350000003|-929.4091898|1992.2502|-12.37297805|0.223788196|12.77501178|-544.4110343|27.21285095|0.0152483439999999|1.0|1.0|1.0|2.0|0.28|-7.39|4.33|98.91|1.68|0.0|97.25|-4.67|25.0|-6.41|358.43|0.0|1.0|3.47|-3.92|2.14e-05|0.0076799999999999|0.0001199999999999|0.0431|2.93|0.0|4.08e-08|5.0344|5.24|3.9477|-1489.532192|-1489.4951640000002|1028.58|537.66|0.5385300000000001|-1489.323855|2.4209|1.8|5.7447|5.7447
6a_a31|1|0|0|0.0|0|7.703007682000001|1|0.610184884|0.0|0.038376178|-0.01694403|5.6869753560000005|-0.181987023|0|0.0357275129999999|0.08881108|0.0|-0.779425376|-0.013930701|10.31170939|-0.026103465|2|2|0.1533239019999999|0.0006473469999999|0|0.784022685|-0.07385392|0.803505125|0.57216168|-0.132158278|0.259133072|-74.23718620000001|157.9971748|251.216265|-43.59027182|-1.896464366|92.52963742|-26.51328079|97.68889243|0.478330896|2713.694431|-1113.557793|1671.917893|-15.56795422|0.307253701|14.408653400000002|-653.8540772999999|38.27271371|0.031153284|1.0|1.0|1.0|2.0|0.05|-6.96|3.69|131.36|1.13|0.0|104.73|-5.22|28.0|-6.69|390.42|0.0|1.0|2.96|-4.34|6.09e-06|0.00238|4.55e-05|0.0178|2.8|0.0|1.11e-07|3.5428|4.03|3.5428|-1613.34153|-1613.295461|1028.95|447.66|0.70416|-1613.1416|11.2387|1.1|5.9586|5.9586
12au_a36|1|0|0|0.0|0|7.412764017000001|2|0.2992539489999999|0.0|0.074839187|-0.009897048|5.351858133|-0.351827031|2|0.044036281|0.075815782|0.0|-0.613616984|-0.006862238|10.31810353|-0.03802163|1|1|0.1320241419999999|-0.15024383|1|0.825565083|-0.021932444|0.750657639|0.698996981|-0.090166553|0.284342092|-79.35600767|102.3999102|216.5471227|-57.09017539|-2.206115469|95.91776213|-27.36414058|80.38496714|0.492871181|3484.987058|-1587.1201529999998|2384.109036|-19.68626738|0.283941389|17.67586495|-1141.803508|38.21494522|0.023021031|0.0|0.0|0.0|3.0|0.17|-6.87|2.15|123.75|0.84|0.0|142.02|-3.85|34.0|-8.03|474.54|0.0|0.0|1.18|-3.72|0.0001409999999999|0.0668|0.0001889999999999|0.0897|1.64|0.0|1.36e-07|5.1307|6.24|3.7105|-1876.207937|-1876.156196|1283.4|618.65|0.58518|-1875.89525|8.0814|47.0|7.3279|7.3279
19h_a38|1|0|0|0.0|0|7.412764017000001|2|1.297044177|0.0|-0.088176988|-0.007781653|5.351858133|-0.082283951|2|0.042622739|0.14165187|0.0|-0.420209249|-0.002526241|10.96083376|-0.070688288|1|1|0.303981987|-0.101303149|1|0.819222745|-0.054149342|0.698414933|0.7746288020000001|-0.082211319|0.3263113569999999|-64.79649453|136.81322659999998|132.7728693|-38.17354026|-1.979762478|76.70128100000001|-23.32673803|60.94327866|0.47459722|2774.611523|-1166.336902|1839.424968|-13.74247449|0.24620669|12.98143834|-687.1237247|30.94580137|0.020207411|1.0|1.0|1.0|3.0|0.14|-6.86|2.55|81.23|2.4|0.0|125.69|-4.14|30.0|-6.77|401.44|0.0|1.0|2.66|-4.17|7.209999999999999e-05|29.0|6.77e-05|0.0272|2.78|0.0|1.4e-07|3.7384|3.41|3.5358|-1332.187847|-1332.1538779999998|1092.17|452.01|0.68472|-1331.941646|9.0777|9.0|8.0348|8.0348
10_a47|0|0|0|0.0|0|0.0|0|1.381868067|0.0|-0.003570214|-0.008013899|0.0|-0.166367455|2|0.042276423|-0.169242585|1.329777427|-0.384667159|-0.008120645|10.93671036|0.007193585|0|0|-0.349569106|-0.021926603|2|0.754096463|-0.138304661|0.6913602740000001|0.841070966|-0.076311525|0.417511484|-50.08559665|103.41137940000002|84.97451737|-26.77924406|-1.592488524|57.59863288|-18.9212254|45.89037038|0.411647394|2355.515804|-851.455143|1567.859561|-10.11660331|0.198117368|10.66897998|-455.247149|23.5960035|0.014051737|1.0|0.0|1.0|2.0|0.09|-8.85|5.92|58.04|3.21|0.0|106.43|-5.75|27.0|-5.08|359.4|1.0|1.0|4.41|-5.5|1.77e-06|0.000638|3.18e-06|0.00114|4.8|0.0|1.4199999999999999e-09|5.7693|4.37|3.7236|-1188.405988|-1188.3744|997.16|426.55|0.53909|-1188.1907199999998|2.8795|13.0|7.9|7.9
11_a15|0|0|0|0.0|0|0.0|1|1.435688956|0.0|-0.1758968389999999|-0.0064953419999999|0.0|-0.029665252|3|0.02962963|-0.036023137|0.0|-0.402711212|0.001806571|10.95979791|0.023543401|0|0|-0.056500144|-0.173728081|2|0.718800243|0.0234789439999999|0.796300317|0.8945381259999999|-0.064429158|0.632319408|-66.78526188|143.8088883|72.27026771|-45.76619542|-1.949155337|79.1792768|-23.02940065|56.84224275|0.470042906|3022.859488|-1335.705238|2565.707165|-15.7814467|0.260684316|11.76226306|-915.3239085|31.14961732|0.018086221|1.0|1.0|0.0|1.0|0.07|-8.9|6.69|59.51|2.52|0.0|138.24|-6.32|34.0|-5.26|448.52|1.0|0.0|4.62|-6.1|4.77e-07|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|1.27e-09|4.7106|5.04|2.9595|-1450.740771|-1450.705737|1284.85|568.22|0.58935|-1450.39211|1.3581|739.0|6.1314|6.1314
15d_a10|0|0|0|0.0|1|7.535296702|2|1.343850133|2.147544195|-0.233802395|-0.002831383|5.4161004020000005|0.0370874879999999|3|0.031742919|-0.059217023|2.04092658|-0.184039927|0.010215823|10.92970801|0.007032164|1|1|-0.092884337|-0.1786649189999999|2|0.745184875|0.02497303|0.71456262|0.87609771|-0.057588609|0.565801561|-47.58559595|67.59624856|83.49776405|-32.06793721|-1.129795872|66.95020436|-12.68949225|54.18663419|0.473858537|2967.522813|-761.3695352999999|2036.192049|-8.551449923|0.5280998339999999|16.02072769|-513.0869954|26.89020509|0.028735133|1.0|1.0|1.0|0.0|0.35|-7.82|3.44|65.3|1.54|0.0|131.43|-3.78|33.0|-7.04|441.52|0.0|0.0|3.18|-4.38|0.000167|0.0739|4.1200000000000005e-05|0.0182|2.75|0.0|1.5e-08|5.6004|2.05|3.8591|-1430.8144619999998|-1431.051425|1266.87|565.91|0.3685|-1430.733658|3.8163|69.0|7.1612|7.1612
28_a47|0|1|1|0.0|1|6.842683282|0|1.4201653580000002|1.408016295|-0.053792245|-0.009689834|4.727387819|-0.23494583|2|0.038387534|0.023813594|1.121067445|-0.436042548|-0.013020816|10.95058275|0.0467853809999999|1|1|0.06536499|-0.046265509|2|0.832144916|-0.175007067|0.614975047|0.605349345|-0.1132830309999999|0.310094808|-63.47150284|365.2310214|234.5873429|-37.72858603|-1.601689367|82.27079846|-22.66839387|82.83994768|0.472690874|2616.1598940000003|-952.0725426|1337.037733|-13.47449501|0.34774073|14.91533234|-565.9287905|34.75365534|0.031626405|1.0|1.0|1.0|2.0|0.05|-6.92|3.84|98.72|1.67|0.0|99.2|-3.67|28.0|-7.22|380.35|0.0|1.0|2.4|-3.66|0.000214|0.0816|0.000217|0.0824|1.97|0.0|1.2099999999999998e-07|3675.0|3.51|3675.0|-1335.759232|-1335.722248|995.5|461.73|0.69002|-1335.571655|8.17|25.0|7.6|7.6
36_a18|0|0|0|0.0|0|7.03438793|2|1.25117638|0.0|0.050448408|-0.006407141|4.844187086|-0.020339784|1|0.036625514|-0.05224259|0.0|-0.442092758|-0.000451777|10.94702093|0.003321395|0|0|-0.079553246|-0.079721028|0|0.741135729|-0.010091893|0.721836103|0.804293867|-0.07777765|0.3847791889999999|-56.82615305|110.8288932|139.3536816|-40.46339026|-2.074949798|65.59412783|-22.73046122|62.10402945|0.4751830729999999|2979.013751|-1477.479979|1547.485543|-16.1853561|0.187943933|18.21710397|-1052.048147|27.99124609|0.0123136069999999|1.0|0.0|1.0|3.0|0.28|-9.16|2.96|85.29|3.13|1.0|146.24|-5.68|35.0|-6.18|466.57|0.0|1.0|2.8|-5.28|2.09e-06|0.000975|5.19e-06|0.00242|4.18|0.0|6.87e-10|3.1908|7.75|3.1908|-1493.686737|-1493.661092|1350.57|636.33|0.69372|-1493.266344|2.7547|32.0|7.4949|7.4949
14l_a23|0|1|1|0.0|2|7.423568444|0|1.1979636809999998|3.402752757|0.060717916|-0.005344736|5.351858133|-0.026530366|2|0.046283951|0.042748013|0.758109562|-0.288615723|0.01269616|10.313217800000002|-0.061788679|2|2|0.07815878|-0.074441567|2|0.778602826|0.156652778|0.6906097959999999|0.921267667|-0.053549434|0.215920645|-51.59307331|40.34135162|51.94117061|-34.03690099|-1.642298442|61.54673359|-21.66909079|47.64388017|0.492922575|2879.181064|-1083.45454|2176.038061|-14.29549842|0.210373806|15.78926563|-714.7749208|27.44221375|0.01508774|0.0|1.0|1.0|1.0|0.09|-7.78|4.33|105.02|3.24|1.0|125.25|-5.85|31.0|-6.1|425.51|0.0|0.0|3.78|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|1.65e-08|3.6274|3.79|3.6274|-1669.2363289999998|-1669.224647|1185.79|560.51|0.67242|-1668.983787|8.2422|7.0|8.1798|8.1798
12f_a40|0|0|0|0.0|1|7.515889085|0|0.604990261|1.768354671|-0.03356339|-0.006206277|5.4161004020000005|-0.015621373|0|0.040501792|0.070099257|0.807254372|-0.235838511|0.008525796|10.31197207|-0.172869148|2|2|0.115814835|-0.033224348|0|0.777316288|-0.160218113|0.605644757|0.909993912|-0.067004323|3.43e-05|-45.41519509|62.72992556|49.72883796|-25.09213464|-1.150781297|56.53158029|-18.16607804|48.92668311|0.490421149|2383.68369|-635.8127312999999|628.5604981|-10.03685385|0.268555948|16.49362536|-351.2898849|24.83590915|0.0201199619999999|0.0|1.0|0.0|0.0|0.06|-7.32|5.44|67.66|3.99|0.0|98.25|-6.58|24.0|-4.76|376.26|0.0|1.0|4.76|-5.99|2.66e-07|0.0001|1.02e-06|0.0003819999999999|5.4|0.0|4.81e-08|4.3313|4.77|2.8374|-2212.359379|-2212.348599|951.55|487.85|0.6679999999999999|-2212.222254|4.8562|0.38|6.4202|6.4202
5b_a40|0|0|0|0.0|1|8.149890544|1|0.604912077|1.616656116|-0.067567502|-0.0049439079999999|6.167516491000001|0.064329005|0|0.044946237|-0.096549823|0.7222376540000001|-0.163148971|0.008515162|10.31198309|0.020344828|2|2|-0.164084255|0.007986879|0|0.817071232|-0.400500595|0.503365018|0.881264402|-0.077031845|0.313503463|-45.78637031|169.18694230000003|59.56617021|-22.96968039|-1.095213344|52.08187888|-18.31454812|48.2348504|0.477304896|2126.9310920000003|-549.4364437|764.9528181|-9.187872156|0.1709818139999999|12.47657231|-275.6361647|22.09185326|0.012549086|0.0|1.0|0.0|0.0|0.21|-5.25|4.39|75.5|2.89|1.0|84.17|-5.43|21.0|-5.42|338.21|0.0|1.0|3.83|-4.84|3.69e-06|0.00125|1.44e-05|0.00488|4.14|0.0|5.65e-06|3.9759|5.62|3.9759|-2096.782087|-2096.767375|847.01|411.1|0.59928|-2096.707754|9.3069|64.0|7.1938|7.1938
12q_a36|1|0|0|0.0|0|7.412764017000001|2|1.29701394|0.0|-0.0543475329999999|-0.00761082|5.351858133|-0.043678703|2|0.042804233|0.068040097|0.0|-0.410984299|0.0005016269999999|10.9598352|-0.0433009009999999|1|1|0.1161527719999999|-0.103922055|1|0.828371596|-0.017640538|0.8065052890000001|0.82911927|-0.07607684|0.324924033|-68.5549152|82.68142965|110.4712541|-44.31949385|-1.908775752|80.15866795|-24.67976947|61.18276554|0.486620426|2786.514757|-1233.988474|2380.245597|-15.95501778|0.231307611|14.69971555|-797.7508892000001|32.10617123|0.017949083|0.0|0.0|0.0|2.0|0.14|-7.18|2.54|69.2|2.51|0.0|128.76|-4.44|30.0|-6.49|415.88|0.0|1.0|2.34|-4.59|3.64e-05|0.0151|2.55e-05|0.0106|3.31|0.0|6.65e-08|5.2375|3.79|3.8653|-1692.544456|-1692.5102989999998|1148.35|531.58|0.39919|-1692.3116350000005|6.4226|6.0|8.2218|8.2218
13_a10|0|0|0|0.0|1|7.535296702|1|1.343837907|2.091672336|-0.059862024|-0.0057715859999999|5.4161004020000005|-0.055497169|2|0.038726287|-0.093280469|1.794073077|-0.259721373|0.00384732|10.9296146|-0.001592366|1|1|-0.154121136|-0.017015286|2|0.78472614|0.00746881|0.736686715|0.818027691|-0.094726989|0.4676169839999999|-41.62089688|174.7319717|91.99711608|-21.04167667|-1.234905671|51.21590298|-15.22715739|54.05778885|0.449563457|2261.82488|-624.3134531000001|1630.880014|-7.698174391|0.285505651|9.209972585|-315.62515|21.31179541|0.018979132|1.0|0.0|1.0|1.0|0.15|-6.6|3.81|63.83|1.88|0.0|97.14|-3.76|25.0|-6.34|328.37|0.0|1.0|2.91|-4.1|0.000176|0.0576|7.87e-05|0.0258|2.76|0.0|2.49e-07|5.8308|2.48|3.8419|-1065.874094|-1065.839441|926.41|376.77|0.34881|-1065.68351|5.3726|0.16|6.7959|6.7959
16a_a10|0|0|0|0.0|1|7.535296702|1|1.325756911|2.041062372|-0.187414728|-0.00230615|5.4161004020000005|0.023926176|2|0.0334858389999999|-0.085711535|2.009832665|-0.152205915|0.011207938|10.92947902|-0.0048530629999999|1|1|-0.133979603|-0.162508526|2|0.772481675|-0.068377262|0.72613292|0.916148686|-0.052574986|0.3637074329999999|-53.28817038|77.68598956|58.06685151|-36.90194151|-1.615964058|63.53441386|-18.049219|46.01490333|0.4629532229999999|2862.681038|-1119.0515779999998|1823.310808|-12.4990447|0.272940681|15.88633689|-774.9407716|24.82496066|0.014796066|1.0|1.0|1.0|0.0|0.3|-8.5|5.19|56.07|2.47|0.0|133.66|-5.22|33.0|-5.91|439.55|0.0|1.0|4.24|-5.17|6e-06|0.00264|6.76e-06|0.00297|4.33|0.0|3.18e-09|5.6019|3.46|3.8718|-1395.158387|-1395.13019|1310.44|629.65|332.0|-1394.797092|4.6574|47.0|7.3279|7.3279
1_a15|0|0|0|0.0|0|0.0|0|1.419940974|0.0|-0.22215316|-0.0084598019999999|0.0|-0.043374667|2|0.0381893|0.06459652|0.0|-0.541427319|0.001244652|10.95880609|-0.000905902|0|0|0.096086011|-0.1816819589999999|2|0.705825714|0.101406325|0.795437721|0.875723465|-0.068077117|0.7100707390000001|-72.24770503|121.3844816|80.34898605|-46.71058649|-1.899685524|90.40184737|-20.13460632|60.96303497|0.437969049|3000.975833|-1228.210985|2855.495631|-13.01770443|0.394072483|11.7078005|-794.0799704|33.22939752|0.0280791829999999|1.0|1.0|1.0|1.0|0.19|-10.02|6.32|74.73|2.2|0.0|132.94|-6.55|34.0|-5.38|457.52|1.0|0.0|4.68|-5.97|2.830000000000001e-07|0.00013|1.08e-06|0.000495|5.23|0.0|9.53e-11|4.3834|4.68|3.2188|-1510.136281|-1510.117336|1271.06|598.34|0.64662|-1509.785098|2.3261|44.0|7.3565|7.3565
4n_a46|0|0|0|0.126268818|1|7.825245291|1|1.13463699|2.093595994|-0.061148449|-0.004696854|5.587248657999999|-0.036492128|0|0.045335917|-0.2264394139999999|0.0|-0.234842682|0.004988019|10.94021058|-0.064683066|1|1|-0.349865095|0.070558373|0|0.722331115|-0.06655165|0.7427183759999999|0.903145407|-0.103381106|0.371438024|-47.16810275|172.8490949|53.22165035|-25.91889741|-1.459248362|51.4039205|-17.06080312|61.43721285|0.428896538|2195.786424|-801.8577467|2116.313581|-9.374920341|0.136796337|9.921794991|-440.621256|19.76451658|0.0077084869999999|0.0|1.0|1.0|1.0|0.27|-6.67|4.94|61.84|2.99|0.0|102.92|-5.43|26.0|-5.26|343.42|0.0|1.0|3.9|-5.1|3.75e-06|0.00129|7.95e-06|0.00273|4.41|0.0|2.14e-07|5.7448|4.57|3953.0|-1090.343872|-1090.302556|1011.66|502.02|0.41625|-1090.098769|8773.0|5194.0|5.2845|5.2845
8_a20 (IN-1130)|1|0|0|0.0|0|6.842683282|0|1.400923668|0.0|0.063195236|-0.009430196|4.727387819|-0.124997065|2|0.0396875|0.1728459339999999|1.622562232|-0.528090969|-0.006620594|10.94899447|-0.0574882679999999|1|1|0.293415753|-0.049177437|2|0.760688473|-0.1221465319999999|0.7741509329999999|0.7274271309999999|-0.09623672|0.354945501|-64.75689362|336.574332|180.4986934|-42.88223811|-1.858010535|77.31081766|-23.66117267|74.19702161|0.4824986429999999|2849.395895|-1230.3809789999998|1829.419484|-15.66851008|0.251893628|15.46983888|-814.7625241000001|31.628086|0.018957805|1.0|1.0|1.0|2.0|0.08|-9.63|4.08|110.44|1.33|0.0|122.86|-4.85|32.0|-6.83|420.47|0.0|1.0|3.14|-4.55|1.42e-05|0.00596|2.82e-05|0.0119|2.87|0.0|2.34e-10|4.9797|4.53|3.2329|-1368.412748|-1368.372708|1192.01|517.94|0.4377|-1368.118751|5.4751|36.0|7.4437|7.4437
4_a3|0|0|0|0.0|0|6.823286122000001|0|0.60501714|0.0|0.2122551539999999|-0.008561428|4.727387819|-0.161259999|1|0.035345345|-0.08769805|1.882124381|-0.325334256|-0.008407895|10.31162267|0.0248526079999999|1|1|-0.208888686|0.053425134|1|0.721302096|-0.028924747|0.628171026|0.74053397|-0.110345083|0.5842630360000001|-46.9200748|235.6982345|123.350856|-22.30593113|-1.381735991|51.71950126|-18.76802992|56.26480013|0.415852758|2142.972568|-656.8810472|1548.626215|-8.922372453|0.133023729|8.648209506|-312.2830359|21.6476858|0.0100954959999999|1.0|0.0|1.0|1.0|0.0|-7.53|5.17|80.04|3.07|0.0|92.65|-5.69|23.0|-5.21|321.37|0.0|1.0|4.09|-5.09|2.02e-06|0.00065|8.22e-06|0.00264|4.3|0.0|2.950000000000001e-08|5.9341|3.53|3.4771|-1355.332318|-1355.303098|858.45|338.33|0.3809|-1355.192416|3.1409|1259.0|5.9|5.9
18b_a25|0|0|0|0.0|1|6.842683282|0|1.194228955|1.824998189|-0.147813831|-0.003259453|4.727387819|0.0131826839999999|2|0.038137255|-0.018632104|2.003993644|-0.189048258|0.006181503|10.31286058|0.0009956189999999|1|1|-0.032776381|-0.034703635|2|0.7723870909999999|-0.026045966|0.6915652390000001|0.936253893|-0.063132226|0.348987182|-55.18621997|80.36582704|44.73187305|-38.7252349|-1.6515302369999998|64.81723515|-21.46130777|53.27347337|0.493622561|3051.645565|-1158.910619|2327.4502850000003|-15.05981357|0.215220531|17.09119768|-813.229933|27.34692815|0.013724883|1.0|1.0|1.0|1.0|0.07|-9.84|5.59|111.51|2.2|1.0|138.56|-6.54|34.0|-5.93|460.55|0.0|1.0|4.35|-5.71|2.87e-07|0.000132|1.95e-06|0.000899|4.48|0.0|1.4500000000000002e-10|5.5437|4.32|3.6826|-1767.52411|-1767.494087|1284.89|612.24|0.36733|-1767.2232149999998|2752.0|51.0|7.2924|7.2924
11c_a31|1|0|0|0.0|0|7.765993078999999|1|0.6101368770000001|0.0|0.069254998|-0.0184155389999999|5.733341277|-0.141329185|0|0.037731481|-0.031640011|0.0|-0.847114804|-0.011679927|10.31169916|-0.085216451|2|2|-0.0512371409999999|-0.0992097109999999|0|0.839810365|0.013528742|0.787929678|0.564143263|-0.138002689|0.3608415239999999|-82.24513417|264.7428792|255.2562173|-48.16624372|-1.825664624|99.31985763|-24.864808|100.8824395|0.47997061|2470.585429|-1069.186744|1770.045716|-14.56188764|0.323910768|13.95917988|-626.1611682999999|36.77740577|0.029155542|0.0|1.0|1.0|2.0|0.28|-5.84|3.64|125.57|1.03|0.0|97.32|-5.11|26.0|-6.56|371.41|0.0|1.0|3.04|-3.98|7.68e-06|0.00285|0.000105|39.0|2.82|0.0|1.45e-06|3.8551|4.47|3.8551|-1559.3980869999998|-1559.353434|1022.77|512.9|0.7005899999999999|-1559.194237|7.5091|0.13|6.8861|6.8861
14c_a23|0|1|1|0.0|2|7.423568444|0|1.197962449|3.349976042|0.06596946|-0.005822256|5.351858133|-0.024758731|2|0.043538647|0.04174584|0.743546646|-0.296935034|0.010682694|10.31321813|-0.047410593|2|2|0.077009731|-0.071484865|2|0.793551289|0.1114214519999999|0.659570836|0.922935039|-0.0567889659999999|0.2273163289999999|-53.17009158|38.43627129|51.21382308|-35.33439343|-1.600173862|64.05912299|-22.62557089|50.26125234|0.459622824|2955.304496|-1063.401832|2379.221378|-15.0359121|0.2165924689999999|14.49533577|-706.6878684999999|28.88097191|0.016385474|0.0|1.0|1.0|1.0|0.05|-7.99|4.67|105.02|3.51|1.0|125.29|-6.13|31.0|-6.03|445.93|0.0|0.0|4.0|-5.55|7.49e-07|0.000334|2.83e-06|0.00126|4.21|0.0|1.02e-08|3.7031|4.1|3.7031|-2089.523959|-2089.501598|1177.63|549.86|0.56781|-2089.293299|10.369000000000002|2.0|8.6253|8.6253
