molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|AATSC1c|SRW07|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|WNSA5|RPCS|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|TPSA_y|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12a_a5|0.0|1|0|0|2.981252568|0|7.139660336|1|-0.00166971|5.209486153|0.043132749|-0.0036987359999999|0.0|-0.09350376|0.00873078|-0.114419442|-0.032601907|1|1|0.008649556|-0.006024869|-0.093973419|-0.175245466|0.762866363|0.779533861|0.1121034509999999|-0.063558439|0.829536345|0|0.894590896|-0.058605038|0.337539208|0.0081891369999999|-36.01436435|5.032443973|13.74268646|-25.55893402|0.0|50.40529807|-15.99663329|41.04680832|0.457755771|2524.410428|-831.8249311000001|899.5599904|0.844187448|5294.775577|155.6073368|21.42066499|0.014342828|1113.8745800000002|8.814051518|0.0|1.0|1.0|1.0|0.21|23.0|57.7|1.0|0.0|1.0|-4.27|4.0|381.47|1.0|3.58|5.37e-05|0.0205|2.56e-05|3.38|0.0|0.0|1.4800000000000003e-09|5.660000000000001e-07|-0.04076|4.6865|2.91|4.1610000000000005|667.31|1140.24|297.97|508.81|0.67169|-0.21228|0.03567816|-1201.8082029999998|3.9457|7.7212|7.7212
47c_a18|0.0|0|0|0|0.0|0|7.03438793|1|-0.007068829|4.844187086|-0.048726885|0.047739847|0.0|-0.537230966|0.0007979619999999|-0.058748345|0.028947131|0|0|0.002674691|0.071793992|-0.320309303|-0.455055055|0.784328127|0.758269842|-0.027873485|0.050944273|0.7912974190000001|0|0.8128616409999999|-0.0715759629999999|0.246894346|0.015864085|-57.54296759|12.75381432|67.68084951|-60.75445536|103.416376|88.76073429|-25.88035487|70.29678191|0.489290189|3228.879782|-1889.265906|2027.892739|0.958059115|7527.530240999999|201.7910841|34.55329606|0.016406766|2522.390613|13.19009806|1.0|1.0|1.0|3.0|0.3|18.0|97.76|3.0|1.0|1.0|-5.73|4.0|513.63|0.0|2.42|1.84e-06|0.000947|8.12e-06|3.98|1.0|1.0|6.67e-10|3.42e-07|-0.0449|3.1096|7.72|3.1096|850.89|1505.09|398.71|790.07|0.6983199999999999|-0.17331|0.03115159|-1664.277127|3.8573|8.5229|8.5229
12al_a36|0.0|1|0|0|3.469383582|0|7.412764017000001|2|-0.008463062|5.351858133|-0.04314418|0.1030147719999999|0.0|-0.4908576189999999|0.00127667|-0.074215038|-0.031635802|1|1|0.003077071|0.172830414|-0.239932418|-0.404703593|0.8913597320000001|0.8344566859999999|0.125005134|-0.055405405|0.885733922|0|0.801179217|-0.077842923|0.2689491989999999|0.026927826|-51.22331485|17.71943397|114.2305891|-45.86257662|0.0|86.77628559|-23.23210974|68.94274882|0.456856406|2843.740855|-1254.533926|2244.88081|0.841133748|6049.668466|216.4375922|34.61874732|0.025956027|1869.412355|17.07995636|1.0|1.0|0.0|2.0|0.17|17.0|78.43|1.0|0.0|1.0|-3.95|5.0|411.46|0.0|1.81|0.000113|0.0464|8.499999999999999e-05|2.65|1.0|0.0|2.03e-07|8.340000000000001e-05|-0.04998|3878.0|2.92|3.5511|702.95|1181.84|349.14|554.23|0.70417|-0.1955599999999999|0.03469224|-1347.257936|8.1781|7.3188|7.3188
14y_a23|0.0|0|1|1|0.0|2|7.423568444|0|-0.005875443|5.351858133|-0.022719307|0.041892637|0.731397292|-0.2996475999999999|0.009174505|-0.051539811|-0.031435038|2|2|0.007229683|0.07646106|-0.125978901|-0.4598871539999999|0.719722236|0.802520527|0.137426346|-0.049318182|0.8668730109999999|1|0.925252932|-0.057809342|0.2271539169999999|0.018804822|-39.9727336|13.00274534|39.66769923|-38.54233552|82.29531392|67.16839951|-23.71943531|52.97547894|0.486730407|3096.562257|-1114.8134599999998|2336.815247|0.948293868|7320.809595999999|149.890474|30.28429949|0.016527|1423.362076|11.42772654|0.0|0.0|1.0|1.0|0.05|26.0|105.02|2.0|0.0|1.0|-6.77|4.0|480.37|0.0|4.45|1.7e-07|8.18e-05|7.37e-07|4.83|0.0|0.0|2.6899999999999996e-09|1.29e-06|-0.08374|3.6413|4.73|3.6413|713.1|1217.48|340.49|585.2|0.61338|-0.2331599999999999|0.01307741|-2548.953933|6.5205|8.4225|8.4225
9_a4|0.0|0|0|0|0.0|1|7.535296702|1|-0.00136737|5.4161004020000005|0.016639331|-0.019160308|2.137757657|-0.064266379|0.010709527|-0.091393763|-0.0454860859999999|1|1|0.009731833|-0.030976753|-0.076824065|-0.172904817|0.625717993|0.801082857|-0.151437311|-0.072130166|0.861113198|1|0.937102792|-0.052625548|0.472497372|0.009037784|-28.63837014|4.918284148|13.6577411|-20.60179129|45.21212204|43.71760622|-14.08655666|33.55665428|0.43745176|2359.945586|-605.7219363|2012.840082|0.777625327|5387.230364999999|112.7072422|17.76608225|0.010768243|763.9415367|5.859985199|1.0|1.0|1.0|0.0|0.19|21.0|43.6|2.0|0.0|1.0|-4.76|3.0|360.84|1.0|4.17|1.73e-05|0.0062299999999999|7.06e-06|4.14|0.0|0.0|6.9e-09|2.49e-06|-0.05256|4.7284|3.87|4.0137|586.24|999.93|308.91|430.12|0.6464|-0.22204|0.02116575|-1489.41872|5.4739|7.3188|7.3188
21_a47|0.0|0|1|1|0.0|1|6.86171134|0|-0.010650348|4.727387819|-0.13650463|-0.034419528|1.028199909|-0.511216716|-0.006808306|-0.004063946|0.057225853|1|1|-0.004332497|-0.090969103|-0.277479519|-0.5406500129999999|0.612295986|0.826796636|-0.080213904|0.0927058819999999|0.8856299320000001|1|0.70582155|-0.082614966|0.3188717339999999|0.022739546|-46.63227351|12.83540744|34.75044485|-30.34731959|47.95893876|70.10126935|-19.11612865|59.46768095|0.463113582|2691.697803|-860.2257893999999|1402.202743|0.862591353|6103.311635|200.4681737|29.64451905|0.028943339|1334.003357|16.33715751|0.0|1.0|1.0|2.0|0.1|21.0|84.73|1.0|0.0|1.0|-4.44|6.0|394.38|0.0|3.43|3.6e-05|0.0142|4.84e-05|3.0|0.0|0.0|1.98e-08|7.8e-06|-0.06339|3917.0|4.43|3917.0|583.37|1014.33|316.53|441.93|0.68296|-0.2249699999999999|0.03299607|-1374.914223|4.9172|8.3|8.3
27b_a34|0.0|0|0|0|0.0|1|7.412764017000001|1|-0.010183855|5.351858133|-0.016803292|-0.106245942|0.0|-0.549928192|-0.001438963|-0.029622037|-0.027175221|1|1|0.001228116|-0.175834895|-0.322091086|-0.463926296|0.820914556|0.7722228729999999|0.00102838|-0.047542374|0.8299950709999999|0|0.783431788|-0.08757938|0.3307451819999999|0.031021066|-57.66200309|20.42417736|150.83624440000003|-47.54648562|540.9533124|87.24055613|-24.553278|78.08618045|0.4072752529999999|2835.31543|-1227.6639|2431.595232|0.687123753|6032.666081|189.4124225|34.46979951|0.022820627|1723.489976|15.02503259|1.0|1.0|1.0|1.0|0.12|23.0|84.99|2.0|0.0|1.0|-5.23|5.0|409.44|0.0|3.46|5.92e-06|0.00243|1.1e-05|3.75|0.0|0.0|6.53e-09|2.67e-06|-0.04121|4.8168|4.33|4.0935|691.97|1174.68|302.88|577.39|0.70001|-0.20649|0.03640275|-1349.873325|15.2147|6.1871|6.1871
IN1166_a11|0.0|1|0|0|3.433539068|0|6.842683282|0|-0.006882528|4.727387819|-0.008507023|0.018376555|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|-0.037793156|1|1|-0.001446486|0.032420935|-0.223618825|-0.462344944|0.841211811|0.765593573|0.102257199|-0.067328767|0.827254552|1|0.863273559|-0.073965061|0.551933595|0.0200246639999999|-51.07061499|13.82641888|112.0066065|-42.74230509|20.83871871|76.76995134|-21.84820685|64.89703387|0.463497159|2865.055175|-1114.258549|2953.475057|0.8639230290000001|6310.825439|211.0745642|31.46783535|0.021531291|1604.859603|14.86669859|1.0|1.0|1.0|2.0|0.08|27.0|103.17|1.0|0.0|0.0|-5.11|5.0|417.47|0.0|3.31|7.74e-06|0.00323|1.65e-05|3.27|0.0|0.0|6.59e-11|2.75e-08|-0.07275|4.9857|3.36|3.2827|704.48|1198.36|377.7|554.63|0.6998300000000001|-0.21098|0.04189898|-1347.073528|4.3481|7.9318|7.9318
2_a1|0.0|0|0|0|0.0|1|7.535296702|1|-0.004621682|5.4161004020000005|-0.014296455|-0.1056298369999999|0.0|-0.175623923|0.001576763|-0.0619710709999999|0.101798469|1|1|0.003205156|-0.237981258|-0.326716897|-0.422863867|0.571324013|0.795932678|0.079586368|0.1766333219999999|0.8571146190000001|0|0.808210065|-0.0622285999999999|0.220315042|0.011282631|-28.32386891|5.135384136|6.281701359|-16.00805425|84.54541681|43.24570924|-12.05838656|33.45925305|0.39830426|1884.85038|-422.0435297|1378.496713|0.6619695520000001|3920.383175|139.0945801|17.36508791|0.017741989|607.7780769999999|8.075415099999999|1.0|1.0|1.0|0.0|0.18|17.0|30.71|0.0|0.0|1.0|-3.06|3.0|279.31|1.0|3.21|0.000871|243.0|0.000167|2.76|0.0|0.0|6.64e-07|0.000185|-0.02966|4.0877|3.31|4.0877|489.42|807.98|303.31|355.79|0.7007899999999999|-0.19826|0.024658671|-920.123726|5.2754|5.2366|5.2366
3_a20 (SB-525334)|0.0|1|0|0|3.502142227|0|6.880384082000001|0|-0.005492814|4.727387819|-0.053897691|0.001821898|1.728260385|-0.274640708|0.001924142|-0.175513234|-0.119584218|1|1|0.0033523629999999|0.002992397|-0.277724429|-0.500412918|0.818922083|0.7186587|0.087932573|-0.17447922|0.76423988|1|0.8756647679999999|-0.061128029|0.246005838|0.0123308269999999|-34.52869143|6.965173618|43.70154849|-29.26136697|0.0|58.45718743|-16.53287135|41.49386505|0.457398769|2243.481559|-777.0449536|1782.992456|0.8429740729999999|4905.195832|121.495147|21.06338405|0.0117802769999999|989.9790502999998|6.654190521|1.0|1.0|1.0|1.0|0.24|21.0|67.35|1.0|0.0|1.0|-4.85|4.0|343.42|1.0|3.63|1.42e-05|0.00489|1.88e-05|3.74|0.0|0.0|4.07e-09|1.4e-06|-0.0671399999999999|4.9821|3.9|3.1728|605.71|1030.31|390.77|498.74|0.70168|-0.20131|0.02096048|-1086.383308|4.8164|6.7905|6.7905
11e_a5|0.0|1|0|0|2.971327032|0|7.139660336|1|-0.003208975|5.209486153|0.038643235|-0.07965|0.0|-0.192538515|0.008268901|-0.16669151|-0.010236262|1|1|0.008721244|-0.127225457|-0.147721258|-0.234433859|0.77509232|0.775794895|-0.048843135|-0.02059071|0.8215345|0|0.876758791|-0.062865536|0.372098505|0.0120552589999999|-41.64560703|7.986070113999999|62.84782002|-34.67724171|0.0|63.5644542|-18.69519243|49.63167715|0.483563144|2721.416353|-1046.930776|960.0428704|0.936345148|5675.693973|184.4042616|25.90670947|0.016933845|1450.77573|11.21791539|0.0|1.0|1.0|1.0|0.24|23.0|66.93|2.0|0.0|1.0|-4.65|5.0|411.5|1.0|3.63|2.23e-05|0.00919|1.9e-05|3.56|0.0|0.0|1.13e-09|4.64e-07|-0.03808|4.4179|2.91|4.1036|717.76|1220.1|302.14|571.06|0.6505|-0.20559|0.03460011|-1316.301553|2.8694|7.3979|7.3979
14b_a3|0.0|0|0|0|0.0|0|6.823286122000001|0|-0.009130444|4.727387819|-0.1160619169999999|-0.1551678719999999|1.7086790859999998|-0.356087317|-0.00603969|-0.008040839|-0.102362298|1|1|-0.004161699|-0.288944272|-0.094863591|-0.575695827|0.882394075|0.7809478329999999|-0.133815639|-0.170297225|0.848135222|1|0.786476513|-0.090994113|0.379746504|0.012828558|-44.49789848|6.273415527999999|252.49572540000003|-24.15156108|82.79166784|57.87172082|-17.83445545|50.77131401|0.487615651|2160.565755|-642.0403962|1289.104749|0.951659927|4803.535505|113.9829058|23.25478753|0.017348996|837.1723509999999|8.483998032|0.0|1.0|1.0|1.0|0.06|21.0|105.82|0.0|0.0|1.0|-4.45|4.0|319.38|0.0|2.82|3.54e-05|0.0113|0.000103|2.58|0.0|0.0|1.28e-07|4.08e-05|-0.06676|3.0724|2.22|3.0724|524.27|879.19|403.54|368.39|0.70123|-0.19618|0.02844675|-1327.398177|3.8724|6.4202|6.4202
7l_a46|0.0|0|0|0|0.0|1|7.727094485|1|-0.00090473|5.533389489|0.017668261|-0.203375108|0.0|-0.038903382|0.013150047|-0.074511843|0.050638298|1|1|0.0125870169999999|-0.331246137|-0.143129469|-0.1082221709999999|0.659888413|0.7746144629999999|-0.1237456669999999|0.076724694|0.825629852|0|0.907148114|-0.0565894359999999|0.253138137|0.011594057|-27.30136533|5.5935102720000005|8.13531199|-14.63933792|51.39110437|38.22273917|-10.620390400000002|32.8948756|0.46327253|1920.310099|-424.8156159|1246.417766|0.863142947|4046.614178|156.9538706|15.74158869|0.016330867|629.6635476|7.878766604|1.0|1.0|1.0|0.0|0.28|17.0|43.6|0.0|0.0|1.0|-3.18|3.0|290.36|1.0|2.86|0.000668|0.1939999999999999|0.0001889999999999|2.61|0.0|0.0|5.19e-07|0.000151|-0.03324|4.5464|2.42|4.5464|517.29|879.87|272.71|414.82|0.68834|-0.2231699999999999|0.025086919|-915.493986|3.9009|5.7122|5.7122
16_a15|-3.726252327|0|0|0|0.0|0|0.0|0|-0.008593957|0.0|-0.463771194|-0.003882928|0.0|-0.4898555739999999|-0.009769916|-0.109386268|-0.011969556|0|0|-0.00379317|-0.006331105|-0.0764246109999999|-0.528097878|0.787100127|0.729432583|0.080837546|-0.018331526|0.77948108|0|0.723597405|-0.08870471|0.7427725270000001|0.0070920509999999|-60.63825695|4.848103252|53.93878231|-47.4317527|17.68542055|76.07332645|-26.98327637|65.48636021|0.419910645|3173.773379|-1457.096924|3014.308422|0.7238723509999999|6931.531554000001|89.91997762|31.07023998|0.009783192|1677.792959|6.687758643|1.0|0.0|1.0|2.0|0.08|24.0|115.58|2.0|0.0|1.0|-6.0|6.0|446.52|0.0|3.59|9.89e-07|0.000442|6.14e-06|3.88|0.0|0.0|6.1e-10|2.72e-07|-0.04082|4.1731|8.26|4.1295|716.79|1229.58|300.24|600.98|0.66615|-0.20953|0.06079704|-1770.281427|11.7447|7.6778|7.6778
3k_a32|0.0|1|1|1|3.644417045|0|7.97831097|0|-0.005745086|5.973809612|-0.001250803|-0.047167919|2.256213388|-0.270019022|0.001221534|-0.0902541999999999|-0.077097565|3|3|0.002509816|-0.084055305|-0.090775221|-0.5265375529999999|0.816196288|0.779649252|-0.127713677|-0.129124455|0.8306695270000001|1|0.8777482409999999|-0.0711378679999999|0.31016741|0.0123637989999999|-40.10830541|6.970844822|80.0971996|-28.87643819|0.0|58.16707081|-16.67514938|47.07915023|0.472646737|2392.3436100000004|-717.0314235000001|1970.06814|0.89626209|5259.698672|123.7157466|21.36272325|0.012327787|918.5970998|6.9505405620000005|1.0|1.0|1.0|1.0|0.32|19.0|110.94|2.0|0.0|1.0|-7.04|3.0|366.5|0.0|4.75|9.16e-08|3.3600000000000004e-05|2.47e-06|4.97|0.0|0.0|5.86e-08|2.15e-05|-0.05321|3.5363|3.81|3.5363|611.65|1022.89|350.6|452.36|0.70268|-0.19988|0.02654958|-1750.0122420000002|5689.0|8.0605|8.0605
12az_a36|0.0|1|0|0|3.465535084|0|7.412764017000001|2|-0.009570959|5.351858133|-0.040156368|0.078817323|0.0|-0.593399474|0.000482522|-0.024018255|-0.012800556|1|1|0.002872872|0.129156742|-0.289604649|-0.387734368|0.884226781|0.812921349|-0.061924322|-0.021825174|0.858971809|0|0.819163613|-0.071762413|0.411597359|0.034771534|-50.28669997|24.36575918|60.11023222|-52.96429617|8.104966044|99.82512582|-23.45695404|74.65245915|0.462897841|3039.528467|-1360.503334|2455.7577530000003|0.861843195|6700.839465|291.60189260000004|40.17530387|0.034594361|2330.167624|24.24160725|1.0|1.0|1.0|2.0|0.21|17.0|87.66|1.0|0.0|1.0|-4.11|6.0|441.49|0.0|1.75|7.75e-05|0.0342|7.13e-05|2.62|0.0|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|3.8863|2.68|3.6095|737.12|1252.18|343.5|576.54|0.70333|-0.19846|0.02800521|-1461.750394|7.821000000000001|7.2366|7.2366
3j_a32|0.0|1|1|1|3.564417045|0|8.234564993|0|-0.006580847|6.3044488020000005|-0.017889768|-0.029763115|2.248764828|-0.269814716|-0.000202965|-0.086191775|-0.052622352|3|3|0.001173363|-0.055211759|-0.097980957|-0.528541012|0.812195122|0.824282683|-0.020129489|-0.084553991|0.8884057059999999|1|0.865101945|-0.070289671|0.27811778|0.013773753|-37.33051857|7.315176208|47.55031019|-26.79963418|0.0|58.58770587|-16.36574867|44.64569478|0.4482615029999999|2282.569698|-605.5327007000001|1778.1826620000002|0.812452828|4866.613493|133.42496409999998|21.85672669|0.015301673|808.6988876|8.126647477|1.0|1.0|1.0|1.0|0.24|19.0|110.94|1.0|0.0|1.0|-5.92|3.0|338.45|0.0|4.09|1.21e-06|0.0004089999999999|1.58e-05|3.89|0.0|0.0|2.03e-07|6.86e-05|-0.05361|3.4982|3.02|3.4982|564.55|934.19|354.42|405.19|0.7028|-0.19859|0.02833407|-1671.402462|5.9266|8.0969|8.0969
6_a1|0.0|0|0|0|0.0|1|7.535296702|1|-0.005477033|5.4161004020000005|0.021203156|-0.114683042|0.0|-0.230035376|0.005054086|-0.00983397|-0.0538497079999999|1|1|0.006851583|-0.180874123|-0.3632559589999999|-0.353456514|0.781885145|0.798346291|0.13761072|-0.095907969|0.8524898329999999|0|0.8782596159999999|-0.057199415|0.212044989|0.021009352|-27.63847818|10.15161645|64.63457366|-18.076387|95.13138767|49.61122373|-11.51080589|37.79009463|0.4218263379999999|1956.144556|-448.9214297|1383.161829|0.7295841470000001|4061.042516|204.5077752|19.95772445|0.025250885|778.3512535|12.20110458|1.0|1.0|1.0|0.0|0.22|17.0|39.94|0.0|0.0|1.0|-3.12|3.0|291.35|1.0|2.82|0.0007599999999999|221.0|0.00021|2.63|0.0|0.0|9.51e-07|0.000277|-0.02214|4.0635|2.81|4.0635|527.41|875.29|305.12|405.23|0.69818|-0.1899799999999999|0.027384499|-935.378591|8.0033|5.2924|5.2924
14ac_a23|0.0|0|1|1|0.0|2|7.423568444|0|-0.011656739|5.351858133|-0.4422550999999999|0.016532702|0.544211741|-0.66443411|-0.0066006519999999|0.0518788009999999|0.043387326|2|2|-0.004445662|0.068237909|-0.287952039|-0.562985112|0.5562570379999999|0.7797862459999999|0.1374474|0.054652466|0.834426845|1|0.931143634|-0.0883661019999999|0.300389872|0.016832361|-66.72452104|12.70997824|57.45545019|-55.36344264|0.327656318|87.75911516|-33.20157553|79.43449928|0.489147172|3695.344378|-1759.6835030000002|3417.45156|0.95751094|9203.543798|145.1421706|41.10214358|0.019122137|2178.41361|14.43896921|1.0|1.0|1.0|1.0|0.12|26.0|105.02|2.0|0.0|1.0|-7.31|10.0|547.48|0.0|5.43|4.92e-08|2.69e-05|2.24e-07|5.35|0.0|2.0|9.25e-10|5.06e-07|-0.08813|4.0014|4.93|3.6325|751.54|1285.58|341.32|627.76|0.69962|-0.23868|0.02262555|-2303.819891|8.6341|8.3851|8.3851
19h_a38|0.0|1|0|0|3.2723542610000003|0|7.412764017000001|2|-0.007781653|5.351858133|-0.082283951|0.14165187|0.0|-0.420209249|-0.002526241|-0.043452674|-0.070688288|1|1|-0.000673716|0.303981987|-0.217394466|-0.420225236|0.724208473|0.819222745|-0.054149342|-0.121374121|0.8741648479999999|0|0.7746288020000001|-0.082211319|0.3263113569999999|0.021234963|-48.43313101|12.51014765|136.81322659999998|-38.17354026|0.0|76.70128100000001|-23.32673803|60.94327866|0.47459722|2774.611523|-1166.336902|1839.424968|0.903301693|6253.901215|145.047677|30.94580137|0.020207411|1547.290068|11.90478646|1.0|1.0|1.0|3.0|0.14|17.0|81.23|1.0|0.0|1.0|-4.14|4.0|401.44|0.0|2.66|7.209999999999999e-05|29.0|6.77e-05|2.78|0.0|0.0|1.4e-07|5.610000000000001e-05|-0.05708|3.7384|3.41|3.5358|626.65|1092.17|350.65|452.01|0.69012|-0.20379|0.03396934|-1331.999352|9.0777|8.0348|8.0348
18a_a25|0.0|0|0|0|0.0|1|6.842683282|0|-0.0029953159999999|4.727387819|-0.019008377|0.062229409|2.050257213|-0.170732995|0.007643634|-0.018419483|-0.019985937|1|1|0.007325341|0.106305991|-0.06333068|-0.2936794219999999|0.761417363|0.7385460309999999|-0.039007784|-0.035531959|0.792935475|1|0.931628386|-0.055926422|0.341320954|0.0095281269999999|-37.07961488|6.317215793|75.74077952|-34.36707071|0.0|59.45091020000001|-20.53845469|43.39683067|0.493301255|2857.88027|-1088.538099|2331.966135|0.973559258|6523.923911999999|121.2825364|25.136651|0.011486699|1332.242503|7.615762647|1.0|1.0|1.0|1.0|0.08|27.0|87.72|2.0|0.0|1.0|-6.33|3.0|435.54|0.0|4.53|4.65e-07|0.000202|1.71e-06|4.76|0.0|0.0|1.67e-10|7.28e-08|-0.05591|5.4965|4.51|3.1711|694.17|1229.09|390.98|556.26|0.5274399999999999|-0.21323|0.02456497|-1675.04368|4.3839|7.0269|7.0269
19e_a38|0.0|1|0|0|3.376977671|0|7.412764017000001|2|-0.007550899|5.351858133|-0.10490608|0.021678225|0.0|-0.4379521229999999|-0.001197042|-0.104569193|-0.038386106|1|1|0.000347207|0.045449529|-0.191751024|-0.436305701|0.723755855|0.839953955|0.04818471|-0.064035403|0.89459881|0|0.776562593|-0.083623427|0.552393659|0.02118651|-56.34606212|14.27562164|118.734325|-46.37503972|16.39385667|82.37885703|-25.49088538|70.62168376|0.4655978389999999|2920.436229|-1376.50781|3426.997928|0.871249918|6531.762734|168.99691289999998|34.02454948|0.020114756|1837.325672|13.55346651|1.0|1.0|1.0|3.0|0.12|17.0|81.23|2.0|0.0|1.0|-4.94|4.0|427.48|0.0|3.3|1.15e-05|0.0049|1.89e-05|3.55|0.0|0.0|5.27e-08|2.25e-05|-0.05139|5.2322|4.08|3.8587|685.34|1183.12|321.31|532.67|0.58509|-0.20723|0.03483011|-1409.37733|8.0952|8.0083|8.0083
47g_a18|0.0|0|0|0|0.0|0|7.03438793|1|-0.005817448|4.844187086|-0.034211867|-0.048472184|0.0|-0.477030713|0.0036509859999999|0.033759227|-0.008224928|0|0|0.00531392|-0.071877686|-0.3927204379999999|-0.4138670829999999|0.765824398|0.750610215|-0.009917608|-0.014370598|0.780474694|0|0.834424154|-0.065225536|0.413435809|0.013404131|-55.35188184|11.37505183|111.5517627|-61.55384106|47.07867403|86.33162323|-24.79003275|66.72693367|0.4913566339999999|3367.0578530000003|-1958.412588|2268.439188|0.966014041|7870.887027|227.5405903|33.87214455|0.016259076|2675.8994190000003|13.79782369|1.0|1.0|1.0|2.0|0.34|18.0|88.97|3.0|1.0|1.0|-6.11|4.0|541.68|0.0|2.83|7.76e-07|0.000421|3.01e-06|4.52|1.0|1.0|6.04e-10|3.27e-07|-0.04413|3.0965|8.13|3.0965|905.71|1604.37|400.4|874.26|0.69828|-0.17202|0.02960182|-1742.847918|5.9864|8.0458|8.0458
14q_a23|0.0|0|1|1|0.0|2|7.423568444|0|-0.0101981219999999|5.351858133|-0.130330047|0.064903564|0.720966302|-0.5608967029999999|0.002243702|-0.058543701|-0.056324491|2|2|0.002496501|0.121109106|-0.033435987|-0.573130981|0.77007911|0.808928963|0.067394607|-0.089657283|0.871119857|1|0.773194598|-0.08960718|0.227948491|0.02158178|-61.51997721|14.81701129|350.836102|-45.42467289|97.13675614|79.42966327|-27.24379301|76.3369885|0.472004985|3097.399651|-1389.433443|2213.1193780000003|0.893957277|6982.066379000001|152.86702240000002|35.04742005|0.01932289|1787.418422|13.26616596|0.0|1.0|0.0|2.0|0.04|26.0|148.11|1.0|1.0|1.0|-5.21|5.0|454.51|0.0|2.62|6.11e-06|0.00278|4.03e-05|2.46|0.0|0.0|1.11e-07|5.03e-05|-0.08159|3.6431|4.19|3.6431|714.22|1222.17|340.33|554.59|0.5949|-0.23013|0.03458552|-1798.433122|12.0503|7.8069|7.8069
12at_a36|0.0|1|0|0|3.4361495580000003|0|7.412764017000001|2|-0.010886502|5.351858133|-0.073048351|0.054794728|0.0|-0.653190113|-0.001148437|-0.076129505|-0.037590959|1|1|0.000906224|0.091520225|-0.227404687|-0.48127276|0.817851296|0.8384626709999999|-0.08859337|-0.063825255|0.890810337|0|0.751856692|-0.084721769|0.301423347|0.029516069|-58.66704838|20.43891035|95.16663336|-53.05210062|80.75773169|95.60375457|-25.99374995|79.10595873|0.49342323|3041.832389|-1455.649997|2388.600265|0.974034457|6537.399158|225.4381077|38.54110857|0.027424543|2158.30208|18.99059683|1.0|1.0|0.0|2.0|0.17|17.0|95.5|1.0|0.0|1.0|-4.18|6.0|439.47|0.0|1.76|6.579999999999999e-05|0.0289|8.36e-05|2.53|0.0|0.0|2.42e-07|0.000106|-0.05703|4.7133|4.5|3.8408|733.29|1238.61|322.81|589.75|0.6802600000000001|-0.2131|0.03651452|-1460.61293|8.9532|7.1079|7.1079
11_a47|0.0|0|0|0|0.0|0|0.0|0|-0.007767503|0.0|-0.156077888|-0.0586047379999999|1.311097861|-0.427212659|-0.007419345|0.081235787|0.046339015|0|0|-0.00580273|-0.120383371|-0.079543257|-0.451384505|0.702719047|0.715054643|-0.058523885|0.07716247|0.770028429|1|0.796863393|-0.08164597|0.572646116|0.008462682|-50.01659041|5.184267117|119.4035378|-36.20974614|1.882633323|66.9895812|-22.02062158|55.20085753|0.4686568239999999|2842.168734|-1123.0517|2201.328597|0.8820228529999999|6736.717611|112.34605729999998|26.96593732|0.0128657439999999|1375.2628029999998|7.881596968999999|1.0|1.0|1.0|2.0|0.04|28.0|70.93|2.0|0.0|0.0|-6.29|5.0|422.45|0.0|4.69|5.110000000000001e-07|0.000216|9.32e-07|5.06|0.0|0.0|2.81e-11|1.19e-08|-0.05094|3.7253|4.84|3.7253|654.49|1146.42|332.82|549.52|0.6915399999999999|-0.20554|0.03959805|-1395.980918|4.6111|7.4|7.4
