molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|AATSC1s|n6HRing|MATS7i|SaaaC|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|BIC2|MATS8s|SIC2|RASA|FNSA5|PBF|PNSA5|PPSA3|RNCS|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12e_a36|0.0|1|0|3.490984269|0.0|0|7.412764017000001|2|2|1.29704412|-0.043085717|2|0.144415507|0.0|-0.0586405829999999|-0.084051264|1|0.003962098|0.244642918|-0.43688276|1|0.7975411790000001|-0.010494913|0.847602953|0.838086387|-0.100988761|0.4347714629999999|-64.2330904|12.12502373|65.27404529|-0.036203518|7.71202397|5.735288795|0.7610764190000001|-1.918786459|-28.51846223|75.50154216|-23.02695694|56.96241436|2709.877204|-1220.428718|2309.239105|0.238923581|6.767371321000001|12.69013737|151.9654247|-776.2438847|0.017716522|1603.556077|662.0530478999999|11.26845175|1.0|0.0|0.0|1.0|0.0|2.0|4.85|0.17|17.0|-6.97|3.24|69.2|128.72|1.0|5.0|-4.16|30.0|4.0|-6.55|395.46|1.0|0.0|2.14|-4.3|6.929999999999999e-05|0.0274|5.05e-05|0.02|1.08e-07|3.8364|3.48|-1272.23645|1142.19|337.84|323.18|0.6814600000000001|-1271.999945|-0.15189|6.5974|-0.20151|-1272.0579810000002|8735.0|7.8539|7.8539
1l_a5|0.0|1|0|2.964063799|0.0|0|6.605297921|0|0|1.270375394|-0.0052651969999999|2|-0.111303801|0.0|-0.019865028|-0.05139414|1|0.007613233|-0.179824092|-0.21108114|2|0.7656671279999999|-0.174469948|0.818803517|0.890289002|-0.067755283|0.357062421|-38.27406105|4.43679678|167.86839980000002|-0.026512937|2.506287665|0.0|0.769406114|-1.219595099|-21.91725365|45.64819758|-14.9768065|43.23617395|2227.730859|-688.9330988|903.1631908|0.230593886|7.401206343999999|14.03493287|130.25942849999998|-389.1691717|0.013054186|895.4089219|518.5792364|7.374136537999999|1.0|1.0|0.0|1.0|1.0|1.0|2.98|0.14|23.0|-8.83|5.56|54.46|105.07|1.0|4.0|-5.04|26.0|3.0|-5.4|340.42|1.0|1.0|4.06|-4.98|9.06e-06|0.00308|1.04e-05|0.00356|1.4800000000000003e-09|4.6403|3.89|-1069.229786|1033.47|283.95|267.19|0.45892|-1069.047151|-0.1779|2.1987|-0.21939|-1069.101032|3.3694|7.4949|7.4949
13_a47|0.0|1|1|2.920663104|0.0|0|6.605297921|0|0|1.417757826|-0.0777650159999999|2|-0.047120094|1.5940801480000002|0.003874205|0.038682232|1|-0.000211465|-0.108780879|-0.316563793|2|0.794037882|0.030290722|0.8582665429999999|0.781675563|-0.088128939|0.244975411|-45.39284663|9.13564442|63.12660940000001|-0.032468557|4.705524762|0.0|0.688261242|-1.23380515|-21.52866736|57.38622954|-16.72368034|50.9329486|2190.316257|-635.4998528|669.2729199|0.311738758|7.038683428|13.33103985|160.5682509|-327.3288841|0.023284817|923.3410426|359.12161539999994|11.99338291|1.0|1.0|0.0|1.0|1.0|2.0|2.9|0.06|21.0|-7.9|4.06|66.49|91.59|1.0|3.0|-4.24|24.0|4.0|-6.0|319.34|1.0|1.0|3.19|-4.27|5.79e-05|0.0185|5.41e-05|0.0173|1.26e-08|4.0302|2.7|-1067.78457|895.21|307.63|307.63|0.67466|-1067.665127|-166.0|3.5455|-0.22065|-1067.71601|4.8308|7.8|7.8
17g_a50|0.0|0|1|0.0|0.0|2|7.934155233999999|2|2|1.320916184|0.052557574|2|-0.05611228|2.236579664|-0.022378911|-0.1155555559999999|2|0.01245647|-0.090386911|-0.213708251|1|0.738521694|-0.10642733|0.7787714459999999|0.920663175|-0.0706879109999999|0.442201795|-47.17463902|9.710172008|10.60268439|-0.025918901|6.48022912|85.51402581|0.749948388|-1.555134042|-21.45417373|56.28102287|-17.29736764|41.85775712|2821.3922|-1037.842058|1975.996014|0.250051612|8.130878433|15.28352231|166.8756987|-692.6194843|0.013645282|1383.884645|829.3813984|9.106383854|0.0|1.0|1.0|1.0|1.0|0.0|4.04|0.35|20.0|-6.96|3.71|51.77|133.03|1.0|6.0|-4.46|32.0|4.0|-6.28|424.54|1.0|0.0|3.63|-4.86|3.4899999999999995e-05|0.0148|1.39e-05|0.0059|1.1e-07|4.0458|3.22|-1335.946919|1259.05|306.45|306.45|0.6623600000000001|-1335.631756|-0.16699|7.0584|-0.19929|-1335.693266|9.1706|6.6091|6.6091
14ae_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|1.1979624290000002|-0.029948314|2|0.026913008|0.7338690390000001|-0.0174992419999999|0.0289586779999999|2|0.009675528|0.047563299|-0.363230717|2|0.7830067820000001|0.107765697|0.8356326820000001|0.872362051|-0.087074783|0.202342743|-62.38566188|24.84237243|111.4422142|-0.0269140239999999|17.79858399|110.5716332|0.53040766|-1.480271319|-33.45249142|87.09501229|-19.28284095|71.53368511|3212.850883|-1060.556252|2575.36078|0.46959234|8.123993885|15.59484379|336.444465|-759.846894|0.034488074|1999.511567|770.8206617000001|24.70935041|0.0|0.0|1.0|1.0|1.0|1.0|3.74|0.12|26.0|-7.6|3.48|123.48|133.27|1.0|7.0|-5.8|34.0|6.0|-6.68|471.53|0.0|0.0|3.44|-5.08|1.6e-06|0.000753|8.22e-06|0.0038799999999999|2.49e-08|3.6036|2.99|-1858.952529|1285.52|344.06|344.06|0.58144|-1858.675325|-0.14537|7.0211|-0.21659|-1858.7404850000005|9.5944|8.6038|8.6038
6g_a40|0.0|0|0|0.0|0.0|1|8.421342866|1|2|0.604893315|-0.261952754|0|-0.120745388|0.607999575|0.07194868|-0.251161616|2|-0.018182514|-0.221674172|-0.588058458|0|0.832499949|0.075283207|0.8917390820000001|0.605346707|-0.156296046|0.400587529|-101.5916383|11.53799852|328.78166810000005|-0.059045173|7.499640603|47.36081569|0.824204189|-2.657032782|-69.68682788|114.7475987|-38.37906336|118.7493383|3142.74733|-1727.0578510000005|3198.69909|0.175795811|6.95079805|12.10032156|114.2663866|-1122.578856|0.020240097|2095.424743|590.1686672000001|13.1559604|0.0|0.0|1.0|0.0|1.0|3.0|4.06|0.21|14.0|-2.87|3.43|213.89|124.18|3.0|5.0|-7.22|31.0|7.0|-7.02|474.53|0.0|0.0|2.37|-4.71|6.049999999999999e-08|2.87e-05|1.93e-05|0.00917|0.0013599999999999|3.3197|7.38|-2521.990118|1144.59|440.68|373.48|0.58454|-2521.8114530000003|-0.11857|6.7231|-0.20479|-2521.87499|8.9454|7.3279|7.3279
A7701_a51|0.0|1|0|2.9690728930000003|0.0|0|6.605297921|0|0|1.390164251|-0.0162614089999999|2|0.070581466|2.087643036|0.058290286|-0.0299823629999999|1|0.00740235|0.119725261|-0.22798944|2|0.7451039290000001|0.00552665|0.8092075540000001|0.865114773|-0.078131694|0.514530959|-36.09660744|3.420720075|146.2104641|-0.030384547|1.580362387|0.0|0.799046392|-1.09384371|-15.23632002|41.87351682|-14.03756956|36.39998243|1959.582581|-505.3525041|1108.114062|0.200953608|5.137516673|8.863149921|92.83996262|-233.4713371|0.012504214|632.4445105000001|332.8814548|5.776909381|1.0|1.0|0.0|1.0|1.0|1.0|2.66|0.06|21.0|-7.58|4.46|54.46|87.52|1.0|2.0|-3.95|22.0|3.0|-5.82|286.33|1.0|1.0|3.12|-4.17|0.000111|0.0319|6.790000000000001e-05|0.0195|2.62e-08||||||||||||||7.6021|7.6021
4j_a46|0.0|0|0|0.0|0.19521727|1|7.825245291|1|1|1.134637093|-0.012405467|1|-0.0529855709999999|0.0|-0.1051618459999999|-0.176133068|1|0.011684396|-0.078783783|-0.226712003|1|0.7298040140000001|-0.061823242|0.763724435|0.949893337|-0.074417476|0.295221643|-43.95227197|8.812983129|70.56141095|-0.024805825|5.205103062|71.98911503|0.776932317|-1.339514565|-20.66606288|50.26191521|-14.65075732|43.80358011|2260.870095|-791.1408955|2563.282153|0.223067683|6.274010655|10.49957018|131.7477027|-467.2617475|0.0106831269999999|1018.288052|642.1335502000001|6.30964324|0.0|1.0|1.0|1.0|1.0|0.0|4.0|0.39|17.0|-7.69|5.18|39.94|110.24|1.0|4.0|-5.38|27.0|3.0|-5.09|361.48|1.0|1.0|4.5|-5.31|4.16e-06|0.0015|4.86e-06|0.00176|2.03e-08|5.3949|4.93|-1132.018764|1112.13|281.19|229.82|0.37853|-1131.761156|-0.18387|2.9043|-0.20071|-1131.817578|3.8105|6.0942|6.0942
13n_a6|0.0|1|0|3.425442623|0.0|0|6.842683282|0|0|1.4290206230000002|-0.135152403|2|0.058267173|1.628408574|-0.06507689|-0.033224059|1|-0.00687003|0.100294804|-0.57091314|2|0.7767360059999999|-0.064779873|0.832753533|0.70890216|-0.109392959|0.307384948|-75.07706271|12.18768927|90.97854097|-0.038490115|8.36448634|103.012404|0.748967057|-2.078466222|-47.27287681|88.73738138|-26.41600355|81.06784641|2952.259627|-1426.464192|2535.307313|0.251032943|8.872063579|16.76075427|172.28545730000002|-978.9911754|0.019904118|1904.575345|724.3873672999999|13.66031867|1.0|1.0|1.0|1.0|1.0|3.0|3.55|0.08|27.0|-9.67|4.19|122.47|127.2|1.0|6.0|-4.64|33.0|5.0|-7.23|435.48|0.0|1.0|2.62|-4.28|2.27e-05|0.00987|5.24e-05|0.0228|2.1499999999999998e-10|4.8185|4.27|-1423.714738|1232.6|369.99|257.31|0.55028|-1423.451366|-0.13863|7.1946|-0.20994|-1423.514154|10.1967|7.1249|7.1249
12a_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984824|-0.02919335|2|-0.096804291|0.0|0.009586623|-0.094932667|1|0.005458948|-0.171649606|-0.454270252|1|0.7885597609999999|-0.031179517|0.842671963|0.836214716|-0.097138462|0.337975309|-60.22802588|10.10177981|85.47365107|-0.037665934|6.263330101|0.0|0.805190202|-1.845630786|-29.59731695|69.45678454|-23.35372432|57.83766054|2722.217443|-1144.332492|2256.680391|0.194809798|7.362386058999999|13.88603128|120.786445|-709.5118166|0.014884556|1421.195251|620.9195447000001|9.228758655|1.0|0.0|1.0|1.0|0.0|1.0|4.65|0.14|17.0|-6.64|3.84|81.65|127.28|1.0|5.0|-5.28|29.0|4.0|-5.98|398.48|0.0|0.0|2.63|-4.85|5.23e-06|0.00208|1.4e-05|0.0056|2.3100000000000002e-07|5045.0|3.82|-1575.745502|1122.01|355.41|245.76|0.35338|-1575.538241|-0.1481|4.1875|-0.19994|-1575.597759|4.7368|7.9469|7.9469
14u_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|1.197962732|-0.025360103|2|0.050530143|0.743634137|-0.026062012|-0.0569153009999999|2|0.010508236|0.091604179|-0.4086345999999999|2|0.787538583|-0.001778422|0.845160857|0.909754912|-0.086465795|0.445665682|-57.75236052|16.97420126|43.06242147|-0.033908155|11.3374334|50.47632596|0.702868983|-1.729315897|-24.65250654|73.50348823|-22.64798452|53.88349042|3015.478095|-1155.04721|2430.634114|0.297131017|7.392527755|14.12094979|198.4601847|-771.4808267999999|0.023582305|1643.332169|683.7405759|15.75112771|0.0|0.0|1.0|1.0|1.0|1.0|3.59|0.09|26.0|-7.51|3.42|114.25|126.78|1.0|6.0|-5.63|32.0|5.0|-6.47|441.51|0.0|0.0|3.48|-5.02|2.32e-06|0.0010199999999999|9.57e-06|0.0042299999999999|3.11e-08|4.0409|3.23|-1744.422541|1214.4|389.66|306.82|0.4523|-1744.1781010000002|-0.1543|5.9743|-0.21613|-1744.2405670000005|8.1549|8.2449|8.2449
12_a15|0.0|0|0|0.0|0.0|0|0.0|0|0|1.435689014|-0.0455566929999999|2|-0.035728911|0.0|-0.106061273|-0.01062828|0|0.0034254209999999|-0.054575504|-0.380490701|2|0.723852961|0.049877871|0.769289315|0.89637291|-0.094209248|0.738437971|-60.15445365|9.58943236|72.18361893|-0.031995594|6.123040777999999|4.192089814|0.746489397|-1.695766456|-24.90456371|70.6606311|-20.42981445|48.59303169|2613.57759|-1082.780166|2661.728915|0.253510603|5.448223888999999|10.40571107|161.8714956|-691.376388|0.016453962|1450.496376|673.7288405|10.50617745|1.0|1.0|0.0|1.0|1.0|1.0|3.56|0.12|24.0|-9.82|5.32|56.27|119.95|1.0|6.0|-6.22|30.0|4.0|-4.97|397.47|0.0|1.0|4.7|-5.83|5.99e-07|0.0002379999999999|1.47e-06|0.000584|1.51e-10|4.4819|5.16|-1281.060163|1177.81|321.72|276.63|0.50595|-1280.810963|-0.15858|4.3338|-0.19054|-1280.871722|6.0547|8.3979|8.3979
21_a12|0.0|0|0|0.0|0.0|0|6.605297921|1|1|0.609915045|-0.058516436|3|-0.213225401|0.0|-0.01367083|-0.0546514309999999|1|-0.001825446|-0.388196876|-0.522951134|2|0.835359152|-0.061915124|0.89838263|0.84827776|-0.100098765|0.192026642|-50.37198585|6.154473157000001|75.46830038|-0.036878492|3.097071518|0.0|0.770818357|-1.401382713|-17.416202300000002|59.10840872|-18.55810005|40.76379649|2185.835701|-705.2078018999999|1080.052791|0.229181643|5.891343219|11.18947411|115.3294396|-354.8766794|0.017360942|914.8819508|380.2468615|8.736422872|1.0|1.0|1.0|0.0|1.0|1.0|4.05|0.12|17.0|-6.78|4.01|78.41|98.16|1.0|3.0|-3.82|23.0|4.0|-6.45|319.38|0.0|1.0|2.68|-3.76|0.00015|48.0|0.000173|0.0551|1.67e-07|4.6851|2.56|-1327.451966|893.17|310.18|264.64|0.59386|-1327.347724|-0.16784|2327.0|-0.22253|-1327.397348|3.2551|7.6576|7.6576
8g_a12|0.0|1|1|2.897921027|0.0|0|6.580639137|1|1|1.28383574|-0.029907264|2|-0.038463841|1.714060666|-0.094550033|-0.040257632|1|0.005405355|-0.068810076|-0.532504083|1|0.7475224290000001|-0.04981165|0.80546986|0.8576253690000001|-0.1045061519999999|0.274352085|-57.6443411|4.915102972|84.95000993|-0.042752517|2.7111119089999995|0.0|0.90166696|-1.881110729|-23.38345638|61.99654413|-23.58177591|47.30807670000001|2506.427441|-1037.59814|1356.883205|0.09833304|6.882798206|12.83559677|54.23932676|-572.326702|0.007890315|1150.7554189999998|480.0590283|4.352203029|0.0|1.0|1.0|1.0|1.0|2.0|4.07|0.1|21.0|-8.0|3.31|78.85|109.93|1.0|3.0|-4.38|27.0|5.0|-6.28|353.38|0.0|0.0|2.77|-4.34|4.15e-05|0.0146|4.61e-05|0.0163|9.98e-09|4.2057|3.68|-1154.281986|989.66|332.31|294.8|462.0|-1154.121362|-0.1520099999999999|2.9986|-0.21633|-1154.173831|4.2131|5.43|5.43
13_a12|0.0|0|0|0.0|0.0|0|0.0|0|0|1.508548782|-0.0619247109999999|2|-0.21832579|0.0|-0.083760082|0.021322992|0|0.002279068|-0.362308767|-0.595629719|2|0.6809340620000001|-0.226526433|0.7300173240000001|0.90006391|-0.092483398|0.122164874|-45.33566159|4.01385817|64.74666684|-0.034993718|1.96760628|66.2289548|0.8829921740000001|-1.2947675790000002|-13.97756285|48.99243638|-17.15403411|32.52766981|1812.788134|-634.6992622|664.9830294|0.117007826|6.06407675|11.36787272|57.35761558|-311.13163480000003|0.0074597119999999|718.8050825|327.9594923|3.656774794|1.0|1.0|0.0|0.0|1.0|1.0|2.7|0.12|18.0|-7.14|3.63|50.7|84.74|1.0|3.0|-4.26|21.0|3.0|-5.49|276.34|1.0|1.0|3.22|-4.2|5.520000000000001e-05|0.0152|6.3e-05|0.0174|7.26e-08|4.5363|3.83|-876.3370809|867.79|315.25|273.31|0.6622399999999999|-876.209109|-0.16458|1.3023|-0.20903|-876.258343|1.5686|7.0315|7.0315
12b_a32|0.0|1|1|3.477905329|0.0|0|7.765993078999999|0|0|0.609420757|-0.055500132|0|-0.044307211|2.153718992|-0.031446256|-0.053480599|3|-0.001662219|-0.079768013|-0.584995111|0|0.838021287|-0.0533240309999999|0.8887585240000001|0.782593|-0.097525366|0.2996018789999999|-60.93328667|10.17310723|90.57560878|-0.027561517|6.356098747000001|65.29222164|0.60420609|-1.267829764|-31.79562339|76.65746734|-17.22027667|61.06285882|2573.006963|-792.1327267000001|3148.185476|0.39579391|7.076348793999999|12.42841652|247.2897528|-494.9199607|0.025166975|1311.0306890000002|557.1050635|15.72418067|1.0|1.0|1.0|1.0|1.0|2.0|3.47|0.26|19.0|-7.65|6.49|140.04|110.47|1.0|7.0|-5.9|27.0|4.0|-6.4|397.52|0.0|1.0|3.59|-4.43|1.27e-06|0.000505|3.72e-05|0.0148|2.23e-08|3.5703|4.12|-1880.732075|1109.93|347.27|347.27|0.70258|-1880.537231|-0.14803|3208.0|-0.19976|-1880.599158|4.1080000000000005|7585.0|7585.0
7a_a8|0.0|1|0|3.1730222510000003|0.0|1|7.535296702|1|1|1.4000287219999998|-0.0407248439999999|1|-0.017706371|0.0|0.004607684|-0.019054799|1|0.002028046|-0.02923588|-0.412963751|1|0.764224152|0.033708575|0.831914523|0.718410375|-0.101880506|0.238462711|-59.83546383|20.79408196|145.3710976|-0.042647654|12.2125771|71.85980901|0.733884399|-1.833849114|-35.24327197|75.4573633|-25.04740346|80.80201312|2715.360649|-1077.038349|1702.719465|0.266115601|7.699041907000001|14.73814865|156.2924154|-632.5556427|0.0265990589999999|1467.585836|488.0169522|15.62189947|0.0|0.0|1.0|1.0|1.0|1.0|3.34|0.05|23.0|-7.27|3.96|92.93|105.83|1.0|3.0|-4.86|29.0|5.0|-6.33|382.37|0.0|1.0|3.15|-4.64|1.36e-05|0.00522|2.29e-05|0.00874|5.3600000000000004e-08|4.5808|5.2|-1291.287017|1031.61|403.8|270.66|0.61257|-1291.10235|-0.12889|9.9646|-0.20505|-1291.156661|12.8748|4.6068|4.6068
7l_a46|0.0|0|0|0.0|0.256706467|1|7.727094485|1|1|1.160371354|0.017668261|2|-0.203375108|0.0|-0.074511843|0.050638298|1|0.0125870169999999|-0.331246137|-0.1082221709999999|2|0.7746144629999999|-0.1237456669999999|0.825629852|0.907148114|-0.06289606|0.253138137|-30.34397256|5.5935102720000005|8.13531199|-0.022013621|2.698568452|51.39110437|0.67467081|-0.880544835|-13.17144326|38.22273917|-10.620390400000002|32.8948756|1920.310099|-424.8156159|1246.417766|0.32532919|5.273701985|9.825660656|156.9538706|-204.9507309|0.016330867|629.6635476|375.721552|7.878766604|1.0|1.0|0.0|1.0|1.0|0.0|3.04|0.28|17.0|-6.29|3.59|43.6|86.96|1.0|2.0|-3.18|22.0|3.0|-6.22|290.36|1.0|1.0|2.86|-3.72|0.000668|0.1939999999999999|0.0001889999999999|0.0548|5.19e-07|4.5464|2.42|-915.5830363|879.87|272.71|272.71|0.68834|-915.446686|-0.18993|3.3119|-0.2231699999999999|-915.493986|3.9009|5.7122|5.7122
27a_a34|-3.727789|0|0|0.0|0.0|1|7.412764017000001|1|1|0.300206665|-0.456594848|1|-0.082271189|0.0|-0.026428049|-0.008138446|1|-0.005234221|-0.13716603|-0.53047808|1|0.779284547|-0.07177581|0.832753533|0.600964267|-0.123191967|0.4305370679999999|-86.36649751|18.62986903|176.4623026|-0.043345322|13.06088842|22.69787432|0.764921711|-2.340647376|-52.42823715|100.7752505|-30.38821209|93.41277507|3394.470264|-1640.9634529999998|2252.433058|0.235078289|8.960143164|15.91204178|164.80691819999998|-1150.434312|0.020552444|2145.269808|718.5861133999999|14.40875302|1.0|1.0|1.0|1.0|1.0|2.0|3.66|0.13|23.0|-7.61|2.01|129.74|122.61|1.0|6.0|-4.96|33.0|7.0|-7.29|463.51|0.0|0.0|2.44|-4.47|1.09e-05|0.00504|3.43e-05|0.0159|2.44e-08|5.0012|7.38|-1861.695683|1247.85|300.73|247.91|0.40378|-1861.468024|-0.16691|10.8591|-0.20615|-1861.534743|13.9023|6.6198|6.6198
14o_a23|0.0|0|1|0.0|-4.758526534|2|7.423568444|0|0|1.197958066|-0.301504331|2|0.135737344|0.6669152279999999|-0.029012777|-0.049105045|2|-0.0004039459999999|0.416392114|-0.653629157|2|0.802854174|0.000891427|0.861597051|0.904077943|-0.094138958|0.328340215|-66.92857564|12.835973699999998|110.3941788|-0.042454824|9.125801389|0.8929505459999999|0.800301554|-2.165196042|-36.61307972|80.64694246|-30.18347529|64.33441296|3399.6213840000005|-1539.35724|2297.392496|0.199698446|9.016411722|17.66041891|141.97663490000002|-1094.413931|0.019295686|1923.471511|676.4530574|13.71836682|0.0|0.0|1.0|0.0|1.0|1.0|3.55|0.09|26.0|-7.95|3.97|114.25|126.97|1.0|7.0|-6.89|35.0|8.0|-5.94|495.48|0.0|0.0|4.31|-6.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|1.12e-08|3.6989|5.17|-2042.161288|1236.72|335.19|335.19|0.58581|-2041.934645|-0.1517|5.9294|-0.23229|-2042.000938|8.3591|8.4815|8.4815
11_a15|0.0|0|0|0.0|0.0|0|0.0|1|1|1.435688956|-0.029665252|3|-0.036023137|0.0|-0.0856783419999999|0.023543401|0|0.003766915|-0.056500144|-0.363940085|2|0.718800243|0.0234789439999999|0.76664841|0.8945381259999999|-0.0974577669999999|0.632319408|-66.78526188|12.69062406|143.8088883|-0.033606127|8.696553172|0.0|0.739315684|-1.949155337|-30.25595097|79.1792768|-23.02940065|56.84224275|3022.859488|-1335.705238|2565.707165|0.260684316|6.233494755|11.76226306|178.640152|-915.3239085|0.018086221|1806.677804|830.7967967000001|12.39401492|1.0|1.0|1.0|0.0|0.0|1.0|4.1|0.07|24.0|-8.9|4.33|59.51|138.24|1.0|6.0|-6.32|34.0|4.0|-5.26|448.52|0.0|0.0|4.62|-6.1|4.77e-07|0.000214|7.970000000000001e-07|0.000357|1.27e-09|4.7106|5.04|-1450.705737|1284.85|418.94|263.2|0.58935|-1450.39211|-0.12134|812.0|-0.16011|-1450.457814|1.3581|6.1314|6.1314
7_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1|1.343865525|-0.003297033|2|-0.07290303|2.048170299|-0.125778587|0.04206117|1|0.008242591|-0.162314698|-0.174410426|2|0.8046449179999999|0.022270259|0.87010589|0.825830607|-0.071288428|0.470973822|-35.88407105|7.402610584|14.01468959|-0.026733161|3.726212114|79.08210981|0.7179916670000001|-1.06932642|-16.47508541|44.34066533|-13.45652664|40.13253521|2286.169166|-538.2610657|1915.566579|0.282008333|5.512905888|9.797542165|141.9530115|-270.9415659|0.016800137|749.6759227000001|407.1471338|8.456594282000001|1.0|1.0|0.0|1.0|1.0|0.0|3.05|0.15|21.0|-7.46|4.42|43.6|95.07|1.0|2.0|-3.81|25.0|4.0|-6.03|330.36|1.0|1.0|3.56|-4.41|0.000156|0.0514|3.92e-05|13.0|3.49e-08|4.0379|2.91|-1089.847072|915.46|307.05|307.05|0.59702|-1089705.0|-0.16975|3.9832|-0.2219199999999999|-1089.753885|4926.0|6821.0|6821.0
17_a12|0.0|0|0|0.0|0.0|0|6.823286122000001|1|1|0.610029543|-0.058347964|3|-0.210594127|0.0|-0.072956553|-0.070249784|1|-0.000651751|-0.3748198379999999|-0.559137213|2|0.8198617429999999|-0.043392747|0.87653892|0.858119365|-0.096209886|0.318309599|-50.13411606|5.849860887999999|69.36398419|-0.035198739|3.048310481|0.0|0.786701219|-1.443148294|-18.89085387|57.97616997|-18.34174978|42.10235809|2246.161353|-752.0117408|1470.257187|0.213298781|5.669161963|10.61752641|111.1480977|-391.8666299|0.015049295|955.9051425|431.5987143|7.842053909|1.0|1.0|1.0|0.0|1.0|1.0|4.13|0.17|17.0|-7.16|4.51|78.41|103.12|1.0|3.0|-4.51|24.0|4.0|-6.07|333.41|1.0|1.0|3.14|-4.24|3.1e-05|0.0103|5.7100000000000006e-05|0.0191|6.97e-08|4.4014|2.87|-1366.776169|933.62|328.67|281.69|0.39539|-1366.638303|-0.15459|2128.0|-0.21781|-1366.689546|2.9806|7.7959|7.7959
22_a20|0.0|0|0|0.0|0.0|1|6.842683282|0|0|1.4170330269999998|0.023539095|2|0.09301076|2.041494094|-0.066832578|-0.038668966|1|0.008780074|0.155407313|-0.177976478|2|0.7478675859999999|-0.044184455|0.809440795|0.946515026|-0.067797027|0.425968568|-44.14650378|8.001165067999999|9.022387025|-0.027118811|5.21001405|54.71081293|0.77063827|-1.3559405430000002|-25.39523478|52.90592556|-17.65860151|47.00134116|2738.108259|-882.9300756000001|2396.806062|0.22936173|7.408914181|14.17638345|149.350479|-574.9260339|0.01345209|1145.712729|664.4562602999999|8.759421782|1.0|1.0|1.0|1.0|1.0|0.0|3.36|0.08|27.0|-9.69|5.33|67.39|121.62|1.0|4.0|-5.6|31.0|4.0|-5.58|401.46|0.0|1.0|4.24|-5.53|2.48e-06|0.000997|2.98e-06|0.0012|2.04e-10|5.5591|4.07|-1275.816275|1181.95|312.05|223.03|0.38233|-1275.598059|-0.16176|4.8308|-0.21856|-1275.657902|6141.0|6.6364|6.6364
12ac_a36|0.0|1|0|3.4419617660000004|0.0|0|7.412764017000001|2|2|1.297043188|-0.073735973|2|0.03586247|0.0|-0.046730704|-0.0121300989999999|1|0.0018565629999999|0.060445359|-0.433636165|1|0.811459853|0.135371136|0.863165958|0.779673368|-0.104391657|0.4712820929999999|-72.4798052|14.93372351|118.0445703|-0.036062573|10.36858115|20.70356046|0.7316461470000001|-1.98344149|-38.66245764|86.51036063|-25.03847816|70.61872461|2902.588755|-1377.116299|2455.459827|0.268353853|8.126831024|14.63702516|186.3198219|-956.1407834|0.020208014|1882.216294|716.9974499|14.03055543|1.0|0.0|0.0|1.0|0.0|2.0|4.86|0.17|17.0|-6.89|3.16|86.27|133.95|1.0|6.0|-3.81|32.0|5.0|-7.21|423.47|0.0|0.0|1.84|-3.95|0.000154|0.0653|0.000112|0.0476|1.29e-07|3.8843|4.84|-1385.566143|1200.61|321.25|319.2|0.56186|-1385.3211789999998|-0.15675|4.0208|-0.20949|-1385.382927|5.4387|7.8861|7.8861
